 4396 ; Бона иностранная ;  ;  ;  ;  ; 51 ; хъ0 ; 53 
 1835 ; 3 копейки ; 1970 ;  ; Cu-Zn ; XF+ ; 5 ; bv812 ; 5 
 1836 ; 5 копеек ; 1940 ;  ; Br ; VF- ; 8 ; Сакович ; 24 
 1837 ; 1 рубль. Упаковка ; 1988 ;  ; Cu-Ni ; Unc/AU ; 54 ; verunk1 ; 116 
 1838 ; 3 копейки ; 1929 ;  ; Br ; VF- ; 48 ; dbieh ; 177 
 1839 ; 1 рубль. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 89 ; kent01 ; 132 
 1740 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; AU ; 26 ; jagger ; 113 
 1741 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF ; 21 ; КАРКУША ; 102 
 1742 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 27 ; artwolf ; 82 
 1743 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 35 ; artwolf ; 104 
 1744 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF+ ; 11 ; boom588 ; 31 
 1745 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 19 ; boom588 ; 43 
 1746 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF+ ; 4 ; boom588 ; 26 
 1747 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 31 ; asparagus ; 82 
 1748 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 7 ; boom588 ; 35 
 1749 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 16 ; boom588 ; 34 
 1750 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 9 ; boom588 ; 36 
 1751 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 38 ; jagger ; 134 
 1752 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 43 ; boom588 ; 80 
 1753 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 33 ; boom588 ; 61 
 1754 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 9 ; boom588 ; 33 
 1755 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 13 ; boom588 ; 41 
 1756 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 34 ; boom588 ; 50 
 1757 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF+ ; 7 ; boom588 ; 36 
 1758 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 7 ; asparagus ; 29 
 1759 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 7 ; artwolf ; 130 
 1760 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 18 ; boom588 ; 46 
 1761 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 29 ; taigist ; 156 
 1762 ; 1 рубль ; 1981 ; Дружба на веки ; Cu-Ni ; Proof ; 24 ; vrncoins ; 1003 
 1763 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 40 ; КАРКУША ; 1163 
 1764 ; 3 рубля. Упаковка ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 26 ; Ybrjkfif ; 1567 
 1765 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; AU ; 20 ; Вяч ; 600 
 1766 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF- ; 13 ; artwolf ; 13 
 1767 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 31 ; asparagus ; 91 
 1768 ; 1 рубль. Упаковка ; 1968 ;  ; Cu-Ni ; Unc/AU ; 61 ; puhetd ; 168 
 1769 ; 50 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; Unc/AU ; 38 ; Vibel ; 100 
 1770 ; 20 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; Unc/AU ; 53 ; dbieh ; 462 
 1771 ; 15 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; Unc/AU ; 16 ; Опятор ; 463 
 1772 ; 10 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; Unc/AU ; 22 ; USS ; 565 
 1773 ; 5 копеек. Упаковка ; 1968 ;  ; Cu-Zn ; Unc/AU ; 27 ; USS ; 602 
 1774 ; 3 копейки. Упаковка ; 1968 ;  ; Cu-Zn ; Unc/AU ; 24 ; Сакович ; 51 
 1775 ; 2 копейки. Упаковка ; 1968 ;  ; Cu-Zn ; Unc/AU ; 25 ; taigist ; 51 
 1776 ; 1 копейка. Упаковка ; 1968 ;  ; Cu-Zn ; Unc/AU ; 23 ; TECHNO ; 54 
 1777 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 26 ; kvm64 ; 340 
 1778 ; 50 копеек ; 1980 ;  ; Cu-Ni ; AU ; 43 ; Petch ; 62 
 1779 ; 20 копеек ; 1980 ;  ; Cu-Ni ; AU ; 18 ; spsmaalex ; 17 
 1780 ; 15 копеек ; 1980 ;  ; Cu-Ni ; AU ; 16 ; olga42 ; 16 
 1781 ; 10 копеек ; 1980 ;  ; Cu-Ni ; AU ; 3 ; spsmaalex ; 16 
 1782 ; 5 копеек ; 1980 ;  ; Cu-Zn ; AU ; 4 ; 27 ; 30 
 1783 ; 3 копейки ; 1980 ;  ; Cu-Zn ; AU ; 19 ; imi ; 18 
 1784 ; 2 копейки ; 1980 ;  ; Cu-Zn ; AU ; 8 ; TECHNO ; 9 
 1785 ; 1 копейка ; 1980 ;  ; Cu-Zn ; AU ; 24 ; TECHNO ; 34 
 1786 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 31 ; kvm64 ; 104 
 1787 ; 15 копеек. Аверс/Реверс 15 градусов ; 1931 ;  ; Ni ; XF- ; 74 ; otcha ; 179 
 1788 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 37 ; monge ; 70 
 1789 ; 15 копеек ; 1936 ;  ; Ni ; VF-XF ; 49 ; Ravak ; 180 
 1690 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 79 ; Brabus ; 563 
 1691 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 33 ; Моряк-собиратель ; 426 
 1692 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 19 ; Сакович ; 288 
 1693 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 44 ; yuri.gruzdev ; 429 
 1694 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 40 ; xtm330 ; 206 
 1695 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 27 ; molchun ; 246 
 1696 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 7 ; boom588 ; 37 
 1697 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 15 ; boom588 ; 70 
 1698 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 25 ; boom588 ; 87 
 1699 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 19 ; alnov ; 149 
 1700 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 52 ; hellraiser ; 1537 
 1701 ; 1 рубль. Упаковка ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 18 ; shneyder ; 1540 
 1702 ; 1 рубль. Упаковка ; 1984 ; Международный год мира ; Cu-Ni ; Proof ; 57 ; Антон-2 ; 1036 
 1703 ; 1 рубль. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 14 ; vrncoins ; 1209 
 1704 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 41 ; yuri.gruzdev ; 250 
 1705 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 27 ; s451 ; 165 
 1706 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 40 ; taigist ; 155 
 1707 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 21 ; СЁМА ; 67 
 1708 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 15 ; КАРКУША ; 107 
 1709 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 36 ; Krechet ; 119 
 1710 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 24 ; Krechet ; 131 
 1711 ; 5 рублей. Упаковка нарушена ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 12 ; Gell13 ; 68 
 1712 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 77 ; artwolf ; 207 
 1713 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 39 ; artwolf ; 207 
 1714 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 51 ; artwolf ; 257 
 1715 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 41 ; artwolf ; 199 
 1716 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 27 ; artwolf ; 207 
 1717 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 41 ; artwolf ; 257 
 1718 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF ; 7 ; SANGOLD1 ; 10 
 1719 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF ; 32 ; artwolf ; 32 
 1720 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 5 ; SANGOLD1 ; 10 
 1721 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 20 ; Вяч ; 38 
 1722 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 22 ; Моряк-собиратель ; 391 
 1723 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Unc ; 14 ; asparagus ; 138 
 1724 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 10 ; taigist ; 46 
 1725 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 13 ; фёкла ; 24 
 1726 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF+ ; 7 ; СЁМА ; 64 
 1727 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 30 ; кабачок ; 55 
 1728 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 4 ; SANGOLD1 ; 4 
 1729 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF ; 3 ; SANGOLD1 ; 4 
 1730 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 9 ; кабачок ; 31 
 1731 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 7 ; NSN ; 18 
 1732 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 11 ; NSN ; 42 
 1733 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 5 ; NSN ; 33 
 1734 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 7 ; QQXA ; 45 
 1735 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 21 ; QQXA ; 45 
 1736 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 5 ; NSN ; 36 
 1737 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 21 ; lelic ; 95 
 1738 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 29 ; serg98 ; 145 
 1739 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 25 ; acidorov ; 118 
 1640 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 6 ; Моряк-собиратель ; 31 
 1641 ; Полкопейки ; 1927 ;  ; Cu ; XF- ; 89 ; Ravak ; 682 
 1642 ; Полкопейки ; 1928 ;  ; Cu ; VF ; 40 ; antiquar ; 1530 
 1643 ; Полкопейки ; 1928 ;  ; Cu ; VF- ; 37 ; deckb ; 1184 
 1644 ; 5 ; 1998 ; о.Шпицберген ;  ; AU ; 88 ; artwolf ; 500 
 1645 ; 2 ; 1998 ; о.Шпицберген ;  ; AU ; 39 ; artwolf ; 500 
 1646 ; 1 ; 1998 ; о.Шпицберген ;  ; AU ; 37 ; artwolf ; 615 
 1647 ; 0,5 ; 1998 ; о.Шпицберген ;  ; AU ; 33 ; artwolf ; 500 
 1648 ; 0,25 ; 1998 ; о.Шпицберген ;  ; AU ; 25 ; artwolf ; 500 
 1649 ; 0,1 ; 1998 ; о.Шпицберген ;  ; AU ; 28 ; artwolf ; 521 
 1650 ; Жетон. 70 лет Советскому чекану - 1 рубль. Тираж 300шт. М-8,42г ; 2004СПМД ;  ; Ag925 ; XF ; 158 ; andr86 ; 910 
 1651 ; Разменный знак 10. Шпицберген. Цунами-Юго-Восточная Азия ; 2005СПМД ;  ;  ; Proof ; 88 ; artwolf ; 1001 
 1652 ; Разменный знак 10. Шпицберген. Кончина Папы Иоанна Павла II ; 2005СПМД ;  ;  ; Proof ; 80 ; artwolf ; 2001 
 1653 ; Жетон. Министерство торговли СССР. 25 ;  ;  ; Ж/м ; XF- ; 12 ; artwolf ; 180 
 1654 ; Жетон. Министерство торговли СССР. 13. Оборотная сторона ребристая, цифры прямоугольной формы ;  ;  ; Ж/м ; VF-XF ; 74 ; Гоша-25 ; 97 
 1655 ; Жетон. Министерство торговли СССР. 12 ;  ;  ; Ж/м ; AU ; 8 ; artwolf ; 120 
 1656 ; Жетон. Министерство торговли СССР. 12. Оборотная сторона ребристая, цифры прямоугольной формы ;  ;  ; Ж/м ; VF ; 50 ; Гоша-25 ; 97 
 1657 ; Жетон. Министерство торговли СССР. 11. Оборотная сторона ребристая, цифры прямоугольной формы ;  ;  ; Ж/м ; AU ; 8 ; LAB-A ; 80 
 1658 ; Жетон. Министерство торговли СССР. 11 ;  ;  ; Ж/м ; XF- ; 61 ; artwolf ; 200 
 1659 ; Жетон. Министерство торговли СССР. 10. Оборотная сторона плоская, цифры прямоугольной формы ;  ;  ; Ж/м ; AU ; 12 ; LAB-A ; 119 
 1660 ; Жетон. Министерство торговли СССР. 3. Оборотная сторона ребристая, цифры прямоугольной формы ;  ;  ; Ж/м ; VF+ ; 8 ; грос79 ; 19 
 1661 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; AU ; 33 ; artwolf ; 759 
 1662 ; 50 копеек ; 1967 ;  ; Cu-Ni ; AU ; 33 ; shneyder ; 405 
 1663 ; 20 копеек ; 1967 ;  ; Cu-Ni ; AU ; 44 ; dbieh ; 397 
 1664 ; 15 копеек ; 1966 ;  ; Cu-Ni ; AU ; 69 ; shneyder ; 1700 
 1665 ; 10 копеек ; 1990 ; М ; Cu-Ni ; XF ; 44 ; свой ; 5100 
 1666 ; 5 копеек ; 1929 ;  ; Br ; F+ ; 38 ; keha74 ; 48 
 1667 ; 5 копеек ; 1937 ;  ; Br ; VF- ; 38 ; NSN ; 453 
 1668 ; 5 копеек ; 1945 ;  ; Br ; F-VF ; 116 ; antiquar ; 459 
 1669 ; 5 копеек ; 1966 ;  ; Cu-Zn ; XF+ ; 36 ; shneyder ; 1500 
 1670 ; 5 копеек ; 1972 ;  ; Cu-Zn ; VF+ ; 33 ; shknikolay ; 1219 
 1671 ; 3 копейки ; 1927 ;  ; Br ; F-VF ; 33 ; shneyder ; 1540 
 1672 ; 3 копейки ; 1965 ;  ; Cu-Zn ; VF ; 25 ; olga42 ; 206 
 1673 ; 2 копейки ; 1933 ;  ; Br ; VF+ ; 25 ; kvm64 ; 481 
 1674 ; 5 копеек. Аверс/Реверс 40 градусов ; 2006 ; СП ; St in Ni ; XF ; 36 ; otcha ; 53 
 1675 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 59 ; кошак ; 1209 
 1676 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 55 ; кошак ; 1226 
 1677 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 49 ; кошак ; 1177 
 1678 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 61 ; yuri.gruzdev ; 241 
 1679 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 18 ; s451 ; 225 
 1680 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 7 ; xtm330 ; 149 
 1681 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 15 ; xtm330 ; 135 
 1682 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 41 ; xtm330 ; 104 
 1683 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 22 ; boom588 ; 101 
 1684 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 4 ; xtm330 ; 160 
 1685 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Unc ; 25 ; boom588 ; 51 
 1686 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 21 ; xtm330 ; 155 
 1687 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 2 ; artwolf ; 101 
 1688 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 10 ; s451 ; 133 
 1689 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 51 ; xtm330 ; 235 
 1590 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 4 ; mms ; 320 
 1591 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 61 ; s451 ; 666 
 1592 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 35 ; Mart_11 ; 509 
 1593 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 26 ; Petch ; 327 
 1594 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 4 ; otcha ; 329 
 1595 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 48 ; 31 ; 960 
 1596 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 50 ; dikiy17 ; 723 
 1597 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 16 ; bv812 ; 179 
 1598 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 26 ; s451 ; 408 
 1599 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 20 ; asparagus ; 96 
 1600 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 3 ; волга ; 82 
 1601 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 4 ; SergeyAnatoljevich ; 113 
 1602 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 39 ; волга ; 53 
 1603 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 6 ; bv812 ; 113 
 1604 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 5 ; bv812 ; 153 
 1605 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 57 ; pixel. ; 100 
 1606 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 2 ; 10 ; 110 
 1607 ; 20 копеек ; 1930 ;  ; Ag ; XF- ; 37 ; taa ; 68 
 1608 ; 20 копеек ; 1930 ;  ; Ag ; F+ ; 26 ; asparagus ; 52 
 1609 ; 15 копеек ; 1921 ;  ; Ag ; VF+ ; 69 ; Aless ; 1224 
 1610 ; 15 копеек ; 1921 ;  ; Ag ; VF- ; 21 ; NSN ; 947 
 1611 ; 15 копеек ; 1922 ;  ; Ag ; VF-XF ; 39 ; bob_tauranga ; 147 
 1612 ; 15 копеек ; 1924 ;  ; Ag ; VF+ ; 4 ; Man 11 ; 113 
 1613 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 31 ; волга ; 48 
 1614 ; 15 копеек ; 1925 ;  ; Ag ; VF ; 37 ; taa ; 68 
 1615 ; 15 копеек ; 1927 ;  ; Ag ; XF+ ; 3 ; bv812 ; 102 
 1616 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 64 ; Antromis ; 131 
 1617 ; 15 копеек ; 1929 ;  ; Ag ; XF- ; 60 ; Vibel ; 93 
 1618 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 8 ; s451 ; 262 
 1619 ; 10 копеек ; 1923 ;  ; Ag ; XF+ ; 32 ; bv812 ; 167 
 1620 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 25 ; Моряк-собиратель ; 99 
 1621 ; 10 копеек ; 1924 ;  ; Ag ; VF+ ; 78 ; olga42 ; 161 
 1622 ; 10 копеек ; 1924 ;  ; Ag ; VF+ ; 29 ; джокер ; 189 
 1623 ; 10 копеек ; 1925 ;  ; Ag ; AU/XF ; 68 ; s451 ; 155 
 1624 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 24 ; taa ; 32 
 1625 ; 10 копеек ; 1927 ;  ; Ag ; AU ; 6 ; bv812 ; 155 
 1626 ; 10 копеек. Аверс/Реверс 10 градусов ; 1928 ;  ; Ag ; AU ; 75 ; otcha ; 213 
 1627 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 3 ; Моряк-собиратель ; 113 
 1628 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 7 ; s451 ; 190 
 1629 ; 10 копеек ; 1929 ;  ; Ag ; XF- ; 8 ; Моряк-собиратель ; 80 
 1630 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 72 ; TECHNO ; 146 
 1631 ; 10 копеек ; 1930 ;  ; Ag ; XF ; 33 ; badiba-coin ; 69 
 1632 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 15 ; NSN ; 359 
 1633 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF+ ; 27 ; Злой 2 ; 546 
 1634 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 27 ; NSN ; 63 
 1635 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 53 ; NSN ; 104 
 1636 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 31 ; NSN ; 53 
 1637 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 91 ; NSN ; 149 
 1638 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 8 ; Моряк-собиратель ; 250 
 1639 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 23 ; NSN ; 51 
 1540 ; 25 рублей ; 2007 ; СПМД Вятский Успенский Трифонов монастырь, Киров.обл. ; Ag ; Proof ; 17 ; свой ; 8264 
