 5958 ; Бона иностранная Болгария 25 лева ;  ;  ;  ; AU ; 7 ; psion22 ; 77 
 1477 ; 20 копеек. В капсуле NGC ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; AU58 ; 21 ; sotonn ; 2000 
 1478 ; 15 копеек. В капсуле NGC ; 1938 ;  ; Ni ; MS61 ; 11 ; sotonn ; 1938 
 1479 ; 10 копеек. В капсуле NGC ; 1940 ;  ; Ni ; MS61 ; 19 ; sotonn ; 1919 
 1480 ; 10 копеек. В капсуле NGC ; 1940 ;  ; Ni ; MS62 ; 19 ; Dмитрий ; 2040 
 1481 ; 2 копейки. В капсуле NGC ; 1940 ;  ; Br ; MS62 ; 37 ; sotonn ; 1926 
 1482 ; 1 копейка. В капсуле NGC ; 1940 ;  ; Br ; MS63 ; 14 ; sotonn ; 1926 
 1483 ; 20 копеек. В капсуле NGC ; 1948 ;  ; Ni ; MS61 ; 17 ; sotonn ; 1700 
 1484 ; 20 копеек. В капсуле NGC ; 1948 ;  ; Ni ; AU58 ; 43 ; ГеоргII ; 740 
 1485 ; 20 копеек. В капсуле NGC ; 1951 ;  ; Ni ; AU58 ; 31 ; elac ; 838 
 1486 ; 15 копеек. В капсуле NGC ; 1948 ;  ; Ni ; AU58 ; 26 ; ГеоргII ; 551 
 1487 ; 15 копеек. В капсуле PCGS ; 1946 ;  ; Ni ; AU58 ; 28 ; ГеоргII ; 612 
 1488 ; 15 копеек. В капсуле PCGS ; 1946 ;  ; Ni ; MS62 ; 46 ; vborisevich1 ; 748 
 1489 ; 20 копеек. В капсуле PCGS ; 1948 ;  ; Ni ; MS62 ; 15 ; ГеоргII ; 653 
 1490 ; 20 копеек. В капсуле PCGS ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; AU58 ; 16 ; ГеоргII ; 638 
 1491 ; 1 копейка В капсуле NGC ; 1952 ;  ; Br ; MS 64 ; 28 ; sotonn ; 1989 
 1492 ; 1 копейка В капсуле NGC ; 1957 ; В венке герба 15 лент ; Br ; MS 63 ; 15 ; sotonn ; 2000 
 1493 ; 1 копейка В капсуле NGC ; 1946 ;  ; Br ; MS 64 ; 23 ; sotonn ; 2000 
 1494 ; 1 копейка В капсуле NGC ; 1953 ;  ; Br ; MS 64 ; 23 ; romik ; 2123 
 1495 ; 1 копейка В капсуле NGC ; 1949 ;  ; Br ; MS 64 ; 21 ; romik ; 2040 
 1496 ; 2 рубля. Смещение ; 2012 ; ММД ; Cu-Ni-Zn ; AU ; 35 ; olorotitan ; 510 
 1497 ; 1 рубль. Упаковка ; 1976 ;  ; Cu-Ni ; AU ; 23 ; evRoman7 ; 1248 
 1498 ; 50 копеек. Упаковка ; 1976 ;  ; Cu-Ni ; AU ; 19 ; Новик ; 1063 
 1499 ; 20 копеек. Упаковка нарушена ; 1976 ;  ; Cu-Ni ; AU ; 30 ; AVK1974 ; 5071 
 1500 ; 15 копеек. Упаковка ; 1976 ;  ; Cu-Ni ; AU ; 23 ; lva08 ; 204 
 1501 ; 10 копеек. Упаковка ; 1976 ;  ; Cu-Ni ; AU ; 13 ; Wulf ; 151 
 1502 ; 5 копеек. Упаковка ; 1976 ;  ; Cu-Zn ; AU ; 15 ; Alexchin73 ; 148 
 1503 ; 1 рубль ; 1974 ;  ; Cu-Ni ; XF+ ; 27 ; Djozeff ; 1205 
 1404 ; 50 рублей. Красная Книга. Зубр ; 1994 ;  ; би/м ; AU ; 52 ; Alias ; 2358 
 1405 ; 50 рублей. Красная Книга. Сапсан ; 1994 ;  ; би/м ; AU ; 46 ; fantastika ; 2155 
 1406 ; 10 рублей. Красная Книга. Среднеазиатская кобра ; 1992 ;  ; би/м ; AU ; 26 ; dzonni07 ; 1106 
 1407 ; 10 рублей. Красная Книга. Амурский тигр ; 1992 ;  ; би/м ; AU ; 35 ; неоныч ; 1704 
 1408 ; 10 рублей. Красная Книга. Краснозобая казарка ; 1992 ;  ; би/м ; AU ; 29 ; antoniounh ; 1129 
 1409 ; 5 рублей. Красная Книга. Рыбный филин ; 1991 ;  ; би/м ; AU ; 24 ; Alex1012 ; 725 
 1410 ; 5 рублей. Красная Книга. Винторогий козел ; 1991 ;  ; би/м ; AU ; 32 ; dekma ; 838 
 1411 ; 100 рублей ; 1992 ; ММД Биметалл ; Cu-Ni/Cu-Zn ; XF- ; 34 ; vlk_ ; 1118 
 1412 ; 50 рублей ; 1992 ; ММД Биметалл ; Cu-Zn/Cu-Ni ; XF- ; 21 ; vlk_ ; 733 
 1413 ; 5 копеек ; 1926 ;  ; Br ; VF+ ; 41 ; kurnev ; 426 
 1414 ; 5 копеек ; 1927 ;  ; Br ; VG ; 51 ; AVK1974 ; 3405 
 1415 ; 5 копеек ; 1928 ;  ; Br ; VF+ ; 13 ; 220W ; 83 
 1416 ; 5 копеек ; 1929 ;  ; Br ; VF ; 26 ; lva08 ; 207 
 1417 ; 5 копеек ; 1930 ;  ; Br ; VF-XF ; 3 ; 45b00f ; 50 
 1418 ; 5 копеек ; 1931 ;  ; Br ; VF-XF ; 34 ; oprst ; 270 
 1419 ; 5 копеек ; 1932 ;  ; Br ; VF+ ; 17 ; xxxl ; 104 
 1420 ; 5 копеек ; 1934 ;  ; Br ; VF- ; 73 ; max5252 ; 9147 
 1421 ; 5 копеек ; 1935 ;  ; Br ; VF-XF ; 66 ; AnvlaSar6216 ; 11200 
 1422 ; 5 копеек ; 1935 ;  ; Br ; VF+ ; 25 ; elac ; 1698 
 1423 ; 5 копеек ; 1935 ;  ; Br ; VF-XF ; 67 ; Boss Orange ; 1990 
 1424 ; 5 копеек ; 1936 ;  ; Br ; VF+ ; 40 ; flutter ; 1564 
 1425 ; 5 копеек ; 1937 ;  ; Br ; F-VF ; 50 ; 13 ; 318 
 1426 ; 5 копеек ; 1938 ;  ; Br ; VF+ ; 20 ; иржик86 ; 209 
 1427 ; 5 копеек ; 1938 ;  ; Br ; VF- ; 20 ; lva08 ; 342 
 1428 ; 5 копеек ; 1939 ;  ; Br ; VF-XF ; 34 ; лом45 ; 635 
 1429 ; 5 копеек ; 1940 ;  ; Br ; AU ; 19 ; Ach ; 1020 
 1430 ; 5 копеек ; 1940 ;  ; Br ; XF ; 21 ; trio ; 101 
 1431 ; 5 копеек ; 1941 ;  ; Br ; VF-XF ; 38 ; Данила ; 1237 
 1432 ; 5 копеек ; 1943 ;  ; Br ; XF ; 20 ; elac ; 1632 
 1433 ; 5 копеек ; 1945 ;  ; Br ; VF ; 27 ; лили ; 558 
 1434 ; 5 копеек ; 1946 ;  ; Br ; XF ; 13 ; лили ; 479 
 1435 ; 5 копеек ; 1948 ;  ; Br ; F+ ; 44 ; rolan1 ; 355 
 1436 ; 5 копеек ; 1949 ;  ; Br ; XF ; 11 ; Alexchin73 ; 214 
 1437 ; 5 копеек ; 1950 ;  ; Br ; VF-XF ; 12 ; лили ; 561 
 1438 ; 5 копеек ; 1951 ;  ; Br ; VF+ ; 25 ; мон ; 1062 
 1439 ; 5 копеек ; 1952 ;  ; Br ; XF- ; 22 ; alexeyre ; 532 
 1440 ; 5 копеек ; 1953 ;  ; Br ; XF- ; 52 ; Данила ; 219 
 1441 ; 5 копеек ; 1953 ;  ; Br ; XF+ ; 10 ; rolan1 ; 155 
 1442 ; 5 копеек ; 1954 ;  ; Br ; XF+ ; 15 ; Boroddd ; 100 
 1443 ; 5 копеек ; 1954 ;  ; Br ; VF-XF ; 10 ; rolan1 ; 55 
 1444 ; 5 копеек ; 1967 ;  ; Cu-Zn ; VF+ ; 44 ; AVK1974 ; 1428 
 1445 ; 5 копеек ; 1968 ;  ; Cu-Zn ; VF+ ; 47 ; AVK1974 ; 1428 
 1446 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF+ ; 38 ; vasi4919 ; 450 
 1447 ; 1 рубль ; 1965 ;  ; Cu-Ni ; AU ; 16 ; Ach ; 1122 
 1448 ; 1 рубль ; 1966 ;  ; Cu-Ni ; AU/XF ; 32 ; елец ; 1940 
 1449 ; 1 рубль ; 1967 ;  ; Cu-Ni ; AU ; 28 ; Wulf ; 2001 
 1450 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 23 ; каламбурчик ; 1530 
 1451 ; 1 рубль ; 1969 ;  ; Cu-Ni ; AU ; 21 ; филипок ; 1383 
 1452 ; 1 рубль ; 1970 ;  ; Cu-Ni ; XF ; 30 ; nikolai77 ; 1274 
 1453 ; 1 рубль ; 1971 ;  ; Cu-Ni ; AU ; 24 ; wadimaks ; 1500 
 1354 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; vlk_ ; 357 
 1355 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1356 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1357 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1358 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; Kirillbill ; 357 
 1359 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; Kirillbill ; 357 
 1360 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; vlk_ ; 357 
 1361 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1362 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; OBITUARY ; 357 
 1363 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1364 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1365 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1366 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 8 ; puhetv ; 364 
 1367 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; vlk_ ; 357 
 1368 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1369 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 5 ; spartak9583 ; 350 
 1370 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1371 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; шмель ; 356 
 1372 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1373 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1374 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1375 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1376 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1377 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1378 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; vlk_ ; 357 
 1379 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; vlk_ ; 357 
 1380 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 6 ; spartak9583 ; 350 
 1381 ; 10 рублей. Северная Осетия-Алания. Магнитная ; 2013 ;  ; Би/м ; XF ; 24 ; Тормоз ; 3519 
 1382 ; 10 рублей ; 2010 ; Пермский край ; биметалл ; AU ; 24 ; TDV ; 4098 
 1383 ; 10 рублей ; 2010 ; Ямало-Ненецкий АО ; биметалл ; AU ; 22 ; Cosmos ; 15354 
 1384 ; 5 копеек ; 2003 ; б/б ; St in Ni ; XF ; 35 ; AVK1974 ; 2500 
 1385 ; 5 копеек ; 2003б/б ;  ; Cu-Ni ; VF-XF ; 31 ; AVK1974 ; 2500 
 1386 ; 5 копеек ; 2003б/б ;  ; Cu-Ni ; VF-XF ; 27 ; AVK1974 ; 2500 
 1387 ; Жетон. 70 лет Советскому чекану. 50 копеек ММД ;  ;  ; Cu-Ni ; Proof ; 31 ; собиратель471 ; 700 
 1388 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "Разменный знак" Наводнение - центр Европы ; 2002 ;  ; Cu-Ni ; Proof ; 35 ; vadim.l ; 990 
 1389 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "Разменный знак" Наводнение - юг России ; 2002 ;  ; Cu-Ni ; Proof ; 44 ; vadim.l ; 1062 
 1390 ; 10 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; XF- ; 72 ; max5252 ; 20402 
 1391 ; 5 рублей. Красная книга. Винторогий козел ; 1991 ;  ; Би/м ; AU ; 23 ; fuzzyfly ; 812 
 1392 ; 5 рублей. Красная книга. Рыбный филин ; 1991 ;  ; Би/м ; AU ; 27 ; alapabula ; 756 
 1393 ; 10 рублей. Красная книга. Среднеазиатская кобра ; 1992 ;  ; Би/м ; AU ; 15 ; antoniounh ; 1326 
 1394 ; 10 рублей. Красная книга. Амурский тигр ; 1992 ;  ; Би/м ; AU ; 31 ; antoniounh ; 1887 
 1395 ; 10 рублей. Красная книга. Краснозобая казарка ; 1992 ;  ; Би/м ; AU ; 17 ; SlaVic ; 1108 
 1396 ; 50 рублей. Красная книга. Гималайский медведь ; 1993 ;  ; Би/м ; AU ; 14 ; dzonni07 ; 1115 
 1397 ; 50 рублей. Красная книга. Черноморская афалина ; 1993 ;  ; Би/м ; AU ; 16 ; SlaVic ; 1204 
 1398 ; 50 рублей. Красная книга. Туркменский эублефар ; 1993 ;  ; Би/м ; AU ; 14 ; alapabula ; 1173 
 1399 ; 50 рублей. Красная книга. Кавказский тетерев ; 1993 ;  ; Би/м ; AU ; 28 ; johnsilver09 ; 1318 
 1400 ; 50 рублей. Красная книга. Дальневосточный аист ; 1993 ;  ; Би/м ; AU ; 23 ; SlaVic ; 1170 
 1401 ; 50 рублей. Красная Книга. Джейран ; 1994 ;  ; би/м ; AU ; 40 ; ВМШ ; 4009 
 1402 ; 50 рублей. Красная Книга. Фламинго ; 1994 ;  ; би/м ; AU ; 39 ; lva08 ; 1907 
 1403 ; 50 рублей. Красная Книга. Песчаный слепыш ; 1994 ;  ; би/м ; AU ; 49 ; fantastika ; 2004 
 1304 ; 15 копеек ; 1921 ;  ; Ag ; VF ; 49 ; Ach ; 1493 
 1305 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 19 ; massivejob ; 155 
 1306 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 16 ; Valery6776 ; 150 
 1307 ; 15 копеек ; 1925 ;  ; Ag ; AU ; 19 ; Karhu ; 714 
 1308 ; 15 копеек ; 1925 ;  ; Ag ; AU ; 39 ; TaraskaPeter ; 765 
 1309 ; 15 копеек ; 1925 ;  ; Ag ; AU ; 28 ; 06031983 ; 396 
 1310 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 12 ; ЮрийVRN ; 161 
 1311 ; 15 копеек ; 1925 ;  ; Ag ; XF/AU ; 27 ; AVK1974 ; 396 
 1312 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 36 ; TaraskaPeter ; 720 
 1313 ; 15 копеек. В капсуле NGC ; 1928 ;  ; Ag ; MS63 ; 15 ; TaraskaPeter ; 2040 
 1314 ; 15 копеек. В капсуле NGC ; 1929 ;  ; Ag ; MS63 ; 21 ; TaraskaPeter ; 2040 
 1315 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 22 ; trio ; 714 
 1316 ; 10 копеек ; 1921 ;  ; Ag ; VF-XF ; 19 ; brigadir ; 2181 
 1317 ; 10 копеек ; 1923 ;  ; Ag ; F ; 24 ; fregat ; 123 
 1318 ; 10 копеек. В капсуле NGC ; 1923 ;  ; Ag ; MS62 ; 25 ; TaraskaPeter ; 2040 
 1319 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 18 ; Александр Михайлович. ; 114 
 1320 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 21 ; 4444 ; 65 
 1321 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 19 ; Rober ; 101 
 1322 ; 10 копеек ; 1927 ;  ; Ag ;  ; 25 ; gelo ; 139 
 1323 ; 10 копеек ; 1928 ;  ; Ag ; VF+ ; 16 ; fregat ; 102 
 1324 ; 10 копеек ; 1929 ;  ; Ag ; VF ; 27 ; vovan9808 ; 125 
 1325 ; 10 копеек ; 1929 ;  ; Ag ; XF ; 25 ; fregat ; 313 
 1326 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 36 ; TaraskaPeter ; 823 
 1327 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 59 ; rolan1 ; 628 
 1328 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F+ ; 39 ; rolan1 ; 516 
 1329 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 43 ; rolan1 ; 56 
 1330 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF ; 41 ; кент ; 655 
 1331 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F- ; 9 ; rolan1 ; 28 
 1332 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 51 ; rolan1 ; 114 
 1333 ; 1 копейка ; 1924 ; Гурт гладкий ; Cu ; F ; 55 ; диман ; 1505 
 1334 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VG ; 15 ; Александр974 ; 15 
 1335 ; Полкопейки ; 1927 ;  ; Cu ; F/VF ; 39 ; arh375 ; 521 
 1336 ; Полкопейки ; 1927 ;  ; Cu ; XF ; 54 ; сега ; 1355 
 1337 ; Полкопейки ; 1927 ;  ; Cu ; F ; 21 ; Ach ; 357 
 1338 ; Полкопейки ; 1927 ;  ; Cu ; XF ; 90 ; sax ; 1898 
 1339 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 20 ; Wally ; 365 
 1340 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 10 ; Wally ; 365 
 1341 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 8 ; spartak9583 ; 350 
 1342 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 9 ; Jimmy 64 ; 357 
 1343 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 8 ; Grinch ; 365 
 1344 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; borzota ; 357 
 1345 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; Ach ; 357 
 1346 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; радон ; 357 
 1347 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; spartak9583 ; 350 
 1348 ; 10 рублей. Северная Осетия-Алания. Редкий гурт+ лавина ; 2013 ;  ; Би/м ; AU ; 54 ; ТЕХНОЛОГ ; 3002 
 1349 ; 10 рублей. Северная Осетия-Алания. Редкий гурт+ лавина ; 2013 ;  ; Би/м ; AU ; 36 ; Тормоз ; 3001 
 1350 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; пролдж ; 357 
 1351 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; valencio ; 357 
 1352 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 8 ; sssharipo ; 561 
 1353 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 7 ; Valery6776 ; 357 
 1254 ; 1 рубль ; 1997 ; ЛМД Собор Казанской Божьей Матери ; Ag ; Proof ; 13 ; спарта ; 1334 
 1255 ; 1 рубль ; 1998 ; ММД Всемирные юношеские игры. Акробатика ; Ag ; Proof ; 25 ; себер ; 1326 
 1256 ; 1 рубль ; 1997 ; ММД Вооруженные силы РФ ; Ag ; Proof ; 41 ; спарта ; 4187 
 1257 ; 1 рубль ; 2006 ; СПМД Красная книга. Дзерен (газель) ; Ag ; Proof ; 34 ; Vb[fksx ; 2210 
 1258 ; Рубль ; 1924 ; (ПЛ) ; Ag ;  ; 38 ; Для души ; 2332 
 1259 ; Рубль ; 1924 ; (ПЛ) ; Ag ;  ; 34 ; Прокурор ; 2888 
 1260 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 40 ; wv ; 1778 
 1261 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 71 ; Для души ; 1395 
 1262 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 36 ; vadim.l ; 618 
 1263 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 25 ; vadim.l ; 465 
 1264 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 42 ; vadim.l ; 679 
 1265 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 31 ; Для души ; 524 
 1266 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 27 ; Для души ; 605 
 1267 ; 50 копеек ; 1922 ; (АГ) ; Ag ; VF+ ; 36 ; lva08 ; 1699 
 1268 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 48 ; zuza ; 1201 
 1269 ; 50 копеек. В капсуле NGC ; 1922 ; (ПЛ) ; Ag ; MS61 ; 50 ; 0123456789 ; 2550 
 1270 ; Один полтиник ; 1924 ; ПЛ 2з. 10,5д. 9 грамм ; Ag ; VF+ ; 12 ; ГеоргII ; 453 
 1271 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 26 ; adelante ; 444 
 1272 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 23 ; Для души ; 457 
 1273 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 19 ; wv ; 447 
 1274 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 15 ; wv ; 446 
 1275 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 11 ; Affliction ; 430 
 1276 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF+ ; 37 ; vadim.l ; 813 
