 3652 ; 100 рублей ; 1991 ; билет ;  ;  ; 54 ; andreykag ; 169 
 1028 ; Знак отличия за административную службу. Бельгия ;  ;  ; Ж/м ; VF-XF ; 18 ; John16 ; 192 
 1029 ; Медаль за борьбу с наводнением. Венгрия ;  ;  ; Ж/м ; VF+ ; 17 ; Alks75 ; 270 
 1030 ; Орден Красное знамя труда II ст. ГДР ;  ;  ; Ж/м, эмаль ; AU ; 25 ; John16 ; 567 
 1031 ; Медаль в память войны (1941-1945). Бельгия ;  ;  ; Ж/м ; AU ; 15 ; sjlnishko ; 420 
 1032 ; Винский знак отличия. Бельгия ;  ;  ; Ж/м ; AU ; 11 ; Poiuyt ; 305 
 1033 ; Медаль за службу в штабе I ст. с планкой. Вьетнам ;  ;  ; Ж/м ; AU ; 51 ; XO ; 500 
 1034 ; Крест за труд. Бельгия ;  ;  ; Ж/м ; XF+ ; 61 ; samuraika ; 236 
 1035 ; Медаль. Принц Люитпольд (1821-1911). Бавария ;  ;  ; Al ; VF+ ; 70 ; evseechevvv ; 344 
 1036 ; Крест за воинскую доблесть  с бронзовой звездой. Франция ;  ;  ; Ж/м ; VF-XF ; 41 ; XO ; 1190 
 1037 ; Медаль за храбрость II ст. Aвстро-Венгрия ;  ;  ; Ag ; VF+ ; 41 ; NatanZig ; 1272 
 1038 ; Почетный крест. Саксония ;  ;  ; Ж/м ; VF+ ; 51 ; lvovich ; 680 
 1039 ; Орден Солдатской славы. I ст. СРВ. С планкой ;  ;  ; Al ; AU ; 138 ; XO ; 411 
 1040 ; Орден Солдатской славы. I ст. СРВ. С планкой ;  ;  ; Al ; XF/AU ; 49 ; XO ; 412 
 1041 ; Орден Солдатской славы. I ст. СРВ. С планкой ;  ;  ; Al ; AU ; 70 ; XO ; 561 
 1042 ; Медаль победы в  I МВ. Бельгия ;  ;  ; Ж/м ; VF+ ; 49 ; sjlnishko ; 379 
 1043 ; Медаль  победы  в I МВ (1914-1919). Великобритания ;  ;  ; Ж/м ; XF ; 70 ; lsp25 ; 1148 
 1044 ; Крест Гинденбурга без мечей. Германия ; 1МВ ;  ; Ж/м ; XF ; 13 ; eugraphus ; 714 
 1045 ; Крест Гинденбурга с мечами. Германия ; 1МВ ;  ; Ж/м ; XF ; 95 ; eugraphus ; 714 
 1046 ; Медаль "Землятресение в Мессине 1908". Италия ;  ;  ; Б/м ; VF-XF ; 37 ; lvovich ; 1319 
 1047 ; Медаль. Ивар Вилскман 1854-1954гг. Финляндия ;  ;  ; Б/м ; VF-XF ; 46 ; Rober ; 69 
 1048 ; Орден Итальянской Короны командор на ленте. Итальянское Королевство ;  ;  ; Ж/м,эмаль ; AU ; 38 ; kozlevich ; 4531 
 1049 ; Медаль "За гуманитарные заслуги". США ;  ;  ; Br ; AU ; 68 ; мичман ; 250 
 1050 ; Медаль Средне-Земноморско-Ближневосточной военной зоны. США ;  ;  ; Br ; AU ; 42 ; XO ; 432 
 1051 ; Медаль "Пурпурное сердце". США ;  ;  ; Br,эмаль ; AU ; 84 ; XO ; 1542 
 1052 ; Медаль. Пакистан ;  ;  ; Б/м ; F-VF ; 17 ; yrik ; 38 
 1053 ; Медаль. 8-й год правления. Ватикан, Папа Пий XII (1939-1958). D-44мм ; 1946 ;  ; Ag ; AU ; 14 ; shais1 ; 1530 
 1054 ; Медаль. Серия "1200 лет денежного обращения Германии". 30-летняя война (1618-1648). Германия. D-40мм ; Конец ХХ века ;  ; Ag/Au999 ; Proof ; 19 ; murzik20 ; 1517 
 1055 ; Медаль. Серия "1200 лет денежного обращения Германии". Пражский грош Карла IV. Германия. D-40мм ; Конец ХХ века ;  ; Ag/Au999 ; Proof ; 11 ; murzik20 ; 1517 
 1056 ; Медаль в память Кайзера Вильгельма II. Германия. D-40мм ; Конец ХХ века ;  ; мельхиор ; Proof-Like ; 21 ; cheshec ; 202 
 1057 ; Медаль. Прекращения Великого раскола. Папская область, Папа Мартин V (1417-1431). D-41мм ; Конец XVIII века ;  ; Br ; VF+ ; 38 ; voffka112 ; 2125 
 1058 ; Медаль. Подписание мирного договора с Италией. Франция, Людовик XIV. D-41мм ; Конец XIX века ;  ; Br ; XF+ ; 43 ; S1952 ; 1070 
 1059 ; Медаль. Новый король-Счастье Франции. Франция, Людовик XV. D-41мм. Гурт убрана напайка 12 часов ; Конец XIX века ;  ; Br/Ag ; VF+ ; 49 ; S1952 ; 408 
 1060 ; Жетон. Королевская медицинская академия. Франция, Карл Х (1824-1830). D-31мм ; ND ;  ; Ag ; VF-XF ; 37 ; Al777 ; 1584 
 1061 ; Жетон. Шампань-Арденны. Нотариусы Реймса. Франция, Наполеон III (1852-1871). D-30мм ; ND ;  ; Ag ; XF+ ; 10 ; antik ; 1084 
 1062 ; Жетон. Аквитания. Нотариусы Бордо. Франция, 3-я республика. D-33мм ; Конец XIX века ;  ; Ag ; F-VF ; 39 ; кошак ; 1650 
 963 ; Орден Леопольда II. Бельгия ;  ;  ; Б/м,эмаль ; XF+ ; 23 ; alexander9595 ; 1247 
 964 ; Крест политических заключенных. Бельгия ; 2МВ ;  ; Б/м,эмаль ; XF+ ; 11 ; daniz ; 1603 
 965 ; Медаль в память 100-летия национальной независимости. Бельгия ;  ;  ; Б/м ; XF+ ; 18 ; antik ; 898 
 966 ; Медаль Армии "За выдающиеся заслуги". США ;  ;  ; Ж/м ; AU ; 46 ; kozlevich ; 1526 
 967 ; Медаль Гражданского Аэронавигационного патруля "За доблесть". США ;  ;  ; Br ; XF+ ; 53 ; biruc ; 703 
 968 ; Крест для военнослужащих "В память 60-летия правления Франца Иосифа". Австро-Венгрия ;  ;  ; Br ; VF+ ; 60 ; sikachai ; 1224 
 969 ; Воинская медаль. Франция. 3 Республика ;  ;  ; Б/м,эмаль ; XF ; 46 ; san revo ; 714 
 970 ; Медаль Северной Африки. Франция ;  ;  ; Ж/м ; AU ; 34 ; lvovich ; 917 
 971 ; Медаль Национальной обороны с планкой "Пехота". Франция ;  ;  ; Br ; VF-XF ; 26 ; samuraika ; 813 
 972 ; Военный крест 1914-1917гг с бронзовой звездочкой. Франция ;  ;  ; Br ; VF-XF ; 20 ; XO ; 1088 
 973 ; Медаль Национального общества развития прогресса. Франция ;  ;  ; Br ; XF ; 45 ; Suvorov54 ; 503 
 974 ; Медаль "За заслуги" Лига социальной защиты. Франция ;  ;  ; Br ; XF ; 11 ; slavik turbo ; 797 
 975 ; Почетная призовая медаль с пальмовой ветвью и розеткой. Франция ;  ;  ; Ж/м ; XF+ ; 66 ; NatanZig ; 477 
 976 ; Почетная медаль с/х. Франция ;  ;  ; Ag ; XF- ; 59 ; antik ; 826 
 977 ; "Серебряная" Почетная медаль Департамента Легионов и Коммун. 1 тип. Франция ;  ;  ; Б/м ; AU ; 69 ; Anton72 ; 486 
 978 ; Медаль "100 лет освобождения от Османского ига". Болгария ;  ;  ; Ж/м ; AU ; 12 ; John16 ; 238 
 979 ; Медаль "30 лет Болгарской народной Армии". Болгария ;  ;  ; Ж/м ; XF+ ; 23 ; John16 ; 169 
 980 ; Орден Сопротивления Франции 1945-1954. Лаос ;  ;  ; Al ; XF+ ; 21 ; 542 ; 402 
 981 ; Орден Сопротивления Америке 1955-1973. Лаос ;  ;  ; Al ; XF+ ; 29 ; Luka78 ; 305 
 982 ; Почетная медаль ВС 2 степени (изготовление США). Республика Вьетнам ;  ;  ; Ж/м ; AU ; 40 ; samuraika ; 509 
 983 ; Орден "За спортивные заслуги". Заир ;  ;  ; Br ; XF/AU ; 24 ; 542 ; 365 
 984 ; Знак Ордена Полярной звезды. МНР №9685 ;  ;  ; Ag,позол,э ; XF+ ; 63 ; staro ; 4330 
 985 ; Медаль "В память Русско-Японской войны 1904-1905гг". Япония ;  ;  ; Br ; XF/AU ; 28 ; biruc ; 1465 
 986 ; Орден Священного Сокровища 5 степени. Япония ;  ;  ; Ag,позол,э ; XF- ; 55 ; lsp25 ; 5612 
 987 ; Почетная медаль коммунальной службы. Франция ; 1921 ;  ; Ag ; XF ; 40 ; antik ; 878 
 988 ; Медаль. 50 лет. Австро-Венгрия ; 1898 ;  ; Ж/м ; VF ; 65 ; lsp25 ; 462 
 989 ; Орден Труда III степени. Югославия. В коробке ;  ;  ; Б/м ; XF+ ; 57 ; lsp25 ; 1033 
 990 ; Орден "За военную доблесть и заслуги" 2 степени. Болгария ; 70-х гг ;  ; Б/м,эмаль ; AU ; 68 ; велко ; 779 
 991 ; Медаль "Братство по оружию". Болгария (для высшего командного состава или возможно проба) ; 70-х гг ;  ; Ж/м,краска ; AU ; 44 ; Sky2 ; 1461 
 992 ; Медаль "Братство по оружию". Болгария ; 70-х гг ;  ; Ж/м ; AU ; 38 ; Sky2 ; 447 
 993 ; Медаль "20 лет безупречной службы в вооруженных силах". Болгария ; 70-х гг ;  ; Ж/м ; AU ; 73 ; daniz ; 337 
 994 ; Медаль "За боевые заслуги". Болгария ; 50-х гг ;  ; Ж/м ; AU ; 9 ; велко ; 164 
 995 ; Медаль "30 лет со дня победы над Германией". Болгария ; 1975 ;  ; Ж/м ; AU ; 66 ; Mike! ; 101 
 996 ; Медаль "40 лет со дня победы над Германией". Болгария ; 1985 ;  ; Ж/м ; AU ; 71 ; daniz ; 108 
 997 ; Медаль "100 лет Апрельскому восстанию". Болгария ; 1976 ;  ; Ж/м ; AU ; 34 ; Sky2 ; 149 
 998 ; Медаль "100 лет освобождения Болгарии от Османского ига". Болгария ; 1978 ;  ; Ж/м ; AU ; 79 ; smaci ; 118 
 999 ; Медаль "25 лет Народной власти". Болгария ; 1969 ;  ; Ж/м ; AU ; 36 ; SadKo ; 99 
 1000 ; Медаль "30 лет Социалистической революции в Болгарии". Болгария ; 1974 ;  ; Ж/м ; AU ; 18 ; Hotbit ; 100 
 1001 ; Медаль "40 лет Социалистической Болгарии". Болгария ; 1984 ;  ; Ж/м ; AU ; 70 ; велко ; 89 
 1002 ; Медаль "За храбрость". Югославия ;  ;  ; Ж/м ; AU ; 23 ; велко ; 208 
 1003 ; Медаль "За заслуги". Болгария. Борис III. Ремонт ;  ;  ; Ag ; F-VF ; 54 ; lvovich ; 1310 
 1004 ; Медаль "За заслуги". Болгария. Борис III ;  ;  ; Ж/м ; XF- ; 22 ; 542 ; 1133 
 1005 ; Школьная медаль "золотая" За отличные успехи и за примерное поведение. Болгария (1 эмиссия) ;  ;  ; Ж/м ; XF- ; 28 ; 542 ; 444 
 1006 ; Школьная медаль "серебряная" За отличные успехи и за примерное поведение. Болгария (1 эмиссия) ;  ;  ; Б/м ; VF-XF ; 36 ; 542 ; 495 
 1007 ; Кокарда для фуражки Полиция. Болгария ;  ;  ; Б/м ; XF- ; 17 ; мичман ; 100 
 1008 ; Медаль национальной гвардии Северной Каролины за выдающиеся заслуги. США ;  ;  ; Ж/м ; AU ; 38 ; XO ; 412 
 1009 ; Медаль "За достижения" национальной гвардии округа Колумбии ;  ;  ; Б/м ; AU ; 16 ; biruc ; 289 
 1010 ; Медаль Средиземноморско-Ближневосточной военной зоны. США ;  ;  ; Ж/м ; AU ; 34 ; XO ; 403 
 1011 ; Медаль. Пурпурное сердце. США ;  ;  ; Ж/м ; AU ; 74 ; XO ; 1381 
 1012 ; Медаль в память компании в Персидском заливе. США ;  ;  ; Ж/м ; AU ; 45 ; XO ; 580 
 913 ; Медаль. Крейсер "Аврора". D-54мм ; ЛМД ;  ; Al ; AU ; 16 ; Hotbit ; 148 
 914 ; Медаль. А.С. Пушкин. Могила великого поэта. D-54мм ;  ;  ; Al ; AU ; 16 ; Hotbit ; 148 
 915 ; Медаль. Ленинград. D-75мм ;  ;  ; Ж/м ; VF-XF ; 27 ; vasm ; 88 
 916 ; Медаль. "Динамо" Ленинградская организация (1924-1984). D-60мм ; 1984ЛМД ;  ; Al ; VF- ; 42 ; alex09 ; 142 
 917 ; Медаль. 2-ой всеармейский слет туристов. В честь 60 летия Великого октября и Вооруженных сил.D-60мм ;  ;  ; Al ; XF+ ; 6 ; vasm ; 123 
 918 ; Медаль. III выставка Ленинградских коллекционеров. Слава Великому октябрю (1917-1967). D-57мм ;  ;  ; Ж/м ; VF ; 11 ; vasm ; 139 
 919 ; Медаль. ВАМИ 1930. Р-ры-50х50мм ; 1967 ;  ; Al ; VF+ ; 7 ; vasm ; 78 
 920 ; Медаль. В память 1000-летия Крещения Руси. D-39мм. В коробке ; 1988 ;  ; Ж/м ; AU ; 43 ; Сапёр ; 305 
 921 ; Медаль. Государев кабинет-первая нумизматическая коллекция в России. Петр I. D-70мм ; 2009ММД ;  ; Ag925 ; AU ; 138 ; Levin1978 ; 19521 
 922 ; Медаль. Ленинградская Духовная Академия и Семинария. Медальер: Ю.Архипова и А.Архипов. D-75мм ; ЛМД ;  ; Ж/м ; AU ; 26 ; avp ; 268 
 923 ; Медаль. 40 лет победы в ВОВ 1941-1945гг. Медальер Корнилов С.А. D-65мм ; ЛМД ;  ; Ж/м ; AU ; 34 ; foxmuld ; 934 
 924 ; Медаль. 40 лет полного освобождения Ленинграда от вражеской блокады 1941-1945гг. Медальер Корнилов. D-65мм ; 1983ЛМД ;  ; Ж/м ; AU ; 40 ; foxmuld ; 505 
 925 ; Медаль. Елизаветград. Казацкая застава. Медальер Попов В.В. D-60мм ; 1992ЛМД ;  ; Ж/м ; AU ; 54 ; sportmini ; 184 
 926 ; Медаль. 70 лет. Медальер Карташов А.С. D-60мм ; 1987ЛМД ;  ; Ж/м ; AU ; 49 ; JsJ ; 1122 
 927 ; Медаль. Первая русская революция 1905-1907гг. Медальер А.Королюк. D-60мм ; 1981ЛМД ;  ; Ж/м ; AU ; 47 ; Lapsho Pedun ; 643 
 928 ; Медаль. 50 лет Московскому метрополитену им В.И.Ленина. Медальер Косарев В. D-60мм ; 1989ЛМД ;  ; Ж/м ; AU ; 32 ; Sacha777 ; 314 
 929 ; Медаль. 70 лет Великой Октябрьской Социалистической революции. D-55мм ; ЛМД ;  ; Б/м ; AU ; 53 ; alex09 ; 612 
 930 ; Медаль. К.Э.Циолковский. Гос. Музей Истории космонавтики им К.Э.Циолковского. Калуга. D-55мм ;  ;  ; Al ; XF ; 43 ; foxmuld ; 134 
 931 ; Медаль. К.Э.Циолковский. Гос. Музей Истории космонавтики им К.Э.Циолковского. Калуга. D-50мм ;  ;  ; Al ; XF ; 47 ; foxmuld ; 137 
 932 ; Медаль. К.Э.Циолковский (1857-1935гг). Основоположник теоретической космонавтики. Калуга. D-45мм ;  ;  ; Al ; AU ; 40 ; foxmuld ; 140 
 933 ; Медаль. К.Э.Циолковский (1857-1935гг). Дом-музей К.Э.Циолковского. Калуга. D-55мм ;  ;  ; Al ; AU ; 57 ; foxmuld ; 107 
 934 ; Медаль. Эрнст Тельман (1886-1944гг). Медальер Шагин. D-65мм ; 1976ЛМД ;  ; Al ; VF-XF ; 17 ; Hotbit ; 153 
 935 ; Медаль. Пограничные войска основаны декретом В.И.Ленина 28 мая 1918г. Медальер Я.Р. D-65мм ;  ;  ; Al ; XF ; 22 ; 7500 ; 306 
 936 ; Медаль. Дискобол. Медальер А.Козлов. D-57мм ;  ;  ; Al ; XF ; 23 ; 7070 ; 70 
 937 ; Медаль. 400 лет городу Архангельску. D-56мм ;  ;  ; Al ; AU ; 20 ; kotyamoi ; 58 
 938 ; Медаль. 70 лет. КГБ СССР ВЧК ГПУ. Медальер Роменский. D-65мм ;  ;  ; Al ; XF+ ; 52 ; 7500 ; 571 
 939 ; Медаль. Адмиралтейство. Ленинград. D-53мм ; ЛМД ;  ; Al ; VF ; 21 ; Rober ; 51 
 940 ; Медаль. 70 лет. КГБ СССР ВЧК ГПУ. ПСКР "Нерей". Медальер Роменский. D-65мм ;  ;  ; Al ; XF+ ; 20 ; oduvan ; 510 
 941 ; Медаль. Октябрьская револция. Кострома. D-80мм ;  ;  ; Al ; XF+ ; 7 ; Так!!! ; 30 
 942 ; Медаль. Майя Плисецкая. Медальер Янсон-Манизер. D-60мм ;  ;  ; Ж/м ; XF- ; 113 ; Sacha777 ; 1101 
 943 ; Медаль. В память тысячелетия крещения Руси 1988г. D-70мм ;  ;  ; Al ; AU ; 27 ; avp ; 172 
 944 ; Медаль. Спартакиада объединения "Кировский завод". D-65мм ;  ;  ; Al ; XF ; 13 ; Sterh ; 21 
 945 ; Медаль. Министерство просвещения Таджикской ССР. D-52мм ;  ;  ; Al ; XF ; 21 ; himik121 ; 26 
 946 ; Медаль. 1 место. КыгрызССР. D-71мм ;  ;  ; Al ; XF- ; 13 ; alex09 ; 57 
 947 ; Медаль. 2 место. КыгрызССР. D-71мм ;  ;  ; Al ; XF- ; 29 ; alex09 ; 56 
 948 ; Медаль. 3 место. КыгрызССР. D-71мм ;  ;  ; Al ; XF ; 26 ; himik121 ; 26 
 949 ; Медаль. III всероссийский слет туристов. В честь 60-летия образования СССР (1922-1982). D-85мм ;  ;  ; Al ; XF ; 17 ; RAPAN ; 148 
 950 ; Медаль. IV всеармейский слет туристов. 40 лет победы (1945-1985). D-80мм ;  ;  ; Al ; XF ; 39 ; ganza ; 94 
 951 ; Медаль. Чемпионат по Таэквон-До. D-52мм ;  ;  ; Al ; VF-XF ; 21 ; Санитар ; 26 
 952 ; Медаль. Аносов Павел Петрович (1799-1851). D-60мм ; 1982ЛМД ;  ; Ж/м ; XF ; 47 ; sportmini ; 427 
 953 ; Медаль. Меркулов (1881-1952). D-60мм ; 1982ЛМД ;  ; Ж/м ; AU ; 18 ; Sacha777 ; 451 
 954 ; Медаль. 50 лет ВЛКСМ (1918-1968). D-58мм ;  ;  ; Al ; VF ; 39 ; alex09 ; 251 
 955 ; Медаль. Чемпионат по Таэквон-До. D-52мм ;  ;  ; Al ; VF ; 11 ; allur65 ; 12 
 956 ; Железный крест 2 класса. Пруссия ; 1МВ ;  ; Ag,Fe ; XF ; 57 ; antik ; 2016 
 957 ; Железный крест 2 класса. Пруссия ; 1МВ ;  ; Ag,Fe ; XF ; 53 ; XO ; 1976 
 958 ; Крест Гинденбурга с мечами. Германия ; 1МВ ;  ; Br ; XF+ ; 34 ; мичман ; 726 
 959 ; Крест Гинденбурга без мечей для родственников погибших. Германия ; 1МВ ;  ; Fe ; XF ; 30 ; Sky2 ; 714 
 960 ; Медаль Федерации бывших военнопленных. Бельгия ;  ;  ; Br ; XF+ ; 28 ; daniz ; 867 
