 5854 ; Бона иностранная. Бразилия ;  ;  ;  ; AU ; 26 ; scipion ; 116 
 1684 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 12 ; grisha2401 ; 114 
 1685 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF ; 16 ; прохожий ; 104 
 1686 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 9 ; paranoy ; 55 
 1687 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 11 ; Oleg73 ; 63 
 1688 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 7 ; zemlyk2014 ; 69 
 1689 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 9 ; BillBerri ; 120 
 1690 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 7 ; zemlyk2014 ; 74 
 1691 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Unc ; 21 ; and1972 ; 1033 
 1692 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 13 ; viplong ; 172 
 1693 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 12 ; viplong ; 164 
 1694 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 9 ; sergey35 ; 126 
 1695 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 12 ; мимоходом ; 121 
 1696 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 9 ; мимоходом ; 163 
 1697 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 4 ; paranoy ; 56 
 1698 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF+ ; 42 ; dim66 ; 130 
 1699 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 7 ; мимоходом ; 103 
 1700 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 12 ; прохожий ; 63 
 1701 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 23 ; Maksss163 ; 51 
 1702 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 11 ; spsmaalex ; 79 
 1703 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 16 ; zemlyk2014 ; 84 
 1704 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 8 ; zemlyk2014 ; 92 
 1705 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 17 ; zemlyk2014 ; 102 
 1706 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 18 ; gdrg2 ; 156 
 1707 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 14 ; cr2952 ; 374 
 1708 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 9 ; paranoy ; 123 
 1709 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 9 ; paranoy ; 118 
 1710 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF+ ; 7 ; мимоходом ; 121 
 1711 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF+ ; 9 ; Oleg73 ; 126 
 1712 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 10 ; sergey35 ; 126 
 1713 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF ; 9 ; мимоходом ; 124 
 1714 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF+ ; 11 ; мимоходом ; 132 
 1715 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF- ; 9 ; safron02 ; 68 
 1716 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 8 ; мимоходом ; 102 
 1717 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF+ ; 18 ; sergey35 ; 295 
 1718 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF ; 7 ; кузнец ; 58 
 1719 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 15 ; Oleg73 ; 63 
 1720 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 20 ; PLUMBUM ; 304 
 1721 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 14 ; gdrg2 ; 110 
 1722 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF+ ; 7 ; Mahfey ; 79 
 1723 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF+ ; 5 ; zemlyk2014 ; 69 
 1724 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 5 ; zemlyk2014 ; 64 
 1725 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 5 ; zemlyk2014 ; 74 
 1726 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 9 ; прохожий ; 91 
 1727 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 22 ; ацетон ; 112 
 1728 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF ; 16 ; мимоходом ; 147 
 1729 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 5 ; zemlyk2014 ; 105 
 1730 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF+ ; 9 ; zemlyk2014 ; 100 
 1631 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF+ ; 19 ; paranoy ; 249 
 1632 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 19 ; кузнец ; 153 
 1633 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 11 ; мимоходом ; 163 
 1634 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 9 ; zemlyk2014 ; 83 
 1635 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 11 ; ANGEL 23 ; 431 
 1636 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 7 ; zemlyk2014 ; 95 
 1637 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 14 ; sileng ; 91 
 1638 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 21 ; кондор ; 287 
 1639 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; XF+ ; 10 ; msm ; 279 
 1640 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF+ ; 21 ; лом45 ; 313 
 1641 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF ; 18 ; Praetorians ; 374 
 1642 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 5 ; Oleg73 ; 54 
 1643 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF- ; 9 ; Maksss163 ; 53 
 1644 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 16 ; sileng ; 55 
 1645 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 24 ; кузнец ; 75 
 1646 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 12 ; Метро62 ; 101 
 1647 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 13 ; spsmaalex ; 111 
 1648 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 36 ; sampler22 ; 378 
 1649 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 17 ; Carbon ; 327 
 1650 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 9 ; paranoy ; 106 
 1651 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 30 ; and1972 ; 803 
 1652 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Unc ; 26 ; sotnik ; 2652 
 1653 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 32 ; ZOLTAN333 ; 816 
 1654 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 15 ; paranoy ; 181 
 1655 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 42 ; yourius ; 384 
 1656 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 31 ; Ratmen ; 793 
 1657 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 15 ; KoSS ; 793 
 1658 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 22 ; viplong ; 412 
 1659 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Unc ; 37 ; dim66 ; 1041 
 1660 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Unc ; 39 ; Ratmen ; 611 
 1661 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Unc ; 23 ; Закрыт ; 541 
 1662 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 37 ; Carbon ; 420 
 1663 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 22 ; gdrg2 ; 204 
 1664 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Unc ; 48 ; gdrg2 ; 459 
 1665 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 39 ; paranoy ; 423 
 1666 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 27 ; gdrg2 ; 625 
 1667 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Unc ; 21 ; филипок ; 477 
 1668 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; AU ; 24 ; Закрыт ; 567 
 1669 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 33 ; двугривенный ; 959 
 1670 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 31 ; RUS 78 ; 1054 
 1671 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 37 ; сортам70 ; 375 
 1672 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Unc ; 26 ; vladimir-sirke ; 1033 
 1673 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 25 ; прохожий ; 261 
 1674 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 7 ; uz ; 120 
 1675 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 41 ; timob ; 214 
 1676 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 20 ; sileng ; 153 
 1677 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 7 ; BillBerri ; 121 
 1678 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 16 ; Oleg73 ; 141 
 1679 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 19 ; timob ; 184 
 1680 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 29 ; AnatolS ; 1020 
 1581 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF+ ; 9 ; Служба тяги ; 150 
 1582 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 11 ; Служба тяги ; 135 
 1583 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 13 ; Служба тяги ; 155 
 1584 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 13 ; Служба тяги ; 147 
 1585 ; 5 рублей. Упаковка нарушена ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 18 ; xado85 ; 245 
 1586 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 11 ; кузнец ; 174 
 1587 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 15 ; кузнец ; 133 
 1588 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; XF ; 20 ; кузнец ; 174 
 1589 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 27 ; Служба тяги ; 173 
 1590 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 8 ; лом45 ; 174 
 1591 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 13 ; Служба тяги ; 114 
 1592 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 17 ; sampler22 ; 362 
 1593 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; XF+ ; 15 ; Служба тяги ; 273 
 1594 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; XF+ ; 27 ; Служба тяги ; 296 
 1595 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF ; 24 ; sampler22 ; 330 
 1596 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF+ ; 15 ; sampler22 ; 327 
 1597 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 12 ; sampler22 ; 72 
 1598 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF ; 17 ; sampler22 ; 296 
 1599 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 8 ; ANGEL 23 ; 383 
 1600 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 9 ; safron02 ; 62 
 1601 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF+ ; 17 ; Служба тяги ; 306 
 1602 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 7 ; Oleg73 ; 82 
 1603 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF ; 5 ; zemlyk2014 ; 68 
 1604 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 17 ; zemlyk2014 ; 111 
 1605 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 5 ; zemlyk2014 ; 80 
 1606 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 7 ; zemlyk2014 ; 84 
 1607 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF ; 18 ; Метро62 ; 123 
 1608 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 22 ; sergey35 ; 225 
 1609 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF ; 6 ; zemlyk2014 ; 92 
 1610 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 9 ; zemlyk2014 ; 97 
 1611 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF ; 20 ; ацетон ; 113 
 1612 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF ; 18 ; Служба тяги ; 300 
 1613 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 11 ; zemlyk2014 ; 91 
 1614 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; XF ; 13 ; кузнец ; 100 
 1615 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF ; 7 ; zemlyk2014 ; 100 
 1616 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF ; 9 ; кузнец ; 90 
 1617 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; XF ; 10 ; Kolya2788 ; 106 
 1618 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 19 ; sergey35 ; 404 
 1619 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; XF+ ; 13 ; Дима Шухов ; 121 
 1620 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 19 ; arsenich-s ; 300 
 1621 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 33 ; dronik57 ; 313 
 1622 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 33 ; viplong ; 691 
 1623 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 22 ; AnatolS ; 2077 
 1624 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 11 ; Новик ; 135 
 1625 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 13 ; Новик ; 146 
 1626 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 3 ; Новик ; 55 
 1627 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 12 ; мимоходом ; 126 
 1628 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Unc ; 29 ; gola78 ; 1078 
 1629 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 34 ; ter ; 2042 
 1630 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF+ ; 20 ; Калуга ; 255 
 1531 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 40 ; sotnik ; 1847 
 1532 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 33 ; Ratmen ; 818 
 1533 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 15 ; slovjnin ; 3400 
 1534 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 12 ; A.G ; 1632 
 1535 ; 3 рубля ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 33 ; rbhbvzcjd ; 2946 
 1536 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 29 ; A.G ; 1428 
 1537 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 59 ; u10257 ; 2593 
 1538 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 17 ; Ratmen ; 426 
 1539 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 35 ; Дима Шухов ; 306 
 1540 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 28 ; bva150979 ; 1938 
 1541 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 19 ; Bonyf ; 1224 
 1542 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 41 ; alik434 ; 2346 
 1543 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 24 ; Ratmen ; 793 
 1544 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 16 ; gurtov ; 1733 
 1545 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 41 ; goram ; 567 
 1546 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 29 ; rbhbvzcjd ; 2572 
 1547 ; 3 рубля ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 24 ; СЁМА ; 2749 
 1548 ; 3 рубля ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 36 ; kalan ; 3603 
 1549 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 15 ; Bonyf ; 2584 
 1550 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 33 ; 01020304 ; 1144 
 1551 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 9 ; TiBuL ; 124 
 1552 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 20 ; gdrg2 ; 213 
 1553 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 17 ; сортам70 ; 120 
 1554 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 13 ; сортам70 ; 122 
 1555 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 11 ; Дима Шухов ; 153 
 1556 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 29 ; Vol4en0k ; 263 
 1557 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 31 ; Vol4en0k ; 361 
 1558 ; 1 рубль. Новодел ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 38 ; Vol4en0k ; 408 
 1559 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 29 ; gdrg2 ; 316 
 1560 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 13 ; arsenich-s ; 143 
 1561 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 32 ; gdrg2 ; 1032 
 1562 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 5 ; Bonyf ; 153 
 1563 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 13 ; TiBuL ; 138 
 1564 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 31 ; РОМАШКА ; 1023 
 1565 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 40 ; кузнец ; 452 
 1566 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 35 ; A.G ; 1605 
 1567 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 40 ; AnatolS ; 567 
 1568 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 32 ; ОМОН10 ; 460 
 1569 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; AU ; 23 ; лом45 ; 276 
 1570 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; AU ; 34 ; vania1981 ; 2652 
 1571 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF ; 25 ; zemlyk2014 ; 129 
 1572 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 30 ; arsenich-s ; 309 
 1573 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 16 ; Praetorians ; 245 
