 3292 ; 500 рублей ; 1918 ; Гос.кредитн.билет образца 1918 ;  ;  ; 17 ; Poiuyt ; 21 
 1341 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм)  ; Ag ; VF- ; 14 ; 0.0. ; 189 
 1342 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм)  ; Ag ; VF ; 13 ; alexey_s ; 209 
 1343 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм)  ; Ag ; F-VF ; 18 ; сытый ; 183 
 1344 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; XF- ; 93 ; mona ; 366 
 1345 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; VF ; 23 ; kro ; 199 
 1346 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; F-VF ; 105 ; сытый ; 202 
 1347 ; Один полтинник ; 1925 ; (ПЛ 9 грамм)  ; Ag ; VF ; 32 ; mona ; 204 
 1180 ; Шпанга из 2-х наград: Железный крест II класса 1914г, Крест Гинденбурга с мечими 1918 ;  ;  ; Fe серебре ; XF ; 34 ; dusik311 ; 3550 
 1181 ; "Шпанга из 4-х наград: Железный крест II класса, Медаль ""За заслуги"". Бельгия, Крест Гинденбурга с мечами (Клеймо L.NBG.), Медаль II класса" ;  ;  ; Fe, серебр ; XF ; 36 ; dusik311 ; 5972 
 1182 ; "Шпанга из 2-х наград: Крест Гинденбурга с мечами (Клеймо L.NBG.), Медаль ""За заслуги"". Бельгия" ;  ;  ; Br ; XF ; 89 ; wwii-soldat ; 1619 
 1183 ; Шпанга из 4-х наград: Железный крест II класса, Крест Гинденбурга с мечами (Клеймо 2 R.V.Пфорцгейм), Медаль II класса, Медаль Король Вильгельм. Пруссия ;  ;  ; Br, Fe, се ; XF ; 45 ; Георг ; 4080 
 1184 ; "Шпанга из наград: ""За храбрость"". Франц Иосиф II Австрия (2шт), Железный Крест ""За заслуги"" 1916 года, Воинский крест Карла 1916г, Медаль ""За ранение"" 1918г, Крест Гинденбурга с мечами, Медаль ""В память 1МВ"". Австрия, Медаль ""За родину"",Медаль  ; 9шт ;  ; Br, Zn, Б/ ; VF-/XF+ ; 54 ; foma71 ; 6844 
 1185 ; Крест для родственников погибших черный (клеймо О.10.). Германия + фрачная миниатюра+ планка (3 предмета) ; 1918 ;  ;  ; XF+ ; 69 ; Георг ; 1568 
 1186 ; "Медаль ""За заслуги в Красном Кресте"" III класса с лентой, в коробке" ;  ;  ; Br ; AU ; 21 ; Георг ; 952 
 1187 ; "Крест Гинденбурга с мечами (клеймо W в ""квадрате""). Германия. С документом" ; 1918 ;  ;  ; XF+ ; 33 ; dusik311 ; 1530 
 1188 ; Шпанга: Железный крест 2 кл, крест Гинденбурга. Германия ; 1 МВ-1934 ;  ; Ag, Fe, Br ; VF+ ; 46 ; wwii-soldat ; 2458 
 1189 ; Крест Фридриха Августа. Ольденбург. С документом ; 1914 ;  ;  ; VF+ ; 38 ; Георг ; 2867 
 1190 ; Знак Принца Альфонса. Бавария. С документом ; 1929 ;  ; Б/м ; XF ; 25 ; Георг ; 2754 
 1191 ; "Ветеранская медаль ""За войну 1914 года"". Пруссия. С документом" ; 1914 ;  ; Br, пятна ; XF ; 34 ; os ; 1381 
 1192 ; "Медаль ООН ""Дружба и согласие между людьми"". Упаковка" ; 1974 ;  ; Ag ; proof ; 12 ; sg1945 ; 457 
 1261 ; 100 рублей ; 1979 ; ЛМД Велотрек в Крылатском  ; Au ; proof ; 19 ; АЦТЕК ; 15572 
 1262 ; 100 рублей ; 1988 ; ММД 1000-летие монетной чеканк ; Au ; proof ; 30 ; alexiy2 ; 25000 
 1263 ; 100 рублей ; 1989 ; ММД 500-лет.Русского един.гос. ; Au ; Proof ; 11 ; Viktor58 ; 21839 
 1264 ; 100 рублей ; 1995 ; "ММД ""Сохраним наш мир"".Рысь ; Au ; proof ; 52 ; fanil ; 38272 
 1265 ; Один червонец ; 1980 ; ММД  ; Au ; AU ; 46 ; alexiy2 ; 12540 
 1266 ; 50 рублей ; 2003 ; СПМД Дева  ; Au ; AU ; 16 ; iridium ; 6604 
 1267 ; 50 рублей ; 2003 ; ММД Скорпион  ; Au ; proof ; 23 ; iridium ; 7201 
 1268 ; 25 рублей ; 2005 ; ММД Дева  ; Au ; AU ; 17 ; Dok 56 ; 4509 
 1269 ; 25 рублей ; 2003 ; СПМД Телец  ; Au ; AU ; 14 ; SERBAD ; 3450 
 1270 ; 25 рублей ; 2002 ; ММД Лев  ; Au ; proof ; 41 ; final111 ; 7429 
 1271 ; 25 рублей. Рыбы ; 2005ММД ;  ;  ; AU ; 12 ; Bizon6055 ; 3526 
 1272 ; 25 рублей ; 2005 ; СПМД Водолей  ; Au ; AU ; 15 ; ЕВС ; 3264 
 1273 ; 10 рублей ; 1993 ; ММД Русский балет. Балерина. A ; Au ; AU ; 30 ; Bizon6055 ; 4447 
 1274 ; 25 рублей ; 1991 ; ЛМД Отмена крепостного права в ; Pd ; Proof ; 6 ; Jet_Dee ; 18041 
 1275 ; 10 рублей ; 1993 ; ЛМД Первый конгрес МОК, Пьер д ; Pd ; Proof ; 18 ; final111 ; 12752 
 1276 ; 100 рублей ; 1997 ; "ММД Русский балет. Сцена из б ; Ag ; Proof ; 13 ; ulf ; 30443 
 1277 ; 25 рублей ; 1997 ; "ММД Русский балет. ""Лебедино ; Ag ; Proof ; 30 ; Aleks1 ; 8751 
 1278 ; 3 рубля ; 1996 ; ЛМД Поединок Пересвета с Челуб ; Ag ; proof ; 20 ; andru_56 ; 1152 
 1279 ; 3 рубля ; 2005 ; СПМД 625-летие Куликовской бит ; Ag ; proof ; 14 ; Bizon6055 ; 935 
 1280 ; 3 рубля ; 1995 ; ММД Смоленский Кремль  ; Ag ; proof ; 2 ; Bizon6055 ; 1132 
 1281 ; 3 рубля ; 2001 ; СПМД 160 лет сберегательного д ; Ag ; proof ; 25 ; tong ; 1394 
 1282 ; 3 рубля ; 2001 ; ММД 160 лет сберегательного де ; Ag ; proof ; 27 ; tong ; 1337 
 1283 ; 3 рубля ; 2001 ; ММД 160 лет сберегательного де ; Ag ; proof ; 56 ; tong ; 1317 
 1284 ; 3 рубля ; 1992 ; ММД Аакадемия наук в Санкт-Пет ; Ag ; proof ; 36 ; tong ; 904 
 1285 ; 3 рубля ; 1990 ; ММД Флот Петра Великого  ; Ag ; proof ; 6 ; tong ; 1300 
 1286 ; 3 рубля ; 2000 ; "ММД ""Сохраним наш мир"". Сне ; Ag ; Proof ; 29 ; Конрос бид 32 ; 8349 
 1287 ; 3 рубля ; 2003 ; ММД Серафимо-Девеевский монаст ; Ag ; Proof ; 5 ; tong ; 2166 
 1288 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира  ; Ag ; Proof ; 21 ; Mike! ; 1794 
 1289 ; 3 рубля ; 1991 ; ЛМД Большой театр  ; Ag ; Proof ; 4 ; apolo-67 ; 1062 
 1290 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 16 ; Ostap ; 1529 
 1291 ; 3 рубля ; 1999 ; СПМД Университет, Санкт-Петерб ; Ag ; Proof ; 7 ; Bizon6055 ; 1003 
 1292 ; 3 рубля ; 1996 ; "ЛМД ""Сохраним наш мир"". Аму ; Ag ; Proof ; 9 ; Mike! ; 1527 
 1293 ; 3 рубля ; 1997 ; "ММД ""Сохраним наш мир"".Бел. ; Ag ; Proof ; 28 ; Aleks1 ; 1229 
 1294 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты  ; Ag ; Proof ; 17 ; тир ; 1304 
 1295 ; 3 рубля ; 1995 ; ЛМД Новгородский Кремль  ; Ag ; Proof ; 7 ; Bizon6055 ; 1218 
 1296 ; 3 рубля ; 1991 ; ММД Триумфальная арка  ; Ag ; Proof ; 14 ; apolo-67 ; 1212 
 1297 ; 3 рубля ; 1998 ; СПМД Русский музей. Денис Давы ; Ag ; Proof ; 2 ; Slava-2 ; 1428 
 1130 ; Жетон. Германия ;  ;  ; Al ; VF+ ; 5 ; wwii-soldat ; 6 
 1131 ; Жетон. Празднование королевского юбилея. Виктория - королева Британии и Ирландии ; 1887 ;  ; Al ; VF+ ; 84 ; von_Schwarz ; 677 
 1132 ; Жетон на смерть германского императора Вильгельма I. 9 марта. Германия ; 1888 ;  ; Б/м ; VF+ ; 10 ; gelind ; 348 
 1133 ; Жетон на смерть германского императора Вильгельма I. 9 марта. Пруссия ; 1888 ;  ; Б/м ; VF+ ; 13 ; petrserebr ; 371 
 1134 ; Жетон на смерть германского императора Вильгельма I. 9 марта. Германия ; 1888 ;  ; Б/м ; VF+ ; 14 ; petrserebr ; 376 
 1135 ; "Жетон ""Сперва отважься потом осмелься"". Бисмарк. Германия" ;  ;  ; Б/м  ; VF+ ; 37 ; pd ; 397 
 1136 ; Медаль Альберт Эдвард принц Уэльский. Колониальная выставка в Лондоне. Англия. Виктория (1837-1901) ; 1886 ;  ; Br ; AU ; 43 ; igaist ; 2112 
 1137 ; Медаль Рождение Короля Рима Наполеона II. Франция Наполеон I (1804-1815) ; ХХ в. ;  ; Br ; AU ; 201 ; stur ; 5100 
 1138 ; Настольная медаль. Наполеон. Франция ; 1814 ;  ; Br ; XF ; 95 ; alexiy2 ; 7949 
 1139 ; Медаль в память Иоанна XXIII. Ватикан Павел VI (1963-1978) ; 1963 ;  ; Ag ; XF+ ; 71 ; pd ; 2244 
 1140 ; Медаль Начало торговли Франции с Америкой. Франция Людовик XVIII (1814-1824) ; 1824 ;  ; Br ; XF+ ; 35 ; petrserebr ; 3064 
 1141 ; Жетон монетного двора. США, штат Колорадо, г. Денвер ; 20 век ;  ; Ж/м ; AU ; 28 ; Скрудж ; 41 
 1142 ; Жетон 2 1/2 евро ;  ;  ; Ж/м ; XF ; 35 ; tati1545 ; 102 
 1143 ; Жетон Агенты Фондовой биржи Парижа. Франция Луи Филипп (1830-1848) ; 1832 ;  ; Ag ; VF+ ; 20 ; pd ; 2357 
 1144 ; Жетон Публичное экю департамента Марне. Франция. 3-я республика ; конец XIX в. ;  ; Ag ; VF+ ; 56 ; pd ; 1500 
 1145 ; Жетон Торговая палата Нанси. Франция. 3-я республика ; конец XIX в. ;  ; Ag ; XF- ; 99 ; Георг ; 1282 
 1146 ; Медаль Свадьба Иосифа I и Марии Элеоноры Пфальцской. Семейная. Великая Римская Империя ; 1690 ;  ; Ag ; VF+ ; 205 ; foma71 ; 8024 
 1147 ; Жетон Королевская казна.Франция Людовик XVI (1774-1793) ;  ;  ; Ag ; VF+ ; 9 ; pd ; 2310 
 1148 ; Жетон Рождение Наполеона IV. Франция Наполеон III (1852-1870) ; 1856 ;  ; Ag ; VF+ ; 4 ; pd ; 3500 
 1149 ; "Жетон ""100 лет юбилею"" Кеннеди Джон Фицджералд" ; 1963 ;  ; Ж/м ; XF ; 38 ; кузин ; 279 
 1150 ; Знак пожарный. Германия 3-я степень ;  ;  ; Br ; XF+ ; 19 ; AGAT D ; 315 
 1151 ; Знак за поход Лотта-Свярд. Финляндия №16100 ;  ;  ; Br ; XF ; 39 ; Крик ; 956 
 1152 ; Знак Лотта-Свярд 10 лет. Финляндия № 49217 ;  ;  ; Б/м ; XF ; 90 ; kaas ; 1145 
 1153 ; Знак Лотта-Свярд. Курсы. Финляндия №23847 ;  ;  ; Ag ; XF ; 41 ; Крик ; 1311 
 1154 ; "Медаль ООН ""Международная Декларация прав человека""" ; 1973 ;  ; Ag ; proof ; 15 ; sg1945 ; 499 
 1155 ; "Лот значков: ""Меткий стрелок"", ""Отличник народного просвещения"", ВДПО" ;  ;  ; Al ; VF+ ; 34 ; Sezon ; 201 
 1156 ; Памятный жетон. Чукотский Автономный округ. 10 лет налоговой полиции ; 2002 ;  ; Ag ; AU ; 6 ; fanil ; 326 
 1157 ; Знак. Готов к труду и обороне СССР. 2 ст ;  ;  ; Ж/м, эмаль ; XF- ; 33 ; solder13 ; 331 
 1158 ; Знак Фестиваль молодежи Казахстана ;  ;  ; Ж/м, эмаль ; VF+ ; 43 ; foma71 ; 84 
 1159 ; Знак на заколке ММД ;  ;  ; Б/м ; VF+ ; 25 ; korovan67 ; 431 
 1160 ; "Советская кокарда ""Красная звезда""для лиц состоящих на службе войск красной армии" ;  ;  ; Ж/м ; VF+ ; 15 ; kuril ; 143 
 1161 ; Знак Отличник советской торговли ММД ;  ;  ; Ж/м, эмаль ; VF-XF ; 4 ; kazan ; 1683 
 1162 ; Знак 30-тысячник Подмосковья ;  ;  ; Ж/м, эмаль ; VF-XF ; 2 ; RAPAN ; 102 
 1163 ; Знак Всесоюзная перепись населения ; 1939 ;  ;  ; F ; 71 ; xabib ; 458 
 1164 ; Знак Всесоюзная перепись населения ; 1959 ;  ; Ж/м, эмаль ; XF- ; 20 ; tati1545 ; 273 
 1165 ; Знак Всесоюзная перепись населения ; 1970 ;  ; Ж/м, эмаль ; XF ; 15 ; sifirot ; 114 
 1166 ; Знак ДОСАВ ;  ;  ; Ж/м ; F ; 2 ; kuril ; 204 
 1167 ; Знак об окончании среднего военного училища ;  ;  ; Ж/м, эмаль ; XF- ; 15 ; korovan67 ; 153 
 1168 ; Знак ЦК ВЛКСМ Участнику уборки урожая на целине ; 1956 ;  ; Ж/м, эмаль ; VF-XF ; 12 ; Kolya-kms ; 129 
 1169 ; Знак Отличник народного просвещения ;  ;  ; Ж/м, эмаль ; XF ; 67 ; kazan ; 681 
 1170 ; Знак Юный моряк ММД ;  ;  ; Ж/м, эмаль ; VF-XF ; 32 ; ОВМ ; 243 
 1171 ; Знак Ударнику Сталинского призыва ;  ;  ; Ж/м, б/м,  ; VF-XF ; 29 ; kazan ; 1297 
 1172 ; Знак Всесоюзная сельхохозяйственная выставка ММД ;  ;  ; Ж/м ; VF-XF ; 39 ; Sezon ; 310 
 1173 ; Знак Об окончании медицинского ВУЗа ;  ;  ; Ж/м, эмаль ; XF- ; 16 ; lawyer ; 227 
 1174 ; Медаль Участнику всесоюзной сельхохозяйственной выставки ;  ;  ; Ж/м D-25 м ; VF-XF ; 17 ; Sezon ; 250 
 1175 ; Медаль За успехи в народном хозяйстве СССР ;  ;  ; Ж/м D-22 м ; XF- ; 7 ; Sezon ; 370 
 1176 ; Медаль За успехи в народном хозяйстве СССР ;  ;  ; Б/м D-22 м ; VF+ ; 46 ; Sezon ; 337 
 1177 ; "Шпанга из 4-х наград: Крест Гинденбурга с мечами (Клеймо R.V. Пфорцгейм №5 ), Медаль ""За заслуги"". Баден, Медаль ""1914-1918гг"" Австро-Венгрия," ;  ;  ; Br, Б/м ; XF ; 62 ; petrserebr ; 4641 
 1178 ; "Шпанга с планкой из 5 наград:  Железный крест II класса, Медаль ""За заслуги"". Бельгия, Крест Гинденбурга с мечами (Клеймо G 17), Медаль ""За войну 1914-1918гг"", Медаль ""За родину""" ;  ;  ; Fe, серебр ; XF ; 41 ; kaas ; 7191 
 1179 ; "Шпанга с лентами старых образцов из 3-х наград: Медаль ""За заслуги"" Бельгия, Железный крест II класса, Медаль II класса" ;  ;  ; Fe, серебр ; XF ; 39 ; Георг ; 4126 
 1003 ; 1 кэш. Китай ; 20 век ;  ; Br ; F-VF ; 20 ; SSS777 ; 22 
 1081 ; Жетон За мир и сотрудничество. Встреча в верхах  М.С. Горбачев Р. фон Вайцзеккер ;  ;  ; Au ; Proof ; 32 ; foma71 ; 3944 
 1082 ; Медаль. В память царя 1825-1855. Николай I ;  ;  ; Br ; F-VF ; 19 ; VVA ; 1377 
 1083 ; "Медаль ""100 лет Отечественной войне""" ; 1912 ;  ; Br ; VF ; 39 ; BMG72 ; 1523 
 1084 ; Медаль. В память всероссийской выставки в Москве. Александр III ; 1882 ;  ; Br ; XF+/XF ; 14 ; pd ; 2346 
 1085 ; Медаль.Франц Иосиф I. Австро-Венгрия ;  ;  ; Br ; XF ; 94 ; kaas ; 3164 
 1086 ; "Крест для родственников погибших ""черный"" (Клеймо G&S). Германия" ; 1918 ;  ; Br ; XF ; 33 ; Mogol57 ; 1820 
 1087 ; Женский спортивный знак. Германия №35269 ; 20 век ;  ; Br ; XF ; 35 ; shtuka ; 1650 
 1088 ; Женский спортивный знак. Германия №33918 ; 20 век ;  ; Б/м ; XF ; 76 ; kapral ; 1393 
 1089 ; "Знак ""За ранение"". Германия ""черный""" ; 1МВ ;  ; Б/м ; VF ; 80 ; Конрос бид 32 ; 985 
 1090 ; "Знак ""За ранение"". Германия ""серебряный""" ; 1МВ ;  ; Б/м, сереб ; XF ; 98 ; shtuka ; 4182 
 1091 ; Медаль «В память 100-летия Кайзера Вильгельма II». Пруссия  . Пруссия ; 1897 ;  ; Br ; XF ; 36 ; petrserebr ; 1093 
 1092 ; "Медаль ""За храбрость"". Австро-Венгрия" ;  ;  ; Br ; XF ; 18 ; petrserebr ; 837 
 1093 ; "Знак ""За ранение"". Германия ""золотой""" ; 1МВ ;  ; Б/м, золоч ; XF ; 170 ; vitapool ; 7301 
 1094 ; "Медаль ""За храбрость"". Вильгельм II. Вюртемберг" ;  ;  ; Ag ; XF ; 68 ; petrserebr ; 2346 
 1095 ; "Памятная медаль I МВ ""За родину"". Венгрия" ; 1918 ;  ; Б/м ; XF ; 34 ; kaas ; 745 
 1096 ; Железный крест 1 класса на заколке. Германия 1 МВ ; 1914 ;  ;  ; XF ; 83 ; dusik311 ; 6253 
 1097 ; "Крест ""За 25 лет выслуги"". Германия" ;  ;  ; Br, позоло ; XF ; 53 ; vitapool ; 2681 
 1098 ; Знак военного союза участника 1 МВ. Полковой знак за 50 лет. Германия ;  ;  ; Б/м, Ж/м ; VF-XF ; 69 ; vitapool ; 1009 
 1099 ; Мобилизационный крест. Для военнослужащих, находившихся на активной военной службе в течение Балканской войны. Австро-Венгерская империя ; 1912-1913гг ;  ; Br Забоинк ; VF-XF ; 44 ; os ; 527 
 1100 ; Знак ордена Леопольда с мечами. Бельгия ; 20 в ;  ; Б/м ; XF ; 117 ; kaas ; 3678 
 1101 ; Ганзейский крест. Гамбург ; 1 пол. 20 в. ;  ; Cu, серебр ; XF ; 27 ; pd ; 3574 
 1102 ; Медаль. Великобритания ; 1939-1945 ;  ; Б/м ; XF ; 76 ; lawyer ; 703 
 1103 ; Крест Гинденбурга с мечами. Германия ; 1934-1945 ;  ; Br ; XF ; 27 ; димитрий ; 744 
 1104 ; Крест Гинденбурга с мечами. Германия ; 1914-1918 ;  ; Br ; AU ; 76 ; petrserebr ; 1438 
 1105 ; Крест Гинденбурга с мечами. Германия (клеймо - I.C.M.) ; 1914-1918 ;  ;  ; XF ; 133 ; shmatko24 ; 469 
 1106 ; Крест Гинденбурга с мечами на ленте. Германия (клеймо - 10) ; 1914-1918 ;  ;  ; AU ; 29 ; rustam ; 922 
 1107 ; Медаль 20 лет освобождения Хельсинки. Гражданская война. Финляндия ; 1938 ;  ; Б/м ; XF ; 66 ; Георг ; 1761 
 1108 ; Медаль за заслуги Лотта-Свярд. Финляндия ; 1930-е ;  ; Br ; XF ; 69 ; kaas ; 1979 
 1109 ; Крест Заслуг. Пожарная служба. Финляндия ;  ;  ; Б/м ; XF ; 20 ; AGAT D ; 2601 
 1110 ; "Крест ""За заслуги"". Франция. Марсель" ;  ;  ; Ж/м ; XF ; 34 ; a_kog ; 2084 
 1111 ; Медаль. Польша ; 1945 ;  ; Br ; VF-XF ; 43 ; shmatko24 ; 301 
 1112 ; "Медаль ""За Варшаву"". Польша" ; 1939-1945 ;  ; Br ; VF ; 69 ; kaas ; 561 
 1113 ; Медаль. Фридрих Вильгельм III. Пруссия ; 1863 ;  ;  ; VF ; 91 ; petrserebr ; 1400 
 1114 ; "Крест ""За заслуги"". Италия" ;  ;  ;  ; VF+ ; 81 ; vitapool ; 3264 
 1115 ; "Крест ""За войну"". Пруссия" ;  ;  ;  ; VF-XF ; 77 ; vitapool ; 1548 
 1116 ; "Медаль ""Братство на страже польского социализма"". Министерство обороны. Польша" ; 1945 ;  ; Б/м ; VF+ ; 47 ; a_kog ; 513 
 1117 ; "Медаль ""За заслуги, за народ"". Польша" ;  ;  ; Ж/м ; VF-XF ; 13 ; igaist ; 254 
 1118 ; "Медаль ""Красный крест"". Милосердие. Швеция" ; 1960 ;  ; Ag ; VF-XF ; 55 ; vitapool ; 1005 
 1119 ; "Знак ""Силезский орел"". Германия" ; 20 век ;  ;  ; XF ; 170 ; vitapool ; 3122 
 1120 ; "Медаль ""Ветеранская медаль"". Германия" ; 1918 ;  ; Br ; XF ; 69 ; vitapool ; 1589 
 1121 ; Памятная медаль. Франция ;  ;  ; Br ; XF ; 69 ; a_kog ; 797 
 1122 ; "Медаль ""За храбрость"". Австро-Венгрия" ;  ;  ; Br ; XF ; 67 ; wwii-soldat ; 525 
 1123 ; Железный крест II класса. Германия ; 1914 ;  ; Fe, серебр ; VF+ ; 19 ; skir ; 2496 
 1124 ; Железный крест II класса. Германия ; 1914 ;  ; Fe, серебр ; VF+ ; 24 ; AAE2006 ; 2595 
 1125 ; "Крест ""60 лет правления Франца Иосифа I"". Австро-Венгрия" ; 1908 ;  ; Br ; XF ; 64 ; KVit68 ; 1381 
 1126 ; "Медаль ""За храбрость"". Гессен" ;  ;  ; Б/м ; XF ; 32 ; tv ; 1926 
 1127 ; Крест заслуг. Пруссия ;  ;  ; Б/м ; XF ; 8 ; kolobokoff ; 1184 
 1128 ; "Медаль ""50 лет Красному кресту"". Австро-Венгрия" ; 1914 ;  ; Ag, эмаль ; XF ; 61 ; Георг ; 4059 
 1129 ; "Медаль ""За заслуги"". Бельгия" ; 1866 ;  ; Br ; XF ; 65 ; kaas ; 2529 
 895 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 16 ; kostik_ne ; 74 
 896 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF ; 31 ; samsung ; 110 
 897 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF+ ; 6 ; skir ; 81 
 898 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород  ; Ag ; F-VF ; 30 ; leo 2 ; 104 
 899 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 18 ; kostik_ne ; 59 
 900 ; Копейка ;  ; Федор Иванович Новгородский де ; Ag ; VF ; 49 ; PVA13 ; 213 
 901 ; Копейка. Отверстие ;  ; Иван IV Васильевич. Новгородск ; Ag ; F-VF ; 32 ; 200008 ; 104 
 902 ; Копейка ; 1617-1627 ; Михаил Федорович Новгород  ; Ag ; F+ ; 33 ; kostik_ne ; 51 
 961 ; Солид Византия имп.Анастазий-I, золото-4,41г ; 491-518гг ;  ;  ; XF- ; 102 ; joker ; 13522 
 962 ; Статер Боспор царь Рескупорид-II, электр-7,66г ; 220г ;  ;  ; VF+ ; 81 ; LeoV ; 20000 
