 3216 ; Бона иностранная ;  ;  ;  ;  ; 10 ; allur65 ; 37 
 1238 ; Знак. 50 лет ГТСК ; 1922-1972 ;  ; Al ; XF+ ; 19 ; Григорий ; 19 
 1239 ; Знак. Изобретатель СССР ;  ;  ; Al ; VF-XF ; 18 ; scorana ; 64 
 1240 ; Знак. 50 лет. Среднеазиатская железная дорога Ашхабад-Бухара-Ташкент ; 1981 ;  ; Al ; XF+ ; 19 ; Григорий ; 32 
 1241 ; Знак. Адмирал Исаченков ;  ;  ; Al ; XF ; 71 ; RAPAN ; 250 
 1242 ; Знак. Общественный охотинспектор РСФСР ;  ;  ; Al ; XF ; 116 ; Xpress-x8 ; 317 
 1243 ; Знак. ЦК ВЛКСМ. Участнику уборки на целине ; 1958 ;  ; Ж/м, эмаль ; VF ; 39 ; Юрий Долгорукий ; 146 
 1244 ; Знак. АзербССР ;  ;  ; Al ; VF ; 39 ; SadKo ; 102 
 1245 ; Знак. Судья по спорту ;  ;  ; Al ; VF-XF ; 10 ; vlad-rom ; 16 
 1246 ; Знак. Космический ;  ;  ; Ж/м, эмаль ; VF+ ; 16 ; QSCl ; 120 
 1247 ; Знак. 50 лет Азербайджан ССР ;  ;  ; Ж/м, эмаль ; XF ; 12 ; Григорий ; 12 
 1248 ; Знак. 25 лет ЗПЗ ;  ;  ; Al ; VF-XF ; 4 ; alex995 ; 5 
 1249 ; Знак. Отличник военного строительства ;  ;  ; Ж/м,эмаль ; XF+ ; 29 ; qwe1000 ; 489 
 1250 ; Знак. Отличник народного просвещения ; ЛМД ;  ; Al ; AU ; 97 ; Semenich ; 363 
 1251 ; Знак. Ударник пятилетки ;  ;  ; Al ; XF ; 78 ; кашира ; 267 
 1252 ; Знак Ветеран. Отдельная Приморская армия ;  ;  ; Al ; AU ; 17 ; lee ; 61 
 1253 ; Знак. Отличник микробиологической промышленности СССР ;  ;  ; Al ; AU ; 117 ; vlad-rom ; 671 
 1154 ; Наградная медаль. Парижская школа для беременных. Франция, 3-я республика ; 1888 ;  ; Ag ; XF+ ; 24 ; taran1 ; 1003 
 1155 ; Медаль. Бородинское сражение. Франция, Наполеон I. На гурте "ARGENT 1969" ; 1812 ;  ; Ag ; XF+/AU ; 55 ; alexander9595 ; 8204 
 1156 ; Медаль. Ассоциация текстильщиков. Франция, 4-я республика ; 1947 ;  ; Ag ; AU ; 46 ; не надо ля-ля ; 918 
 1157 ; Медаль. Взятие Филиппсбурга в Бадене 1688г. Франция, Людовик XIV ; конец XIX века ;  ; Br ; XF ; 10 ; vlad-rom ; 1757 
 1158 ; Медаль ;  ;  ; Б/м ; VF-XF ; 50 ; gelind ; 398 
 1159 ; Медаль иностранная ;  ;  ; Ж/м ; VF- ; 39 ; natallli ; 139 
 1160 ; Жетон. Людовик XV. Франция ; 1755 ;  ; Ag ; VF+ ; 89 ; pompeius ; 2130 
 1161 ; Жетон. Торговцы каменным углём. Франция, Луи Филипп I. Убраны напайки 3 и 9 часов ; 1840 ;  ; Ag ; VF ; 47 ; gelind ; 412 
 1162 ; Жетон. Торговая палата Лиона. Франция, Наполеон III ; 1852-1860 ;  ; Ag ; AU ; 38 ; numizmat1902 ; 944 
 1163 ; Жетон. Карл Александр Лотарингский. Франция, Людовик XV. 1760 ; Конец XIX века ;  ; Br ; VF-XF ; 25 ; numizmat1902 ; 900 
 1164 ; Жетон. Голландия ; 1891 ;  ; Br ; VF+ ; 38 ; gelind ; 147 
 1165 ; Жетон. Ассоциация дам Франции. Франция, 3-я республика ; 1879 ;  ; Ag ; XF ; 51 ; RAPAN ; 619 
 1166 ; Религиозный жетон. Франция, 3-я республика ; конец XIX века ;  ; Ag ; XF+ ; 16 ; vlad-rom ; 1326 
 1167 ; Жетон. Георгий Победоносец. Корабль ; ND ;  ; Ж/м,серебр ; VF-XF ; 17 ; pompeius ; 489 
 1168 ; Жетон. На смерть короля Георга IV. Великобритания ; 1830 ;  ; Br ; AU ; 41 ; vlad-rom ; 431 
 1169 ; Жетон овальный. Елизавета II. Награда за воздушную эффективность. Великобритания ; ND ;  ; Cu-Ni ; XF+ ; 39 ; Григорий ; 125 
 1170 ; Овальный жетон. Mr.Murray Foulis. Односторонний ; 1812 ;  ; Zn ; VF- ; 21 ; gelind ; 101 
 1171 ; Жетон "Спаси и сохрани". Франц Иосиф. Австрия ; 1914 ;  ; Br ; F+ ; 4 ; gelind ; 108 
 1172 ; Жетон. 100 франков. Казино Монте-Карло. Франция, 5-я республика ; 1977 ;  ; Ag ; AU ; 28 ; taran1 ; 829 
 1173 ; Знак "Золотой колос" ЦК ВЛКСМ ; ММД ;  ; Б/м ; AU ; 15 ; scorana ; 163 
 1174 ; Знак. X Гонка звезд. Апатиты 82 ;  ;  ; Ж/м ; XF ; 3 ; Mike! ; 35 
 1175 ; Знак. V Традиционный праздник севера. Апатиты ; 1976 ;  ; Ж/м ; XF ; 4 ; Григорий ; 32 
 1176 ; Знак. V Традиционный праздник севера. Апатиты ; 1976 ;  ; Ж/м ; AU ; 4 ; Григорий ; 32 
 1177 ; Знак. За боевое траление ;  ;  ; Al ; XF+ ; 15 ; Майкл ; 198 
 1178 ; Знак об окончании БГАРФ ; ЛМД ;  ; Al ; AU ; 26 ; es@ul ; 534 
 1179 ; Знак. Руководитель ; 1975 ;  ; Al ; XF ; 31 ; кашира ; 248 
 1180 ; Знак. VII Спартакиада народов СССР. ДОСААФ СССР ;  ;  ; Ж/м ; XF+ ; 57 ; scorana ; 75 
 1181 ; Знак. Электрификация железных дорог СССР. 50 лет ; 1976 ;  ; Al ; XF+ ; 38 ; кашира ; 79 
 1182 ; Знак. 50 лет СФ ;  ;  ; Al ; VF-XF ; 14 ; Григорий ; 29 
 1183 ; Знак. КСАПО ; 1982 ;  ; Al ; XF- ; 93 ; daniz ; 416 
 1184 ; Знак. Почетный знак. ДОСААФ СССР ; ММД ;  ; Ж/м ; XF ; 23 ; xabib ; 235 
 1185 ; Знак. VI Спартакиада народов СССР. Областные соревнования. ДОСААФ ; 1975 ;  ; Al ; XF ; 31 ; scorana ; 59 
 1186 ; Знак. Летняя спартакиада Ленинграда ; 1974 ;  ; Al ; VF-XF ; 4 ; Григорий ; 5 
 1187 ; Знак. ВСХВ ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; qwe1000 ; 195 
 1188 ; Знак. Отличник МООП милици ;  ;  ; Al ; VF+ ; 95 ; daniz ; 893 
 1189 ; Знак. ВИСМ СССР ; ММД ;  ; Б/м,эмаль ; VF-XF ; 8 ; Григорий ; 85 
 1190 ; Знак. 25 лет ЛВВМИУ ;  ;  ; Al ; VF-XF ; 45 ; RAPAN ; 101 
 1191 ; Знак. Молодому передовику животноводства ВЛКСМ ; ММД ;  ; Б/м,ж/м ; XF+ ; 72 ; xabib ; 546 
 1192 ; Знак. НИИ им. Склифосовского ; ММД ;  ; Ж/м ; XF ; 34 ; RAPAN ; 104 
 1193 ; Знак. ВДПО ;  ;  ; Al ; VF-XF ; 16 ; Сапёр ; 17 
 1194 ; Знак. 1 мая 1959. Германия ;  ;  ; Ж/м ; VF+ ; 34 ; allur65 ; 38 
 1195 ; Знак. Корабль Расторопный ; 1989 ;  ; Ж/м ; VF ; 35 ; yrik ; 84 
 1196 ; Знак. 30 лет РВСН ;  ;  ; Ж/м ; AU ; 46 ; daniz ; 192 
 1197 ; Знак. ВДНХ СССР ;  ;  ; Ж/м ; XF ; 9 ; Forte ; 62 
 1198 ; Знак. Ударник коммунистического труда ;  ;  ; Al ; XF+ ; 55 ; кашира ; 149 
 1199 ; Знак. Гвардия СССР ;  ;  ; Ж/м, эмаль ; XF+ ; 16 ; кашира ; 153 
 1200 ; Знак. ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 93 ; scorana ; 356 
 1201 ; Знак. 50 лет футболу в Азербайджане ;  ;  ; Ж/м,эмаль ; VF ; 138 ; get ; 452 
 1202 ; Знак. Баку ;  ;  ; Ж/м,эмаль ; VF- ; 46 ; edv1968 ; 70 
 1203 ; Знак. За отличную учебу. ДОСААФ СССР ;  ;  ; Ж/м ; VF ; 37 ; scorana ; 204 
 1104 ; Крест Заслуг II степени. Польша ;  ;  ; Б/м,эмаль ; XF- ; 65 ; ceo ; 804 
 1105 ; Почетная медаль «50 лет Монгольской Народной революции». Монголия ; 1971 ;  ; Ж/м,эмаль ; AU ; 14 ; andriano ; 355 
 1106 ; Медаль в честь 60-й годовщины Монгольской Народной революции. Монголия ;  ;  ; Ж/м ; XF ; 57 ; daniz ; 2234 
 1107 ; Медаль. 30 лет Халхин-Гольской победы. Монголия ;  ;  ; Ж/м,эмаль ; AU ; 47 ; lee ; 669 
 1108 ; Медаль. Победа на Халхин-Голе. Монголия ;  ;  ; Ж/м,эмаль ; AU ; 28 ; Forte ; 483 
 1109 ; Орден «Материнская слава» 2-й степени на заколке. Монголия №178596 ;  ;  ; Ж/м,эмаль ; VF ; 38 ; ceo ; 448 
 1110 ; Орден «Материнская слава» 2-й степени на винте. Монголия №102418 ;  ;  ; Ж/м,эмаль ; AU ; 38 ; никсер ; 434 
 1111 ; Медаль "За превосходную гражданскую службу". США ;  ;  ; Br ; XF+ ; 15 ; pompeius ; 680 
 1112 ; Медаль армии за достижения службе. США ;  ;  ; Ж/м ; XF ; 20 ; Ag999 ; 456 
 1113 ; Медаль "За заслуги по защите страны" I степени. Польша ;  ;  ; Ж/м ; XF ; 47 ; daniz ; 845 
 1114 ; Медаль "За заслуги по защите страны" II степени. Польша ;  ;  ; Б/м ; XF- ; 87 ; allur65 ; 430 
 1115 ; Медаль "За заслуги по защите страны" III степени. Польша ;  ;  ; Ж/м ; VF-XF ; 67 ; daniz ; 634 
 1116 ; Медаль "50 лет Халхин-Гольской Победы". Монголия ;  ;  ; Ж/м ; XF+ ; 9 ; costa ; 521 
 1117 ; Орден Труда "Золотой" 3-го типа I ст . Болгария ;  ;  ; Ж/м ; AU ; 9 ; lsp25 ; 510 
 1118 ; Орден Труда "Серебряный" 3-го типа II ст . Болгария ;  ;  ; Б/м,ж/м ; AU ; 10 ; lsp25 ; 566 
 1119 ; Орден Труда  "Бронзовый" 3-го типа III ст . Болгария ;  ;  ; Б/м ; AU ; 61 ; lsp25 ; 758 
 1120 ; Памятная медаль. Болгария ; 1МВ ;  ; Ж/м ; XF- ; 25 ; Ag999 ; 646 
 1121 ; Медаль "За службу стране" 1 степени. Венгрия ;  ;  ; Ж/м,эмаль ; XF+ ; 37 ; UIT77 ; 535 
 1122 ; Медаль "За службу стране" 2 степени. Венгрия ;  ;  ; Б/м,эмаль ; XF ; 19 ; costa ; 508 
 1123 ; Медаль "За службу стране" 3 степени. Венгрия ;  ;  ; Ж/м,эмаль ; XF ; 43 ; costa ; 504 
 1124 ; Медаль. Трансильвания. Венгрия. Регентство хорти ;  ;  ; Zn ; VF+ ; 109 ; Barabek ; 1134 
 1125 ; Медаль экспедиции в помощь Китаю с планкой. США ;  ;  ; Br ; VF-XF ; 70 ; Ag999 ; 1808 
 1126 ; Медаль "За верную службу в Красном кресте". Пруссия ;  ;  ; Ж/м ; XF+ ; 71 ; Barabek ; 2292 
 1127 ; Медаль "За заслуги в охране общественного порядка" III степени. Польша ;  ;  ; Ж/м ; VF-XF ; 49 ; daniz ; 416 
 1128 ; Орден опоры государства VIII степени. Маньчжоу-Го ;  ;  ; Ag ; VF- ; 40 ; sssppp ; 6106 
 1129 ; Медаль. За заслуги перед народом. Надпись на латинском. Югославия ;  ;  ; Ж/м ; XF- ; 9 ; costa ; 461 
 1130 ; Медаль. За заслуги перед народом. Кириллица. Югославия ;  ;  ; Ж/м ; VF-XF ; 91 ; costa ; 426 
 1131 ; Медаль. 100 лет со дня рождения Георги Димитрова ; 1982 ;  ; Ж/м ; XF+ ; 19 ; allur65 ; 96 
 1132 ; Орден Красное знамя труда. Болгария ; 80-х гг ;  ; Ж/м,эмаль ; XF+ ; 78 ; allur65 ; 714 
 1133 ; Крест Гинденбурга с мечами. Германия ; 1МВ ;  ; Br ; XF+ ; 13 ; numizmat1902 ; 705 
 1134 ; Знак ветеранской организации. Япония ;  ;  ; Ж/м ; VF ; 42 ; KURKUL ; 689 
 1135 ; Полковой знак. 1-ый гренадерский полк. Бавария ;  ;  ; Ж/м,эмаль ; AU ; 37 ; lvovich ; 1199 
 1136 ; Знак. Польша №3483 ;  ;  ; Б/м ; VF+ ; 43 ; lvovich ; 353 
 1137 ; Знак морской. США ;  ;  ; Ж/м ; VF-XF ; 12 ; derbnik ; 281 
 1138 ; Знак иностранный A.R.B. ;  ;  ; Ж/м ; VF-XF ; 39 ; SANTA ; 172 
 1139 ; Знак II ст. Румыния ;  ;  ; Б/м ; XF+ ; 21 ; 542 ; 153 
 1140 ; Знак воинский. Парашютисты ;  ;  ; Б/м ; VF- ; 23 ; Григорий ; 91 
 1141 ; Знак. Германия ;  ;  ; Ж/м ; XF- ; 44 ; UIT77 ; 456 
 1142 ; Знак. Планерист. Германия. 3-й рейх ; 30-40-х гг ;  ; Б/м,эмаль ; AU ; 6 ; Mike! ; 1000 
 1143 ; Знак. За стрельбу. США ;  ;  ; Ж/м ; AU ; 69 ; pompeius ; 101 
 1144 ; Знак. США ;  ;  ; Б/м ; XF+ ; 83 ; pompeius ; 123 
 1145 ; Знак. Германия. Горные стрелки ;  ;  ; Б/м ; AU ; 39 ; Xpress-x8 ; 882 
 1146 ; Знак. Георгий Кирков ;  ;  ; Ж/м ; AU ; 54 ; 542 ; 193 
 1147 ; Знак. Чехословакия ;  ;  ; Б/м ; AU ; 33 ; Григорий ; 83 
 1148 ; Знак. Белград ; 1962 ;  ; Ж/м,эмаль ; VF+ ; 5 ; alex995 ; 6 
 1149 ; Знак. За активную профсоюзную деятельность ; 50-х гг ;  ; Ж/м,эмаль ; VF+ ; 26 ; Григорий ; 59 
 1150 ; Знак. США ;  ;  ; Ж/м ; AU ; 20 ; pompeius ; 114 
 1151 ; Нашейная лента со знаком и 2-мя планками "PRIMO" ;  ;  ; Ж/м,эмаль ; XF+ ; 20 ; Ag999 ; 1175 
 1152 ; Знак воинский ;  ;  ; Б/м ; AU ; 13 ; Григорий ; 102 
 1153 ; Медаль. 7-й год правления. Ватикан, Павел VI (1963-1978). В футляре ; 1969 ;  ; Ag ; AU ; 8 ; vlad-rom ; 1474 
 1054 ; 1 цянь "хуансун тунбао", гладкий. Почерк чжэньшу. Китай, Северная Сун ; 1038-1039 ;  ; Br ; F-VF ; 22 ; Ag999 ; 45 
 1055 ; 1 цянь "хуансун тунбао", гладкий. Почерк сяочжуань. Китай, Северная Сун ; 1038-1039 ;  ; Br ; F-VF ; 18 ; Григорий ; 43 
 1056 ; 1 цянь "цзяю юаньбао", гладкий. Почерк лишу. Китай, Северная Сун ; 1056-1063 ;  ; Br ; F-VF ; 19 ; numizmat1902 ; 57 
 1057 ; 1 цянь "цзяю юаньбао", гладкий. Почерк сяочжуань. Китай, Северная Сун ; 1056-1063 ;  ; Br ; F-VF ; 18 ; Ag999 ; 47 
 1058 ; 1 цянь "чжипин тунбао", гладкий. Почерк чжэньшу. Китай, Северная Сун ; 1064-1067 ;  ; Br ; F-VF ; 12 ; numizmat1902 ; 45 
 1059 ; 1 цянь "чжипин тунбао", гладкий. Почерк сяочжуань. Китай, Северная Сун ; 1064-1067 ;  ; Br ; F-VF ; 37 ; gelind ; 92 
 1060 ; 1 цянь "чжипин юаньбао", гладкий. Почерк чжэньшу. Китай, Северная Сун ; 1064-1067 ;  ; Br ; F-VF ; 14 ; natallli ; 47 
 1061 ; 1 цянь "чжипин юаньбао", гладкий. Почерк сяочжуань. Китай, Северная Сун ; 1064-1067 ;  ; Br ; F-VF ; 6 ; Григорий ; 46 
 1062 ; 1 донг "цзинсин юнбао", гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 12 ; димитрий ; 51 
 1063 ; 1 донг "цзинсин чжунбао", гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 13 ; kai2009 ; 48 
 1064 ; 1 донг "цзинсин сибао", гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 11 ; kai2009 ; 49 
 1065 ; 1 донг "цзинсин дабао", гладкий. Аннам, Поздняя Ле ; 1740-1786 ;  ; Br ; F-VF ; 9 ; kai2009 ; 48 
 1066 ; Георгиевская медаль 3 степени №6600 ;  ;  ; Ag ; VF- ; 54 ; daniz ; 10404 
 1067 ; Медаль. На смерть Александра III. Отломано ушко 12 часов ; 1894 ;  ; Ag ; VF- ; 92 ; radion ; 2282 
 1068 ; Медаль. В память Крымской войны ; 1853-1856 ;  ; Br ; VF- ; 19 ; Ag999 ; 2040 
 1069 ; Знак отличия для состоящих в духовном сане кандидатов  богословия православных Духовных Академий ; 1856 ;  ; Ag ; VF-XF ; 34 ; valenok ; 9179 
 1070 ; Жетон. На вступление русских войск в Париж ; 1814 ;  ; Br, серебр ; VF- ; 33 ; voyager ; 2109 
 1071 ; Жетон. В память 1000-летия России ;  ;  ; Br ; F-VF/F+ ; 21 ; mirmirmir ; 204 
 1072 ; 1 рубль. Жетон офицерского нижегородского соединенного клуба. Гурт забит ; ND ;  ; Cu-Ni ; VF- ; 39 ; Георг ; 2772 
 1073 ; Жетон. Часовня Спасителя в первоначальном дворце императора Петра I ;  ;  ; Ag ; VF-XF ; 43 ; VAP20 ; 7216 
 1074 ; Жетон. В память коронации Александра III. Отверстие 12 часов ; 1883 ;  ; Br ; F+ ; 7 ; weter41 ; 136 
 1075 ; Жетон. Перуин. Париж. Р. Пето ; 1905 ;  ; Br ; F-VF ; 25 ; SPA ; 81 
 1076 ; Жетон. В память коронации Александра III ; 1883 ;  ; Br ; VF-XF ; 30 ; RVS ; 820 
 1077 ; Жетон на память об окончании гимназии. Гравировка ; 1903 ;  ; Au,эмаль ; XF- ; 42 ; UIT77 ; 10613 
 1078 ; Жетон на память о дружбе. Гравировка ; 1919 ;  ; Б/м ; VF ; 17 ; Григорий ; 212 
 1079 ; Призовой жетон ; 1911 ;  ; Ag ; VF+ ; 30 ; valenok ; 661 
 1080 ; Жетон с вензелем ; 1911 ;  ; Au ; VF ; 49 ; KURKUL ; 2046 
 1081 ; Жетон. На счастье. Деформация ;  ;  ; Ag ; F-VF ; 10 ; Semenich ; 567 
 1082 ; Медаль. Подарок французских женщин кронштадским морякам ; 1891-1893 ;  ; Б/м, эмаль ; VF+ ; 52 ; Semenich ; 6590 
 1083 ; Лот жетонов (6шт): 30коп, 15,5к, 1к ;  ;  ; Ж/м ; F/F-VF ; 59 ; murka1973 ; 1388 
 1084 ; Медаль. 50 лет победы в ВОВ ; ММД ;  ; Б/м ; Proof ; 46 ; valenok ; 396 
 1085 ; Медаль. Юрий Алексеевич Гагарин 1934-1968 ; 1976 ;  ; Ж/м ; AU ; 43 ; Drakon ; 519 
 1086 ; Медаль "За заслуги перед академией". 250 лет Российской Академии Художеств. В коробке ; 2007ММД ;  ; Ж/м ; Proof-Like ; 108 ; RAPAN ; 1581 
 1087 ; Медаль. Московский университет. М.Казаков, Д.Жилярди, А.Григорьев ; 1786-1793, 1817-1819 ;  ; Ж/м ; AU ; 27 ; vlad-rom ; 512 
 1088 ; Медаль. Московский государственный университет им. М.В. Ломоносова ;  ;  ; Ж/м ; AU ; 147 ; 705709 ; 9792 
 1089 ; Медаль. Петр I. Государев кабинет. Первая Нумизматическая коллекция в России ; 1991ЛМД ;  ; Ж/м ; AU ; 58 ; Седой ; 2386 
 1090 ; Медаль. Константин Коровин. Медальер Леонова А.А. ; 1989ЛМД ;  ; Ж/м ; AU ; 20 ; 705709 ; 405 
 1091 ; Медаль. Всесоюзное общество Филателистов. Медальер Шабанов А.Б. ; ЛМД ;  ; Ж/м ; AU ; 58 ; 705709 ; 1003 
 1092 ; Медаль. В.А.Жуковский. Медальер Дудник В.И. ; 1989ЛМД ;  ; Ж/м ; AU ; 35 ; 705709 ; 459 
 1093 ; Медаль. 100 лет со дня рождения академика Дмитрия Васильевича Наливкина. Медальеры С.Захаров, Н.Носов ; ЛМД ;  ; Ж/м ; AU ; 71 ; vjyldjh ; 1904 
 1094 ; Орден Дубовой короны. Люксембург. На оригинальной ленте, в коробке ;  ;  ; Ag,позол?, ; AU ; 65 ; costa ; 3700 
 1095 ; Орден белой Розы. Финляндия. На оригинальной ленте с розткой, в коробке ; 1979 ;  ; Ag, позоло ; AU ; 28 ; costa ; 3654 
 1096 ; Шпанга из 3-х наград: Железный крест II класса, Крест Гинденбурга, Медаль "За храбрость и верность" ; 1МВ ;  ; Ag,Fe,Br ; VF+/AU ; 26 ; ceo ; 4050 
 1097 ; Колодка наград США (3 шт): Медаль ВМФ и корпуса морской пехоты, Медаль корпуса морской пехоты "За хорошую службу и поведение" (5-е награждение), Медаль "За службу по защите нации" ;  ;  ; Br ; XF ; 49 ; Ag999 ; 1802 
 1098 ; Железный крест II класса. Пруссия ; 1МВ ;  ; Fe, серебр ; XF ; 15 ; Ag999 ; 2210 
 1099 ; Орден национального флага 2-ой степени. КНДР ;  ;  ; Б/м,эмаль ; XF+ ; 55 ; UIT77 ; 826 
 1100 ; Крест. За 10 лет выслуги. Офицерский. Болгария ; 1МВ ;  ; Ag ; VF-XF ; 27 ; велко ; 2232 
 1101 ; Железный крест II класса. Пруссия ; 1МВ ;  ; Fe,серебре ; VF ; 20 ; Ag999 ; 2171 
 1102 ; Медаль. 40 лет правления. Леопольд II. Бельгия ; 1905 ;  ; Ж/м ; XF ; 17 ; Semenich ; 545 
 1103 ; Крест Гинденбурга без мечей. Германия ; 1МВ ;  ; Br ; XF+ ; 6 ; Mike! ; 723 
 1004 ; Антониниан. Рим, имп. Проб. М-3,24гр ; 276-282 ;  ; Cu ; F ; 32 ; AI ; 385 
 1005 ; Тетрахалк. Пантикопей. М-1,78гр ; 160-150 гг до н.э. ;  ; Cu ; F+ ; 40 ; VR62 ; 222 
