 5499 ; Почтовая карточка Китай ;  ;  ;  ;  ; 12 ; Краснодар ; 99 
 1943 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 21 ; Shundr ; 1768 
 1944 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 17 ; Wulf ; 1940 
 1945 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 3 ; ANDREYMAG ; 115 
 1946 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 4 ; se170661 ; 102 
 1947 ; 1 рубль. Новодел ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 14 ; служба тяги ; 459 
 1948 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 3 ; ANDREYMAG ; 118 
 1949 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 14 ; служба тяги ; 532 
 1950 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 18 ; служба тяги ; 552 
 1951 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 6 ; xxzx ; 971 
 1952 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 12 ; xxzx ; 925 
 1953 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 10 ; 🌍 ; 305 
 1954 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 21 ; Rogoff ; 276 
 1955 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 4 ; vvoha ; 102 
 1956 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 6 ; se170661 ; 102 
 1957 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 19 ; Rublicus ; 348 
 1858 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 14 ; flutter ; 602 
 1859 ; 50 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; XF+ ; 22 ; Gudik ; 100 
 1860 ; 10 рублей. МинЮстиции России ; 2002 ;  ; биметалл ; AU ; 37 ; 2104 ; 283 
 1861 ; 1 рубль. Новодел. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 32 ; shelbyroush ; 1632 
 1862 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 33 ; МММ ; 958 
 1863 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 12 ; flutter ; 1077 
 1864 ; 1 рубль. Упаковка нарушена ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 25 ; Alex72 ; 493 
 1865 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 36 ; Ivan85 ; 1757 
 1866 ; 1 рубль. Упаковка нарушена ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 3 ; Wulf ; 188 
 1867 ; 1 рубль. Упаковка нарушена ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 3 ; Wulf ; 182 
 1868 ; 1 рубль. Упаковка нарушена ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 11 ; света1973 ; 134 
 1869 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 15 ; vino-54 ; 257 
 1870 ; 1 рубль. Упаковка нарушена ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 5 ; света1973 ; 110 
 1871 ; 1 рубль. Упаковка нарушена ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 7 ; света1973 ; 134 
 1872 ; 1 рубль. Упаковка нарушена ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 3 ; Wulf ; 191 
 1873 ; 1 рубль. Упаковка нарушена ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 13 ; света1973 ; 125 
 1874 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 9 ; Wulf ; 193 
 1875 ; 1 рубль. Упаковка нарушена ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 9 ; света1973 ; 153 
 1876 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 27 ; света1973 ; 189 
 1877 ; 1 рубль. Упаковка нарушена ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 9 ; света1973 ; 122 
 1878 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 25 ; EagleR ; 183 
 1879 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 7 ; vino-54 ; 200 
 1880 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 10 ; rem ; 167 
 1881 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 38 ; Rublicus ; 828 
 1882 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 27 ; Гаечка ; 509 
 1883 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 19 ; 🌍 ; 532 
 1884 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 5 ; ANDREYMAG ; 167 
 1885 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 24 ; 55520 ; 509 
 1886 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 7 ; ANDREYMAG ; 167 
 1887 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 5 ; vino-54 ; 167 
 1888 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 9 ; val_diver ; 252 
 1889 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 6 ; Gudik ; 199 
 1890 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 17 ; Гаечка ; 449 
 1891 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 7 ; flutter ; 532 
 1892 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 24 ; 🌍 ; 282 
 1893 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 13 ; Rogoff ; 276 
 1894 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 17 ; Андрей Рик ; 282 
 1895 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 13 ; Rogoff ; 276 
 1896 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 13 ; Rogoff ; 276 
 1897 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 26 ; Mozart ; 1686 
 1898 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 33 ; CMSpb ; 1627 
 1899 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 12 ; Gudik ; 294 
 1900 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 9 ; Rogoff ; 251 
 1901 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 15 ; val_diver ; 287 
 1902 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 13 ; 🌍 ; 401 
 1903 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 3 ; Барон M ; 100 
 1904 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 13 ; Андрей Рик ; 202 
 1905 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 12 ; VVX ; 400 
 1906 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 3 ; Барон M ; 100 
 1907 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 3 ; Барон M ; 100 
 1808 ; 1 рубль. Поворот ; 2010 ;  ; Ni/St ; XF+ ; 5 ; sergon ; 13 
 1809 ; 1 рубль. Поворот ; 2009 ;  ; Ni/St ; XF+ ; 5 ; SANGOLD1 ; 6 
 1810 ; 1 рубль. Поворот ; 2007 ;  ; Cu-Ni ; XF ; 1 ; vaeltaja ; 2 
 1811 ; 5 рублей. Поворот ; 2011 ;  ; Ni/St ; XF ; 11 ; lva08 ; 16 
 1812 ; 10 рублей. Северная Осетия-Алания. Магнитная ; 2013 ;  ; Би/м ; AU ; 74 ; Барон M ; 2645 
 1813 ; 5 копеек ; 1935 ;  ; Br ; F+ ; 77 ; ААФ ; 1581 
 1814 ; 5 копеек ; 1943 ;  ; Br ; F ; 14 ; Pomnikov ; 91 
 1815 ; 5 копеек ; 1943 ;  ; Br ; F- ; 8 ; ShYrik_RUS ; 26 
 1816 ; 10 копеек ; 1934 ;  ; Ni ; F+ ; 61 ; cr2952 ; 925 
 1817 ; 10 копеек ; 1934 ;  ; Ni ; F+ ; 51 ; прохожий ; 1022 
 1818 ; 5 рублей ; 1991 ; ЛМД Винторогий козел ; биметалл ; AU ; 8 ; Heawen ; 638 
 1819 ; 50 рублей ; 1993 ; ЛМД Дальневосточный аист ; биметалл ; XF ; 9 ; $KoKoS$ ; 710 
 1820 ; 5 рублей ; 1991 ; ЛМД Рыбный филин ; биметалл ; AU ; 10 ; Heawen ; 665 
 1821 ; 50 рублей ; 1993 ; ЛМД Кавказский тетерев ; биметалл ; XF ; 5 ; $KoKoS$ ; 711 
 1822 ; 50 рублей ; 1994 ; ЛМД Джейран ; биметалл ; AU ; 48 ; andrry ; 3000 
 1823 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 26 ; artem64 ; 204 
 1824 ; 25 рублей. ФИФА ; 2018 ;  ; Cu-Ni ; XF+ ; 17 ; MVFNN ; 53 
 1825 ; 25 рублей. ФИФА ; 2018 ;  ; Cu-Ni ; XF+ ; 16 ; kvl9293 ; 53 
 1826 ; 25 рублей. ФИФА ; 2018 ;  ; Cu-Ni ; XF+ ; 12 ; MVFNN ; 42 
 1827 ; 25 рублей. ФИФА ; 2018 ;  ; Cu-Ni ; XF+ ; 12 ; мон ; 42 
 1828 ; 25 рублей. ФИФА ; 2018 ;  ; Cu-Ni ; XF+ ; 15 ; vadsev73 ; 51 
 1829 ; 25 рублей. ФИФА ; 2018 ;  ; Cu-Ni ; XF+ ; 15 ; прохожий ; 42 
 1830 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 23 ; RVR ; 114 
 1831 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF+ ; 25 ; Ultim ; 126 
 1832 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF ; 15 ; Андрей Рик ; 106 
 1833 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 5 ; SergO82 ; 174 
 1834 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF ; 9 ; evgens1 ; 59 
 1835 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF- ; 6 ; evgens1 ; 51 
 1836 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF+ ; 13 ; ANDREYMAG ; 122 
 1837 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 4 ; evgens1 ; 53 
 1838 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; AU ; 51 ; Пека ; 1409 
 1839 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF ; 5 ; ANDREYMAG ; 70 
 1840 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 24 ; se170661 ; 441 
 1841 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 39 ; apach ; 746 
 1842 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 12 ; Ultim ; 153 
 1843 ; 5 рублей. В капсуле NGC ; 1990 ; Матенадаран.Ереван ; Cu-Ni ;  ; 24 ; Вака Вака ; 630 
 1844 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 25 ; vvoha ; 200 
 1845 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 6 ; se170661 ; 102 
 1846 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 21 ; vvoha ; 201 
 1847 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 16 ; se170661 ; 146 
 1848 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 23 ; vvoha ; 200 
 1849 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 3 ; Chatsky ; 93 
 1850 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 24 ; Chatsky ; 184 
 1851 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 9 ; MVFNN ; 124 
 1852 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 3 ; vino-54 ; 202 
 1853 ; 1 рубль. Новодел. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 19 ; CAPITAN_FLINT ; 716 
 1854 ; 1 рубль. Новодел. Упаковка ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 31 ; shelbyroush ; 740 
 1855 ; 1 рубль. Новодел. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 12 ; shelbyroush ; 627 
 1856 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 15 ; EagleR ; 213 
 1857 ; 1 рубль. Новодел. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 15 ; jek31 ; 612 
 1758 ; 50 рублей ; 1993 ; ЛМД Гималайский медведь ; биметалл ; XF ; 13 ; Mozart ; 867 
 1759 ; 50 рублей ; 1993 ; ЛМД Гималайский медведь ; биметалл ; XF+ ; 24 ; Алексей_78 ; 801 
 1760 ; 50 рублей ; 1993 ; ЛМД Туркменский зублефар ; биметалл ; XF+ ; 10 ; Mozart ; 816 
 1761 ; 50 рублей ; 1993 ; ЛМД Дальневосточный аист ; биметалл ; XF ; 9 ; Mozart ; 816 
 1762 ; 50 рублей ; 1993 ; ЛМД Дальневосточный аист ; биметалл ; XF ; 9 ; $KoKoS$ ; 726 
 1763 ; 50 рублей ; 1993 ; ЛМД Дальневосточный аист ; биметалл ; XF ; 7 ; циркус ; 816 
 1764 ; 50 рублей ; 1993 ; ЛМД Гималайский медведь ; биметалл ; XF+ ; 15 ; $KoKoS$ ; 783 
 1765 ; 50 рублей ; 1993 ; ЛМД Туркменский зублефар ; биметалл ; XF+ ; 8 ; andrry ; 805 
 1766 ; 50 рублей ; 1993 ; ЛМД Туркменский зублефар ; биметалл ; XF+ ; 8 ; $KoKoS$ ; 800 
 1767 ; 5 рублей ; 1991 ; ЛМД Винторогий козел ; биметалл ; XF ; 13 ; Алексей_78 ; 638 
 1768 ; 5 рублей ; 1991 ; ЛМД Рыбный филин ; биметалл ; XF ; 13 ; Алексей_78 ; 612 
 1769 ; 10 рублей ; 1992 ; ЛМД Амурский Тигр ; биметалл ; XF+ ; 8 ; $KoKoS$ ; 1120 
 1770 ; 10 рублей ; 1992 ; ЛМД Краснозобая казарка ; биметалл ; XF- ; 22 ; $KoKoS$ ; 778 
 1771 ; 10 рублей ; 1992 ; ЛМД Среднеазиатская кобра ; биметалл ; XF+ ; 14 ; andrry ; 975 
 1772 ; 50 рублей ; 1993 ; ЛМД Гималайский медведь ; биметалл ; AU ; 10 ; CAPITAN_FLINT ; 812 
 1773 ; 50 рублей ; 1993 ; ЛМД Дальневосточный аист ; биметалл ; AU ; 12 ; cr3041 ; 816 
 1774 ; 50 рублей ; 1993 ; ЛМД Черноморская афалина ; биметалл ; XF+ ; 8 ; CAPITAN_FLINT ; 864 
 1775 ; 50 рублей ; 1993 ; ЛМД Кавказский тетерев ; биметалл ; XF+ ; 7 ; $KoKoS$ ; 737 
 1776 ; 50 рублей ; 1993 ; ЛМД Туркменский зублефар ; биметалл ; XF+ ; 10 ; $KoKoS$ ; 737 
 1777 ; 50 рублей ; 1994 ; ЛМД Зубр ; биметалл ; XF ; 19 ; iustas ; 1475 
 1778 ; 50 рублей ; 1994 ; ЛМД Сапсан ; биметалл ; XF ; 16 ; ши-тцу ; 1432 
 1779 ; 50 рублей ; 1994 ; ЛМД Фламинго ; биметалл ; XF ; 15 ; andrry ; 1326 
 1780 ; 50 рублей ; 1994 ; ЛМД Песчаный слепыш ; биметалл ; XF+ ; 16 ; $KoKoS$ ; 1200 
 1781 ; Разменный знак 10. Остров Шпицберген. "Конец света"-по календарю майя ; 2012СПМД ;  ; Cu-Ni ; Proof ; 25 ; gola78 ; 644 
 1782 ; Разменный знак 10. Остров Шпицберген. Взрыв метеорита над Челябинском ; 2013СПМД ;  ; Cu-Ni ; Proof ; 22 ; m1940 ; 1008 
 1783 ; Переводной рубль. Международный банк экономического сотрудничества. Упаковка нарушена ;  ;  ; Cu-Ni ; Proof ; 31 ; Vanomah ; 1838 
 1784 ; 20 рублей ; 1992 ; ММД ; Cu-Ni ; VF+ ; 9 ; sub215 ; 26 
 1785 ; 3 копейки ; 1930 ; В СССР С вытянуты, шт.20 коп.1924 ; Br ; F+ ; 27 ; ААФ ; 2267 
 1786 ; 5 копеек ; 1935 ;  ; Br ; G ; 17 ; Chatsky ; 65 
 1787 ; 3 копейки ; 1937 ;  ; Br ; F+ ; 5 ; страус ; 8 
 1788 ; 5 рублей. Брак монетного двора. Поворот ; 1998 ;  ; Cu-Ni ; F-VF ; 5 ; trio ; 6 
 1789 ; 2 рубля. Брак монетного двора. Поворот ; 1998 ;  ; Cu-Ni ; VF ; 2 ; trio ; 3 
 1790 ; 2 рубля. Брак монетного двора. Поворот ; 2008 ;  ; Cu-Ni ; VF+ ; 1 ; trio ; 2 
 1791 ; 2 рубля. Брак монетного двора. Поворот ; 2007 ;  ; Cu-Ni ; XF- ; 1 ; vaeltaja ; 2 
 1792 ; 1 рубль. Брак монетного двора. Поворот ; 1998 ;  ; Cu-Ni ; VF+ ; 2 ; trio ; 3 
 1793 ; 10 рублей. Брак монетного двора. Поворот ; 2012 ;  ; Лат/St ; XF ; 27 ; trio ; 35 
 1794 ; Жетон. 5 червонцев. Красная книга. Жужелица крымская ; 2017ММд ;  ; Би/м ; AU ; 35 ; мартин ; 570 
 1795 ; Жетон. 5 червонцев. Красная книга. Жужелица крымская ; 2017ММД ;  ; Би/м ; AU ; 12 ; musik ; 552 
 1796 ; Жетон. 5 червонцев. Красная книга. Стерх ; 2017ММД ;  ; Би/м ; AU ; 12 ; Olimpia ; 385 
 1797 ; Жетон. 5 червонцев. Красная книга. Стерх ; 2017ММД ;  ; Би/м ; AU ; 15 ; мартин ; 430 
 1798 ; Жетон. 5 червонцев. Красная книга. Китайский окунь ; 2016ММД ;  ; Би/м ; AU ; 18 ; Olimpia ; 278 
 1799 ; Жетон. 5 червонцев. Красная книга. Китайский окунь ; 2016ММД ;  ; Би/м ; AU ; 20 ; Olimpia ; 316 
 1800 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 19 ; Ivanp1ter ; 209 
 1801 ; 10 рублей. Северная Осетия-Алания. Редкий гурт ; 2013 ;  ; Би/м ; AU ; 15 ; artem64 ; 214 
 1802 ; 10 рублей. Чеченская Республика ; 2010 ;  ; Би/м ; AU ; 14 ; barcai ; 6131 
 1803 ; 10 рублей. Ненецкий АО ; 2010 ;  ; Би/м ; AU ; 15 ; mao2017 ; 357 
 1804 ; 1 копейка. Поворот ; 2005 ;  ; Cu-Ni ; XF ; 7 ; lva08 ; 12 
 1805 ; 10 копеек. Поворот ; 2005 ;  ; Cu/St ; XF ; 3 ; lva08 ; 6 
 1806 ; 10 копеек. Поворот ; 2009 ;  ; Cu/St ; XF ; 1 ; trio ; 2 
 1807 ; 1 копейка. Поворот ; 1998 ;  ; Cu-Ni ; XF ; 5 ; lva08 ; 12 
 1708 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 7 ; evgens1 ; 88 
 1709 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 21 ; dizel86 ; 130 
 1710 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 6 ; es72 ; 104 
 1711 ; 20 копеек ; 1928 ;  ; Ag ; VF ; 21 ; dizel86 ; 87 
 1712 ; 15 копеек ; 1923 ;  ; Ag ; F ; 13 ; roza77 ; 59 
 1713 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 25 ; Avdeev13 ; 105 
 1714 ; 15 копеек ; 1924 ;  ; Ag ; VF- ; 36 ; Avdeev13 ; 317 
 1715 ; 15 копеек ; 1925 ;  ; Ag ; VF- ; 9 ; evgens1 ; 61 
 1716 ; 10 копеек ; 1921 ;  ; Ag ; VF+ ; 51 ; ААФ ; 2115 
 1717 ; 10 копеек ; 1922 ;  ; Ag ; VF+ ; 13 ; Avdeev13 ; 357 
 1718 ; 10 копеек ; 1923 ;  ; Ag ; VF- ; 17 ; anna53 ; 93 
 1719 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 15 ; Avdeev13 ; 306 
 1720 ; 10 копеек ; 1923 ;  ; Ag ; VG ; 18 ; Rober ; 44 
 1721 ; 10 копеек ; 1924 ;  ; Ag ; F-VF ; 30 ; dizel86 ; 261 
 1722 ; 10 копеек ; 1927 ;  ; Ag ; VF+ ; 21 ; G00dvin ; 172 
 1723 ; 10 копеек ; 1928 ;  ; Ag ; VF- ; 19 ; iustas ; 134 
 1724 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F- ; 32 ; anna53 ; 305 
 1725 ; Полкопейки ; 1925 ;  ; Cu ; VF-XF ; 47 ; Ser83 ; 820 
 1726 ; Полкопейки ; 1925 ;  ; Cu ; F- ; 28 ; Eldar ; 214 
 1727 ; Полкопейки ; 1925 ;  ; Cu ; VF-XF ; 29 ; Ser83 ; 708 
