 4804 ; Бона иностранная. Сербская Краина ; 1993 ;  ;  ;  ; 63 ; liderssen ; 206 
 1744 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF-XF ; 59 ; uz ; 306 
 1745 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 16 ; Ратамахатта ; 113 
 1746 ; Полкопейки ; 1925 ;  ; Cu ; VF+ ; 123 ; порт ; 518 
 1747 ; Полкопейки ; 1925 ;  ; Cu ; F-VF ; 66 ; Georgiy ; 306 
 1748 ; Полкопейки ; 1927 ;  ; Cu ; XF ; 65 ; svv ; 806 
 1749 ; Полкопейки ; 1927 ;  ; Cu ; VF- ; 83 ; Олег33 ; 510 
 1750 ; Жетон. 3 марки. Слава Русского оружия. Гв. миномет "Катюша" ; 2003СПМД ;  ; Ag925 ; Proof ; 43 ; гномы forever ; 1388 
 1751 ; Жетон. 1 рубль. 70 лет Советскому чекану ; СПМД ;  ; Ag925 ; XF ; 87 ; molodes ; 1385 
 1752 ; Жетон. Один полтинник. Ю.Гагарин ; 2011ММД ;  ; Cu-Ni ; Proof ; 63 ; and1972 ; 788 
 1753 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Против терроризма. Нью-Йорк 11 сентября. Упаковка ; 2001 ;  ; Cu-Ni ; Proof ; 140 ; колхоз1 ; 2477 
 1654 ; 15 копеек ; 1924 ;  ; Ag ; XF ; 29 ; бортик ; 102 
 1655 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 65 ; жулик ; 174 
 1656 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 10 ; mercatel ; 74 
 1657 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 9 ; сортам70 ; 72 
 1658 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 72 ; sovet ; 95 
 1659 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 7 ; сортам70 ; 72 
 1660 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 8 ; сортам70 ; 72 
 1661 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 12 ; сортам70 ; 71 
 1662 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 6 ; сортам70 ; 69 
 1663 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 56 ; сортам70 ; 65 
 1664 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 12 ; dimon46 ; 67 
 1665 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 12 ; сортам70 ; 65 
 1666 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 89 ; mercatel ; 164 
 1667 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 6 ; сортам70 ; 72 
 1668 ; 20 копеек ; 1927 ;  ; Ag ; VF-XF ; 15 ; сортам70 ; 74 
 1669 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 7 ; Uri ; 125 
 1670 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 46 ; mercatel ; 76 
 1671 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 17 ; сортам70 ; 75 
 1672 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 4 ; сортам70 ; 72 
 1673 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 36 ; 27 ; 77 
 1674 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 60 ; 27 ; 71 
 1675 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 18 ; vel2010 ; 72 
 1676 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 4 ; сортам70 ; 65 
 1677 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 30 ; lexx66 ; 277 
 1678 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 59 ; Antromis ; 290 
 1679 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 20 ; kost ; 92 
 1680 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 23 ; ld74 ; 135 
 1681 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 10 ; жулик ; 102 
 1682 ; 20 копеек ; 1930 ;  ; Ag ; VF+ ; 34 ; kost ; 101 
 1683 ; 20 копеек ; 1930 ;  ; Ag ; VF- ; 9 ; бортик ; 55 
 1684 ; 15 копеек ; 1921 ;  ; Ag ; VF- ; 58 ; WOLK ; 740 
 1685 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 14 ; fedotov.andrei ; 65 
 1686 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 29 ; камильфо ; 95 
 1687 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 30 ; ANNT4 ; 160 
 1688 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 12 ; artur2000 ; 102 
 1689 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 7 ; сквозняк_44 ; 71 
 1690 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 57 ; сквозняк_44 ; 67 
 1691 ; 15 копеек ; 1924 ;  ; Ag ; XF- ; 19 ; жулик ; 102 
 1692 ; 15 копеек ; 1924 ;  ; Ag ; XF- ; 74 ; t_v_v ; 97 
 1693 ; 15 копеек ; 1925 ;  ; Ag ; XF ; 34 ; 27 ; 72 
 1694 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 11 ; dimon46 ; 67 
 1695 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 24 ; jimmysu ; 67 
 1696 ; 15 копеек ; 1927 ;  ; Ag ; XF+ ; 25 ; aleksey1970 ; 306 
 1697 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 33 ; lexx66 ; 160 
 1698 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 13 ; Greenfields ; 88 
 1699 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 8 ; сортам70 ; 72 
 1700 ; 15 копеек. Деформация ; 1927 ;  ; Ag ; VF+ ; 43 ; 869 ; 53 
 1701 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 29 ; жулик ; 176 
 1702 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 54 ; lvd ; 359 
 1703 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 17 ; Greenfields ; 105 
 1604 ; 3 рубля ; 1995 ; ЛМД Экспедиция Челюскина ; Ag ; Proof ; 30 ; крабик ; 1956 
 1605 ; 3 рубля ; 1995 ; ММД Спасо-Преобр.собор в Переславле ; Ag ; Proof ; 27 ; shkon ; 2255 
 1606 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимире ; Ag ; Proof ; 29 ; dimass70 ; 2550 
 1607 ; 3 рубля ; 1995 ; ММД Экспедиция Р.Амундсена ; Ag ; Proof ; 34 ; Дядя Саша ; 2499 
 1608 ; 3 рубля ; 1995 ; ЛМД Национальная библиотека ; Ag ; Proof ; 36 ; djon.777 ; 2301 
 1609 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 28 ; djon.777 ; 2040 
 1610 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Рысь ; Ag ; Proof ; 28 ; lalula ; 2208 
 1611 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Соболь ; Ag ; AU ; 48 ; Bizon6055 ; 1617 
 1612 ; 3 рубля ; 1996 ; ЛМД Тобольский Кремль ; Ag ; Proof ; 53 ; djon.777 ; 2040 
 1613 ; 3 рубля ; 1997 ; ММД Москва-Минск ; Ag ; Proof ; 34 ; lalula ; 2333 
 1614 ; 3 рубля ; 1997 ; ММД Корен.Рожд.-Бог.пуст.в Курске ; Ag ; Proof ; 38 ; генерал222 ; 3213 
 1615 ; 3 рубля ; 1997 ; ММД Свято-Введен.монаст.в Ярославле ; Ag ; Proof ; 48 ; Дядя Саша ; 3244 
 1616 ; 3 рубля ; 1998 ; СПМД Русский музей. Ангел с золотыми волосами ; Ag ; Proof ; 58 ; spbra ; 3442 
 1617 ; 3 рубля ; 1998 ; ММД Год прав человека в России. Конституция России на фоне карты ; Ag ; Proof ; 32 ; stanla ; 2267 
 1618 ; 3 рубля ; 1998 ; СПМД Русский музей. Купчиха за чаем ; Ag ; Proof ; 41 ; ЖЖЖ ; 3387 
 1619 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 77 ; sveta6369 ; 755 
 1620 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 35 ; лаботряс ; 1020 
 1621 ; 2 рубля ; 1995 ; ЛМД С.А.Есенин ; Ag ; Proof ; 117 ; лаботряс ; 1020 
 1622 ; 2 рубля ; 2003 ; СПМД 200 лет со дня рождения Ф.И.Тютчева ; Ag ; Proof ; 61 ; жулик ; 1020 
 1623 ; Монетовидный жетон "Россия". Всеволод Бобров. D-32мм. М-16,82г ; СПМД ;  ; Ag925 ; Proof ; 35 ; крабик ; 1074 
 1624 ; Рубль ; 1921 ; (АГ) ; Ag ; VF-XF ; 80 ; Моби1 ; 3570 
 1625 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF/AU ; 87 ; GEU34 ; 1658 
 1626 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 71 ; GEU34 ; 1997 
 1627 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 32 ; funcash ; 1532 
 1628 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 30 ; vitapool ; 521 
 1629 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF ; 35 ; vitapool ; 463 
 1630 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 90 ; ld74 ; 549 
 1631 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 28 ; амбал ; 510 
 1632 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 30 ; vitapool ; 396 
 1633 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 24 ; GUGA ; 499 
 1634 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 40 ; ss13 ; 483 
 1635 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 53 ; ss13 ; 422 
 1636 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 61 ; aleksey1970 ; 520 
 1637 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 35 ; imi ; 363 
 1638 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 37 ; lcoins ; 364 
 1639 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 21 ; lcoins ; 339 
 1640 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 20 ; саша0374 ; 355 
 1641 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 28 ; kotovska ; 380 
 1642 ; Один полтинник. Отверстие 12 часов ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 57 ; lora ; 263 
 1643 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 19 ; саша0374 ; 348 
 1644 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 19 ; саша0374 ; 336 
 1645 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 46 ; Alex75 ; 612 
 1646 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF- ; 28 ; Georgiy ; 395 
 1647 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF- ; 34 ; imi ; 365 
 1648 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF- ; 26 ; lcoins ; 357 
 1649 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 71 ; aleksey1970 ; 908 
 1650 ; 20 копеек ; 1921 ;  ; Ag ; F ; 8 ; жулик ; 417 
 1651 ; 20 копеек ; 1922 ;  ; Ag ; XF- ; 58 ; ANNT4 ; 187 
 1652 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 14 ; жулик ; 102 
 1653 ; 20 копеек ; 1923 ;  ; Ag ; VF-XF ; 14 ; сортам70 ; 69 
 1195 ; Лот сувенирных жетонов Парижа (9шт) ; 2004-2008 ;  ; Ж/м ; XF/AU ; 56 ; KKK ; 465 
 1196 ; Лот сувенирных жетонов Парижа (10шт) ;  ;  ; Ж/м ; XF/AU ; 55 ; KKK ; 496 
 1197 ; Лот жетонов "Shell": 8шт ;  ;  ; Ж/м ; F-VF/VF-XF ; 29 ; rik ; 231 
 1198 ; Лот жетонов (5шт) ;  ;  ; Ж/м,б/м,Al ; VF-/AU ; 14 ; konstk2 ; 148 
 1199 ; Лот значков (корабли): 6шт ;  ;  ; Al ; XF-/XF ; 50 ; limon ; 122 
 1200 ; Лот значков (Войска ПВО страны и Ветерану): 2шт ;  ;  ; Al ; XF-/XF ; 24 ; Shkeep ; 244 
 1201 ; Лот значков (медицинские ВУЗ и техникум): 2шт ;  ;  ; Al ; XF-/XF ; 47 ; igors1969 ; 410 
 1202 ; Лот значков (Всегда готов): 4шт ;  ;  ; Al ; XF-/XF ; 70 ; Sky2 ; 278 
 1203 ; Лот значков (донор): 7шт ;  ;  ; Al ; XF-/XF ; 81 ; aa_ras ; 465 
 1204 ; Лот значков (ВЛКСМ): 6шт ;  ;  ; Al ; XF-/XF ; 85 ; коМм ; 131 
 1205 ; Лот военных и трудовых знаков. ГДР: 5шт ;  ;  ; Ж/м ; VF/XF ; 39 ; aa_ras ; 134 
 1565 ; 10 рублей. М-1,555г ; 1994 ; ММД Балерина ; Au ; Proof ; 48 ; 654321 ; 4984 
 1566 ; 3 рубля ; 2004 ; СПМД 300-летие денежной реформы Петра I ; Ag/Au ; Proof ; 51 ; veron ; 13734 
 1567 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; Proof ; 34 ; Bizon6055 ; 1504 
 1568 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; Proof ; 14 ; лаботряс ; 1175 
 1569 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 6 ; говорун ; 1019 
 1570 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 50 ; ova ; 1275 
 1571 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; Proof ; 5 ; лаботряс ; 1040 
 1572 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 3 ; imi ; 1019 
 1573 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 9 ; SKeeper ; 1083 
 1574 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 17 ; yuri.gruzdev ; 1389 
 1575 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; Proof ; 10 ; Bizon6055 ; 1389 
 1576 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; Proof ; 20 ; Bizon6055 ; 1504 
 1577 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; AU ; 13 ; potapov0 ; 1248 
 1578 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Proof ; 5 ; лаботряс ; 1040 
 1579 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; AU ; 3 ; pref ; 1019 
 1580 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 3 ; pref ; 1019 
 1581 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; Proof ; 24 ; shkon ; 852 
 1582 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; XF+ ; 20 ; SKeeper ; 628 
 1583 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; Proof ; 30 ; жулик ; 813 
 1584 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 19 ; vitapool ; 619 
 1585 ; 5 рублей ; 1977 ; ММД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 33 ; shkon ; 833 
 1586 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; Proof ; 21 ; Bizon6055 ; 902 
 1587 ; 5 рублей ; 1978 ; ММД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; AU ; 30 ; rbcrf ; 1200 
 1588 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; Proof ; 14 ; vitapool ; 617 
 1589 ; 5 рублей ; 1978 ; ММД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; AU ; 15 ; жулик ; 773 
 1590 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 26 ; жулик ; 740 
 1591 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 49 ; жулик ; 1200 
 1592 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 19 ; vitapool ; 619 
 1593 ; 5 рублей ; 1979 ; ММД Метание молота.Игры XXII Олимпиады ; Ag ; Proof ; 21 ; shkon ; 884 
 1594 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 21 ; Bizon6055 ; 907 
 1595 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; Proof ; 17 ; жулик ; 765 
 1596 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII Олимпиады ; Ag ; Proof ; 24 ; Neva ; 959 
 1597 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 23 ; spbra ; 2040 
 1598 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 24 ; djon.777 ; 2040 
 1599 ; 3 рубля. Упаковка ; 1994 ; ММД "Сохраним наш мир". Соболь ; Ag ; Proof ; 48 ; Недорого ; 2753 
 1600 ; 3 рубля ; 1995 ; ММД Белгород ; Ag ; Proof ; 23 ; shkon ; 2000 
 1601 ; 3 рубля ; 1995 ; ЛМД Новгородский Кремль ; Ag ; Proof ; 28 ; shkon ; 1964 
 1602 ; 3 рубля ; 1995 ; ЛМД Русский балет. "Спящая красавица" ; Ag ; Proof ; 24 ; shkon ; 1700 
 1603 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 24 ; shkon ; 2000 
 1145 ; Знак. 1-й пехотный полк ;  ;  ; Б/м ; XF ; 54 ; mirumir ; 352 
 1146 ; Знак. 35-й десантный полк ;  ;  ; Ж/м ; AU ; 92 ; murew ; 334 
 1147 ; Знак 2-й колониальный десантный полк ;  ;  ; Ж/м ; AU ; 49 ; mirumir ; 352 
 1148 ; Знак Отличный спортсмен. Монголия ;  ;  ; Ж/м,эмаль ; VF+ ; 64 ; нэри ; 300 
 1149 ; Знак. Дружинник ;  ;  ; Ж/м ; XF- ; 27 ; GlueStick ; 260 
 1150 ; Знак БНА 1кл ;  ;  ; Ж/м,эмаль ; XF ; 41 ; Neva ; 187 
 1151 ; Знак Комсомол Монголия ;  ;  ; Ж/м ; XF ; 12 ; aa_ras ; 327 
 1152 ; Знак 50 лет профсоюзам. Монголия ;  ;  ; Ж/м,эмаль ; VF-XF ; 4 ; нэри ; 301 
 1153 ; Знак Пионерия. Монголия ;  ;  ; Ж/м ; XF ; 6 ; aa_ras ; 340 
 1154 ; Знак иностраннный ;  ;  ; Ж/м,эмаль ; VF-XF ; 38 ; нэри ; 100 
 1155 ; Знак Музей пожарного общества Рига ;  ;  ; Al ; XF+ ; 1 ; vd sport ; 2 
 1156 ; Знак. Дни литературы и искусства Эстонской ССР в Украинской ССР ;  ;  ; Ж/м,эмаль ; XF ; 5 ; Valet ; 91 
 1157 ; Знак Швецкие добровольцы. Финляндия ; 1941 ;  ; Ж/м ; VF- ; 27 ; alexander9595 ; 51 
 1158 ; Знак "Спецназ" МВД Республики Беларусь ;  ;  ; Ж/м ; XF+ ; 23 ; AB ; 261 
 1159 ; Знак "За службу" МЧС Беларуси ;  ;  ; Б/м ; XF- ; 31 ; AB ; 181 
 1160 ; Знак Советско-Болгарская дружба ;  ;  ; Ж/м ; XF ; 19 ; limon ; 19 
 1161 ; Знак 250 лет добровольного присоединения Казахстана к России. В коробке ;  ;  ; Ж/м ; VF ; 44 ; vladimir-sirke ; 76 
 1162 ; Знак 20 лет. В коробке ; ЛМД ;  ; Al ; XF+ ; 18 ; limon ; 56 
 1163 ; Жетон. Лауреату, фестиваля Невского р-на ; 1957 ;  ; Ж/м ; XF- ; 16 ; limon ; 108 
 1164 ; Жетон 50 лет Октября. Чебоксары. D-34мм ;  ;  ; Ж/м ; XF ; 41 ; limon ; 38 
 1165 ; Жетон. Лыжный клуб Хельсинки. Финляндия 2 место ; 1924 ;  ; Ж/м ; VF- ; 8 ; limon ; 102 
 1166 ; Жетон Санкт-Петербург. Coins 2010. D-34мм ;  ;  ; Ж/м ; XF- ; 23 ; света ; 131 
 1167 ; Жетон Олимпийские игры в Нагано. D-30мм ;  ;  ; Б/м ; AU ; 40 ; vel2010 ; 101 
 1168 ; Жетон Белый Дом. США. D-31мм ;  ;  ; Ж/м ; XF+ ; 55 ; mercatel ; 79 
 1169 ; Жетон Департамент Министерства Финансов. D-38мм ;  ;  ; Ж/м ; XF ; 51 ; mercatel ; 79 
 1170 ; Жетон Государственные визиты в страны Северной Европы. D-35мм ;  ;  ; Ж/м ; XF- ; 42 ; Lena6975 ; 123 
 1171 ; Жетон иностранный ;  ;  ; Ж/м ; VF+ ; 8 ; rik ; 36 
 1172 ; Жетон. Монетный двор С-Петербург. Петр I. D-22мм ;  ;  ; Б/м ; AU ; 71 ; лаботряс ; 150 
 1173 ; Жетон. 50 лет. Фрунзенская. В буклете ; 2011 ;  ; Ж/м ; AU ; 16 ; alex70168 ; 123 
 1174 ; Жетон. Волковская. В буклете ; 2008 ;  ; Ж/м ; AU ; 60 ; KRASLAVA ; 1530 
 1175 ; Жетон. 200 лет Перебургскому государственному университету путей сообщений. В буклете ; 2009 ;  ; Ж/м ; AU ; 51 ; KRASLAVA ; 803 
 1176 ; Жетон. 50 лет. Электросилы. В буклете ; 2011 ;  ; Ж/м ; AU ; 50 ; alex70168 ; 165 
