 5839 ; Бона иностранная Сомали ;  ;  ;  ; AU ; 12 ; gdrg2 ; 58 
 1694 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 19 ; veektor ; 86 
 1695 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 11 ; paranoy ; 78 
 1696 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 31 ; daim ; 310 
 1697 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 11 ; paranoy ; 101 
 1698 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 11 ; paranoy ; 114 
 1699 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 13 ; paranoy ; 79 
 1700 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 23 ; cr2952 ; 153 
 1701 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 20 ; cr2952 ; 126 
 1702 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 15 ; paranoy ; 120 
 1703 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 33 ; Ravalnath ; 211 
 1704 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 24 ; cr2952 ; 126 
 1705 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 13 ; кент ; 95 
 1706 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 11 ; кент ; 99 
 1707 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 9 ; paranoy ; 90 
 1708 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 50 ; K.V.N. ; 236 
 1709 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 17 ; кент ; 101 
 1710 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 15 ; кент ; 89 
 1711 ; 10 копеек ; 1923 ;  ; Ag ; XF- ; 19 ; dali ; 210 
 1712 ; 10 копеек ; 1923 ;  ; Ag ; F- ; 9 ; 4444 ; 68 
 1713 ; 10 копеек ; 1923 ;  ; Ag ; XF+ ; 31 ; dali ; 310 
 1714 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 22 ; Hikon ; 115 
 1715 ; 10 копеек ; 1924 ;  ; Ag ; VF ; 33 ; ship-nik ; 365 
 1716 ; 10 копеек ; 1924 ;  ; Ag ; VF-XF ; 30 ; Rustiano ; 395 
 1717 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 25 ; hanim ; 136 
 1718 ; 10 копеек ; 1925 ;  ; Ag ; XF- ; 12 ; Zarik ; 101 
 1719 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 11 ; paranoy ; 101 
 1720 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 13 ; oleg1129 ; 115 
 1721 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 12 ; bratss ; 95 
 1722 ; 10 копеек ; 1927 ;  ; Ag ; XF+ ; 13 ; daim ; 322 
 1623 ; 15 копеек ; 1921 ;  ; Ag ; VF ; 35 ; lva08 ; 1951 
 1624 ; 15 копеек ; 1922 ;  ; Ag ; XF- ; 17 ; white964 ; 220 
 1625 ; 15 копеек ; 1922 ;  ; Ag ; VF-XF ; 36 ; smn51 ; 176 
 1626 ; 15 копеек ; 1922 ;  ; Ag ; VF- ; 18 ; Rober ; 170 
 1627 ; 15 копеек ; 1922 ;  ; Ag ; AU ; 33 ; trialsport ; 1019 
 1628 ; 15 копеек ; 1922 ;  ; Ag ; XF- ; 20 ; karrus ; 161 
 1629 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 26 ; gelo ; 141 
 1630 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 11 ; 37T ; 199 
 1631 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 12 ; veektor ; 90 
 1632 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 7 ; 37T ; 203 
 1633 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 15 ; ZorroT ; 240 
 1634 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 13 ; paranoy ; 90 
 1635 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 18 ; smn51 ; 115 
 1636 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 15 ; veektor ; 88 
 1637 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 17 ; 1606 ; 99 
 1638 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 9 ; 4444 ; 88 
 1639 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 31 ; veektor ; 98 
 1640 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 36 ; ZorroT ; 239 
 1641 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 13 ; 1606 ; 103 
 1642 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 22 ; K.V.N. ; 228 
 1643 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 7 ; бук ; 88 
 1644 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 9 ; daim ; 173 
 1645 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 17 ; 37T ; 204 
 1646 ; 15 копеек ; 1924 ;  ; Ag ; XF- ; 41 ; _Владимир_ ; 286 
 1647 ; 15 копеек ; 1924 ;  ; Ag ; AU ; 52 ; Rustiano ; 948 
 1648 ; 15 копеек ; 1924 ;  ; Ag ; VF-XF ; 45 ; dali ; 293 
 1649 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 16 ; smn51 ; 155 
 1650 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 11 ; Zarik ; 89 
 1651 ; 15 копеек ; 1928 ;  ; Ag ; XF/AU ; 15 ; ZorroT ; 126 
 1652 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 27 ; smn51 ; 126 
 1653 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 38 ; K.V.N. ; 308 
 1654 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 15 ; cr2952 ; 161 
 1655 ; 15 копеек ; 1928 ;  ; Ag ; AU/XF ; 9 ; daim ; 200 
 1656 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 20 ; мон ; 126 
 1657 ; 15 копеек ; 1929 ;  ; Ag ; XF/AU ; 22 ; paranoy ; 120 
 1658 ; 15 копеек ; 1929 ;  ; Ag ; XF ; 46 ; smn51 ; 126 
 1659 ; 15 копеек ; 1929 ;  ; Ag ; XF ; 16 ; webar ; 115 
 1660 ; 15 копеек ; 1929 ;  ; Ag ; XF+ ; 14 ; 31 ; 132 
 1661 ; 15 копеек ; 1929 ;  ; Ag ; VF ; 12 ; кент ; 114 
 1662 ; 15 копеек ; 1929 ;  ; Ag ; XF+ ; 21 ; кент ; 105 
 1663 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 11 ; alex-bigsan ; 197 
 1664 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 19 ; K.V.N. ; 510 
 1665 ; 15 копеек ; 1929 ;  ; Ag ; XF/AU ; 25 ; K.V.N. ; 136 
 1666 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 19 ; cr2952 ; 204 
 1667 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 23 ; tanker1975 ; 105 
 1668 ; 15 копеек ; 1929 ;  ; Ag ; XF/AU ; 29 ; _Владимир_ ; 125 
 1669 ; 15 копеек ; 1929 ;  ; Ag ; XF ; 20 ; gelo ; 110 
 1670 ; 15 копеек ; 1929 ;  ; Ag ; XF ; 29 ; ирренн ; 255 
 1671 ; 15 копеек. Аверс/реверс 45 градусов ; 1929 ;  ; Ag ; AU ; 45 ; K.V.N. ; 1259 
 1672 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 19 ; AlexMar ; 206 
 1573 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 47 ; K.V.N. ; 1127 
 1574 ; 20 копеек ; 1923 ;  ; Ag ; F ; 9 ; 4444 ; 68 
 1575 ; 20 копеек ; 1923 ;  ; Ag ; VF-XF ; 13 ; karden53 ; 94 
 1576 ; 20 копеек ; 1924 ;  ; Ag ; XF+ ; 36 ; Rustiano ; 204 
 1577 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 31 ; mart_si ; 153 
 1578 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 17 ; Vanmad ; 227 
 1579 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 18 ; ML144 ; 115 
 1580 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 19 ; oprst ; 115 
 1581 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 9 ; veektor ; 72 
 1582 ; 20 копеек ; 1924 ;  ; Ag ; F-VF ; 11 ; Plotnik_ov78 ; 72 
 1583 ; 20 копеек ; 1924 ;  ; Ag ; VF- ; 13 ; bagsy ; 102 
 1584 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 13 ; Truth ; 147 
 1585 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 9 ; karden53 ; 68 
 1586 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 17 ; Truth ; 115 
 1587 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 9 ; 312 ; 51 
 1588 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 18 ; AlexMar ; 126 
 1589 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 15 ; Plotnik_ov78 ; 72 
 1590 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 9 ; 4444 ; 68 
 1591 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 11 ; veektor ; 68 
 1592 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 14 ; mart_si ; 126 
 1593 ; 20 копеек ; 1927 ;  ; Ag ; VF+ ; 19 ; бук ; 99 
 1594 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 62 ; paranoy ; 112 
 1595 ; 20 копеек ; 1927 ;  ; Ag ; VF-XF ; 13 ; oleg1129 ; 102 
 1596 ; 20 копеек ; 1927 ;  ; Ag ; VF-XF ; 16 ; paranoy ; 101 
 1597 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 16 ; paranoy ; 124 
 1598 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 12 ; paranoy ; 108 
 1599 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 25 ; ZorroT ; 280 
 1600 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 11 ; K.V.N. ; 306 
 1601 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 17 ; daim ; 213 
 1602 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 25 ; JohnSilver ; 174 
 1603 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 11 ; paranoy ; 102 
 1604 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 9 ; paranoy ; 87 
 1605 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 30 ; K.V.N. ; 214 
 1606 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 13 ; paranoy ; 90 
 1607 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 9 ; 4444 ; 77 
 1608 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 33 ; ZorroT ; 700 
 1609 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 13 ; 4444 ; 96 
 1610 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 9 ; tanker1975 ; 101 
 1611 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 9 ; daim ; 173 
 1612 ; 20 копеек ; 1929 ;  ; Ag ; VF+ ; 16 ; gelo ; 99 
 1613 ; 20 копеек ; 1929 ;  ; Ag ; VF ; 17 ; oleg1129 ; 102 
 1614 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 8 ; K.V.N. ; 306 
 1615 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 9 ; daim ; 208 
 1616 ; 20 копеек ; 1929 ;  ; Ag ; VF+ ; 15 ; gelo ; 115 
 1617 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 15 ; 31 ; 135 
 1618 ; 20 копеек ; 1930 ;  ; Ag ; XF ; 16 ; R.V.R ; 126 
 1619 ; 20 копеек ; 1930 ;  ; Ag ; XF ; 11 ; paranoy ; 112 
 1620 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 11 ; paranoy ; 102 
 1621 ; 20 копеек ; 1930 ;  ; Ag ; VF-XF ; 11 ; paranoy ; 102 
 1622 ; 20 копеек ; 1930 ;  ; Ag ; XF- ; 17 ; valerdon ; 123 
 1523 ; 1 рубль ; 2006 ; СПМД Вооруженные силы РФ. Подводные силы. Атомный подводный ракетоносец. Птица ; Ag ; Proof ; 52 ; ooooo1961 ; 1816 
 1524 ; 1 рубль ; 2006 ; СПМД Вооруженные силы РФ. Подводные силы. Подводная лодка изобретателя Джевецкого ; Ag ; Proof ; 45 ; gola78 ; 1999 
 1525 ; 1 рубль ; 2006 ; СПМД Вооруженные силы РФ. Подводные силы. Атомный подводный ракетоносец. Птица ; Ag ; Proof ; 53 ; Snikers ; 2198 
 1526 ; 1 рубль ; 2006 ; СПМД Вооруженные силы РФ. Подводные силы. Эмблема ; Ag ; Proof ; 70 ; hero ; 2890 
 1527 ; 1 рубль ; 2007 ; СПМД Красная книга. Кольчатая нерпа ; Ag ; Proof ; 19 ; Inokesha ; 1625 
 1528 ; 1 рубль ; 2007 ; СПМД Красная книга. Степной лунь ; Ag ; Proof ; 31 ; Inokesha ; 2152 
 1529 ; 1 рубль ; 2007 ; СПМД Красная книга. Краснопоясный динодон ; Ag ; Proof ; 16 ; Inokesha ; 1561 
 1530 ; Рубль ; 1921 ; (АГ) ; Ag ; AU ; 63 ; trialsport ; 6680 
 1531 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 15 ; vadim.l ; 2124 
 1532 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 39 ; Rustiano ; 3715 
 1533 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 15 ; mask ; 2001 
 1534 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 23 ; vadim.l ; 2031 
 1535 ; Рубль. В капсуле NGS ; 1924 ; (ПЛ) ; Ag ; MS62 ; 39 ; copoka ; 6120 
 1536 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF ; 30 ; joker.777 ; 895 
 1537 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF+ ; 27 ; bagsy ; 1102 
 1538 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF ; 30 ; mart_si ; 918 
 1539 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF ; 18 ; gelo ; 536 
 1540 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF ; 20 ; Rober ; 505 
 1541 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 15 ; vadim.l ; 483 
 1542 ; 50 копеек ; 1922 ; (АГ) ; Ag ; VF ; 60 ; mart_si ; 1733 
 1543 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 35 ; vadim.l ; 552 
 1544 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 33 ; vadim.l ; 582 
 1545 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 27 ; Hromoy ; 477 
 1546 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 19 ; Shap ; 521 
 1547 ; 50 копеек. В капсуле NGS ; 1922 ; (ПЛ) ; Ag ; MS62 ; 37 ; copoka ; 2646 
 1548 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 16 ; vadim.l ; 444 
 1549 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 22 ; моятачка909 ; 528 
 1550 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F+ ; 13 ; igir-rin ; 387 
 1551 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 21 ; igir-rin ; 388 
 1552 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 12 ; arsenich-s ; 407 
 1553 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 11 ; PIM ; 397 
 1554 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 19 ; igir-rin ; 392 
 1555 ; Один полтинник ; 1924 ;  ; Ag ; F ; 22 ; igir-rin ; 364 
 1556 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 17 ; PIM ; 402 
 1557 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 35 ; PIM ; 396 
 1558 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 19 ; Danilos ; 414 
 1559 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 12 ; igir-rin ; 370 
 1560 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 40 ; vadim.l ; 469 
 1561 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 11 ; yrij ; 479 
 1562 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 18 ; arsenich-s ; 520 
 1563 ; 20 копеек ; 1921 ;  ; Ag ; VF ; 66 ; Dмитрий ; 2604 
 1564 ; 20 копеек ; 1922 ;  ; Ag ; XF+/AU ; 56 ; schwab ; 2097 
 1565 ; 20 копеек ; 1922 ;  ; Ag ; VF-XF ; 17 ; lelik13821 ; 273 
 1566 ; 20 копеек ; 1923 ;  ; Ag ; F ; 11 ; 4444 ; 100 
 1567 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 22 ; Ravalnath ; 155 
 1568 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 15 ; cotangens ; 126 
 1569 ; 20 копеек ; 1923 ;  ; Ag ; XF- ; 21 ; 4444 ; 85 
 1570 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 18 ; mart_si ; 126 
 1571 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 13 ; paranoy ; 101 
 1572 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 11 ; mr. Raccoon ; 72 
 1473 ; 3 рубля ; 1997 ; ЛМД "Лебединое озеро". Ротбарт и Зигфрид ; Ag ; Proof ; 63 ; Masik ; 2868 
 1474 ; 3 рубля ; 1997 ; ММД Свято-Введен.монаст.в Ярославле ; Ag ; Proof ; 51 ; Andersenhook ; 4592 
 1475 ; 3 рубля ; 1997 ; ММД "Сохраним наш мир".Бел.медведь ; Ag ; Proof ; 28 ; trio ; 3005 
 1476 ; 3 рубля ; 1998 ; СПМД Русский музей. Ангел с золотыми волосами ; Ag ; Proof ; 48 ; Коллекционер СНГ ; 4249 
 1477 ; 3 рубля ; 1998 ; СПМД Русский музей. Русский Сцевола ; Ag ; Proof ; 32 ; SLAVA27122003 ; 2888 
 1478 ; 3 рубля ; 1998 ; СПМД Русский музей. Купчиха за чаем ; Ag ; Proof ; 41 ; trio ; 3400 
 1479 ; 3 рубля ; 1999 ; ММД А.С.Пушкин, 200 лет. Михайловское ; Ag ; Proof ; 50 ; trio ; 2550 
 1480 ; 3 рубля ; 1999 ; ММД Балет "Раймонда". Похищение" ; Ag ; Proof ; 32 ; SLAVA27122003 ; 2657 
 1481 ; 3 рубля ; 1999 ; ММД Мечеть "Марджани" в Казани, 18 в. ; Ag ; XF- ; 38 ; trio ; 2859 
 1482 ; 3 рубля ; 2002 ; СПМД Зимн.Олимпиада, Солт-Лейк-Сити ; Ag ; Proof ; 15 ; SLAVA27122003 ; 2040 
 1483 ; 3 рубля ; 2003 ; СПМД Окно в Европу. Выборг ; Ag ; Proof ; 70 ; zoloto ; 3063 
 1484 ; 3 рубля ; 2004 ; ММД Близнецы ; Ag ; Proof ; 17 ; trio ; 2346 
 1485 ; 3 рубля ; 2005 ; ММД ДК Русакова ; Ag ; Proof ; 29 ; Karhu ; 2500 
 1486 ; 3 рубля ; 2007 ; СПМД 250-летие Академии Художеств ; Ag ; Proof ; 22 ; trio ; 2550 
 1487 ; 3 рубля ; 2007 ; СПМД Невьянская наклонная башня, Свердловская обл. ; Ag ; Proof ; 27 ; SLAVA27122003 ; 2550 
 1488 ; 3 рубля ; 2008 ; ММД Успенская Адмиралтейская церковь. г. Воронеж ; Ag ; Proof ; 42 ; Andersenhook ; 3264 
 1489 ; 3 рубля ; 2008 ; СПМД Кубок мира по спортивной хотьбе (Чебоксары) ; Ag ; Proof ; 20 ; Коллекционер СНГ ; 2310 
 1490 ; 3 рубля ; 2009 ; ММД 400 лет вхождения Калмыкии в состав России ; Ag ; Proof ; 46 ; trio ; 2418 
 1491 ; 3 рубля ; 2010 ; ММД 39-я Всемирная шахматная Олимпиада ; Ag ; Proof ; 22 ; trio ; 2655 
 1492 ; 3 рубля ; 2010 ; СПМД Георгий Победоносец ; Ag ; AU ; 19 ; antonekb08 ; 1769 
 1493 ; 3 рубля ; 2013 ; ММД Лунный календарь. Змея ; Ag ; Proof ; 27 ; fantastika ; 3074 
 1494 ; 3 рубля. XVI Чемпионат мира по водным видам спорта. С сертификатом ; 2015СПМД ;  ; Ag,краска ; Proof ; 24 ; trio ; 3307 
 1495 ; 3 рубля. Железнодорожный вокзал. Сертификат ; 2015 ;  ; Ag ; Proof ; 36 ; trio ; 3671 
 1496 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 29 ; Blixa37 ; 941 
 1497 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 32 ; horza ; 1007 
 1498 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 22 ; rbhbvzcjd ; 860 
 1499 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 17 ; 338 ; 797 
 1500 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на коне) ; Ag ; Proof ; 29 ; hanim ; 1700 
 1501 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на аверсе-Кремль ; Ag ; Proof ; 49 ; hanim ; 1873 
 1502 ; 2 рубля ; 1995 ; ММД М.И.Кутузов ; Ag ; Proof ; 35 ; Museum_54 ; 1163 
 1503 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс ; Ag ; Proof ; 53 ; Megapuzo ; 1989 
 1504 ; 2 рубля ; 1997 ; ММД А.К.Саврасов ; Ag ; Proof ; 34 ; lalula ; 1635 
 1505 ; 2 рубля ; 2005 ; СПМД Овен ; Ag ; XF- ; 41 ; 2507 ; 1219 
 1506 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения С.А.Герасимова ; Ag ; Proof ; 29 ; Museum_54 ; 1353 
 1507 ; 2 рубля ; 2007 ; СПМД 150 лет со дня рождения В.М.Бехтерева ; Ag ; Proof ; 29 ; viv1957 ; 1431 
 1508 ; 2 рубля ; 2007 ; ММД 150 лет со дня рождения К.Э.Циолковского ; Ag ; Proof ; 50 ; Megapuzo ; 1541 
 1509 ; 2 рубля ; 2008 ; СПМД Красная книга. Азово-Черноморская шемая ; Ag ; Proof ; 20 ; SLAVA27122003 ; 1661 
 1510 ; 2 рубля ; 2008 ; СПМД Красная книга. Дозорщик-император ; Ag ; Proof ; 22 ; valent77 ; 1595 
 1511 ; 1 рубль ; 1993 ; ЛМД Красная книга. Рыбный филин ; Ag ; Proof ; 9 ; gda ; 1563 
 1512 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский тигр ; Ag ; Proof ; 13 ; lva08 ; 1625 
 1513 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий козел ; Ag ; Proof ; 8 ; Inspector ; 1593 
 1514 ; 1 рубль ; 1994 ; ЛМД Красная книга. Среднеазиатская кобра ; Ag ; Proof ; 14 ; SSS200 ; 1479 
 1515 ; 1 рубль ; 1994 ; ЛМД Красная книга. Гималайский медведь ; Ag ; Proof ; 14 ; SLAVA27122003 ; 1551 
 1516 ; 1 рубль ; 1994 ; ЛМД Красная книга. Краснозобая казарка ; Ag ; Proof ; 16 ; SLAVA27122003 ; 1615 
 1517 ; 1 рубль ; 1995 ; ЛМД Красная книга. Дальневосточный аист ; Ag ; Proof ; 18 ; СВТ69 ; 1604 
