 5840 ; Акция. США ; 1975 ;  ;  ;  ; 18 ; инкогнито ; 408 
 1978 ; 15 копеек ; 1955 ;  ; Ni ; XF ; 17 ; bavarov008 ; 53 
 1979 ; 15 копеек ; 1956 ;  ; Ni ; XF ; 13 ; krut0803 ; 57 
 1980 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 7 ; bavarov008 ; 35 
 1981 ; 10 копеек ; 1931 ;  ; Ni ; VF+ ; 17 ; leks ; 225 
 1982 ; 10 копеек ; 1932 ;  ; Ni ; XF ; 44 ; leks ; 255 
 1983 ; 10 копеек ; 1933 ;  ; Ni ; XF ; 36 ; д166 ; 306 
 1984 ; 10 копеек ; 1934 ;  ; Ni ; VF ; 45 ; Kama ; 509 
 1985 ; 10 копеек ; 1935 ;  ; Ni ; VF+ ; 19 ; никсер ; 196 
 1986 ; 10 копеек ; 1936 ;  ; Ni ; XF ; 23 ; VLCH ; 139 
 1987 ; 10 копеек ; 1938 ;  ; Ni ; VF ; 29 ; 06031983 ; 488 
 1988 ; 10 копеек ; 1939 ;  ; Ni ; VF+ ; 26 ; bavarov008 ; 327 
 1989 ; 10 копеек ; 1940 ;  ; Ni ; XF- ; 25 ; филипок ; 396 
 1990 ; 10 копеек ; 1941 ;  ; Ni ; VF ; 59 ; никсер ; 332 
 1991 ; 10 копеек ; 1943 ;  ; Ni ; XF ; 55 ; alexeyre ; 762 
 1992 ; 10 копеек ; 1946 ;  ; Ni ; XF- ; 33 ; bavarov008 ; 102 
 1993 ; 10 копеек ; 1948 ;  ; Ni ; XF ; 17 ; bavarov008 ; 194 
 1994 ; 10 копеек ; 1950 ;  ; Ni ; XF ; 36 ; alexeyre ; 255 
 1895 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF ; 23 ; Диман13 ; 174 
 1896 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF ; 5 ; Maksss163 ; 33 
 1897 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF ; 20 ; Диман13 ; 169 
 1898 ; 1 рубль ; 1966 ;  ; Cu-Ni ; XF ; 52 ; Kama ; 1291 
 1899 ; 1 рубль ; 1967 ;  ; Cu-Ni ; XF+ ; 29 ; Sviridenko-Irina ; 847 
 1900 ; 1 рубль ; 1968 ;  ; Cu-Ni ; XF+ ; 45 ; Sviridenko-Irina ; 805 
 1901 ; 1 рубль ; 1969 ;  ; Cu-Ni ; XF+ ; 36 ; Sviridenko-Irina ; 1010 
 1902 ; 1 рубль ; 1970 ;  ; Cu-Ni ; XF+ ; 37 ; AnvlaSar6216 ; 1194 
 1903 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF+ ; 31 ; gola78 ; 1041 
 1904 ; 1 рубль ; 1972 ;  ; Cu-Ni ; XF+ ; 41 ; Kama ; 1301 
 1905 ; 1 рубль ; 1973 ;  ; Cu-Ni ; XF+ ; 31 ; CASABLANCA ; 1813 
 1906 ; 1 рубль ; 1974 ;  ; Cu-Ni ; XF+ ; 30 ; Sviridenko-Irina ; 1020 
 1907 ; 1 рубль ; 1975 ;  ; Cu-Ni ; VF ; 29 ; maleevsw ; 2142 
 1908 ; 1 рубль ; 1976 ;  ; Cu-Ni ; VF ; 25 ; джокер ; 969 
 1909 ; 1 рубль ; 1977 ;  ; Cu-Ni ; XF ; 31 ; Kama ; 1061 
 1910 ; 1 рубль ; 1978 ;  ; Cu-Ni ; XF ; 30 ; джокер ; 1061 
 1911 ; 1 рубль ; 1979 ;  ; Cu-Ni ; VF ; 31 ; Sviridenko-Irina ; 1010 
 1912 ; 1 рубль ; 1980 ;  ; Cu-Ni ; VF-XF ; 55 ; maleevsw ; 3002 
 1913 ; 1 рубль ; 1981 ;  ; Cu-Ni ; XF ; 42 ; Kama ; 1245 
 1914 ; 1 рубль ; 1982 ;  ; Cu-Ni ; XF ; 47 ; CASABLANCA ; 1558 
 1915 ; 1 рубль ; 1983 ;  ; Cu-Ni ; XF ; 50 ; Kama ; 1245 
 1916 ; 1 рубль ; 1984 ;  ; Cu-Ni ; XF- ; 30 ; temichek ; 714 
 1917 ; 1 рубль ; 1985 ;  ; Cu-Ni ; XF ; 17 ; Gagarin ; 217 
 1918 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF ; 32 ; temichek ; 614 
 1919 ; 1 рубль ; 1987 ;  ; Cu-Ni ; XF+ ; 41 ; Kama ; 908 
 1920 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF+ ; 16 ; marsan ; 441 
 1921 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF+ ; 17 ; temichek ; 441 
 1922 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF+ ; 22 ; 06031983 ; 351 
 1923 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF ; 41 ; Диман13 ; 142 
 1924 ; 50 копеек ; 1964 ;  ; Cu-Ni ; VF ; 6 ; stark-2006 ; 35 
 1925 ; 50 копеек ; 1965 ;  ; Cu-Ni ; XF+ ; 25 ; Sviridenko-Irina ; 367 
 1926 ; 50 копеек ; 1966 ;  ; Cu-Ni ; XF ; 39 ; Запруда ; 677 
 1927 ; 50 копеек ; 1967 ;  ; Cu-Ni ; XF+ ; 28 ; RUS 78 ; 1026 
 1928 ; 50 копеек ; 1968 ;  ; Cu-Ni ; VF ; 29 ; СЁМА ; 100 
 1929 ; 50 копеек ; 1969 ;  ; Cu-Ni ; VF ; 5 ; СЁМА ; 101 
 1930 ; 50 копеек ; 1970 ;  ; Cu-Ni ; XF ; 61 ; oleg13 ; 8837 
 1931 ; 50 копеек ; 1971 ;  ; Cu-Ni ; XF+ ; 57 ; oleg13 ; 8981 
 1932 ; 50 копеек ; 1972 ;  ; Cu-Ni ; VF-XF ; 18 ; Masik ; 348 
 1933 ; 50 копеек ; 1973 ;  ; Cu-Ni ; VF-XF ; 69 ; Диман13 ; 165 
 1934 ; 50 копеек ; 1974 ;  ; Cu-Ni ; VF-XF ; 29 ; СЁМА ; 101 
 1935 ; 50 копеек ; 1975 ;  ; Cu-Ni ; VF+ ; 45 ; niko1968 ; 1671 
 1936 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF-XF ; 21 ; fouli ; 665 
 1937 ; 50 копеек ; 1977 ;  ; Cu-Ni ; VF+ ; 19 ; Kama ; 78 
 1938 ; 50 копеек ; 1978 ;  ; Cu-Ni ; VF-XF ; 22 ; maleevsw ; 348 
 1939 ; 50 копеек ; 1979 ;  ; Cu-Ni ; VF+ ; 8 ; safanya ; 35 
 1940 ; 50 копеек ; 1980 ;  ; Cu-Ni ; VF+ ; 8 ; safanya ; 35 
 1941 ; 50 копеек ; 1981 ;  ; Cu-Ni ; VF+ ; 6 ; RUS 78 ; 57 
 1942 ; 50 копеек ; 1982 ;  ; Cu-Ni ; VF+ ; 8 ; Maksss163 ; 31 
 1943 ; 50 копеек ; 1983 ;  ; Cu-Ni ; VF+ ; 8 ; Maksss163 ; 31 
 1944 ; 50 копеек ; 1984 ;  ; Cu-Ni ; VF+ ; 10 ; Дима Шухов ; 35 
 1845 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; XF+ ; 5 ; HaBo3Hblu }I{yK ; 89 
 1846 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 16 ; mvmmvm ; 114 
 1847 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 11 ; ANDREYMAG ; 102 
 1848 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 11 ; anna53 ; 89 
 1849 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 26 ; friend ; 124 
 1850 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 28 ; Waka.ink ; 126 
 1851 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 17 ; Lancelot47 ; 153 
 1852 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 44 ; Andrew1978 ; 279 
 1853 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 9 ; Дима Шухов ; 123 
 1854 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 22 ; ANDREYMAG ; 123 
 1855 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 8 ; anna53 ; 102 
 1856 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 8 ; ANDREYMAG ; 111 
 1857 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 8 ; sova159 ; 89 
 1858 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 7 ; jlo ; 93 
 1859 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 7 ; klimvita ; 83 
 1860 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 9 ; Vanusha ; 82 
 1861 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 19 ; gola78 ; 118 
 1862 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 7 ; ANDREYMAG ; 102 
 1863 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 5 ; Mahfey ; 101 
 1864 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 9 ; Лёха22 ; 95 
 1865 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF- ; 12 ; anna53 ; 77 
 1866 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 34 ; Пчёлкин ; 126 
 1867 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 12 ; rom-yang ; 117 
 1868 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF ; 5 ; jlo ; 120 
 1869 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 14 ; ANDREYMAG ; 121 
 1870 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 14 ; ANDREYMAG ; 89 
 1871 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 10 ; Лёха22 ; 77 
 1872 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 17 ; anna53 ; 123 
 1873 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 7 ; ANDREYMAG ; 102 
 1874 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 8 ; klimvita ; 79 
 1875 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 29 ; Калуга ; 1804 
 1876 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 15 ; Vanka ; 207 
 1877 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF+ ; 38 ; iizikul ; 241 
 1878 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF ; 12 ; rom-yang ; 123 
 1879 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 23 ; ANDREYMAG ; 180 
 1880 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 15 ; friend ; 121 
 1881 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF+ ; 10 ; ANDREYMAG ; 108 
 1882 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 20 ; drn137 ; 250 
 1883 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 12 ; cr2952 ; 126 
 1884 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 20 ; anna53 ; 378 
 1885 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF+ ; 22 ; cr2952 ; 357 
 1886 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 16 ; чёвсепруфывплесени ; 306 
 1887 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 41 ; anna53 ; 410 
 1888 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; AU ; 23 ; Andrew1978 ; 306 
 1889 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF+ ; 16 ; rom-yang ; 77 
 1890 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 10 ; Mahfey ; 77 
 1891 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 10 ; ANDREYMAG ; 97 
 1892 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 16 ; ANDREYMAG ; 111 
 1893 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 21 ; радон ; 206 
 1894 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 12 ; rom-yang ; 110 
 1795 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 11 ; friend ; 114 
 1796 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 19 ; kansk ; 1530 
 1797 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 37 ; chief28 ; 1836 
 1798 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF+ ; 28 ; Andrew1978 ; 308 
 1799 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 8 ; stark-2006 ; 129 
 1800 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF- ; 19 ; Vanka ; 207 
 1801 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF+ ; 29 ; iizikul ; 261 
 1802 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF+ ; 8 ; ANDREYMAG ; 161 
 1803 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; XF ; 9 ; Waka.ink ; 129 
 1804 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF ; 11 ; friend ; 126 
 1805 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF ; 10 ; ANDREYMAG ; 164 
 1806 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF ; 18 ; ввп ; 248 
 1807 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF ; 26 ; Хаа ; 223 
 1808 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF ; 5 ; jlo ; 120 
 1809 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF ; 33 ; BratecZu ; 371 
 1810 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Proof ; 44 ; пека17 ; 2855 
 1811 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Proof ; 37 ; Sherhan_87 ; 10204 
 1812 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Proof ; 27 ; aliluev ; 2844 
 1813 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Proof ; 15 ; Молот ; 1989 
 1814 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Proof ; 26 ; 01020304 ; 2044 
 1815 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Proof ; 29 ; aliluev ; 2044 
 1816 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 5 ; гришша ; 102 
 1817 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 12 ; гришша ; 134 
 1818 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 21 ; aliluev ; 210 
 1819 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 16 ; гришша ; 148 
 1820 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Unc ; 49 ; пека17 ; 2411 
 1821 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 24 ; aliluev ; 582 
 1822 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 30 ; piron ; 408 
 1823 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF ; 15 ; HaBo3Hblu }I{yK ; 120 
 1824 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF+ ; 10 ; ANDREYMAG ; 164 
 1825 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 22 ; ANDREYMAG ; 121 
 1826 ; 1 рубль. Новодел. Упаковка ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 31 ; aliluev ; 728 
 1827 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 18 ; friend ; 87 
 1828 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 7 ; jlo ; 91 
 1829 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 21 ; Mahfey ; 102 
 1830 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 31 ; тпруф ; 189 
 1831 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 9 ; ANDREYMAG ; 93 
 1832 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 10 ; ANDREYMAG ; 77 
 1833 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 10 ; ANDREYMAG ; 164 
 1834 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 6 ; Mahfey ; 77 
 1835 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 10 ; ANDREYMAG ; 111 
 1836 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 16 ; friend ; 125 
 1837 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 15 ; anna53 ; 101 
 1838 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 9 ; ANDREYMAG ; 102 
 1839 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 11 ; anna53 ; 114 
 1840 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF+ ; 9 ; anna53 ; 114 
 1841 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 10 ; Vanusha ; 102 
 1842 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 27 ; stark-2006 ; 1805 
 1843 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 12 ; Waka.ink ; 102 
 1844 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 10 ; anna53 ; 87 
 1745 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 21 ; ввп ; 188 
 1746 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 12 ; ANDREYMAG ; 129 
 1747 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 9 ; aliluev ; 600 
 1748 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 20 ; Piligrim ; 257 
 1749 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 15 ; msm ; 302 
 1750 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 19 ; Stepka ; 337 
 1751 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 11 ; Диман13 ; 408 
 1752 ; 5 рублей. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 33 ; pichenka ; 2299 
 1753 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 61 ; KOPOJIbPVP ; 308 
 1754 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 38 ; KOPOJIbPVP ; 306 
 1755 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 50 ; KOPOJIbPVP ; 306 
 1756 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 43 ; Baikal ; 295 
 1757 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 37 ; aliluev ; 239 
 1758 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 49 ; aliluev ; 319 
 1759 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 20 ; Ксения ; 175 
 1760 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 20 ; chief28 ; 201 
 1761 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 29 ; mvmmvm ; 250 
 1762 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 28 ; kn157736 ; 419 
 1763 ; 5 рублей. Упаковка нарушена ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 23 ; chief28 ; 301 
 1764 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 16 ; rendom9 ; 615 
 1765 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 44 ; rbhbvzcjd ; 3268 
 1766 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 25 ; kn157736 ; 510 
 1767 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 35 ; Avid ; 1000 
 1768 ; 3 рубля. Упаковка нарушена ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 18 ; Stepka ; 359 
 1769 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 23 ; gola78 ; 375 
 1770 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 28 ; chief28 ; 351 
 1771 ; 3 рубля. Упаковка нарушена ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 17 ; rbhbvzcjd ; 815 
 1772 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 33 ; ivan116 ; 825 
 1773 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 30 ; DimSL ; 1122 
 1774 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 17 ; aliluev ; 659 
 1775 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 12 ; chief28 ; 212 
 1776 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 17 ; talamus ; 673 
 1777 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 21 ; evgen 66 ; 388 
 1778 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 19 ; acad ; 319 
 1779 ; 1 рубль. В пластиковой капсуле ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Unc ; 34 ; solder13 ; 385 
 1780 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 14 ; acad ; 269 
 1781 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 25 ; BratecZu ; 387 
 1782 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 10 ; ANDREYMAG ; 95 
 1783 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 46 ; evgen 66 ; 624 
 1784 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 11 ; aliluev ; 614 
 1785 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 37 ; Sherhan_87 ; 1923 
 1786 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 10 ; ANDREYMAG ; 129 
 1787 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 12 ; ANDREYMAG ; 135 
 1788 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 13 ; klimvita ; 206 
 1789 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 24 ; edi ; 310 
 1790 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 10 ; Stepka ; 350 
 1791 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 16 ; anna53 ; 132 
 1792 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 29 ; mvmmvm ; 216 
 1793 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 31 ; pichenka ; 367 
