 3299 ; Бона иностранная ;  ;  ;  ;  ; 16 ; and000 ; 43 
 1043 ; Монета средневековая. Афганистан.Чекан г. Кабула. Эмир Абдур-Рахман ;  ;  ; Ag ; VF- ; 38 ; KVit68 ; 155 
 1044 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF ; 47 ; Sergey Pich ; 421 
 1045 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 30 ; zoom30 ; 222 
 1046 ; Монета средневековая. Тункет. Арслан Хан Мансур Али ; 409 ;  ; Ag ; F-VF ; 31 ; Навруз ; 163 
 1047 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 42 ; Niks ; 279 
 1048 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 71 ; EA51 ; 407 
 1049 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; F-VF ; 25 ; Niks ; 101 
 1050 ; Монета средневековая. Тункет. Арслан Хан Мансур Али ; 409 ;  ; Ag ; VF- ; 53 ; s-key ; 418 
 1051 ; Дирхем. Аббасиды. Харум ар-Рашид ;  ;  ; Ag ; VF- ; 53 ; Niks ; 312 
 1052 ; Дирхем. Караханиды. Арслан хан Мансур б. Али ; 408 ;  ; Ag ; VF+ ; 69 ; Гордиан ; 500 
 1053 ; Дирхем. Караханиды. Арслан хан Мансур б. Али г. Шаш ; 409 ;  ; Ag ; VF- ; 42 ; zoom30 ; 355 
 1054 ; Дирхем. Караханиды. Арслан хан Мансур б. Али г. Шаш ; 409 ;  ; Ag ; VF- ; 50 ; eugraphus ; 510 
 1055 ; Монета средневековая. Хивы. Джунаид-хан ; 1337 ;  ; Ж/м ; F ; 19 ; s-key ; 222 
 1056 ; Монета средневековая ;  ;  ; Cu ; F+ ; 31 ; Гордиан ; 128 
 1057 ; Монета средневековая ;  ;  ; Cu ; F+ ; 37 ; kotyamoi ; 153 
 1058 ; Монета средневековая ;  ;  ; Cu ; F+ ; 61 ; s-key ; 408 
 1059 ; Монета средневековая. Тахириды. Г. Шаш ; 241 ;  ; Ж/м ; VF- ; 26 ; von_Schwarz ; 201 
 1060 ; Монета средневековая. Тахириды. Г. Шаш ; 241 ;  ; Ж/м ; F-VF ; 44 ; cochu ; 59 
 961 ; Солид. Византия. Император Юстиниан I ; 557-565 ;  ; Au ; VF+ ; 85 ; partanen ; 6243 
 962 ; Солид. Римская империя. Лев I ; 457-474 гг ;  ;  ; VF-XF ; 72 ; AGAT D ; 12243 
 963 ; Солид. Византия ;  ;  ;  ; VF+ ; 51 ; Jars ; 8999 
 964 ; Солид. Византия ;  ;  ;  ; VF+ ; 54 ; Fedor_K ; 6342 
 965 ; Солид. Византия ;  ;  ;  ; VF+ ; 56 ; Fedor_K ; 6120 
 966 ; Монета. Восток ;  ;  ; Au ; VF-XF ; 90 ; AGAT D ; 2638 
 967 ; Тетрадрахма. Антиохия, Селевкиды. Деметрий II Никатор ; 145-140 г. до р.х. ;  ;  ; VF+ ; 18 ; a_kog ; 3187 
 968 ; Тетрадрахма. Вифиния. Имп. Никомед III ; 128-94 гг до н.э. ;  ; Ag ; F-VF ; 58 ; cochu ; 2836 
 969 ; Тетрадрахма. Египет. Имп. Птолемей XII ; 80-58 гг до н.э. ;  ; Ag ; VF- ; 82 ; a_kog ; 3300 
 970 ; Тетрадрахма. Рим. Имп. Нерон ; 54-68 ;  ; Ag ; F-VF ; 74 ; Карцев ; 1836 
 971 ; Драхма. Греция. Иллирия (римский протекторат) ; 3-2 в до рх ;  ; Ag ; VF ; 33 ; a_kog ; 971 
 972 ; Драхма. Греция. Иллирия (римский протекторат) ; 3-2 в до рх ;  ; Ag ; VF ; 26 ; a_kog ; 1020 
 973 ; Антониниан. Рим. Гордиан III ; 238-244 ;  ; Ag ; VF-XF ; 23 ; nubiy ; 1224 
 974 ; Антониниан. Рим. Траян Деций ; 249-251 ;  ; Ag ; VF-XF ; 41 ; PAS ; 1122 
 975 ; Антониниан. Рим. Требониан Галл ; 251-253 ;  ; Ag ; VF-XF ; 45 ; Гордиан ; 1428 
 976 ; Денарий. Рим. Фаустина. Посмертный ;  ;  ; Ag ; F-VF ; 39 ; kostik_ne ; 530 
 977 ; Денарий. Рим. Фаустина ;  ;  ; Ag ; F-VF ; 19 ; alexandr ; 314 
 978 ; Денарий. Рим. Республика. C.Vibius C.f. Pansa ; 90 г до рх ;  ; Ag ; VF ; 20 ; fart ; 2556 
 979 ; Квинарий. Рим. Имп. Октавиан Август ; 27г до н.э.-14г н.э. ;  ; Ag ; VF- ; 39 ; Карцев ; 4437 
 980 ; Денарий. Рим. Республика. L. Titurius C.f. Sabinus ; 89 г до рх ;  ; Ag ; VF ; 27 ; von_Schwarz ; 2599 
 981 ; Антониниан. Рим. Имп. Троян Деций ; 249-251 ;  ; Ag ; VF-XF ; 46 ; rock_dog ; 807 
 982 ; Денарий.Римская республика. L. Aemilius Lepidus Paullus ; 62 г до н.э. ;  ; Ag ; VF- ; 62 ; alekuchma ; 2814 
 983 ; Денарий. Римская республика. L.Antestius Gragulus ; 136 г до н.э. ;  ; Ag ; VF+ ; 32 ; alekuchma ; 3264 
 984 ; Антониниан. Рим. Имп. Солонин ; 259 ;  ; Ag ; VF+ ; 33 ; a_kog ; 2437 
 985 ; Денарий. Рим. Фаустина старшая ;  ;  ; Ag ; VF ; 54 ; Veteran ; 1996 
 986 ; Антониниан. Рим. Имп. Гордиан III ; 238-244 ;  ; Ag ; VF+ ; 100 ; nubiy ; 907 
 987 ; Антониниан. Рим. Имп. Гордиан III ; 238-244 ;  ; Ag ; VF+ ; 52 ; nubiy ; 839 
 988 ; Статер. Греческая колония, г.Метапонт ; VI в до н.э. ;  ; Ag ; VF- ; 38 ; LeoV ; 8119 
 989 ; Диобол. Греция. Фракия, Месембрия ; 450-350 гг до рх ;  ; Ag ; VF-XF ; 87 ; hugo ; 2367 
 990 ; Монета античная. Антиохия. Князь Боэмунд Тарентский (крестоносец) ; 1093-1111 ;  ; Ag ; F-VF ; 59 ; pal ; 1259 
 991 ; Монета античная. Византия ;  ;  ; Cu ; F ; 21 ; kotyamoi ; 39 
 992 ; Монета античная. Византия ;  ;  ; Cu ; F ; 17 ; Tosha ; 114 
 993 ; Монета античная. Византия ;  ;  ; Cu ; F ; 9 ; dnm ; 28 
 994 ; Монета античная. Византия ;  ;  ; Cu ; F ; 23 ; dnm ; 67 
 995 ; Монета античная. Византия ;  ;  ; Cu ; F ; 17 ; koga ; 38 
 996 ; Монета античная. Византия ;  ;  ; Cu ; VG ; 9 ; dnm ; 16 
 997 ; Монета античная. Византия ;  ;  ; Cu ; F ; 31 ; oks ; 84 
 998 ; Монета античная. Византия ;  ;  ; Cu ; F ; 22 ; dnm ; 47 
 999 ; Антониниан. Галлиен. Рим. Звериная серия ; 253-268гг ;  ; Cu ; F-VF ; 67 ; alexandr ; 892 
 1000 ; Антониниан. Квинтилл. Рим ; 270г ;  ; Cu ; F+ ; 23 ; xabib ; 231 
 1001 ; Антониниан. Тетрик I. Рим ; 270-273гг ;  ; Cu ; F-VF ; 171 ; s-key ; 819 
 1002 ; Антониниан. Тетрик I. Рим ; 270-273гг ;  ; Cu ; F-VF ; 56 ; AGAT D ; 812 
 1003 ; АЕ-2. Рим. Имп. Деценций ; 351-353 ;  ; Cu ; F-VF ; 53 ; a_kog ; 718 
 1004 ; Антониниан. Тетрик I. Рим ; 270-273гг ;  ; Cu ; VF- ; 121 ; a_kog ; 808 
 1005 ; Монета античная. Пантикапей ; II в до н.э. ;  ; Cu ; F ; 22 ; gir ; 31 
 1006 ; Монета античная. Римская империя ;  ;  ; Cu ; F-VF ; 14 ; cochu ; 413 
 1007 ; Монета античная. Римская империя ;  ;  ; Cu ; F+ ; 32 ; Tosha ; 500 
 1008 ; Монета античная. Римская империя ;  ;  ; Cu ; F ; 4 ; xabib ; 161 
 1009 ; Монета античная. Римская империя ;  ;  ; Cu ; F ; 3 ; AGAT D ; 157 
 1010 ; Монета античная. Римская империя ;  ;  ; Cu ; F+ ; 38 ; xabib ; 314 
 911 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 13 ; Arkhangel ; 36 
 912 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 15 ; lelik35 ; 26 
 913 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 15 ; lelik35 ; 26 
 914 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 12 ; alex995 ; 20 
 915 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F+ ; 6 ; alex995 ; 16 
 916 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 19 ; арбат ; 104 
 917 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 14 ; Arkhangel ; 20 
 918 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 11 ; Arkhangel ; 18 
 919 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F+ ; 5 ; alex995 ; 16 
 920 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F+ ; 4 ; alex995 ; 16 
 921 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 5 ; Arkhangel ; 17 
 922 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF- ; 25 ; gir ; 36 
 923 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 11 ; Arkhangel ; 17 
 924 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F-VF ; 9 ; lelik35 ; 26 
 925 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 7 ; lelik35 ; 31 
 926 ; Дирхем. Золотая Орда ; XIV-XVвв ;  ; Ag ; F-VF ; 11 ; SadKo ; 129 
 927 ; Дирхем. Золотая Орда ; XIV-XVвв ;  ; Ag ; F-VF ; 17 ; Навруз ; 90 
 928 ; Дирхем. Золотая Орда ; XIV-XVвв ;  ; Ag ; F-VF ; 9 ; Гордиан ; 108 
 929 ; Дирхем. Золотая Орда ; XIV-XVвв ;  ; Ag ; F-VF ; 12 ; Навруз ; 105 
 930 ; Дирхем. Золотая Орда ; XIV-XVвв ;  ; Ag ; F-VF ; 25 ; zxc55 ; 249 
 931 ; Монета. Золотая Орда, г. Сарай. Хан Узбек ; 713 л.х. ;  ; Ag ; F ; 6 ; oks ; 51 
 932 ; Монета. Золотая Орда, г.Сарай. Хан Кульпа ; 760 л.х. ;  ; Ag ; F+ ; 36 ; zoom30 ; 385 
 933 ; Монета. Золотая Орда, г. Хидж. Хан Узбек ; 727 л.х. ;  ; Ag ; F-VF ; 33 ; von_Schwarz ; 201 
 934 ; Дирхем. Золотая Орда ; XIV-XVвв ;  ; Ag ; F-VF ; 9 ; Arsak ; 150 
 935 ; Дирхем. Золотая Орда ; XIV-XVвв ;  ; Ag ; F-VF ; 35 ; zoom30 ; 184 
 936 ; Дирхем. Золотая Орда ; XIV-XVвв ;  ; Ag ; F-VF ; 15 ; zxc55 ; 177 
 937 ; Медный пул. Золотая Орда ; XIV-XVвв ;  ; Cu ; F-VF ; 15 ; natallli ; 26 
 938 ; Медный пул. Золотая Орда ; XIV-XVвв ;  ; Cu ; F+ ; 15 ; natallli ; 26 
 939 ; Медный пул. Золотая Орда ; XIV-XVвв ;  ; Cu ; F+ ; 17 ; sssppp ; 28 
 940 ; Медный пул. Золотая Орда ; XIV-XVвв ;  ; Cu ; F+ ; 9 ; sssppp ; 29 
 941 ; Медный пул. Золотая Орда ; XIV-XVвв ;  ; Cu ; F+ ; 16 ; sssppp ; 81 
 942 ; Медный пул. Золотая Орда ; XIV-XVвв ;  ; Cu ; F+ ; 36 ; sssppp ; 81 
 943 ; Медный пул. Золотая Орда ; XIV-XVвв ;  ; Cu ; F-VF ; 39 ; sssppp ; 186 
 944 ; Медный пул. Золотая Орда ; XIV-XVвв ;  ; Cu ; F+ ; 34 ; sssppp ; 148 
 945 ; Медный пул. Золотая Орда ; XIV-XVвв ;  ; Cu ; F+ ; 10 ; sssppp ; 19 
 946 ; Медный пул. Золотая Орда ; XIV-XVвв ;  ; Cu ; F-VF ; 29 ; sssppp ; 75 
 947 ; Дирхем. Крымское ханство ; XVв ;  ; Ag ; F-VF ; 16 ; oks ; 56 
 948 ; Дирхем. Крымское ханство ; XVв ;  ; Ag ; F+ ; 8 ; oks ; 58 
 949 ; Дирхем. Крымское ханство ; XVв ;  ; Ag ; F+ ; 10 ; oks ; 60 
 950 ; Дирхем. Крымское ханство ; XVв ;  ; Ag ; F+ ; 6 ; von_Schwarz ; 51 
 951 ; Дирхем. Крымское ханство ; XVв ;  ; Ag ; F ; 12 ; oks ; 32 
 952 ; Дирхем. Крымское ханство ; XVв ;  ; Ag ; F+ ; 8 ; oks ; 50 
 953 ; Дирхем. Крымское ханство ; XVв ;  ; Ag ; F+ ; 12 ; oks ; 62 
 954 ; Дирхем. Крымское ханство ; XVв ;  ; Ag ; F+ ; 8 ; oks ; 50 
 955 ; Дирхем. Крымское ханство ; XVв ;  ; Ag ; F ; 6 ; oks ; 50 
 956 ; Дирхем. Крымское ханство ; XVв ;  ; Ag ; F ; 9 ; gelind ; 51 
 957 ; Таньга. Бухара ;  ;  ; Ag ; VF ; 21 ; GREGORY_R ; 259 
 958 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 43 ; oks ; 100 
 959 ; Таньга. Бухара ;  ;  ; Ag ; VF ; 37 ; AGAT D ; 324 
 960 ; Таньга. Бухара ;  ;  ; Ag ; VF- ; 56 ; oks ; 102 
 861 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 43 ; gir ; 115 
 862 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 6 ; lelik35 ; 57 
 863 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 15 ; habenti ; 153 
 864 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; VF ; 16 ; zxc55 ; 118 
 865 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 5 ; natallli ; 16 
 866 ; Денга ;  ; Суздальско-Нижегородское Княже ; Ag ; VF- ; 17 ; кабан ; 453 
 867 ; Денга ;  ; Суздальско-Нижегородское Княже ; Ag ; VF- ; 28 ; sssppp ; 567 
 868 ; Денга ;  ; Суздальско-Нижегородское Княже ; Ag ; VF- ; 14 ; кабан ; 257 
 869 ; Денга ;  ; Суздальско-Нижегородское Княже ; Ag ; VF- ; 12 ; sssppp ; 567 
 870 ; Денга ;  ; Суздальско-Нижегородское Княже ; Ag ; VF- ; 16 ; sssppp ; 816 
 871 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 14 ; samsung ; 101 
 872 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 53 ; Вов ; 123 
 873 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF- ; 19 ; kenso ; 69 
 874 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 8 ; Arkhangel ; 36 
 875 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; VF- ; 18 ; habenti ; 37 
 876 ; Денга ; 1533-1584 ; Иван IV Васильевич  ; Ag ; F-VF ; 7 ; Вов ; 99 
 877 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF- ; 56 ; os ; 131 
 878 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF- ; 47 ; os ; 126 
 879 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF ; 27 ; os ; 128 
 880 ; Копейка ; 1606-1610 ; Василий Шуйский Московский ден ; Ag ; VF ; 22 ; os ; 152 
 881 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F-VF ; 22 ; von_Schwarz ; 47 
 882 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F ; 8 ; sssppp ; 36 
 883 ; Пуло ; 1462-1505 ; Иван III Васильевич  ; Cu ; F+ ; 5 ; sssppp ; 128 
 884 ; Пуло ; 1505-1533 ; Василий III Иванович  ; Cu ; F+ ; 10 ; sssppp ; 23 
 885 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F ; 8 ; sssppp ; 26 
 886 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F-VF ; 12 ; sssppp ; 408 
 887 ; Пуло ; XVв ; Великое Княжество Тверское  ; Cu ; F+ ; 14 ; Какаликофф ; 42 
 888 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 32 ; klad120 ; 235 
 889 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; F-VF ; 10 ; lelik35 ; 29 
 890 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; F-VF ; 8 ; Какаликофф ; 57 
 891 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; F-VF ; 10 ; Arkhangel ; 36 
 892 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF- ; 2 ; lelik35 ; 21 
 893 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 12 ; Blagorodie ; 36 
 894 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; F-VF ; 20 ; lelik35 ; 24 
 895 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF- ; 2 ; lelik35 ; 21 
 896 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF- ; 10 ; Arkhangel ; 36 
 897 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 10 ; Вов ; 105 
 898 ; Копейка ; 1645-1676 ; Алексей Михайлович  ; Ag ; VF ; 6 ; lelik35 ; 108 
 899 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF+ ; 22 ; habenti ; 36 
 900 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 11 ; lelik35 ; 51 
 901 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 15 ; samsung ; 51 
 902 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF ; 20 ; lelik35 ; 30 
 903 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 13 ; Arkhangel ; 36 
 904 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 28 ; natallli ; 36 
 905 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 26 ; Arkhangel ; 40 
 906 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 11 ; Arkhangel ; 36 
 907 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; VF- ; 37 ; drn137 ; 65 
