 5643 ; Лот бон Монголии, 100 шт ;  ;  ;  ; AU ; 27 ; Rotas ; 1275 
 1971 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 24 ; AVK1974 ; 3001 
 1972 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского."пруф", без знака МД ; Cu-Ni ; Proof ; 51 ; 5Rim ; 3060 
 1973 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 19 ; mikhail342 ; 101 
 1974 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 17 ; hohol11 ; 90 
 1975 ; 5 рублей. В капсуле NGC ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; MS64 ; 34 ; 45-45-11 ; 857 
 1976 ; 1 рубль. В капсуле NGC ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 61 ; hanim ; 2099 
 1977 ; 1 рубль. В капсуле NGC ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; MS64 ; 12 ; 45-45-11 ; 993 
 1978 ; 1 рубль. В капсуле NGC ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Unc DETAILS ; 29 ; kvm64 ; 623 
 1979 ; 5 рублей. В капсуле NGC ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; MS64 ; 9 ; 45-45-11 ; 745 
 1980 ; 1 рубль. В капсуле NGC ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Unc DETAILS ; 43 ; kvm64 ; 565 
 1981 ; 1 рубль. В капсуле NGC ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Unc DETAILS ; 21 ; Ной ; 603 
 1982 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 5 ; Den_Zaozersk ; 291 
 1983 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF ; 15 ; il468 ; 152 
 1984 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 16 ; starconst ; 150 
 1985 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 3 ; Bonifaciy ; 181 
 1986 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 26 ; il468 ; 155 
 1987 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 9 ; Bonifaciy ; 408 
 1988 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 25 ; 4XLL ; 137 
 1989 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF ; 26 ; Paul76 ; 346 
 1990 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 20 ; starconst ; 144 
 1991 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 37 ; 19dvg15 ; 318 
 1992 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 25 ; androsdv ; 338 
 1993 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 26 ; 4XLL ; 329 
 1994 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 16 ; 4XLL ; 306 
 1995 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; AU ; 5 ; vaps ; 163 
 1996 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 23 ; mikhail342 ; 400 
 1997 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 11 ; Ной ; 81 
 1998 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 17 ; 4XLL ; 69 
 1999 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 17 ; mikhail342 ; 164 
 2000 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 9 ; hohol11 ; 65 
 2001 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 5 ; vaps ; 136 
 2002 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 23 ; mikhail342 ; 188 
 2003 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 12 ; 4XLL ; 65 
 2004 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 11 ; 4XLL ; 67 
 2005 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 12 ; gola78 ; 61 
 2006 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 10 ; ONOR ; 72 
 2007 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 9 ; ONOR ; 72 
 2008 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 11 ; gola78 ; 56 
 2009 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 11 ; cond ; 67 
 2010 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 9 ; Монетный ; 67 
 2011 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF ; 14 ; Niko*74* ; 69 
 2012 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF ; 8 ; gola78 ; 56 
 1913 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 16 ; Allex 73 ; 1252 
 1914 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 37 ; Serg7610 ; 918 
 1915 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 30 ; 4XLL ; 375 
 1916 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 23 ; Alias ; 399 
 1917 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 14 ; Коллекционеръ. ; 245 
 1918 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 16 ; Kamsky ; 261 
 1919 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 9 ; 4XLL ; 204 
 1920 ; 5 рублей. Упаковка нарушена ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 9 ; 4XLL ; 204 
 1921 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 9 ; Allex 73 ; 1252 
 1922 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Unc ; 21 ; Госпожа Киевлянка ; 800 
 1923 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Unc ; 9 ; yurykh ; 1018 
 1924 ; 3 рубля. Упаковка нарушена ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Unc ; 23 ; uhfvv7 ; 620 
 1925 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 13 ; mikhail342 ; 320 
 1926 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 17 ; stabs ; 1000 
 1927 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 13 ; Drill ; 306 
 1928 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 9 ; yurykh ; 1014 
 1929 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 15 ; xoxotab ; 969 
 1930 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 13 ; yurykh ; 3109 
 1931 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF ; 11 ; ONOR ; 164 
 1932 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; VF ; 11 ; veektor ; 31 
 1933 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 9 ; murman ; 273 
 1934 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 50 ; Drill ; 420 
 1935 ; 3 рубля. Упаковка ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 18 ; 4XLL ; 249 
 1936 ; 3 рубля. Упаковка ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 18 ; SunChess ; 250 
 1937 ; 3 рубля. Упаковка ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 30 ; Коллекционеръ. ; 254 
 1938 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 27 ; 4XLL ; 204 
 1939 ; 3 рубля. Упаковка ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 22 ; 4XLL ; 237 
 1940 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 20 ; dfg ; 181 
 1941 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 22 ; dfg ; 215 
 1942 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 18 ; Kamsky ; 211 
 1943 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 16 ; dfg ; 183 
 1944 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 29 ; SunChess ; 180 
 1945 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 15 ; Kamsky ; 195 
 1946 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 17 ; Allex 73 ; 196 
 1947 ; 1 рубль. В упаковке ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 23 ; Kamsky ; 236 
 1948 ; 1 рубль. В упаковке ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 12 ; Kamsky ; 173 
 1949 ; 1 рубль. В упаковке ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 16 ; SunChess ; 174 
 1950 ; 1 рубль. В упаковке ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 11 ; rus desant ; 170 
 1951 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 55 ; Mikle777 ; 11215 
 1952 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 21 ; Новик ; 456 
 1953 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 29 ; 4XLL ; 284 
 1954 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF ; 33 ; gola78 ; 276 
 1955 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 39 ; starconst ; 2356 
 1956 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 17 ; sergeimost ; 265 
 1957 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 36 ; arsenich-s ; 297 
 1958 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 40 ; il468 ; 163 
 1959 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 11 ; rus desant ; 151 
 1960 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 27 ; rus desant ; 151 
 1961 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 20 ; il468 ; 161 
 1962 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 43 ; 4XLL ; 312 
 1863 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 30 ; Ной ; 257 
 1864 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 24 ; ONOR ; 300 
 1865 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 25 ; ONOR ; 270 
 1866 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 36 ; 4XLL ; 295 
 1867 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 38 ; 4XLL ; 350 
 1868 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 33 ; SVF ; 255 
 1869 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 20 ; 218 - Й ; 397 
 1870 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 21 ; musik ; 359 
 1871 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 21 ; 4XLL ; 383 
 1872 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 21 ; 4XLL ; 69 
 1873 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 14 ; 4XLL ; 66 
 1874 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 13 ; sergeimost ; 73 
 1875 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 13 ; 4XLL ; 65 
 1876 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 11 ; 4XLL ; 67 
 1877 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 10 ; 4XLL ; 67 
 1878 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 11 ; 4XLL ; 67 
 1879 ; 25 рублей. Олимпиада в Сочи. "Крупный" знак монетного двора. Упаковка ; 2012 ;  ; Cu-Ni ; Unc ; 30 ; карат ; 1157 
 1880 ; 1 рубль. В конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 24 ; bva150979 ; 340 
 1881 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 9 ; АэробикаUA ; 81 
 1882 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 13 ; Light_Surf ; 83 
 1883 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 16 ; серж 4-4 ; 100 
 1884 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 15 ; zivan28 ; 81 
 1885 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 21 ; hohol11 ; 96 
 1886 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 16 ; DrAfanasiew ; 69 
 1887 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 8 ; TT777 ; 67 
 1888 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 8 ; АэробикаUA ; 73 
 1889 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 9 ; АэробикаUA ; 66 
 1890 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 11 ; АэробикаUA ; 66 
 1891 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 28 ; Light_Surf ; 230 
 1892 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 28 ; Аленка ; 215 
 1893 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 31 ; 19dvg15 ; 340 
 1894 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 11 ; ONOR ; 159 
 1895 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 34 ; star54 ; 2996 
 1896 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 16 ; МММ ; 2040 
 1897 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; XF+ ; 31 ; ONOR ; 155 
 1898 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 50 ; hohol11 ; 147 
 1899 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF+ ; 18 ; hohol11 ; 227 
 1900 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 10 ; 4XLL ; 57 
 1901 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 22 ; jokko ; 289 
 1902 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 7 ; 4XLL ; 57 
 1903 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 19 ; Drill ; 408 
 1904 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 39 ; sergeimost ; 144 
 1905 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 25 ; Light_Surf ; 88 
 1906 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 27 ; Bonifaciy ; 490 
 1907 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 23 ; VladimiT ; 340 
 1908 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 11 ; Kamsky ; 329 
 1909 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 12 ; 4XLL ; 329 
 1910 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 14 ; Гаечка* ; 367 
 1911 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 13 ; Кривой 14 ; 392 
 1912 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 14 ; gurtov ; 927 
 1813 ; 20 копеек ; 1975 ;  ; Cu-Ni ; AU ; 87 ; NAG ; 2200 
 1814 ; 20 копеек ; 1976 ;  ; Cu-Ni ; AU ; 134 ; gola78 ; 2839 
 1815 ; 15 копеек ; 1934 ;  ; Ni ; F ; 41 ; 13 ; 379 
 1816 ; 15 копеек ; 1934 ;  ; Ni ; VF ; 51 ; Vb[fksx ; 1530 
 1817 ; 15 копеек ; 1967 ;  ; Cu-Ni ; AU ; 65 ; Маша-растеряша ; 1964 
 1818 ; 15 копеек ; 1968 ;  ; Cu-Ni ; AU ; 69 ; renato ; 1989 
 1819 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 90 ; KonstantinK ; 2602 
 1820 ; 15 копеек ; 1975 ;  ; Cu-Ni ; AU ; 87 ; KonstantinK ; 2629 
 1821 ; 10 копеек ; 1968 ;  ; Cu-Ni ; AU ; 73 ; кузяка ; 2702 
 1822 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; XF+ ; 48 ; evdiral ; 2042 
 1823 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; AU ; 55 ; MOHETA ; 2050 
 1824 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; AU ; 48 ; 45-45-11 ; 2223 
 1825 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; XF ; 39 ; прыгун ; 2001 
 1826 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; XF+ ; 30 ; Грызлов АС ; 1972 
 1827 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; AU ; 27 ; 45-45-11 ; 2040 
 1828 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; AU ; 27 ; -USSR- ; 2023 
