 4852 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 1 ; asus ; 111 
 1953 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 4 ; Zorrro ; 200 
 1954 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 13 ; Zorrro ; 500 
 1955 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 51 ; Bonyf ; 429 
 1956 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 12 ; Zorrro ; 250 
 1957 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 7 ; Zorrro ; 250 
 1958 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 31 ; Zorrro ; 217 
 1959 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 37 ; Zorrro ; 515 
 1960 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 16 ; Zorrro ; 306 
 1961 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 20 ; Zorrro ; 327 
 1962 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Proof ; 64 ; 812 ; 3646 
 1963 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Proof ; 135 ; 812 ; 15326 
 1964 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Proof ; 86 ; 812 ; 2982 
 1965 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Proof ; 66 ; 812 ; 3679 
 1966 ; 1 рубль. Упаковка ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 38 ; Zorrro ; 1152 
 1967 ; 1 рубль. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 40 ; Zorrro ; 867 
 1968 ; 1 рубль. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 25 ; 812 ; 2042 
 1969 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 4 ; Zorrro ; 200 
 1970 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 4 ; Zorrro ; 200 
 1971 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 13 ; Bonyf ; 204 
 1972 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 16 ; Zorrro ; 250 
 1973 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 8 ; Zorrro ; 200 
 1974 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 6 ; Zorrro ; 200 
 1975 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 4 ; Zorrro ; 200 
 1976 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 2 ; Zorrro ; 200 
 1977 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 5 ; Zorrro ; 200 
 1978 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 12 ; Zorrro ; 250 
 1979 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 23 ; Zorrro ; 200 
 1980 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 50 ; azef ; 284 
 1981 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 4 ; Zorrro ; 200 
 1982 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 2 ; Zorrro ; 200 
 1983 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 4 ; Zorrro ; 200 
 1984 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 4 ; Zorrro ; 200 
 1985 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 24 ; GENA  2 05 ; 314 
 1986 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 5 ; azef ; 204 
 1987 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 4 ; Zorrro ; 200 
 1988 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 2 ; Zorrro ; 200 
 1889 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 22 ; Антон Семенович ; 148 
 1890 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 4 ; asternox ; 46 
 1891 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 15 ; Big Sun ; 79 
 1892 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF ; 26 ; lintra ; 40 
 1893 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 3 ; Play ; 208 
 1894 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF+ ; 13 ; drn137 ; 125 
 1895 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF+ ; 10 ; Антон Семенович ; 141 
 1896 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 42 ; Limbus ; 53 
 1897 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 21 ; alexxxxx ; 46 
 1898 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 2 ; jimmysu ; 72 
 1899 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF+ ; 12 ; Play ; 211 
 1900 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF+ ; 37 ; Play ; 217 
 1901 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 30 ; Play ; 153 
 1902 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 30 ; Play ; 140 
 1903 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 3 ; agap ; 204 
 1904 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 47 ; azef ; 965 
 1905 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 30 ; krft ; 169 
 1906 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 20 ; pilking ; 244 
 1907 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 22 ; JohnBG ; 200 
 1908 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 8 ; uharius ; 364 
 1909 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 24 ; GENA  2 05 ; 286 
 1910 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 11 ; azef ; 282 
 1911 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 16 ; kotok ; 143 
 1912 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 11 ; kotok ; 135 
 1913 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 12 ; kotok ; 126 
 1914 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 26 ; kotok ; 169 
 1915 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 19 ; azef ; 169 
 1916 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 21 ; vasek ; 187 
 1917 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 38 ; 01020304 ; 378 
 1918 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 39 ; АЛЬБЕРТ ; 408 
 1919 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 33 ; АЛЬБЕРТ ; 1278 
 1920 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 27 ; Brabus ; 733 
 1921 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 29 ; Bonyf ; 535 
 1922 ; 1 рубль. Новодел. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 75 ; Дядя Саша ; 411 
 1923 ; 1 рубль. Новодел. Упаковка нарушена ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 48 ; vel2010 ; 450 
 1924 ; 1 рубль. Новодел. Упаковка нарушена ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 21 ; Sky2 ; 355 
 1925 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 37 ; Limbus ; 229 
 1926 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 2 ; Dim1410 ; 101 
 1927 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 34 ; Big Sun ; 90 
 1928 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 25 ; ASA19V ; 51 
 1929 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 10 ; Northman ; 48 
 1930 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 15 ; валери ; 51 
 1931 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 38 ; dolotov.leha ; 57 
 1932 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 32 ; lintra ; 57 
 1933 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 9 ; lintra ; 56 
 1934 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 54 ; evilpap ; 57 
 1935 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 14 ; evilpap ; 59 
 1936 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 9 ; Big Sun ; 57 
 1937 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 22 ; t_v_v ; 627 
 1938 ; 1 рубль. Упаковка заклеена ; 1967 ; 50 лет Советской власти ; Cu-Ni ; AU ; 70 ; генерал222 ; 185 
 1839 ; 5 копеек ; 1968 ;  ; Cu-Zn ; AU ; 70 ; hugo ; 786 
 1840 ; 5 копеек ; 1969 ;  ; Cu-Zn ; AU ; 158 ; klimvita ; 1540 
 1841 ; 5 копеек ; 1971 ;  ; Cu-Zn ; XF ; 99 ; АЛЬБЕРТ ; 1326 
 1842 ; 5 копеек ; 1972 ;  ; Cu-Zn ; AU ; 185 ; kat3129 ; 1895 
 1843 ; 3 копейки ; 1945 ;  ; Br ; F-VF ; 48 ; sovynok ; 532 
 1844 ; 2 копейки. Деформация ; 1933 ;  ; Br ; F ; 29 ; Олег33 ; 128 
 1845 ; 1 копейка ; 1930 ;  ; Br ; VF- ; 19 ; zdenek ; 250 
 1846 ; 1 копейка ; 1935 ;  ; Br ; VF+ ; 21 ; диди ; 306 
 1847 ; 100 рублей ; 1992 ; ММД Биметалл ; Cu-Ni/Cu-Zn ; XF+XF ; 64 ; мошка ; 435 
 1848 ; 50 рублей ; 1992 ; ММД Биметалл ; Cu-Zn/Cu-Ni ; XF ; 35 ; djon.777 ; 612 
 1849 ; 10 рублей ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; VF+ ; 96 ; djon.777 ; 4801 
 1850 ; 10 рублей. Пермский край ; 2010СПМД ;  ; Би/м ; AU ; 17 ; гапа ; 1561 
 1851 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 27 ; ререх ; 140 
 1852 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 18 ; melkiy ; 126 
 1853 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 38 ; Sky2 ; 135 
 1854 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF+ ; 49 ; Sky2 ; 126 
 1855 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 35 ; pplichko ; 138 
 1856 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 35 ; evilpap ; 140 
 1857 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 26 ; pplichko ; 153 
 1858 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 26 ; jimmysu ; 80 
 1859 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 23 ; pilking ; 306 
 1860 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 37 ; Vova6074 ; 422 
 1861 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 60 ; uharius ; 306 
 1862 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 36 ; asternox ; 560 
 1863 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 65 ; Krechet ; 410 
 1864 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 28 ; mihona2 ; 221 
 1865 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 29 ; uharius ; 213 
 1866 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 22 ; pplichko ; 142 
 1867 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 21 ; VL2008 ; 151 
 1868 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 35 ; opop ; 138 
 1869 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 38 ; evilpap ; 138 
 1870 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 29 ; Komod ; 173 
 1871 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 20 ; kotok ; 110 
 1872 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Unc ; 33 ; Big Sun ; 94 
 1873 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 34 ; ASA19V ; 100 
 1874 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Unc ; 25 ; ЛАВ-13 ; 104 
 1875 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 16 ; kotok ; 116 
 1876 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 34 ; uharius ; 350 
 1877 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 14 ; pilking ; 327 
 1878 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 10 ; uharius ; 59 
 1879 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 41 ; jimmysu ; 180 
 1880 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 12 ; Play ; 148 
 1881 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 15 ; jimmysu ; 57 
 1882 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 42 ; legarder ; 61 
 1883 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 19 ; Big Sun ; 82 
 1884 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF+ ; 14 ; lintra ; 92 
 1885 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 34 ; evilpap ; 63 
 1886 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 19 ; Play ; 67 
 1887 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 31 ; Northman ; 61 
 1888 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 15 ; Northman ; 59 
 1789 ; Жетон. Министерство торговли СССР. 17. Оборотная сторона ребристая, цифры прямоугольной формы ;  ;  ; Ж/м ; VF+ ; 47 ; kalan ; 260 
 1790 ; Жетон. Министерство торговли СССР. 27. Оборотная сторона ребристая, цифры прямоугольной формы ;  ;  ; Ж/м ; XF ; 50 ; kalan ; 269 
 1791 ; Жетон. Министерство торговли СССР. 30. Оборотная сторона ребристая, цифры прямоугольной формы ;  ;  ; Ж/м ; XF- ; 49 ; kalan ; 260 
 1792 ; 100 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 85 ; asus ; 465 
 1793 ; 50 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 27 ; kehha ; 285 
 1794 ; 25 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 31 ; asus ; 372 
 1795 ; 10 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 26 ; kehha ; 313 
 1796 ; Разменный знак 10. Шпицберген. Против терроризма "Нью-Йорк 11 сентября". Упаковка ; 2001 ;  ; Cu-Ni ; Proof ; 40 ; advokatx ; 1800 
 1797 ; Разменный знак 10. Шпицберген. Подъем подлодки "Курск". Упаковка ; 2001 ;  ; Cu-Ni ; Proof ; 19 ; advokatx ; 1870 
 1798 ; Разменный знак 10. Шпицберген. Наводнение-Центр Европы ; 2002СМПД ;  ; Cu-Ni ; Proof ; 14 ; Man 11 ; 704 
 1799 ; Разменный знак 10. Шпицберген. Наводнение-Юг России ; 2002СМПД ;  ; Cu-Ni ; Proof ; 8 ; Zorrro ; 644 
 1800 ; Разменный знак 10. Шпицберген. Сход ледника-трагедия в Кармадонском ущелье ; 2002СМПД ;  ; Cu-Ni ; Proof ; 3 ; Zorrro ; 500 
 1801 ; Разменный знак 10. Шпицберген. Против терроризма "Норд-Ост" ; 2002СМПД ;  ; Cu-Ni ; Proof ; 21 ; Zorrro ; 442 
 1802 ; Разменный знак 10. Шпицберген. Цунами-Юго-Восточная Азия ; 2004СПМД ;  ; Cu-Ni ; Proof ; 6 ; Zorrro ; 867 
 1803 ; Разменный знак 10. Шпицберген. Кончина папы Иоанна Павла II ; 2005СПМД ;  ; Cu-Ni ; Proof ; 10 ; Zorrro ; 1625 
 1804 ; 20 копеек. Аверс/Реверс 45 градусов ; 1931 ;  ; Ni ; F-VF ; 49 ; potapov0 ; 71 
 1805 ; 50 копеек ; 1975 ;  ; Cu-Ni ; XF+ ; 58 ; 2262н ; 1500 
 1806 ; 50 копеек ; 1976 ;  ; Cu-Ni ; XF ; 39 ; max5252 ; 583 
 1807 ; 20 копеек ; 1950 ;  ; Ni ; VG ; 34 ; Олег33 ; 357 
 1808 ; 20 копеек ; 1965 ;  ; Cu-Ni ; AU ; 53 ; novikoff12006 ; 1836 
 1809 ; 20 копеек ; 1966 ;  ; Cu-Ni ; AU ; 187 ; novikoff12006 ; 1911 
 1810 ; 20 копеек ; 1969 ;  ; Cu-Ni ; AU ; 40 ; Олег33 ; 1632 
 1811 ; 20 копеек ; 1974 ;  ; Cu-Ni ; AU ; 86 ; USS ; 988 
 1812 ; 20 копеек ; 1975 ;  ; Cu-Ni ; AU ; 23 ; Олег33 ; 1024 
 1813 ; 20 копеек ; 1976 ;  ; Cu-Ni ; XF ; 23 ; д166 ; 2067 
 1814 ; 15 копеек ; 1934 ;  ; Ni ; VF- ; 71 ; Олег33 ; 630 
 1815 ; 15 копеек ; 1942 ;  ; Ni ; F ; 26 ; masterovoi ; 2833 
 1816 ; 15 копеек ; 1944 ;  ; Ni ; VF-XF ; 13 ; 181957 ; 400 
 1817 ; 15 копеек ; 1949 ;  ; Ni ; VF ; 23 ; KROSS BORBOS ; 329 
 1818 ; 15 копеек ; 1965 ;  ; Cu-Ni ; VF ; 31 ; Олег33 ; 1530 
 1819 ; 15 копеек ; 1966 ;  ; Cu-Ni ; XF+ ; 27 ; Олег33 ; 1353 
 1820 ; 15 копеек ; 1968 ;  ; Cu-Ni ; AU ; 34 ; kostas ; 530 
 1821 ; 15 копеек ; 1971 ;  ; Cu-Ni ; AU ; 38 ; masterovoi ; 4182 
 1822 ; 15 копеек ; 1972 ;  ; Cu-Ni ; AU ; 42 ; hugo ; 4590 
 1823 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 26 ; klimvita ; 612 
 1824 ; 15 копеек ; 1975 ;  ; Cu-Ni ; AU ; 38 ; albar ; 1700 
 1825 ; 10 копеек ; 1942 ;  ; Ni ; AU ; 38 ; Basilio ; 20502 
 1826 ; 10 копеек ; 1944 ;  ; Ni ; VF-XF ; 24 ; ЛАВ-13 ; 2042 
 1827 ; 10 копеек ; 1966 ;  ; Cu-Ni ; AU ; 29 ; E.C. ; 1527 
 1828 ; 5 копеек ; 1929 ;  ; Br ; F ; 30 ; sovynok ; 220 
 1829 ; 5 копеек ; 1934 ;  ; Br ; F- ; 113 ; AnatolS ; 822 
 1830 ; 5 копеек ; 1936 ;  ; Br ; F ; 9 ; krft ; 170 
 1831 ; 5 копеек ; 1939 ;  ; Br ; XF ; 131 ; svv ; 1129 
 1832 ; 5 копеек ; 1941 ;  ; Br ; F- ; 11 ; Natascha ; 155 
 1833 ; 5 копеек ; 1945 ;  ; Br ; F ; 65 ; Стрепет ; 352 
 1834 ; 5 копеек ; 1951 ;  ; Br ; F-VF ; 49 ; AnatolS ; 521 
