 3247 ; Бона иностранная ;  ;  ;  ;  ; 28 ; latuza48186 ; 67 
 561 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; VF- ; 42 ; lesnik1 ; 184 
 562 ; Копейка ; 1832 ; ЕМ ФХ ; Cu ; F+ ; 37 ; 121974 ; 51 
 563 ; Копейка ; 1833 ; ЕМ ФХ ; Cu ; F-VF ; 45 ; olq ; 373 
 564 ; Копейка ; 1834 ; СМ ; Cu ; F ; 14 ; spektr ; 50 
 565 ; Копейка ; 1838 ; СМ ; Cu ; F+ ; 10 ; MDV ; 65 
 566 ; Копейка ; 1840 ; ЕМ ; Cu ; VF+ ; 37 ; Пионер ; 155 
 567 ; Копейка ; 1840 ; СМ ; Cu ; F-VF ; 58 ; evgenijzhuk ; 261 
 568 ; Копейка ; 1841 ; СМ ; Cu ; F+ ; 13 ; natallli ; 14 
 569 ; Копейка ; 1843 ; ЕМ ; Cu ; VF+ ; 32 ; MDV ; 257 
 570 ; Копейка ; 1843 ; ЕМ ; Cu ; F ; 23 ; Мишок ; 24 
 571 ; Копейка ; 1843 ; СМ ; Cu ; F-VF ; 24 ; evgenijzhuk ; 446 
 572 ; Копейка ; 1844 ; СМ ; Cu ; F ; 12 ; koga ; 24 
 573 ; Копейка ; 1844 ; СМ ; Cu ; F ; 8 ; koga ; 25 
 574 ; Копейка ; 1845 ; СМ ; Cu ; F-VF ; 13 ; ForeverYoung ; 31 
 575 ; Копейка ; 1845 ; СМ ; Cu ; F ; 15 ; alex995 ; 21 
 576 ; Копейка ; 1852 ; ЕМ ; Cu ; VF- ; 40 ; jesi ; 197 
 577 ; Копейка ; 1853 ; ЕМ ; Cu ; F-VF ; 32 ; 121974 ; 44 
 578 ; Копейка ; 1854 ; ЕМ ; Cu ; VF ; 22 ; jesi ; 357 
 579 ; Копейка ; 1855 ; ЕМ ; Cu ; VF+ ; 52 ; agent 007 ; 352 
 580 ; Копейка ; 1855 ; ЕМ ; Cu ; F+ ; 17 ; natallli ; 24 
 581 ; Копейка (Петров-3р) ; 1855 ; ВМ ; Cu ; VF- ; 80 ; evgenijzhuk ; 1532 
 582 ; Копейка ; 1856 ; ЕМ ; Cu ; VF ; 46 ; solder13 ; 131 
 583 ; Копейка ; 1857 ; ЕМ ; Cu ; F-VF ; 44 ; olq ; 123 
 484 ; 2 копейки ; 1825 ; ЕМ ИК ; Cu ; F-VF ; 14 ; evgenijzhuk ; 65 
 485 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; F+ ; 4 ; lesnik1 ; 25 
 486 ; 2 копейки ; 1826 ; КМ АМ ; Cu ; VG ; 13 ; VR62 ; 37 
 487 ; 2 копейки ; 1827 ; ЕМ ИК ; Cu ; VF- ; 18 ; solder13 ; 162 
 488 ; 2 копейки ; 1828 ; ЕМ ИК ; Cu ; F-VF ; 21 ; tdp ; 47 
 489 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; VF- ; 56 ; limon1976 ; 399 
 490 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; F+ ; 37 ; Poiuyt ; 38 
 491 ; 2 копейки ; 1838 ;  ; Cu ; VG ; 23 ; natallli ; 23 
 492 ; 2 копейки ; 1838 ; СМ ; Cu ; F+ ; 26 ; MDV ; 55 
 493 ; 2 копейки (Ильин-1р) ; 1839 ; СМ ; Cu ; F+ ; 61 ; Alex007 ; 500 
 494 ; 2 копейки ; 1841 ; ЕМ ; Cu ; F-VF ; 14 ; andr45 ; 207 
 495 ; 2 копейки ; 1841 ; СПМ ; Cu ; F+ ; 30 ; dmytrylat ; 127 
 496 ; 2 копейки ; 1843 ; СМ ; Cu ; VG ; 12 ; VR62 ; 46 
 497 ; 2 копейки ; 1846 ; СМ ; Cu ; F-VF ; 38 ; MDV ; 204 
 498 ; 2 копейки ; 1851 ; ЕМ ; Cu ; F/F-VF ; 22 ; evgenijzhuk ; 408 
 499 ; 2 копейки ; 1852 ; ЕМ ; Cu ; F-VF ; 44 ; MDV ; 341 
 500 ; 2 копейки ; 1858 ; ЕМ ; Cu ; F ; 11 ; MDV ; 48 
 501 ; 2 копейки ; 1859 ; ЕМ ; Cu ; F-VF ; 29 ; spektr ; 300 
 502 ; 2 копейки ; 1873 ; ЕМ ; Cu ; VG ; 7 ; krokodil ; 28 
 503 ; 2 копейки ; 1875 ; ЕМ ; Cu ; VF- ; 42 ; leo 2 ; 255 
 504 ; 2 копейки ; 1876 ; ЕМ ; Cu ; F ; 12 ; evgenijzhuk ; 133 
 505 ; 2 копейки ; 1898 ; СПБ ; Cu ; F ; 14 ; soouo ; 20 
 506 ; 2 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 25 ; nikolay ; 28 
 507 ; 2 копейки ; 1906 ; СПБ ; Cu ; VF- ; 30 ; soouo ; 48 
 508 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF ; 25 ; natallli ; 32 
 509 ; 2 копейки ; 1913 ; СПБ ; Cu ; XF+ ; 17 ; topotun ; 329 
 510 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 26 ; alex995 ; 26 
 511 ; 2 копейки ; 1914 ; СПБ ; Cu ; XF- ; 26 ; tavitrof ; 33 
 512 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF- ; 24 ; natallli ; 25 
 513 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 13 ; VL2008 ; 75 
 514 ; 2 копейки ; 1915 ;  ; Cu ; F-VF ; 9 ; natallli ; 8 
 515 ; 2 копейки ; 1916 ;  ; Cu ; AU ; 20 ; SURF68 ; 417 
 516 ; 2 копейки ; 1916 ;  ; Cu ; VF-XF ; 54 ; wwii-soldat ; 61 
 517 ; Копейка ; 1705 ; МД ; Cu ; F ; 2 ; fanis ; 306 
 518 ; Копейка ; 1708 ; МД ; Cu ; F-VF ; 37 ; o.k. ; 724 
 519 ; Копейка ; 1712 ; БК ; Cu ; F ; 4 ; fanis ; 426 
 520 ; Копейка ; 1729 ;  ; Cu ; F-VF ; 33 ; ЧАС ; 5100 
 521 ; Копейка ; 1757 ;  ; Cu ; F-VF ; 13 ; evgenijzhuk ; 65 
 522 ; Копейка ; 1758 ;  ; Cu ; VF- ; 39 ; spektr ; 300 
 523 ; Копейка ; 1758 ;  ; Cu ; F-VF ; 6 ; spektr ; 34 
 524 ; Копейка ; 1759 ;  ; Cu ; F-VF ; 8 ; lee ; 41 
 525 ; Копейка ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 55 ; vitapool ; 450 
 526 ; Копейка ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 38 ; alyans-met ; 331 
 527 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 64 ; Cheral2008 ; 432 
 528 ; Копейка ; 1771 ; КМ "Сибирь" ; Cu ; F+ ; 29 ; obob999 ; 201 
 529 ; Копейка ; 1778 ; КМ "Сибирь" ; Cu ; F-VF ; 50 ; evgenijzhuk ; 351 
 530 ; Копейка ; 1789 ; ЕМ ; Cu ; F-VF ; 48 ; Poiuyt ; 276 
 531 ; Копейка ; 1789 ; ЕМ ; Cu ; VG ; 6 ; natallli ; 25 
 532 ; Копейка ; 1790 ; ЕМ ; Cu ; F-VF ; 58 ; evgenijzhuk ; 310 
 533 ; Копейка ; 1790 ; ЕМ ; Cu ; F+ ; 6 ; 121974 ; 46 
 434 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 15 ; lesnik1 ; 116 
 435 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 46 ; ВЛУКИ ; 411 
 436 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 7 ; natallli ; 35 
 437 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F ; 13 ; natallli ; 21 
 438 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 3 ; мурман2008 ; 51 
 439 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 20 ; limon1976 ; 159 
 440 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F ; 18 ; jesi ; 228 
 441 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 64 ; naga ; 252 
 442 ; 2 копейки ; 1765 ; ММ ; Cu ; F-VF ; 23 ; evgenijzhuk ; 123 
 443 ; 2 копейки "Сибирь" ; 1764-1780 ;  ; Cu ; F+ ; 26 ; vc57 ; 273 
 444 ; 2 копейки ; 1768 ; КМ "Сибирь" ; Cu ; F-VF ; 99 ; namana ; 795 
 445 ; 2 копейки ; 1790 ; ЕМ ; Cu ; F+ ; 39 ; olq ; 261 
 446 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF ; 22 ; tati1545 ; 148 
 447 ; 2 копейки ; 1798 ; АМ ; Cu ; VF- ; 42 ; lesnik1 ; 111 
 448 ; 2 копейки ; 1798 ; КМ ; Cu ; F ; 39 ; MDV ; 301 
 449 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F-VF ; 38 ; 121974 ; 102 
 450 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF- ; 22 ; MDV ; 73 
 451 ; 2 копейки ; 1800 ; ЕМ ; Cu ; F-VF ; 15 ; MDV ; 231 
 452 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF+ ; 21 ; 27091979 ; 312 
 453 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF- ; 11 ; igo ; 92 
 454 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 10 ; tdp ; 48 
 455 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 21 ; dimon46 ; 57 
 456 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 20 ; jesi ; 83 
 457 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F+ ; 31 ; olq ; 39 
 458 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F ; 20 ; ВЛУКИ ; 37 
 459 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 36 ; nikolay ; 359 
 460 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF ; 47 ; lesnik1 ; 186 
 461 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 19 ; ААФ ; 185 
 462 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F+ ; 28 ; ForeverYoung ; 27 
 463 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 18 ; ForeverYoung ; 21 
 464 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F ; 9 ; soouo ; 14 
 465 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 16 ; olq ; 81 
 466 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF- ; 26 ; olq ; 48 
 467 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; F+ ; 12 ; soouo ; 11 
 468 ; 2 копейки ; 1813 ; КМ АМ ; Cu ; F-VF ; 4 ; evgen72 ; 46 
 469 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F-VF ; 9 ; olq ; 95 
 470 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF ; 10 ; набак ; 157 
 471 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF- ; 13 ; Simpaga ; 26 
 472 ; 2 копейки ; 1815 ; КМ АМ ; Cu ; F-VF ; 9 ; tdp ; 46 
 473 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; VF+ ; 18 ; tdp ; 79 
 474 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; F ; 14 ; natallli ; 13 
 475 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; VF+ ; 72 ; да ; 291 
 476 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F+ ; 20 ; wwii-soldat ; 25 
 477 ; 2 копейки ; 1820 ; КМ АД ; Cu ; F+ ; 16 ; olq ; 46 
 478 ; 2 копейки ; 1821 ; ЕМ ФГ ; Cu ; F-VF ; 32 ; leo 2 ; 104 
 479 ; 2 копейки ; 1821 ; КМ АД ; Cu ; F ; 25 ; koga ; 43 
 480 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; VF- ; 15 ; koga ; 36 
 481 ; 2 копейки ; 1823 ; ЕМ ФГ ; Cu ; F+ ; 15 ; evgenijzhuk ; 51 
 482 ; 2 копейки ; 1824 ; ЕМ ПГ ; Cu ; F-VF ; 15 ; leo 2 ; 53 
 483 ; 2 копейки ; 1825 ; ЕМ ПГ ; Cu ; F+ ; 21 ; natallli ; 29 
 384 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F ; 18 ; хруст ; 61 
 385 ; 5 копеек ; 1781 ; ЕМ ; Cu ; F ; 13 ; natallli ; 53 
 386 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF ; 40 ; ko-resh ; 309 
 387 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF+/VF- ; 34 ; tdp ; 357 
 388 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF- ; 23 ; ForeverYoung ; 337 
 389 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 5 ; tdp ; 408 
 390 ; 5 копеек ; 1788 ; СПМ ; Cu ; F-VF ; 43 ; RAPAN ; 2303 
 391 ; 5 копеек ; 1790 ; АМ ; Cu ; VF- ; 57 ; хруст ; 696 
 392 ; 5 копеек ; 1792 ; ЕМ ; Cu ; VF- ; 29 ; tdp ; 408 
 393 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF- ; 25 ; MDV ; 524 
 394 ; 5 копеек ; 1795 ; ЕМ ; Cu ; F+ ; 24 ; Cheral2008 ; 100 
 395 ; 5 копеек ; 1795 ; КМ ; Cu ; VF- ; 27 ; alyans-met ; 3219 
 396 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+/VF- ; 26 ; MDV ; 601 
 397 ; 5 копеек ; 1804 ; ЕМ ; Cu ; F-VF ; 50 ; evgenijzhuk ; 1889 
 398 ; 5 копеек ; 1805 ; ЕМ ; Cu ; F+ ; 33 ; MDV ; 816 
 399 ; 5 копеек ; 1806 ; ЕМ ; Cu ; F ; 15 ; MDV ; 473 
 400 ; 5 копеек. Запилы гурта ; 1831 ; ЕМ ФХ ; Cu ; F+ ; 27 ; oks ; 67 
 401 ; 5 копеек (Ильин-1р) ; 1831 ; СМ ; Cu ; F+ ; 47 ; Alex007 ; 365 
 402 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF- ; 21 ; ForeverYoung ; 232 
 403 ; 5 копеек ; 1832 ; СМ ; Cu ; F ; 39 ; koga ; 63 
 404 ; 5 копеек ; 1833 ; ЕМ ФХ ; Cu ; F-VF/F ; 13 ; natallli ; 34 
 405 ; 5 копеек ; 1833 ; СМ ; Cu ; F ; 18 ; alyans-met ; 240 
 406 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; F ; 3 ; Lena13 ; 100 
 407 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF ; 82 ; ААФ ; 346 
 408 ; 5 копеек ; 1837 ; ЕМ НА ; Cu ; F ; 28 ; MDV ; 49 
 409 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F-VF ; 39 ; Олег33 ; 382 
 410 ; 5 копеек ; 1863 ; ЕМ ; Cu ; F+ ; 13 ; MDV ; 74 
 411 ; 5 копеек ; 1864 ; ЕМ ; Cu ; F-VF ; 5 ; nikolay ; 417 
 412 ; 5 копеек ; 1865 ; ЕМ ; Cu ; VF ; 31 ; nikolay ; 1041 
 413 ; 5 копеек ; 1868 ; СПБ ; Cu ; F ; 22 ; krokodil ; 714 
 414 ; 5 копеек ; 1869 ; ЕМ ; Cu ; VF-XF ; 82 ; igors1969 ; 3349 
 415 ; 5 копеек ; 1869 ; ЕМ ; Cu ; F ; 12 ; alex995 ; 33 
 416 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F-VF ; 14 ; oks ; 85 
 417 ; 5 копеек ; 1874 ; ЕМ ; Cu ; F-VF ; 45 ; evgenijzhuk ; 310 
 418 ; 5 копеек ; 1875 ; ЕМ ; Cu ; VF+ ; 22 ; 751 ; 704 
 419 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F ; 1 ; тнн ; 65 
 420 ; 5 копеек ; 1876 ; СПБ ; Cu ; F+ ; 14 ; evgenijzhuk ; 214 
 421 ; 5 копеек ; 1879 ; СПБ ; Cu ; VF+ ; 19 ; igors1969 ; 1377 
 422 ; 5 копеек ; 1911 ; СПБ ; Cu ; XF+ ; 65 ; igors1969 ; 1805 
 423 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF+ ; 19 ; Исаак-Б ; 275 
 424 ; 5 копеек ; 1912 ; СПБ ; Cu ; F+ ; 77 ; Олег33 ; 580 
 425 ; 3 копейки ; 1841 ; ЕМ ; Cu ; VF- ; 61 ; evgenijzhuk ; 731 
 426 ; 3 копейки ; 1841 ; СМ ; Cu ; F ; 19 ; koga ; 122 
 427 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 84 ; Мишок ; 891 
 428 ; 3 копейки ; 1860 ; ЕМ ; Cu ; VF- ; 38 ; Олег33 ; 472 
 429 ; 3 копейки ; 1872 ; ЕМ ; Cu ; F+ ; 24 ; krokodil ; 251 
 430 ; 3 копейки ; 1877 ; СПБ ; Cu ; F ; 11 ; evgenijzhuk ; 63 
 431 ; 3 копейки ; 1899 ; СПБ ; Cu ; F-VF ; 2 ; тнн ; 65 
 432 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF ; 20 ; natallli ; 27 
 433 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 36 ; ko-resh ; 102 
 259 ; 5 копеек ; 1855 ; СПБ HI ; Ag ; VF-XF ; 78 ; батя ; 1736 
 260 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; VF-XF ; 74 ; Пионер ; 1593 
 261 ; 5 копеек ; 1860 ; СПБ ФБ ; Ag ; F-VF ; 105 ; пятак ; 2550 
 262 ; 5 копеек ; 1869 ; СПБ HI ; Ag ; VF ; 52 ; пятак ; 3550 
 263 ; 5 копеек ; 1873 ; СПБ HI ; Ag ; VF- ; 84 ; fanil ; 3621 
 264 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; XF+ ; 32 ; жаба ; 330 
 265 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; VF ; 66 ; хруст ; 311 
 266 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF ; 21 ; wladimir1972 ; 303 
 267 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF+ ; 35 ; marsel ; 412 
 268 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; F-VF ; 30 ; fanis ; 110 
 269 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF- ; 25 ; ForeverYoung ; 174 
 270 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; AU ; 26 ; baz1960 ; 500 
 271 ; 5 копеек ; 1899 ; СПБ АГ ; Ag ; AU ; 149 ; Олег33 ; 1043 
 272 ; 5 копеек ; 1900 ; СПБ ФЗ ; Ag ; VF-XF ; 21 ; solder13 ; 302 
 273 ; 5 копеек ; 1901 ; СПБ ФЗ ; Ag ; VF-XF ; 96 ; А25 ; 367 
 274 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF+ ; 12 ; vc57 ; 228 
 275 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 52 ; baz1960 ; 318 
 276 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF-XF ; 13 ; dimon46 ; 222 
 277 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; VF+ ; 2 ; bklad ; 200 
 278 ; 5 копеек. Отверстие 12 часов ; 1912 ; СПБ ЭБ ; Ag ; F ; 44 ; koga ; 45 
 279 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 83 ; and ; 444 
 280 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; XF+ ; 32 ; nikolay ; 267 
 281 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 67 ; нумизмат ; 757 
 282 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 77 ; нумизмат ; 578 
 283 ; 5 копеек ; 1915 ; ВС ; Ag ; AU ; 90 ; батя ; 714 
 284 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF ; 2 ; ICEK ; 357 
 285 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F-VF ; 16 ; ppp ; 53 
 286 ; 5 грошей ; 1816? ; IB Польша ; Ag ; F+ ; 34 ; nikolay ; 257 
 287 ; 5 грошей ; 1818 ; IB Польша ; Ag ; F-VF ; 19 ; leo 2 ; 567 
 288 ; 5 грошей ; 1819 ; IB Польша ; Ag ; F+ ; 17 ; nikolay ; 164 
 289 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 36 ; lynx ; 238 
 290 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 34 ; lesnik1 ; 278 
 291 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 27 ; lynx ; 197 
 292 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 31 ; lynx ; 200 
 293 ; Лот монет России: 1 рубль, полуполтинник, гривенник (3шт). Отверстия ; 1801,1757,1781 ;  ; Ag ; F ; 85 ; koga ; 1337 
 294 ; Лот монет России: 1 рубль отверстие 12 часов, 20 копеек напайка 12 часов (2шт) ; 1878,1860 ;  ; Ag ; F ; 9 ; koga ; 647 
 295 ; Лот монет России: 25,20,15,10 коп (8шт). Отверстия ; 1823-1863 ;  ; Ag ; F-VF/VF ; 53 ; голосок ; 516 
 371 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F+ ; 8 ; mars6307 ; 408 
 372 ; 10 копеек ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 51 ; mars6307 ; 1589 
 373 ; 10 копеек ; 1836 ; ЕМ ФХ ; Cu ; F-VF ; 43 ; VR62 ; 579 
 374 ; 10 копеек ; 1837 ; ЕМ КТ ; Cu ; F-VF ; 46 ; evgenijzhuk ; 797 
 375 ; 10 копеек ; 1838 ; ЕМ НА ; Cu ; F+ ; 45 ; leo 2 ; 1032 
 376 ; 5 копеек ; 1758 ; ММ ; Cu ; F+ ; 18 ; koga ; 297 
 377 ; 5 копеек ; 1761 ;  ; Cu ; VF- ; 28 ; да ; 500 
 378 ; 5 копеек ; 1765 ; СМ ; Cu ; F-VF ; 53 ; fanil ; 2876 
 379 ; 5 копеек ; 1766 ; ММ ; Cu ; F ; 30 ; MDV ; 361 
 380 ; 5 копеек ; 1767 ; ЕМ ; Cu ; VF- ; 15 ; ForeverYoung ; 145 
 381 ; 5 копеек ; 1768 ; ЕМ ; Cu ; VF+ ; 48 ; 100924 ; 871 
 382 ; 5 копеек ; 1776 ; ЕМ ; Cu ; VF+ ; 31 ; GLLS ; 663 
 383 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 33 ; MDV ; 493 
 209 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 27 ; jesi ; 61 
 210 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 22 ; jesi ; 57 
 211 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 18 ; dmytrylat ; 63 
 212 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 21 ; VL2008 ; 59 
 213 ; 10 копеек ; 1915 ; ВС ; Ag ; XF ; 17 ; elac ; 61 
 214 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 7 ; jesi ; 57 
 215 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 32 ; dmytrylat ; 85 
 216 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 41 ; dali ; 71 
 217 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 2 ; jesi ; 57 
 218 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 14 ; lelik35 ; 55 
 219 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 3 ; elac ; 79 
 220 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 21 ; ko-resh ; 67 
 221 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 5 ; nmvbnm ; 57 
 222 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 22 ; moneymax ; 59 
 223 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 11 ; jesi ; 57 
 224 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 7 ; VL2008 ; 71 
 225 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 19 ; jesi ; 59 
 226 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 35 ; bcs ; 61 
 227 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 32 ; VL2008 ; 66 
 228 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 19 ; elac ; 85 
 229 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 4 ; AAE2006 ; 77 
 230 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 30 ; nmvbnm ; 81 
 231 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 3 ; rolex ; 350 
 232 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 22 ; ko-resh ; 61 
 233 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 28 ; VL2008 ; 55 
 234 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 21 ; AAE2006 ; 69 
 235 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 19 ; and ; 141 
 236 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 39 ; да ; 143 
 237 ; 10 копеек. Осака ; 1916 ;  ; Ag ; AU ; 84 ; and ; 2392 
 238 ; 5 копеек. Заделано отверстие ; 1755 ; СПБ ; Ag ; F/F-VF ; 56 ; alyans-met ; 1150 
 239 ; 5 копеек. Отверстие ; 1756 ; СПБ ; Ag ; F-VF ; 67 ; alyans-met ; 741 
 240 ; 5 копеек. Отверстие ; 1757 ; СПБ ; Ag ; F-VF ; 41 ; setoff ; 444 
 241 ; 5 копеек. Отверстие ; 1758 ; СПБ ; Ag ; F ; 36 ; natallli ; 133 
 242 ; 5 копеек ; 1758 ; СПБ ; Ag ; VF+ ; 77 ; jesi ; 4246 
 243 ; 5 копеек. Отверстие ; 1761 ; СПБ ; Ag ; F+ ; 50 ; alyans-met ; 877 
 244 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF+ ; 42 ; dmytrylat ; 411 
 245 ; 5 копеек ; 1824 ; СПБ ПД ; Ag ; VF ; 25 ; evgenijzhuk ; 425 
 246 ; 5 копеек ; 1827 ; СПБ НГ ; Ag ; VF+ ; 30 ; evgenijzhuk ; 2615 
 247 ; 5 копеек ; 1833 ; СПБ НГ ; Ag ; VF- ; 34 ; Пионер ; 287 
 248 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; VF-XF ; 35 ; fontanka ; 532 
 249 ; 5 копеек ; 1838 ; СПБ НГ ; Ag ; VF ; 44 ; Пионер ; 263 
 250 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; VF-XF ; 33 ; fanil ; 752 
 251 ; 5 копеек ; 1847 ; СПБ ПА ; Ag ; XF- ; 56 ; СВл ; 2199 
 252 ; 5 копеек ; 1848 ; СПБ HI ; Ag ; VF-XF ; 55 ; 27091979 ; 1428 
 253 ; 5 копеек ; 1849 ; СПБ ПА ; Ag ; VF-XF ; 34 ; kollega ; 1342 
