 5898 ; Бона иностранная Дания ;  ;  ;  ; AU ; 37 ; Khab27 ; 317 
 2082 ; 5 рублей. 70 лет победы. Львовско-Сандомирская операция. Буклет ; 2014 ;  ; Ni/St ; Unc ; 7 ; vad52 ; 234 
 2083 ; 5 рублей. 70 лет победы. Битва за Москву. Буклет ; 2014 ;  ; Ni/St ; Unc ; 7 ; vad52 ; 234 
 2084 ; 5 рублей. 70 лет победы. Берлинская операция. Буклет ; 2014 ;  ; Ni/St ; Unc ; 9 ; vad52 ; 234 
 2085 ; 5 рублей. 70 лет победы. Прибалтийская операция. Буклет ; 2014 ;  ; Ni/St ; Unc ; 19 ; vad52 ; 234 
 2086 ; 5 рублей. 70 лет победы. Восточно-Прусская операция. Буклет ; 2014 ;  ; Ni/St ; Unc ; 7 ; vad52 ; 234 
 2087 ; 5 рублей. 70 лет победы. Битва за Днепр. Буклет ; 2014 ;  ; Ni/St ; Unc ; 7 ; vad52 ; 234 
 2088 ; 2 рубля. 200 лет Отечественной войне 1812г. Полководцы и герои. Беннигсен. Буклет ; 2012 ;  ; Ni/St ; Unc ; 88 ; spartak9583 ; 137 
 2089 ; 2 рубля. 200 лет Отечественной войне 1812г. Полководцы и герои. Дохтуров. Буклет ; 2012 ;  ; Ni/St ; Unc ; 4 ; vad52 ; 134 
 2090 ; 2 рубля. 200 лет Отечественной войне 1812г. Полководцы и герои. Кутайсов. Буклет ; 2012 ;  ; Ni/St ; Unc ; 4 ; vad52 ; 134 
 2091 ; 2 рубля. 200 лет Отечественной войне 1812г. Полководцы и герои. Александр I. Буклет ; 2012 ;  ; Ni/St ; Unc ; 23 ; vad52 ; 134 
 2092 ; 2 рубля. 200 лет Отечественной войне 1812г. Полководцы и герои. Милорадович. Буклет ; 2012 ;  ; Ni/St ; Unc ; 4 ; vad52 ; 134 
 2093 ; 2 рубля. 200 лет Отечественной войне 1812г. Полководцы и герои. Платов. Буклет ; 2012 ;  ; Ni/St ; Unc ; 5 ; vad52 ; 135 
 2094 ; 2 рубля. 200 лет Отечественной войне 1812г. Полководцы и герои. Остерман-Толстой. Буклет ; 2012 ;  ; Ni/St ; Unc ; 5 ; vad52 ; 135 
 2095 ; 2 рубля. 200 лет Отечественной войне 1812г. Полководцы и герои. Кутузов. Буклет ; 2012 ;  ; Ni/St ; Unc ; 5 ; vad52 ; 135 
 2096 ; 2 рубля. 200 лет Отечественной войне 1812г. Полководцы и герои. Барклай-де-Толли. Буклет ; 2012 ;  ; Ni/St ; Unc ; 5 ; vad52 ; 135 
 2097 ; 2 рубля. 200 лет Отечественной войне 1812г. Полководцы и герои. Кожина. Буклет ; 2012 ;  ; Ni/St ; Unc ; 5 ; vad52 ; 135 
 1998 ; 5 копеек ; 1931 ;  ; Br ; VF- ; 7 ; Rober ; 83 
 1999 ; 5 копеек ; 1937 ;  ; Br ; VG ; 33 ; kostyuksa ; 300 
 2000 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; F- ; 3 ; Rober ; 101 
 2001 ; 3 копейки ; 1949 ;  ; Br ; F ; 5 ; Rober ; 23 
 2002 ; 3 копейки ; 1965 ;  ; Cu-Zn ; VF ; 74 ; vitab ; 500 
 2003 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF- ; 51 ; flutter ; 1008 
 2004 ; 3 копейки ; 1962 ;  ; Cu-Zn ; VF- ; 57 ; olegs ; 438 
 2005 ; 10 копеек ; 1951 ;  ; Ni ; VF+ ; 11 ; Каенн ; 480 
 2006 ; 25 рублей. Сочи-2014. Упаковка ; 2013 ;  ; Ni/St ; Unc ; 8 ; ooooo1961 ; 56 
 2007 ; 25 рублей. Сочи-2014. Упаковка ; 2014 ;  ; Ni/St ; Unc ; 39 ; buratino ; 90 
 2008 ; 25 рублей. Сочи-2014. Упаковка ; 2014 ;  ; Ni/St ; Unc ; 19 ; ooooo1961 ; 45 
 2009 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF/AU ; 25 ; vlad32 ; 230 
 2010 ; 10 рублей. Ненецкий АО ; 2010 ;  ; Би/м ; AU ; 47 ; спартак 30 ; 691 
 2011 ; 3 копейки ; 1946 ;  ; Br ; XF ; 14 ; лом45 ; 129 
 2012 ; 3 копейки. Упаковка ; 1967 ;  ; Cu-Zn ; XF+ ; 11 ; Drusa80 ; 104 
 2013 ; 2 копейки. Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 25 ; NAG ; 257 
 2014 ; 1 копейка. Упаковка ; 1967 ;  ; Cu-Zn ; AU ; 31 ; Алекс61 ; 155 
 2015 ; 1 копейка. Упаковка ; 1969 ;  ; Cu-Zn ; AU ; 11 ; John16 ; 141 
 2016 ; 10 рублей. Северная Осетия-Алания, Ингушетия (2шт) + бокс на 48 монет ; 2013,2014 ;  ; Би/м ; AU ; 63 ; maymuse ; 1658 
 2017 ; Набор монет Банка России (200 лет Отечественной войны): 10,5,2 руб (28шт). Буклет ; 2012 ;  ; Ni/St,лат/St ; Unc ; 28 ; sotnik ; 790 
 2018 ; Альбом монет Банка России: 5,1 коп (52шт) ; 1997-2014 ;  ; Cu-Ni ; XF ; 21 ; Taras58 ; 632 
 2019 ; Альбом монет Банка России: 5,1 коп (52шт) ; 1997-2014 ;  ; Cu-Ni ; XF ; 18 ; se170661 ; 614 
 2020 ; 1 рубль. Конверт, марка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 24 ; rubakov2007 ; 1247 
 2021 ; Набор монет Банка России (ГВС. Выпуск 1): 10 руб (8шт) + жетон. Буклет ; 2011 ;  ; Лат/St ; Unc ; 102 ; Тормоз ; 1326 
 2022 ; Набор монет Банка России (ГВС. Выпуск 1): 10 руб (8шт) + жетон. Буклет ; 2012 ;  ; Лат/St ; Unc ; 42 ; spartak9583 ; 1224 
 2023 ; Альбом монет Банка России (70 лет победы в ВОВ): 10,5 руб (21шт) ; 2014,2015 ;  ; Би/м,Ni/St ; AU ; 37 ; torin1 ; 1122 
 2024 ; Набор монет Банка России (Казань 2013): 10 рублей (2шт) + жетон. Пластиковая упаковка ; 2013 ;  ; Лат/St ; Unc ; 59 ; кент ; 717 
 2025 ; Альбом монет Банка России (200 лет Отечественной войны): 10,5,2 руб (28шт). Буклет ; 2012 ;  ; Ni/St,лат/St ; Unc ; 85 ; vladimirov ; 500 
 2026 ; Набор монет Банка России (Сочи-2014. Выпуск II) (обычные и с краской): 25 руб + жетон (4шт). Буклет ; 2011,2012 ;  ; Cu-Ni ; Unc ; 39 ; кент ; 1577 
 2027 ; Набор монет Банка России (Сочи-2014. Выпуск II) (обычные и с краской): 25 руб (4шт) + жетон. Буклет ; 2013,2014 ;  ; Cu-Ni ; Unc ; 32 ; кент ; 1504 
 2028 ; Набор монет Банка России (Казань 2013): 10 рублей (2шт) + жетон. Пластиковая упаковка ; 2013 ;  ; Лат/St ; Unc ; 17 ; rubakov2007 ; 765 
 2029 ; Альбом монет России "300 лет Российского флота" (6шт+жетон): 100,50,20,10,5,1руб + жетон СПМД ; 1996 ;  ;  ; Unc ; 80 ; B612 ; 17340 
 2030 ; Набор монет Банка России (Гагарин): 2,10 руб (2шт). Буклет ; 2001 ;  ; Би/м,Cu-Ni ; AU ; 21 ; sotnik ; 2040 
 2031 ; Альбом памятных монет "Города воинской славы" (42шт): 10 рублей ; 2010-2014 ;  ;  ; AU/XF+ ; 46 ; Horta ; 765 
 2032 ; Альбом монет "70 лет Победы" (21шт): 10руб,5руб ; 2015 ;  ;  ; AU ; 45 ; 8 988 ; 873 
 2033 ; Альбом монет Банка России (200 лет Отечественной войне 1812г): 10,5,2 руб (28шт) ; 2012 ;  ; Ni/St,лат/St ; AU ; 86 ; vladimirov ; 505 
 2034 ; Альбом монет Банка России (70 лет победы): 10 руб (3шт) ; 2015 ;  ; би/м ; AU ; 47 ; vadimus ; 128 
 2035 ; Альбом монет России "Вхождение в состав РФ Республики Крым и Севастополя" (2шт): 10 рублей ; 2014 ;  ; St-Lat ; AU ; 44 ; вмонетав ; 147 
 2036 ; Альбом монет "Российская Федерация". Выпуск 5 (5шт+жетон): 10 рублей +жетон СПМД ; 2009 ;  ; Би/м ; AU ; 117 ; Тормоз ; 3050 
 2037 ; Альбом монет "Российская Федерация". Выпуск 4 (4шт+жетон): 10 рублей +жетон СПМД ; 2008 ;  ; Би/м ; AU ; 27 ; sotnik ; 1226 
 2038 ; Альбом монет "Российская Федерация". Выпуск 7 (2шт+жетон): 10 рублей +жетон СПМД ; 2011 ;  ; Би/м ; AU ; 16 ; sotnik ; 612 
 2039 ; Набор монет России "Вхождение в состав РФ Республики Крым и Севастополя" (2шт): 10 рублей. В буклете ; 2014 ;  ;  ; AU ; 61 ; spartak9583 ; 114 
 2040 ; Альбом монет Банка России (70 лет победы): 10 руб (3шт) ; 2015 ;  ;  ; AU ; 17 ; spartak9583 ; 110 
 2041 ; Набор. Памятная монета 1 рубль (графическое изображение рубля)  +жетон ММД. В буклете ; 2014 ;  ;  ; AU ; 5 ; Sandello ; 607 
 2042 ; Набор монет СССР (юбилейные): 1 руб (6шт) ; 1977-1980 ;  ; Cu-Ni ; AU ; 53 ; rubakov2007 ; 2500 
 2043 ; Набор монет Арктикуголь. Шпицберген. : 100,50,25,10 рублей (4шт). Буклет ; 1993 ;  ;  ; XF ; 49 ; fillin ; 2550 
 2044 ; Юбилейный набор монетовидных жетонов Арктикуголь. Шпицберген. : 50,20,15,10 копеек (4шт) + жетон. Буклет СПМД ;  ;  ;  ; AU ; 29 ; alex-bigsan ; 3966 
 2045 ; Набор монет "Вхождение в состав РФ республики Крым и города Севастополя" (2шт): 10 рублей ; 2014 ;  ; St/Лат ; AU ; 41 ; vadimus ; 114 
 2046 ; Альбом монет Банка России (70 лет победы): 10 руб (3шт) ; 2015 ;  ; Би/м ; AU ; 40 ; вмонетав ; 126 
 2047 ; Набор монет Банка России: 25 руб. (7 шт) + Бона. В буклете ; 2011 - 2014 ;  ; Cu-Ni ; AU ; 18 ; vladimirov ; 716 
 1948 ; 3 копейки ; 1955 ;  ; Br ; VF ; 6 ; jugla ; 45 
 1949 ; 2 копейки ; 1932 ;  ; Br ; VF+ ; 38 ; Запруда ; 567 
 1950 ; 2 копейки ; 1935 ;  ; Br ; XF ; 22 ; alexeyre ; 567 
 1951 ; 1 копейка ; 1949 ;  ; Br ; XF+ ; 29 ; Fa1Con13 ; 66 
 1952 ; 1 копейка ; 1952 ;  ; Br ; XF+ ; 24 ; мон ; 114 
 1953 ; 1 копейка ; 1953 ;  ; Br ; AU ; 27 ; solder13 ; 204 
 1954 ; 1 копейка ; 1953 ;  ; Br ; AU ; 20 ; kostyuksa ; 350 
 1955 ; 1 копейка ; 1954 ;  ; Br ; AU ; 24 ; dimdim78 ; 255 
 1956 ; 1 копейка ; 1954 ;  ; Br ; XF ; 9 ; мон ; 56 
 1957 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; XF ; 7 ; vizer ; 34 
 1958 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; XF ; 10 ; jugla ; 50 
 1959 ; 3 копейки ; 1929 ;  ; Br ; F ; 20 ; мон ; 51 
 1960 ; 2 копейки ; 1930 ;  ; Br ; VF ; 11 ; vitab ; 153 
 1961 ; 2 копейки ; 1932 ;  ; Br ; VF+ ; 21 ; vitab ; 129 
 1962 ; 2 копейки ; 1936 ;  ; Br ; VF ; 17 ; vitab ; 53 
 1963 ; 2 копейки ; 1937 ;  ; Br ; VF+ ; 13 ; Дмитрий475 ; 102 
 1964 ; 2 копейки ; 1938 ;  ; Br ; VF+ ; 19 ; мон ; 80 
 1965 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 9 ; vizer ; 42 
 1966 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 15 ; мон ; 35 
 1967 ; 20 копеек ; 1932 ;  ; Ni ; VF+ ; 27 ; Звездолёты ; 68 
 1968 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 15 ; vitab ; 92 
 1969 ; 15 копеек ; 1937 ;  ; Ni ; VF ; 27 ; gdrg2 ; 600 
 1970 ; 15 копеек ; 1943 ;  ; Ni ; VF ; 11 ; vitab ; 116 
 1971 ; 15 копеек ; 1943 ;  ; Ni ; VF ; 13 ; collector64 ; 29 
 1972 ; 15 копеек ; 1940 ;  ; Ni ; VF ; 21 ; vitab ; 233 
 1973 ; 15 копеек ; 1940 ;  ; Ni ; VF ; 7 ; лом45 ; 159 
 1974 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 5 ; Kostet2008 ; 21 
 1975 ; 15 копеек ; 1943 ;  ; Ni ; F-VF ; 14 ; vasilyi66 ; 50 
 1976 ; 1 копейка ; 1940 ;  ; Br ; AU/XF ; 16 ; Boss Orange ; 206 
 1977 ; 1 копейка ; 1927 ;  ; Br ; VF- ; 23 ; NAS2012 ; 155 
 1978 ; 5 копеек ; 1956 ;  ; Br ; VF- ; 9 ; Ser_doh ; 27 
 1979 ; 2 копейки ; 1950 ;  ; Br ; XF- ; 13 ; спарта ; 153 
 1980 ; 1 копейка ; 1936 ;  ; Br ; F- ; 5 ; Boxing ; 13 
 1981 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF+ ; 11 ; cr2952 ; 34 
 1982 ; 1 рубль ; 1985 ;  ; Cu-Ni ; VF-XF ; 3 ; fotograf ; 306 
 1983 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 29 ; vlad32 ; 370 
 1984 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 19 ; колобок66 ; 355 
 1985 ; 5 копеек ; 1940 ;  ; Br ; XF- ; 13 ; porche ; 195 
 1986 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 28 ; avs ; 354 
 1987 ; 10 копеек ; 1933 ;  ; Ni ; XF ; 33 ; vitab ; 549 
 1988 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF+ ; 77 ; каламбурчик ; 771 
 1989 ; 20 копеек ; 1948 ;  ; Ni ; XF+ ; 20 ; кент ; 303 
 1990 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF+ ; 13 ; volkov ; 59 
 1991 ; 15 копеек ; 1936 ;  ; Ni ; XF ; 13 ; лом45 ; 357 
 1992 ; 15 копеек ; 1939 ;  ; Ni ; VF+ ; 15 ; vitab ; 510 
 1993 ; 15 копеек ; 1938 ;  ; Ni ; XF ; 10 ; kostyuksa ; 306 
 1994 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; F ; 14 ; Rober ; 22 
 1995 ; 20 копеек ; 1948 ;  ; Ni ; VF ; 15 ; Rober ; 57 
 1996 ; 15 копеек ; 1956 ;  ; Ni ; XF ; 12 ; Rober ; 47 
 1997 ; 15 копеек ; 1945 ;  ; Ni ; VG ; 26 ; Ser_doh ; 87 
 1898 ; 2 копейки ; 1934 ;  ; Br ; VF ; 27 ; atchaikovski ; 101 
 1899 ; 2 копейки ; 1984 ;  ; Cu-Zn ; AU ; 41 ; hugo ; 442 
 1900 ; 1 копейка ; 1938 ;  ; Br ; VF+ ; 19 ; kostyuksa ; 66 
 1901 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF-XF ; 28 ; базилио ; 157 
 1902 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF-XF ; 40 ; NAG ; 332 
 1903 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF+ ; 28 ; сr00 ; 146 
 1904 ; 20 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; XF ; 20 ; demodex ; 37 
 1905 ; 15 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; XF ; 26 ; Kostet2008 ; 57 
 1906 ; 10 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; XF- ; 11 ; ирренн ; 108 
 1907 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 15 ; cr2952 ; 55 
 1908 ; 3 копейки ; 1949 ;  ; Br ; VF ; 1 ; сr00 ; 33 
 1909 ; 20 копеек ; 1951 ;  ; Ni ; XF ; 10 ; tactic ; 318 
 1910 ; 5 рублей ; 1991 ; ММД ; Cu-Ni ; XF ; 10 ; колобок66 ; 204 
 1911 ; 5 копеек ; 1954 ;  ; Br ; VF ; 31 ; кент ; 105 
 1912 ; 15 копеек ; 1932 ;  ; Ni ; VF ; 14 ; Александр974 ; 55 
 1913 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 6 ; cr2952 ; 55 
 1914 ; 5 копеек ; 1953 ;  ; Br ; VF- ; 21 ; кент ; 100 
 1915 ; 5 копеек ; 1956 ;  ; Br ; VF+ ; 20 ; vizer ; 72 
 1916 ; 3 копейки. Деформация ; 1941 ;  ; Br ; F-VF ; 13 ; сr00 ; 46 
 1917 ; 5 копеек ; 1949 ;  ; Br ; F+ ; 11 ; сr00 ; 48 
 1918 ; 5 копеек ; 1946 ;  ; Br ; VF-XF ; 16 ; бонифаций ; 59 
 1919 ; 3 копейки ; 1946 ;  ; Br ; XF- ; 9 ; Ser_doh ; 50 
 1920 ; 3 копейки ; 1950 ;  ; Br ; VF+ ; 19 ; мон ; 82 
 1921 ; 3 копейки ; 1952 ;  ; Br ; VF ; 7 ; gdrg2 ; 41 
 1922 ; 2 копейки ; 1956 ;  ; Br ; VF+ ; 20 ; мон ; 50 
 1923 ; 2 копейки ; 1951 ;  ; Br ; VF ; 26 ; сега ; 504 
 1924 ; 2 копейки ; 1940 ;  ; Br ; VF ; 5 ; Александр974 ; 35 
 1925 ; 2 копейки ; 1940 ;  ; Br ; VF ; 23 ; vitab ; 101 
 1926 ; 2 копейки ; 1961 ;  ; Cu-Zn ; XF ; 7 ; kostyuksa ; 45 
 1927 ; 2 копейки ; 1975 ;  ; Cu-Zn ; XF+ ; 16 ; vitab ; 408 
 1928 ; 2 копейки ; 1962 ;  ; Cu-Zn ; XF+ ; 21 ; olegs ; 306 
 1929 ; 2 копейки ; 1972 ;  ; Cu-Zn ; AU ; 12 ; диман ; 255 
 1930 ; 1 копейка ; 1939 ;  ; Br ; XF+ ; 5 ; сr00 ; 77 
 1931 ; 1 копейка ; 1946 ;  ; Br ; XF ; 36 ; kostyuksa ; 113 
 1932 ; 1 копейка ; 1949 ;  ; Br ; XF+ ; 3 ; сr00 ; 55 
 1933 ; 1 копейка ; 1952 ;  ; Br ; XF+ ; 16 ; мон ; 99 
 1934 ; 1 копейка ; 1955 ;  ; Br ; XF ; 19 ; vizer ; 59 
 1935 ; 1 копейка ; 1956 ;  ; Br ; XF ; 23 ; kostyuksa ; 104 
 1936 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; XF ; 10 ; сr00 ; 55 
 1937 ; 1 копейка ; 1971 ;  ; Cu-Zn ; AU ; 41 ; tdp ; 345 
 1938 ; 1 копейка ; 1973 ;  ; Cu-Zn ; AU ; 7 ; каламбурчик ; 102 
 1939 ; 1 копейка ; 1974 ;  ; Cu-Zn ; AU ; 5 ; tdp ; 34 
 1940 ; 5 копеек ; 1974 ;  ; Cu-Zn ; XF ; 12 ; elac ; 255 
 1941 ; 5 копеек ; 1975 ;  ; Cu-Zn ; XF ; 32 ; elac ; 160 
 1942 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 18 ; JohnSilver ; 108 
 1943 ; 20 копеек ; 1948 ;  ; Ni ; VF+ ; 15 ; сr00 ; 42 
 1944 ; 15 копеек ; 1941 ;  ; Ni ; VF ; 32 ; vitab ; 204 
 1945 ; 15 копеек ; 1945 ;  ; Ni ; VF- ; 22 ; puhetv ; 255 
 1946 ; 3 копейки ; 1953 ;  ; Br ; VF ; 10 ; jugla ; 45 
 1947 ; 3 копейки ; 1954 ;  ; Br ; VF+ ; 19 ; vitab ; 49 
 1848 ; 3 копейки ; 1932 ;  ; Br ; VF- ; 9 ; gdrg2 ; 35 
 1849 ; 3 копейки ; 1938 ;  ; Br ; VF ; 11 ; kostyuksa ; 153 
 1850 ; 3 копейки ; 1949 ;  ; Br ; VF- ; 13 ; сr00 ; 41 
 1851 ; 3 копейки ; 1952 ;  ; Br ; F ; 3 ; rolan1 ; 10 
 1852 ; 2 копейки ; 1929 ;  ; Br ; VF- ; 19 ; vitab ; 110 
 1853 ; 2 копейки ; 1935 ;  ; Br ; VF- ; 29 ; vitab ; 204 
 1854 ; 2 копейки ; 1936 ;  ; Br ; VF- ; 5 ; atchaikovski ; 53 
 1855 ; 2 копейки ; 1938 ;  ; Br ; VF ; 19 ; XF ; 46 
 1856 ; 10 копеек. 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; VF+ ; 21 ; flutter ; 97 
 1857 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; AU ; 11 ; dimdim78 ; 235 
 1858 ; 1 копейка ; 1934 ;  ; Br ; VF- ; 55 ; kostyuksa ; 547 
 1859 ; 2 копейки ; 1954 ;  ; Br ; VF ; 20 ; vitab ; 140 
 1860 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 20 ; John16 ; 405 
 1861 ; 3 копейки ; 1977 ;  ; Cu-Zn ; XF+ ; 9 ; cr2952 ; 170 
 1862 ; 20 копеек ; 1979 ;  ; Cu-Ni ; AU ; 10 ; tdp ; 235 
 1863 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 14 ; Александр007 ; 306 
 1864 ; 20 копеек ; 1978 ;  ; Cu-Ni ; AU ; 12 ; Wulf ; 301 
 1865 ; 20 копеек ; 1977 ;  ; Cu-Ni ; AU ; 24 ; каламбурчик ; 448 
 1866 ; 20 копеек ; 1989 ;  ; Cu-Ni ; AU ; 9 ; cr2952 ; 190 
 1867 ; 1 копейка ; 1936 ;  ; Br ; F-VF ; 22 ; NAS2012 ; 136 
 1868 ; 1 копейка ; 1936 ;  ; Br ; F-VF ; 21 ; Iskatel ; 79 
