 3207 ; Бона иностранная ;  ;  ;  ;  ; 17 ; cochu ; 51 
 544 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 15 ; кабан ; 26 
 545 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F ; 28 ; jef688 ; 28 
 546 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F ; 11 ; jef688 ; 31 
 547 ; 2 копейки ; 1814 ; КМ АМ ; Cu ; VF- ; 6 ; кабан ; 288 
 548 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF- ; 17 ; Lotus 99 ; 123 
 549 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; VF ; 28 ; tati1545 ; 114 
 550 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F+ ; 10 ; obob999 ; 30 
 551 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F ; 49 ; кабан ; 50 
 552 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F ; 31 ; кабан ; 42 
 553 ; 2 копейки ; 1816 ; ЕМ НМ ; Cu ; F ; 21 ; кабан ; 42 
 554 ; 2 копейки ; 1816 ; КМ АМ ; Cu ; F+ ; 11 ; кабан ; 83 
 555 ; 2 копейки ; 1817 ; ЕМ НМ ; Cu ; F-VF ; 27 ; кабан ; 194 
 556 ; 2 копейки ; 1817 ; КМ АМ ; Cu ; F-VF ; 71 ; alexey_s ; 102 
 557 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; F-VF ; 11 ; VR62 ; 340 
 558 ; 2 копейки ; 1819 ; КМ АД ; Cu ; VF+ ; 65 ; VDV ; 691 
 559 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F-VF ; 49 ; nikolay ; 67 
 560 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F+ ; 7 ; obob999 ; 27 
 561 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; F ; 10 ; jef688 ; 21 
 562 ; 2 копейки ; 1820 ; КМ АД ; Cu ; F+ ; 9 ; alyans-met ; 102 
 563 ; 2 копейки ; 1821 ; ЕМ НМ ; Cu ; F+ ; 13 ; alyans-met ; 57 
 564 ; 2 копейки ; 1822 ; ЕМ ФГ ; Cu ; F+ ; 20 ; кабан ; 142 
 565 ; 2 копейки ; 1822 ; КМ АМ ; Cu ; F-VF ; 11 ; ForeverYoung ; 102 
 466 ; 3 копейки ; 1916 ;  ; Cu ; XF- ; 44 ; nmvbnm ; 159 
 467 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF+ ; 29 ; ANK ; 589 
 468 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F-VF ; 66 ; Мишок ; 152 
 469 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; F+ ; 11 ; jef688 ; 36 
 470 ; 2 копейки ; 1757-1762 ;  ; Cu ; F ; 23 ; jef688 ; 46 
 471 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 13 ; кабан ; 50 
 472 ; 2 копейки ; 1758 ;  ; Cu ; F ; 19 ; кабан ; 67 
 473 ; 2 копейки ; 1758 ;  ; Cu ; F ; 9 ; tron ; 41 
 474 ; 2 копейки ; 1759 ;  ; Cu ; F+ ; 20 ; obob999 ; 47 
 475 ; 2 копейки ; 1759 ;  ; Cu ; F ; 45 ; alyans-met ; 92 
 476 ; 2 копейки ; 1761 ;  ; Cu ; F-VF ; 26 ; ForeverYoung ; 255 
 477 ; 2 копейки ; 1762 ; Номинал под гербом ; Cu ; F ; 42 ; VR62 ; 231 
 478 ; 2 копейки ; 1763 ; ММ ; Cu ; VF+ ; 50 ; a-kul ; 1008 
 479 ; 2 копейки ; 1763 ; ММ ; Cu ; F ; 8 ; jef688 ; 48 
 480 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 69 ; SSK ; 505 
 481 ; 2 копейки ; 1766 ; ММ ; Cu ; F ; 19 ; jef688 ; 49 
 482 ; 2 копейки ; 1766 ; СПМ ; Cu ; F-VF ; 21 ; nikolay ; 183 
 483 ; 2 копейки "Сибирь" ; 18 век ;  ; Cu ; VG ; 33 ; jj ; 176 
 484 ; 2 копейки ; 1769 ; КМ "Сибирь" ; Cu ; F ; 31 ; GVBGVB ; 453 
 485 ; 2 копейки ; 1771 ; КМ "Сибирь" ; Cu ; F ; 62 ; alyans-met ; 453 
 486 ; 2 копейки ; 1773 ; ЕМ ; Cu ; VF+ ; 41 ; a-kul ; 1529 
 487 ; 2 копейки ; 1773 ; КМ "Сибирь" ; Cu ; VF ; 53 ; Girus_ ; 3093 
 488 ; 2 копейки ; 1788 ; СПМ ; Cu ; VF- ; 52 ; кабан ; 956 
 489 ; 2 копейки ; 1789 ; ЕМ ; Cu ; F ; 49 ; GVBGVB ; 173 
 490 ; 2 копейки ; 1797 ; ЕМ ; Cu ; F-VF ; 34 ; jef688 ; 118 
 491 ; 2 копейки ; 1797 ; АМ ; Cu ; F-VF ; 2 ; alexey_s ; 204 
 492 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF+ ; 87 ; volod ; 334 
 493 ; 2 копейки ; 1798 ; ЕМ ; Cu ; VF- ; 31 ; obob999 ; 125 
 494 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 38 ; jef688 ; 81 
 495 ; 2 копейки ; 1798 ; КМ ; Cu ; F-VF ; 65 ; alyans-met ; 663 
 496 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF ; 39 ; кабан ; 388 
 497 ; 2 копейки ; 1799 ; ЕМ ; Cu ; F+ ; 43 ; obob999 ; 95 
 498 ; 2 копейки ; 1799 ; КМ ; Cu ; F+ ; 35 ; alyans-met ; 510 
 499 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF+ ; 41 ; slav_1962 ; 194 
 500 ; 2 копейки ; 1800 ; КМ ; Cu ; F-VF ; 66 ; alyans-met ; 796 
 501 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 14 ; obob999 ; 63 
 502 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 37 ; tati1545 ; 114 
 503 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 19 ; jef688 ; 94 
 504 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F ; 21 ; jef688 ; 51 
 505 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 9 ; natallli ; 38 
 506 ; 2 копейки ; 1801 ; КМ ; Cu ; F-VF ; 86 ; alex67 ; 448 
 507 ; 2 копейки ; 1802 ; ЕМ ; Cu ; F-VF/F+ ; 75 ; булгарин ; 2129 
 508 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF+ ; 72 ; SSK ; 368 
 509 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF- ; 12 ; кабан ; 360 
 510 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F ; 3 ; jef688 ; 34 
 511 ; 2 копейки ; 1810 ; КМ ; Cu ; F ; 5 ; кабан ; 36 
 512 ; 2 копейки ; 1810 ; КМ ; Cu ; F-VF ; 20 ; кабан ; 708 
 513 ; 2 копейки ; 1811 ; КМ ПБ ; Cu ; VF ; 31 ; кабан ; 1020 
 514 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF+ ; 28 ; nikolay ; 155 
 515 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; F-VF ; 33 ; alexey_s ; 75 
 416 ; 5 копеек ; 1808 ; ЕМ ; Cu ; VF ; 73 ; fanil ; 5511 
 417 ; 5 копеек. Грубая чистка поля ; 1810 ; ЕМ ; Cu ; VF- ; 44 ; кабан ; 12240 
 418 ; 5 копеек ; 1831 ; ЕМ ФХ ; Cu ; VF+ ; 45 ; a-kul ; 500 
 419 ; 5 копеек ; 1831 ; СМ ; Cu ; F-VF ; 90 ; GVBGVB ; 1250 
 420 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; F ; 42 ; alexandervolkov ; 114 
 421 ; 5 копеек ; 1832 ; СМ ; Cu ; VF- ; 54 ; xabib ; 1489 
 422 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; F+ ; 8 ; tron ; 72 
 423 ; 5 копеек ; 1834 ; СМ ; Cu ; F-VF ; 86 ; alex22 ; 1173 
 424 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; F ; 19 ; QSL ; 74 
 425 ; 5 копеек ; 1837 ; СМ ; Cu ; F-VF ; 89 ; alex22 ; 1036 
 426 ; 5 копеек ; 1860 ; ЕМ ; Cu ; F-VF ; 69 ; ForeverYoung ; 310 
 427 ; 5 копеек ; 1866 ; ЕМ ; Cu ; F ; 40 ; jef688 ; 61 
 428 ; 5 копеек ; 1869 ; ЕМ ; Cu ; VF+ ; 22 ; Олег33 ; 989 
 429 ; 5 копеек ; 1869 ; ЕМ ; Cu ; F-VF ; 17 ; koga ; 70 
 430 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F-VF ; 39 ; obob999 ; 45 
 431 ; 5 копеек ; 1872 ; ЕМ ; Cu ; F-VF ; 33 ; nikolay ; 55 
 432 ; 5 копеек ; 1875 ; ЕМ ; Cu ; VF- ; 25 ; Juic ; 149 
 433 ; 5 копеек ; 1879 ; СПБ ; Cu ; F ; 11 ; jef688 ; 46 
 434 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF+ ; 19 ; marsel ; 279 
 435 ; 3 копейки ; 1841 ; ЕМ ; Cu ; F-VF ; 28 ; alexandervolkov ; 414 
 436 ; 3 копейки ; 1842 ; ЕМ ; Cu ; VF+/VF ; 67 ; Даймлер ; 475 
 437 ; 3 копейки ; 1843 ; ЕМ ; Cu ; VF ; 64 ; Гурий ; 459 
 438 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F-VF ; 41 ; golg ; 211 
 439 ; 3 копейки ; 1852 ; ЕМ ; Cu ; VF-XF ; 47 ; Sky2 ; 2202 
 440 ; 3 копейки ; 1857 ; ЕМ ; Cu ; VG ; 70 ; alyans-met ; 300 
 441 ; 3 копейки ; 1872 ; ЕМ ; Cu ; F ; 9 ; alyans-met ; 46 
 442 ; 3 копейки ; 1876 ; СПБ ; Cu ; F-VF ; 30 ; GVBGVB ; 153 
 443 ; 3 копейки ; 1877 ; СПБ ; Cu ; F+ ; 9 ; alyans-met ; 46 
 444 ; 3 копейки ; 1880 ; СПБ ; Cu ; F+ ; 48 ; GVBGVB ; 363 
 445 ; 3 копейки ; 1881 ; СПБ ; Cu ; F ; 18 ; alyans-met ; 114 
 446 ; 3 копейки ; 1892 ; СПБ ; Cu ; F-VF ; 42 ; GVBGVB ; 566 
 447 ; 3 копейки ; 1893 ; СПБ ; Cu ; F+ ; 17 ; krokodil ; 357 
 448 ; 3 копейки ; 1894 ; СПБ ; Cu ; F+ ; 13 ; krokodil ; 336 
 449 ; 3 копейки ; 1895 ; СПБ ; Cu ; F-VF ; 18 ; veveshnik ; 250 
 450 ; 3 копейки ; 1896 ; СПБ ; Cu ; VF- ; 21 ; evgenijzhuk ; 157 
 451 ; 3 копейки ; 1897 ; СПБ ; Cu ; F ; 20 ; alyans-met ; 42 
 452 ; 3 копейки ; 1899 ; СПБ ; Cu ; F ; 9 ; AAE2006 ; 20 
 453 ; 3 копейки ; 1901 ; СПБ ; Cu ; F ; 30 ; alex995 ; 31 
 454 ; 3 копейки ; 1904 ; СПБ ; Cu ; F+ ; 11 ; jef688 ; 35 
 455 ; 3 копейки ; 1906 ; СПБ ; Cu ; VF- ; 27 ; krokodil ; 63 
 456 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 23 ; AAE2006 ; 33 
 457 ; 3 копейки ; 1909 ; СПБ ; Cu ; VF ; 19 ; marsel ; 194 
 458 ; 3 копейки ; 1910 ; СПБ ; Cu ; VG ; 23 ; jef688 ; 35 
 459 ; 3 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 23 ; marsel ; 330 
 460 ; 3 копейки ; 1913 ; СПБ ; Cu ; VF+ ; 11 ; Sky2 ; 108 
 461 ; 3 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 31 ; volod ; 92 
 462 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 27 ; priwet ; 334 
 463 ; 3 копейки ; 1915 ;  ; Cu ; XF- ; 22 ; nmvbnm ; 170 
 464 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 15 ; jef688 ; 29 
 465 ; 3 копейки ; 1915 ;  ; Cu ; VF ; 36 ; sergfokin ; 46 
 261 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; XF ; 40 ; marsel ; 383 
 262 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 40 ; карта 123 ; 512 
 263 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 51 ; карта 123 ; 408 
 264 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 26 ; карта 123 ; 1095 
 265 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 68 ; карта 123 ; 1051 
 371 ; 10 копеек ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 50 ; alyans-met ; 733 
 372 ; 5 копеек (Петров-1р) ; 1758 ; ММ ; Cu ; F-VF ; 28 ; alyans-met ; 1952 
 373 ; 5 копеек ; 1758 ;  ; Cu ; VF+ ; 91 ; ForeverYoung ; 946 
 374 ; 5 копеек ; 1759 ;  ; Cu ; VF+ ; 15 ; sinisha ; 906 
 375 ; 5 копеек ; 1760 ;  ; Cu ; VF ; 29 ; ForeverYoung ; 697 
 376 ; 5 копеек ; 1761 ;  ; Cu ; VF+ ; 36 ; ForeverYoung ; 833 
 377 ; 5 копеек ; 1763 ; ЕМ ; Cu ; VF ; 31 ; zoom30 ; 462 
 378 ; 5 копеек ; 1764 ; ЕМ ; Cu ; VF ; 31 ; кабан ; 428 
 379 ; 5 копеек ; 1764 ; ММ ; Cu ; VF- ; 26 ; evgenijzhuk ; 730 
 380 ; 5 копеек ; 1770 ; ЕМ ; Cu ; F-VF ; 36 ; golg ; 113 
 381 ; 5 копеек ; 1770 ; КМ "Сибирь" ; Cu ; F+ ; 59 ; Максимус 1 ; 1824 
 382 ; 5 копеек ; 1771 ; ЕМ ; Cu ; VF ; 22 ; кабан ; 329 
 383 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F+ ; 34 ; golg ; 95 
 384 ; 5 копеек ; 1773 ; ЕМ ; Cu ; VF ; 44 ; slav_1962 ; 267 
 385 ; 5 копеек ; 1774 ; КМ "Сибирь" ; Cu ; F-VF ; 67 ; tron ; 2553 
 386 ; 5 копеек ; 1775 ; ЕМ ; Cu ; F ; 80 ; golg ; 149 
 387 ; 5 копеек ; 1776? ; ЕМ ; Cu ; F-VF ; 47 ; golg ; 114 
 388 ; 5 копеек ; 1777 ; ЕМ ; Cu ; F-VF ; 15 ; naga ; 235 
 389 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 60 ; Cheral2008 ; 352 
 390 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF ; 45 ; Cheral2008 ; 317 
 391 ; 5 копеек ; 1780 ; ЕМ ; Cu ; VF- ; 36 ; naga ; 337 
 392 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF-XF ; 7 ; Cheral2008 ; 500 
 393 ; 5 копеек ; 1782 ; ЕМ ; Cu ; VF- ; 53 ; Cheral2008 ; 312 
 394 ; 5 копеек ; 1783 ; ЕМ ; Cu ; VF- ; 31 ; кабан ; 264 
 395 ; 5 копеек ; 1784 ; ЕМ ; Cu ; VF+ ; 30 ; abakan ; 579 
 396 ; 5 копеек ; 1785 ; ЕМ ; Cu ; VF+ ; 20 ; abakan ; 342 
 397 ; 5 копеек ; 1787 ; ЕМ ; Cu ; VF+ ; 78 ; GLLS ; 738 
 398 ; 5 копеек (Ильин-10р). Трещина 3 часа ; 1787 ; ТМ ; Cu ; F-VF ; 48 ; baikal.k ; 25500 
 399 ; 5 копеек ; 1788 ; ЕМ ; Cu ; XF+ ; 87 ; Sky2 ; 1942 
 400 ; 5 копеек ; 1788 ; ЕМ ; Cu ; XF ; 48 ; gudk ; 584 
 401 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 17 ; uin72 ; 597 
 402 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+/XF ; 23 ; abakan ; 612 
 403 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 6 ; кабан ; 357 
 404 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF+ ; 66 ; ForeverYoung ; 439 
 405 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F-VF ; 42 ; golg ; 203 
 406 ; 5 копеек ; 1788 ; ЕМ ; Cu ; F+ ; 45 ; golg ; 117 
 407 ; 5 копеек ; 1789 ; ЕМ ; Cu ; VF-XF ; 29 ; GLLS ; 1022 
 408 ; 5 копеек ; 1789 ; АМ ; Cu ; VF+ ; 13 ; кабан ; 2607 
 409 ; 5 копеек ; 1790 ; ЕМ ; Cu ; VF-XF ; 51 ; naga ; 549 
 410 ; 5 копеек ; 1791 ; ЕМ ; Cu ; VF+ ; 12 ; GLLS ; 542 
 411 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F+ ; 19 ; HILL77 ; 189 
 412 ; 5 копеек ; 1794 ; ЕМ ; Cu ; VF ; 58 ; alexandervolkov ; 581 
 413 ; 5 копеек ; 1803 ; ЕМ ; Cu ; F-VF ; 57 ; amido ; 1509 
 414 ; 5 копеек ; 1806 ; ЕМ ; Cu ; VF+ ; 44 ; lchernata ; 2500 
 415 ; 5 копеек (Ильин-3р) ; 1808 ; ЕМ ; Cu ; F-VF ; 141 ; lchernata ; 8000 
 211 ; 10 грошей ; 1825 ; IB Польша ; Ag ; F+ ; 9 ; suhoi ; 265 
 212 ; 10 грошей. Россия для Польши ; 182? ;  ; Ag ; F-VF ; 68 ; Dмитрий ; 111 
 213 ; 10 грошей ; 1830 ; KG Польша ; Ag ; F-VF ; 30 ; baikal.k ; 1587 
 214 ; 10 грошей ; 1831 ; KG польское восстание 1830-183 ; Ag ; F ; 13 ; is54 ; 400 
 215 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF-XF ; 50 ; AleXX ; 580 
 216 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; F-VF ; 31 ; PVA13 ; 197 
 217 ; 5 грошей ; 1816 ; IB Польша ; Ag ; F-VF ; 16 ; nik ; 918 
 218 ; 5 грошей ; 1819 ; IB Польша ; Ag ; F-VF ; 43 ; baikal.k ; 481 
 219 ; 5 грошей ; 1820 ; IB Польша ; Ag ; F+ ; 32 ; alyans-met ; 206 
 220 ; 5 грошей ; 1823 ; IB Польша ; Ag ; F-VF ; 62 ; nik ; 306 
 221 ; 5 грошей ; 1830 ; FH Польша ; Ag ; F-VF ; 44 ; арбат ; 716 
 222 ; 5 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; VF ; 36 ; baikal.k ; 714 
 223 ; 2 марки ; 1865 ; S Финляндия ; Ag ; VF+ ; 23 ; krokodil ; 1279 
 224 ; 2 марки ; 1870 ; S Финляндия ; Ag ; VF+ ; 20 ; krokodil ; 1950 
 225 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF+ ; 36 ; krokodil ; 1585 
 226 ; 2 марки ; 1874 ; S Финляндия ; Ag ; VF+ ; 22 ; lynx ; 1135 
 227 ; 2 марки ; 1906 ; L Финляндия ; Ag ; VF-XF ; 42 ; KVit68 ; 2191 
 228 ; 1 марка ; 1865 ; S Финляндия ; Ag ; VF+ ; 23 ; nikolay ; 479 
 229 ; 1 марка ; 1866 ; S Финляндия ; Ag ; VF/VF+ ; 23 ; suhua ; 510 
 230 ; 1 марка ; 1874 ; S Финляндия ; Ag ; VF+ ; 23 ; lynx ; 596 
 231 ; 1 марка ; 1890 ; L Финляндия ; Ag ; VF+ ; 32 ; lynx ; 608 
 232 ; 1 марка ; 1892 ; L Финляндия ; Ag ; VF+ ; 25 ; krokodil ; 975 
 233 ; 1 марка ; 1893 ; L Финляндия ; Ag ; VF+ ; 36 ; krokodil ; 900 
 234 ; 1 марка ; 1907 ; L Финляндия ; Ag ; VF-XF ; 20 ; krokodil ; 1291 
 235 ; 1 марка ; 1915 ; S Финляндия ; Ag ; Unc/AU ; 27 ; courtview ; 2073 
 236 ; 50 пенни ; 1865 ; S Финляндия ; Ag ; VF ; 8 ; suhua ; 306 
 237 ; 50 пенни ; 1874 ; S Финляндия ; Ag ; VF ; 27 ; golg ; 312 
 238 ; 50 пенни ; 1889 ; L Финляндия ; Ag ; VF ; 37 ; o.k. ; 384 
 239 ; 50 пенни ; 1890 ; L Финляндия ; Ag ; VF+ ; 38 ; suhua ; 363 
 240 ; 50 пенни ; 1891 ; L Финляндия ; Ag ; VF ; 20 ; xabib ; 223 
 241 ; 50 пенни ; 1892 ; L Финляндия ; Ag ; VF ; 17 ; koga ; 197 
 242 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF+ ; 21 ; o.k. ; 401 
 243 ; 50 пенни ; 1907 ; L Финляндия ; Ag ; VF/VF+ ; 22 ; 542 ; 719 
 244 ; 50 пенни ; 1908 ; L Финляндия ; Ag ; VF+ ; 27 ; canis ; 214 
 245 ; 50 пенни ; 1911 ; L Финляндия ; Ag ; XF+ ; 42 ; lynx ; 453 
 246 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 33 ; ya_maks ; 529 
 247 ; 50 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 44 ; карта 123 ; 714 
 248 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 35 ; xabib ; 186 
 249 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 46 ; карта 123 ; 1465 
 250 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 34 ; карта 123 ; 322 
 251 ; 25 пенни ; 1889 ; L Финляндия ; Ag ; VF ; 20 ; krokodil ; 353 
 252 ; 25 пенни ; 1890 ; L Финляндия ; Ag ; VF- ; 19 ; canis ; 185 
 253 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; VF- ; 24 ; canis ; 165 
 254 ; 25 пенни ; 1897 ; L Финляндия ; Ag ; VF- ; 26 ; VR62 ; 157 
 255 ; 25 пенни ; 1898 ; L Финляндия ; Ag ; VF- ; 8 ; krokodil ; 114 
 256 ; 25 пенни ; 1899 ; L Финляндия ; Ag ; VF ; 34 ; krokodil ; 510 
 257 ; 25 пенни ; 1901 ; L Финляндия ; Ag ; VF+ ; 34 ; Максимус 1 ; 218 
 258 ; 25 пенни ; 1907 ; L Финляндия ; Ag ; VF+ ; 32 ; lynx ; 206 
 259 ; 25 пенни ; 1908 ; L Финляндия ; Ag ; VF+ ; 16 ; А25 ; 372 
 260 ; 25 пенни ; 1909 ; L Финляндия ; Ag ; VF-XF ; 14 ; lynx ; 201 
 161 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 16 ; nmvbnm ; 210 
 162 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 13 ; nmvbnm ; 250 
 163 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 11 ; ForeverYoung ; 72 
 164 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; VF-XF ; 20 ; jef688 ; 63 
 165 ; 10 копеек ; 1914 ; СПБ ВС ; Ag ; VF+ ; 5 ; jef688 ; 51 
 166 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 38 ; Toxa70 ; 251 
 167 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 15 ; nmvbnm ; 180 
 168 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 21 ; jef688 ; 59 
 169 ; 10 копеек ; 1915 ; ВС ; Ag ; XF+ ; 59 ; Инвестор ; 67 
 170 ; 10 копеек ; 1915 ; ВС ; Ag ; XF- ; 12 ; HOMO ; 57 
 171 ; 10 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 16 ; Toxa70 ; 45 
 172 ; 10 копеек ; 1915 ; ВС ; Ag ; VF-XF ; 17 ; jef688 ; 57 
 173 ; 10 копеек ; 1916 ; ВС ; Ag ; AU ; 65 ; sergfokin ; 255 
 174 ; 10 копеек ; 1916 ; ВС ; Ag ; XF+ ; 54 ; Toxa70 ; 130 
 175 ; 10 копеек ; 1916 ; ВС ; Ag ; F-VF ; 58 ; Saneck ; 113 
 176 ; 5 копеек ; 1815 ; СПБ МФ ; Ag ; VF- ; 70 ; alexey_s ; 435 
 177 ; 5 копеек ; 1821 ; СПБ ПД ; Ag ; VF+ ; 49 ; Пионер ; 571 
 178 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; VF+ ; 90 ; GVBGVB ; 614 
 179 ; 5 копеек. Деформация ; 1838 ; СПБ НГ ; Ag ; VF ; 78 ; golg ; 279 
 180 ; 5 копеек. Деформация ; 1840 ; СПБ НГ ; Ag ; VF ; 118 ; Пионер ; 1020 
 181 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; VF-XF ; 102 ; AAE2006 ; 822 
 182 ; 5 копеек ; 1850 ; СПБ ПА ; Ag ; VF- ; 59 ; Анатоль ; 532 
 183 ; 5 копеек. Отверстие ; 1862 ; СПБ МИ ; Ag ; F ; 69 ; alyans-met ; 300 
 184 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; XF+ ; 25 ; fontanka ; 510 
 185 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF+ ; 21 ; fontanka ; 501 
 186 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF+ ; 39 ; Toxa70 ; 263 
 187 ; 5 копеек ; 1897 ; СПБ АГ ; Ag ; VF ; 16 ; alyans-met ; 255 
 188 ; 5 копеек ; 1898 ; СПБ АГ ; Ag ; XF+/AU ; 45 ; baz1960 ; 818 
 189 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 23 ; Eugen ; 532 
 190 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 69 ; alex22 ; 459 
 191 ; 5 копеек ; 1908 ; СПБ ЭБ ; Ag ; VF+ ; 41 ; krokodil ; 569 
 192 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; AU ; 36 ; krokodil ; 1025 
 193 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; XF ; 53 ; krokodil ; 728 
 194 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 41 ; timberwolf ; 1004 
 195 ; 5 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 58 ; krokodil ; 1020 
 196 ; 5 копеек ; 1915 ; ВС ; Ag ; XF+ ; 25 ; fontanka ; 714 
 197 ; 5 злотых ; 1829 ; FH Польша ; Ag ; VF-/F-VF ; 52 ; alyans-met ; 3869 
 198 ; 5 злотых ; 1830 ; FH Польша ; Ag ; VF- ; 55 ; alyans-met ; 3323 
 199 ; 5 злотых ; 1834 ; IP Польша ; Ag ; F-VF ; 38 ; alyans-met ; 2552 
 200 ; 2 злотых ; 1817 ; IB Польша ; Ag ; F+ ; 44 ; alyans-met ; 473 
 201 ; 2 злотых ; 1818 ; IB Польша ; Ag ; F-VF ; 47 ; nik ; 1020 
 202 ; 2 злотых ; 1819 ; IB Польша ; Ag ; F ; 25 ; nik ; 510 
 203 ; 2 злотых ; 1820 ; IB Польша ; Ag ; F-VF ; 48 ; nik ; 2040 
 204 ; 2 злотых ; 1821 ; IB Польша ; Ag ; F-VF ; 49 ; alyans-met ; 1838 
 205 ; 2 злотых ; 1822 ; IB Польша ; Ag ; F+ ; 33 ; nik ; 1020 
