 3639 ; Бона иностранная ;  ;  ;  ;  ; 8 ; из африки ; 27 
 1318 ; Орден "За военные заслуги" III степени с серебряными мечами с планкой. Югославия. М-63,5г. В коробке ; 1952-1963 ;  ; Ag,эмаль ; XF+ ; 64 ; велко ; 3240 
 1319 ; Орден Народной Республики Болгарии III степени. Болгария ; 80-х гг ;  ; Б/м,ж/м,эм ; AU ; 47 ; evseechevvv ; 676 
 1320 ; Орден Красного Знамени Труда. Болгария ; 80-х гг ;  ; Ж/м,эмаль ; XF+ ; 50 ; mic ; 509 
 1321 ; Медаль "За боевые заслуги". Болгария ; 50-х гг ;  ; Ж/м ; VF-XF ; 50 ; daniz ; 270 
 1322 ; Медаль "25 лет Народной власти". Болгария ; 1969 ;  ; Ж/м ; AU ; 23 ; велко ; 107 
 1323 ; Медаль "30 лет со дня победы над фашистской Германией". Болгария ; 1975 ;  ; Ж/м ; XF+ ; 24 ; sea_dog72 ; 138 
 1324 ; Медаль "За 10 лет безупречной службы в строительных войсках". Болгария ; 60-х гг ;  ; Ж/м ; VF-XF ; 36 ; evseechevvv ; 187 
 1325 ; Медаль "За 20 лет безупречной службы в строительных войсках". Болгария ; 60-х гг ;  ; Ж/м ; VF-XF ; 33 ; evseechevvv ; 168 
 1326 ; Медаль "За заслуги". Болгария. Фердинанд I ; 1908-1918 ;  ; Ag ; VF- ; 64 ; daniz ; 1732 
 1327 ; Кокарда. Болгарские железные дороги ;  ;  ; Ж/м ; XF+ ; 35 ; sea_dog72 ; 169 
 1328 ; Медаль "За 15 лет безупречной службы в строительных войсках". Болгария ; 60-х гг ;  ; Б/м ; VF-XF ; 38 ; sea_dog72 ; 193 
 1329 ; Крест "За храбрость" II степени. Болгария. В слове Болгария "И" ; 1915 ;  ; Ж/м ; VF+ ; 40 ; lsp25 ; 951 
 1330 ; Медаль "1300 лет Болгарии". Болгария ;  ;  ; Ж/м ; AU ; 4 ; 542 ; 432 
 1331 ; Крест Заслуг II степени. Польша ;  ;  ; Б/м,эмаль ; VF ; 7 ; daniz ; 752 
 1332 ; Медаль с розеткой. Министерство труда. Франция ; 1964 ;  ; Б/м ; XF- ; 87 ; поручик ; 416 
 1333 ; Медаль с розеткой. Министерство труда. Франция ; 1953 ;  ; Ж/м ; XF ; 113 ; 1269532 ; 497 
 1334 ; Орден "За особые заслуги в защите государственного строя". Румыния ;  ;  ; Ж/м,эмаль ; VF- ; 26 ; zodiak ; 3004 
 1335 ; Трудовая медаль. Бельгия ;  ;  ; Б/м,эмаль ; XF- ; 39 ; vitapool ; 383 
 1336 ; Медаль "NLD". Бельгия ; 1959 ;  ; Ж/м,эмаль ; VF-XF ; 30 ; himik121 ; 388 
 1337 ; Крест Заслуг III степени. Польша ;  ;  ; Ж/м ; XF ; 98 ; 439 ; 325 
 1338 ; Медаль "На службе народу" 3 степени. Польша ;  ;  ; Ж/м ; VF+ ; 52 ; smaci ; 255 
 1339 ; Медаль Людвика Варыньского. Польша ;  ;  ; Ж/м ; XF+ ; 75 ; 542 ; 371 
 1340 ; Звезда 1939-1945гг. Великобритания ;  ;  ; Ж/м ; VF ; 42 ; vitapool ; 411 
 1341 ; Медаль "За Китайский инцидент". Япония ;  ;  ; Br ; XF ; 73 ; sikachai ; 789 
 1342 ; Медаль "В память 1МВ". Бельгия ;  ;  ; Br ; VF- ; 53 ; sikachai ; 425 
 1343 ; Поощрительная медаль сухопутные войска. США ;  ;  ; Br ; XF/AU ; 37 ; veektor ; 240 
 1344 ; Медаль "В память Отечественной войны". Болгария ; 1944-1945 ;  ; Б/м ; VF ; 32 ; mic ; 215 
 1345 ; Медаль. Молодежное спортивное общество. Венгрия ;  ;  ; Ж/м ; XF- ; 30 ; 542 ; 140 
 1346 ; Медаль. Чемпионат Европы по стрельбе среди полицейских. Швейцария. D-78*44мм ; 1960 ;  ; Б/м, эмаль ; AU ; 30 ; кузин ; 414 
 1347 ; Медаль. 12-й год правления. Юбилей. Ватикан, Папа Пий XII (1939-1958). D-44мм ; 1950 ;  ; Ag ; AU ; 43 ; Георг ; 1275 
 1348 ; Медаль. Серия "1200 лет денежного обращения Германии". Рейхсталер 1566. Германия. D-40мм ; Конец ХХ в. ;  ; Ag999, Au9 ; Proof ; 33 ; murzik20 ; 1799 
 1349 ; Медаль. Серия "1200 лет денежного обращения Германии". Отто фон Бисмарк. Германия. D-40мм ; Конец ХХ в. ;  ; Ag999, Au9 ; Proof ; 32 ; murzik20 ; 1595 
 1350 ; Медаль в память Кайзера Вильгельма II. Германия. D-34мм ; 1992 ;  ; Ag ; Proof ; 46 ; murzik20 ; 567 
 1351 ; Медаль. Нормандия. Торговая палата Дьеппа. Франция, 3-я республика. D-40мм ; 1907 ;  ; Ag ; VF+ ; 60 ; Георг ; 1224 
 1352 ; Медаль. Жизнеописание Марина I. Папская область, Папа Марин I (882-884). D-38мм ; 1712 ;  ; Br ; XF- ; 11 ; S1952 ; 680 
 1353 ; Медаль. Возвращение короля в Париж. Франция, Людовик XIV. D-41мм ; Конец XIX в. ;  ; Br ; XF+ ; 40 ; kurmax ; 1200 
 1354 ; Жетон. Превратности войн. Воин и скорбящая женщина. Франция, Людовик XV (1715-1774). D-29мм ; 1753 ;  ; Ag ; VF+ ; 66 ; Tche ; 1499 
 1355 ; Жетон. Генрих Набожный, Мартин Лютер и Филипп Меланхтон. 300 лет реформации в Дрездене. Саксония. D-21мм ; 1839 ;  ; Ag ; VF- ; 5 ; nat89 ; 762 
 1256 ; Медаль. Кустодиев Б.М. (1878-1927). D-60мм ; ЛМД ;  ; Ж/м ; AU ; 38 ; тапок ; 357 
 1257 ; Медаль.А.В. Щуко (1878-1939).  D-60мм ; ЛМД ;  ; Ж/м ; AU ; 15 ; тапок ; 363 
 1258 ; Медаль. 60 лет Советскому уголовному розыску 1918-1978гг. D-60мм ;  ;  ; Al ; XF+ ; 25 ; smirnoff ; 203 
 1259 ; Медаль. 150 лет со дня рождения Тургенева. D-85мм ; 1968 ;  ; Al ; F+ ; 8 ; Hotbit ; 159 
 1260 ; Медаль. 1 приз им С.М.Кирова по спортивному ориентированию. Кировская область. D-68мм ; 1968 ;  ; Al ; VF- ; 27 ; БЕРлоггин ; 152 
 1261 ; Медаль. К 70-ти летию со дня рождения авиаконструктора Исаева. D-46мм ; 1971 ;  ; Al ; VF+ ; 37 ; Charlotte Sometimes ; 100 
 1262 ; Медаль. 70 лет со дня рождения космического конструктора Бабкина. D-50мм ; 1971 ;  ; Al ; VF+ ; 58 ; dimon masskva ; 66 
 1263 ; Медаль. 80 лет со дня рождения Академика С.П.Королева. D-52мм ;  ;  ; Al ; VF+ ; 57 ; murzik20 ; 79 
 1264 ; Медаль. 100 лет Средневолжскому станкостроительному заводу 1876-1976 ;  ;  ; Al ; VF-XF ; 79 ; Так!!! ; 113 
 1265 ; Медаль. Ростральные колонны и здание центрального военно-морского музея. D-54мм. Тольщина медали 3 мм ; ЛМД ;  ; Al ; AU ; 63 ; Hotbit ; 200 
 1266 ; Медаль. 150 лет со дня восстания декабристов. Медальер Шагин. D-65мм ; 1975ЛМД ;  ; Al ; VF ; 62 ; VM ; 192 
 1267 ; Медаль. 175 лет со дня рождения М.И.Глинка. D-60мм ; 1979 ;  ; Al ; VF ; 64 ; dimon masskva ; 77 
 1268 ; Медаль. Александр Гольденвейзер (1875-1961). D-60мм ; 1975ЛМД ;  ; Ж/м ; AU ; 72 ; bolik ; 275 
 1269 ; Медаль. Павел Михайлович Третьяков (1832-1898). D-60мм ; 1983ЛМД ;  ; Ж/м ; AU ; 23 ; bolik ; 355 
 1270 ; Медаль. Космический корабль спутник "Восток-II". 6-7. VIII. 1961. Г.С. ТитовD-50мм ;  ;  ; Al ; VF ; 25 ; тапок ; 153 
 1271 ; Медаль. Волховский алюминиевый завод им С.М.Кирова. ВАЗ - первенец алюминиевой промышленности СССР. D-44мм ;  ;  ; Al ; VF+ ; 50 ; murzik20 ; 81 
 1272 ; Медаль. РСФСР. Магадан основан в 1939г. D-57мм ;  ;  ; Al ; XF ; 60 ; himik121 ; 200 
 1273 ; Медаль. Хосе Марти (1853-1895). D-60мм ; ЛМД ;  ; Ж/м ; AU ; 22 ; plis ; 340 
 1274 ; Медаль. Суперкубок по самбо. Мемориал А.А.Харлампиева. Россия. Москва. D-60мм ; 2009 ;  ; Ж/м ; AU ; 13 ; dimon masskva ; 81 
 1275 ; Медаль. 500 лет Успенскому собору. D-65мм ; 1981ММД ;  ; Ж/м ; XF- ; 3 ; costa ; 209 
 1276 ; Медаль. 500 лет Благовещенскому собору. D-65мм ; ММД ;  ; Ж/м ; XF- ; 29 ; sportmini ; 204 
 1277 ; Медаль. Казанский собор. Медальер Барановская. D-60мм ; ММД ;  ; Ж/м ; XF+ ; 41 ; sportmini ; 204 
 1278 ; Медаль. Военно-Медицинская Академия им. С.М.Кирова. Медальер А.Шамаев. D-50мм ; 1990ЛМД ;  ; Ж/м ; XF/AU ; 72 ; смол ; 4601 
 1279 ; Медаль. Федерация бокса. Ленинград. Медальер А.В.Бакланов. D-60мм. 2 отверстия ; 1986ЛМД ;  ; Ж/м ; XF ; 18 ; смол ; 136 
 1280 ; Медаль. В.Костенко (1881-1956гг). Медальер А.Королюк. D-65мм ; 1981ЛМД ;  ; Ж/м ; AU ; 31 ; RAPAN ; 365 
 1281 ; Медаль. 50 лет Армянская СССР. D-65мм ; 1970 ;  ; Ж/м ; AU ; 68 ; kont ; 703 
 1282 ; Медаль. 275 лет Главному Военному Клиническому госпиталю им. Академика Н.Н.Бурденко. Медальер А.В.Воронцов. D-60мм ; 1984ЛМД ;  ; Ж/м ; AU ; 91 ; twiter ; 5411 
 1283 ; Медаль. 100 лет со дня рождения Горького. Медальер А.Королюк. D-60мм ;  ;  ; Ж/м ; AU ; 69 ; sportmini ; 609 
 1284 ; Медаль. Адмиралтейство. D-53мм ; ЛМД ;  ; Al ; AU ; 36 ; Hotbit ; 197 
 1285 ; Медаль. Первопечатник Армении Акоп Мегапарт. Государственная библиотека Армении. Медальер О.А.Папикян. D-60мм ; 1989ЛМД ;  ; Ж/м ; XF/AU ; 56 ; 05 ; 2516 
 1286 ; Медаль + знак. 100 лет со дня рождеия Л.А.Орбели. Медальер Р.С.Джулакян. D-65мм ; 1982ЛМД ;  ; Ж/м,б/м ; XF ; 41 ; VM ; 1459 
 1287 ; Медаль. Скульптура Летнего Сада. Ленинград. Аполлон. Медальер С.Иванов. D-57мм ; ЛМД ;  ; Ж/м ; AU ; 29 ; Hotbit ; 503 
 1288 ; Медаль. Скульптура Летнего Сада. Ленинград. Нимфа Летнего Сада. Медальер С.Иванов. D-57мм ; ЛМД ;  ; Ж/м ; XF ; 45 ; Hotbit ; 503 
 1289 ; Медаль. Северобайкальск. Ленбамстрой. 15 лет. Медальер К.С. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 54 ; Sacha777 ; 993 
 1290 ; Медаль. Танкоград. Урал - фронту. Медальеры: М.Ю. Слонов и Е.И.Служеникин. D-60мм ; ЛМД ;  ; Ж/м ; XF/AU ; 46 ; daniz ; 1530 
 1291 ; Медаль. 30 лет освобождения Украиской ССР от фашистских захватчиков. Медальеры: Япоменок Ю. и Олейник А. D-60мм ; 1974ЛМД ;  ; Ж/м ; AU ; 51 ; foxmuld ; 767 
 1292 ; Медаль. 300 лет Россия - Бурятия 1659-1959гг. D-60мм ;  ;  ; Ж/м ; VF+ ; 55 ; von_Schwarz ; 2083 
 1293 ; Медаль. 100 лет Машиностроительному заводу им. 25 октября. D-65мм ; ЛМД ;  ; Al ; XF- ; 15 ; 4567890 ; 508 
 1294 ; Медаль. Ораниенбаумский плацдарм. Зеленый пояс славы. Медальер Бакланов А. D-60мм ; 1984ЛМД ;  ; Al ; VF+ ; 26 ; Так!!! ; 222 
 1295 ; Медаль. 300 лет со дня рождения Петра I. Медальер А.Шагин. D-60мм ; 1972ЛМД ;  ; Al ; VF+ ; 23 ; and ; 355 
 1296 ; Медаль. Театр Оперы и балета им. С.М.Кирова. Медальер Архипова Ю. D-60мм ; 1983ЛМД ;  ; Al ; VF+ ; 10 ; 4567890 ; 357 
 1297 ; Медаль. 50 лет ЛИТЛП им. С.М.Кирова. Медальер И.К. D-65мм ; ЛМД ;  ; Al ; XF ; 85 ; Так!!! ; 306 
 1298 ; Медаль. 300 лет со дня рождения Петра I. Медальер А.Шагин. D-60мм ; 1972ЛМД ;  ; Al ; XF ; 14 ; Hotbit ; 348 
 1299 ; Медаль. 1-й пятилетний план выполнен за 4г3м. Медальеры: А.Козлов и Н.Соколов. D-57мм ;  ;  ; Al ; XF- ; 123 ; and ; 300 
 1300 ; Медаль. Сооружен в честь 50-летия Великого Октября. Легендарная тачанка. Каховка. Медальер Н.С. D-57мм ;  ;  ; Al ; AU ; 45 ; VM ; 708 
 1301 ; Медаль. Тригорское. Скамья Онегина. Медальер А.К. D-53мм ;  ;  ; Al ; XF- ; 11 ; Hotbit ; 155 
 1302 ; Медаль. Государственный Академический театр драмы им А.С.Пушкина. Ленинград. Медальер П.Потапов. D-53мм ; ЛМД ;  ; Al ; AU ; 31 ; VM ; 255 
 1303 ; Медаль. Зоя Космодемьянская. Медальер Н.Соколов. D-53мм ;  ;  ; Al ; XF- ; 6 ; sportmini ; 101 
 1304 ; Медаль. 2 место Динамо. Москва. D-60мм. Отверстие. В коробке ;  ;  ; Б/м ; XF ; 7 ; Григорий ; 39 
 1305 ; Медаль. ГО ЭССР. D-50мм ;  ;  ; Ж/м ; VF- ; 28 ; von_Schwarz ; 72 
 1203 ; 1 стерлинг. Английская территория во Франции. Аквитания. Бордо. Эдуард - черный принц (1362-1372). 100-летняя война. М-0,94г ;  ;  ; Ag ; F-VF ; 63 ; Буратино ; 1281 
 1204 ; 6 пенсов. 2 тип. Англия. Яков I. М-2,57г ; 1604 ;  ; Ag ; F-VF ; 158 ; alex1974 ; 4777 
 1205 ; 4 пенса. Маунди. Рождественские деньги для слепых. Англия. Яков II. М-2,15г ; 1687 ;  ; Ag ; VF-XF ; 90 ; 995953 ; 2555 
 1206 ; Орт. Польша. Сигизмунд III. М-6,65г ; 1623 ;  ; Ag ; VF+ ; 37 ; _1111_ ; 2607 
 1207 ; 6 грошей. Польша. Ян Казимир. М-3,09г ; 1666AT ;  ; Ag ; F+ ; 94 ; Навруз ; 152 
 1208 ; 6 грошей. Польша. Ян III Собеский. М-3,06г ; 1683TLB ;  ; Ag ; F-VF ; 33 ; raise ; 186 
 1209 ; 1 цянь "танго тунбао", гладкий. Почерк чжэньшу. Китай, Южня Тан. D-20мм ; 937-976 ;  ; Br ; F ; 33 ; von_Schwarz ; 294 
 1210 ; 1 цянь "юаньфэн тунбао", гладкий. Почерк синшу. Китай. Северная Сун. D-25мм ; 1078-1085 ;  ; Br ; F-VF ; 102 ; Slava O ; 417 
 1211 ; 1 цянь "юанью тунбао", гладкий. Почерк сяочжуань. Китай, Северная Сун. D-24мм ; 1086-1093 ;  ; Br ; F+ ; 26 ; Буратино ; 114 
 1212 ; 1 цянь "шэнсун юаньбао", гладкий. Почерк синшу. Китай, Северная Сун. D-25мм ; 1101 ;  ; Br ; F-VF ; 54 ; Slava O ; 363 
 1213 ; 1 цянь "шэнсун юаньбао", гладкий. Почерк сяочжуань. Китай, Северная Сун. D-24мм ; 1101 ;  ; Br ; F+ ; 21 ; vng0206 ; 117 
 1214 ; 2 цяня "цзятай тунбао" "тун эр". Почерк чжэньшу. Китай, Южная Сун. D-29мм ; 1201-1205 ;  ; Fe ; F ; 33 ; Slava O ; 287 
 1215 ; 2 цяня "кайси тунбао" "чунь сань". Почерк чжэньшу. Китай, Южная Сун. D-30мм ; 1205-1208 ;  ; Fe ; F ; 36 ; Григорий ; 426 
 1216 ; 2 цяня "хуансун юаньбао" "юань" 12ч. Почерк чжэньшу. Китай, Южная Сун. D-30мм ; 1253-1258 ;  ; Br ; F+ ; 24 ; Slava O ; 386 
 1217 ; 2 цяня "хуансун юаньбао" "эр" 12ч. Почерк чжэньшу. Китай, Южная Сун. D-30мм ; 1253-1258 ;  ; Br ; F+ ; 9 ; Slava O ; 227 
 1218 ; 1 цянь "даогуан тунбао" "боо гуй". Провинция Гуанси (Гуйлинь). Китай. Цин). D-25мм ; 1821-1850 ;  ; Br ; F-VF ; 63 ; Буратино ; 426 
 1219 ; 1 цянь "даогуан тунбао" "боо гуан". Провинция Гуандун (Гуанчжоу). Китай. Цин). D-24мм ; 1821-1850 ;  ; Br ; F+ ; 49 ; Slava O ; 354 
 1220 ; 1 цянь "даогуан тунбао" "боо гуй" и полумесяц 12ч. Провинция Гуйчжоу (Гуйян). Китай. Цин). D-25мм ; 1821-1850 ;  ; Br ; F-VF ; 26 ; Slava O ; 153 
