 3233 ; Бона иностранная ;  ;  ;  ;  ; 17 ; bcs ; 77 
 942 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F+ ; 48 ; Alexey7 ; 49 
 943 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 26 ; Alexey7 ; 32 
 944 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 21 ; кабан ; 41 
 945 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 29 ; Alexey7 ; 55 
 946 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 16 ; Tolya77 ; 53 
 947 ; Копейка. Деформация ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 26 ; kush07 ; 50 
 948 ; Копейка. Трещина ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F+ ; 25 ; ВЛУКИ ; 34 
 949 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF- ; 35 ; avp ; 425 
 950 ; Копейка ; 1676-1682 ; Федор Алексеевич ; Ag ; VF ; 97 ; mix55 ; 354 
 951 ; Копейка. 3 отверстия ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F+ ; 7 ; Alexey7 ; 15 
 952 ; Пуло ; XVв ; Великое Княжество Тверское ; Cu ; F+ ; 38 ; sssppp ; 467 
 953 ; Пуло ; XVв ; Великое Княжество Тверское ; Cu ; F+ ; 56 ; avp ; 906 
 954 ; Пуло ; XVв ; Великое Княжество Тверское ; Cu ; F+ ; 23 ; sssppp ; 92 
 955 ; Пуло ; XVв ; Великое Княжество Тверское ; Cu ; F-VF ; 46 ; 12457801 ; 567 
 956 ; Пуло ; XVв ; Великое Княжество Тверское ; Cu ; F-VF ; 33 ; sssppp ; 227 
 957 ; Пуло ; XVв ; Великое Княжество Тверское ; Cu ; F+ ; 31 ; sssppp ; 57 
 958 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский  ; Cu ; F ; 36 ; VR62 ; 35 
 959 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский  ; Cu ; F+ ; 11 ; Sterh ; 10 
 960 ; Копейка ; 1645-1676 ; Алексей Михайлович Московский  ; Cu ; F+ ; 9 ; Sterh ; 18 
 963 ; Скифаты. Византия. М-4,4гр ; 1067-1081 ;  ; Au ; VF-XF ; 54 ; lestes ; 8316 
 964 ; Тетрадрахма. Греция. Селевкиды. Антиох VIII. М-16,2гр. D-30мм ; 121-96 гг до нэ ;  ; Ag ; VF+/F-VF ; 17 ; a_kog ; 3661 
 965 ; Тетрадрахма. Греция. Селевкиды. Филипп I. М-15,7гр. D-27мм ; 93-83 гг до нэ ;  ; Ag ; VF+ ; 43 ; prozektor ; 5202 
 966 ; Тетрадрахма. Индо-Бактрия. Азес II. М-9,9гр. D-25мм ; 58-12 гг до нэ ;  ; Ag ; VF+ ; 15 ; tau ; 3715 
 967 ; Денарий. Рим. Император Каракалла ; 198-217 ;  ; Ag ; VF+ ; 14 ; ppmpa ; 1019 
 968 ; Денарий. Рим. Император Каракалла ; 198-217 ;  ; Ag ; VF-XF ; 52 ; lestes ; 1694 
 867 ; 5 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 16 ; kozl2002 ; 153 
 868 ; 5 пенни ; 1913 ; Финляндия ; Cu ; XF ; 19 ; ghjk ; 357 
 869 ; 5 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 11 ; ghjk ; 510 
 870 ; 5 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 39 ; Fenrir ; 116 
 871 ; 5 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 37 ; Virtdenis ; 407 
 872 ; 5 пенни. Вензель ; 1917 ; Финляндия ; Cu ; XF ; 35 ; finder ; 601 
 873 ; 5 пенни ; 1917 ; Финляндия. Орёл ; Cu ; XF+ ; 45 ; Virtdenis ; 651 
 874 ; 1 пенни ; 1883 ; Финляндия ; Cu ; VF-XF ; 41 ; ghjk ; 628 
 875 ; 1 пенни ; 1888 ; Финляндия ; Cu ; VF- ; 11 ; ghjk ; 134 
 876 ; 1 пенни ; 1892 ; Финляндия ; Cu ; VF+ ; 27 ; o.k. ; 408 
 877 ; 1 пенни ; 1893 ; Финляндия ; Cu ; VF+ ; 17 ; o.k. ; 327 
 878 ; 1 пенни ; 1894 ; Финляндия ; Cu ; VF-XF ; 38 ; o.k. ; 465 
 879 ; 1 пенни ; 1898 ; Финляндия ; Cu ; VF-XF ; 13 ; Mick 1 ; 130 
 880 ; 1 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 34 ; ghjk ; 203 
 881 ; 1 пенни ; 1900 ; Финляндия ; Cu ; VF+ ; 45 ; ghjk ; 207 
 882 ; 1 пенни ; 1907 ; Финляндия ; Cu ; VF-XF ; 54 ; prozektor ; 123 
 883 ; 1 пенни ; 1909 ; Финляндия ; Cu ; VF-XF ; 24 ; ghjk ; 204 
 884 ; 1 пенни ; 1911 ; Финляндия ; Cu ; VF-XF ; 45 ; Mick 1 ; 123 
 885 ; 1 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 42 ; ghjk ; 104 
 886 ; 1 пенни ; 1914 ; Финляндия ; Cu ; VF-XF ; 43 ; D-503 ; 83 
 887 ; 1 пенни ; 1915 ; Финляндия ; Cu ; XF- ; 32 ; Fenrir ; 104 
 888 ; 1 пенни ; 1916 ; Финляндия ; Cu ; XF- ; 45 ; Fenrir ; 107 
 889 ; 1 пенни ; 1917 ; Финляндия ; Cu ; XF- ; 74 ; Virtdenis ; 233 
 890 ; Лот медных монет России: 2 копейки (4шт) ; 1957-1958 ;  ; Cu ; F+ ; 85 ; bklad ; 362 
 891 ; Мечевая копейка ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF- ; 25 ; gavrik ; 183 
 892 ; Денга. Князь Даниил Борисович ; XVв ; Суздальско-Нижегородское Княже ; Ag ; VF-XF ; 24 ; peck ; 918 
 893 ; Денга. Князь Даниил Борисович ; XVв ; Суздальско-Нижегородское Княже ; Ag ; VF+ ; 22 ; ss66 ; 714 
 894 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XVв ;  ; Ag ; VF+ ; 22 ; кабан ; 407 
 895 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XVв ;  ; Ag ; VF ; 31 ; kont ; 606 
 896 ; Денга. Суздальско-Нижегородское кн-во. Князь Даниил Борисович ; XVв ;  ; Ag ; VF ; 63 ; avp ; 591 
 897 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 15 ; avp ; 105 
 898 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; VF ; 38 ; avp ; 192 
 899 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; F-VF ; 67 ; zoom30 ; 341 
 900 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF+ ; 18 ; Bayun48 ; 72 
 901 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F-VF ; 26 ; Tolya77 ; 88 
 902 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 36 ; baikal.k ; 101 
 903 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF- ; 99 ; mix55 ; 632 
 904 ; Денга ; 1533-1584 ; Иван IV Васильевич ; Ag ; VF+ ; 62 ; ksa39 ; 867 
 905 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Новгородск ; Ag ; VF ; 75 ; mix55 ; 347 
 906 ; Копейка ; 1600 ; Борис Годунов Новгородский ден ; Ag ; VF- ; 37 ; canis ; 80 
 907 ; Копейка ; 1600 ; Борис Годунов Новгородский ден ; Ag ; VF+ ; 54 ; ss66 ; 203 
 908 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF+ ; 35 ; ss66 ; 285 
 909 ; Копейка ; 1599 ; Борис Годунов Новгородский ден ; Ag ; VF- ; 61 ; Bayun48 ; 105 
 910 ; Копейка ; 1600 ; Борис Годунов Новгородский ден ; Ag ; VF+ ; 58 ; ss66 ; 203 
 911 ; Копейка ; 1598-1605 ; Борис  Годунов Московский ден. ; Ag ; VF- ; 70 ; v.green ; 177 
 912 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 28 ; baikal.k ; 51 
 913 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF ; 40 ; Tolya77 ; 59 
 914 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF- ; 30 ; baikal.k ; 40 
 915 ; Копейка ; после 1696 ; Петр Алексеевич ; Ag ; VF+ ; 55 ; grot ; 75 
 916 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F-VF ; 12 ; Alexey7 ; 23 
 817 ; 1/4 копейки ; 1841 ; СПМ ; Cu ; F-VF ; 61 ; alexey_s ; 157 
 818 ; 1/4 копейки ; 1842 ; СПМ ; Cu ; VF-XF ; 70 ; Virtdenis ; 788 
 819 ; 1/4 копейки ; 1898 ; СПБ ; Cu ; VF-XF ; 89 ; prozektor ; 764 
 820 ; 1/4 копейки ; 1899 ; СПБ ; Cu ; VF-XF ; 47 ; prozektor ; 805 
 821 ; 3 копейки "Оккупация" ; 1916J ;  ; Fe ; VF ; 59 ; dim38 ; 541 
 822 ; 2 копейки "окукпация" ; 1916J ;  ; Fe ; VF ; 50 ; krokodil ; 616 
 823 ; 1 копейка "Оккупация" ; 1916А ;  ; Fe ; VF ; 131 ; дутик ; 654 
 824 ; 2 пара-3 копейки ; 1774 ; Валахия ; Cu ; F-VF ; 55 ; lchernata ; 5867 
 825 ; 3 гроша ; 1840 ; MW Рус.-Пол. ; Cu ; F+ ; 92 ; ghjk ; 1252 
 826 ; 1 грош ; 1816 ; IB Польша ; Cu ; F+ ; 72 ; KVit68 ; 580 
 827 ; 1 грош ; 1822 ; IB Польша ; Cu ; F+ ; 45 ; ICEK ; 278 
 828 ; 1 грош ; 1824 ; IB Польша ; Cu ; F+ ; 26 ; ghjk ; 611 
 829 ; 1 грош ; 1828 ; FH Польша ; Cu ; F+ ; 37 ; ghjk ; 983 
 830 ; 10 грошей ; 1831 ; KG польское восстание 1830-183 ; Ag ; F-VF ; 113 ; overshtag ; 2514 
 831 ; 1 грош ; 1832 ; KG Польша ; Cu ; F+ ; 40 ; nik ; 355 
 832 ; 1 грош ; 1840 ; MW Рус.-Пол. ; Cu ; F+ ; 50 ; nik ; 363 
 833 ; 10 пенни ; 1865 ; Финляндия ; Cu ; VF ; 31 ; suhua ; 459 
 834 ; 10 пенни ; 1866 ; Финляндия ; Cu ; VF ; 11 ; kuban ; 255 
 835 ; 10 пенни ; 1867 ; Финляндия ; Cu ; VF+ ; 51 ; suhua ; 459 
 836 ; 10 пенни ; 1876 ; Финляндия ; Cu ; VF- ; 3 ; ghjk ; 612 
 837 ; 10 пенни ; 1891 ; Финляндия ; Cu ; VF ; 32 ; val211 ; 612 
 838 ; 10 пенни ; 1895 ; Финляндия ; Cu ; VF- ; 25 ; kuban ; 347 
 839 ; 10 пенни ; 1896 ; Финляндия ; Cu ; VF ; 3 ; ghjk ; 459 
 840 ; 10 пенни ; 1897 ; Финляндия ; Cu ; VF+ ; 12 ; suhua ; 357 
 841 ; 10 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 5 ; kuban ; 1275 
 842 ; 10 пенни ; 1900 ; Финляндия ; Cu ; VF+ ; 9 ; ghjk ; 373 
 843 ; 10 пенни ; 1905 ; Финляндия ; Cu ; VF ; 17 ; Fenrir ; 193 
 844 ; 10 пенни ; 1907 ; Финляндия ; Cu ; VF+ ; 9 ; Noks ; 169 
 845 ; 10 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 20 ; kozl2002 ; 153 
 846 ; 10 пенни ; 1909 ; Финляндия ; Cu ; VF+ ; 5 ; ghjk ; 479 
 847 ; 10 пенни ; 1910 ; Финляндия ; Cu ; VF+ ; 20 ; Noks ; 306 
 848 ; 10 пенни ; 1911 ; Финляндия ; Cu ; VF+ ; 13 ; suhua ; 306 
 849 ; 10 пенни ; 1912 ; Финляндия ; Cu ; VF+ ; 9 ; suhua ; 306 
 850 ; 10 пенни ; 1914 ; Финляндия ; Cu ; XF ; 17 ; MAYSIC ; 204 
 851 ; 10 пенни ; 1915 ; Финляндия ; Cu ; XF ; 12 ; kind ; 204 
 852 ; 10 пенни ; 1916 ; Финляндия ; Cu ; XF+ ; 18 ; kind ; 214 
 853 ; 10 пенни. Вензель ; 1917 ; Финляндия ; Cu ; VF-XF ; 27 ; ghjk ; 601 
 854 ; 10 пенни ; 1917 ; Финляндия. Орёл ; Cu ; VF-XF ; 53 ; ghjk ; 520 
 855 ; 5 пенни ; 1866 ; Финляндия ; Cu ; VF+ ; 39 ; kuban ; 405 
 856 ; 5 пенни ; 1867 ; Финляндия ; Cu ; VF ; 19 ; kuban ; 150 
 857 ; 5 пенни ; 1872 ; Финляндия ; Cu ; F-VF ; 3 ; ghjk ; 459 
 858 ; 5 пенни ; 1873 ; Финляндия ; Cu ; VF ; 11 ; kuban ; 140 
 859 ; 5 пенни ; 1875 ; Финляндия ; Cu ; VF- ; 5 ; kuban ; 104 
 860 ; 5 пенни ; 1889 ; Финляндия ; Cu ; VF- ; 5 ; kuban ; 104 
 861 ; 5 пенни ; 1897 ; Финляндия ; Cu ; VF ; 17 ; kuban ; 104 
 862 ; 5 пенни ; 1898 ; Финляндия ; Cu ; VF+ ; 35 ; canis ; 73 
 863 ; 5 пенни ; 1899 ; Финляндия ; Cu ; VF+ ; 33 ; belovaanna ; 167 
 864 ; 5 пенни ; 1901 ; Финляндия ; Cu ; VF+ ; 11 ; ghjk ; 357 
 865 ; 5 пенни ; 1906 ; Финляндия ; Cu ; VF+ ; 19 ; ghjk ; 138 
 866 ; 5 пенни ; 1908 ; Финляндия ; Cu ; VF+ ; 17 ; peck ; 123 
 767 ; Денежка ; 1861 ; ЕМ ; Cu ; F-VF ; 56 ; Олег33 ; 682 
 768 ; 1/2 копейки ; 1885 ; СПБ ; Cu ; XF ; 33 ; lchernata ; 2490 
 769 ; 1/2 копейки ; 1897 ; СПБ ; Cu ; F-VF ; 30 ; alexey_s ; 62 
 770 ; 1/2 копейки ; 1898 ; СПБ ; Cu ; F-VF ; 22 ; хрюндель ; 42 
 771 ; 1/2 копейки ; 1899 ; СПБ ; Cu ; XF+ ; 67 ; trinon ; 181 
 772 ; 1/2 копейки ; 1909 ; СПБ ; Cu ; VF-XF ; 26 ; SANTA ; 101 
 773 ; 1/2 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 24 ; Fenrir ; 101 
 774 ; 1/2 копейки ; 1911 ; СПБ ; Cu ; VF-XF ; 29 ; SANTA ; 153 
 775 ; 1/2 копейки ; 1912 ; СПБ ; Cu ; AU ; 36 ; konst ; 204 
 776 ; 1/2 копейки ; 1913 ; СПБ ; Cu ; AU ; 57 ; tds095 ; 204 
 777 ; 1/2 копейки ; 1915 ;  ; Cu ; VF+ ; 22 ; ghjk ; 180 
 778 ; Полушка (Ильин-15р, Петров-10р) ; 1703 ;  ; Cu ; F ; 78 ; lchernata ; 5522 
 779 ; Полушка ; 1719 ; НД ; Cu ; F+ ; 37 ; vc57 ; 214 
 780 ; Полушка ; 1720 ; НД ; Cu ; F-VF ; 45 ; Анатоль ; 214 
 781 ; Полушка ; 1721 ;  ; Cu ; F+ ; 31 ; o.k. ; 105 
 782 ; Полушка ; 1730-1754гг ;  ; Cu ; F+ ; 48 ; _zuev_ ; 51 
 783 ; Полушка ; 1731 ; Орёл 1730 г. ; Cu ; VF- ; 17 ; sa7ha ; 71 
 784 ; Полушка ; 1734? ; Орёл 1730 г. ; Cu ; F-VF ; 16 ; ANK ; 117 
 785 ; Полушка ; 1735 ; Орёл 1735 г. ; Cu ; VF+ ; 86 ; sergfokin ; 1353 
 786 ; Полушка ; 1736 ; Орёл 1735 г. ; Cu ; F-VF ; 6 ; хлоп ; 114 
 787 ; Полушка ; 1737 ; Орёл 1738 г. ; Cu ; F-VF ; 39 ; Alexdav ; 288 
 788 ; Полушка ; 1738 ; Орёл 1730 г. ; Cu ; F-VF ; 28 ; sa7ha ; 28 
 789 ; Полушка ; 1739 ; Орёл 1730 г. ; Cu ; VF- ; 27 ; Alexdav ; 257 
 790 ; Полушка ; 1740 ; Орёл 1730 г. ; Cu ; F ; 25 ; Анатоль ; 124 
 791 ; Полушка ; 1748 ; Орёл 1748 г. ; Cu ; F+ ; 61 ; vc57 ; 88 
 792 ; Полушка ; 1749 ; Орёл 1744 г. ; Cu ; F-VF ; 13 ; suhua ; 260 
 793 ; Полушка ; 1750 ; Орёл 1744 г. ; Cu ; F-VF ; 27 ; ZOLTAN333 ; 365 
 794 ; Полушка ; 1751 ; Орёл 1748 г. ; Cu ; F-VF ; 50 ; vc57 ; 163 
 795 ; Полушка ; 1757 ;  ; Cu ; F ; 13 ; VR62 ; 111 
 796 ; Полушка ; 1758 ;  ; Cu ; VF- ; 82 ; кабан ; 4191 
 797 ; Полушка ; 1759 ;  ; Cu ; F ; 18 ; VR62 ; 29 
 798 ; Полушка ; 1766 ; ЕМ ; Cu ; F-VF ; 32 ; VR62 ; 153 
 799 ; Полушка ; 1767 ; ЕМ ; Cu ; F+ ; 16 ; kozl2002 ; 25 
 800 ; Полушка ; 1768 ; ЕМ ; Cu ; VF- ; 39 ; кабан ; 441 
 801 ; Полушка ; 1768 ; КМ "Сибирь" ; Cu ; VF ; 23 ; кабан ; 1105 
 802 ; Полушка ; 1769 ; ЕМ ; Cu ; VF- ; 19 ; canis ; 159 
 803 ; Полушка ; 1770 ; ЕМ ; Cu ; F-VF ; 19 ; VR62 ; 105 
 804 ; Полушка ; 1770 ; КМ "Сибирь" ; Cu ; VF- ; 73 ; o.k. ; 1168 
 805 ; Полушка ; 1771 ; ЕМ ; Cu ; VF- ; 70 ; o.k. ; 197 
 806 ; Полушка ; 1771 ; КМ "Сибирь" ; Cu ; VF- ; 72 ; кабан ; 1122 
 807 ; Полушка ; 1773 ; КМ "Сибирь" ; Cu ; VF- ; 45 ; кабан ; 1339 
 808 ; Полушка (Петров-5р, Ильин-3р) ; 1775 ; ЕМ ; Cu ; F-VF ; 46 ; lchernata ; 3215 
 809 ; Полушка ; 1776 ; КМ "Сибирь" ; Cu ; F-VF ; 83 ; sts ; 1938 
 810 ; Полушка ; 1778 ; КМ "Сибирь" ; Cu ; F-VF ; 25 ; vovan100 ; 4200 
 811 ; Полушка ; 1785 ; КМ ; Cu ; F+ ; 16 ; xabib ; 347 
 812 ; Полушка ; 1790 ; ЕМ ; Cu ; F+ ; 49 ; baikal.k ; 157 
 813 ; Полушка (Ильин-4р) ; 1792 ; КМ ; Cu ; F-VF ; 69 ; пятак ; 3295 
 814 ; Полушка (Ильин-4р) ; 1793 ; КМ ; Cu ; F+ ; 36 ; кабан ; 1732 
 815 ; 1/4 копейки ; 1840 ; ЕМ ; Cu ; F ; 2 ; alex995 ; 3 
 816 ; 1/4 копейки ; 1841 ; ЕМ ; Cu ; VF- ; 33 ; ghjk ; 140 
 717 ; Денга ; 1749 ;  ; Cu ; F-VF ; 32 ; alex995 ; 33 
 718 ; Денга ; 1749 ;  ; Cu ; F+ ; 12 ; Poiuyt ; 43 
 719 ; Денга ; 1749 ;  ; Cu ; F ; 22 ; alex995 ; 24 
 720 ; Денга ; 1749 ;  ; Cu ; F+ ; 5 ; yuramo ; 20 
 721 ; Денга ; 1750 ;  ; Cu ; F-VF ; 7 ; Cheral2008 ; 50 
 722 ; Денга ; 1750 ;  ; Cu ; F ; 14 ; sa7ha ; 15 
 723 ; Денга ; 1750 ;  ; Cu ; F+ ; 6 ; QSL ; 14 
 724 ; Денга ; 1751 ;  ; Cu ; VF- ; 35 ; sa7ha ; 50 
 725 ; Денга ; 1751 ;  ; Cu ; VF- ; 44 ; Poiuyt ; 58 
 726 ; Денга ; 1751 ;  ; Cu ; VF- ; 22 ; cash ; 215 
 727 ; Денга ; 1752 ;  ; Cu ; F ; 62 ; fvm ; 702 
 728 ; Денга ; 1753 ;  ; Cu ; F-VF ; 30 ; baikal.k ; 64 
 729 ; Денга ; 1759 ;  ; Cu ; VF- ; 81 ; vid ; 1026 
 730 ; Денга ; 1760 ;  ; Cu ; F+ ; 31 ; хлоп ; 33 
 731 ; Денга ; 1764-1796гг ;  ; Cu ; F ; 11 ; sa7ha ; 33 
 732 ; Денга ; 1768 ; ЕМ ; Cu ; F-VF ; 62 ; lee ; 102 
 733 ; Денга ; 1768 ; КМ "Сибирь" ; Cu ; F ; 23 ; sa7ha ; 53 
 734 ; Денга ; 1769 ; ЕМ ; Cu ; F-VF ; 21 ; cash ; 53 
 735 ; Денга ; 1769 ; КМ "Сибирь" ; Cu ; F-VF ; 39 ; kozl2002 ; 387 
 736 ; Денга ; 1770 ; ЕМ ; Cu ; F-VF ; 48 ; canis ; 173 
 737 ; Денга ; 1770 ; КМ "Сибирь" ; Cu ; F ; 34 ; Банзай ; 107 
 738 ; Денга ; 1772 ; ЕМ ; Cu ; F-VF ; 67 ; canis ; 174 
 739 ; Денга ; 1773 ; ЕМ ; Cu ; F+ ; 33 ; Анатоль ; 220 
 740 ; Денга ; 1775 ; ЕМ ; Cu ; F ; 53 ; А_еЧъ ; 261 
 741 ; Денга (Ильин-1р) ; 1784 ; КМ ; Cu ; F ; 29 ; кабан ; 474 
 742 ; Денга ; 1786 ; ЕМ ; Cu ; F+ ; 18 ; valmont73 ; 38 
 743 ; Денга ; 1790 ; ЕМ ; Cu ; VF+ ; 97 ; zigzag ; 1236 
 744 ; Денга ; 1790 ; ЕМ ; Cu ; F-VF ; 43 ; spektr ; 116 
