 5975 ; Бона иностранная Бразилия ;  ;  ;  ;  ; 5 ; StanislavAK ; 31 
 2143 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 19 ; Unc++ ; 327 
 2144 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF ; 10 ; кузнец ; 114 
 2145 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 3 ; FoxSF ; 72 
 2146 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 23 ; ziko ; 407 
 2147 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 3 ; Unc++ ; 114 
 2148 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF+ ; 3 ; FoxSF ; 72 
 2149 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 15 ; Unc++ ; 92 
 2150 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF ; 11 ; ziko ; 204 
 2151 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 9 ; Unc++ ; 102 
 2152 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 7 ; Unc++ ; 133 
 2153 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 5 ; polkin ; 194 
 2154 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 5 ; Unc++ ; 132 
 2155 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF+ ; 5 ; FoxSF ; 102 
 2156 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 21 ; ziko ; 68 
 2157 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF ; 9 ; murman ; 112 
 2158 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 29 ; Waldemar ; 322 
 2159 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 47 ; sotonn ; 476 
 2160 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 28 ; torbey ; 1122 
 2161 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 15 ; alexeyre ; 359 
 2162 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 13 ; Unc++ ; 105 
 2163 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF ; 21 ; paranoy ; 262 
 2164 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF ; 7 ; кузнец ; 90 
 2165 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 5 ; NSerN ; 91 
 2166 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 5 ; Unc++ ; 102 
 2167 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 21 ; Unc++ ; 104 
 2168 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF+ ; 3 ; FoxSF ; 72 
 2169 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 15 ; Unc++ ; 92 
 2170 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF+ ; 11 ; ziko ; 204 
 2171 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 7 ; Unc++ ; 102 
 2172 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 5 ; aallleecc ; 174 
 2173 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 7 ; polkin ; 255 
 2174 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 11 ; Unc++ ; 101 
 2175 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 12 ; Alex1012 ; 85 
 2176 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Unc ; 17 ; sotonn ; 670 
 2177 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF ; 50 ; Waldemar ; 204 
 2178 ; 50 копеек ; 1968 ;  ; Cu-Ni ; XF ; 9 ; viv1957 ; 114 
 2079 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 15 ; trialsport ; 653 
 2080 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 50 ; старший ; 980 
 2081 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 15 ; xxxl ; 245 
 2082 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 7 ; xxxl ; 236 
 2083 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 7 ; xxxl ; 236 
 2084 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 7 ; xxxl ; 236 
 2085 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 22 ; NAS2012 ; 258 
 2086 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 14 ; старший ; 340 
 2087 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 5 ; kostyuksa ; 250 
 2088 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 9 ; Unc++ ; 159 
 2089 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 47 ; paranoy ; 2550 
 2090 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 15 ; Unc++ ; 184 
 2091 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF+ ; 7 ; КОТ13 ; 143 
 2092 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF ; 13 ; nikolai77 ; 239 
 2093 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 13 ; 9898 ; 244 
 2094 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 17 ; Unc++ ; 190 
 2095 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; XF ; 11 ; rodric ; 134 
 2096 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; XF- ; 9 ; paranoy ; 147 
 2097 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; XF+ ; 27 ; NSerN ; 255 
 2098 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 14 ; miha5855 ; 196 
 2099 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF ; 14 ; semennurspb ; 51 
 2100 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 9 ; старший ; 459 
 2101 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF+ ; 6 ; КОТ13 ; 143 
 2102 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF+ ; 15 ; nikolai77 ; 235 
 2103 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 5 ; FoxSF ; 204 
 2104 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 5 ; КОТ13 ; 194 
 2105 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF ; 11 ; grechin ; 309 
 2106 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 21 ; alexeyre ; 549 
 2107 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 9 ; murman ; 100 
 2108 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 5 ; Unc++ ; 102 
 2109 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF+ ; 21 ; ОНО 29 ; 76 
 2110 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF+ ; 10 ; NSerN ; 108 
 2111 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 7 ; Unc++ ; 109 
 2112 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 12 ; NSerN ; 174 
 2113 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 31 ; VAZ-2107 ; 296 
 2114 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 7 ; Unc++ ; 164 
 2115 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF+ ; 13 ; FoxSF ; 108 
 2116 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF ; 36 ; mitisson ; 419 
 2117 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 16 ; alexeyre ; 700 
 2118 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 16 ; ziko ; 174 
 2119 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF+ ; 23 ; ziko ; 300 
 2120 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 14 ; ziko ; 378 
 2121 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 19 ; alexeyre ; 465 
 2122 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF+ ; 20 ; vel2010 ; 86 
 2123 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 5 ; xxxl ; 236 
 2124 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 20 ; NAS2012 ; 347 
 2125 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 8 ; sotonn ; 250 
 2126 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 5 ; xxxl ; 236 
 2127 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 5 ; xxxl ; 236 
 2128 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 5 ; xxxl ; 236 
 2029 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Unc ; 9 ; xxxl ; 337 
 2030 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 11 ; trialsport ; 352 
 2031 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Unc ; 13 ; urffin ; 450 
 2032 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 16 ; xxxl ; 227 
 2033 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Unc ; 21 ; urffin ; 389 
 2034 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 30 ; уютный ; 395 
 2035 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 9 ; xxxl ; 245 
 2036 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 5 ; xxxl ; 236 
 2037 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Unc ; 9 ; уютный ; 250 
 2038 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 5 ; xxxl ; 236 
 2039 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 8 ; xxxl ; 236 
 2040 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 11 ; bva150979 ; 500 
 2041 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF+ ; 13 ; paranoy ; 79 
 2042 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF+ ; 13 ; NSerN ; 85 
 2043 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 9 ; 000SABik ; 74 
 2044 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 7 ; Beliy86 ; 72 
 2045 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF- ; 19 ; murman ; 255 
 2046 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF+ ; 5 ; kostyuksa ; 74 
 2047 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 9 ; xxxl ; 245 
 2048 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 9 ; vlad32 ; 400 
 2049 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Unc ; 11 ; xxxl ; 908 
 2050 ; 1 рубль. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 42 ; dimaelec2525 ; 389 
 2051 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 17 ; xxxl ; 238 
 2052 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 18 ; Unc++ ; 257 
 2053 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 15 ; Unc++ ; 297 
 2054 ; 1 рубль. Упаковка нарушена ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 17 ; сортам70 ; 291 
 2055 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 7 ; trialsport ; 602 
 2056 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 12 ; старший ; 509 
 2057 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 10 ; старший ; 680 
 2058 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 5 ; уютный ; 250 
 2059 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 8 ; sotonn ; 250 
 2060 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 9 ; Unc++ ; 776 
 2061 ; 1 рубль. Новодел. Упаковка ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 14 ; mifod ; 859 
 2062 ; 1 рубль. Новодел. Упаковка ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 9 ; 1 минута ; 776 
 2063 ; 1 рубль. Новодел. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 7 ; DAndy-2003 ; 604 
 2064 ; 1 рубль. Новодел. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 30 ; ASCHE ; 895 
 2065 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 9 ; xxxl ; 232 
 2066 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 9 ; xxxl ; 241 
 2067 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 5 ; xxxl ; 236 
 2068 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 35 ; NAS2012 ; 510 
 2069 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 16 ; В копилку ; 808 
 2070 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 7 ; xxxl ; 245 
 2071 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 43 ; sergeyy ; 496 
 2072 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Unc ; 11 ; старший ; 816 
 2073 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 13 ; xxxl ; 999 
 2074 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 30 ; Levon.Koins ; 1503 
 2075 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 8 ; polkin ; 350 
 2076 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 12 ; xxxl ; 999 
 2077 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 21 ; NAS2012 ; 439 
 2078 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 18 ; trialsport ; 653 
 1979 ; 5 рублей. В упаковке ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 45 ; сортам70 ; 906 
 1980 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF ; 5 ; КОТ13 ; 145 
 1981 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 45 ; trialsport ; 1686 
 1982 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 33 ; ирренн ; 1523 
 1983 ; 5 рублей. В упаковке ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 40 ; vk-man ; 906 
 1984 ; 1 рубль. В упаковке ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 36 ; ZET ; 1734 
 1985 ; 1 рубль. В упаковке ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 34 ; sibirian ; 665 
 1986 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF ; 9 ; nikolai77 ; 145 
 1987 ; 1 рубль. В упаковке ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 13 ; trialsport ; 451 
 1988 ; 1 рубль. В упаковке ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 71 ; Inokesha ; 2429 
 1989 ; 1 рубль. В упаковке ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 70 ; Коллекционер СНГ ; 2664 
 1990 ; 1 рубль. В упаковке ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 76 ; ZOLTAN333 ; 2077 
 1991 ; 1 рубль. В упаковке ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 19 ; trialsport ; 510 
 1992 ; 1 рубль. В упаковке ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 52 ; torbey ; 2360 
 1993 ; 1 рубль. В упаковке ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 68 ; ZET ; 3333 
 1994 ; 1 рубль. В упаковке ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 37 ; ZET ; 1839 
 1995 ; 1 рубль. В упаковке ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 45 ; torbey ; 1755 
 1996 ; 1 рубль. В упаковке ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 58 ; torbey ; 2255 
 1997 ; 1 рубль. В упаковке ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 46 ; kvm64 ; 1440 
 1998 ; 1 рубль. В упаковке ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 60 ; Vol4en0k ; 1255 
 1999 ; 1 рубль. В упаковке ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 19 ; paranoy ; 431 
 2000 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF- ; 7 ; rodric ; 78 
 2001 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF ; 13 ; StanislavAK ; 349 
 2002 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF ; 13 ; Beliy86 ; 268 
 2003 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 12 ; святослав35 ; 91 
 2004 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 19 ; nikolai77 ; 267 
 2005 ; 1 рубль. В упаковке ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 55 ; o_ruslan ; 1411 
 2006 ; 1 рубль. В упаковке ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 26 ; Beliy86 ; 558 
 2007 ; 1 рубль. В упаковке ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 45 ; vasek ; 818 
 2008 ; 1 рубль. В упаковке ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 12 ; grechin ; 250 
 2009 ; 1 рубль. В упаковке ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 32 ; Новик ; 1071 
 2010 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 7 ; FoxSF ; 85 
 2011 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; XF+ ; 16 ; VAZ-2107 ; 203 
 2012 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 5 ; FoxSF ; 74 
 2013 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF ; 12 ; murman ; 84 
 2014 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 16 ; xxxl ; 298 
 2015 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF ; 21 ; cr2952 ; 306 
 2016 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 21 ; NSerN ; 204 
 2017 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF- ; 5 ; paranoy ; 112 
 2018 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 28 ; NSerN ; 255 
 2019 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; XF ; 11 ; VAZ-2107 ; 133 
 2020 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 8 ; trialsport ; 755 
 2021 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 6 ; 1 минута ; 250 
 2022 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 22 ; niklis ; 370 
 2023 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 28 ; Unc++ ; 900 
 2024 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 23 ; NAS2012 ; 408 
 2025 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 17 ; olorotitan ; 379 
 2026 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 9 ; xxxl ; 355 
 2027 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 17 ; старший ; 736 
 2028 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 33 ; olorotitan ; 755 
