 5647 ; Конверт со спецгашением Гренландия ; 2001 ;  ;  ;  ; 11 ; dizdigator ; 101 
 2562 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 21 ; МММ ; 311 
 2563 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 29 ; DeusEx ; 334 
 2564 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 28 ; rusin ; 320 
 2565 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 28 ; Wulf ; 612 
 2566 ; 3 рубля. Упаковка нарушена ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Unc ; 16 ; CMSpb ; 333 
 2567 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 35 ; Wulf ; 1349 
 2568 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 27 ; Wulf ; 1358 
 2569 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 12 ; страус ; 410 
 2570 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 15 ; Wulf ; 1355 
 2571 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 17 ; Wulf ; 1355 
 2572 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 5 ; Колбасан ; 136 
 2573 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 9 ; Shurmon ; 135 
 2574 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 7 ; wwi.i ; 77 
 2575 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 14 ; 55tcvetkov55 ; 348 
 2476 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 6 ; сортам70 ; 155 
 2477 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 7 ; Александр-78 ; 123 
 2478 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 3 ; Александр-78 ; 123 
 2479 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 16 ; rusin ; 267 
 2480 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 5 ; 3434-1 ; 120 
 2481 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 3 ; профи17 ; 128 
 2482 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 10 ; rusin ; 123 
 2483 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 14 ; wwi.i ; 126 
 2484 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 6 ; flutter ; 123 
 2485 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 12 ; Shurmon ; 122 
 2486 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 7 ; Shurmon ; 126 
 2487 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 11 ; Maxnum ; 422 
 2488 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 9 ; Maxnum ; 420 
 2489 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 9 ; Колбасан ; 110 
 2490 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 9 ; Колбасан ; 124 
 2491 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 3 ; Александр-78 ; 123 
 2492 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 3 ; 3434-1 ; 104 
 2493 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 123 
 2494 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 3 ; Александр-78 ; 123 
 2495 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 8 ; Shurmon ; 123 
 2496 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 9 ; Shurmon ; 147 
 2497 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 9 ; sibirian ; 134 
 2498 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 7 ; sibirian ; 128 
 2499 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 9 ; rem ; 126 
 2500 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 3 ; Александр-78 ; 101 
 2501 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 6 ; Александр-78 ; 123 
 2502 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 15 ; Shurmon ; 143 
 2503 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 11 ; zverr ; 148 
 2504 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 6 ; wwi.i ; 153 
 2505 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 7 ; lexx9000 ; 126 
 2506 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 17 ; хвыля ; 168 
 2507 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 14 ; тяга ; 932 
 2508 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 151 
 2509 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 10 ; Wulf ; 921 
 2510 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 7 ; Александр-78 ; 151 
 2511 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 20 ; sotnik ; 961 
 2512 ; 1 рубль. Новодел. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 15 ; Молоток-Н ; 735 
 2513 ; 1 рубль. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 9 ; профи17 ; 1022 
 2514 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 4 ; Александр-78 ; 151 
 2515 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 21 ; Shurmon ; 245 
 2516 ; 1 рубль. Упаковка нарушена ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 7 ; rusin ; 123 
 2517 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 9 ; А.А.Д ; 57 
 2518 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 4 ; Shurmon ; 123 
 2519 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 7 ; pref ; 333 
 2520 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 24 ; ialaiola ; 240 
 2521 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 15 ; Shurmon ; 163 
 2522 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 4 ; rusin ; 104 
 2523 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; AU ; 22 ; Chatsky ; 837 
 2524 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 7 ; Ceregga ; 201 
 2525 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Unc ; 12 ; tpls ; 237 
 2426 ; 1 рубль. Новодел ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 9 ; тяга ; 431 
 2427 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 3 ; Александр-78 ; 123 
 2428 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 15 ; хвыля ; 164 
 2429 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 5 ; iustas ; 225 
 2430 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 19 ; 3ТЭП75 ; 121 
 2431 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 15 ; хвыля ; 160 
 2432 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 11 ; Кривой 14 ; 154 
 2433 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 9 ; 3434-1 ; 120 
 2434 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 8 ; Александр-78 ; 125 
 2435 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 30 ; Maxnum ; 102 
 2436 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 5 ; 3434-1 ; 114 
 2437 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 7 ; 3434-1 ; 120 
 2438 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 8 ; Александр-78 ; 124 
 2439 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 6 ; Александр-78 ; 114 
 2440 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 123 
 2441 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 13 ; л842 ; 266 
 2442 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 8 ; Александр-78 ; 125 
 2443 ; 1 рубль. Новодел ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 13 ; t_v_v ; 444 
 2444 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 15 ; МММ ; 281 
 2445 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 11 ; сортам70 ; 146 
 2446 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 3 ; zverr ; 118 
 2447 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 11 ; Александр-78 ; 150 
 2448 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 12 ; Александр-78 ; 147 
 2449 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 36 ; hanim ; 521 
 2450 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 13 ; seabear69 ; 261 
 2451 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 8 ; Maxnum ; 155 
 2452 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 11 ; Александр-78 ; 147 
 2453 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 7 ; Александр-78 ; 151 
 2454 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 7 ; Александр-78 ; 151 
 2455 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 17 ; seabear69 ; 267 
 2456 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 27 ; тяга ; 261 
 2457 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 59 ; zverr ; 520 
 2458 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 11 ; сортам70 ; 170 
 2459 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 151 
 2460 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 151 
 2461 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 59 ; zverr ; 520 
 2462 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 12 ; МММ ; 286 
 2463 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 13 ; Maxnum ; 153 
 2464 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 151 
 2465 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 123 
 2466 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 123 
 2467 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 123 
 2468 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 7 ; 3434-1 ; 117 
 2469 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 19 ; МММ ; 290 
 2470 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 144 
 2471 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 6 ; Александр-78 ; 151 
 2472 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 151 
 2473 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 9 ; Maxnum ; 155 
 2474 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 7 ; GemUnc ; 567 
 2475 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 12 ; seabear69 ; 272 
 2376 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 10 ; Vasilyi9 ; 240 
 2377 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF+ ; 24 ; вавилон ; 346 
 2378 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF ; 6 ; kris78 ; 74 
 2379 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF ; 22 ; wwi.i ; 126 
 2380 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 15 ; se170661 ; 250 
 2381 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 7 ; se170661 ; 232 
 2382 ; 3 рубля. Упаковка нарушена ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 13 ; МММ ; 311 
 2383 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 9 ; se170661 ; 62 
 2384 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 14 ; rodric ; 236 
 2385 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 9 ; se170661 ; 62 
 2386 ; 5 рублей. В упаковке ; 1993 ; Сергиев Посад ; Cu-Ni ; Unc ; 15 ; Energo ; 918 
 2387 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 3 ; профи17 ; 155 
 2388 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 14 ; МММ ; 278 
 2389 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 17 ; Матроскин ; 152 
 2390 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 3 ; Александр-78 ; 123 
 2391 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 123 
 2392 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 7 ; 3434-1 ; 120 
 2393 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 7 ; flutter ; 128 
 2394 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 23 ; flutter ; 157 
 2395 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 3 ; Александр-78 ; 123 
 2396 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 13 ; хвыля ; 170 
 2397 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 123 
 2398 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 3 ; Александр-78 ; 123 
 2399 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 123 
 2400 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 3 ; Александр-78 ; 123 
 2401 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 3 ; Александр-78 ; 123 
 2402 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 13 ; flutter ; 172 
 2403 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 9 ; flutter ; 126 
 2404 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 11 ; rem ; 157 
 2405 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 14 ; Матроскин ; 144 
 2406 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 5 ; Shurmon ; 121 
 2407 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 11 ; flutter ; 124 
 2408 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 11 ; errorr ; 161 
 2409 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 5 ; Александр-78 ; 125 
 2410 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 7 ; Кривой 14 ; 262 
 2411 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 17 ; Гарыныч ; 247 
 2412 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 30 ; ialaiola ; 247 
