 1365 ; 10 копеек, в капсуле PCGS ; 1958 ;  ; Cu-Ni ; MS62 ; 18 ; to-to ; 69000 
 1921 ; Жетон. На чекан памятных медалей московского нумизматического общества (1988-2009). D-40мм ; 2009 ;  ; Б/м ; Proof ; 9 ; Danila-56 ; 1129 
 1922 ; Жетон. На чекан памятных медалей московского нумизматического общества (1988-2009). D-40мм ; 2009 ;  ; Ж/м ; Proof ; 6 ; Danila-56 ; 1084 
 1923 ; Разменный знак 10. Шпицберген. Кончина папы Иоанна Павла II ; 2005СПМД ;  ; Cu/Ni ; Proof ; 39 ; юденич ; 1941 
 1924 ; Разменный знак 10. Шпицберген.Сход ледника-трагедия в Кармадонском ущелье ; 202СПМД ;  ; Cu/Ni ; Proof ; 22 ; Krechet ; 589 
 1925 ; Разменный знак 10. Шпицберген.Против терроризма ; 2002СПМД ;  ; Cu/Ni ; Proof ; 14 ; Krechet ; 612 
 1926 ; Разменный знак 10. Шпицберген. Наводнение-центр Европы ; 2002СПМД ;  ; Cu/Ni ; Proof ; 19 ; Krechet ; 653 
 1927 ; Разменный знак 10. Шпицберген. Наводнение-Юг России ; 2002СПМД ;  ; Cu/Ni ; Proof ; 22 ; Krechet ; 643 
 1928 ; Разменный знак 10. Шпицберген. Цунами-Юго-Восточная Азия ; 2005СПМД ;  ; Cu/Ni ; Proof ; 32 ; юденич ; 1190 
 1929 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; XF+ ; 20 ; astronom ; 589 
 1930 ; 50 копеек ; 1976 ;  ; Cu-Ni ; VF ; 99 ; intrest ; 417 
 1931 ; 20 копеек ; 1965 ;  ; Cu-Ni ; AU ; 66 ; прыгун ; 2112 
 1932 ; 20 копеек ; 1977 ; Л/с шт. 3 коп. ; Cu-Ni ; AU ; 21 ; kirkar ; 514 
 1933 ; 20 копеек ; 1979 ; Л/с шт. 3 коп. ; Cu-Ni ; AU ; 84 ; kirkar ; 879 
 1934 ; 20 копеек ; 1989 ; Л/с шт. 3 коп. ; Cu-Ni ; AU ; 111 ; kirkar ; 775 
 1935 ; 15 копеек ; 1968 ;  ; Cu-Ni ; AU ; 57 ; прыгун ; 917 
 1936 ; 10 копеек ; 1944 ;  ; Ni ; VF+ ; 56 ; danila ; 3386 
 1937 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; AU ; 67 ; etalon ; 1341 
 1938 ; 5 копеек ; 1938 ;  ; Br ; VF- ; 99 ; kykoff ; 363 
 1939 ; 5 копеек ; 1968 ;  ; Cu-Zn ; AU ; 44 ; polkov-nik ; 965 
 1940 ; 5 копеек ; 1971 ;  ; Cu-Zn ; VF+ ; 38 ; polkov-nik ; 1483 
 1941 ; 5 копеек ; 1972 ;  ; Cu-Zn ; AU ; 164 ; polkov-nik ; 3122 
 1942 ; 3 копейки ; 1979 ; Л/с шт.20 коп.1973 ; Cu-Zn ; AU ; 101 ; danila ; 1129 
 1943 ; 10 рублей ; 1993 ; ММД белый металл (немагнитный) ; Fe in Br ; XF ; 83 ; купидон ; 2478 
 1944 ; 10 рублей. Аверс/Реверс 90 градусов ; 2011 ;  ; Лат/St ; AU ; 44 ; astronom ; 239 
 1945 ; 5 копеек. Брак монетного двора ; 1990 ;  ; Cu-Zn ; XF ; 35 ; Lasto4kaSPB ; 91 
 1946 ; 1 рубль. В конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 35 ; kaper ; 297 
 1947 ; 1 рубль. Новодел ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 64 ; Harlock ; 428 
 1948 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; AU ; 29 ; Ходор ; 99 
 1949 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 105 ; Alekss_27 ; 522 
 1950 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 32 ; dpb ; 881 
 1951 ; 1 рубль. Упаковка нарушена ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 95 ; фёкла ; 157 
 1952 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 65 ; Cuff ; 160 
 1953 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 66 ; Harlock ; 201 
 1954 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 72 ; Cuff ; 160 
 1955 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 41 ; monge ; 426 
 1856 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 39 ; Harlock ; 204 
 1857 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 16 ; Harlock ; 201 
 1858 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 75 ; vowa ; 255 
 1859 ; 20 копеек ; 1927 ;  ; Ag ; VF+ ; 51 ; Olimpia ; 203 
 1860 ; 20 копеек ; 1927 ;  ; Ag ; VF+ ; 35 ; Harlock ; 201 
 1861 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 77 ; kijoy ; 600 
 1862 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 3 ; Harlock ; 153 
 1863 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 54 ; kijoy ; 206 
 1864 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 34 ; Harlock ; 201 
 1865 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 31 ; Aleks72 ; 206 
 1866 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 17 ; 224000 ; 206 
 1867 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 68 ; kijoy ; 441 
 1868 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 10 ; vowa ; 206 
 1869 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 113 ; kijoy ; 408 
 1870 ; 20 копеек ; 1930 ;  ; Ag ; XF- ; 3 ; Harlock ; 153 
 1871 ; 15 копеек ; 1921 ;  ; Ag ; VF-XF ; 40 ; kykoff ; 2040 
 1872 ; 15 копеек ; 1922 ;  ; Ag ; XF ; 41 ; vowa ; 263 
 1873 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 45 ; kijoy ; 426 
 1874 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 50 ; Harlock ; 153 
 1875 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 40 ; ф-а-и ; 216 
 1876 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 88 ; Aleks72 ; 216 
 1877 ; 15 копеек ; 1924 ;  ; Ag ; AU ; 70 ; danila ; 1226 
 1878 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 29 ; kijoy ; 347 
 1879 ; 15 копеек ; 1925 ;  ; Ag ; XF- ; 22 ; Aleks72 ; 206 
 1880 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 26 ; vowa ; 211 
 1881 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 6 ; Uri ; 255 
 1882 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 6 ; westof ; 206 
 1883 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 60 ; kijoy ; 521 
 1884 ; 15 копеек ; 1930 ;  ; Ag ; XF- ; 34 ; vowa ; 255 
 1885 ; 15 копеек ; 1930 ;  ; Ag ; VF-XF ; 28 ; vowa ; 313 
 1886 ; 10 копеек ; 1921 ;  ; Ag ; VF-XF ; 58 ; прыгун ; 2067 
 1887 ; 10 копеек ; 1923 ;  ; Ag ; XF- ; 97 ; Aleks72 ; 248 
 1888 ; 10 копеек ; 1924 ;  ; Ag ; VF-XF ; 47 ; Соколов ; 371 
 1889 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 44 ; Aleks72 ; 179 
 1890 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 37 ; митяй ; 152 
 1891 ; 10 копеек ; 1927 ;  ; Ag ; XF ; 69 ; kykoff ; 160 
 1892 ; 10 копеек ; 1927 ;  ; Ag ; VF-XF ; 17 ; Aleks72 ; 171 
 1893 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 88 ; kijoy ; 357 
 1894 ; 10 копеек ; 1928 ;  ; Ag ; XF- ; 24 ; lielais ; 187 
 1895 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 50 ; lessnoy ; 744 
 1896 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 50 ; lessnoy ; 939 
 1897 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF ; 67 ; Andr89 ; 1758 
 1898 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF ; 81 ; кве ; 1740 
 1899 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; VF- ; 34 ; dpb ; 822 
 1900 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF ; 23 ; Злой 2 ; 466 
 1901 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF ; 7 ; lielais ; 324 
 1902 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; XF ; 39 ; Злой 2 ; 1342 
 1903 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; XF ; 54 ; Andr89 ; 1226 
 1904 ; 1 копейка ; 1925 ; Гурт рубчатый ; Cu ; F-VF ; 87 ; masterovoi ; 4201 
 1905 ; Полкопейки ; 1925 ;  ; Cu ; XF- ; 51 ; Andr89 ; 769 
 1806 ; 1 рубль ; 2006 ; СПМД Красная книга. Дзерен (газель) ; Ag ; Proof ; 24 ; kalan ; 1270 
 1807 ; 1 рубль ; 2007 ; СПМД Красная книга. Краснопоясный динодон ; Ag ; Proof ; 21 ; нумизмат ; 1725 
 1808 ; 1 рубль ; 2007 ; СПМД Красная книга. Степной лунь ; Ag ; Proof ; 19 ; kalan ; 1041 
 1809 ; 1 рубль ; 2007 ; СПМД Красная книга. Кольчатая нерпа ; Ag ; Proof ; 31 ; нумизмат ; 1995 
 1810 ; Рубль ; 1921 ; (АГ) ; Ag ; VF-XF ; 85 ; Соколов ; 3488 
 1811 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 11 ; Aleks72 ; 1241 
 1812 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 15 ; Aleks72 ; 1241 
 1813 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 40 ; Aleks72 ; 1249 
 1814 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF+ ; 40 ; jimmysu ; 440 
 1815 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 35 ; Uri ; 960 
 1816 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 26 ; Uri ; 720 
 1817 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 30 ; Harlock ; 408 
 1818 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 153 ; havana ; 558 
 1819 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 21 ; 439 ; 417 
 1820 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 35 ; Harlock ; 376 
 1821 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 15 ; Harlock ; 354 
 1822 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 28 ; tilovik ; 510 
 1823 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 25 ; Harlock ; 354 
 1824 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 38 ; Harlock ; 402 
 1825 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 52 ; Harlock ; 408 
 1826 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 37 ; 206811 ; 422 
 1827 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 11 ; Harlock ; 394 
 1828 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 23 ; Harlock ; 351 
 1829 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 40 ; bv812 ; 510 
 1830 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF- ; 32 ; MBP ; 455 
 1831 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 18 ; Aleks72 ; 422 
 1832 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF- ; 18 ; kykoff ; 1218 
 1833 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 14 ; vowa ; 744 
 1834 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 27 ; kijoy ; 423 
 1835 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 34 ; vowa ; 296 
 1836 ; 20 копеек ; 1923 ;  ; Ag ; XF- ; 57 ; Harlock ; 251 
 1837 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 5 ; Harlock ; 133 
 1838 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 45 ; Aleks72 ; 257 
 1839 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 36 ; Aleks72 ; 257 
 1840 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 52 ; Aleks72 ; 257 
 1841 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 53 ; 224000 ; 257 
 1842 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 14 ; Harlock ; 198 
 1843 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 36 ; Aleks72 ; 257 
 1844 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 20 ; Harlock ; 203 
 1845 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 17 ; Harlock ; 202 
 1846 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 15 ; Harlock ; 251 
 1847 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 51 ; Harlock ; 153 
 1848 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 22 ; Harlock ; 199 
 1849 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 27 ; Harlock ; 203 
 1850 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 21 ; Harlock ; 199 
 1851 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 17 ; Harlock ; 202 
 1852 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 37 ; Aleks72 ; 257 
 1853 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 26 ; Aleks72 ; 257 
 1854 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 28 ; Harlock ; 203 
 1855 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 59 ; Harlock ; 198 
 1756 ; 2 рубля ; 2008 ; СПМД 100 лет со дня рождения Л.Д. Ландау ; Ag ; Proof ; 30 ; Alexitmo ; 975 
 1757 ; 2 рубля ; 2008 ; СПМД Красная книга. Азово-Черноморская шемая ; Ag ; Proof ; 37 ; dsidorov ; 1107 
 1758 ; 2 рубля ; 2008 ; СПМД Красная книга. Дозорщик-император ; Ag ; Proof ; 56 ; lora ; 1130 
 1759 ; 2 рубля ; 2008 ; СПМД Красная книга. Прибайкальский Черношапочный сурок ; Ag ; Proof ; 28 ; dsidorov ; 1107 
 1760 ; 2 рубля ; 2010 ; 200 лет хирургу Н.И.Пирогову ; Ag ; Proof ; 15 ; gcab ; 1399 
 1761 ; 2 рубля. В буклете ; 2010 ; СПМД Бесков К.И ; Ag ; Proof ; 27 ; свой ; 4370 
 1762 ; 2 рубля ; 2010 ; Красная книга. Гюрза ; Ag ; Proof ; 17 ; alenka-359 ; 1177 
 1763 ; 2 рубля ; 2010 ; Красная книга. Уссурийский пятнистый олень ; Ag ; Proof ; 41 ; Дядя Саша ; 1330 
 1764 ; 2 рубля. С сертификатом ; 2010 ; Красная книга. Белоспинный альбатрос ; Ag ; Proof ; 18 ; niko1968 ; 1202 
 1765 ; 1 рубль ; 1993 ; ЛМД Красная книга. Рыбный филин ; Ag ; Proof ; 16 ; boom588 ; 1083 
 1766 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий козел ; Ag ; Proof ; 6 ; boom588 ; 1040 
 1767 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский тигр ; Ag ; Proof ; 25 ; hemiechinus ; 2039 
 1768 ; 1 рубль ; 1994 ; ЛМД Красная книга. Среднеазиатская кобра ; Ag ; Proof ; 50 ; etalon ; 1469 
 1769 ; 1 рубль ; 1994 ; ЛМД Красная книга. Гималайский медведь ; Ag ; Proof ; 20 ; Рыба ; 1275 
 1770 ; 1 рубль ; 1994 ; ЛМД Красная книга. Краснозобая казарка ; Ag ; Proof ; 18 ; Ybrjkfif ; 1638 
 1771 ; 1 рубль ; 1995 ; ЛМД Красная книга. Дальневосточный аист ; Ag ; Proof ; 18 ; крабик ; 1164 
 1772 ; 1 рубль ; 1995 ; ЛМД Красная книга. Кавказский тетерев ; Ag ; Proof ; 13 ; boom588 ; 1199 
 1773 ; 1 рубль ; 1995 ; ЛМД Красная книга. Черноморская афалина ; Ag ; Proof ; 17 ; Ybrjkfif ; 1499 
 1774 ; 1 рубль ; 1996 ; ЛМД Красная книга. Песчаный слепыш ; Ag ; Proof ; 41 ; Artemon ; 2346 
 1775 ; 1 рубль ; 1996 ; ЛМД Красная книга. Туркменский эублефар ; Ag ; Proof ; 11 ; Ybrjkfif ; 1275 
 1776 ; 1 рубль ; 1996 ; ЛМД Красная книга. Сапсан ; Ag ; Proof ; 47 ; -=ANNA=- ; 2447 
 1777 ; 1 рубль ; 1997 ; ЛМД Красная книга. Фламинго. ; Ag ; Proof ; 9 ; boom588 ; 1041 
 1778 ; 1 рубль ; 1997 ; ЛМД Красная книга. Зубр ; Ag ; Proof ; 41 ; -=ANNA=- ; 1769 
 1779 ; 1 рубль ; 1997 ; ЛМД Красная книга. Джейран. ; Ag ; Proof ; 12 ; -=ANNA=- ; 1532 
 1780 ; 1 рубль ; 1998 ; СПМД Красная книга. Лаптевский морж ; Ag ; Proof ; 26 ; свой ; 3060 
 1781 ; 1 рубль ; 1998 ; СПМД Красная книга. Дальневосточный сцинк ; Ag ; Proof ; 29 ; свой ; 2652 
 1782 ; 1 рубль ; 1998 ; СПМД Красная книга. Гусь-белошей ; Ag ; Proof ; 34 ; -=ANNA=- ; 3570 
 1783 ; 1 рубль ; 1999 ; СПМД Красная книга. Розовая чайка ; Ag ; Proof ; 33 ; свой ; 3646 
 1784 ; 1 рубль ; 1999 ; СПМД Красная книга. Кавказская гадюка ; Ag ; Proof ; 43 ; -=ANNA=- ; 3978 
 1785 ; 1 рубль ; 1999 ; СПМД Красная книга. Даурский еж ; Ag ; Proof ; 33 ; свой ; 4670 
 1786 ; 1 рубль ; 2000 ; СПМД Красная книга. Выхухоль ; Ag ; Proof ; 82 ; vip_Alex777 ; 15851 
 1787 ; 1 рубль ; 2000 ; СПМД Красная книга. Леопардовый полоз ; Ag ; Proof ; 65 ; dwwb ; 12000 
 1788 ; 1 рубль ; 2000 ; СПМД Красная книга. Черный журавль ; Ag ; Proof ; 73 ; div ; 13280 
 1789 ; 1 рубль ; 2001 ; СПМД Красная книга. Сахалинский осетр ; Ag ; Proof ; 58 ; voldemar56 ; 2543 
 1790 ; 1 рубль ; 2001 ; СПМД Красная книга. Западносибирский бобр ; Ag ; Proof ; 51 ; Ybrjkfif ; 2083 
 1791 ; 1 рубль ; 2001 ; СПМД Красная книга. Алтайский горный баран ; Ag ; Proof ; 21 ; свой ; 1409 
 1792 ; 1 рубль ; 2002 ; СПМД Красная книга. Беркут ; Ag ; Proof ; 43 ; свой ; 3746 
 1793 ; 1 рубль ; 2002 ; СПМД Красная книга. Амурский горал ; Ag ; Proof ; 15 ; свой ; 1199 
 1794 ; 1 рубль ; 2002 ; СПМД Красная книга. Сейвал ; Ag ; Proof ; 17 ; свой ; 1353 
 1795 ; 1 рубль ; 2003 ; СПМД Красная книга. Дальневосточная черепаха ; Ag ; Proof ; 43 ; свой ; 2580 
 1796 ; 1 рубль ; 2003 ; СПМД Красная книга. Малый баклан ; Ag ; Proof ; 9 ; свой ; 1152 
 1797 ; 1 рубль ; 2003 ; СПМД Красная книга. Командорский голубой писец ; Ag ; Proof ; 26 ; свой ; 2345 
 1798 ; 1 рубль ; 2004 ; Красная книга. Дрофа ; Ag ; Proof ; 36 ; -=ANNA=- ; 4590 
 1799 ; 1 рубль ; 2004 ; Красная книга. Камышовая жаба ; Ag ; Proof ; 32 ; свой ; 3642 
 1800 ; 1 рубль ; 2004 ; Красная книга. Амурский лесной кот ; Ag ; Proof ; 42 ; свой ; 3723 
 1801 ; 1 рубль ; 2005 ; СПМД Красная книга. Волховский Сиг ; Ag ; Proof ; 74 ; свой ; 4386 
 1802 ; 1 рубль ; 2005 ; СПМД Красная книга. Длинноклювый Пыжик ; Ag ; Proof ; 37 ; свой ; 3570 
 1803 ; 1 рубль ; 2005 ; СПМД Красная книга. Красный Волк ; Ag ; Proof ; 42 ; свой ; 4531 
 1804 ; 1 рубль ; 2006 ; СПМД Красная книга. Уссурийский когтистый тритон ; Ag ; Proof ; 57 ; kalan ; 1393 
 1805 ; 1 рубль ; 2006 ; СПМД Красная книга. Сухонос (гусь) ; Ag ; Proof ; 19 ; нумизмат ; 1798 
 1706 ; 3 рубля ; 1998 ; ММД Сав.-Сторож.мон.в Звенигороде (Звенигород) ; Ag ; Proof ; 34 ; gorfil ; 30172 
 1707 ; 3 рубля ; 1999 ; ММД А.С.Пушкин, 200 лет. Михайловское ; Ag ; Proof ; 19 ; mep58 ; 2497 
 1708 ; 3 рубля ; 1999 ; ММД А.С.Пушкин, 200 лет. Болдино ; Ag ; Proof ; 10 ; Alexitmo ; 2084 
