 3263 ; 5 рублей ; 1997 ;  ;  ;  ; 44 ; 1968 ; 102 
 1439 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 23 ; Аксель ; 231 
 1440 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 21 ; Rober ; 191 
 1441 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F+ ; 30 ; Rober ; 174 
 1442 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 26 ; feniks79 ; 252 
 1443 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 35 ; Аксель ; 223 
 1444 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 19 ; turist07908 ; 223 
 1445 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 11 ; turist07908 ; 203 
 1446 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 20 ; myAC ; 222 
 1447 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 28 ; xoma ; 183 
 1448 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 23 ; Аксель ; 222 
 1449 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 35 ; Аксель ; 226 
 1450 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 33 ; myAC ; 185 
 1451 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 47 ; rvrvr ; 623 
 1452 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 19 ; Аксель ; 231 
 1453 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 21 ; Аксель ; 233 
 1454 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 26 ; vladimir232 ; 267 
 1455 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 88 ; клотик 2 ; 258 
 1456 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 34 ; turist07908 ; 206 
 1457 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 39 ; Аксель ; 313 
 1358 ; 2 рубля ; 2007 ; 100 лет со дня рождения В.П.Со ; Ag ; Proof ; 31 ; Agava ; 818 
 1359 ; 2 рубля ; 2007 ; 150 лет со дня рождения К.Э.Ци ; Ag ; Proof ; 11 ; Agava ; 844 
 1360 ; 2 рубля. Леонард Эйлер ; 2007ММД ;  ; Ag925 ; Proof ; 16 ; kotok ; 775 
 1361 ; 2 рубля ; 2007 ; 100 лет со дня рождения М.М.Ге ; Ag ; Proof ; 23 ; mic61 ; 806 
 1362 ; 2 рубля. Л.Д.Ландау ; 2008СПМД ;  ; Ag925 ; Proof ; 12 ; SNV ; 918 
 1363 ; 2 рубля ; 2005 ; СПМД Овен ; Ag ; Proof ; 19 ; POUL ; 1624 
 1364 ; 2 рубля ; 2005 ; ММД Телец ; Ag ; Proof ; 20 ; Valeriy ; 1226 
 1365 ; 2 рубля ; 2005 ; ММД Рак ; Ag ; Proof ; 24 ; POUL ; 1353 
 1366 ; 2 рубля ; 2005 ; СПМД Лев ; Ag ; Proof ; 15 ; POUL ; 1646 
 1367 ; 2 рубля ; 2005 ; СПМД Близнецы ; Ag ; Proof ; 39 ; Valeriy ; 1770 
 1368 ; 2 рубля ; 2005 ; ММД Дева ; Ag ; Proof ; 24 ; Valeriy ; 1770 
 1369 ; 2 рубля ; 2005 ; СПМД Весы ; Ag ; Proof ; 21 ; Valeriy ; 1720 
 1370 ; 2 рубля ; 2005 ; СПМД Стрелец ; Ag ; Proof ; 12 ; Igorek81 ; 1062 
 1371 ; 2 рубля ; 2005 ; ММД Скорпион ; Ag ; Proof ; 17 ; Igorek81 ; 1195 
 1372 ; 2 рубля ; 2005 ; ММД Козерог ; Ag ; Proof ; 20 ; Valeriy ; 1720 
 1373 ; 2 рубля ; 2005 ; СПМД Водолей ; Ag ; Proof ; 9 ; Igorek81 ; 1084 
 1374 ; 2 рубля ; 2005 ; ММД Рыбы ; Ag ; Proof ; 8 ; Valeriy ; 1020 
 1375 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский ти ; Ag ; Proof ; 37 ; sergunya ; 1452 
 1376 ; 1 рубль ; 1993 ; ЛМД Красная книга. Рыбный фили ; Ag ; Proof ; 29 ; sergunya ; 837 
 1377 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий  ; Ag ; Proof ; 20 ; sergunya ; 912 
 1378 ; 1 рубль ; 1994 ; ЛМД Красная книга. Гималайский ; Ag ; Proof ; 19 ; Ghb ; 1112 
 1379 ; 1 рубль ; 1994 ; ЛМД Красная книга. Среднеазиат ; Ag ; Proof ; 33 ; gelo ; 1000 
 1380 ; 1 рубль ; 1994 ; ЛМД Красная книга. Краснозобая ; Ag ; Proof ; 44 ; Ghb ; 1892 
 1381 ; 1 рубль ; 1995 ; ЛМД Красная книга. Кавказский  ; Ag ; Proof ; 25 ; Igorek81 ; 1081 
 1382 ; 1 рубль ; 1995 ; ЛМД Красная книга. Дальневосто ; Ag ; Proof ; 31 ; Igorek81 ; 1095 
 1383 ; 1 рубль ; 1995 ; ЛМД Красная книга. Черноморска ; Ag ; Proof ; 10 ; Igorek81 ; 1081 
 1384 ; 1 рубль ; 1996 ; ЛМД Красная книга. Туркменский ; Ag ; Proof ; 27 ; Valeriy ; 1133 
 1385 ; 1 рубль ; 1996 ; ЛМД Красная книга. Сапсан ; Ag ; Proof ; 14 ; francez ; 1500 
 1386 ; 1 рубль ; 1996 ; ЛМД Красная книга. Песчаный сл ; Ag ; Proof ; 44 ; POUL ; 1513 
 1387 ; 1 рубль ; 2001 ; СПМД Красная книга. Западносиб ; Ag ; Proof ; 27 ; SNV ; 1581 
 1388 ; 1 рубль ; 2001 ; СПМД Красная книга. Алтайский  ; Ag ; Proof ; 30 ; POUL ; 1613 
 1389 ; 1 рубль ; 2001 ; СПМД Красная книга. Сахалински ; Ag ; Proof ; 16 ; Igorek81 ; 1622 
 1390 ; 1 рубль ; 2002 ; СПМД Красная книга. Амурский г ; Ag ; Proof ; 24 ; Ghb ; 1328 
 1391 ; 1 рубль ; 2002 ; СПМД Красная книга. Беркут ; Ag ; Proof ; 26 ; Ghb ; 1213 
 1392 ; 1 рубль ; 2002 ; СПМД Красная книга. Сейвал ; Ag ; Proof ; 23 ; Ghb ; 1270 
 1393 ; 1 рубль ; 2003 ; СПМД Красная книга. Командорск ; Ag ; Proof ; 24 ; POUL ; 1231 
 1394 ; 1 рубль ; 2003 ; СПМД Красная книга. Малый бакл ; Ag ; Proof ; 15 ; ghjk ; 1128 
 1395 ; 1 рубль ; 2003 ; СПМД Красная книга. Дальневост ; Ag ; Proof ; 20 ; POUL ; 1180 
 1396 ; 1 рубль ; 2004 ; Красная книга. Амурский лесной ; Ag ; Proof ; 31 ; POUL ; 1093 
 1397 ; 1 рубль ; 2004 ; Красная книга. Дрофа ; Ag ; Proof ; 13 ; myAC ; 746 
 1398 ; 1 рубль ; 2004 ; Красная книга. Камышовая жаба ; Ag ; Proof ; 5 ; POUL ; 744 
 1399 ; 1 рубль ; 2005 ; СПМД Красная книга. Волховский ; Ag ; Proof ; 14 ; 439 ; 992 
 1400 ; 1 рубль ; 2005 ; СПМД Красная книга. Красный Во ; Ag ; Proof ; 20 ; gelo ; 1135 
 1401 ; 1 рубль ; 2005 ; СПМД Красная книга. Длинноклюв ; Ag ; Proof ; 3 ; francez ; 793 
 1402 ; 1 рубль ; 2006 ; Красная книга. Дзерен (газель) ; Ag ; Proof ; 5 ; Valeriy ; 793 
 1403 ; 1 рубль ; 2006 ; Красная книга. Сухонос (гусь) ; Ag ; Proof ; 15 ; Valeriy ; 956 
 1404 ; 1 рубль ; 2006 ; Красная книга. Уссурийский ког ; Ag ; Proof ; 21 ; Valeriy ; 922 
 1405 ; 1 рубль. Красная книга. Кольчатая нерпа ; 2007СПМД ;  ; Ag925 ; Proof ; 22 ; kanev2 ; 806 
 1406 ; 1 рубль. Красная книга. Степной лунь ; 2007СПМД ;  ; Ag925 ; Proof ; 22 ; kanev2 ; 806 
 1407 ; 1 рубль. Красная книга. Краснопоясный динодон ; 2007СПМД ;  ; Ag925 ; Proof ; 18 ; kanev2 ; 801 
 1308 ; 3 рубля ; 2000 ; ММД "Сохраним наш мир". Снежны ; Ag ; Proof ; 18 ; ghjk ; 6744 
 1309 ; 3 рубля ; 2000 ; СПМД Пушкин.Дворц.-парк.ансамб ; Ag ; Proof ; 16 ; ghjk ; 7860 
 1310 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 23 ; MAKESI ; 1037 
 1311 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 4 ; Juli ; 2333 
 1312 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америк ; Ag ; Proof ; 12 ; Juli ; 1523 
 1313 ; 3 рубля. Помыта ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 7 ; Juli ; 1887 
 1314 ; 3 рубля ; 1995 ; ЛМД Экспедиция Челюскина ; Ag ; Proof ; 15 ; Agava ; 1249 
 1315 ; 3 рубля ; 1993 ; ЛМД Космонавты ; Ag ; Proof ; 20 ; Agava ; 989 
 1316 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 4 ; woger08 ; 1483 
 1317 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 10 ; Алек ; 1275 
 1318 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавани ; Ag ; Proof ; 12 ; kotok ; 1376 
 1319 ; 3 рубля ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 8 ; Agava ; 1526 
 1320 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 4 ; nikolay ; 1224 
 1321 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 17 ; джон007 ; 403 
 1322 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 18 ; kotok ; 412 
 1323 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 12 ; kotok ; 503 
 1324 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 59 ; Ghb ; 826 
 1325 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 32 ; Винни Пух ; 802 
 1326 ; 2 рубля ; 1995 ; ММД М.И.Кутузов ; Ag ; Proof ; 31 ; SNV ; 932 
 1327 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 21 ; Agava ; 520 
 1328 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на кон ; Ag ; Proof ; 38 ; POUL ; 1170 
 1329 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на а ; Ag ; Proof ; 13 ; kotok ; 906 
 1330 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс ; Ag ; Proof ; 4 ; woger08 ; 714 
 1331 ; 2 рубля ; 1996 ; ММД Н.А.Некрасов ; Ag ; Proof ; 46 ; Ghb ; 1332 
 1332 ; 2 рубля ; 1996 ; ЛМД Ф.М.Достоевский ; Ag ; Proof ; 40 ; POUL ; 1132 
 1333 ; 2 рубля ; 1997 ; ММД А.Н.Скрябин ; Ag ; Proof ; 16 ; Ghb ; 918 
 1334 ; 2 рубля ; 1997 ; ММД А.К.Саврасов ; Ag ; Proof ; 34 ; Винни Пух ; 918 
 1335 ; 2 рубля ; 1998 ; СПМД К.С.Станиславский. Портре ; Ag ; Proof ; 23 ; POUL ; 1784 
 1336 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет с собак ; Ag ; Proof ; 32 ; sergunya ; 2040 
 1337 ; 2 рубля ; 1998 ; СПМД К.С.Станиславский.Сцена и ; Ag ; Proof ; 17 ; Ghb ; 1405 
 1338 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих. Портрет ; Ag ; Proof ; 44 ; sergunya ; 1589 
 1339 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет за стол ; Ag ; Proof ; 25 ; sergunya ; 937 
 1340 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих."Дела человечес ; Ag ; Proof ; 15 ; sergunya ; 1265 
 1341 ; 2 рубля ; 2001 ; ММД В.И.Даль - 200 лет ; Ag ; Proof ; 4 ; Agava ; 1337 
 1342 ; 2 рубля ; 2002 ; ММД 100 лет со дня рождения Л. ; Ag ; Proof ; 16 ; Ghb ; 1590 
 1343 ; 2 рубля ; 2003 ; ММД 100 лет со дня рождения И. ; Ag ; Proof ; 16 ; Agava ; 1128 
 1344 ; 2 рубля ; 2003 ; ММД 150 лет со дня рождения В. ; Ag ; Proof ; 32 ; POUL ; 833 
 1345 ; 2 рубля ; 2003 ; СПМД 200 лет со дня рождения Ф ; Ag ; Proof ; 26 ; Ghb ; 827 
 1346 ; 2 рубля ; 2004 ; ММД 200 лет со дня рождения М. ; Ag ; Proof ; 12 ; gcab ; 880 
 1347 ; 2 рубля ; 2004 ; ММД 100 лет со дня рождения С. ; Ag ; Proof ; 30 ; тир ; 1037 
 1348 ; 2 рубля ; 2004 ; ММД 100 лет со дня рождения В. ; Ag ; Proof ; 18 ; Igorek81 ; 1200 
 1349 ; 2 рубля ; 2005 ; СПМД 200 лет со дня рождения П ; Ag ; Proof ; 30 ; mic61 ; 806 
 1350 ; 2 рубля ; 2005 ; СПМД 100 лет со дня рождения М ; Ag ; Proof ; 19 ; Ghb ; 918 
 1351 ; 2 рубля ; 2006 ; СПМД 200 лет со дня рождения А ; Ag ; Proof ; 29 ; Agava ; 918 
 1352 ; 2 рубля ; 2006 ; ММД 150 лет со дня рождения М. ; Ag ; Proof ; 21 ; Agava ; 833 
 1353 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения О. ; Ag ; Proof ; 29 ; POUL ; 837 
 1354 ; 2 рубля ; 2006 ; 100 лет со дня рождения Д.Д.Шо ; Ag ; Proof ; 11 ; SNV ; 918 
 1355 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения С. ; Ag ; Proof ; 9 ; Agava ; 833 
 1356 ; 2 рубля ; 2007 ; 100 лет со дня рождения С.П.Ко ; Ag ; Proof ; 25 ; Agava ; 1058 
 1357 ; 2 рубля ; 2007 ; 150 лет со дня рождения В.М.Бе ; Ag ; Proof ; 18 ; gcab ; 900 
 1252 ; 2 цяня "шаосин юаньбао", почерк сяочжуань, гладкий. Китай, Южная Сун ; 1131-1162 ;  ; Br ; VF- ; 11 ; von_Schwarz ; 170 
 1253 ; 1 цянь "гуансюй тунбао" "боо циовань", министерство финансов. Китай, Цин ; 1875-1908 ;  ; Br ; VF- ; 34 ; e(0_o)e ; 55 
 1254 ; 1 цянь "гуансюй тунбао" "боо цзянь". Китай, Цин, провинция Фуцзянь (Фуцзянь) ; 1875-1908 ;  ; Br ; VF- ; 12 ; lsp25 ; 56 
 1255 ; 1 цянь "гуансюй тунбао" "боо у". Китай, Цин, провинция Хубэй (Учан) ; 1875-1908 ;  ; Br ; F-VF ; 29 ; koga ; 48 
 1256 ; 1 цянь "гуансюй тунбао" "боо гуй". Китай, Цин, провинция Гуйчжоу (Гуйян) ; 1875-1908 ;  ; Br ; F-VF ; 27 ; lsp25 ; 56 
 1257 ; 1 донг "тайхэ тунбао". Аннам, Поздняя Ле, гладкий ; 1443-1453 ;  ; Br ; VF- ; 21 ; kotyamoi ; 75 
 1258 ; 1 донг "гуанчжун тунбао". Аннам, Си Шань, гладкий ; 1788-1792 ;  ; Br ; F-VF ; 44 ; kotyamoi ; 55 
 1259 ; 1 донг "гуанчжун тунбао". Аннам, Си Шань, четыре полумесяца ; 1788-1792 ;  ; Br ; F-VF ; 13 ; Григорий ; 79 
 1260 ; 6 донгов "сыдэ тунбао" "лю вэнь". Аннам, Юань ; 1848-1883 ;  ; Br ; F-VF ; 25 ; lsp25 ; 186 
 1267 ; Один червонец ; 1981 ; ММД ; Au ; AU ; 14 ; Синоптик ; 10000 
 1268 ; 50 рублей ; 1995 ; ЛМД Экспедиция Ф.Нансена ; Au ; Proof ; 19 ; valrus ; 20400 
 1269 ; 25 рублей ; 2002 ; ММД Скорпион ; Au ; Proof ; 6 ; Slava-2 ; 3278 
 1270 ; 10 рублей ; 1994 ; ММД Балерина ; Au ; Proof ; 42 ; SKV ; 3122 
 1271 ; Набор монет "Игры XXII Олимпиады 1980г": 10,5 рублей (28шт). В коробке с 12-ю сертификатами ; 1977-1980 ;  ; Ag ; Unc/AU ; 36 ; finger ; 15300 
 1272 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиад ; Ag ; Proof ; 40 ; zhut` ; 793 
 1273 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олим ; Ag ; Proof ; 55 ; дима1969 ; 1224 
 1274 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимп ; Ag ; Proof ; 35 ; schnaps ; 616 
 1275 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII О ; Ag ; Proof ; 31 ; myAC ; 630 
 1276 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII  ; Ag ; Proof ; 23 ; schnaps ; 616 
 1277 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 51 ; sony ; 735 
 1278 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиа ; Ag ; Proof ; 22 ; Захар ; 611 
 1279 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; Proof ; 23 ; myAC ; 592 
 1280 ; 10 рублей ; 1979 ; ММД Борьба дзюдо.Игры XXII Оли ; Ag ; Proof ; 26 ; Захар ; 977 
 1281 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Ол ; Ag ; Proof ; 22 ; Захар ; 752 
 1282 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпи ; Ag ; Proof ; 14 ; asru ; 656 
 1283 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках. ; Ag ; Proof ; 20 ; SNV ; 771 
 1284 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры  ; Ag ; Proof ; 35 ; дима1969 ; 618 
 1285 ; 10 рублей ; 1980 ; ММД Танец орла и хуреш.Игры XX ; Ag ; Proof ; 13 ; димитрий ; 727 
 1286 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олим ; Ag ; AU ; 43 ; schnaps ; 563 
 1287 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 9 ; goland ; 628 
 1288 ; 10 рублей ; 1979 ; ММД Борьба дзюдо.Игры XXII Оли ; Ag ; AU ; 7 ; schnaps ; 607 
 1289 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; Proof ; 35 ; myAC ; 505 
 1290 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 35 ; Захар ; 529 
 1291 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; Proof ; 26 ; schnaps ; 441 
 1292 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; Proof ; 50 ; SNV ; 510 
 1293 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на л ; Ag ; Proof ; 21 ; myAC ; 405 
 1294 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиа ; Ag ; Proof ; 19 ; sony ; 769 
 1295 ; 5 рублей ; 1979 ; ММД Метание молота.Игры XXII О ; Ag ; Proof ; 16 ; schnaps ; 491 
 1296 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 13 ; Захар ; 498 
 1297 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 18 ; дима1969 ; 423 
 1298 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII  ; Ag ; Proof ; 15 ; myAC ; 423 
 1299 ; 5 рублей ; 1980 ; ММД Гимнастика.Игры XXII Олимп ; Ag ; Proof ; 15 ; solder13 ; 519 
 1300 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII ; Ag ; Proof ; 16 ; myAC ; 524 
 1301 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиад ; Ag ; Proof ; 11 ; Захар ; 426 
 1302 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Иси ; Ag ; Proof ; 13 ; Захар ; 412 
 1303 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; AU ; 29 ; Rober ; 384 
 1304 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 13 ; Rober ; 373 
 1305 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII О ; Ag ; AU ; 21 ; AIK60 ; 371 
 1306 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 44 ; sony ; 1400 
 1307 ; 3 рубля ; 1999 ; СПМД Уфа. Монумент дружбы ; Ag ; Proof ; 27 ; Jet_Dee ; 15540 
 1202 ; Монета античная. Г. Пантикапей. М-2,05гр ; II в до н.э. ;  ; Cu ; F+ ; 64 ; dmytrylat ; 82 
 1203 ; Монета античная. Г. Пантикапей. М-1,85гр ; II в до н.э. ;  ; Cu ; F ; 16 ; Sterh ; 15 
 1204 ; Монета античная. Г. Пантикапей. М-2,86гр ; II в до н.э. ;  ; Cu ; F ; 14 ; Bizon6055 ; 54 
 1205 ; Монета античная. Г. Пантикапей. М-2,22гр ; II в до н.э. ;  ; Cu ; F+ ; 31 ; canis ; 51 
 1206 ; Монета античная. Г. Пантикапей. М-2,18гр ; II в до н.э. ;  ; Cu ; F-VF ; 39 ; меркурий ; 83 
 1207 ; Монета античная. Г. Пантикапей. М-2,08гр ; II в до н.э. ;  ; Cu ; F-VF ; 68 ; Pyrros ; 149 
 1208 ; Патагон. Испанские Нидерланды. М-28,02г ; ND ;  ; Ag ; VF- ; 62 ; 1112111 ; 1811 
 1209 ; Талер. Австрия. М-28,17г. Ремонт 12 часов ; 1691 ;  ; Ag ; VF- ; 184 ; smirnovao ; 2374 
 1210 ; Талер. Австрия. М-28,65г. Ремонт 12 часов ; 1699 ;  ; Ag ; VF+ ; 235 ; Alexdav ; 4670 
 1211 ; 4 эре. Швеция. М-3,35г ; 1670 ;  ; Ag ; F-VF ; 22 ; 761 ; 521 
 1212 ; 1/12 талера. Саксония. М-3,37г ; 1693 ;  ; Ag ; VF- ; 78 ; smirnovao ; 661 
 1213 ; 1/12 талера. Бранденбург. М-3,37г ; 1693LCS ;  ; Ag ; F-VF ; 71 ; partizanov ; 636 
 1214 ; 80 рейс- тостао. Португалия. Порто. Петр II. М-3,08г ; 1691 ;  ; Ag ; VF+ ; 124 ; Alexdav ; 1023 
 1215 ; 4 солей. Франция, Людовик XIV, Лион ; 1675D ;  ; Ag ; F-VF ; 53 ; smirnovao ; 1009 
 1216 ; 2 пенни (1/2 гроата). Великобритания. Карл II ; ND (1661-1662) ;  ; Ag ; VF- ; 70 ; Alexdav ; 1529 
 1217 ; 1/96 талера. Бранденбург. М-0,61г. Трещина ; 1625 ;  ; Ag ; F+ ; 13 ; 1112111 ; 300 
 1218 ; Монета средневековая . М-0,59г ; 1565 ;  ; Ag ; VF- ; 75 ; Alexdav ; 395 
 1219 ; Полторак. Польша. Сигизмунд III ; 1623 ;  ; Ag ; VF-XF ; 79 ; feniks79 ; 278 
 1220 ; Полторак. Польша. Сигизмунд III ; 1624 ;  ; Ag ; VF- ; 2 ; Mike! ; 163 
 1221 ; Полторак. Польша. Сигизмунд III ; 1625 ;  ; Ag ; VF- ; 11 ; MDV ; 202 
 1222 ; Полторак. Польша. Сигизмунд III ; 17 век ;  ; Ag ; VF ; 65 ; semen81 ; 204 
 1223 ; Солид. Пруссия. Георг Вильгельм ; 1627 ;  ; Ag ; F-VF ; 17 ; AIK60 ; 160 
 1224 ; Солид. Рига. Карл Густав ; 17 век ;  ; Ag ; F-VF ; 4 ; semen81 ; 126 
