 3607 ; Бона иностранная ;  ;  ;  ;  ; 25 ; tigris ; 71 
 1548 ; 3 рубля ; 1993 ; ММД "Сохраним наш мир". Бурый медведь ; Ag ; Proof ; 37 ; SKV ; 10548 
 1549 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 4 ; vip_Alex777 ; 2000 
 1550 ; 3 рубля ; 2000 ; ММД XXVII Олимпийские игры. Сидней ; Ag ; Proof ; 70 ; Dr.Goodwin ; 4641 
 1295 ; Знак. 50 лет КПСС. В коробке ; ММД ;  ; Ag, эмаль ; AU ; 37 ; Al0851 ; 669 
 1296 ; Знак. Отличный путеец ;  ;  ; Ж/м, эмаль ; VF- ; 68 ; xabib ; 1138 
 1297 ; Знак. Дружинник ;  ;  ; Ж/м, эмаль ; VF ; 54 ; SANGOLD1 ; 188 
 1298 ; Знак. СССР. I ст. ;  ;  ; Ж/м, эмаль ; VF ; 28 ; sveta6369 ; 140 
 1299 ; Знак. БГТО ;  ;  ; Ж/м, эмаль ; XF ; 29 ; uskov ; 227 
 1300 ; Знак. Ударнику Сталинского призыва ;  ;  ; Б/м, эмаль ; VF ; 43 ; 1822 ; 1122 
 1301 ; Знак. ЛПА им. М.И. Калинина ;  ;  ; Ж/м, эмаль ; XF ; 37 ; uskov ; 793 
 1302 ; Знак. Труд ; ММД ;  ; Ж/м, эмаль ; XF- ; 19 ; LAB-A ; 72 
 1303 ; Знак. Уголовный розыск ;  ;  ; Ж/м ; AU ; 22 ; bdd48 ; 125 
 1304 ; Знак. ДОСААФ СССР ;  ;  ; Ж/м, эмаль ; VF- ; 46 ; 1822 ; 141 
 1305 ; Знак. Юный натуралит СССР ; ММД ;  ; Ж/м,эмаль ; VF- ; 24 ; 1822 ; 232 
 1306 ; Знак. Ветеран ВДВ ;  ;  ; Ж/м,эмаль ; VF- ; 12 ; vic2 ; 400 
 1307 ; Знак. Участнику уборки урожая на целине ЦК ВЛКСМ ; 1957ММД ;  ; Ж/м,эмаль ; XF- ; 4 ; svu14 ; 104 
 1308 ; Знак об окончании ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; VF ; 2 ; Al0851 ; 46 
 1309 ; Знак. Участнику уборки урожая на целине ЦК ВЛКСМ ; 1958 ;  ; Ж/м,эмаль ; XF ; 9 ; miha ; 50 
 1310 ; Знак. ВЛКСМ ;  ;  ; Ж/м ; XF ; 28 ; mirumir ; 59 
 1311 ; Знак. ВСХВ ; ЛМД ;  ; Ж/м,эмаль ; XF ; 57 ; 1822 ; 326 
 1312 ; Знак. Ленин ;  ;  ; Ж/м,эмаль ; VF+ ; 23 ; dimon masskva ; 63 
 1313 ; Знак. Ленин ;  ;  ; Ж/м ; XF ; 8 ; Майкл ; 28 
 1314 ; Знак. 60 лет. Ленин ;  ;  ; Ж/м ; VF ; 34 ; Snuppy ; 102 
 1315 ; Знак. Ленин ;  ;  ; Ж/м,эмаль ; XF ; 23 ; alek99 ; 36 
 1316 ; Знак. Ленин ; ЛМД ;  ; Ж/м,эмаль ; VF ; 12 ; Dahan ; 23 
 1317 ; Знак. 60 лет ;  ;  ; Ж/м,эмаль ; VF-XF ; 11 ; himik121 ; 12 
 1318 ; Знак. 100 лет. Ленин ;  ;  ; Ж/м ; VF- ; 5 ; Snuppy ; 40 
 1319 ; Знак. Памятник Ленину ; ЛМД ;  ; Ж/м,эмаль ; XF ; 20 ; tpls ; 140 
 1320 ; Знак. 40 лет Октября ; ЛМД ;  ; Ж/м ; AU ; 32 ; Сапёр ; 135 
 1321 ; Знак. Ленин. о/с Львов ;  ;  ; Б/м ; VF ; 7 ; Snuppy ; 40 
 1322 ; Знак. Разлив 1917-1967гг ;  ;  ; Ж/м,эмаль ; XF- ; 5 ; himik121 ; 18 
 1323 ; Знак. 7 октября 1917г ;  ;  ; Ж/м,эмаль ; XF ; 8 ; mirumir ; 58 
 1324 ; Знак. Отличник соц соревнования РСФСР ; ММД ;  ; Ж/м,эмаль ; XF+ ; 16 ; xabib ; 161 
 1325 ; Знак. Вся власть Советам ;  ;  ; Ж/м,эмаль ; AU ; 41 ; veektor ; 41 
 1326 ; Знак. Первенство ДОСААФ ;  ;  ; Ж/м ; VF+ ; 25 ; Snuppy ; 77 
 1327 ; Знак. БГТО (будь готов к труду и обороне) ;  ;  ; Ж/м,эмаль ; F-VF ; 9 ; masterov ; 102 
 1328 ; Знак. 14 воздушная армия ;  ;  ; Ж/м,эмаль ; VF- ; 15 ; бурят1978 ; 104 
 1329 ; Знак ;  ;  ; Ж/м,эмаль ; VF+ ; 6 ; veektor ; 6 
 1330 ; Знак. КПСС XXVI съезд ;  ;  ; Б/м,эмаль ; VF- ; 33 ; alek99 ; 34 
 1331 ; Знак. За достижения в самодеятельном художественном творчестве. Министерство культуры СССР ; ММД ;  ; Ж/м ; AU ; 38 ; alex09 ; 241 
 1332 ; Знак. 150 лет Кировскому заводу Б.Путиловский 1801-1951 ;  ;  ; Ж/м,эмаль ; VF+ ; 16 ; Сапёр ; 828 
 1333 ; Знак. Отличник социалистического соревнования РСФСР ; ММД ;  ; Ж/м,эмаль ; XF- ; 71 ; astronom ; 173 
 1334 ; Знак. 3 место ; 1961 ;  ; Ж/м,эмаль ; VF+ ; 45 ; Snuppy ; 816 
 1335 ; Знак. Юный техник СССР ;  ;  ; Ж/м,эмаль ; XF- ; 67 ; astronom ; 156 
 1336 ; Медаль "бронзовая". Всесоюзная с/х выставка. Участнику всесоюзной с/х выставки. D-25мм ;  ;  ; Ж/м ; XF/AU ; 34 ; никсер ; 108 
 1337 ; Знак. 100 лет со дня рождения Евгения Вахтангова ; ЛМД ;  ; Ж/м ; AU ; 1 ; vasm ; 2 
 1338 ; Знак Военный летчик 2 класса ;  ;  ; Ж/м,эмаль ; VF- ; 9 ; LAB-A ; 79 
 1339 ; Знак. МВД СССР ; ММД ;  ; Ж/м,эмаль ; AU ; 44 ; uskov ; 365 
 1340 ; Знак. Ветеран. Автомобильная промышленность СССР ; ММД ;  ; Ж/м ; AU ; 11 ; alex09 ; 86 
 1341 ; Знак. Первенство СССР ;  ;  ; Ж/м ; XF- ; 45 ; alex09 ; 83 
 1342 ; Знак. Мастер золотые руки. ВЛКСМ ; ММД ;  ; Ж/м ; XF- ; 52 ; xabib ; 655 
 1343 ; Знак. Лучшему учителю-комсомольцу. ВЛКСМ ; ММД ;  ; Ж/м,эмаль ; VF+ ; 42 ; xabib ; 426 
 1344 ; Знак. Победитель всесоюзных соревнований ;  ;  ; Ж/м ; VF+ ; 39 ; molodes ; 89 
 1245 ; Медаль. За верность и честность. Густав V. Швеция. М-21,5г. D-34мм ; 1919 ;  ; Ag ; VF-XF ; 49 ; Георг ; 1609 
 1246 ; Медаль. За продолжительную и верную службу. Густав V. Швеция. М-20,5г. D-35мм ; 1919 ;  ; Ag ; AU ; 82 ; marson2010 ; 1552 
 1247 ; Медаль в оригинальной коробке, с сертификатом подлинности. На коронацию короля Карла XVI Густва. Швеция. Тираж 4000шт. М-48,6г. D-40мм ; 1973 ;  ; Ag ; AU ; 55 ; marson2010 ; 1549 
 1248 ; Медаль в оригинальной коробке. Официальный визит короля Карла XVI Густава и Королевы Сильвии в Нидерланды. Швеция. Тирж 2000шт М-55,8г. D-45мм ; 1976 ;  ; Ag925 ; AU ; 90 ; marson2010 ; 1476 
 1249 ; Медаль. За лучшую лошадь. Густав V. Швеция. М-41,1г,D-43мм ;  ;  ; Ag ; XF+ ; 32 ; Searcher ; 1349 
 1250 ; Медаль. Первый приз на сельскохозяйственной выставке. Оскар II. Швеция. М-26,6г. D-39мм ; 1904 ;  ; Ag ; AU ; 43 ; Георг ; 714 
 1251 ; Медаль. Принц Карл председатель Красного креста. Швеция. М-39,2г. D-45мм ; 1921 ;  ; Br ; XF+ ; 20 ; Георг ; 300 
 1252 ; Плакета. Беролина 95. Размеры: 38 на 50мм ;  ;  ; Ж/м ; AU ; 13 ; Борец ; 20 
 1253 ; Медаль. 2-й год правления. Ватикан. Папа Иоанн XXIII (1958-1963). D-44мм ; 1960 ;  ; Ag ; Proof-Like ; 41 ; Георг ; 1326 
 1254 ; Медаль. Серия "Легенды военной техники". Самолет "Мессершмидт BF109K4". Германия. D-40мм ; Конец ХХ в. ;  ; Ag ; Proof ; 48 ; SOS ; 714 
 1255 ; Медаль. Серия "Легенды военной техники". Танк "Королевский Тигр". Германия. D-40мм ; Конец ХХ в. ;  ; Ag ; Proof ; 32 ; daniz ; 937 
 1256 ; Медаль. 50 лет немецкой марке. Германия. D-30мм ; 1998 ;  ; Ag999 ; Proof ; 21 ; кошак ; 387 
 1257 ; Медаль. Марс Победитель. Франция, Людовик XIV. D-41мм ; Конец ХIХ в. ;  ; Br ; XF+ ; 64 ; ealiev ; 1301 
 1258 ; Медаль. 100-летие Французской Академии. Франция, Людовик XV. D-41мм ; Конец ХIХ в. ;  ; Cu ; AU ; 60 ; ealiev ; 1314 
 1259 ; Медаль. Папская область, Папа Адриан VI (1522-1523). D-40,5мм ; XVIII в. ;  ; Br ; VF-XF ; 7 ; S1952 ; 1111 
 1260 ; Жетон. 50-летие Виктории на престоле. Великобритния. Отверстие 12 часов. D-31мм ; 1887 ;  ; Br ; VF- ; 25 ; himik121 ; 157 
 1261 ; Жетон. Дворцы короля. Строительство Лувра. 4-й вариант. Франция, Людовик XV. D-31мм ; конец 19 нач 20 века ;  ; Ag ; AU ; 49 ; Tche ; 1682 
 1262 ; Жетон. Руководители Учреждения департамента Сены. Портрет Карла Великого. Франция, Луи Филипп I. D-31мм ; 1847 ;  ; Ag ; XF- ; 45 ; ealiev ; 1264 
 1263 ; Жетон. Пикардия. Спортивное водное общество Амьена. Франция. Наполеон III. D-33мм ; 1866 ;  ; Ag ; XF+ ; 56 ; Георг ; 875 
 1264 ; Жетон. Бретань. Сберегательная касса Ренна. Франция, 3-я республика. D-31мм ; Конец ХIХ в. ;  ; Ag ; VF-XF ; 29 ; ealiev ; 680 
 1265 ; Жетон. Великобритания, Георг III. D-25мм ; 1820 ;  ; Br ; VF- ; 10 ; ealiev ; 114 
 1266 ; Медаль. 800 лет Мюнхену. Германия. D-38мм ; 1958 ;  ; Ж/м ; XF ; 29 ; gelind ; 100 
 1267 ; Жетон. Франия ; 1661 ;  ; Ag ; VF- ; 160 ; S1952 ; 2062 
 1268 ; Жетон. Музей гигиены в Дрездене. Мейссен. D-25мм ;  ;  ; Керамика ; AU ; 89 ; warmrain ; 215 
 1269 ; Жетон. Город Уэйберн. Саскачеван ;  ;  ; Ж/м ; XF ; 33 ; dimon masskva ; 55 
 1270 ; Медаль. Кливленд Огайо. 175 лет. США. В пластиковой упаковке. D-38мм ;  ;  ; Ж/м ; AU ; 45 ; dimon masskva ; 46 
 1271 ; Медаль. Шестнадцатый президент США. Линкольн. США. D-50мм ;  ;  ; Ж/м ; XF/AU ; 32 ; dimon masskva ; 50 
 1272 ; Медаль. Ратуша. Пешие прогулки. Корнойбург ; 1978 ;  ; Б/м ; XF+ ; 1 ; wass34 ; 200 
 1273 ; Медаль. Бизамберг. Городские пейзажи ; 1977 ;  ; Б/м ; XF+ ; 56 ; dimon masskva ; 83 
 1274 ; Медаль. Бизамберг. Городские пейзажи ; 1975 ;  ; Б/м ; XF+ ; 24 ; dimon masskva ; 83 
 1275 ; Медаль. Бизамберг ; 1977 ;  ; Б/м ; AU ; 28 ; veektor ; 101 
 1276 ; Медаль. Городские пейзажи ; 1975 ;  ; Б/м ; VF+ ; 44 ; veektor ; 60 
 1277 ; Медаль. Ловля крыс в Корнойбурге ; 1978 ;  ; Б/м ; VF-XF ; 8 ; veektor ; 232 
 1278 ; Медаль. Бизамберг. Городские пейзажи ; 1976 ;  ; Б/м ; AU ; 23 ; dimon masskva ; 59 
 1279 ; Медаль. Бизамберг. Городские пейзажи ; 1976 ;  ; Б/м ; AU ; 38 ; dimon masskva ; 53 
 1280 ; Медаль на ленте. 1000 лет Австрии ; 1976 ;  ; Ж/м ; XF/AU ; 23 ; veektor ; 34 
 1281 ; Медаль. Визит Иоанна Павла II. D-70мм ; 1987 ;  ; Ж/м ; AU ; 44 ; Hotbit ; 206 
 1282 ; Медаль иностранная. D-60мм ;  ;  ; Ж/м ; XF ; 36 ; dimon masskva ; 36 
 1283 ; Медаль иностранная. D-50мм ; 1977 ;  ; Br ; AU ; 57 ; RAPAN ; 346 
 1284 ; Медаль. Таллин ;  ;  ; Ж/м ; XF/AU ; 29 ; molodes ; 51 
 1285 ; Медаль. Таллин ;  ;  ; Ж/м ; AU ; 22 ; molodes ; 62 
 1286 ; Знак об окончании Сержантской школы. Финляндия ; до 1945г ;  ; Б/м,эмаль ; AU ; 80 ; bux. ; 995 
 1287 ; Знак. ВВС. Югославия ;  ;  ; Б/м,эмаль ; XF+ ; 38 ; vasil47 ; 105 
 1288 ; Знак. ГДР ;  ;  ; Ж/м ; XF- ; 21 ; himik121 ; 31 
 1289 ; Знак. Карл Маркс. ГДР ;  ;  ; Ж/м,эмаль ; XF ; 10 ; SANGOLD1 ; 35 
 1290 ; Знак. Участник ликвидации последствий аварии ЧАЭС ; ММД ;  ; Ж/м ; AU ; 41 ; alex09 ; 151 
 1291 ; Знак. Отличник социалистического соревнования ж д транспорта №35670. С удостоверением ;  ;  ; Ж/м,эмаль ; VF ; 38 ; mouzes ; 1136 
 1292 ; Знак за окончание Университета. 11 лент ;  ;  ; Ag, эмаль ; XF ; 48 ; 009 ; 1157 
 1293 ; Знак. Метрополитен Ленинграда 1955г ;  ;  ; Ж/м, эмаль ; VF-XF ; 24 ; Snuppy ; 240 
 1294 ; Знак. Союз работников просвещения ;  ;  ; Ж/м, эмаль ; VF- ; 48 ; alek99 ; 499 
 1195 ; Медаль. 250 лет со дня рождения В.И.Баженова. Медальер А.С.Карташов. D-60мм ; 1988ЛМД ;  ; Ж/м ; XF ; 40 ; VM ; 424 
 1196 ; Медаль. Гаршин (1855-1888гг). Медальер Рукавишников. D-60мм ; 1981ЛМД ;  ; Ж/м ; AU ; 64 ; sportmini ; 525 
 1197 ; Медаль. 125 лет со дня рождения Пелагеи Стрепетовой.  D-60мм ; 1976ММД ;  ; Ж/м ; XF+ ; 32 ; Hotbit ; 563 
 1198 ; Медаль. Мусоргский. Медальер Посядо Н.А. D-60мм ; 1988ЛМД ;  ; Ж/м ; AU ; 38 ; asp ; 426 
 1199 ; Медаль. Хосе Марти (1853-1895гг). Медальер М.Смирнов. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 39 ; sportmini ; 350 
 1200 ; Плакета. Комсомольскому пропагандисту ЦК ВЛКСМ. Медальер Б.Старис. Размеры: 65 на 50мм ;  ;  ; Al ; XF ; 57 ; валенок ; 651 
 1201 ; Медаль. Скульптура Летнего Сада. Амур и Психея. Медальер. С.Иванов. D-56мм ; ЛМД ;  ; Al ; VF-XF ; 14 ; Tosha ; 430 
 1202 ; Медаль. Скульптура Летнего Сада. Нимфа Летнего Сада. С.Иванов. D-56мм ; ЛМД ;  ; Al ; VF+ ; 9 ; Tosha ; 413 
 1203 ; Медаль. Скульптура Летнего Сада. Изобилие. Медальер. С.Иванов. D-56мм ; ЛМД ;  ; Al ; VF ; 33 ; Hotbit ; 110 
 1204 ; Медаль. Легендарная Тачанка. Каховка. Сооружен в честь 50-летия Великого Октября. D-57мм ;  ;  ; Al ; VF- ; 104 ; Hotbit ; 461 
 1205 ; Медаль. Скульптурная группа на Аничковом мосту. Ленинград. D-53мм ;  ;  ; Al ; XF+ ; 65 ; VM ; 281 
 1206 ; Медаль. Скульптурная группа на Аничковом мосту. Ленинград. D-53мм ;  ;  ; Al ; AU ; 30 ; VM ; 359 
 1207 ; Медаль. Скульптурная группа на Аничковом мосту. Ленинград. D-53мм ;  ;  ; Al ; AU ; 53 ; and ; 168 
 1208 ; Медаль. 50 лет городу Березники (1932-1982).D-65мм ; 1982ЛМД ;  ; Ж/м ; XF ; 65 ; plis ; 1530 
 1209 ; Медаль. В. Костенко  1881-1956). D-65мм ; 1981ЛМД ;  ; Ж/м ; AU ; 30 ; daniz ; 400 
 1210 ; Медаль. Виктор Гюго (1802-1885).  D-60мм ; 1982ЛМД ;  ; Ж/м ; AU ; 36 ; sportmini ; 408 
 1211 ; Медаль. Александр Грин (1880-1932).D-60мм ; 1982ЛМД ;  ; Ж/м ; AU ; 117 ; ВВС ; 1154 
 1212 ; Медаль. 100 лет со дня рождения Александра Михайловича Герасимова (1881-1963). D-60мм ; 1982ЛМД ;  ; Ж/м ; AU ; 42 ; Hotbit ; 563 
 1213 ; Медаль. Анна Павлова (1881-1931).D-60мм ; 1981ЛМД ;  ; Ж/м ; AU ; 39 ; r70 ; 550 
 1214 ; Медаль. Томас Мор (1478-1535).D-60мм ; ЛМД ;  ; Ж/м ; AU ; 36 ; costa ; 375 
 1215 ; Медаль. Н. Ге (1831-1894).D-60мм ; 1982ЛМД ;  ; Ж/м ; AU ; 15 ; wwii-soldat ; 357 
 1216 ; Медаль. 100 лет со дня рождения Стефана Цвейга (1881-1942)D-60мм ; 1981ЛМД ;  ; Ж/м ; AU ; 22 ; kotyamoi ; 357 
 1217 ; Медаль. Бабушкин (1873-1906). D-60мм ; 1982ЛМД ;  ; Ж/м ; AU ; 24 ; Sacha777 ; 392 
 1218 ; Медаль. Адмиралтейство. D-54мм ; ЛМД ;  ; Ж/м ; AU ; 33 ; GJ ; 934 
 1219 ; Медаль. Советский комитет солидарности стран Азии и Африки. D-60мм ;  ;  ; Ж/м ; AU ; 27 ; Sacha777 ; 839 
 1220 ; Медаль. В ознаменование 100-летия со дня рождения К.И. Скрябина (1878-1972).D-65мм ; 1981ММД ;  ; Ж/м ; XF/AU ; 55 ; Sacha777 ; 917 
 1221 ; Медаль. Сервантес (1547-1616). D-60мм ; 1966 ;  ; Ж/м ; AU ; 54 ; and ; 3564 
 1222 ; Медаль. Всесоюзный научно-исследовательский институт метрологии им. Д.И. Менделеева. D-57мм ;  ;  ; Al ; AU ; 85 ; oduvan ; 578 
 1223 ; Медаль. Ленинград-город герой. D-53мм ;  ;  ; Al ; XF+ ; 19 ; and ; 510 
 1224 ; Медаль. Калуга. Дом-музей Циолковского (1857-1935).D-53мм ;  ;  ; Al ; AU ; 29 ; plis ; 132 
 1225 ; Медаль. 50 лет Советской власти (1917-1967). D-53мм ;  ;  ; Al ; AU ; 77 ; asp ; 20502 
 1226 ; Медаль. Адмиралтейство. D-53мм. Толщина: 3мм ; ЛМД ;  ; Al ; AU ; 42 ; daniz ; 350 
 1227 ; Медаль. Адмиралтейство. D-53мм. Толщина: 4мм ; ЛМД ;  ; Al ; AU ; 31 ; costa ; 327 
 1228 ; Настенная медаль. Сталин. D-123мм ;  ;  ; Br, эмаль ; AU ; 102 ; marson2010 ; 2197 
 1229 ; Медаль. Памятник Вечной Славы защитникам Ленинграда в 1941-1944гг. D-57мм ;  ;  ; Al ; AU ; 43 ; kotyamoi ; 184 
 1230 ; Медаль. А.С. Пушкин (1799-1974). D-60мм ; 1973ЛМД ;  ; Al ; VF ; 35 ; Так!!! ; 153 
 1231 ; Медаль. Петропавловская крепость в Ленинграде. D-53мм ; ЛМД ;  ; Al ; AU ; 44 ; Hotbit ; 257 
 1232 ; Медаль. Тригорское-скамья Онегина. D-54мм ;  ;  ; Al ; AU ; 35 ; Hotbit ; 150 
 1233 ; Медаль. Михайловское-липовая аллея. D-54мм ;  ;  ; Al ; XF+ ; 17 ; and ; 75 
 1234 ; Медаль. Горьковский научно-исследовательский приборостроительный институт (1949-1974). D-48мм ;  ;  ; Al ; AU ; 15 ; vasm ; 31 
 1235 ; Медаль. Игры доброй воли в Санкт-Петербурге № 280 S040. D-48мм ;  ;  ; Б/м ; AU ; 31 ; kotyamoi ; 159 
 1236 ; Плакета. XXX лет первого полета человека в космос. Р-ры: 47х69мм ; 1991ММД ;  ; Ж/м ; XF ; 37 ; VM ; 800 
 1237 ; Орден восходящего солнца V класса. Япония. В коробке с фрачной миниатюрой ;  ;  ; Ag, позол, ; AU ; 34 ; Searcher ; 6891 
 1238 ; Орден восходящего солнца VIII класса. Япония. В коробке с фрачной миниатюрой. С документом ;  ;  ; Ag ; XF+ ; 13 ; Grosh ; 1838 
 1239 ; Медаль за Манчжурский Инцидент. Япония. В коробке ; 1934 ;  ; Br ; XF- ; 147 ; daniz ; 1530 
 1240 ; Орден восходящего солнца VI класса. Япония ; 1940-ег ;  ; Ag, эмаль ; XF+ ; 57 ; Searcher ; 5760 
 1241 ; Медаль Красного креста за Русско-Японскую войну. Япония ; 1905 ;  ; Br ; VF-XF ; 20 ; wass34 ; 567 
 1242 ; Медаль Красного креста для женщин. Япония. В коробке с фрачной миниатюрой ;  ;  ; Al ; AU ; 11 ; Grosh ; 579 
 1243 ; Орден почетного легиона. Франция, 3-я Республика, Шевалье. В оригинальной коробке ;  ;  ; Ag,Au, эма ; VF+ ; 64 ; Al0851 ; 2395 
 1244 ; Медаль "За войну 1914-1918гг". Австрия ;  ;  ; Br ; XF- ; 27 ; sikachai ; 836 
 1128 ; 2 муна "чанпин тунбао" "цзинь юй". Военная часть дворцовой охраны. Корея. D-28мм ; 1752 ;  ; Br ; F-VF ; 36 ; чусер ; 167 
 1129 ; 1 мун "чанпин тунбао" "чон и" солнце 9ч. Генеральное военное ведомство. Корея. D-26мм ; 1757 ;  ; Br ; VF- ; 26 ; чусер ; 126 
