 5894 ; Бона иностранная ;  ;  ;  ;  ; 3 ; OlegFox ; 21 
 1779 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 49 ; vrncoins ; 727 
 1780 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Unc ; 34 ; двугривенный ; 638 
 1781 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 28 ; Rober ; 309 
 1782 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 35 ; Omeron ; 441 
 1783 ; 3 рубля. Упаковка ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 30 ; бортик ; 1542 
 1784 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 19 ; ryber ; 1326 
 1785 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 25 ; vrncoins ; 1821 
 1786 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 25 ; ryber ; 2283 
 1787 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 20 ; mixey ; 139 
 1788 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF ; 5 ; skumat ; 42 
 1789 ; 1 рубль. Ошибка на часах ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 36 ; Volok ; 200 
 1790 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 21 ; mishakl ; 120 
 1791 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 10 ; 45b00f ; 113 
 1792 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 17 ; Friday ; 113 
 1793 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 24 ; sotnik ; 510 
 1794 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 32 ; Ravin ; 247 
 1795 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 9 ; Mahfey ; 63 
 1796 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 12 ; skumat ; 87 
 1797 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF+ ; 45 ; Ravin ; 263 
 1798 ; 1 рубль. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 38 ; skrudz ; 1216 
 1799 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 29 ; natali73 ; 364 
 1800 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 16 ; kazaam82 ; 90 
 1801 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 22 ; skrudz ; 132 
 1802 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 8 ; skumat ; 93 
 1803 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 10 ; skumat ; 82 
 1804 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 8 ; kimaa ; 87 
 1805 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 20 ; RUS 78 ; 110 
 1806 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 33 ; skrudz ; 224 
 1807 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 54 ; skrudz ; 185 
 1808 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 47 ; StarinaHenk ; 357 
 1809 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 37 ; unkas ; 273 
 1810 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 32 ; 01020304 ; 259 
 1811 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 24 ; skrudz ; 188 
 1812 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 49 ; skrudz ; 416 
 1813 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 17 ; skrudz ; 195 
 1814 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 13 ; strutikut ; 906 
 1815 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 42 ; StarinaHenk ; 245 
 1816 ; 1 рубль ; 1991 ; 100 лет со дня рождения С. В. Иванова ; Cu-Ni ; Proof ; 35 ; 01020304 ; 257 
 1817 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF+ ; 53 ; 45b00f ; 257 
 1818 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 37 ; molchun ; 189 
 1719 ; 15 копеек ; 1969 ;  ; Cu-Ni ; AU ; 22 ; alexeyre ; 2295 
 1720 ; 10 копеек ; 1966 ;  ; Cu-Ni ; AU ; 31 ; AVGUST ; 2493 
 1721 ; 5 копеек ; 1937 ;  ; Br ; VF+ ; 33 ; ziko ; 1275 
 1722 ; 5 копеек ; 1965 ;  ; Cu-Zn ; AU ; 47 ; sdfg ; 2108 
 1723 ; 5 копеек ; 1966 ;  ; Cu-Zn ; AU ; 53 ; Inokesha ; 2040 
 1724 ; 5 копеек ; 1967 ;  ; Cu-Zn ; VF ; 29 ; Inokesha ; 714 
 1725 ; 5 копеек ; 1968 ;  ; Cu-Zn ; XF- ; 34 ; urraf ; 952 
 1726 ; 5 копеек ; 1969 ;  ; Cu-Zn ; AU ; 21 ; alexeyre ; 1873 
 1727 ; 3 копейки ; 1927 ;  ; Br ; VF-XF ; 80 ; ZOLTAN333 ; 4590 
 1728 ; 3 копейки ; 1945 ;  ; Br ; VF ; 30 ; +18 ; 1202 
 1729 ; 20 копеек ; 1977 ; Л/с шт. 3 коп. ; Cu-Ni ; XF+ ; 31 ; xladon ; 459 
 1730 ; 3 копейки ; 1979 ; Л/с шт.20 коп.1973 ; Cu-Zn ; XF ; 29 ; ardgir ; 167 
 1731 ; 2 копейки. Брак монетного двора (аверс/реверс 160 градусов) ; 1929 ;  ; Br ; F-VF ; 39 ; 1010110 ; 512 
 1732 ; 5 рублей. Аверс/Реверс 90 градусов ; 1992 ; Л ; Fe in Br ; XF- ; 22 ; Nik74 ; 294 
 1733 ; 1 рубль. Аверс/Реверс 90 градусов ; 1992 ; Л ; Cu-Ni ; XF- ; 19 ; 1010110 ; 157 
 1734 ; 5 рублей. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 41 ; фрол ; 1546 
 1735 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 26 ; DruID77 ; 255 
 1736 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 14 ; ArCan ; 336 
 1737 ; 1 рубль. Новодел. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 36 ; werespider ; 816 
 1738 ; 1 рубль. Новодел. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 66 ; werespider ; 1024 
 1739 ; 1 рубль. Новодел. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 24 ; werespider ; 816 
 1740 ; 1 рубль. Новодел. Упаковка ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 52 ; mr.812 ; 627 
 1741 ; 1 рубль. Новодел. Упаковка ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 20 ; 01020304 ; 677 
 1742 ; 1 рубль. Новодел. Упаковка ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 49 ; termin111 ; 760 
 1743 ; 1 рубль. Новодел. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 44 ; termin111 ; 663 
 1744 ; 1 рубль. Новодел. Упаковка ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 27 ; Evgen^3 ; 519 
 1745 ; 1 рубль. Новодел. Упаковка ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 21 ; werespider ; 816 
 1746 ; 1 рубль. Новодел. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 28 ; -Mars- ; 531 
 1747 ; 1 рубль. Новодел. Упаковка ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 55 ; бортик ; 1168 
 1748 ; 1 рубль. Новодел. Упаковка ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 34 ; werespider ; 816 
 1749 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 17 ; werespider ; 816 
 1750 ; 1 рубль. Новодел. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 37 ; termin111 ; 603 
 1751 ; 1 рубль. Новодел. Упаковка ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 24 ; werespider ; 816 
 1752 ; 1 рубль. Новодел. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 21 ; -Mars- ; 488 
 1753 ; 1 рубль. Новодел. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 28 ; sotnik ; 572 
 1754 ; 1 рубль. Новодел. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 16 ; said ; 567 
 1755 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 23 ; werespider ; 816 
 1756 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 64 ; DruID77 ; 267 
 1757 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 27 ; unkas ; 363 
 1758 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 35 ; 01020304 ; 225 
 1759 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 42 ; unkas ; 279 
 1760 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 49 ; skrudz ; 235 
 1761 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 28 ; Xxzx ; 165 
 1762 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 31 ; hanim ; 261 
 1763 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 21 ; natali73 ; 235 
 1764 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 20 ; molchun ; 190 
 1765 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 22 ; PROCONSUL ; 327 
 1766 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 14 ; aleksey-m2 ; 161 
 1767 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 15 ; molchun ; 172 
 1768 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 19 ; RUS 78 ; 153 
 1669 ; 15 копеек ; 1927 ;  ; Ag ; VF+ ; 9 ; Nva ; 161 
 1670 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 7 ; Хемуль ; 109 
 1671 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 7 ; +18 ; 132 
 1672 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 7 ; lexx13 ; 85 
 1673 ; 15 копеек ; 1928 ;  ; Ag ; VF+ ; 5 ; lexx13 ; 89 
 1674 ; 15 копеек ; 1929 ;  ; Ag ; XF- ; 11 ; lexx13 ; 133 
 1675 ; 15 копеек ; 1929 ;  ; Ag ; VF-XF ; 9 ; Volok ; 114 
 1676 ; 15 копеек ; 1930 ;  ; Ag ; VF-XF ; 34 ; 1023oxana ; 341 
 1677 ; 10 копеек ; 1922 ;  ; Ag ; AU ; 104 ; xladon ; 3323 
 1678 ; 10 копеек ; 1923 ;  ; Ag ; AU ; 61 ; DnSr ; 767 
 1679 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 10 ; Nva ; 137 
 1680 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 9 ; lexx13 ; 114 
 1681 ; 10 копеек ; 1924 ;  ; Ag ; VF+ ; 12 ; OgAnVi ; 237 
 1682 ; 10 копеек ; 1925 ;  ; Ag ; XF- ; 9 ; vor0niko ; 136 
 1683 ; 10 копеек ; 1925 ;  ; Ag ; XF- ; 9 ; Marchall ; 149 
 1684 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 5 ; lexx13 ; 104 
 1685 ; 10 копеек ; 1927 ;  ; Ag ; VF-XF ; 10 ; vor0niko ; 141 
 1686 ; 10 копеек ; 1928 ;  ; Ag ; XF- ; 19 ; nigal ; 182 
 1687 ; 10 копеек ; 1929 ;  ; Ag ; XF ; 26 ; Qatari ; 143 
 1688 ; 10 копеек ; 1929 ;  ; Ag ; XF- ; 15 ; lexx13 ; 148 
 1689 ; 10 копеек ; 1930 ;  ; Ag ; XF ; 14 ; OgAnVi ; 193 
 1690 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF- ; 20 ; OgAnVi ; 239 
 1691 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 9 ; vor0niko ; 79 
 1692 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF ; 35 ; urik21121 ; 250 
 1693 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF-XF ; 19 ; ziko ; 357 
 1694 ; Полкопейки ; 1925 ;  ; Cu ; XF ; 46 ; DnSr ; 697 
 1695 ; Полкопейки ; 1925 ;  ; Cu ; VF+ ; 59 ; 220W ; 281 
 1696 ; Полкопейки ; 1925 ;  ; Cu ; F+ ; 11 ; MUPS ; 224 
 1697 ; Полкопейки ; 1927 ;  ; Cu ; VF-XF ; 40 ; xladon ; 1000 
 1698 ; Полкопейки ; 1928 ;  ; Cu ; VF ; 43 ; ryber ; 2000 
 1699 ; Жетон. 5 червонцев. Красная книга. Белый журавль Стерх ; 2013ММД ;  ; Ag ; Proof ; 17 ; Xxzx ; 2142 
 1700 ; Жетон. 5 червонцев. Красная книга. Белый журавль Стерх ; 2013ММД ;  ; Би/м ; Proof ; 5 ; лаботряс ; 1020 
 1701 ; Разменный знак 10. Шпицберген. Подъем подлодки "Курск". Пробный выпуск в Аллюминии ; 2001СПМД ;  ; Al ; Proof ; 25 ; termin111 ; 16424 
 1702 ; Жетон. Один полтинник. В. Терешкова ; 2013ММД ;  ; Cu/Ni ; Proof ; 10 ; Калуга ; 1105 
 1703 ; Жетон. Один полтинник. В. Терешкова ; 2013ММД ;  ; Ag ; Proof ; 29 ; joper69 ; 4590 
 1704 ; Жетон. Один полтинник. В. Терешкова ; 2013ММД ;  ; Лат ; Proof ; 17 ; Oleht ; 1393 
 1705 ; Жетон. Пять пядей. Атаман Ермак Тимофеевич ; 2013ММД ;  ; Cu/Ni ; Proof ; 9 ; sibirian ; 1001 
 1706 ; Жетон. Один полтинник. Н.С. Хрущев ; 2012ММД ;  ; Лат ; Proof ; 12 ; Калуга ; 1022 
 1707 ; Разменный знак 10. Шпицберген. Против терроризма ; 2002СПМД ;  ; Cu/Ni ; Proof ; 107 ; KVU ; 1171 
 1708 ; Разменный знак 10. Шпицберген. Сход ледника трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Cu/Ni ; Proof ; 29 ; KVU ; 1125 
 1709 ; Жетон. Министерство торговли СССР №20 ;  ;  ; Ж/м ; XF+ ; 12 ; Nikolaenko-T ; 364 
 1710 ; Жетон. Министерство торговли СССР №7 ;  ;  ; Ж/м ; XF+ ; 13 ; Nikolaenko-T ; 1712 
 1711 ; Жетон. Министерство торговли СССР №4 ;  ;  ; Ж/м ; AU ; 14 ; Nikolaenko-T ; 407 
 1712 ; 50 копеек ; 1970 ;  ; Cu-Ni ; AU ; 25 ; konstk2 ; 4647 
 1713 ; 20 копеек ; 1950 ;  ; Ni ; XF ; 35 ; Вяч ; 950 
 1714 ; 20 копеек. Упаковка ; 1966 ;  ; Cu-Ni ; AU ; 37 ; nisni ; 2210 
 1715 ; 20 копеек ; 1967 ;  ; Cu-Ni ; AU ; 35 ; spstudio ; 888 
 1716 ; 20 копеек ; 1969 ;  ; Cu-Ni ; AU ; 42 ; alexeyre ; 2142 
 1717 ; 15 копеек ; 1966 ;  ; Cu-Ni ; AU ; 67 ; urraf ; 2448 
 1718 ; 15 копеек ; 1967 ;  ; Cu-Ni ; XF ; 17 ; urraf ; 1020 
 1619 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 18 ; lexx13 ; 104 
 1620 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 9 ; lexx13 ; 101 
 1621 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 9 ; gudviktor ; 110 
 1622 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 9 ; lexx13 ; 81 
 1623 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 7 ; lexx13 ; 90 
 1624 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 8 ; lexx13 ; 102 
 1625 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 15 ; lexx13 ; 123 
 1626 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 9 ; lexx13 ; 79 
 1627 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 13 ; lexx13 ; 72 
 1628 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 13 ; gudviktor ; 89 
 1629 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 18 ; Qatari ; 155 
 1630 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 11 ; lexx13 ; 160 
 1631 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 7 ; lexx13 ; 117 
 1632 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 15 ; Qatari ; 128 
 1633 ; 20 копеек ; 1927 ;  ; Ag ; VF+ ; 21 ; Nva ; 102 
 1634 ; 20 копеек ; 1927 ;  ; Ag ; VF ; 13 ; vor0niko ; 83 
 1635 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 12 ; alehandr ; 153 
 1636 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 12 ; Baikal ; 126 
 1637 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 15 ; Baikal ; 148 
 1638 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 11 ; lexx13 ; 89 
 1639 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 9 ; lexx13 ; 102 
 1640 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 8 ; lexx13 ; 102 
 1641 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 9 ; +18 ; 156 
 1642 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 13 ; fedor880v ; 82 
 1643 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 14 ; gudviktor ; 80 
 1644 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 11 ; lexx13 ; 114 
 1645 ; 20 копеек. Аверс/Реверс 90 градусов ; 1928 ;  ; Ag ; XF- ; 37 ; 1010110 ; 534 
 1646 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 11 ; lexx13 ; 80 
 1647 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 7 ; lexx13 ; 106 
 1648 ; 20 копеек ; 1928 ;  ; Ag ; VF- ; 7 ; lexx13 ; 89 
 1649 ; 20 копеек ; 1928 ;  ; Ag ; VF- ; 7 ; lexx13 ; 78 
 1650 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 13 ; lexx13 ; 123 
 1651 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 13 ; +18 ; 180 
 1652 ; 20 копеек ; 1929 ;  ; Ag ; VF- ; 5 ; said ; 70 
 1653 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 9 ; Tornado ; 133 
 1654 ; 20 копеек ; 1930 ;  ; Ag ; VF+ ; 11 ; vor0niko ; 79 
 1655 ; 20 копеек ; 1930 ;  ; Ag ; VF+ ; 7 ; lexx13 ; 108 
 1656 ; 20 копеек ; 1930 ;  ; Ag ; VF ; 15 ; OgAnVi ; 105 
 1657 ; 15 копеек ; 1922 ;  ; Ag ; VF ; 38 ; Volok ; 186 
 1658 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 25 ; ForNum77 ; 156 
 1659 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 9 ; +18 ; 152 
 1660 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 20 ; mixey ; 114 
 1661 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 22 ; Хемуль ; 89 
 1662 ; 15 копеек ; 1924 ;  ; Ag ; VF+ ; 17 ; OgAnVi ; 227 
 1663 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 7 ; lexx13 ; 80 
 1664 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 5 ; lexx13 ; 110 
 1665 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 10 ; lexx13 ; 102 
 1666 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 12 ; lexx13 ; 102 
 1667 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 7 ; +18 ; 128 
 1668 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 8 ; lexx13 ; 102 
 1569 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 17 ; OgAnVi ; 163 
