 4822 ; Бона иностранная. Исландия. 50 крон ; 1961 ;  ;  ;  ; 24 ; ИЮМов1 ; 226 
 1724 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 12 ; Войтович ; 200 
 1725 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 10 ; Войтович ; 170 
 1726 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 15 ; max.zuzin ; 406 
 1727 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 20 ; Ритм ; 232 
 1728 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 7 ; Войтович ; 200 
 1729 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 19 ; parallel ; 818 
 1730 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 33 ; Maz ; 1989 
 1731 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 34 ; Bonyf ; 2001 
 1732 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 19 ; Войтович ; 206 
 1733 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 19 ; Михаил_нов ; 450 
 1734 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 11 ; A_V_K ; 204 
 1735 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 8 ; boksha ; 184 
 1736 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 15 ; Войтович ; 174 
 1737 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 14 ; Angal ; 214 
 1738 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 21 ; hellraiser ; 214 
 1739 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 9 ; сквозняк_44 ; 184 
 1740 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 13 ; ANNT4 ; 184 
 1741 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 39 ; parallel ; 568 
 1742 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 14 ; vrs ; 184 
 1743 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 11 ; avs ; 184 
 1744 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 11 ; Войтович ; 159 
 1745 ; 5 рублей. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 25 ; Войтович ; 1180 
 1746 ; 5 рублей. Упаковка ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 39 ; Maz ; 356 
 1747 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 36 ; pplichko ; 816 
 1748 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 37 ; terner230 ; 487 
 1749 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 33 ; Войтович ; 459 
 1750 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 36 ; Войтович ; 200 
 1751 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 28 ; Войтович ; 160 
 1752 ; 3 рубля. Упаковка нарушена ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 18 ; Михаил_нов ; 691 
 1753 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 18 ; max.zuzin ; 906 
 1754 ; 1 рубль. Новодел. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 41 ; Maz ; 612 
 1755 ; 1 рубль. Новодел. Упаковка ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 22 ; Bonyf ; 781 
 1756 ; 1 рубль.Новодел.  Упаковка ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 18 ; Maz ; 651 
 1757 ; 1 рубль.Новодел.  Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 59 ; Maz ; 612 
 1758 ; 1 рубль.Новодел.  Упаковка ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 44 ; Maz ; 612 
 1659 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 29 ; Ник 2 ; 192 
 1660 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 40 ; лаботряс ; 119 
 1661 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 11 ; Vasilisk ; 60 
 1662 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 12 ; KASTRO-RUS ; 59 
 1663 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 13 ; POSHEXON ; 61 
 1664 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 9 ; POSHEXON ; 57 
 1665 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 44 ; terner230 ; 306 
 1666 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 16 ; Туборг ; 93 
 1667 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 25 ; 181957 ; 84 
 1668 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF ; 29 ; kronk ; 100 
 1669 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ;  ; 9 ; MaxiMaxi ; 114 
 1670 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ;  ; 10 ; jimmysu ; 145 
 1671 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ;  ; 6 ; zoodoo7 ; 60 
 1672 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 28 ; DAPOPOV ; 44 
 1673 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 8 ; grisha2401 ; 46 
 1674 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 19 ; teemu ; 59 
 1675 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 11 ; LexaXa ; 61 
 1676 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 14 ; stivenson ; 57 
 1677 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 22 ; jimmysu ; 79 
 1678 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 29 ; MaxiMaxi ; 159 
 1679 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 42 ; Boryshkas ; 168 
 1680 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 30 ; jimmysu ; 147 
 1681 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 17 ; jimmysu ; 153 
 1682 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; AU ; 30 ; jimmysu ; 125 
 1683 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 8 ; POSHEXON ; 54 
 1684 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 37 ; Bonyf ; 215 
 1685 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 13 ; antiquar ; 123 
 1686 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 13 ; zoodoo7 ; 89 
 1687 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 14 ; POSHEXON ; 57 
 1688 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 17 ; Antromis ; 142 
 1689 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 15 ; imi ; 64 
 1690 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 21 ; terner230 ; 114 
 1691 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 9 ; AlexanderF ; 62 
 1692 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 9 ; MaxiMaxi ; 68 
 1693 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF ; 6 ; zoodoo7 ; 60 
 1694 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF ; 14 ; jimmysu ; 182 
 1695 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 13 ; brat52 ; 60 
 1696 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 14 ; Надежда ; 68 
 1697 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 12 ; Рыжая_Кыся ; 99 
 1698 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 11 ; zoodoo7 ; 79 
 1699 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 16 ; KASTRO-RUS ; 61 
 1700 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 14 ; teemu ; 70 
 1701 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 20 ; MaxiMaxi ; 87 
 1702 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 20 ; zoodoo7 ; 125 
 1703 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 19 ; Mukoved ; 146 
 1704 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 32 ; stivenson ; 157 
 1705 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 14 ; jimmysu ; 125 
 1706 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 15 ; Greenfields ; 174 
 1707 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 39 ; 33madmax33 ; 122 
 1708 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 11 ; zoodoo7 ; 125 
 1609 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 30 ; Ник 2 ; 296 
 1610 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 26 ; KASTRO-RUS ; 50 
 1611 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 32 ; Vasilisk ; 50 
 1612 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF+ ; 14 ; ua0fki ; 166 
 1613 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 13 ; POSHEXON ; 57 
 1614 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; XF+ ; 6 ; POSHEXON ; 57 
 1615 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 50 ; zoodoo7 ; 57 
 1616 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 10 ; POSHEXON ; 57 
 1617 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 10 ; фёкла ; 67 
 1618 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 15 ; Maz ; 201 
 1619 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 13 ; piron ; 69 
 1620 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 18 ; brat52 ; 59 
 1621 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 14 ; vrs ; 155 
 1622 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 10 ; Maz ; 151 
 1623 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 12 ; сортам70 ; 105 
 1624 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 17 ; Maz ; 155 
 1625 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 17 ; сортам70 ; 125 
 1626 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 24 ; parallel ; 257 
 1627 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 13 ; Vasilisk ; 128 
 1628 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 18 ; parallel ; 500 
 1629 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 14 ; klimvita ; 510 
 1630 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Unc ; 18 ; terner230 ; 357 
 1631 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 21 ; parallel ; 389 
 1632 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 16 ; terner230 ; 306 
 1633 ; 1 рубль. В пластиковой капсуле ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 28 ; terner230 ; 357 
 1634 ; 1 рубль. В пластиковой капсуле ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 49 ; terner230 ; 347 
 1635 ; 1 рубль. В пластиковой капсуле ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 15 ; Алексей11 ; 414 
 1636 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 24 ; jimmysu ; 139 
 1637 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 30 ; лаботряс ; 139 
 1638 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 8 ; INRI ; 121 
 1639 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 36 ; terner230 ; 156 
 1640 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 18 ; INRI ; 209 
 1641 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 16 ; vrs ; 174 
 1642 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF+ ; 19 ; Boryshkas ; 153 
 1643 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; XF+ ; 23 ; 33madmax33 ; 114 
 1644 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 16 ; Bonyf ; 125 
 1645 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF+ ; 15 ; 33madmax33 ; 114 
 1646 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF+ ; 12 ; 33madmax33 ; 114 
 1647 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 19 ; terner230 ; 136 
 1648 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 20 ; лаботряс ; 69 
 1649 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 17 ; imi ; 55 
 1650 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 15 ; POSHEXON ; 51 
 1651 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 18 ; LexaXa ; 61 
 1652 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF ; 14 ; POSHEXON ; 53 
 1653 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 28 ; piron ; 59 
 1654 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 23 ; спартак ; 159 
 1655 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 31 ; jimmysu ; 151 
 1656 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 17 ; POSHEXON ; 58 
 1657 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 10 ; POSHEXON ; 55 
 1658 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 21 ; MaxiMaxi ; 153 
 1559 ; Жетон. Министерство торговли СССР. №28 ;  ;  ; Ж/м ; AU ; 23 ; lvd ; 470 
 1560 ; Жетон. Министерство торговли СССР. №25 ;  ;  ; Ж/м ; AU ; 15 ; НЭРИ ; 276 
 1561 ; Жетон. Министерство торговли СССР. №19 ;  ;  ; Ж/м ; AU ; 19 ; sotnik ; 300 
 1562 ; Жетон. Министерство торговли СССР. 13. Цифры прмоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF+ ; 17 ; НЭРИ ; 184 
 1563 ; Жетон. Министерство торговли СССР № 12 ;  ;  ; Ж/м ; AU ; 41 ; sotnik ; 216 
 1564 ; Жетон. Министерство торговли СССР. 12. Цифры прмоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF ; 16 ; sotnik ; 140 
 1565 ; Жетон. Министерство торговли СССР. 11. Цифры прмоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; XF+ ; 13 ; sotnik ; 194 
 1566 ; Жетон. Министерство торговли СССР. №4 ;  ;  ; Ж/м ; XF- ; 15 ; Hedeby ; 116 
 1567 ; 20 копеек ; 1950 ;  ; Ni ; XF ; 58 ; сквозняк_44 ; 793 
 1568 ; 15 копеек ; 1944 ;  ; Ni ; VF-XF ; 23 ; alexgp ; 348 
 1569 ; 15 копеек ; 1968 ;  ; Cu-Ni ; AU ; 33 ; 3051234 ; 567 
 1570 ; 15 копеек ; 1969 ;  ; Cu-Ni ; AU ; 62 ; capitosha ; 2043 
 1571 ; 5 копеек ; 1934 ;  ; Br ; F ; 47 ; zzzzzzzz ; 1223 
 1572 ; 5 копеек ; 1945 ;  ; Br ; XF ; 21 ; юдис ; 2001 
 1573 ; 5 копеек ; 1951 ;  ; Br ; VF- ; 25 ; rubin100 ; 669 
 1574 ; 5 копеек ; 1965 ;  ; Cu-Zn ; AU ; 42 ; verunk1 ; 2348 
 1575 ; 5 копеек ; 1966 ;  ; Cu-Zn ; AU ; 28 ; род-ю ; 1755 
 1576 ; 5 копеек ; 1967 ;  ; Cu-Zn ; AU ; 31 ; сквозняк_44 ; 669 
 1577 ; 1 копейка ; 1930 ;  ; Br ; VF- ; 4 ; СЁМА ; 227 
 1578 ; 5 копеек. Аверс/Реверс 30 градусов ; 1930 ;  ; Br ; VF+ ; 11 ; сквозняк_44 ; 91 
 1579 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 39 ; anders1971 ; 261 
 1580 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 28 ; terner230 ; 271 
 1581 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 32 ; Дядя Саша ; 260 
 1582 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 16 ; Дядя Саша ; 227 
 1583 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 11 ; Maz ; 216 
 1584 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 24 ; terner230 ; 230 
 1585 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 25 ; MaxiMaxi ; 142 
 1586 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 28 ; Boryshkas ; 179 
 1587 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 15 ; Vasilisk ; 159 
 1588 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 50 ; parallel ; 921 
 1589 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Unc ; 8 ; hellraiser ; 2042 
