 5647 ; Конверт со спецгашением Гренландия ;  ;  ;  ;  ; 11 ; гоша334 ; 102 
 2396 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 5 ; Shurmon ; 113 
 2397 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 10 ; Maxnum ; 136 
 2398 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 8 ; вавилон ; 72 
 2399 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 7 ; Maxnum ; 128 
 2400 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 11 ; Shurmon ; 81 
 2401 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 4 ; Maxnum ; 116 
 2402 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 8 ; Maxnum ; 116 
 2403 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 4 ; Maxnum ; 116 
 2404 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 19 ; Maxnum ; 133 
 2405 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 12 ; ghea ; 123 
 2406 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 11 ; ghea ; 122 
 2407 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 18 ; квв76 ; 179 
 2408 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 9 ; ialaiola ; 175 
 2409 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 11 ; Maxnum ; 123 
 2410 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 11 ; Левин А. ; 85 
 2411 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 9 ; _Владимир_ ; 126 
 2412 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 10 ; ghea ; 123 
 2413 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 11 ; Гаечка ; 169 
 2414 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 11 ; Гаечка ; 173 
 2415 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 14 ; se170661 ; 131 
 2416 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 7 ; Гаечка ; 173 
 2417 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 15 ; Shurmon ; 150 
 2418 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 19 ; ghea ; 151 
 2419 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 15 ; Redkyt ; 153 
 2420 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 23 ; rem ; 148 
 2421 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 7 ; Четырехлистник ; 248 
 2422 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 11 ; Гаечка ; 243 
 2423 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 17 ; Гаечка ; 171 
 2424 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 19 ; Гаечка ; 239 
 2425 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 9 ; ialaiola ; 248 
 2426 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 18 ; se170661 ; 147 
 2427 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 5 ; Гаечка ; 230 
 2428 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 13 ; Мобик ; 261 
 2429 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 15 ; Левин А. ; 87 
 2430 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 29 ; wwi.i ; 157 
 2331 ; 1 рубль. Новодел ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 13 ; Wulf ; 605 
 2332 ; 1 рубль. Новодел ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 42 ; 13дим13 ; 658 
 2333 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 39 ; 13дим13 ; 656 
 2334 ; 1 рубль. Новодел ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 19 ; СебастьянПерейро ; 716 
 2335 ; 1 рубль. Новодел ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 18 ; 13дим13 ; 641 
 2336 ; 1 рубль. Новодел ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 10 ; Гаечка ; 493 
 2337 ; 1 рубль. Новодел ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 18 ; Гаечка ; 638 
 2338 ; 1 рубль. Новодел ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 27 ; Гаечка ; 603 
 2339 ; 1 рубль. Новодел ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 28 ; Wulf ; 701 
 2340 ; 1 рубль. Новодел ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 9 ; Гаечка ; 473 
 2341 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 6 ; Гаечка ; 527 
 2342 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 7 ; t_v_v ; 439 
 2343 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 8 ; Wulf ; 129 
 2344 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 21 ; G-O-R ; 205 
 2345 ; 1 рубль. Новодел ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 18 ; g.s.g ; 488 
 2346 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 12 ; Wulf ; 159 
 2347 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 8 ; Maxnum ; 113 
 2348 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 10 ; Shurmon ; 123 
 2349 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 22 ; wwi.i ; 125 
 2350 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 10 ; Maxnum ; 126 
 2351 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 10 ; hoop ; 74 
 2352 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 7 ; Maxnum ; 131 
 2353 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 6 ; Shurmon ; 113 
 2354 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 15 ; _Владимир_ ; 136 
 2355 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 7 ; Путь#2 ; 110 
 2356 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 7 ; Путь#2 ; 110 
 2357 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 10 ; Shurmon ; 113 
 2358 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 15 ; Shurmon ; 93 
 2359 ; 1 рубль. Новодел ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 8 ; Гаечка ; 526 
 2360 ; 1 рубль. Новодел ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 24 ; Noble ; 713 
 2361 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 7 ; Maxnum ; 129 
 2362 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 13 ; Maxnum ; 125 
 2363 ; 1 рубль. Новодел ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 30 ; Rogoff ; 614 
 2364 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 15 ; Путь#2 ; 63 
 2365 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 16 ; Maxnum ; 444 
 2366 ; 1 рубль. Новодел ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 15 ; Гаечка ; 403 
 2367 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 12 ; Rogoff ; 578 
 2368 ; 1 рубль. Новодел ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 19 ; Noble ; 614 
 2369 ; 1 рубль. Новодел ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 10 ; Rogoff ; 510 
 2370 ; 1 рубль. Новодел ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 35 ; Wulf ; 542 
 2371 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 12 ; ghea ; 136 
 2372 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 18 ; ghea ; 136 
 2373 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 13 ; Shurmon ; 136 
 2374 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 9 ; Maxnum ; 123 
 2375 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 6 ; ghea ; 125 
 2376 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 9 ; Shurmon ; 83 
 2377 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 9 ; Shurmon ; 76 
 2378 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 9 ; se170661 ; 75 
 2379 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 5 ; Shurmon ; 77 
 2380 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 16 ; phoenix knight ; 136 
 2281 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 9 ; flutter ; 206 
 2282 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 4 ; Maxnum ; 153 
 2283 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 10 ; ghea ; 235 
 2284 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 16 ; ghea ; 235 
 2285 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 9 ; ialaiola ; 294 
 2286 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 14 ; уютный ; 216 
 2287 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 10 ; phoenix knight ; 294 
 2288 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 8 ; qwer2 ; 294 
 2289 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 5 ; se170661 ; 294 
 2290 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 25 ; S.A.I. ; 655 
 2291 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 24 ; niko1968 ; 655 
 2292 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 17 ; квв76 ; 650 
 2293 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 11 ; Energo ; 655 
 2294 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 13 ; Shurmon ; 197 
 2295 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 15 ; Левин А. ; 177 
 2296 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 12 ; phoenix knight ; 257 
 2297 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 9 ; Shurmon ; 288 
 2298 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 10 ; Shurmon ; 288 
 2299 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 10 ; Shurmon ; 288 
 2300 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 12 ; квв76 ; 306 
 2301 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 11 ; ghea ; 336 
 2302 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 16 ; ghea ; 337 
 2303 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 5 ; se170661 ; 335 
 2304 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 13 ; Гномр ; 330 
 2305 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 20 ; _Владимир_ ; 405 
 2306 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 26 ; Energo ; 1122 
 2307 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 12 ; квв76 ; 318 
 2308 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 10 ; квв76 ; 318 
 2309 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 7 ; Regent21v ; 278 
 2310 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 5 ; Regent21v ; 278 
 2311 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 5 ; se170661 ; 318 
 2312 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 3 ; Гаечка ; 225 
 2313 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 13 ; phoenix knight ; 168 
 2314 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 7 ; Maxnum ; 153 
 2315 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 15 ; ialaiola ; 170 
 2316 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 3 ; Гаечка ; 231 
 2317 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 7 ; Maxnum ; 153 
 2318 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 10 ; Maxnum ; 142 
 2319 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 5 ; крлкв ; 159 
 2320 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 12 ; Maxnum ; 161 
 2321 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 5 ; Гномр ; 136 
 2322 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 10 ; Maxnum ; 153 
 2323 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 21 ; phoenix knight ; 179 
 2324 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 7 ; Гаечка ; 129 
 2325 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 11 ; ialaiola ; 147 
 2326 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 12 ; Maxnum ; 164 
 2327 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 30 ; Wulf ; 803 
 2328 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 17 ; Wulf ; 815 
 2329 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 35 ; shav959 ; 1145 
 2330 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 34 ; квв76 ; 1166 
 2231 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 9 ; Shurmon ; 123 
 2232 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 19 ; Maxnum ; 129 
 2233 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 25 ; сборщик ; 420 
 2234 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 17 ; dragun ; 420 
 2235 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 37 ; СебастьянПерейро ; 920 
 2236 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 15 ; ghea ; 143 
 2237 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 24 ; 13дим13 ; 596 
 2238 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 30 ; Rogoff ; 488 
 2239 ; 1 рубль. Новодел ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 10 ; АэробикаUA ; 386 
 2240 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 16 ; Shurmon ; 89 
 2241 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 13 ; wwi.i ; 123 
 2242 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 10 ; Maxnum ; 123 
 2243 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 8 ; Maxnum ; 123 
 2244 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 8 ; Maxnum ; 123 
 2245 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 7 ; Shurmon ; 123 
 2246 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 8 ; Maxnum ; 123 
 2247 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 10 ; Maxnum ; 123 
 2248 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 9 ; Shurmon ; 175 
 2249 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 10 ; Гаечка ; 178 
 2250 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 10 ; Четырехлистник ; 178 
 2251 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 10 ; Shurmon ; 174 
 2252 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 3 ; iustas ; 176 
 2253 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 9 ; Shurmon ; 174 
 2254 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 9 ; Путь#2 ; 133 
 2255 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 31 ; шахтер-61 ; 245 
 2256 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 29 ; шахтер-61 ; 243 
 2257 ; 5 рублей. В капсуле PCGS. PF68DCAM ; 1990 ; Успенский собор в Москве ; Cu-Ni ;  ; 38 ; Lafeto55 ; 1020 
 2258 ; 3 рубля. В капсуле PCGS. PF68DCAM ; 1992 ; "Северный конвой" ; Cu-Ni ;  ; 41 ; Вака Вака ; 1654 
 2259 ; 3 рубля. В капсуле PCGS. PF67DCAM ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ;  ; 40 ; Wulf ; 2493 
 2260 ; 3 рубля. В капсуле PCGS. PF68DCAM ; 1992 ; Международный год космоса ; Cu-Ni ;  ; 28 ; Lafeto55 ; 1020 
 2261 ; 3 рубля. В капсуле PCGS. PF68DCAM ; 1992 ; "19-21 августа" ; Cu-Ni ;  ; 30 ; Вака Вака ; 1838 
 2262 ; 1 рубль. В капсуле PCGS. PF68DCAM ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ;  ; 30 ; Lafeto55 ; 1020 
 2263 ; 1 рубль. В капсуле PCGS. PF68DCAM ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ;  ; 23 ; Lafeto55 ; 793 
 2264 ; 1 рубль. В капсуле NGC MS 66 ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ;  ; 29 ; Lafeto55 ; 1020 
 2265 ; 1 рубль. В капсуле PCGS. PF68DCAM ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ;  ; 22 ; Lafeto55 ; 1020 
 2266 ; 1 рубль. В капсуле PCGS. MS66 ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ;  ; 15 ; Вака Вака ; 787 
 2267 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 13 ; Redkyt ; 204 
 2268 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 9 ; крлкв ; 196 
