 4828 ; Бона иностранная. Германия ; 1923 ;  ;  ;  ; 42 ; jj ; 74 
 1575 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 15 ; krocsi ; 1297 
 1576 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; Proof ; 66 ; zelya ; 1182 
 1577 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; Proof ; 80 ; shkon ; 1530 
 1578 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 31 ; yuri.gruzdev ; 1249 
 1579 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 13 ; shkon ; 1224 
 1580 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 18 ; zelya ; 1145 
 1581 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; Proof ; 32 ; shkon ; 1224 
 1582 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 35 ; zelya ; 1200 
 1583 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; Proof ; 16 ; shkon ; 1368 
 1584 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Proof ; 7 ; shkon ; 1224 
 1585 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 18 ; П.А.Н. ; 1224 
 1586 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; Proof ; 30 ; shkon ; 1532 
 1587 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; Proof ; 6 ; Bonyf ; 1224 
 1588 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; Proof ; 20 ; zelya ; 1224 
 1589 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; Proof ; 61 ; marsel ; 1407 
 1590 ; 10 рублей ; 1980 ; ММД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; Proof ; 8 ; shkon ; 1373 
 1591 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; Proof ; 91 ; shkon ; 1381 
 1592 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 32 ; спанбонд ; 797 
 1110 ; Знак Гвардия (послевоенный тип) ;  ;  ; Ж/м,эмаль ; VF- ; 17 ; Shkeep ; 50 
 1111 ; Знак Специалист-1 класса (для рядовых) ; ММД ;  ; Ж/м,эмаль ; VF ; 13 ; Shkeep ; 32 
 1112 ; Знак Ударнику сталинского призыва №9001 ;  ;  ; Ж/м,эмаль ; VF ; 101 ; 13 ; 2058 
 1113 ; Знак Снайпер РККА ;  ;  ; Ж/м,эмаль ; XF ; 62 ; shdm ; 2754 
 1114 ; Знак об окончании Государственного университета ; ЛМД ;  ; Ж/м,эмаль ; VF ; 40 ; afanas ; 81 
 1115 ; Знак ЦК ВЛКСМ Передовику новостроек VI пятилетки ; ММД ;  ; Ж/м,эмаль ; XF+ ; 64 ; Юджин ; 765 
 1116 ; Знак Специалист-3 класса (для рядовых) ;  ;  ; Ж/м,эмаль ; VF ; 25 ; Shkeep ; 34 
 1117 ; Знак Отличный движенец ;  ;  ; Ж/м,эмаль ; VF ; 16 ; aleksey1970 ; 1145 
 1118 ; Знак За дальний поход ;  ;  ; Ж/м,эмаль ; XF ; 45 ; коМм ; 560 
 1119 ; Знак ЛКИ ;  ;  ; Ж/м,эмаль ; VF ; 47 ; Mick 1 ; 348 
 1120 ; Знак об окончании Военного училища ;  ;  ; Ж/м,эмаль ; VF ; 70 ; КРАЙ ; 408 
 1121 ; Знак Сталин ;  ;  ; Ж/м ; VF- ; 8 ; Hedeby ; 46 
 1122 ; Знак МОПР Ремонт ;  ;  ; Б/м,эмаль ; VF ; 35 ; Valet ; 520 
 1123 ; Знак Космическая классность 1 класс ;  ;  ; Ж/м ; AU ; 43 ; Shkeep ; 139 
 1124 ; Знак Космическая классность 2 класс ;  ;  ; Ж/м ; AU ; 39 ; Shkeep ; 100 
 1125 ; Знак Космическая классность 3 класс ;  ;  ; Ж/м ; AU ; 37 ; kwn ; 180 
 1126 ; Знак Космическая классность Мастер ;  ;  ; Ж/м ; AU ; 37 ; kwn ; 180 
 1127 ; Знак Участник Чемпионат Европы по борьбе ;  ;  ; Al ; XF ; 13 ; AlexAlex ; 128 
 1128 ; Знак Тренер Чемпионат Европы по борьбе ;  ;  ; Al ; XF ; 13 ; AlexAlex ; 128 
 1129 ; Знак Пресса Чемпионат Европы по борьбе ;  ;  ; Al ; XF ; 21 ; Searcher ; 87 
 1130 ; Знак Океанотехника Лениград 78 ;  ;  ; Ж/м ; XF- ; 32 ; RAPAN ; 119 
 1131 ; Знак Камчатский фестиваль ; 1957 ;  ; Ж/м,эмаль ; VF-XF ; 36 ; Neva ; 614 
 1132 ; Знак 40 лет о-ва Красного креста и красного полумесяца ;  ;  ; Ж/м,эмаль ; VF+ ; 42 ; мурик ; 506 
 1133 ; Знак Спортклуб (Московского высшего технического училища им Баумана) ;  ;  ; Ж/м ; XF ; 17 ; Николай_Васильевич_Гоголь ; 150 
 1134 ; Знак Спортклуб заводв Карла Маркса ;  ;  ; Ж/м ; XF ; 29 ; fillin ; 150 
 1135 ; Знак Руководитель походов 10 лет ;  ;  ; Ж/м ; XF ; 35 ; vic2 ; 225 
 1136 ; Знак 3 съезд Росохотрыболовсоюза ;  ;  ; Ж/м,эмаль ; XF ; 28 ; korovan67 ; 612 
 1137 ; Знак Ленин ; ЛМД ;  ; Ж/м,эмаль ; VF ; 40 ; alek99 ; 59 
 1138 ; Знак члена олимпийской команды СССР ;  ;  ; Ж/м ; AU ; 44 ; Searcher ; 453 
 1139 ; Знак Спортклуб Московского института инженеров транспорта ; до 40-х гг ;  ; Ж/м,эмаль ; VF ; 25 ; fillin ; 653 
 1140 ; Знак 10-й главзарубежстрой ;  ;  ; Al ; XF ; 10 ; aviator ; 37 
 1141 ; Знак Минин и Пожарский ;  ;  ; Ж/м,эмаль ; XF- ; 67 ; Ник. Вас. ; 107 
 1142 ; Знак Ветеран латвийского морского пароходства ;  ;  ; Б/м ; XF ; 10 ; limon ; 215 
 1143 ; Знак охотника ;  ;  ; Б/м ; VF+ ; 40 ; Николай_Васильевич_Гоголь ; 259 
 1144 ; Знак Финляндия ;  ;  ; Ж/м,эмаль ; XF ; 18 ; AlexAlex ; 133 
 1145 ; Знак. Шериф. Штат Монтана. США ;  ;  ; Ж/м ; VF+ ; 17 ; маманя ; 227 
 1146 ; Почетный знак В память 50-лети яНемецкого военного союза ;  ;  ; Ж/м,эмаль ; XF ; 46 ; edff ; 179 
 1147 ; Знак 50 лет Монголия ;  ;  ; Al ; XF- ; 24 ; aviator ; 57 
 1148 ; Жетон А.Дуров. Первый российский клоун. D-22мм ;  ;  ; Br ; F ; 6 ; Gari 77 ; 1022 
 1149 ; Жетон. Здание государственного музея в Берлине. ГДР. D-26мм ;  ;  ; Б/м ; AU ; 21 ; aziya11 ; 39 
 1150 ; Жетон Мон двор СПБ ; 2002 ;  ; Ж/м ; AU ; 34 ; vel2010 ; 206 
 1151 ; Набор жетонов "50 лет Петербургскому метрополитену": 8шт. Буклет ;  ;  ; Ж/м ; AU ; 15 ; Krechet ; 6491 
 1152 ; Набор жетонов "Петропавловская крепость". Выпуск 1: 6шт. В буклете, упаковка ; СПМД ;  ; Ж/м ; Proof ; 43 ; Greenfields ; 338 
 1153 ; Жетон Адмиралтейская В буклете ; 2011 ;  ; Ж/м ; Unc ; 18 ; vel2010 ; 201 
 1154 ; Жетон Санкт-Петербург. Дворцовый мост, Петропавловская крепость ;  ;  ; Ж/м ; AU ; 64 ; potapov0 ; 271 
 1155 ; Жетон Санкт-Петербург. Собор Воскресения Христова на Крови ;  ;  ; Ж/м ; AU ; 50 ; Danila-56 ; 320 
 1156 ; Медаль Ворлитц. Майсен. D-38мм ;  ;  ; Керамика ; VF-XF ; 10 ; Alks75 ; 81 
 1157 ; Медаль. Майсен. D-38мм ;  ;  ; Керамика ; XF ; 9 ; Alks75 ; 79 
 1158 ; Жетон Английского мон двора ; 1984 ;  ; Br ; XF ; 21 ; Searcher ; 157 
 1159 ; Жетон Английского мон двора ; 1986 ;  ; Br ; XF ; 35 ; Searcher ; 172 
 1060 ; Миниатюрный железный крест. Германия ;  ;  ; Б/м ; VF-XF, скол краски ; 33 ; shdm ; 665 
 1061 ; Миниатюрный знак Водитель Вермахта. Германия ;  ;  ; Ж/м ; XF ; 69 ; Barabek ; 669 
 1062 ; Знак Олимпиада. Германия ;  ;  ; Б/м ; VF ; 43 ; Searcher ; 581 
 1063 ; Миниатюрный знак Германия ;  ;  ; Б/м ; XF ; 19 ; shdm ; 465 
 1064 ; Миниатюрный крест Германия ;  ;  ; Б/м ; VF-XF ; 17 ; shdm ; 377 
 1065 ; Знак. 1 класса. Румыния ;  ;  ; Б/м,эмаль ; XF- ; 30 ; КАВ49 ; 255 
 1066 ; Долностной знак переписчика населения 1935г. Япония. В коробке ;  ;  ; Б/м ; VF+ ; 69 ; alexander9595 ; 714 
 1067 ; Знак молодежной патриотической организации. Япония ;  ;  ; Ж/м,эмаль ; XF ; 31 ; AlexAlex ; 215 
 1068 ; Медаль ГДР. D-60мм ; 1979 ;  ; Ж/м ; XF ; 21 ; Barabek ; 135 
 1069 ; Знак. Почетный донор СССР №15348 ;  ;  ; Ж/м,эмаль ; XF ; 77 ; verunk1 ; 1721 
 1070 ; Знак Гвардия СССР ;  ;  ; Ж/м,эмаль ; AU ; 43 ; lexx66 ; 155 
 1071 ; Знак Участнику ликвидации последствий аварии на ЧАЭС ; ММД ;  ; Ж/м,эмаль ; AU ; 71 ; solovev1973 ; 219 
 1072 ; Знак. За сверхсрочную службу в ВВС ;  ;  ; Ж/м,эмаль ; AU ; 11 ; solovev1973 ; 184 
 1073 ; Знак. Отличник советской армии ;  ;  ; Ж/м,эмаль ; XF ; 40 ; Shkeep ; 55 
 1074 ; Знак. ВСХВ ;  ;  ; Ж/м,эмаль ; XF- ; 46 ; alexander9595 ; 520 
 1075 ; Знак. Отличник физической культуры №10415 ;  ;  ; Ж/м,эмаль ; VF-XF ; 106 ; verunk1 ; 1785 
 1076 ; Знак. Кремль. СССР ; ЛМД ;  ; Ж/м,эмаль ; AU ; 30 ; limon ; 126 
 1077 ; Знак Отлиник соц. Соревнования ж д транспорта №12337 ;  ;  ; Ж/м,эмаль ; VF+ ; 51 ; alexander9595 ; 1112 
 1078 ; Знак 150 лет ВИА Ф.Э.Дзержинского ; ММД ;  ; Б/м,эмаль ; VF ; 32 ; RAPAN ; 496 
 1079 ; Знак Наставник молодежи ; ЛМД ;  ; Б/м,ж/м ; AU ; 40 ; korovan67 ; 614 
 1080 ; Знак ; 1957 ;  ; Ж/м,эмаль ; VF- ; 13 ; fillin ; 180 
 1081 ; Знак ДКБФ ;  ;  ; Ж/м,эмаль ; VF ; 52 ; limon ; 136 
 1082 ; Знак Всесоюзное химическое общество им Менделеева ; ЛМД ;  ; Ж/м,эмаль ; VF ; 23 ; aviator ; 57 
 1083 ; Знак Олимпиада ;  ;  ; Ж/м ; XF- ; 23 ; Николай_Васильевич_Гоголь ; 281 
 1084 ; Знак Спартакиада народов РСФСР ; 1958 ;  ; Б/м,эмаль ; VF ; 24 ; Searcher ; 378 
 1085 ; Знак Покорение полюса. Август 1977 ;  ;  ; Ж/м ; VF+ ; 15 ; lalula ; 19 
 1086 ; Знак Ветеран пожарной службы СПБ ;  ;  ; Ж/м ; XF ; 33 ; usa333 ; 118 
 1087 ; Знак ДСО "Динамо" ; ММД ;  ; Ж/м,эмаль ; F-VF ; 21 ; fillin ; 167 
 1088 ; Знак 50 лет СССР ;  ;  ; Б/м,эмаль ; XF ; 15 ; lalula ; 293 
 1089 ; Знак 2 место. Автомобиль ;  ;  ; Ж/м,эмаль ; VF ; 64 ; Neva ; 1000 
 1090 ; Знак. Чемпион. Мотоцикл ;  ;  ; Ж/м,эмаль ; XF- ; 46 ; Neva ; 1020 
 1091 ; Знак ДОСААФ СССР. Водитель мотоцикла ; ММД ;  ; Ж/м,эмаль ; XF ; 76 ; mirumir ; 269 
 1092 ; Знак 2 место. Киргизская ССР ;  ;  ; Ж/м,эмаль ; XF- ; 104 ; Neva ; 450 
 1093 ; Знак ВЛКСМ Молодому передовику животноводства ; ММД ;  ; Б/м,ж/м ; XF ; 47 ; korovan67 ; 612 
 1094 ; Знак. Ульяновск ;  ;  ; Ж/м,эмаль ; VF- ; 25 ; solovev1973 ; 24 
 1095 ; Знак Трудовые резервы. Спартакиада УМСХ ;  ;  ; Ж/м,эмаль ; VF+ ; 31 ; Neva ; 79 
 1096 ; Медаль "бронзовая" ВДНХ ;  ;  ; Ж/м ; XF+ ; 30 ; нэри ; 117 
 1097 ; Медаль "серебряная" ВДНХ ;  ;  ; Б/м ; XF ; 18 ; solovev1973 ; 300 
 1098 ; Знак об окончании гуманитарного ВУЗа ; ЛМД ;  ; Al ; XF- ; 19 ; afanas ; 51 
 1099 ; Знак об окончании технического ВУЗа ; ЛМД ;  ; Al ; VF-XF ; 17 ; afanas ; 70 
 1100 ; Знак об окончании медицинского ВУЗа ; ЛМД ;  ; Al ; VF-XF ; 44 ; SadKo ; 97 
 1101 ; Знак об окончании гуманитарного техникума ; ЛМД ;  ; Al ; XF- ; 9 ; myxа ; 77 
 1102 ; Знак об окончании техникума ; ЛМД ;  ; Al ; XF ; 35 ; myxа ; 82 
 1103 ; Знак об окончании техникума ; ММД ;  ; Al ; XF ; 16 ; ваньша ; 105 
 1104 ; Знак об окончании техникума ; ММД ;  ; Al ; VF-XF ; 7 ; afanas ; 50 
 1105 ; Знак Гос премия в области литературы и искусства Коми АССР ; ЛМД ;  ; Б/м ; XF+ ; 44 ; korovan67 ; 557 
 1106 ; Знак 50 лет КПСС ; ММД ;  ; Ag,зол,эмаль ; XF ; 48 ; КРАЙ ; 873 
 1107 ; Знак Высшее военное училище ; ММД ;  ; Б/м,эмаль ; XF+ ; 48 ; verunk1 ; 357 
 1108 ; Знак Ударнику сталинского призыва ;  ;  ; Ж/м,сер,эмаль ; VF+ ; 29 ; КРАЙ ; 609 
 1109 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; XF ; 23 ; Николай_Васильевич_Гоголь ; 206 
 1010 ; Медаль За выдающиеся заслуги в МВД (бронза). ГДР ;  ;  ; Ж/м ; AU ; 23 ; afanas ; 126 
 1011 ; Медаль Воодешевление нации. Румыния ;  ;  ; Б/м ; XF ; 34 ; k212 ; 931 
 1012 ; Крест Воинских заслуг. Италия ;  ;  ; Ж/м ; XF ; 35 ; severn ; 575 
 1013 ; Военный крест с пальмой (с пальмовой ветвью) (степень офицера). Заир ;  ;  ; Ж/м ; XF ; 29 ; Alks75 ; 697 
 1014 ; Экспедиционная медаль ВС. США ;  ;  ; Ж/м ; AU ; 51 ; aleksey1970 ; 614 
 1015 ; Медаль За отличную стрельбу из пистолета (ВМФ). США ;  ;  ; Ж/м ; AU ; 53 ; aleksey1970 ; 624 
 1016 ; Медаль береговой охраны. США ;  ;  ; Ж/м ; AU ; 14 ; aleksey1970 ; 600 
 1017 ; Звезда войны. Пакистан ;  ;  ; Ж/м ; XF ; 56 ; aleksey1970 ; 705 
 1018 ; Орден За службу 3 степени. Пакстан ;  ;  ; Ж/м,эмаль ; XF ; 47 ; aleksey1970 ; 714 
 1019 ; Медаль За верную службу на транспорте с планкой. ГДР ;  ;  ; Ж/м ; AU ; 64 ; Barabek ; 301 
 1020 ; Крест Гинденбурга с мечами. Германия ;  ;  ; Fe,бронз ; XF- ; 66 ; sergey.mironov.1983 ; 667 
 1021 ; Медаль Независимое общество Лесников. В память 100-летия. США - Канада ;  ;  ; Ж/м ; XF- ; 35 ; aleksey1970 ; 448 
 1022 ; Медаль Свободы 2 класса. Финляндия ; 1941 ;  ; Br ; VF+ ; 32 ; sim-sim ; 583 
 1023 ; Орден Красной звезды 2 степени. Албания ;  ;  ; Б/м ; VF+ ; 73 ; Alks75 ; 1125 
 1024 ; Медаль Ордена Финской Белой Розы 2 степени. Финляндия ;  ;  ; Ag ; XF ; 77 ; AlexAlex ; 1603 
 1025 ; Полицейская медаль независимости 1950. Индия ;  ;  ; Б/м ; VF-XF ; 14 ; roberto ; 232 
 1026 ; Медаль Сил Авиационного резерва "За заслуги". США ;  ;  ; Ж/м ; XF ; 31 ; aleksey1970 ; 614 
 1027 ; Медаль Лессинга ГДР ;  ;  ; Б/м ; VF+ ; 83 ; afanas ; 181 
 1028 ; Медаль в память войны. Италия ;  ;  ; Ж/м ; XF ; 45 ; Ульяна ; 754 
 1029 ; Орден Солдатской славы 1 степени. КНДР ;  ;  ; Б/м ; VF ; 41 ; aleksey1970 ; 1102 
 1030 ; Медаль за службу на таможне. Финляндия ;  ;  ; Б/м ; XF ; 52 ; roberto ; 357 
 1031 ; Медаль Обороны 1939-1945гг. Англия. В коробке ;  ;  ; Б/м ; XF ; 29 ; Ley ; 663 
 1032 ; Медаль. На юбилей свадьбы. Вильгельм II и Августа Виктория. Германия. D-45мм ;  ;  ; Ag ; VF-XF ; 64 ; dym ; 2267 
 1033 ; Знак отличия Хосе Рамона Мартинеса (легкая промышленность). Куба ;  ;  ; Ж/м ; XF ; 27 ; snipper ; 414 
 1034 ; Знак отличия Хосе Рамона Мартинеса (сельское хозяйство). Куба ;  ;  ; Ж/м ; XF ; 49 ; Alks75 ; 397 
 1035 ; Жетон. Промышленно-сельскохозяйственный союз Лудэна (Пуанту-Шаранта). Франция, 3-я Республика. D-36мм ; Конец XIX века ;  ; Ag ; VF+ ; 51 ; нэри ; 1532 
 1036 ; Жетон. Экзаменационная комиссия департамента Сены. Франция, 3-я Республика (1871-1940). D-34мм ; Конец XIX века ;  ; Ag ; VF-XF ; 15 ; нэри ; 1662 
 1037 ; Жетон. Промышленно-торговый банк. Франция, 3-я Республика (1871-1940). D-37мм ; Конец XIX века ;  ; Ag ; VF-XF ; 15 ; kont ; 2267 
 1038 ; Медаль. 20-й год правления. Ватикан, Папа Лев XIII (1878-1903). D-44мм ; 1897 ;  ; Ag ; XF ; 9 ; soleil ; 3723 
 1039 ; Жетон. Торговая палата Лилля. Франция, Наполеон III (1852-1871). D-37мм ;  ;  ; Ag ; XF- ; 15 ; нэри ; 1020 
 1040 ; Жетон на рождение Людовика Жозефа Ксавье Франсуа. Франция. D-30мм. Отверстие 12 часов ; 1781 ;  ; Ag? ; VF- ; 39 ; limon ; 464 
 1041 ; Медаль Альберт Швейцер (1875-1965). Ламбарене. D-37мм ;  ;  ; Ag ; Proof ; 95 ; Эквитес ; 1197 
 1042 ; Медаль 850 лет Мариацелль. Германия. D-39мм ;  ;  ; Б/м ; Proof ; 40 ; vel2010 ; 215 
 1043 ; Медаль 1852-1952. Германия. D-36мм ;  ;  ; Б/м ; Proof ; 32 ; vel2010 ; 134 
 1044 ; Медаль Вольфганг Амадей Моцарт. Германия. D-38мм ;  ;  ; Б/м ; Proof ; 39 ; vel2010 ; 156 
 1045 ; Медаль Абрахам Линкольн. D-37мм ;  ;  ; Б/м ; AU ; 15 ; aziya11 ; 76 
 1046 ; Жетон. Франция. D-32мм ;  ;  ; Ag ; XF- ; 32 ; нэри ; 1360 
 1047 ; Медаль. Ватикан. D-34мм ;  ;  ; Br ; VF-XF ; 37 ; Lena6975 ; 314 
 1048 ; Знак Торговой палаты "За 30 лет". Финляндия ;  ;  ; Ag, позолота ; XF ; 35 ; Николай_Васильевич_Гоголь ; 693 
 1049 ; Знак Торговой палаты "За 25 лет". Финляндия ;  ;  ; Ag ; XF+ ; 151 ; makhic ; 567 
 1050 ; Стрелковый знак. Финляндия ;  ;  ; Б/м ; VF+ ; 50 ; shdm ; 567 
 1051 ; Стрелковый знак. Финляндия ;  ;  ; Б/м ; VF+ ; 70 ; shdm ; 658 
 1052 ; Курсовой знак Лотта-Свярд. Финляндия №79178 ;  ;  ; Ж/м,эмаль ; XF ; 10 ; КАВ49 ; 355 
 1053 ; Миниатюрный крест. Германия ;  ;  ; Ж/м,эмаль ; VF-XF ; 55 ; GlueStick ; 362 
 1054 ; Миниатюрный крест. Германия ;  ;  ; Б/м,эмаль ; VF ; 29 ; limon ; 197 
 1055 ; Миниатюрная колодка Германии ;  ;  ; Б/м,ж/м ; VF+ ; 11 ; GlueStick ; 418 
 1056 ; Миниатюрная колодка Германии ;  ;  ; Ж/м ; XF ; 11 ; GlueStick ; 423 
 1057 ; Миниатюрный крест. Германия ;  ;  ; Ж/м ; VF ; 41 ; limon ; 340 
 1058 ; Миниатюрный знак Германия ;  ;  ; Al ; XF ; 26 ; vitapool ; 57 
 1059 ; Миниатюрная колодка. Германия ;  ;  ; Б/м,ж/м ; VF+ ; 16 ; GlueStick ; 826 
 960 ; Медаль Родившемуся в Санкт-Петербурге. D-46мм ;  ;  ; Ж/м ; XF+ ; 38 ; Rober ; 102 
