 5651 ; Бона иностранная. Лаос ;  ;  ;  ;  ; 14 ; mart_si ; 42 
 2167 ; 1 рубль. В упаковке ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Unc ; 40 ; ГКЧП ; 1247 
 2168 ; 1 рубль. В упаковке нарушена ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 15 ; gonobolka ; 210 
 2169 ; 1 рубль. В упаковке ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 19 ; XF ; 915 
 2170 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 23 ; Varoh ; 612 
 2171 ; 3 рубля. В упаковке ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 31 ; heavy_fly ; 2246 
 2172 ; 3 рубля. В упаковке ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 7 ; belstor ; 224 
 2173 ; 3 рубля. В упаковке ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 32 ; heavy_fly ; 1036 
 2174 ; 3 рубля. В упаковке ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 34 ; heavy_fly ; 2654 
 2175 ; 3 рубля. В упаковке ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 33 ; heavy_fly ; 2254 
 2176 ; 3 рубля. В упаковке ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 36 ; Кремний ; 563 
 2177 ; 3 рубля. В упаковке ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 24 ; генерал777 ; 1736 
 2178 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 27 ; detonator ; 59 
 2179 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 24 ; Kamsky ; 97 
 2180 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; AU ; 18 ; константин007 ; 203 
 2181 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 22 ; kaktus1 ; 101 
 2182 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF ; 17 ; Rober ; 101 
 2183 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 17 ; cr2952 ; 114 
 2184 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 6 ; qscsq ; 92 
 2185 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 37 ; serega16041979 ; 92 
 2186 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 17 ; Rober ; 209 
 2187 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 27 ; killer777 ; 53 
 2188 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 29 ; ДУНКАН МАКЛАУД ; 51 
 2189 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 22 ; rem ; 53 
 2190 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 15 ; if-pechat ; 52 
 2191 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 11 ; nik2678 ; 53 
 2192 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 19 ; купи-продай ; 53 
 2193 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 20 ; штурман ; 775 
 2194 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Unc ; 41 ; Палыч61 ; 2970 
 2195 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Unc ; 29 ; BSG ; 690 
 2196 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Unc ; 32 ; ГКЧП ; 1157 
 2197 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Unc ; 18 ; vovaT25 ; 805 
 2198 ; 3 рубля. Упаковка нарушена ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; AU ; 25 ; colonel6262 ; 465 
 2199 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Unc ; 29 ; krugerrand ; 836 
 2200 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 16 ; chapa78 ; 306 
 2201 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 24 ; pref ; 258 
 2202 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Unc ; 10 ; Devera ; 555 
 2203 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Unc ; 32 ; grimbo ; 1247 
 2204 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 15 ; PIVon ; 929 
 2205 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 13 ; maler ; 813 
 2206 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Unc ; 26 ; colonel6262 ; 444 
 2207 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Unc ; 13 ; klimvita ; 418 
 2208 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Unc ; 15 ; colonel6262 ; 436 
 2209 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 21 ; shiraliv ; 369 
 2210 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Unc ; 17 ; krugerrand ; 836 
 2211 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Unc ; 30 ; dim66 ; 679 
 2212 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Unc ; 23 ; шахтер-61 ; 1022 
 2213 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Unc ; 26 ; chest ; 601 
 2214 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 21 ; пандаКонгФу ; 278 
 2215 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 17 ; ac ; 293 
 2116 ; 1 рубль. Упаковка нарушена ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 20 ; Кицул ; 1009 
 2117 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 31 ; акто_то ; 355 
 2118 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 19 ; ac ; 227 
 2119 ; 1 рубль. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 25 ; belstor ; 941 
 2120 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 25 ; cond ; 243 
 2121 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 18 ; ac ; 327 
 2122 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 29 ; cond ; 228 
 2123 ; 1 рубль. Упаковка нарушена ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 36 ; murman ; 179 
 2124 ; 3 рубля. В упаковке ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 29 ; шахтер-61 ; 1888 
 2125 ; 3 рубля. В упаковке ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 38 ; maler ; 1044 
 2126 ; 3 рубля. В упаковке ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 41 ; heavy_fly ; 2222 
 2127 ; 3 рубля. В упаковке ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 31 ; vovaT25 ; 1030 
 2128 ; 3 рубля. В упаковке ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 35 ; Zarik ; 3258 
 2129 ; 3 рубля. В упаковке ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 54 ; maler ; 1083 
 2130 ; 3 рубля. В упаковке ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 51 ; heavy_fly ; 2742 
 2131 ; 3 рубля. В упаковке ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 46 ; heavy_fly ; 2778 
 2132 ; 3 рубля. В упаковке ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 38 ; gola78 ; 3242 
 2133 ; 3 рубля. В упаковке ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 35 ; ацетон ; 2879 
 2134 ; 3 рубля. В упаковке ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 30 ; gola78 ; 3250 
 2135 ; 3 рубля. В упаковке ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 43 ; sibirian ; 765 
 2136 ; 3 рубля. В упаковке ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 32 ; xoxotab ; 306 
 2137 ; 3 рубля. В упаковке ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 36 ; генерал777 ; 811 
 2138 ; 3 рубля. В упаковке ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 28 ; игорь 222 ; 1036 
 2139 ; 3 рубля. В упаковке ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 22 ; Balagur ; 1073 
 2140 ; 3 рубля. В упаковке ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 25 ; heavy_fly ; 819 
 2141 ; 3 рубля. В упаковке ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 30 ; sibirian ; 728 
 2142 ; 3 рубля. В упаковке ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 32 ; se170661 ; 1836 
 2143 ; 3 рубля. В упаковке ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 32 ; Дюшес ; 918 
 2144 ; 3 рубля. В упаковке ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 39 ; fantastika ; 2221 
 2145 ; 3 рубля. В упаковке ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 17 ; semennurspb ; 3122 
 2146 ; 3 рубля. В упаковке ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 28 ; кс ; 1015 
 2147 ; 3 рубля. В упаковке ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 58 ; koppolo ; 2936 
 2148 ; 3 рубля. В упаковке ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 39 ; ship-nik ; 2654 
 2149 ; 3 рубля. В упаковке ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 24 ; drn137 ; 2505 
 2150 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 40 ; BSR ; 1135 
 2151 ; 1 рубль. В упаковке ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 27 ; генерал777 ; 1383 
 2152 ; 1 рубль. В упаковке ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 37 ; xoxotab ; 405 
 2153 ; 1 рубль. В упаковке ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Unc ; 33 ; PIVon ; 1185 
 2154 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 62 ; sotnik ; 1938 
 2155 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 19 ; BSR ; 1326 
 2156 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 13 ; sotnik ; 2295 
 2157 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 43 ; egor73 ; 2244 
 2158 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 39 ; pol75 ; 1433 
 2159 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 28 ; BSR ; 1313 
 2160 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 29 ; BSR ; 1457 
 2161 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 21 ; sotnik ; 1546 
 2162 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 34 ; ввп ; 2111 
 2163 ; 1 рубль. В упаковке ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 26 ; Sky2 ; 2040 
 2164 ; 1 рубль. В упаковке ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 23 ; ac ; 185 
 2165 ; 1 рубль. В упаковке ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 26 ; sibirian ; 378 
 2066 ; 1 рубль. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 15 ; л842 ; 509 
 2067 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 9 ; andr1978 ; 181 
 2068 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 17 ; andr1978 ; 196 
 2069 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 13 ; belstor ; 209 
 2070 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 5 ; andr1978 ; 181 
 2071 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Unc ; 8 ; andr1978 ; 181 
 2072 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 14 ; belstor ; 359 
 2073 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 3 ; спрайт ; 201 
 2074 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 7 ; andr1978 ; 181 
 2075 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 44 ; Anton01 ; 263 
 2076 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 26 ; SergeyAnatoljevich ; 793 
 2077 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 17 ; rem ; 261 
 2078 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 11 ; купи-продай ; 220 
 2079 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 17 ; nik2678 ; 267 
 2080 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 15 ; купи-продай ; 246 
 2081 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 13 ; star54 ; 183 
 2082 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 12 ; majkl ; 224 
 2083 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 28 ; nik2678 ; 310 
 2084 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 37 ; Кицул ; 1009 
 2085 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 33 ; Rober ; 92 
 2086 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 32 ; rem ; 135 
 2087 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 34 ; se170661 ; 177 
 2088 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 19 ; акто_то ; 221 
 2089 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 20 ; rem ; 181 
 2090 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 11 ; л842 ; 206 
 2091 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 27 ; тпруф ; 614 
 2092 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 10 ; wlad709 ; 174 
 2093 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 13 ; rem ; 206 
 2094 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 11 ; купи-продай ; 180 
 2095 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 15 ; dnjhybr33 ; 177 
 2096 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 7 ; л842 ; 181 
 2097 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 15 ; л842 ; 206 
 2098 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; VF-XF ; 11 ; cr2952 ; 102 
 2099 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 9 ; спрайт ; 174 
 2100 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 21 ; Nastrom ; 181 
 2101 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 9 ; Nastrom ; 143 
