 5954 ; Бона иностранная Аргентина ;  ;  ;  ; AU ; 25 ; alex1974 ; 50 
 1799 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; XF ; 43 ; Orlov1504 ; 107 
 1800 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; XF ; 22 ; sever55 ; 102 
 1801 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; XF ; 23 ; paranoy ; 104 
 1802 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; XF ; 22 ; Mahfey ; 85 
 1803 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF ; 31 ; paranoy ; 252 
 1804 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; XF ; 27 ; СВТ69 ; 315 
 1805 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF ; 23 ; крым18 ; 101 
 1806 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF ; 35 ; molchok2015 ; 191 
 1807 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF ; 30 ; Orlov1504 ; 104 
 1808 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF ; 18 ; if-pechat ; 135 
 1809 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; XF ; 19 ; крым18 ; 93 
 1810 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 11 ; Mahfey ; 78 
 1811 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF ; 12 ; 312 ; 77 
 1812 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 17 ; Orlov1504 ; 85 
 1813 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF+ ; 43 ; Notgelder ; 61 
 1814 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF ; 16 ; gfgf50 ; 72 
 1815 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF ; 14 ; paranoy ; 72 
 1816 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 15 ; Orlov1504 ; 93 
 1817 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF ; 15 ; paranoy ; 105 
 1818 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF ; 15 ; molchok2015 ; 99 
 1819 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 4 ; gfgf50 ; 72 
 1820 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF ; 16 ; paranoy ; 80 
 1821 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF ; 13 ; крым18 ; 90 
 1822 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; XF ; 11 ; радон ; 368 
 1823 ; 1 рубль. Ошибка на часах ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 17 ; Victory-2001 ; 453 
 1824 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 41 ; ASCHE ; 1224 
 1825 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 20 ; SVF ; 210 
 1726 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 30 ; ЗОЛОТАЯ ; 105 
 1727 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; XF ; 23 ; imi ; 96 
 1728 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 15 ; sibirian ; 83 
 1729 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 28 ; Дима Шухов ; 356 
 1730 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 33 ; Notgelder ; 304 
 1731 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 21 ; Elizium ; 102 
 1732 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 44 ; sibirian ; 267 
 1733 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 16 ; Mahfey ; 101 
 1734 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 19 ; ЗОЛОТАЯ ; 155 
 1735 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 24 ; Orlov1504 ; 104 
 1736 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 16 ; paranoy ; 110 
 1737 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 33 ; sibirian ; 293 
 1738 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 30 ; Elizium ; 102 
 1739 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 18 ; NAS2012 ; 123 
 1740 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 13 ; ЗОЛОТАЯ ; 80 
 1741 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 15 ; ЗОЛОТАЯ ; 104 
 1742 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 24 ; тпруф ; 206 
 1743 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; VF ; 40 ; Orlov1504 ; 123 
 1744 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 21 ; Temudgin ; 327 
 1745 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 25 ; радон ; 408 
 1746 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 30 ; kma ; 104 
 1747 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 20 ; Orlov1504 ; 104 
 1748 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 21 ; Вяч ; 305 
 1749 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 15 ; paranoy ; 102 
 1750 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 56 ; Notgelder ; 391 
 1751 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 23 ; sotonn ; 330 
 1752 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 10 ; Elizium ; 104 
 1753 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 20 ; sergey35 ; 105 
 1754 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 14 ; boroda ; 82 
 1755 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 31 ; Orlov1504 ; 104 
 1756 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 17 ; boroda ; 82 
 1757 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 21 ; boroda ; 104 
 1758 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 39 ; Notgelder ; 155 
 1759 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 20 ; крым18 ; 101 
 1760 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 11 ; Вяч ; 83 
 1761 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 17 ; boroda ; 82 
 1762 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 27 ; sibirian ; 97 
 1763 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 23 ; sotonn ; 300 
 1764 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 31 ; boroda ; 97 
 1765 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 18 ; arsenich-s ; 95 
 1766 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 18 ; boroda ; 81 
 1767 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 18 ; boroda ; 92 
 1768 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 20 ; Mahfey ; 101 
 1769 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 39 ; boroda ; 206 
 1770 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 20 ; sibirian ; 200 
 1771 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 16 ; paranoy ; 152 
 1772 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 15 ; boroda ; 155 
 1773 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 28 ; boroda ; 150 
 1774 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 19 ; viv1957 ; 308 
 1775 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 11 ; posad ; 126 
 1676 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 14 ; if-pechat ; 159 
 1677 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF ; 8 ; Elizium ; 23 
 1678 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 25 ; posad ; 312 
 1679 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 28 ; Дима Шухов ; 302 
 1680 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 10 ; NAS2012 ; 72 
 1681 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 24 ; arsenich-s ; 329 
 1682 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 19 ; sibirian ; 267 
 1683 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 14 ; sergey35 ; 107 
 1684 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 17 ; sibirian ; 95 
 1685 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 23 ; Orlov1504 ; 104 
 1686 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 14 ; Orlov1504 ; 104 
 1687 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 14 ; Mahfey ; 101 
 1688 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 17 ; Notgelder ; 104 
 1689 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 21 ; paranoy ; 161 
 1690 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 14 ; asus ; 115 
 1691 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 12 ; Mahfey ; 85 
 1692 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 17 ; sever55 ; 104 
 1693 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 13 ; sergey35 ; 107 
 1694 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 18 ; sever55 ; 104 
 1695 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 20 ; sotonn ; 110 
 1696 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 17 ; paranoy ; 107 
 1697 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 38 ; paranoy ; 292 
 1698 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 18 ; posad ; 126 
 1699 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 26 ; FoxSF ; 2928 
 1700 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 6 ; Koroed ; 347 
 1701 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; XF ; 20 ; vizer ; 261 
 1702 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 15 ; cobrasok ; 230 
 1703 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 21 ; nikolai77 ; 245 
 1704 ; 5 рублей. Упаковка ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 16 ; kost ; 239 
 1705 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 17 ; спартак 30 ; 245 
 1706 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 18 ; спартак 30 ; 408 
 1707 ; 1 рубль. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 55 ; Новик ; 1530 
 1708 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 13 ; kost ; 210 
 1709 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 15 ; psion22 ; 243 
 1710 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 9 ; nikolai77 ; 192 
 1711 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 19 ; ЗОЛОТАЯ ; 475 
 1712 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 32 ; heavy_fly ; 442 
 1713 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 13 ; крым18 ; 157 
 1714 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 18 ; posad ; 286 
 1715 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 14 ; крым18 ; 150 
 1716 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 31 ; Alias ; 3060 
 1717 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 10 ; крым18 ; 140 
 1718 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 12 ; paranoy ; 138 
 1719 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 15 ; kma ; 206 
 1720 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 33 ; sotonn ; 201 
 1721 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 13 ; крым18 ; 72 
 1722 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 13 ; sotonn ; 136 
 1723 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 29 ; viv1957 ; 222 
 1724 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 30 ; sibirian ; 90 
 1725 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 23 ; sergey35 ; 155 
 1626 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 28 ; NAS2012 ; 255 
 1627 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 23 ; бонифаций ; 258 
 1628 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 25 ; Duck ; 233 
 1629 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 30 ; sibirian ; 799 
 1630 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 18 ; gelo ; 1428 
 1631 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 50 ; ASCHE ; 1836 
 1632 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 21 ; pol75 ; 183 
 1633 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 8 ; сортам70 ; 145 
 1634 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 7 ; сортам70 ; 142 
 1635 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 22 ; Arlekino82 ; 194 
 1636 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 9 ; сортам70 ; 159 
 1637 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 15 ; уютный ; 208 
 1638 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 22 ; semennurspb ; 940 
 1639 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 16 ; кс ; 462 
 1640 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 17 ; chapay1959 ; 681 
 1641 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 11 ; Bogdan@ ; 1348 
 1642 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 8 ; sotonn ; 357 
 1643 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 10 ; sotonn ; 306 
 1644 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 18 ; m1940 ; 368 
 1645 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 15 ; merkava79 ; 159 
 1646 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 19 ; ЗОЛОТАЯ ; 545 
 1647 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Unc ; 42 ; molchok2015 ; 221 
 1648 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 21 ; semennurspb ; 370 
 1649 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 22 ; ЗОЛОТАЯ ; 411 
 1650 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 25 ; Дима Шухов ; 1022 
 1651 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 36 ; генерал777 ; 616 
 1652 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 35 ; Декарт ; 2166 
 1653 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 26 ; mvv ; 240 
 1654 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 39 ; dim78 ; 357 
 1655 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 31 ; dim78 ; 208 
