 5828 ; Бона иностранная. Куба ; 1896 ;  ;  ;  ; 29 ; umbrella ; 340 
 1637 ; 3 рубля. С сертификатом ; 2004 ; ММД Томск ; Ag ; Proof ; 17 ; Ухряб ; 3000 
 1638 ; 3 рубля ; 2004 ; XXVIII Летние Олимпийские игры. Игры ; Ag ; Proof ; 7 ; Bizon6055 ; 1593 
 1639 ; 3 рубля ; 2004 ; ММД "Сохраним наш мир". Северный олень ; Ag ; Proof ; 10 ; viktor2205 ; 1883 
 1640 ; 3 рубля ; 2004 ; Чемпионат Европы по футболу. Португалия ; Ag ; Proof ; 58 ; nni2000 ; 1637 
 1641 ; 3 рубля ; 2004 ; 2-ая Камчатская экспедиция ; Ag ; Proof ; 16 ; ddv1981 ; 1854 
 1642 ; 3 рубля ; 2004 ; ММД Богоявленский собор ; Ag ; Proof ; 9 ; massivejob ; 2042 
 1643 ; 3 рубля ; 2004 ; СПМД Церковь Знамения Богородицы ; Ag ; Proof ; 44 ; taa ; 4046 
 1644 ; 3 рубля ; 2004 ; СПМД Церковь Рождества Богородицы ; Ag ; Proof ; 28 ; allcoin ; 2502 
 1645 ; 3 рубля ; 2005 ; ММД ДК Русакова ; Ag ; Proof ; 23 ; Опятор ; 1532 
 1646 ; 3 рубля ; 2005 ; СПМД 625-летие Куликовской битвы ; Ag ; Proof ; 21 ; Dave ; 1815 
 1647 ; 3 рубля ; 2005 ; ММД 60 лет Победы в ВОВ ; Ag ; Proof ; 34 ; vadsob ; 2550 
 1648 ; 3 рубля ; 2005 ; ММД Гос.акад.театр оперы и балета г.Новосибирска ; Ag ; Proof ; 17 ; Agava ; 1629 
 1649 ; 3 рубля ; 2005 ; ММД Московский метрополитен. М.Кропоткинская ; Ag ; Proof ; 8 ; massivejob ; 1905 
 1650 ; 3 рубля. С сертификатом ; 2005 ; ММД Свято-Никольский собор. Калининград ; Ag ; Proof ; 21 ; djon.777 ; 3162 
 1651 ; 3 рубля ; 2005 ; СПМД Раифский Богородицкий монастырь ; Ag ; Proof ; 12 ; massivejob ; 2039 
 1652 ; 3 рубля ; 2005 ; СПМД Чемпионат мира по легкой атлетике. Хельсинки ; Ag ; Proof ; 14 ; sveta6369 ; 1595 
 1653 ; 3 рубля ; 2005 ; ММД 1000-летие Казани.Театр оперы и балета ; Ag ; Proof ; 11 ; Agava ; 1817 
 1654 ; 3 рубля ; 2005 ; ММД МГУ ; Ag ; Proof ; 14 ; Trien ; 2122 
 1655 ; 3 рубля ; 2005 ; ММД Гос.акад.театр оперы и балета г.Новосибирска ; Ag ; Proof ; 22 ; Опятор ; 1532 
 1656 ; 3 рубля ; 2006 ; Государственный банк в Нижнем Новгороде ; Ag ; Proof ; 24 ; Avtovo ; 2091 
 1657 ; 3 рубля ; 2006 ; ЮНЕСКО.Московский Кремль ; Ag ; Proof ; 21 ; igniss ; 1835 
 1658 ; 3 рубля ; 2006 ; Лунный календарь. Год собаки ; Ag ; Proof ; 15 ; Agava ; 2039 
 1659 ; 3 рубля ; 2006 ; Чемпионат мира по футболу 2006.Германия ; Ag ; Proof ; 39 ; sveta6369 ; 1616 
 1660 ; 3 рубля ; 2006 ; XX зимние олимпийские игры в Турине, Италия ; Ag ; Proof ; 31 ; Avtovo ; 2043 
 1661 ; 3 рубля ; 2006 ; 100-летие парламентаризма в России ; Ag ; Proof ; 22 ; Tereh ; 1595 
 1662 ; 3 рубля ; 2007 ; Сберегательное дело в России ; Ag ; Proof ; 14 ; Avtovo ; 1836 
 1663 ; 3 рубля ; 2007 ; Казанский вокзал. Москва ; Ag ; Proof ; 17 ; massivejob ; 2043 
 1664 ; 3 рубля ; 2007 ; Андрей Рублев. Историческая серия ; Ag ; Proof ; 19 ; nni2000 ; 2893 
 1665 ; 3 рубля ; 2007 ; К 450-летию вхождения Башкирии в состав России ; Ag ; Proof ; 17 ; Agava ; 1734 
 1666 ; 3 рубля ; 2007 ; 50-летие запуска первого спутника Земли ; Ag ; Proof ; 14 ; Brian ; 2064 
 1667 ; 3 рубля ; 2007 ; 250-летие Академии Художеств ; Ag ; Proof ; 47 ; ddv1981 ; 2142 
 1668 ; 3 рубля ; 2007 ; Невьянская наклонная башня, Свердловская обл. ; Ag ; Proof ; 17 ; massivejob ; 2040 
 1669 ; 3 рубля ; 2007 ; Международный полярный год ; Ag ; Proof ; 37 ; Avtovo ; 2100 
 1670 ; 3 рубля ; 2008 ; Градоякутский Никольский собор, г. Якутск ; Ag ; Proof ; 25 ; massivejob ; 1905 
 1671 ; 3 рубля ; 2008 ; Владимирский собор, Липецкая область ; Ag ; Proof ; 13 ; massivejob ; 2039 
 1672 ; 3 рубля ; 2008 ; Дом Н.И.Севастьянова, г. Екатеринбург ; Ag ; Proof ; 22 ; Bizon6055 ; 1974 
 1673 ; 3 рубля ; 2008 ; Сохраним наш мир. Речной бобр ; Ag ; Proof ; 32 ; viktor2205 ; 1835 
 1674 ; 3 рубля ; 2008 ; Олимпийские игры. Пекин ; Ag ; Proof ; 17 ; Bizon6055 ; 1905 
 1675 ; 3 рубля ; 2008 ; ЮНЕСКО. Вулканы Камчатки ; Ag ; Proof ; 26 ; ЕВС ; 2142 
 1676 ; 3 рубля ; 2008 ; Собор Рождества Богородицы. г. Псков ; Ag ; Proof ; 21 ; massivejob ; 2193 
 1677 ; 3 рубля ; 2008 ; Успенская Адмиралтейская церковь. г. Воронеж ; Ag ; Proof ; 22 ; Brian ; 2289 
 1678 ; 3 рубля ; 2008 ; Дмитриевский собор. г. Владимир ; Ag ; Proof ; 13 ; massivejob ; 2448 
 1679 ; 3 рубля ; 2008 ; 450 лет вхождения Удмуртии в состав РФ ; Ag ; Proof ; 27 ; AVA ; 2350 
 1680 ; 3 рубля ; 2009 ; Лунный календарь. Бык ; Ag ; Proof ; 17 ; Agava ; 2117 
 1681 ; 3 рубля. С сертификатом ; 2009 ; Витебский вокзал. СПб ; Ag ; Proof ; 24 ; massivejob ; 2142 
 1682 ; 3 рубля ; 2009 ; Георгий Победоносец ; Ag ; AU ; 31 ; RUS 78 ; 1271 
 1683 ; 3 рубля ; 2009 ; 50 лет начала исследований Луны ; Ag ; Proof ; 22 ; sks11801 ; 3486 
 1684 ; 3 рубля ; 2009 ; Одигитриевская церковь. Смоленская обл. ; Ag ; Proof ; 19 ; AVA ; 2388 
 1685 ; 3 рубля. С сертификатом ; 2009 ; 300 лет Полтавской битвы ; Ag ; Proof ; 25 ; ddv1981 ; 2706 
 1686 ; 3 рубля. С сертификатом ; 2009 ; Тульский Кремль ; Ag ; Proof ; 34 ; djon.777 ; 2706 
 1587 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; Proof ; 23 ; grigoriKK ; 1041 
 1588 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; AU ; 34 ; Avtovo ; 1039 
 1589 ; 3 рубля ; 1988 ; ЛМД Сребреник Владимира ; Ag ; Proof ; 17 ; Inokesha ; 2346 
 1590 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 19 ; Koms ; 1836 
 1591 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 37 ; Balagur ; 1677 
 1592 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 20 ; igniss ; 1504 
 1593 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 9 ; massivejob ; 1532 
 1594 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 39 ; igniss ; 1436 
 1595 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 27 ; RAPAN ; 1527 
 1596 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 18 ; igniss ; 1359 
 1597 ; 3 рубля ; 1993 ; ММД Русский балет. Танцующая пара, UNC ; Ag ; XF+ ; 27 ; pol75 ; 1107 
 1598 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суздале ; Ag ; Proof ; 13 ; Voron77 ; 1734 
 1599 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 13 ; Опятор ; 1532 
 1600 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 19 ; sibirian ; 1611 
 1601 ; 3 рубля ; 1994 ; ЛМД Церковь Покрова на Нерли ; Ag ; Proof ; 16 ; Georgy ; 2142 
 1602 ; 3 рубля ; 1994 ; ЛМД Рязанский Кремль ; Ag ; Proof ; 9 ; Опятор ; 1532 
 1603 ; 3 рубля ; 1995 ; ЛМД Экспедиция Челюскина ; Ag ; Proof ; 19 ; RAPAN ; 1565 
 1604 ; 3 рубля ; 1995 ; ЛМД Национальная библиотека ; Ag ; Proof ; 31 ; massivejob ; 1563 
 1605 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 12 ; massivejob ; 1660 
 1606 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 10 ; massivejob ; 1847 
 1607 ; 3 рубля ; 1995 ; ММД Белгород ; Ag ; Proof ; 16 ; massivejob ; 1938 
 1608 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимире ; Ag ; Proof ; 10 ; massivejob ; 1847 
 1609 ; 3 рубля ; 1996 ; ЛМД Сцена из балета "Щелкунчик". "Бал" ; Ag ; Proof ; 15 ; alex995 ; 1326 
 1610 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Ярославле ; Ag ; Proof ; 10 ; Balagur ; 1989 
 1611 ; 3 рубля ; 1996 ; ЛМД Тобольский Кремль ; Ag ; Proof ; 11 ; Опятор ; 1385 
 1612 ; 3 рубля ; 1996 ; ММД Казанский Кремль ; Ag ; Proof ; 14 ; massivejob ; 1597 
 1613 ; 3 рубля ; 1996 ; ЛМД Дворцовая площадь. Санкт-Петербург ; Ag ; Proof ; 32 ; Voron77 ; 2499 
 1614 ; 3 рубля ; 1997 ; ММД Соловецкий монастырь ; Ag ; Proof ; 33 ; gri.59 ; 2499 
 1615 ; 3 рубля ; 1997 ; ММД Корен.Рожд.-Бог.пуст.в Курске ; Ag ; Proof ; 24 ; себер ; 2358 
 1616 ; 3 рубля ; 1997 ; ММД Свято-Введен.монаст.в Ярославле ; Ag ; Proof ; 21 ; себер ; 2300 
 1617 ; 3 рубля ; 1998 ; ММД Сав.-Сторож.мон.в Звенигороде (Звенигород) ; Ag ; Proof ; 27 ; gandy ; 19607 
 1618 ; 3 рубля ; 1998 ; ММД Нило-Столобенская пустынь ; Ag ; Proof ; 32 ; AVA ; 3965 
 1619 ; 3 рубля ; 1999 ; СПМД Уфа. Монумент дружбы ; Ag ; Proof ; 66 ; gandy ; 15300 
 1620 ; 3 рубля ; 1999 ; СПМД Юрьев монаст.в Новгороде 19 в. ; Ag ; Proof ; 19 ; Dave ; 1956 
 1621 ; 3 рубля ; 1999 ; ММД Дворец усадьба в Кусково, 18 в. ; Ag ; Proof ; 13 ; massivejob ; 1956 
 1622 ; 3 рубля ; 1999 ; ММД Мечеть "Марджани" в Казани, 18 в. ; Ag ; Proof ; 11 ; себер ; 1917 
 1623 ; 3 рубля ; 2000 ; СПМД 55 лет Победы ; Ag ; Proof ; 30 ; Baikal ; 4284 
 1624 ; 3 рубля ; 2000 ; ММД Николо-Угрешский монастырь ; Ag ; Proof ; 24 ; gola78 ; 2856 
 1625 ; 3 рубля ; 2000 ; ММД Нижегородский Кремль ; Ag ; Proof ; 41 ; djon.777 ; 3966 
 1626 ; 3 рубля ; 2000 ; СПМД Пушкин.Дворц.-парк.ансамбль ; Ag ; Proof ; 42 ; себер ; 3600 
 1627 ; 3 рубля ; 2001 ; СПМД Навигацкая школа ; Ag ; Proof ; 18 ; Dave ; 1878 
 1628 ; 3 рубля ; 2002 ; СПМД Церковь Бориса и Глеба, Кидекша ; Ag ; Proof ; 17 ; massivejob ; 2301 
 1629 ; 3 рубля ; 2002 ; СПМД Валдайско-Иверский монастырь ; Ag ; Proof ; 26 ; massivejob ; 2450 
 1630 ; 3 рубля ; 2002 ; СПМД Свято-Иоанновский монастырь ; Ag ; Proof ; 55 ; Bastion ; 3790 
 1631 ; 3 рубля ; 2002 ; ММД Церковь Спаса Нерукотворного ; Ag ; Proof ; 32 ; djon.777 ; 2877 
 1632 ; 3 рубля ; 2003 ; СПМД Окно в Европу. Выборг ; Ag ; Proof ; 20 ; Dave ; 2163 
 1633 ; 3 рубля ; 2003 ; ММД Серафимо-Девеевский монастырь ; Ag ; Proof ; 30 ; Agava ; 3368 
 1634 ; 3 рубля ; 2003 ; ММД Свято-Данилов монастырь (Москва) ; Ag ; Proof ; 12 ; djon.777 ; 2448 
 1635 ; 3 рубля ; 2003 ; ММД "Ипатьевский монастырь" Кострома ; Ag ; Proof ; 14 ; Wand ; 2466 
 1636 ; 3 рубля ; 2003 ; ММД Псковский Кремль ; Ag ; Proof ; 34 ; djon.777 ; 2300 
 1537 ; 25 рублей. Здание Адмиралтейства в Санкт-Петербурге А.Д. Захарова. В коробке ; 2012СПМД ;  ; Ag925 ; Proof ; 24 ; Georgy ; 9234 
 1538 ; 10 рублей. В коробке на 28 монет ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; AU ; 31 ; grigoriKK ; 4079 
 1539 ; 3 рубля ; 2004 ; СПМД 300-летие денежной реформы Петра I ; Ag,Au ; Proof ; 28 ; zenith_ka ; 10626 
 1540 ; 3 рубля ; 2006 ; СПМД 150-летие Государственной Третьяковской галереи ; Ag,Au ; Proof ; 18 ; AVA ; 7652 
 1541 ; 3 рубля ; 2008 ; СПМД 150 лет первой российской почтовой марки ; Ag,Au ; Proof ; 22 ; Wand ; 7239 
 1542 ; 3 рубля. Покровский собор, г. Воронеж. С сертификатом ; 2009 ;  ; Ag,Au ; Proof ; 37 ; Agava ; 11934 
 1543 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; Proof ; 44 ; Во все тяжкие ; 1658 
 1544 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 27 ; Angal ; 1168 
 1545 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; Proof ; 41 ; gsv0703 ; 1810 
 1546 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 31 ; nikfed ; 1500 
 1547 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 31 ; Tereh ; 1157 
 1548 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; Proof ; 30 ; nikfed ; 1500 
 1549 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 41 ; Mcloud ; 1205 
 1550 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; Proof ; 25 ; nikfed ; 1500 
 1551 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 30 ; grigoriKK ; 1128 
 1552 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; Proof ; 30 ; nikfed ; 1500 
 1553 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 26 ; grigoriKK ; 1128 
 1554 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; Proof ; 31 ; sks11801 ; 1530 
 1555 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; Proof ; 23 ; nikfed ; 1500 
 1556 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; Proof ; 42 ; Blixa37 ; 1530 
 1557 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; AU ; 39 ; grigoriKK ; 1131 
 1558 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Proof ; 34 ; Blixa37 ; 1530 
 1559 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; Proof ; 17 ; nikfed ; 1300 
 1560 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 29 ; brat52 ; 1061 
 1561 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; Proof ; 37 ; nikfed ; 1385 
 1562 ; 10 рублей ; 1980 ; ЛМД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; Proof ; 44 ; solder13 ; 1530 
 1563 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; Proof ; 24 ; maximus1968 ; 1326 
 1564 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; AU ; 30 ; Tereh ; 1230 
 1565 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; Proof ; 41 ; grigoriKK ; 1224 
 1566 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 33 ; fedor880v ; 815 
 1567 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 45 ; русос ; 1020 
 1568 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 43 ; grigoriKK ; 815 
 1569 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; Proof ; 31 ; gsv0703 ; 1200 
 1570 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 51 ; ялок ; 888 
 1571 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; Proof ; 17 ; nikfed ; 900 
 1572 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 41 ; Brian ; 849 
 1573 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 11 ; nikfed ; 900 
 1574 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 46 ; Brian ; 821 
 1575 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; Proof ; 34 ; nikfed ; 1000 
 1576 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; AU ; 40 ; sveta6369 ; 777 
 1577 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; Proof ; 57 ; Baikal ; 918 
 1578 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; AU ; 33 ; grigoriKK ; 827 
 1579 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; Proof ; 16 ; nikfed ; 937 
 1580 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 53 ; grigoriKK ; 922 
 1581 ; 5 рублей ; 1979 ; ЛМД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 13 ; Baikal ; 918 
 1582 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII Олимпиады ; Ag ; Proof ; 15 ; kvm64 ; 956 
 1583 ; 5 рублей ; 1980 ; ММД Гимнастика.Игры XXII Олимпиады ; Ag ; Proof ; 26 ; Agava ; 937 
 1584 ; 5 рублей ; 1980 ; ММД Гимнастика.Игры XXII Олимпиады ; Ag ; AU ; 32 ; ZOLTAN333 ; 875 
 1585 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII Олимпиады ; Ag ; Proof ; 23 ; nikfed ; 900 
 1586 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; Proof ; 18 ; grigoriKK ; 918 
 1439 ; Знак Фестиваль 1957 ; ЛМД ;  ; Ж/м ; XF ; 32 ; кашира ; 153 
 1440 ; Знак За мир и дружбу ;  ;  ; Ж/м,эмаль ; XF ; 15 ; Ю42 ; 90 
 1441 ; Знак Мао Цзэдун ;  ;  ; Ж/м,эмаль ; VF-XF ; 28 ; Хаа ; 826 
 1442 ; Знак Ломоносовский морской колледж ВМФ ;  ;  ; Ж/м ; XF ; 35 ; ZOLTAN333 ; 414 
 1443 ; Знак Петергоф 300 лет ;  ;  ; Б/м ; XF ; 19 ; sorus ; 352 
 1444 ; Знак Морской ;  ;  ; Ж/м ; XF ; 21 ; RAPAN ; 510 
 1445 ; Знак ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF ; 12 ; ZAA_44 ; 359 
 1446 ; Медаль ВСХВ ;  ;  ; Ж/м ; XF ; 15 ; Antoschka ; 161 
 1447 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; VF-XF ; 12 ; mart_si ; 104 
 1448 ; Знак За дальний поход ;  ;  ; Ж/м,эмаль ; XF ; 13 ; vlkorchev ; 322 
 1449 ; Знак Кандидат мастер спорта СССР ;  ;  ; Б/м ; XF ; 34 ; Searcher ; 464 
 1450 ; Знак об окончании ВУЗа ;  ;  ; Б/м,эмаль ; XF ; 9 ; fordvr ; 360 
 1451 ; Знак НВМУ ;  ;  ; Ж/м ; XF ; 14 ; slavka ; 123 
 1452 ; Знак Сталин ;  ;  ; Ж/м,эмаль ; XF ; 9 ; Ю42 ; 193 
 1453 ; Знак Военно-транспортный университет ;  ;  ; Ж/м,эмаль ; XF ; 19 ; ZOLTAN333 ; 204 
 1454 ; Знак Подлодка ;  ;  ; Бм,эмаль ; XF ; 29 ; LVIMU ; 529 
 1455 ; Знак 300 лет Петергофу ;  ;  ; Ж/м ; XF ; 25 ; СТЕПАШКА ; 572 
 1456 ; Знак об окончании технического ВУЗа ; ЛМД ;  ; Al ; XF ; 7 ; rik ; 45 
 1457 ; Знак Георгий Димитров ;  ;  ; Ж/м,эмаль ; VF-XF ; 17 ; А вот вам здрасте.... ; 79 
 1458 ; Знак Касатка ;  ;  ; Ж/м,эмаль ; VF-XF ; 20 ; пепел ; 261 
 1459 ; Знак Морской ;  ;  ; Ж/м ; XF ; 29 ; toros ; 926 
 1460 ; Знак Морской ;  ;  ; Ж/м ; XF ; 33 ; toros ; 1005 
 1461 ; Знак Польша ;  ;  ; Б/м,эмаль ; VF-XF ; 30 ; allur65 ; 90 
 1462 ; Знак Воздухо-плавательный парк ;  ;  ; Ж/м ; VF-XF ; 26 ; RAPAN ; 279 
 1463 ; Знак Мастер (для офицеров) ;  ;  ; Ж/м,эмаль ; VF-XF ; 14 ; серж 78 ; 57 
 1464 ; Знак ;  ;  ; Б/м ; XF ; 26 ; gola78 ; 377 
 1465 ; Жетон. Великий русский композитор П.И.Чайковский. Воткинск. D-26,5мм ; СПМД ;  ; Ж/м ; AU ; 92 ; Эквитес ; 819 
 1466 ; Жетон.Выдающийся оружейный конструктор М.Т.Калашников. Автомат Калашникова. АК-47. D-26,5мм ; СПМД ;  ; Ж/м ; AU ; 36 ; etalon ; 414 
 1467 ; Жетон для проезда Московский метрополитен им В.И.Ленина ;  ;  ; Б/м ; XF ; 20 ; korshun-777 ; 500 
 1468 ; Набор медалей (50 лет Уральскому вагоностроительному заводу им Ф.Э.Дзержинского. Медальер В.Ф.Никитин. D-50мм) 4шт (3шт в коробке) ; 1986ЛМД ;  ; Al ; AU/XF ; 10 ; ирренн ; 1023 
