 5926 ; Бона иностранная ;  ;  ;  ;  ; 22 ; Rober ; 31 
 2387 ; 2 копейки ; 1946 ;  ; Br ; XF- ; 9 ; lalula ; 57 
 2388 ; 1 копейка ; 1933 ;  ; Br ; VF-XF ; 10 ; QSL ; 51 
 2389 ; 1 копейка ; 1953 ;  ; Br ; XF- ; 12 ; kolbur ; 32 
 2390 ; 1 копейка ; 1955 ;  ; Br ; VF-XF ; 8 ; ввп ; 57 
 2391 ; 1 копейка ; 1984 ;  ; Cu-Zn ; XF ; 0 ; Не продан ; 0 
 2392 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 11 ; топ ; 68 
 2393 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF- ; 10 ; voron-74-47 ; 101 
 2394 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF+ ; 17 ; Майкл ; 354 
 2395 ; 20 копеек ; 1951 ;  ; Ni ; XF+ ; 5 ; 12321 ; 169 
 2396 ; 20 копеек ; 1952 ;  ; Ni ; AU ; 20 ; Antromis ; 612 
 2397 ; 20 копеек ; 1953 ;  ; Ni ; AU ; 17 ; Antromis ; 510 
 2398 ; 15 копеек ; 1935 ;  ; Ni ; VF+ ; 11 ; Foreigner ; 306 
 2399 ; 15 копеек ; 1951 ;  ; Ni ; VF ; 19 ; топ ; 136 
 2400 ; 10 копеек ; 1937 ;  ; Ni ; XF ; 31 ; asadovoy ; 891 
 2401 ; 50 копеек. Гурт 1985 ; 1986 ; (1985) ; Cu-Ni ; XF ; 25 ; dimass70 ; 6630 
 2402 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 15 ; nisni ; 357 
 2403 ; 1 рубль ; 1967 ;  ; Cu-Ni ; XF ; 87 ; nisni ; 945 
 2404 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF+ ; 46 ; Isay ; 350 
 2405 ; 1 рубль ; 1990 ;  ; Cu-Ni ; AU ; 11 ; топ ; 179 
 2406 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 9 ; MUPS ; 164 
 2407 ; 5 копеек ; 1929 ;  ; Br ; VF+ ; 32 ; puhetd ; 918 
 2408 ; 5 копеек ; 1931 ;  ; Br ; VF+ ; 37 ; musik ; 412 
 2409 ; 5 копеек ; 1935 ;  ; Br ; XF- ; 29 ; sergfokin ; 1530 
 2410 ; 5 копеек ; 1943 ;  ; Br ; VF+ ; 24 ; лаботряс ; 306 
 2411 ; 5 копеек ; 1961 ;  ; Cu-Zn ; XF+ ; 8 ; 12321 ; 108 
 2412 ; 5 копеек ; 1961 ;  ; Cu-Zn ; XF ; 12 ; Foreigner ; 101 
 2413 ; 5 копеек ; 1962 ;  ; Cu-Zn ; XF ; 4 ; 12321 ; 22 
 2414 ; 5 копеек ; 1989 ;  ; Cu-Zn ; AU ; 2 ; топ ; 3 
 2415 ; 5 копеек ; 1987 ;  ; Cu-Zn ; AU ; 10 ; 462 ; 151 
 2416 ; 1 копейка ; 1927 ;  ; Br ; VF ; 14 ; топ ; 139 
 2417 ; 1 копейка ; 1935 ;  ; Br ; VF-XF ; 35 ; Умка1975 ; 1111 
 2418 ; 1 копейка ; 1941 ;  ; Br ; VF+ ; 38 ; ilji.val ; 281 
 2419 ; 1 копейка ; 1945 ;  ; Br ; VF+ ; 23 ; stomach111 ; 334 
 2420 ; 1 копейка ; 1956 ;  ; Br ; AU ; 23 ; strutikut ; 276 
 2421 ; 1 копейка ; 1949 ;  ; Br ; AU ; 13 ; novikoff12006 ; 420 
 2422 ; 1 копейка ; 1950 ;  ; Br ; XF ; 21 ; топ ; 114 
 2423 ; 1 копейка ; 1952 ;  ; Br ; XF+ ; 11 ; страус ; 153 
 2424 ; 1 копейка ; 1953 ;  ; Br ; XF+ ; 13 ; ввп ; 59 
 2425 ; 1 копейка ; 1954 ;  ; Br ; XF ; 9 ; топ ; 43 
 2326 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF ; 7 ; мурзик74 ; 110 
 2327 ; 50 копеек ; 1986 ;  ; Cu-Ni ; AU ; 21 ; ask ; 100 
 2328 ; 50 копеек ; 1974 ;  ; Cu-Ni ; VF-XF ; 16 ; Malosar ; 45 
 2329 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF+ ; 7 ; MUPS ; 31 
 2330 ; 50 копеек ; 1987 ;  ; Cu-Ni ; AU ; 21 ; maline ; 91 
 2331 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 46 ; Isay ; 426 
 2332 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF- ; 11 ; MUPS ; 175 
 2333 ; 20 копеек ; 1951 ;  ; Ni ; VF- ; 15 ; rik ; 57 
 2334 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 12 ; ReSeRVeD ; 214 
 2335 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 17 ; олег45 ; 214 
 2336 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF ; 15 ; MUPS ; 110 
 2337 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 12 ; MUPS ; 204 
 2338 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 29 ; Taras58 ; 286 
 2339 ; 5 копеек ; 1950 ;  ; Br ; VF ; 15 ; Foreigner ; 313 
 2340 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 5 ; termin111 ; 179 
 2341 ; 50 копеек ; 1985 ;  ; Cu-Ni ; XF+ ; 6 ; Ravin ; 12 
 2342 ; 50 копеек ; 1981 ;  ; Cu-Ni ; XF+ ; 11 ; ask ; 38 
 2343 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 18 ; vel2010 ; 173 
 2344 ; 50 копеек ; 1989 ;  ; Cu-Ni ; AU ; 22 ; QSL ; 419 
 2345 ; 50 копеек ; 1985 ;  ; Cu-Ni ; XF ; 3 ; Armando ; 24 
 2346 ; 50 копеек ; 1979 ;  ; Cu-Ni ; XF- ; 11 ; Armando ; 34 
 2347 ; 50 копеек ; 1981 ;  ; Cu-Ni ; VF-XF ; 6 ; Ravin ; 12 
 2348 ; 50 копеек ; 1978 ;  ; Cu-Ni ; XF ; 15 ; ReSeRVeD ; 245 
 2349 ; 50 копеек ; 1977 ;  ; Cu-Ni ; XF+ ; 15 ; Owl ; 153 
 2350 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 21 ; MUPS ; 159 
 2351 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 15 ; лаботряс ; 100 
 2352 ; 50 копеек ; 1966 ;  ; Cu-Ni ; XF- ; 9 ; dr_markov ; 63 
 2353 ; 1 рубль ; 1989 ;  ; Cu-Ni ; AU ; 5 ; олег45 ; 179 
 2354 ; 1 рубль ; 1988 ;  ; Cu-Ni ; AU ; 3 ; MUPS ; 102 
 2355 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 45 ; dr_markov ; 423 
 2356 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 15 ; карат ; 218 
 2357 ; 1 рубль ; 1961 ;  ; Cu-Ni ; AU ; 12 ; dr_markov ; 176 
 2358 ; 50 копеек ; 1977 ;  ; Cu-Ni ; XF- ; 23 ; Yamilov ; 51 
 2359 ; 50 копеек ; 1979 ;  ; Cu-Ni ; XF ; 8 ; vivik ; 21 
 2360 ; 1 рубль ; 1985 ;  ; Cu-Ni ; XF+ ; 17 ; MUPS ; 122 
 2361 ; 50 копеек ; 1978 ;  ; Cu-Ni ; XF- ; 23 ; Statuetka ; 79 
 2362 ; 2 копейки ; 1965 ;  ; Cu-Zn ; Unc/AU ; 22 ; Taras58 ; 255 
 2363 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF+ ; 28 ; MUPS ; 306 
 2364 ; 5 копеек ; 1991 ; ЛМД ; Cu-Zn ; XF+ ; 2 ; мурзик74 ; 3 
 2365 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 58 ; лаботряс ; 732 
 2366 ; 15 копеек ; 1936 ;  ; Ni ; XF ; 18 ; ввп ; 152 
 2367 ; 5 копеек ; 1926 ;  ; Br ; VF-XF ; 28 ; ser18342588 ; 512 
 2368 ; 5 копеек ; 1929 ;  ; Br ; VF-XF ; 21 ; asadovoy ; 900 
 2369 ; 5 копеек ; 1935 ;  ; Br ; VF+ ; 30 ; ziko ; 1274 
 2370 ; 3 копейки ; 1940 ;  ; Br ; XF ; 4 ; voron-74-47 ; 30 
 2371 ; 3 копейки ; 1949 ;  ; Br ; VF-XF ; 7 ; RUS 78 ; 57 
 2372 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 3 ; лаботряс ; 41 
 2373 ; 20 копеек ; 1933 ;  ; Ni ; XF- ; 13 ; shknikolay ; 136 
 2374 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF ; 9 ; Oleg69 ; 101 
 2375 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 23 ; лаботряс ; 260 
 2276 ; 5 копеек ; 1974 ;  ; Cu-Zn ; XF ; 3 ; agno ; 21 
 2277 ; 3 копейки ; 1974 ;  ; Cu-Zn ; XF+ ; 7 ; Taras58 ; 42 
 2278 ; 2 копейки ; 1974 ;  ; Cu-Zn ; XF+ ; 1 ; vivik ; 2 
 2279 ; 1 копейка ; 1974 ;  ; Cu-Zn ; XF+ ; 13 ; vor0niko ; 20 
 2280 ; 1 рубль. Упаковка ; 1972 ;  ; Cu-Ni ; AU ; 44 ; svv ; 1019 
 2281 ; 50 копеек. Упаковка ; 1972 ;  ; Cu-Ni ; Unc/AU ; 20 ; svv ; 793 
 2282 ; 20 копеек. Упаковка ; 1972 ;  ; Cu-Ni ; Unc/AU ; 53 ; Хаа ; 6321 
 2283 ; 5 копеек. Упаковка ; 1972 ;  ; Cu-Zn ; Unc/AU ; 22 ; shknikolay ; 2040 
 2284 ; 20 копеек. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 24 ; Инвестор ; 714 
 2285 ; 15 копеек ; 1967 ;  ; Cu-Ni ; XF/AU ; 49 ; Инвестор ; 784 
 2286 ; 10 копеек ; 1967 ;  ; Cu-Ni ; XF/AU ; 45 ; Инвестор ; 684 
 2287 ; 5 копеек ; 1967 ;  ; Cu-Zn ; XF/AU ; 21 ; бонифаций ; 691 
 2288 ; 3 копейки ; 1967 ;  ; Cu-Zn ; XF/AU ; 24 ; Taras58 ; 178 
 2289 ; 50 копеек. Упаковка нарушена ; 1967 ;  ; Cu-Ni ; XF/AU ; 46 ; vel2010 ; 681 
 2290 ; 20 копеек. Упаковка нарушена ; 1967 ;  ; Cu-Ni ; XF/AU ; 51 ; Инвестор ; 716 
 2291 ; 15 копеек. Упаковка нарушена ; 1967 ;  ; Cu-Ni ; XF/AU ; 44 ; Инвестор ; 681 
 2292 ; 10 копеек. Упаковка нарушена ; 1967 ;  ; Cu-Ni ; XF/AU ; 44 ; Инвестор ; 669 
 2293 ; 5 копеек. Упаковка нарушена ; 1967 ;  ; Cu-Zn ; XF/AU ; 28 ; kop ; 612 
 2294 ; 1 рубль ; 1979 ;  ; Cu-Ni ; XF+ ; 48 ; порт ; 714 
 2295 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF ; 30 ; rtdmsm ; 601 
 2296 ; 1 рубль ; 1967 ;  ; Cu-Ni ; VF+ ; 23 ; Nva ; 237 
 2297 ; 1 копейка ; 1946 ;  ; Br ; AU ; 15 ; ivanovih ; 466 
 2298 ; 1 копейка ; 1941 ;  ; Br ; AU ; 27 ; novikoff12006 ; 703 
 2299 ; 1 копейка ; 1950 ;  ; Br ; AU ; 21 ; novikoff12006 ; 403 
 2300 ; 5 копеек ; 1973 ;  ; Cu-Zn ; VF- ; 20 ; Инвестор ; 308 
 2301 ; 15 копеек ; 1935 ;  ; Ni ; XF ; 11 ; ziko ; 310 
 2302 ; 1 рубль. Упаковка ; 1973 ;  ; Cu-Ni ; Unc ; 69 ; Churkow2012 ; 1122 
 2303 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 33 ; MUPS ; 238 
 2304 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 22 ; MUPS ; 206 
 2305 ; 50 копеек. Упаковка ; 1973 ;  ; Cu-Ni ; Unc/AU ; 30 ; svv ; 793 
 2306 ; 20 копеек ; 1961 ;  ; Cu-Ni ; XF ; 13 ; порт ; 40 
 2307 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 22 ; лаботряс ; 1247 
 2308 ; 5 копеек. Упаковка ; 1973 ;  ; Cu-Zn ; Unc/AU ; 16 ; sibons ; 567 
 2309 ; 50 копеек ; 1967 ;  ; Cu-Ni ; AU ; 24 ; Taras58 ; 1249 
 2310 ; 20 копеек ; 1967 ;  ; Cu-Ni ; AU ; 23 ; Инвестор ; 716 
 2311 ; 15 копеек ; 1967 ;  ; Cu-Ni ; AU ; 27 ; Инвестор ; 906 
 2312 ; 10 копеек ; 1967 ;  ; Cu-Ni ; XF/AU ; 26 ; Инвестор ; 661 
 2313 ; 5 копеек ; 1967 ;  ; Cu-Zn ; XF ; 39 ; kop ; 685 
 2314 ; 1 копейка ; 1938 ;  ; Br ; XF ; 5 ; epjhjd ; 57 
 2315 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF- ; 3 ; Repz ; 77 
 2316 ; 20 копеек ; 1944 ;  ; Ni ; XF- ; 13 ; Notgelder ; 164 
 2317 ; 50 копеек ; 1981 ;  ; Cu-Ni ; XF- ; 20 ; Ravin ; 26 
 2318 ; 50 копеек ; 1982 ;  ; Cu-Ni ; VF-XF ; 8 ; Yamilov ; 19 
 2319 ; 50 копеек ; 1984 ;  ; Cu-Ni ; XF ; 22 ; ask ; 99 
 2320 ; 50 копеек ; 1985 ;  ; Cu-Ni ; XF- ; 5 ; Ravin ; 8 
 2321 ; 50 копеек ; 1987 ;  ; Cu-Ni ; XF+ ; 12 ; Malosar ; 47 
 2322 ; 5 копеек ; 1930 ;  ; Br ; VF ; 24 ; лис777 ; 44 
 2323 ; 1 рубль ; 1975 ;  ; Cu-Ni ; XF+ ; 63 ; Isay ; 542 
 2324 ; 50 копеек ; 1965 ;  ; Cu-Ni ; XF ; 42 ; лаботряс ; 412 
 2325 ; 50 копеек ; 1968 ;  ; Cu-Ni ; VF+ ; 46 ; мурзик74 ; 51 
 2226 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF+ ; 20 ; jimmysu ; 255 
 2227 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 34 ; antiquar ; 582 
 2228 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 13 ; antiquar ; 508 
 2229 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 25 ; ArCan ; 357 
 2230 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 27 ; ArCan ; 2550 
 2231 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 19 ; Oleg69 ; 701 
 2232 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 7 ; Owl ; 2256 
 2233 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 18 ; Калуга ; 773 
 2234 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 48 ; ryber ; 1721 
 2235 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; AU ; 26 ; MaxiMaxi ; 510 
 2236 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 22 ; ArCan ; 872 
 2237 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 42 ; vrncoins ; 1820 
 2238 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 29 ; sparrow ; 352 
 2239 ; 3 рубля ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 30 ; Owl ; 2244 
 2240 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 63 ; Owl ; 2501 
 2241 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 19 ; Александр007 ; 599 
 2242 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 36 ; Mahfey ; 2807 
 2243 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 32 ; igniss ; 1328 
 2244 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 16 ; Хаа ; 3572 
 2245 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; AU ; 19 ; ОМОН10 ; 506 
 2246 ; 3 рубля ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 13 ; мотыль ; 2864 
 2247 ; 3 рубля ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 35 ; ryber ; 1683 
 2248 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 22 ; ipax ; 279 
 2249 ; 3 рубля ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 17 ; мотыль ; 3400 
 2250 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 40 ; makcump ; 1532 
 2251 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 32 ; ryber ; 1457 
 2252 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 14 ; ardgir ; 118 
 2253 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 23 ; Owl ; 969 
 2254 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 17 ; vrncoins ; 969 
 2255 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 13 ; шахтер-61 ; 503 
 2256 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 18 ; Max.2014 ; 576 
 2257 ; 1 рубль ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 30 ; urraf ; 1067 
 2258 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 20 ; ryber ; 1533 
 2259 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 30 ; Sky2 ; 1380 
 2260 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 56 ; urraf ; 2425 
 2261 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 21 ; sotnik ; 1134 
 2262 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 69 ; urraf ; 2600 
 2263 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 31 ; sotnik ; 1271 
 2264 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 35 ; sotnik ; 1281 
 2265 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 14 ; jimmysu ; 255 
 2266 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 21 ; makcump ; 867 
 2267 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Unc ; 17 ; лаботряс ; 94 
 2268 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Unc ; 17 ; werespider ; 153 
 2269 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 17 ; igniss ; 334 
 2270 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 22 ; igniss ; 334 
 2271 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 6 ; Калуга ; 153 
 2272 ; 1 рубль ; 1974 ;  ; Cu-Ni ; AU ; 68 ; Isay ; 744 
 2273 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 11 ; vel2010 ; 101 
 2274 ; 20 копеек ; 1974 ;  ; Cu-Ni ; AU ; 30 ; ArCan ; 1416 
 2275 ; 10 копеек ; 1974 ;  ; Cu-Ni ; AU ; 7 ; Taras58 ; 57 
 2176 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 10 ; jimmysu ; 178 
 2177 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 19 ; igniss ; 143 
 2178 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 19 ; cash ; 125 
 2179 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 23 ; Пермячок ; 140 
 2180 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 31 ; ryber ; 1777 
 2181 ; 3 рубля ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 19 ; мотыль ; 2063 
 2182 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 27 ; nisni ; 1786 
 2183 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 33 ; ryber ; 1869 
 2184 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 19 ; ryber ; 1627 
 2185 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 11 ; ArCan ; 556 
 2186 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 28 ; мотильда ; 120 
 2187 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 13 ; мотильда ; 123 
 2188 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 13 ; igniss ; 137 
 2189 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 23 ; Sidius ; 107 
 2190 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 27 ; Rober ; 152 
 2191 ; 1 рубль. В пластиковой капсуле ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 15 ; Rober ; 138 
 2192 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 24 ; ArCan ; 375 
 2193 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 18 ; makcump ; 370 
 2194 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 18 ; Sky2 ; 592 
 2195 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 35 ; Александр007 ; 998 
 2196 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 13 ; alexadm ; 567 
 2197 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Unc ; 29 ; avstraliez2 ; 2244 
 2198 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Unc ; 17 ; MaxiMaxi ; 501 
 2199 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 25 ; sparrow ; 291 
 2200 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 19 ; nisni ; 722 
 2201 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 21 ; Alexis ; 677 
 2202 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 21 ; sparrow ; 319 
 2203 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 29 ; Max.2014 ; 822 
 2204 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 31 ; makcump ; 790 
 2205 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 9 ; шахтер-61 ; 510 
 2206 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 19 ; alexadm ; 416 
 2207 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 15 ; ryber ; 599 
 2208 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Unc ; 17 ; Oleht ; 319 
 2209 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 35 ; Александр007 ; 835 
 2210 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Unc ; 23 ; t_v_v ; 818 
