 3207 ; Бона иностранная ;  ;  ;  ;  ; 34 ; бездельник22 ; 204 
 854 ; Копейка ; 1533-1584 ; Иван IV Васильевич. Псковский  ; Ag ; F ; 5 ; Arkhangel ; 44 
 855 ; Монета допетровская ;  ;  ; Ag ; F ; 3 ; kladoiskatel ; 31 
 856 ; Копейка ; 1613-1645 ; Михаил Федорович Московский де ; Ag ; F ; 25 ; kladoiskatel ; 31 
 857 ; Копейка ; после 1696 ; Петр Алексеевич  ; Ag ; F+ ; 23 ; Bayun48 ; 60 
 490 ; Копейка ; 1840 ; ЕМ  ; Cu ; F-VF ; 8 ; ved ; 101 
 491 ; Копейка ; 1840 ; СМ  ; Cu ; F+ ; 37 ; alyans-met ; 128 
 492 ; Копейка ; 1841 ; ЕМ  ; Cu ; F+ ; 46 ; alyans-met ; 150 
 493 ; Копейка ; 1842 ; ЕМ  ; Cu ; F-VF ; 88 ; alyans-met ; 479 
 494 ; Копейка ; 1843 ; ЕМ  ; Cu ; VF- ; 49 ; alyans-met ; 320 
 495 ; Копейка ; 1844 ; СМ  ; Cu ; F+ ; 69 ; lvl555 ; 211 
 496 ; Копейка ; 1852 ; ЕМ  ; Cu ; VF- ; 53 ; o.k. ; 159 
 497 ; Копейка ; 1853 ; ЕМ  ; Cu ; F-VF ; 74 ; alyans-met ; 192 
 498 ; Копейка ; 1854 ; ЕМ  ; Cu ; F-VF ; 16 ; 121974 ; 101 
 499 ; Копейка ; 1856 ; ЕМ  ; Cu ; F+ ; 31 ; хруст ; 93 
 500 ; Копейка ; 1858 ; ЕМ  ; Cu ; VF- ; 50 ; alyans-met ; 218 
 501 ; Копейка ; 1859 ; ЕМ Корона шире  ; Cu ; F+ ; 50 ; lvl555 ; 253 
 502 ; Копейка ; 1863 ; ЕМ  ; Cu ; F+ ; 55 ; alyans-met ; 147 
 503 ; Копейка ; 1872 ; ЕМ  ; Cu ; VF+ ; 53 ; zorge10 ; 351 
 504 ; Копейка ; 1897 ; СПБ  ; Cu ; VF ; 17 ; oxana ; 90 
 505 ; Копейка ; 1898 ; СПБ  ; Cu ; F-VF ; 32 ; oxana ; 46 
 506 ; Копейка ; 1899 ; СПБ  ; Cu ; F ; 13 ; oxana ; 32 
 507 ; Копейка ; 1901 ; СПБ  ; Cu ; F-VF ; 13 ; mag ; 41 
 508 ; Копейка ; 1903 ; СПБ  ; Cu ; F-VF ; 9 ; mag ; 32 
 509 ; Копейка ; 1904 ; СПБ  ; Cu ; VF+ ; 26 ; mag ; 67 
 510 ; Копейка ; 1905 ; СПБ  ; Cu ; F-VF ; 23 ; Poiuyt ; 33 
 511 ; Копейка ; 1908 ; СПБ  ; Cu ; VF- ; 28 ; nikolay ; 77 
 512 ; Копейка ; 1909 ; СПБ  ; Cu ; F ; 10 ; kladoiskatel ; 32 
 513 ; Копейка ; 1911 ; СПБ  ; Cu ; VF- ; 29 ; mag ; 45 
 514 ; Копейка ; 1912 ; СПБ  ; Cu ; F-VF ; 12 ; alex995 ; 31 
 515 ; Копейка ; 1913 ; СПБ  ; Cu ; VF-XF ; 36 ; sergfokin ; 67 
 516 ; Копейка ; 1914 ; СПБ  ;  ; XF ; 42 ; sergfokin ; 51 
 517 ; Копейка ; 1915 ;  ;  ; XF+ ; 22 ; oxana ; 37 
 518 ; Денга ; 1731 ;  ; Cu ; F-VF ; 21 ; zxc55 ; 53 
 519 ; Денга ; 1736 ;  ; Cu ; F-VF ; 14 ; zxc55 ; 82 
 520 ; Денга ; 1737 ;  ; Cu ; F-VF ; 24 ; asgard ; 56 
 521 ; Денга ; 1739 ;  ; Cu ; VF- ; 22 ; marsel ; 72 
 522 ; Денга ; 1740 ;  ; Cu ; VF- ; 38 ; alyans-met ; 184 
 523 ; Денга ; 1741 ;  ; Cu ; F-VF ; 29 ; o.k. ; 157 
 524 ; Денга ; 1746? ;  ; Cu ; F+ ; 54 ; suhoi ; 105 
 525 ; Денга ; 1748 ;  ; Cu ; F-VF ; 28 ; ved ; 58 
 526 ; Денга ; 1748 ;  ; Cu ; F-VF ; 9 ; gelind ; 62 
 527 ; Денга ; 1749 ;  ; Cu ; F-VF ; 32 ; хруст ; 70 
 528 ; Денга ; 1750 ;  ; Cu ; F+ ; 28 ; alyans-met ; 129 
 529 ; Денга ; 1751 ;  ; Cu ; F-VF ; 39 ; lvl555 ; 82 
 530 ; Денга ; 1757? ;  ; Cu ; F+ ; 10 ; VR62 ; 38 
 531 ; Денга ; 1760 ;  ; Cu ; F-VF ; 16 ; o.k. ; 203 
 532 ; Денга ; 1766 ; ЕМ  ; Cu ; F ; 27 ; VR62 ; 50 
 533 ; Денга (Петров-2р) ; 1767 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 21 ; lvl555 ; 334 
 534 ; Денга ; 1773 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 29 ; А25 ; 1020 
 535 ; Денга ; 1776 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 27 ; lvl555 ; 468 
 536 ; Денга (Петров-2,5р) ; 1779 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 40 ; Alex22D ; 2040 
 537 ; Деньга ; 1819 ; ЕМ НМ  ; Cu ; F ; 24 ; Lеnin ; 161 
 538 ; Деньга ; 1827? ; ЕМ ИК  ; Cu ; F ; 20 ; KKK ; 46 
 539 ; 1/2 копейки ; 1840 ; ЕМ  ; Cu ; VF- ; 34 ; Гурий ; 151 
 440 ; 2 копейки ; 1799 ; ЕМ  ; Cu ; VF- ; 3 ; 59 ; 209 
 441 ; 2 копейки ; 1800 ; ЕМ  ; Cu ; F+ ; 68 ; хруст ; 161 
 442 ; 2 копейки ; 1800 ; КМ  ; Cu ; F-VF ; 35 ; evgenijzhuk ; 816 
 443 ; 2 копейки ; 1801 ; ЕМ  ; Cu ; VF- ; 1 ; Luidor ; 400 
 444 ; 2 копейки ; 1810 ; ЕМ НМ  ; Cu ; VF- ; 22 ; piter_k ; 498 
 445 ; 2 копейки ; 1810 ; ЕМ НМ  ; Cu ; F-VF ; 18 ; Blagorodie ; 178 
 446 ; 2 копейки ; 1810 ; ЕМ НМ  ; Cu ; F-VF ; 18 ; кабан ; 232 
 447 ; 2 копейки ; 1811 ; ЕМ НМ  ; Cu ; F-VF ; 50 ; tron ; 116 
 448 ; 2 копейки ; 1811 ; СПБ ПС  ; Cu ; F-VF ; 64 ; alyans-met ; 162 
 449 ; 2 копейки ; 1812 ; ЕМ НМ  ; Cu ; VF- ; 50 ; tron ; 145 
 450 ; 2 копейки ; 1814 ; КМ АМ  ; Cu ; VF- ; 45 ; кабан ; 555 
 451 ; 2 копейки ; 1815 ; ЕМ НМ  ; Cu ; F-VF ; 14 ; o.k. ; 47 
 452 ; 2 копейки ; 1817 ; ЕМ НМ  ; Cu ; F-VF ; 56 ; alyans-met ; 140 
 453 ; 2 копейки ; 1819 ; КМ АД  ; Cu ; VF- ; 45 ; solder13 ; 335 
 454 ; 2 копейки ; 1822 ; ЕМ ФГ  ; Cu ; F-VF ; 68 ; alyans-met ; 128 
 455 ; 2 копейки ; 1825 ; ЕМ ПГ  ; Cu ; F+ ; 25 ; jef688 ; 43 
 456 ; 2 копейки ; 1827 ; ЕМ ИК  ; Cu ; F+ ; 54 ; alyans-met ; 140 
 457 ; 2 копейки ; 1810-1839 ;  ; Cu ; F+ ; 66 ; piter_k ; 121 
 458 ; 2 копейки ; 1837 ; ЕМ НА  ; Cu ; F+ ; 11 ; alexey_s ; 72 
 459 ; 2 копейки ; 1840 ; ЕМ  ; Cu ; F+ ; 44 ; alyans-met ; 150 
 460 ; 2 копейки ; 1842 ; ЕМ  ; Cu ; F+ ; 65 ; alyans-met ; 273 
 461 ; 2 копейки ; 1843 ; ЕМ  ; Cu ; VF/VF+ ; 64 ; Gop ; 1019 
 462 ; 2 копейки ; 1860 ; ЕМ  ; Cu ; VF ; 16 ; Dмитрий ; 553 
 463 ; 2 копейки ; 1861 ; ЕМ  ; Cu ; F-VF ; 17 ; Poiuyt ; 166 
 464 ; 2 копейки ; 1862 ; ЕМ  ; Cu ; F-VF ; 75 ; alyans-met ; 250 
 465 ; 2 копейки ; 1867 ; ЕМ  ; Cu ; VF ; 58 ; alisa ; 386 
 466 ; 2 копейки ; 1868 ; ЕМ  ; Cu ; VF- ; 55 ; piter_k ; 255 
 467 ; 2 копейки ; 1870 ; ЕМ  ; Cu ; F+ ; 73 ; alyans-met ; 156 
 468 ; 2 копейки ; 1875 ; ЕМ  ; Cu ; F ; 58 ; alyans-met ; 128 
 469 ; 2 копейки ; 1878 ; СПБ  ; Cu ; VF- ; 37 ; val211 ; 561 
 470 ; 2 копейки ; 1909 ; СПБ  ; Cu ; F-VF ; 11 ; ved ; 25 
 471 ; 2 копейки ; 1914 ; СПБ  ; Cu ; F-VF ; 20 ; mag ; 45 
 472 ; 2 копейки ; 1915 ;  ; Cu ; F+ ; 13 ; хруст ; 35 
 473 ; Копейка ; 1709 ; БК  ; Cu ; F+ ; 23 ; o.k. ; 667 
 474 ; "Копейка ""Сибирь""" ; 18 век ;  ; Cu ; F-VF ; 36 ; von_Schwarz ; 265 
 475 ; Копейка ; 1760 ;  ; Cu ; F-VF ; 27 ; alexey_s ; 124 
 476 ; Копейка ; 1768 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 13 ; sinisha ; 514 
 477 ; Копейка ; 1769 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 21 ; Alex22D ; 1530 
 478 ; Копейка ; 1771 ; "КМ ""Сибирь"" " ; Cu ; F-VF ; 14 ; Mike! ; 453 
 479 ; Копейка ; 1773 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 14 ; o.k. ; 906 
 480 ; Копейка ; 1775 ; "КМ ""Сибирь"" " ; Cu ; F ; 21 ; nikolay ; 392 
 481 ; Копейка ; 1777 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 12 ; spektr ; 554 
 482 ; Копейка ; 1799 ; ЕМ  ; Cu ; F+ ; 44 ; lvl555 ; 141 
 483 ; Копейка ; 1800 ; ЕМ  ; Cu ; F-VF ; 7 ; 121974 ; 104 
 484 ; Копейка ; 1801 ; ЕМ  ; Cu ; VF- ; 9 ; Luidor ; 459 
 485 ; Копейка ; 1810-е гг ;  ; Cu ; F-VF ; 8 ; koga ; 114 
 486 ; Копейка ; 1819 ; КМ АД  ; Cu ; F-VF ; 22 ; alyans-met ; 300 
 487 ; Копейка ; 1828 ; КМ АМ  ; Cu ; F-VF ; 15 ; Маша-растеряша ; 423 
 488 ; Копейка ; 1829 ; ЕМ ИК  ; Cu ; VF- ; 15 ; кабан ; 335 
 489 ; Копейка ; 1839 ; СМ  ; Cu ; VF ; 32 ; Глол ; 3060 
 390 ; 5 копеек ; 1791 ; АМ  ; Cu ; F-VF ; 29 ; win.gradoff ; 612 
 391 ; 5 копеек ; 1791 ; КМ  ; Cu ; VF- ; 31 ; alyans-met ; 1563 
 392 ; 5 копеек ; 1792 ; ЕМ  ; Cu ; VF- ; 32 ; skir ; 370 
 393 ; 5 копеек ; 1793 ; ЕМ  ; Cu ; VF- ; 42 ; alyans-met ; 500 
 394 ; 5 копеек ; 1794 ; ЕМ  ; Cu ; VF- ; 42 ; VR62 ; 376 
 395 ; 5 копеек ; 1795 ; ЕМ  ; Cu ; VF+ ; 21 ; alyans-met ; 573 
 396 ; 5 копеек ; 1796 ; ЕМ  ; Cu ; VF- ; 38 ; o.k. ; 667 
 397 ; 5 копеек ; 1796 ; АМ  ; Cu ; VF- ; 27 ; nikolay ; 509 
 398 ; 5 копеек ; 1803 ; ЕМ  ; Cu ; VF- ; 11 ; партизан ; 1790 
 399 ; 5 копеек ; 1803 ; ЕМ  ; Cu ; F-VF ; 22 ; dnepr1984 ; 1216 
 400 ; 5 копеек ; 1807 ; ЕМ  ; Cu ; VF+ ; 75 ; Gop ; 4087 
 401 ; 5 копеек ; 1831 ; ЕМ ФХ  ; Cu ; F+ ; 30 ; von_Schwarz ; 120 
 402 ; 5 копеек ; 1832 ; ЕМ ФХ  ; Cu ; F+ ; 18 ; VEU3 ; 55 
 403 ; 5 копеек ; 1833 ; ЕМ ФХ  ; Cu ; F-VF ; 5 ; VR62 ; 40 
 404 ; 5 копеек ; 1836 ; ЕМ ФХ  ; Cu ; F-VF ; 76 ; VEU3 ; 312 
 405 ; 5 копеек ; 1837 ; СМ  ; Cu ; F+ ; 38 ; lvl555 ; 1134 
 406 ; 5 копеек ; 1875 ; ЕМ  ; Cu ; F+ ; 50 ; хруст ; 160 
 407 ; 5 копеек ; 1876 ; ЕМ  ; Cu ; F ; 44 ; alyans-met ; 500 
 408 ; 5 копеек ; 1877 ; СПБ  ; Cu ; VF+ ; 54 ; PolAn ; 1179 
 409 ; 5 копеек ; 1878 ; СПБ  ; Cu ; F ; 16 ; хруст ; 53 
 410 ; 3 копейки ; 1840 ; ЕМ  ; Cu ; F-VF ; 40 ; lvl555 ; 246 
 411 ; 3 копейки ; 1841 ; СПМ  ; Cu ; VF ; 8 ; o.k. ; 846 
 412 ; 3 копейки ; 1842 ; ЕМ  ; Cu ; F ; 37 ; Blagorodie ; 306 
 413 ; 3 копейки ; 1843 ; ЕМ  ; Cu ; F+ ; 35 ; alyans-met ; 236 
 414 ; 3 копейки ; 1844 ; ЕМ  ; Cu ; F+ ; 65 ; lvl555 ; 306 
 415 ; 3 копейки ; 1862 ; ЕМ  ; Cu ; VF- ; 60 ; alisa ; 653 
 416 ; 3 копейки ; 1867 ; ЕМ  ; Cu ; VF ; 75 ; А25 ; 2267 
 417 ; 3 копейки ; 1870 ; ЕМ  ; Cu ; F ; 18 ; хруст ; 50 
 418 ; 3 копейки ; 1900 ; СПБ  ; Cu ; VF+ ; 66 ; den_ff ; 455 
 419 ; 3 копейки ; 1904 ; СПБ  ; Cu ; F-VF ; 43 ; evgenijzhuk ; 75 
 420 ; 3 копейки ; 1906 ; СПБ  ; Cu ; VF- ; 62 ; solder13 ; 231 
 421 ; 3 копейки ; 1911 ; СПБ  ; Cu ; VF+ ; 6 ; den_ff ; 148 
 422 ; 3 копейки ; 1915 ;  ; Cu ; XF- ; 20 ; alexey_s ; 86 
 423 ; 3 копейки ; 1915 ;  ; Cu ; VF-XF ; 21 ; marsel ; 92 
 424 ; 3 копейки ; 1916 ;  ; Cu ; VF- ; 12 ; хруст ; 94 
 425 ; 2 копейки ; 1757 ; Номинал под гербом  ; Cu ; F-VF ; 5 ; акча ; 204 
 426 ; 2 копейки ; 1757? ; Номинал под гербом  ; Cu ; F ; 8 ; хруст ; 40 
 427 ; 2 копейки ; 1758 ;  ; Cu ; F-VF ; 5 ; o.k. ; 141 
 428 ; 2 копейки ; 1758 ;  ; Cu ; F ; 4 ; хруст ; 50 
 429 ; 2 копейки ; 1757 ; Гурт надп. Екатер.  ; Cu ; F+ ; 45 ; ANK ; 408 
 430 ; 2 копейки ; 1759 ;  ; Cu ; F-VF ; 16 ; o.k. ; 302 
 431 ; 2 копейки ; 1764 ; ММ  ; Cu ; VF- ; 81 ; Глол ; 5938 
 432 ; 2 копейки ; 1766 ; ММ  ; Cu ; F+ ; 40 ; alyans-met ; 300 
 433 ; 2 копейки ; 1769 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 20 ; lvl555 ; 765 
 434 ; 2 копейки ; 1770? ; ЕМ  ; Cu ; F+ ; 12 ; хруст ; 57 
 435 ; 2 копейки ; 1771 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 18 ; dnepr1984 ; 803 
 436 ; 2 копейки ; 1797 ; ЕМ  ; Cu ; F-VF ; 32 ; alyans-met ; 114 
 437 ; 2 копейки ; 1797 ; АМ  ; Cu ; F+ ; 70 ; alyans-met ; 150 
 438 ; 2 копейки ; 1798 ; ЕМ  ; Cu ; VF+ ; 36 ; Sky2 ; 416 
 439 ; 2 копейки. Перегравировка штемпеля из 1797г ; 1798 ; АМ  ; Cu ; F-VF ; 63 ; alyans-met ; 809 
 151 ; 5 копеек ; 1884 ; СПБ АГ  ; Ag ; VF ; 10 ; Blagorodie ; 261 
 152 ; 5 копеек ; 1884 ; СПБ АГ  ; Ag ; VF+ ; 3 ; Олег33 ; 271 
 153 ; 5 копеек ; 1887 ; СПБ АГ  ; Ag ; XF+ ; 39 ; 61К ; 1692 
 154 ; 5 копеек ; 1888 ; СПБ АГ  ; Ag ; XF+ ; 28 ; max7421 ; 714 
 155 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; AU ; 24 ; 61К ; 1614 
 156 ; 5 копеек ; 1890 ; СПБ АГ  ; Ag ; VF-XF ; 35 ; джон007 ; 303 
 157 ; 5 копеек ; 1891 ; СПБ АГ  ; Ag ; XF+ ; 11 ; hjk1974 ; 500 
 158 ; 5 копеек ; 1892 ; СПБ АГ  ; Ag ; VF-XF ; 19 ; swoon ; 261 
 159 ; 5 копеек ; 1893 ; СПБ АГ  ; Ag ; VF- ; 28 ; alyans-met ; 165 
 160 ; 5 копеек ; 1901 ; СПБ ФЗ  ; Ag ; AU ; 55 ; hjk1974 ; 918 
 161 ; 5 копеек ; 1902 ; СПБ АР  ; Ag ; AU ; 46 ; lege ; 1734 
 162 ; 5 копеек ; 1903 ; СПБ АР  ; Ag ; VF ; 25 ; alyans-met ; 212 
 163 ; 5 копеек ; 1905 ; СПБ АР  ; Ag ; XF ; 15 ; hjk1974 ; 327 
 164 ; 5 копеек ; 1905 ; СПБ АР  ; Ag ; F-VF ; 26 ; alyans-met ; 164 
 165 ; 5 копеек ; 1911 ; СПБ ЭБ  ; Ag ; AU ; 28 ; Даймлер ; 816 
 166 ; 5 злотых ; 1832 ; KG Польша  ; Ag ; VF+ ; 77 ; leo 2 ; 12443 
 167 ; 10 грошей ; 1840 ; MW Рус.-Пол.  ; Ag ; VF- ; 56 ; ЮМК ; 336 
 168 ; 50 пенни ; 1916 ; S Финляндия  ; Ag ; AU ; 34 ; kladoiskatel ; 214 
 169 ; 50 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 32 ; choldon ; 313 
 170 ; 25 пенни ; 1916 ; S Финляндия  ; Ag ; AU ; 16 ; rizovtpl ; 172 
 171 ; 25 пенни ; 1917 ; S Финляндия. Без короны  ; Ag ; AU ; 31 ; kladoiskatel ; 236 
 361 ; 10 копеек ; 1776 ; "КМ ""Сибирь"" " ; Cu ; VF- ; 42 ; airatkzn ; 6633 
 362 ; 10 копеек ; 1780 ; "КМ ""Сибирь"" " ; Cu ; VF+ ; 92 ; 751 ; 13926 
 363 ; 10 копеек ; 1837 ; ЕМ КТ  ; Cu ; F-VF ; 59 ; alisa ; 2600 
 364 ; 10 копеек ; 1838 ; ЕМ НА  ; Cu ; F ; 101 ; koga ; 643 
 365 ; 5 копеек (Петров-1р, Ильин-1р) ; 1759 ; ММ  ; Cu ; VF- ; 19 ; o.k. ; 1080 
 366 ; 5 копеек ; 1763 ; СПМ  ; Cu ; VF- ; 33 ; xabib ; 809 
 367 ; 5 копеек ; 1764 ; ММ  ; Cu ; F-VF ; 67 ; xabib ; 612 
 368 ; 5 копеек ; 1765 ; СМ  ; Cu ; F-VF ; 48 ; Глол ; 2367 
 369 ; 5 копеек ; 1768 ; ЕМ  ; Cu ; VF- ; 26 ; Гурий ; 255 
 370 ; 5 копеек ; 1769 ; ЕМ  ; Cu ; VF- ; 13 ; 59 ; 255 
 371 ; 5 копеек ; 1770 ; ЕМ  ; Cu ; F-VF ; 42 ; xelbot ; 399 
 372 ; 5 копеек ; 1771 ; ЕМ  ; Cu ; VF+ ; 8 ; den_ff ; 406 
 373 ; 5 копеек ; 1772 ; ЕМ  ; Cu ; VF- ; 61 ; Omar ; 330 
 374 ; 5 копеек ; 1776 ; ЕМ  ; Cu ; VF ; 12 ; Omar ; 390 
 375 ; 5 копеек ; 1777 ; ЕМ  ; Cu ; F-VF ; 24 ; Omar ; 255 
 376 ; 5 копеек ; 1778 ; ЕМ  ; Cu ; F-VF ; 105 ; Omar ; 279 
 377 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; VF ; 1 ; zbig ; 350 
 378 ; 5 копеек ; 1779 ; ЕМ  ; Cu ; F-VF ; 13 ; Omar ; 306 
 379 ; 5 копеек ; 1780 ; ЕМ  ; Cu ; VF- ; 14 ; Peugene ; 308 
 380 ; 5 копеек ; 1781 ; ЕМ  ; Cu ; F-VF ; 59 ; zxc55 ; 286 
 381 ; 5 копеек ; 1782 ; ЕМ  ; Cu ; F-VF ; 52 ; Omar ; 204 
 382 ; 5 копеек ; 1783 ; ЕМ  ; Cu ; F-VF ; 26 ; dnepr1984 ; 189 
 383 ; 5 копеек ; 1784 ; ЕМ  ; Cu ; VF- ; 24 ; Poiuyt ; 215 
 384 ; 5 копеек ; 1785 ; ЕМ  ; Cu ; VF- ; 6 ; slav_1962 ; 204 
 385 ; 5 копеек ; 1785 ; КМ  ; Cu ; F-VF ; 38 ; 59 ; 777 
 386 ; 5 копеек ; 1787 ; ЕМ  ; Cu ; F-VF ; 20 ; koga ; 281 
 387 ; 5 копеек ; 1788 ; ЕМ  ; Cu ; VF- ; 12 ; Peugene ; 306 
 388 ; 5 копеек ; 1788 ; ММ  ; Cu ; F-VF ; 28 ; xabib ; 510 
 389 ; 5 копеек ; 1789 ; ЕМ  ; Cu ; VF- ; 14 ; dnepr1984 ; 227 
 101 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF-XF ; 17 ; kladoiskatel ; 102 
 102 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; AU ; 47 ; 61К ; 1836 
 103 ; 15 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF- ; 21 ; кабан ; 137 
 104 ; 15 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF+ ; 15 ; fenya ; 81 
 105 ; 15 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF+ ; 5 ; kladoiskatel ; 102 
 106 ; 15 копеек ; 1913 ; СПБ ВС  ; Ag ; XF ; 5 ; dimon46 ; 90 
 107 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; AU ; 42 ; kladoiskatel ; 105 
 108 ; 15 копеек ; 1914 ; СПБ ВС  ; Ag ; VF+ ; 26 ; alexey_s ; 78 
 109 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 26 ; sergfokin ; 138 
 110 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 34 ; kladoiskatel ; 138 
 111 ; 15 копеек ; 1915 ; ВС  ; Ag ; XF- ; 35 ; джон007 ; 80 
 112 ; 15 копеек ; 1915 ; ВС  ; Ag ; AU ; 19 ; kladoiskatel ; 104 
 113 ; 15 копеек ; 1916 ; ВС  ; Ag ; XF- ; 12 ; atas ; 130 
 114 ; 15 копеек. Осака ; 1916 ;  ; Ag ; AU ; 35 ; xelbot ; 1030 
 115 ; Гривенник. Отверстие 12 часов ; 1746 ;  ; Ag ; F+ ; 6 ; Конрос бид 32 ; 428 
 116 ; Гривенник ; 1751 ;  ; Ag ; VF- ; 58 ; alisa ; 3257 
 117 ; Гривенник ; 1774 ; СПБ TI  ; Ag ; VF ; 91 ; 61К ; 8941 
 118 ; Гривенник ; 1779 ; СПБ  ; Ag ; F-VF ; 66 ; ЮМК ; 3087 
 119 ; 10 копеек ; 1840 ; СПБ НГ  ; Ag ; F+ ; 64 ; alisa ; 3022 
 120 ; 10 копеек ; 1845 ; СПБ КБ  ; Ag ; F-VF ; 50 ; AleXX ; 541 
 121 ; 10 копеек ; 1861 ; СПБ  ; Ag ; XF+ ; 33 ; 61К ; 1523 
 122 ; 10 копеек ; 1878 ; СПБ НФ  ; Ag ; F-VF ; 25 ; spektr ; 356 
 123 ; 10 копеек ; 1880 ; СПБ НФ  ; Ag ; VF-XF/VF+ ; 56 ; 61К ; 4970 
 124 ; 10 копеек ; 1890 ; СПБ АГ  ; Ag ; VF- ; 34 ; А25 ; 279 
 125 ; 10 копеек ; 1901 ; СПБ ФЗ  ; Ag ; F ; 18 ; кабан ; 78 
 126 ; 10 копеек ; 1902 ; СПБ АР  ; Ag ; F+ ; 7 ; alyans-met ; 114 
 127 ; 10 копеек ; 1903 ; СПБ АР  ; Ag ; F-VF ; 18 ; alyans-met ; 218 
 128 ; 10 копеек ; 1904 ; СПБ АР  ; Ag ; F-VF ; 17 ; alyans-met ; 135 
 129 ; 10 копеек ; 1905 ; СПБ АР  ; Ag ; F-VF ; 27 ; alyans-met ; 203 
 130 ; 10 копеек ; 1907 ; СПБ ЭБ  ; Ag ; VF- ; 38 ; кабан ; 130 
 131 ; 10 копеек ; 1908 ; СПБ ЭБ  ; Ag ; VF- ; 24 ; kladoiskatel ; 65 
 132 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; XF+ ; 50 ; hjk1974 ; 155 
 133 ; 10 копеек ; 1909 ; СПБ ЭБ  ; Ag ; VF+ ; 17 ; кабан ; 148 
 134 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; XF+ ; 23 ; baz1960 ; 140 
 135 ; 10 копеек ; 1910 ; СПБ ЭБ  ; Ag ; VF+ ; 13 ; alyans-met ; 227 
 136 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; AU ; 17 ; hjk1974 ; 521 
 137 ; 10 копеек ; 1911 ; СПБ ЭБ  ; Ag ; VF-XF ; 31 ; kladoiskatel ; 113 
 138 ; 10 копеек ; 1912 ; СПБ ЭБ  ; Ag ; XF ; 20 ; mag ; 129 
 139 ; 10 копеек ; 1913 ; СПБ ВС  ; Ag ; XF- ; 18 ; kladoiskatel ; 92 
 140 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 33 ; fenya ; 100 
 141 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; VF-XF ; 21 ; Mike! ; 91 
 142 ; 10 копеек ; 1914 ; СПБ ВС  ; Ag ; XF+ ; 31 ; dimon46 ; 98 
 143 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU ; 12 ; kladoiskatel ; 82 
 144 ; 10 копеек ; 1915 ; ВС  ; Ag ; XF+ ; 25 ; fenya ; 90 
 145 ; 10 копеек ; 1915 ; ВС  ; Ag ; AU ; 13 ; kladoiskatel ; 102 
 146 ; 10 копеек ; 1915 ; ВС  ; Ag ; XF ; 12 ; kladoiskatel ; 92 
 147 ; 10 копеек. Осака ; 1916 ;  ; Ag ; AU ; 71 ; Конрос бид 32 ; 1926 
 148 ; 10 копеек ; 1917 ; ВС  ; Ag ; AU ; 52 ; sinisha ; 2593 
 149 ; 5 копеек ; 1845 ; СПБ КБ  ; Ag ; VF-XF ; 46 ; Чичибан ; 1737 
 150 ; 5 копеек ; 1850 ; СПБ ПА  ; Ag ; VF+ ; 21 ; AAE2006 ; 1530 
 51 ; 20 копеек ; 1868 ; СПБ HI  ; Ag ; F-VF ; 52 ; alyans-met ; 284 
 52 ; 20 копеек ; 1869 ; СПБ HI  ; Ag ; VF+ ; 8 ; Олег33 ; 385 
 53 ; 20 копеек ; 1869 ; СПБ HI  ; Ag ; F+ ; 54 ; alyans-met ; 230 
 54 ; 20 копеек ; 1870 ; СПБ HI  ; Ag ; F+ ; 20 ; alyans-met ; 138 
 55 ; 20 копеек ; 1871 ; СПБ HI  ; Ag ; F-VF ; 42 ; papa3 ; 124 
 56 ; 20 копеек ; 1871 ; СПБ HI  ; Ag ; VF- ; 30 ; alyans-met ; 160 
 57 ; 20 копеек ; 1873 ; СПБ HI  ; Ag ; F+ ; 18 ; alyans-met ; 130 
 58 ; 20 копеек ; 1876 ; СПБ HI  ; Ag ; F-VF ; 58 ; alyans-met ; 120 
 59 ; 20 копеек ; 1877 ; СПБ HI  ; Ag ; F+ ; 62 ; spektr ; 270 
