 3241 ; Бона иностранная ;  ;  ;  ;  ; 38 ; кузин ; 171 
 538 ; Копейка ; 1840 ; ЕМ ; Cu ; VF+ ; 14 ; volod ; 155 
 539 ; Копейка ; 1840 ; ЕМ ; Cu ; F-VF ; 31 ; vitapool ; 55 
 540 ; Копейка ; 1840 ; ЕМ ; Cu ; F+ ; 22 ; Poiuyt ; 41 
 541 ; Копейка ; 1842 ; ЕМ ; Cu ; F+ ; 22 ; ForeverYoung ; 87 
 542 ; Копейка ; 1842 ; СПМ ; Cu ; F+ ; 9 ; rrr ; 70 
 543 ; Копейка ; 1843 ; ЕМ ; Cu ; VF+ ; 52 ; Мишок ; 278 
 544 ; Копейка ; 1847 ; СМ ; Cu ; F ; 3 ; vic-dmitrievic ; 100 
 545 ; Копейка ; 1855 ; ЕМ ; Cu ; VF+ ; 55 ; да ; 889 
 546 ; Копейка ; 1855 ; ЕМ ; Cu ; AU/XF+ ; 71 ; деньга ; 3324 
 547 ; Копейка (Петров-3р) ; 1855 ; ВМ ; Cu ; VF- ; 25 ; Волк ; 2040 
 548 ; Копейка ; 1856 ; ЕМ ; Cu ; F+ ; 41 ; lesnik1 ; 71 
 549 ; Копейка ; 1859 ; ВМ ; Cu ; F+ ; 31 ; drn137 ; 302 
 550 ; Копейка ; 1864 ; ЕМ ; Cu ; VF- ; 72 ; spektr ; 396 
 551 ; Копейка. В капсуле NGC ; 1898 ; СПБ ; Cu ; MS 65 ; 23 ; tpes47 ; 3572 
 552 ; Копейка ; 1899 ; СПБ ; Cu ; VF+ ; 28 ; marsel ; 128 
 553 ; Копейка ; 1901 ; СПБ ; Cu ; F-VF ; 13 ; Saneck ; 28 
 554 ; Копейка ; 1903 ; СПБ ; Cu ; VF+ ; 13 ; aleksius ; 49 
 555 ; Копейка ; 1903 ; СПБ ; Cu ; VF ; 18 ; Poiuyt ; 28 
 556 ; Копейка ; 1903 ; СПБ ; Cu ; VF- ; 12 ; natallli ; 19 
 557 ; Копейка ; 1907 ; СПБ ; Cu ; VF ; 19 ; sher60 ; 35 
 558 ; Копейка ; 1908 ; СПБ ; Cu ; VF- ; 8 ; Mike! ; 29 
 559 ; Копейка ; 1909 ; СПБ ; Cu ; VF+ ; 29 ; marsel ; 57 
 560 ; Копейка ; 1910 ; СПБ ; Cu ; F ; 18 ; alex995 ; 20 
 561 ; Копейка ; 1911 ; СПБ ; Cu ; VF+ ; 22 ; Poiuyt ; 28 
 562 ; Копейка ; 1912 ; СПБ ; Cu ; VF+ ; 24 ; Poiuyt ; 26 
 563 ; Копейка ; 1912 ; СПБ ; Cu ; VF- ; 16 ; Poiuyt ; 21 
 564 ; Копейка ; 1913 ; СПБ ; Cu ; XF- ; 20 ; vitapool ; 66 
 565 ; Копейка ; 1914 ; СПБ ; Cu ; AU ; 42 ; alex0223 ; 116 
 566 ; Копейка ; 1914 ; СПБ ; Cu ; XF ; 24 ; Poiuyt ; 31 
 567 ; Копейка ; 1915 ;  ; Cu ; AU ; 14 ; alex0223 ; 114 
 568 ; Денга ; 1731 ;  ; Cu ; VF ; 42 ; ANK ; 69 
 569 ; Денга ; 1731 ;  ; Cu ; F+ ; 24 ; skif ; 44 
 570 ; Денга ; 1735 ;  ; Cu ; F+ ; 20 ; fanis ; 61 
 571 ; Денга ; 1736 ;  ; Cu ; F+ ; 59 ; ForeverYoung ; 110 
 472 ; 2 копейки ; 1819 ; ЕМ НМ ; Cu ; F+ ; 41 ; МИС ; 57 
 473 ; 2 копейки ; 1820 ; ЕМ НМ ; Cu ; VF- ; 43 ; ForeverYoung ; 133 
 474 ; 2 копейки ; 1823 ; КМ АМ ; Cu ; VF ; 78 ; dmytrylat ; 308 
 475 ; 2 копейки ; 1824 ; КМ АМ ; Cu ; F-VF ; 70 ; ВЛУКИ ; 200 
 476 ; 2 копейки ; 1825 ; КМ АМ ; Cu ; F+ ; 86 ; ForeverYoung ; 130 
 477 ; 2 копейки ; 1826 ; ЕМ ИК ; Cu ; VF+ ; 3 ; ААФ ; 282 
 478 ; 2 копейки (Ильин-1р) ; 1831 ; СМ ; Cu ; VF ; 60 ; ААФ ; 1504 
 479 ; 2 копейки (Ильин-1р) ; 1832 ; СМ ; Cu ; F+ ; 71 ; ААФ ; 801 
 480 ; 2 копейки (Ильин-1р) ; 1836 ; СМ ; Cu ; F+ ; 69 ; ААФ ; 1001 
 481 ; 2 копейки ; 1837 ; ЕМ НА ; Cu ; VF- ; 37 ; Alexdav ; 303 
 482 ; 2 копейки ; 1838 ; СМ ; Cu ; F-VF ; 37 ; vitapool ; 375 
 483 ; 2 копейки ; 1839 ; СМ ; Cu ; F-VF ; 17 ; nikolay ; 292 
 484 ; 2 копейки ; 1840 ; ЕМ ; Cu ; F-VF ; 19 ; evgenijzhuk ; 305 
 485 ; 2 копейки ; 1841 ; СПМ ; Cu ; F+ ; 19 ; VR62 ; 101 
 486 ; 2 копейки ; 1842 ; ЕМ ; Cu ; F+ ; 46 ; jef688 ; 57 
 487 ; 2 копейки ; 1843 ; СПМ ; Cu ; VF- ; 11 ; Волк ; 898 
 488 ; 2 копейки ; 1857 ; ЕМ ; Cu ; F-VF ; 98 ; GVBGVB ; 516 
 489 ; 2 копейки ; 1858 ; ЕМ ; Cu ; F+ ; 35 ; fanil ; 1093 
 490 ; 2 копейки ; 1859 ; ЕМ ; Cu ; VF+ ; 64 ; sergfokin ; 1205 
 491 ; 2 копейки ; 1860 ; ЕМ ; Cu ; VF- ; 25 ; Олег33 ; 287 
 492 ; 2 копейки ; 1862 ; ЕМ ; Cu ; F-VF ; 52 ; vitapool ; 173 
 493 ; 2 копейки ; 1893 ; СПБ ; Cu ; VF- ; 51 ; alex73_03 ; 153 
 494 ; 2 копейки ; 1897 ; СПБ ; Cu ; VF ; 51 ; Олег33 ; 612 
 495 ; 2 копейки ; 1905 ; СПБ ; Cu ; F-VF ; 29 ; nikolay ; 34 
 496 ; 2 копейки ; 1907 ; СПБ ; Cu ; XF ; 23 ; wladimir1972 ; 1413 
 497 ; 2 копейки ; 1908 ; СПБ ; Cu ; F ; 20 ; mvg19 ; 36 
 498 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF+ ; 15 ; ALCOM ; 46 
 499 ; 2 копейки ; 1911 ; СПБ ; Cu ; VF- ; 24 ; sher60 ; 37 
 500 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF+ ; 9 ; volod ; 37 
 501 ; 2 копейки ; 1912 ; СПБ ; Cu ; VF- ; 5 ; jef688 ; 26 
 502 ; 2 копейки ; 1913 ; СПБ ; Cu ; AU ; 82 ; opop ; 408 
 503 ; 2 копейки ; 1913 ; СПБ ; Cu ; VF ; 22 ; aleksius ; 35 
 504 ; 2 копейки ; 1913 ; СПБ ; Cu ; F ; 23 ; МИС ; 24 
 505 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF-XF ; 16 ; jef688 ; 36 
 506 ; 2 копейки ; 1914 ; СПБ ; Cu ; VF+ ; 16 ; sergfokin ; 35 
 507 ; 2 копейки ; 1915 ;  ; Cu ; XF ; 26 ; Волк ; 120 
 508 ; 2 копейки ; 1915 ;  ; Cu ; XF- ; 36 ; vitapool ; 46 
 509 ; 2 копейки ; 1916 ;  ; Cu ; VF-XF ; 33 ; volod ; 48 
 510 ; Копейка ; 1705 ; МД ; Cu ; F+ ; 40 ; Gerc89 ; 1134 
 511 ; Копейка ; 1705 ; МД ; Cu ; F ; 40 ; VR62 ; 389 
 512 ; Копейка ; 1707 ; МД ; Cu ; F-VF ; 36 ; alyans-met ; 1000 
 513 ; Копейка ; 1710 ; МД ; Cu ; F+ ; 34 ; GVBGVB ; 999 
 514 ; Копейка ; 1711 ; ·Б·К· ; Cu ; F+ ; 72 ; fanis ; 1041 
 515 ; Копейка ; 1712 ; ·БК· ; Cu ; F-VF ; 60 ; ААФ ; 1020 
 516 ; Копейка ; 1713 ;  ; Cu ; F ; 20 ; VR62 ; 384 
 517 ; Копейка ; 1716 ; НД ; Cu ; F+ ; 38 ; GVBGVB ; 1179 
 518 ; Копейка ; 1757 ;  ; Cu ; VG ; 22 ; кабан ; 73 
 519 ; Копейка ; 1758 ;  ; Cu ; F ; 86 ; кабан ; 330 
 520 ; Копейка ; 1760 ;  ; Cu ; F ; 74 ; кабан ; 326 
 521 ; Копейка ; 1761 ;  ; Cu ; VG ; 18 ; GVBGVB ; 340 
 422 ; 3 копейки ; 1860 ; ЕМ ; Cu ; VF-XF ; 77 ; ZOLTAN333 ; 5610 
 423 ; 3 копейки ; 1876 ; СПБ ; Cu ; VF- ; 49 ; Пионер ; 255 
 424 ; 3 копейки ; 1880 ; СПБ ; Cu ; F+ ; 19 ; suhua ; 104 
 425 ; 3 копейки ; 1898 ; СПБ ; Cu ; F+ ; 7 ; suhua ; 114 
 426 ; 3 копейки ; 1899 ; СПБ ; Cu ; F ; 14 ; jef688 ; 21 
 427 ; 3 копейки ; 1903 ; СПБ ; Cu ; F+ ; 16 ; jef688 ; 17 
 428 ; 3 копейки ; 1908 ; СПБ ; Cu ; F-VF ; 26 ; Poiuyt ; 26 
 429 ; 3 копейки ; 1908 ; СПБ ; Cu ; VF- ; 20 ; natallli ; 24 
 430 ; 3 копейки ; 1910 ; СПБ ; Cu ; VF+ ; 23 ; marsel ; 227 
 431 ; 3 копейки ; 1914 ; СПБ ; Cu ; F-VF ; 18 ; sher60 ; 37 
 432 ; 3 копейки ; 1915 ;  ; Cu ; AU ; 81 ; 27091979 ; 521 
 433 ; 3 копейки ; 1915 ;  ; Cu ; F-VF ; 17 ; жаба ; 50 
 434 ; 3 копейки ; 1916 ;  ; Cu ; VF- ; 26 ; Волк ; 89 
 435 ; 2 копейки ; 1757 ; Номинал под гербом ; Cu ; VF- ; 69 ; o.k. ; 216 
 436 ; 2 копейки ; 1757 ; Номинал над гербом ; Cu ; F-VF ; 64 ; baikal.k ; 805 
 437 ; 2 копейки ; 1758 ;  ; Cu ; VF- ; 30 ; dmytrylat ; 126 
 438 ; 2 копейки ; 1758 ;  ; Cu ; F+ ; 32 ; крот ; 141 
 439 ; 2 копейки ; 1758 ;  ; Cu ; F ; 6 ; хруст ; 57 
 440 ; 2 копейки ; 1758 ; Гурт надп. Екатер. ; Cu ; F+ ; 23 ; aleksius ; 77 
 441 ; 2 копейки ; 1761 ;  ; Cu ; F+ ; 19 ; skif ; 50 
 442 ; 2 копейки ; 1763 ; ММ ; Cu ; F-VF ; 21 ; ForeverYoung ; 96 
 443 ; 2 копейки ; 1763 ; СПМ ; Cu ; VF- ; 50 ; ВЛУКИ ; 472 
 444 ; 2 копейки ; 1763 ; ЕМ ; Cu ; F-VF ; 59 ; GVBGVB ; 507 
 445 ; 2 копейки ; 1766 ; ММ ; Cu ; F-VF ; 57 ; ForeverYoung ; 313 
 446 ; 2 копейки ; 1767 ; ЕМ ; Cu ; VF- ; 72 ; А25 ; 929 
 447 ; 2 копейки ; 1772 ; ЕМ ; Cu ; F-VF ; 64 ; 542 ; 424 
 448 ; 2 копейки ; 1773 ; КМ "Сибирь" ; Cu ; VF ; 88 ; vitapool ; 1228 
 449 ; 2 копейки ; 1775 ; ЕМ ; Cu ; F+ ; 35 ; spektr ; 195 
 450 ; 2 копейки ; 1789 ; ЕМ ; Cu ; F-VF ; 62 ; дутик ; 378 
 451 ; 2 копейки ; 1790 ; ЕМ ; Cu ; F-VF ; 92 ; GVBGVB ; 644 
 452 ; 2 копейки (Петров-1,5р) ; 1793 ; Е- М Павл.перечекан ; Cu ; F-VF ; 48 ; АНД ; 3060 
 453 ; 2 копейки ; 1797 ; КМ ; Cu ; F-VF ; 32 ; alex67 ; 342 
 454 ; 2 копейки ; 1798 ; ЕМ ; Cu ; F-VF ; 52 ; ForeverYoung ; 196 
 455 ; 2 копейки ; 1799 ; ЕМ ; Cu ; VF- ; 28 ; ForeverYoung ; 229 
 456 ; 2 копейки ; 1800 ; ЕМ ; Cu ; VF ; 24 ; ForeverYoung ; 237 
 457 ; 2 копейки ; 1801 ; ЕМ ; Cu ; VF ; 34 ; volod ; 187 
 458 ; 2 копейки ; 1801 ; ЕМ ; Cu ; F-VF ; 29 ; jef688 ; 73 
 459 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; VF ; 5 ; Волк ; 434 
 460 ; 2 копейки ; 1810 ; ЕМ НМ ; Cu ; F+ ; 45 ; fanis ; 125 
 461 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 98 ; fanis ; 502 
 462 ; 2 копейки ; 1811 ; ЕМ НМ ; Cu ; VF- ; 101 ; кабан ; 333 
 463 ; 2 копейки ; 1811 ; СПБ ПС ; Cu ; F+ ; 55 ; aleksius ; 68 
 464 ; 2 копейки ; 1811 ; ИМ МК ; Cu ; F-VF ; 140 ; А25 ; 666 
 465 ; 2 копейки ; 1812 ; ЕМ НМ ; Cu ; VF ; 43 ; spbra ; 199 
 466 ; 2 копейки ; 1812 ; ИМ ПС ; Cu ; F ; 19 ; jef688 ; 19 
 467 ; 2 копейки ; 1813 ; ЕМ НМ ; Cu ; VF ; 39 ; кабан ; 296 
 468 ; 2 копейки ; 1814 ; ЕМ НМ ; Cu ; F+ ; 53 ; andr45 ; 100 
 469 ; 2 копейки ; 1814 ; ИМ ПС ; Cu ; VF+ ; 16 ; ВЛУКИ ; 301 
 470 ; 2 копейки ; 1815 ; ЕМ НМ ; Cu ; F+ ; 34 ; skif ; 34 
 471 ; 2 копейки ; 1818 ; КМ ДБ ; Cu ; F+ ; 37 ; rrr ; 84 
 372 ; 10 копеек ; 1838 ; ЕМ НА ; Cu ; F+ ; 85 ; GVBGVB ; 2182 
 373 ; 5 копеек ; 1727 ; МД ; Cu ; F-VF ; 102 ; fanis ; 2254 
 374 ; 5 копеек ; 1727 ; КД Одна из точек над кор. ; Cu ; F-VF ; 15 ; fanis ; 1934 
 375 ; 5 копеек ; 1760 ; ММ ; Cu ; VF- ; 66 ; fanil ; 2232 
 376 ; 5 копеек ; 1763 ; ММ ; Cu ; F+ ; 11 ; jef688 ; 206 
 377 ; 5 копеек ; 1763 ; СПМ ; Cu ; VF- ; 30 ; fanil ; 1631 
 378 ; 5 копеек ; 1764 ; ЕМ ; Cu ; F-VF ; 69 ; leo 2 ; 255 
 379 ; 5 копеек ; 1765 ; ММ ; Cu ; VF- ; 66 ; leo 2 ; 1022 
 380 ; 5 копеек ; 1766 ; СПМ ; Cu ; F-VF ; 100 ; alyans-met ; 2000 
 381 ; 5 копеек ; 1772 ; ЕМ ; Cu ; F ; 70 ; natallli ; 126 
 382 ; 5 копеек ; 1774 ; КМ "Сибирь" ; Cu ; F-VF ; 73 ; dnepr1984 ; 2953 
 383 ; 5 копеек ; 1778 ; ЕМ ; Cu ; F-VF ; 39 ; ForeverYoung ; 165 
 384 ; 5 копеек ; 1779 ; ЕМ ; Cu ; VF- ; 23 ; ForeverYoung ; 286 
 385 ; 5 копеек ; 1779 ; КМ "Сибирь" ; Cu ; F-VF ; 69 ; dnepr1984 ; 3000 
 386 ; 5 копеек ; 1780 ; ЕМ ; Cu ; F+ ; 48 ; jef688 ; 121 
 387 ; 5 копеек ; 1781 ; ЕМ ; Cu ; VF ; 51 ; volod ; 337 
 388 ; 5 копеек ; 1784 ; ЕМ ; Cu ; F-VF ; 43 ; Cheral2008 ; 161 
 389 ; 5 копеек ; 1788 ; ЕМ ; Cu ; VF-XF ; 32 ; Cheral2008 ; 505 
 390 ; 5 копеек ; 1788 ; СПМ ; Cu ; F+ ; 90 ; А25 ; 1555 
 391 ; 5 копеек ; 1789 ; КМ ; Cu ; VF- ; 27 ; alyans-met ; 2754 
 392 ; 5 копеек ; 1790 ; ЕМ ; Cu ; F+ ; 42 ; jef688 ; 145 
 393 ; 5 копеек ; 1790 ; АМ ; Cu ; VF- ; 26 ; leo 2 ; 691 
 394 ; 5 копеек ; 1791 ; ЕМ ; Cu ; F-VF ; 48 ; skif ; 134 
 395 ; 5 копеек ; 1791 ; АМ ; Cu ; F-VF ; 45 ; Cheral2008 ; 737 
 396 ; 5 копеек ; 1793 ; АМ ; Cu ; VF- ; 38 ; nord17 ; 1151 
 397 ; 5 копеек ; 1795 ; АМ ; Cu ; VF+ ; 74 ; alyans-met ; 2500 
 398 ; 5 копеек ; 1803 ; ЕМ ; Cu ; VF+ ; 39 ; деньга ; 2724 
 399 ; 5 копеек ; 1804 ; ЕМ ; Cu ; VF+ ; 39 ; gudk ; 2750 
 400 ; 5 копеек ; 1807 ; ЕМ ; Cu ; VF- ; 41 ; fanis ; 2263 
 401 ; 5 копеек (Ильин-1р) ; 1831 ; СМ ; Cu ; F-VF ; 107 ; alyans-met ; 1281 
 402 ; 5 копеек ; 1832 ; ЕМ ФХ ; Cu ; VF+/VF ; 14 ; tati1545 ; 388 
 403 ; 5 копеек ; 1834 ; ЕМ ФХ ; Cu ; VF ; 50 ; evgenijzhuk ; 319 
 404 ; 5 копеек ; 1835 ; ЕМ ФХ ; Cu ; F-VF ; 64 ; vitapool ; 353 
 405 ; 5 копеек (Ильин-1р) ; 1835 ; СМ ; Cu ; VF+ ; 71 ; RAPAN ; 6324 
 406 ; 5 копеек ; 1836 ; ЕМ ФХ ; Cu ; VF- ; 19 ; dmytrylat ; 229 
 407 ; 5 копеек ; 1860 ; ЕМ ; Cu ; VF- ; 46 ; volod ; 420 
 408 ; 5 копеек ; 1864 ; ЕМ ; Cu ; F-VF ; 55 ; GVBGVB ; 107 
 409 ; 5 копеек. В капсуле NGC ; 1865 ; ЕМ ; Cu ; AU 50 ; 13 ; да ; 2661 
 410 ; 5 копеек ; 1868 ; ЕМ ; Cu ; VF- ; 22 ; nikolay ; 308 
 411 ; 5 копеек ; 1870 ; ЕМ ; Cu ; F+ ; 46 ; sher60 ; 81 
 412 ; 5 копеек ; 1874 ; ЕМ ; Cu ; VF+ ; 51 ; Олег33 ; 726 
 413 ; 5 копеек ; 1875 ; ЕМ ; Cu ; F+ ; 33 ; o.k. ; 53 
 414 ; 5 копеек ; 1876 ; ЕМ ; Cu ; F+/VF- ; 77 ; GVBGVB ; 219 
 415 ; 5 копеек ; 1911 ; СПБ ; Cu ; VF ; 78 ; papa3 ; 327 
 416 ; 3 копейки ; 1841 ; ЕМ ; Cu ; VF ; 37 ; Карцев ; 220 
 417 ; 3 копейки ; 1842 ; ЕМ ; Cu ; VF ; 118 ; HSS ; 4082 
 418 ; 3 копейки ; 1843 ; ЕМ ; Cu ; VF ; 46 ; ААФ ; 543 
 419 ; 3 копейки ; 1843 ; ЕМ ; Cu ; F+ ; 21 ; natallli ; 117 
 420 ; 3 копейки ; 1844 ; ЕМ ; Cu ; VF ; 83 ; Карцев ; 1230 
 421 ; 3 копейки ; 1855 ; ЕМ ; Cu ; VF- ; 97 ; Олег33 ; 592 
 211 ; 10 копеек ; 1915 ; ВС ; Ag ; AU ; 58 ; MAYSIC ; 113 
 212 ; 10 копеек ; 1916 ; ВС ; Ag ; VF-XF ; 8 ; Lena13 ; 100 
 213 ; 10 копеек. Осака ; 1916 ;  ; Ag ; AU ; 26 ; alex0223 ; 1541 
 214 ; 5 копеек. Отверстия 11 и 1 час ; 1813 ; СПБ ПС ; Ag ; F ; 36 ; VR62 ; 61 
 215 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; VF- ; 23 ; fanil ; 384 
 216 ; 5 копеек ; 1823 ; СПБ ПД ; Ag ; F+ ; 84 ; fanil ; 836 
 217 ; 5 копеек ; 1829 ; СПБ НГ ; Ag ; VF+ ; 145 ; ZOLTAN333 ; 4873 
 218 ; 5 копеек. Заделано отверстие 12 часов ; 1833 ; СПБ НГ ; Ag ; F ; 29 ; VR62 ; 67 
 219 ; 5 копеек ; 1834 ; СПБ НГ ; Ag ; VF+ ; 30 ; HSS ; 2568 
 220 ; 5 копеек ; 1845 ; СПБ КБ ; Ag ; VF-XF ; 25 ; nikolay ; 906 
 221 ; 5 копеек ; 1856 ; СПБ ФБ ; Ag ; VF-XF ; 65 ; Олег33 ; 1632 
 222 ; 5 копеек ; 1884 ; СПБ АГ ; Ag ; XF+ ; 30 ; lchernata ; 549 
 223 ; 5 копеек ; 1888 ; СПБ АГ ; Ag ; VF ; 27 ; Олег33 ; 327 
 224 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; XF- ; 27 ; Олег33 ; 338 
 225 ; 5 копеек ; 1890 ; СПБ АГ ; Ag ; VF+ ; 25 ; Олег33 ; 252 
 226 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; AU ; 14 ; Eugen ; 500 
 227 ; 5 копеек ; 1892 ; СПБ АГ ; Ag ; XF+ ; 43 ; 27091979 ; 510 
 228 ; 5 копеек ; 1893 ; СПБ АГ ; Ag ; VF+ ; 47 ; fanis ; 403 
 229 ; 5 копеек ; 1902 ; СПБ АР ; Ag ; VF+ ; 61 ; marsel ; 209 
 230 ; 5 копеек ; 1903 ; СПБ АР ; Ag ; AU ; 44 ; Eugen ; 807 
 231 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; AU ; 42 ; alex0223 ; 791 
 232 ; 5 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 39 ; ozero ; 320 
 233 ; 5 копеек ; 1911 ; СПБ ЭБ ; Ag ; VF-XF ; 32 ; ForeverYoung ; 354 
 234 ; 5 копеек ; 1912 ; СПБ ЭБ ; Ag ; AU ; 124 ; fanis ; 903 
 235 ; 5 копеек. Отверстие 12 часов ; 1912 ; СПБ ЭБ ; Ag ; F ; 25 ; fanis ; 59 
 236 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 12 ; Eugen ; 408 
 237 ; 5 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 32 ; ozero ; 343 
 238 ; Алтын. Отверстие 6 часов, убрана напайка 4 часа ; 1704 ; БК ; Ag ; F-VF ; 72 ; alyans-met ; 1603 
 239 ; 2 злотых ; 1820 ; IB Польша ; Ag ; F+ ; 63 ; Sky2 ; 631 
 240 ; 10 грошей ; 1831 ; KG польское восстание 1830-183 ; Ag ; F+ ; 80 ; alyans-met ; 1530 
 241 ; 10 грошей ; 1840 ; MW Рус.-Пол. ; Ag ; XF ; 48 ; Mmm ; 691 
 242 ; 5 грошей ; 1816 ; IB Польша ; Ag ; F-VF ; 57 ; alyans-met ; 340 
 243 ; 5 грошей ; 1819 ; IB Польша ; Ag ; F+ ; 27 ; suhua ; 198 
 244 ; 5 грошей ; 1819 ; IB Польша ; Ag ; F ; 17 ; win.gradoff ; 102 
 245 ; 2 марки ; 1872 ; S Финляндия ; Ag ; VF-XF ; 28 ; suhua ; 2120 
 246 ; 1 марка ; 1892 ; L Финляндия ; Ag ; VF-XF ; 26 ; alyans-met ; 1020 
 247 ; 50 пенни ; 1893 ; L Финляндия ; Ag ; VF-XF ; 28 ; suhua ; 465 
 248 ; 50 пенни ; 1914 ; S Финляндия ; Ag ; AU ; 40 ; ya_maks ; 549 
 249 ; 50 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 27 ; lee ; 183 
 250 ; 50 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 22 ; талерс ; 1134 
 251 ; 50 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 62 ; anderson ; 459 
 252 ; 25 пенни ; 1894 ; L Финляндия ; Ag ; XF- ; 35 ; alyans-met ; 371 
 253 ; 25 пенни ; 1913 ; S Финляндия ; Ag ; AU ; 33 ; alyans-met ; 357 
 254 ; 25 пенни ; 1915 ; S Финляндия ; Ag ; AU ; 38 ; нумизмат ; 116 
 255 ; 25 пенни ; 1916 ; S Финляндия ; Ag ; AU ; 38 ; бык ; 163 
 256 ; 25 пенни. Корона ; 1917 ; S Финляндия ; Ag ; AU ; 52 ; gutun ; 352 
 257 ; 25 пенни ; 1917 ; S Финляндия. Без короны ; Ag ; AU ; 49 ; бык ; 278 
 369 ; 10 копеек (Петров-1р). Гравировка ; 1762 ;  ; Cu ; F+ ; 55 ; zigzag ; 25500 
 370 ; 10 копеек ; 1833 ; ЕМ ФХ ; Cu ; F ; 84 ; ForeverYoung ; 888 
 371 ; 10 копеек ; 1837 ; ЕМ КТ ; Cu ; F-VF ; 28 ; baikal.k ; 2267 
 161 ; 15 копеек. Отверстие 12 часов ; 1912 ; СПБ ЭБ ; Ag ; F ; 19 ; alex995 ; 28 
 162 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; AU ; 36 ; timberwolf ; 426 
 163 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; VF-XF ; 20 ; denison ; 108 
 164 ; 15 копеек ; 1913 ; СПБ ВС ; Ag ; VF+ ; 44 ; ForeverYoung ; 105 
 165 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 56 ; nmvbnm ; 130 
 166 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 11 ; nmvbnm ; 109 
 167 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 20 ; fotograf ; 105 
 168 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; XF+ ; 24 ; ALCOM ; 107 
 169 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 19 ; MAYSIC ; 133 
 170 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 22 ; nmvbnm ; 116 
 171 ; 15 копеек ; 1914 ; СПБ ВС ; Ag ; AU ; 15 ; nmvbnm ; 108 
 172 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 13 ; nmvbnm ; 151 
 173 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 11 ; Семирек ; 113 
 174 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 31 ; nmvbnm ; 110 
 175 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 17 ; Семирек ; 107 
 176 ; 15 копеек ; 1915 ; ВС ; Ag ; AU ; 6 ; fotograf ; 101 
 177 ; 15 копеек. Осака ; 1916 ;  ; Ag ; VF-XF ; 34 ; tpes47 ; 558 
 178 ; Гривенник ; 1747 ;  ; Ag ; F+ ; 70 ; AleXX ; 1020 
 179 ; 10 копеек ; 1821 ; СПБ ПД ; Ag ; F ; 28 ; ForeverYoung ; 296 
 180 ; 10 копеек ; 1825 ; СПБ ПД ; Ag ; VF+ ; 63 ; lchernata ; 2943 
 181 ; 10 копеек ; 1830 ; СПБ НГ ; Ag ; VF- ; 50 ; spektr ; 2103 
 182 ; 10 копеек. Отверстие 12 и 6 часов ; 1845 ; СПБ КБ ; Ag ; VG ; 44 ; Arkhangel ; 55 
 183 ; 10 копеек. Отверстие 12 часов ; 1849 ; СПБ ПА ; Ag ; F ; 42 ; VR62 ; 51 
 184 ; 10 копеек. Отверстие 12 часов ; 1860 ; СПБ ФБ ; Ag ; F ; 37 ; VR62 ; 99 
 185 ; 10 копеек. Отверстие 12 часов ; 1861 ; СПБ ФБ ; Ag ; F+ ; 43 ; VR62 ; 84 
 186 ; 10 копеек ; 1861 ; СПБ ; Ag ; AU ; 39 ; fanil ; 2561 
 187 ; 10 копеек. Отверстие 12 часов ; 1861 ; СПБ ; Ag ; F ; 22 ; Arkhangel ; 32 
 188 ; 10 копеек. Подвеска 12 часов ; 1862 ; СПБ МИ ; Ag ; F+ ; 27 ; VR62 ; 46 
 189 ; 10 копеек. Отверстие 12 часов ; 1864 ; СПБ НФ ; Ag ; F ; 89 ; jj ; 200 
 190 ; 10 копеек. Отверстие 12 часов ; 1867 ; СПБ HI ; Ag ; F ; 20 ; VR62 ; 55 
 191 ; 10 копеек ; 1903 ; СПБ АР ; Ag ; F-VF ; 43 ; ForeverYoung ; 57 
 192 ; 10 копеек ; 1905 ; СПБ АР ; Ag ; XF+ ; 50 ; fontanka ; 906 
