 3561 ; Бона иностранная ;  ;  ;  ;  ; 9 ; Poiuyt ; 34 
 1329 ; Медаль "За верную службу в боевых группах рабочего класса" "золотая" степень (ранний тип). ГДР ;  ;  ; Ж/м ; XF+ ; 15 ; 542 ; 370 
 1330 ; Медаль "За верную службу в боевых группах рабочего класса" "серебряная" степень (ранний тип). ГДР ;  ;  ; Б/м ; XF ; 20 ; 542 ; 642 
 1331 ; Медаль "За верную службу в боевых группах рабочего класса" "бронзовая" степень (ранний тип). ГДР ;  ;  ; Ж/м ; XF+ ; 9 ; 542 ; 227 
 1332 ; Медаль иностранная ;  ;  ; Al ; XF ; 40 ; baumanets ; 40 
 1333 ; Военный крест Рыцарской степени королевского Ордена меча. Швеция. Учрежден в 1522г, королем Густавом Васой ;  ;  ; Ag, эмаль ; AU ; 71 ; kozlevich ; 5752 
 1334 ; Орден Почетного Легиона Рыцарской степени. Франция. На оригинальной ленте ;  ;  ; Br, сер, з ; AU ; 70 ; Xagen ; 5406 
 1335 ; Медаль за службу в красном кресте. Швеция, Густав V. М-19,30гр, D-30мм ; 1923 ;  ; Ag ; AU ; 89 ; kirov ; 1224 
 1336 ; Медаль за службу в красном кресте. Швеция, Густав VI Адольф. М-19,30гр, D-30мм ; 1952 ;  ; Ag ; AU ; 88 ; marson2010 ; 651 
 1337 ; Медаль за "Зимнюю войну" для иностранных добровольцев (военных) (1939-1940). Финляндия. С планкой "LAPPI"(Лапландия) ;  ;  ; St, вороне ; AU ; 64 ; daniz ; 5128 
 1338 ; Медаль. Швеция. За продолжительную и верную службу 1948г. Густав V. М-38,20гр. D-40мм ;  ;  ; Ag ; AU ; 50 ; kirov ; 1644 
 1339 ; Медаль. Швеция. На коронацию короля Карла XVI Густава 1973г. В оригинальной коробке. Тираж: 4000шт, М-48,60гр, D-40мм ;  ;  ; Ag ; Unc/AU ; 40 ; elya ; 1514 
 1340 ; Медаль. Швеция. На рождение наследницы престола Принцессы Виктории 14 июля 1977г. В коробке с сертификатом. Тираж: 6000 шт. М-60,60гр. D-45мм ;  ;  ; Ag ; Unc/AU ; 10 ; rekaSvir ; 1561 
 1341 ; Орден Золотого коршуна 6 класса. Япония ;  ;  ; Ag, позол ; AU ; 33 ; lvovich ; 4808 
 1342 ; Орден Восходящего Солнца 8 класса. Япония ;  ;  ; Ag ; XF+ ; 78 ; costa ; 1088 
 1343 ; Медаль за Русско-Японскую войну. Япония ;  ;  ; Br ; AU ; 33 ; smaci ; 937 
 1344 ; Медаль за китайский инцидент. Япония ; 1939 ;  ; Ж/м ; AU ; 44 ; Sky2 ; 765 
 1345 ; Медаль Красного креста за Русско-Японскую войну (1904-1905). Япония ;  ;  ; Br ; AU ; 20 ; lvovich ; 925 
 1346 ; Медаль Красного креста. Япония ;  ;  ; Ag ; AU ; 72 ; Novich ; 922 
 1347 ; Центрально-Карельский крест (1939-1940). Финляндия ;  ;  ; Ж/м ; XF/AU ; 38 ; aa_ras ; 3122 
 1348 ; Крест Тыла (1939-1944). Финляндия ;  ;  ; Б/м, эмаль ; AU/XF ; 70 ; daniz ; 3060 
 1349 ; Орден за заслуги. На ленте за храбрость. Болгария, Фердинанд I ; 1918 ;  ; Ag ; XF/AU ; 46 ; daniz ; 6101 
 1350 ; Солдатский крест за храбрость  IV ст. Болгария ; 1915 ;  ; Ж/м, сереб ; XF- ; 30 ; велко ; 1227 
 1351 ; Орден 9 сентября 1944г. III ст. с мечами. Болгария ; 1944 ;  ; Ж/м, эмаль ; AU ; 21 ; велко ; 958 
 1352 ; Медаль. 25 лет Народной власти. Болгария ; 1969 ;  ; Ж/м ; AU ; 45 ; wass34 ; 161 
 1353 ; Медаль. 30 лет Социалистической революции в Болгарии. Болгария ; 1974 ;  ; Ж/м ; AU ; 9 ; himik121 ; 104 
 1354 ; Медаль. 40 лет Социалистической революции в Болгарии. Болгария ; 1984 ;  ; Ж/м ; AU ; 65 ; wass34 ; 148 
 1355 ; Медаль. 30 победы над фашистской Германией. Болгария ; 1975 ;  ; Ж/м ; AU ; 37 ; wass34 ; 192 
 1356 ; Медаль. 1300 лет Болгарии для Болгар. Болгария ; 1971 ;  ; Ж/м ; AU ; 30 ; велко ; 125 
 1357 ; Медаль. 100 лет со дня рождения Георгия Димитрова. Болгария ; 1982 ;  ; Ж/м ; AU ; 9 ; baumanets ; 120 
 1358 ; Орден "За воинские заслуги" 2 степени. Румыния ;  ;  ; Б/м,эмаль ; XF- ; 16 ; Grosh ; 651 
 1359 ; Орден "За воинские заслуги" 3 степени. Румыния ;  ;  ; Ж/м,эмаль ; XF ; 15 ; Grosh ; 612 
 1360 ; Орден "За особые заслуги в защите социального и государственного строя". Румыния ;  ;  ; Ж/м,эмаль ; XF+ ; 45 ; Slava O ; 3211 
 1361 ; Медаль "Защита от паводков". Венгрия ;  ;  ; Ж/м ; VF+ ; 16 ; Sky2 ; 164 
 1362 ; Медаль. Италия ;  ;  ; Ж/м ; VF-XF ; 110 ; 542 ; 726 
 1363 ; Медаль "За службу" 2 степени. Венгрия ;  ;  ; Б/м ; XF ; 15 ; SadKo ; 208 
 1264 ; Медаль "За выдающиеся заслуги". Венгрия ;  ;  ; Ж/м ; AU ; 19 ; Sky2 ; 164 
 1265 ; Крест Ордена Возрождения с розеткой на ленте. Польша ;  ;  ; Ж/м,эмаль ; XF+ ; 103 ; Grosh ; 1326 
 1266 ; Медаль. 10 лет Народной Польше. Польша ;  ;  ; Б/м,эмаль ; XF+ ; 17 ; marson2010 ; 390 
 1267 ; Медаль. Австрия ;  ;  ; Б/м ; VF+ ; 45 ; gelind ; 178 
 1268 ; Медаль "За Одру, Ниссу и Балтику". Польша ;  ;  ; Br ; VF-XF ; 36 ; Майкл ; 706 
 1269 ; Крест Армии Крайовой. Польша ;  ;  ; Б/м ; XF- ; 134 ; Георг ; 878 
 1270 ; Крест Храбрых. Польша ; 1939 ;  ; Ж/м ; XF ; 73 ; daniz ; 1122 
 1271 ; Крест Заслуг "золотой". Польша ;  ;  ; Ж/м,эмаль ; AU ; 64 ; 542 ; 1086 
 1272 ; Крест Заслуг "серебряный". Польша ;  ;  ; Б/м,эмаль ; XF- ; 43 ; 542 ; 850 
 1273 ; Крест Заслуг "бронзовый". Польша ; 1980 ;  ; Br ; XF ; 75 ; 542 ; 1043 
 1274 ; Крест Заслуг "золотой". Польша ;  ;  ; Ж/м,эмаль ; XF+ ; 42 ; John16 ; 794 
 1275 ; Орден Военных Заслуг 3 степени. Югославия ;  ;  ; Б/м,эмаль ; XF ; 73 ; 542 ; 4119 
 1276 ; Медаль "За заслуги перед народом". Югославия ;  ;  ; Ж/м ; XF+ ; 18 ; daniz ; 126 
 1277 ; Крест "За переход через Дунай". Румыния ;  ;  ; Zn ; VF-XF ; 119 ; Grosh ; 4776 
 1278 ; Медаль в память войны 1915-1918гг. Болгария ;  ;  ; Ж/м ; XF- ; 29 ; himik121 ; 732 
 1279 ; Медаль в память войны 1912-1913гг. Болгария ;  ;  ; Б/м ; XF- ; 57 ; wass34 ; 614 
 1280 ; Орден Святого Александра VI степени. Болгария ;  ;  ; Ж/м ; XF ; 69 ; lvovich ; 1125 
 1281 ; Медаль Ордена Мексиканского Орла. Мексика. Деформация ;  ;  ; Ag ?,Au ? ; VF-XF ; 49 ; 55-ILIA ; 340 
 1282 ; Орден "За заслуги перед Итальянской Республикой". Кавалер. Италия ;  ;  ; Ag,позол,э ; XF+ ; 104 ; kozlevich ; 3954 
 1283 ; Крест Военных Заслуг. Италия ;  ;  ; Ж/м ; VF-XF ; 45 ; daniz ; 826 
 1284 ; Звезда 1914-1915гг. Великобритания ;  ;  ; Br ; XF ; 22 ; Luka78 ; 708 
 1285 ; Орден Почетного Легиона. Кавалер. Франция. 3-я Республика ;  ;  ; Ag,Au,эмал ; VF-XF ; 38 ; Murat_a ; 4469 
 1286 ; Военная медаль. Франция. 3-я Республика ;  ;  ; Ж/м,поз,се ; XF+ ; 25 ; semenich52 ; 667 
 1287 ; Крест Комбатанта. Франция ;  ;  ; Br ; VF+ ; 47 ; huvud ; 653 
 1288 ; Орден Социальных заслуг. Кавалер. Франция ;  ;  ; Ag,эмаль ; XF ; 44 ; Pikulin67 ; 1530 
 1289 ; Военный крест 1914-1917гг с бронзовой звездочкой. Франция ;  ;  ; Br ; VF ; 50 ; John16 ; 959 
 1290 ; Медаль Ордена Короны. Бельгия ;  ;  ; Б/м,эмаль ; VF-XF ; 29 ; John16 ; 2154 
 1291 ; Победная медаль. Бельгия ; 1МВ ;  ; Br ; VF ; 31 ; Pankratov ; 384 
 1292 ; Военная награда. Бельгия ;  ;  ; Ж/м ; XF+ ; 17 ; Pikulin67 ; 577 
 1293 ; Знак Отличия "За долговременную гражданскую службу". 2 степени. Бельгия ;  ;  ; Б/м,эмаль ; XF+ ; 20 ; zodiak ; 826 
 1294 ; Медаль Гражданских Заслуг 1 степени. Бельгия ;  ;  ; Ж/м ; XF- ; 57 ; VR62 ; 621 
 1295 ; Медаль Гражданских Заслуг 2 степени. Бельгия ;  ;  ; Б/м ; XF+ ; 43 ; himik121 ; 717 
 1296 ; Медаль Ордена Леопольда II. Бельгия ;  ;  ; Ж/м ; XF+ ; 41 ; wass34 ; 558 
 1297 ; Медаль в память Сербско-Болгарской войны. Болгария ;  ;  ; Ag ; VF ; 41 ; Koresh ; 1590 
 1298 ; Крест "В память 60-летия правления Франца-Иосифа". Австро-Венгрия ;  ;  ; Ж/м ; XF+ ; 116 ; 3273 ; 843 
 1299 ; Медаль "В память 50-летия правления Франца-Иосифа". Австро-Венгрия ;  ;  ; Ж/м ; VF- ; 59 ; Mike! ; 378 
 1300 ; Медаль "За храбрость" 2 степени. Имп. Карл. Австро-Венгрия ;  ;  ; Ag ; VF ; 41 ; Pikulin67 ; 1016 
 1301 ; Медаль "За храбрость" 3 степени. Имп. Карл. Австро-Венгрия ;  ;  ; Ж/м ; XF ; 53 ; smaci ; 594 
 1302 ; Воинский крест Карла. Австро-Венгрия ;  ;  ; Zn ; VF ; 23 ; Luka78 ; 408 
 1303 ; Медаль "За храбрость" 3 степени. Имп. Франц-Иосиф. Австро-Венгрия ;  ;  ; Ж/м ; VF ; 17 ; Akira ; 347 
 1304 ; Медаль в память 1МВ. Венгрия ;  ;  ; Б/м ; XF ; 30 ; Sky2 ; 705 
 1305 ; Медаль "Комсомольская премия". Венгрия ;  ;  ; Ж/м ; XF+ ; 52 ; Sky2 ; 324 
 1306 ; Медаль Красного Креста. Венгрия ;  ;  ; Ж/м ; XF+ ; 57 ; 542 ; 347 
 1307 ; Медаль Донора "золотая" степень с миниатюрой. Венгрия ;  ;  ; Ж/м,эмаль ; AU ; 44 ; 542 ; 359 
 1308 ; Медаль Донора "серебряная" степень с миниатюрой. Венгрия ;  ;  ; Б/м,эмаль ; AU ; 32 ; 542 ; 425 
 1309 ; Медаль Донора "бронзовая" степень с миниатюрой. Венгрия ;  ;  ; Ж/м,эмаль ; XF+ ; 39 ; Sky2 ; 261 
 1310 ; Медаль "За Военные заслуги" с миниатюрой. Венгрия ;  ;  ; Б/м,эмаль ; XF+ ; 32 ; Sky2 ; 283 
 1311 ; Медаль "За борьбу с наводнением". Венгрия ;  ;  ; Ж/м ; VF ; 26 ; Sky2 ; 332 
 1312 ; Медаль "За успехи в труде". Венгрия ;  ;  ; Ж/м ; AU ; 9 ; Sky2 ; 216 
 1313 ; Медаль "За заслуги перед Отечеством" 1 степени. Венгрия ;  ;  ; Ж/м ; XF+ ; 32 ; huvud ; 233 
 1214 ; Медаль. 25 лет разгрома Немецко-фашистских войск под Москвой 1941-1966гг. D-88мм ;  ;  ; Al ; XF- ; 65 ; gelind ; 157 
 1215 ; Лот из 2-х медалей "Город-герой Волгоград" и "Объединение "Кировский Завод"" ;  ;  ; Al ; XF-/XF ; 51 ; veterok1 ; 150 
 1216 ; Колодка с 4-мя наградами за 1МВ. Германия ;  ;  ; ж/м, б/м ; XF ; 31 ; Георг ; 3570 
 1217 ; Колодка с 3-мя наградами за 1МВ. Германия ;  ;  ; ж/м ; VF+/XF ; 57 ; daniz ; 4286 
 1218 ; Колодка с 2-мя наградами за 1МВ. Германия ;  ;  ; ж/м, б/м,  ; XF+ ; 16 ; ветеран ; 3000 
 1219 ; Колодка с 2-мя наградами за 1МВ. Германия ;  ;  ; Br ; XF+ ; 16 ; vallis ; 1446 
 1220 ; Набор наград: Бант с крестом "за заслуги" и медалью "красный крест" и аналогичный фрачный бант. Германия ;  ;  ; Zn, б/м ; XF/AU ; 56 ; орден ; 2507 
 1221 ; Медаль Красного креста на оригинальном банте с фрачной медалью. Германия ;  ;  ; Br ; XF/AU ; 88 ; Sky2 ; 1707 
 1222 ; Комплект из стандартной и фрачной медалей юбилея короля Вильгельма, на оригинальных лентах. Германия ;  ;  ; Br ; XF/AU ; 45 ; BADDY ; 1785 
 1223 ; Орден Почётного легиона на оригинальной ленте в оригинальной коробке. Франция ;  ;  ; Ag, эмаль ; AU ; 38 ; Murat_a ; 3887 
 1224 ; Орден Святого Александра V степени. Болгария. В коробке ; 20-х гг ;  ; Ag, эмаль ; XF+ ; 38 ; велко ; 3998 
 1225 ; Орден Народной армии III ст. Югославия. В коробке с планкой. М-71,40гр ; 1950-егг ;  ; Ag, эмаль ; AU ; 41 ; BST ; 3888 
 1226 ; Орден Труда 3 степени с планкой. Югославия. В коробке ;  ;  ; Br,серебр, ; AU ; 28 ; Антошка ; 1129 
 1227 ; Медаль на шейной ленте. Шведское Патриотическое общество. Густав V. Швеция. В коробке ; 1927 ;  ; Ag ; AU ; 58 ; marson2010 ; 2040 
 1228 ; Орден Священного сокровища 8 класса. Япония. В коробке с фрачником ;  ;  ; Ag ; XF ; 25 ; Sky2 ; 1540 
 1229 ; Победная медаль с планкой. США. В коробке ; 2МВ ;  ; Br ; AU ; 55 ; kozlevich ; 567 
 1230 ; Крест Гинденбурга с мечами на оригинальной ленте. Германия ;  ;  ; Br ; AU ; 13 ; levikk ; 710 
 1231 ; Железный крест 2-го класса за 1МВ, на оригинальной ленте. Германия ;  ;  ; Fe, Ag ; XF+ ; 28 ; gus ; 1540 
 1232 ; Железный крест 1-го класса за 1МВ. Германия ;  ;  ; Fe,Ag ; XF ; 64 ; crispy-duck ; 7000 
 1233 ; Полевой знак за 1МВ. Германия ;  ;  ; Br, серебр ; XF ; 49 ; нумизмат ; 4590 
 1234 ; Крест за заслуги в 1МВ. Германия. На оригинальной ленте ;  ;  ; Zn ; VF-XF ; 41 ; Xagen ; 800 
 1235 ; Медаль за заслуги перед государством Пруссия, на оригинальной ленте. Германия. D-39мм ;  ;  ; Ag ; VF-XF ; 42 ; gus ; 966 
 1236 ; Медаль 1МВ на оригинальной ленте с планкой. Германия. D-32мм ;  ;  ; Br ; XF- ; 33 ; gus ; 1385 
 1237 ; Миниатюрный крест за XX лет выслуги. Пруссия. На оригинальной ленте ;  ;  ; Br ; XF+ ; 22 ; crispy-duck ; 860 
 1238 ; Миниатюрная медаль за XII лет выслуги. Пруссия. На оригинальной ленте. D-16мм ;  ;  ; Br ; XF+ ; 53 ; murew ; 918 
 1239 ; Миниатюрная медаль за IX лет выслуги. Пруссия. На оригинальной ленте. D-16мм ;  ;  ; Br, серебр ; XF+ ; 25 ; crispy-duck ; 556 
 1240 ; Миниатюрная наградная пряшка за выслугу лет. Германия. На оригинальной ленте ;  ;  ; Br ; AU ; 48 ; crispy-duck ; 507 
 1241 ; Знак Красного креста Пруссии за 1МВ. Германия ;  ;  ; Br,серебр, ; VF-XF ; 72 ; Sky2 ; 1328 
 1242 ; Знак военного союза офицеров Брауншвейга с оригинальной лентой. Германия ;  ;  ; Б/м ; XF+ ; 51 ; lvovich ; 1022 
 1243 ; Знак за 40 лет в союзе офицеров Ольденбурга. Германия ;  ;  ; Br, эмаль ; XF+ ; 68 ; Георг ; 1022 
 1244 ; Знак морского минёра за 1МВ, на оригинальной ленте. Германия ;  ;  ; Al ; XF+ ; 101 ; wass34 ; 1353 
 1245 ; Знак военного союза офицеров Саксонии на оригинальной колодке. Германия ;  ;  ; Br ; XF+ ; 112 ; lvovich ; 1282 
 1246 ; Знак военного союза офицеров Пруссии с оригинальной лентой. Германия ;  ;  ; Br, эмаль ; AU ; 88 ; murew ; 906 
 1247 ; Знак военного союза офицеров Мекленбурга, на оригинальной ленте. Германия ;  ;  ; Br ; AU ; 80 ; daniz ; 1235 
 1248 ; Крест Фридриха Августа за 1МВ на оригинальной ленте. Германия ;  ;  ; Br ; XF- ; 57 ; BADDY ; 2244 
