 6048 ; Бона иностранная ;  ;  ;  ;  ; 57 ; qver ; 512 
 2187 ; 20 копеек ; 1952 ;  ; Ni ; AU ; 11 ; Вяч ; 105 
 2188 ; 20 копеек ; 1953 ;  ; Ni ; XF+ ; 31 ; heavy_fly ; 69 
 2089 ; 2 копейки ; 1953 ;  ; Br ; XF- ; 7 ; ОСА ; 57 
 2090 ; 2 копейки ; 1985 ;  ; Cu-Zn ; AU ; 18 ; 462 ; 262 
 2091 ; 2 копейки ; 1990 ;  ; Cu-Zn ; AU ; 11 ; Kolya2788 ; 16 
 2092 ; 1 копейка ; 1946 ;  ; Br ; AU ; 6 ; 83ag ; 300 
 2093 ; 1 копейка ; 1949 ;  ; Br ; XF/AU ; 9 ; Rober ; 114 
 2094 ; 1 копейка ; 1949 ;  ; Br ; XF+ ; 16 ; Mihu ; 209 
 2095 ; 1 копейка ; 1952 ;  ; Br ; AU ; 22 ; John16 ; 419 
 2096 ; 1 копейка ; 1965 ;  ; Cu-Zn ; AU ; 32 ; igor26 ; 151 
 2097 ; 1 копейка ; 1982 ;  ; Cu-Zn ; AU ; 29 ; диман ; 357 
 2098 ; 1 копейка ; 1985 ;  ; Cu-Zn ; AU ; 11 ; диман ; 80 
 2099 ; 20 копеек ; 1984 ;  ; Cu-Ni ; AU ; 48 ; Drusa80 ; 97 
 2100 ; 20 копеек ; 1988 ;  ; Cu-Ni ; XF ; 1 ; moneta1924 ; 2 
 2101 ; 20 копеек ; 1990 ;  ; Cu-Ni ; AU ; 5 ; omsk77 ; 104 
 2102 ; 15 копеек ; 1976 ;  ; Cu-Ni ; VF+ ; 13 ; 12457801 ; 55 
 2103 ; 10 копеек ; 1982 ;  ; Cu-Ni ; AU ; 6 ; omsk77 ; 159 
 2104 ; 10 копеек ; 1983 ;  ; Cu-Ni ; AU ; 42 ; urok20 ; 159 
 2105 ; 1 рубль. Упаковка ; 1979 ;  ; Cu-Ni ; AU ; 38 ; stas6992 ; 1353 
 2106 ; 1 рубль. Упаковка ; 1978 ;  ; Cu-Ni ; AU ; 43 ; Rober ; 1439 
 2107 ; 50 копеек. Разновидность "малая звезда". Упаковка ; 1978 ;  ; Cu-Ni ; AU ; 31 ; zeleny3421 ; 899 
 2108 ; 50 копеек. Разновидность "большая звезда". Упаковка ; 1978 ;  ; Cu-Ni ; AU ; 26 ; спартак-чемпион ; 859 
 2109 ; 15 копеек. Упаковка ; 1978 ;  ; Cu-Ni ; AU ; 45 ; RFT ; 524 
 2110 ; 15 копеек. Упаковка ; 1961 ;  ; Cu-Ni ; AU ; 20 ; judge ; 453 
 2111 ; 20 копеек. Упаковка ; 1978 ;  ; Cu-Ni ; AU ; 12 ; Вяч ; 181 
 2112 ; 10 копеек. Упаковка ; 1961 ;  ; Cu-Ni ; AU ; 13 ; dim78 ; 114 
 2113 ; 10 копеек. Упаковка ; 1978 ;  ; Cu-Ni ; AU ; 16 ; omsk77 ; 227 
 2114 ; 5 копеек.  Разновидность "большая звезда". Упаковка ; 1978 ;  ; Cu-Zn ; AU ; 26 ; bva150979 ; 1700 
 2115 ; 5 копеек. Разновидность "малая звезда". Упаковка ; 1978 ;  ; Cu-Zn ; AU ; 37 ; bva150979 ; 1326 
 2116 ; 5 копеек. Упаковка ; 1961 ;  ; Cu-Zn ; AU ; 24 ; A-dam ; 270 
 2117 ; 3 копейки. Упаковка ; 1978 ;  ; Cu-Zn ; AU ; 18 ; Вяч ; 230 
 2118 ; 2 копейки. Упаковка ; 1978 ;  ; Cu-Zn ; AU ; 19 ; gtycbjyth ; 326 
 2119 ; 3 копейки ; 1938 ;  ; Br ; VF-XF ; 12 ; физмат ; 114 
 2120 ; 1 копейка ; 1950 ;  ; Br ; XF ; 25 ; Mihu ; 346 
 2121 ; 10 копеек ; 1936 ;  ; Сu-Ni ; XF+ ; 28 ; judge ; 419 
 2122 ; 2 копейки ; 1940 ;  ; Br ; XF/AU ; 23 ; Drusa80 ; 153 
 2123 ; 1 копейка ; 1940 ;  ; Br ; AU ; 26 ; urok20 ; 124 
 2124 ; 5 копеек ; 1930 ;  ; Br ; F ; 12 ; AYP ; 23 
 2125 ; 20 копеек ; 1945 ;  ; Ni ; VF+ ; 30 ; vjacha ; 131 
 2126 ; 20 копеек ; 1948 ;  ; Ni ; VF+ ; 27 ; stok ; 62 
 2127 ; 20 копеек ; 1949 ;  ; Ni ; XF+ ; 30 ; miranda ; 175 
 2128 ; 20 копеек ; 1949 ;  ; Ni ; XF+ ; 45 ; Алексис ; 210 
 2129 ; 20 копеек ; 1952 ;  ; Ni ; XF ; 7 ; stok ; 31 
 2130 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 23 ; urok20 ; 81 
 2131 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 31 ; mitisson ; 111 
 2132 ; 15 копеек ; 1943 ;  ; Ni ; VF-XF ; 27 ; AVGUST ; 227 
 2133 ; 10 копеек ; 1950 ;  ; Ni ; XF ; 50 ; dim66 ; 204 
 2134 ; 10 копеек ; 1950 ;  ; Ni ; AU ; 20 ; Rober ; 187 
 2135 ; 10 копеек ; 1952 ;  ; Ni ; AU ; 42 ; dim66 ; 132 
 2136 ; 10 копеек ; 1952 ;  ; Ni ; AU ; 29 ; igm77 ; 363 
 2137 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF+ ; 15 ; AVGUST ; 55 
 2138 ; 10 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 34 ; K.V.N. ; 101 
 2039 ; 1 копейка ; 1946 ;  ; Br ; VF-XF ; 21 ; Mihu ; 147 
 2040 ; 1 копейка ; 1948 ;  ; Br ; VF+ ; 20 ; н_у_м_и_з_м_а_т ; 78 
 2041 ; 1 копейка ; 1949 ;  ; Br ; XF ; 5 ; derevnya22 ; 57 
 2042 ; 1 копейка ; 1951 ;  ; Br ; XF+ ; 23 ; miranda ; 412 
 2043 ; 1 копейка ; 1952 ;  ; Br ; XF ; 9 ; maks169 ; 80 
 2044 ; 1 копейка ; 1953 ;  ; Br ; XF+ ; 15 ; miranda ; 114 
 2045 ; 1 копейка ; 1954 ;  ; Br ; AU ; 26 ; maximus1968 ; 279 
 2046 ; 1 копейка ; 1955 ;  ; Br ; AU ; 22 ; maximus1968 ; 398 
 2047 ; 1 копейка ; 1956 ;  ; Br ; XF- ; 15 ; Mihu ; 64 
 2048 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; XF ; 35 ; Дмитрий475 ; 159 
 2049 ; 3 копейки ; 1929 ;  ; Br ; VF+ ; 24 ; Rober ; 204 
 2050 ; 5 копеек ; 1936 ;  ; Br ; F+ ; 18 ; Horta ; 480 
 2051 ; 1 копейка ; 1949 ;  ; Br ; F-VF ; 26 ; Rober ; 35 
 2052 ; 1 копейка ; 1946 ;  ; Br ; VF+ ; 14 ; miranda ; 106 
 2053 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 33 ; judge ; 192 
 2054 ; 15 копеек ; 1984 ;  ; Cu-Ni ; AU ; 26 ; heavy_fly ; 65 
 2055 ; 10 копеек ; 1984 ;  ; Cu-Ni ; XF+ ; 7 ; Глеб ; 18 
 2056 ; 3 копейки ; 1970 ;  ; Cu-Zn ; AU ; 8 ; igor26 ; 262 
 2057 ; 15 копеек ; 1936 ;  ; Ni ; VF-XF ; 23 ; Алексис ; 317 
 2058 ; 15 копеек ; 1938 ;  ; Ni ; VF-XF ; 20 ; yniks2012 ; 454 
 2059 ; 15 копеек ; 1939 ;  ; Ni ; VF ; 23 ; Rober ; 192 
 2060 ; 15 копеек ; 1941 ;  ; Ni ; VF ; 22 ; AVGUST ; 208 
 2061 ; 15 копеек ; 1946 ;  ; Ni ; VF-XF ; 20 ; agent 007 ; 153 
 2062 ; 15 копеек ; 1952 ;  ; Ni ; VF+ ; 27 ; Alekss_27 ; 255 
 2063 ; 15 копеек ; 1943 ;  ; Ni ; VF ; 18 ; Alekss_27 ; 227 
 2064 ; 1 копейка ; 1939 ;  ; Br ; XF ; 24 ; agent 007 ; 340 
 2065 ; 1 копейка ; 1945 ;  ; Br ; VF ; 18 ; Mihu ; 306 
 2066 ; 1 копейка ; 1935 ;  ; Br ; VF+ ; 70 ; кент ; 1191 
 2067 ; 1 копейка ; 1929 ;  ; Br ; VF+ ; 23 ; кент ; 1016 
 2068 ; 1 копейка ; 1938 ;  ; Br ; VF+ ; 28 ; miranda ; 142 
 2069 ; 20 копеек ; 1932 ;  ; Ni ; XF- ; 13 ; maks169 ; 85 
 2070 ; 20 копеек ; 1933 ;  ; Ni ; XF ; 9 ; Mihu ; 113 
 2071 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF+ ; 16 ; Дмитрий475 ; 185 
 2072 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF ; 27 ; нормировщик9 ; 113 
 2073 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 24 ; кент ; 161 
 2074 ; 20 копеек ; 1938 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 20 ; Дмитрий475 ; 194 
 2075 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF+ ; 17 ; 044# ; 255 
 2076 ; 15 копеек ; 1935 ;  ; Ni ; XF ; 27 ; Vanomah ; 503 
 2077 ; 15 копеек ; 1937 ;  ; Ni ; VF+ ; 39 ; кент ; 459 
 2078 ; 15 копеек ; 1938 ;  ; Ni ; VF+ ; 26 ; REC ; 273 
 2079 ; 15 копеек ; 1939 ;  ; Ni ; VF+ ; 20 ; Mihu ; 357 
 2080 ; 10 копеек ; 1933 ;  ; Ni ; VF+ ; 35 ; panti2008 ; 138 
 2081 ; 10 копеек ; 1936 ;  ; Сu-Ni ; XF- ; 18 ; Mihu ; 272 
 2082 ; 10 копеек ; 1937 ;  ; Ni ; VF-XF ; 97 ; Vanomah ; 1501 
 2083 ; 10 копеек ; 1938 ;  ; Ni ; XF ; 58 ; диман ; 596 
 2084 ; 10 копеек ; 1939 ;  ; Ni ; VF-XF ; 29 ; Дмитрий475 ; 210 
 2085 ; 10 копеек ; 1939 ;  ; Ni ; XF ; 30 ; Mihu ; 369 
 2086 ; 5 копеек ; 1940 ;  ; Br ; XF+ ; 20 ; shmaltsai ; 401 
 2087 ; 5 копеек ; 1957 ; В венке герба 15 лент ; Br ; XF+ ; 15 ; ОСА ; 242 
 2088 ; 3 копейки ; 1985 ;  ; Cu-Zn ; AU ; 12 ; ryber ; 114 
 1989 ; 20 копеек ; 1954 ;  ; Ni ; AU ; 17 ; urok20 ; 224 
 1990 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 9 ; maximus1968 ; 51 
 1991 ; 15 копеек ; 1936 ;  ; Ni ; VF-XF ; 21 ; Серёга 1973 ; 91 
 1992 ; 15 копеек ; 1943 ;  ; Ni ; VF+ ; 17 ; Mihu ; 255 
 1993 ; 15 копеек ; 1946 ;  ; Ni ; XF- ; 15 ; panti2008 ; 153 
 1994 ; 15 копеек ; 1949 ;  ; Ni ; XF ; 44 ; flutter ; 567 
 1995 ; 15 копеек ; 1950 ;  ; Ni ; VF-XF ; 37 ; Mihu ; 324 
 1996 ; 15 копеек ; 1952 ;  ; Ni ; XF ; 16 ; Mihu ; 164 
 1997 ; 15 копеек ; 1954 ;  ; Ni ; XF+ ; 11 ; Mihu ; 305 
 1998 ; 15 копеек ; 1956 ;  ; Ni ; AU ; 8 ; Mihu ; 200 
 1999 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 23 ; Алексис ; 204 
 2000 ; 10 копеек ; 1946 ;  ; Ni ; XF ; 22 ; uporleza ; 161 
 2001 ; 10 копеек ; 1949 ;  ; Ni ; XF ; 32 ; Mihu ; 276 
 2002 ; 10 копеек ; 1952 ;  ; Ni ; XF+ ; 25 ; Алексис ; 490 
 2003 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; XF+ ; 14 ; Mihu ; 255 
 2004 ; 5 копеек ; 1948 ;  ; Br ; VF-XF ; 26 ; vjacha ; 255 
 2005 ; 5 копеек ; 1952 ;  ; Br ; XF ; 24 ; vjacha ; 163 
 2006 ; 5 копеек ; 1954 ;  ; Br ; XF ; 32 ; кент ; 352 
 2007 ; 3 копейки ; 1949 ;  ; Br ; VF-XF ; 4 ; Анхель ; 255 
 2008 ; 3 копейки ; 1961 ;  ; Cu-Zn ; XF ; 27 ; gtycbjyth ; 192 
 2009 ; 3 копейки ; 1962 ;  ; Cu-Zn ; AU ; 90 ; кент ; 3988 
 2010 ; 3 копейки ; 1966 ;  ; Cu-Zn ; XF ; 8 ; gtycbjyth ; 320 
 2011 ; 3 копейки ; 1967 ;  ; Cu-Zn ; XF+ ; 30 ; miranda ; 337 
 2012 ; 3 копейки ; 1968 ;  ; Cu-Zn ; XF+ ; 11 ; Анхель ; 254 
 2013 ; 3 копейки ; 1969 ;  ; Cu-Zn ; AU ; 19 ; igor26 ; 451 
 2014 ; 3 копейки ; 1971 ;  ; Cu-Zn ; AU ; 46 ; John16 ; 458 
 2015 ; 3 копейки ; 1972 ;  ; Cu-Zn ; XF+ ; 9 ; heavy_fly ; 105 
 2016 ; 2 копейки ; 1926 ;  ; Br ; VF-XF ; 27 ; ОлегЦ ; 459 
 2017 ; 2 копейки ; 1930 ;  ; Br ; VF+ ; 7 ; мон ; 57 
 2018 ; 2 копейки ; 1932 ;  ; Br ; VF-XF ; 20 ; Skilfulsun ; 212 
 2019 ; 2 копейки ; 1928 ;  ; Br ; VF-XF ; 9 ; ОСА ; 79 
 2020 ; 2 копейки ; 1934 ;  ; Br ; VF ; 8 ; Дима Шухов ; 36 
 2021 ; 2 копейки ; 1935 ;  ; Br ; VF-XF ; 34 ; agent 007 ; 459 
 2022 ; 2 копейки ; 1935 ;  ; Br ; VF/VF+ ; 21 ; Каенн ; 265 
 2023 ; 2 копейки ; 1936 ;  ; Br ; VF-XF ; 24 ; Mihu ; 305 
 2024 ; 2 копейки ; 1937 ;  ; Br ; VF ; 12 ; Mihu ; 114 
 2025 ; 2 копейки ; 1939 ;  ; Br ; VF-XF ; 19 ; maks169 ; 317 
 2026 ; 2 копейки ; 1940 ;  ; Br ; VF-XF ; 17 ; Mihu ; 216 
 2027 ; 2 копейки ; 1941 ;  ; Br ; XF- ; 29 ; agent 007 ; 263 
 2028 ; 2 копейки ; 1948 ;  ; Br ; XF- ; 16 ; диман ; 159 
 2029 ; 2 копейки ; 1951 ;  ; Br ; VF-XF ; 22 ; Новик ; 406 
 2030 ; 2 копейки ; 1953 ;  ; Br ; VF+ ; 12 ; диман ; 155 
 2031 ; 2 копейки ; 1956 ;  ; Br ; XF ; 24 ; Дмитрий475 ; 227 
 2032 ; 1 копейка ; 1933 ;  ; Br ; XF- ; 16 ; Дмитрий475 ; 161 
 2033 ; 1 копейка ; 1934 ;  ; Br ; XF- ; 23 ; solder13 ; 174 
 2034 ; 1 копейка ; 1935 ;  ; Br ; VF- ; 40 ; Ратамахатта ; 938 
 2035 ; 1 копейка ; 1937 ;  ; Br ; XF- ; 23 ; PROCSY ; 204 
 2036 ; 1 копейка ; 1938 ;  ; Br ; VF-XF ; 11 ; Дмитрий475 ; 79 
 2037 ; 1 копейка ; 1939 ;  ; Br ; F-VF ; 31 ; AYP ; 67 
 2038 ; 1 копейка ; 1940 ;  ; Br ; XF- ; 17 ; Дмитрий475 ; 113 
 1939 ; 5 копеек ; 1940 ;  ; Br ; XF ; 38 ; grytuman ; 239 
 1940 ; 1 копейка ; 1936 ;  ; Br ; VF ; 16 ; 21011984andrei ; 37 
 1941 ; 1 копейка ; 1938 ;  ; Br ; VF-XF ; 25 ; Дмитрий475 ; 72 
 1942 ; 1 копейка ; 1939 ;  ; Br ; XF- ; 16 ; Mihu ; 125 
 1943 ; 1 рубль ; 1977 ;  ; Cu-Ni ; AU ; 54 ; maximus1968 ; 1887 
 1944 ; 1 рубль ; 1987 ;  ; Cu-Ni ; VF+ ; 33 ; aibolit15 ; 781 
 1945 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; XF ; 12 ; LAL ; 251 
 1946 ; 50 копеек ; 1980 ;  ; Cu-Ni ; AU ; 18 ; Вяч ; 255 
 1947 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 8 ; 312 ; 36 
 1948 ; 20 копеек. Аверс/Реверс 30 градусов ; 1931 ;  ; Ni ; VF- ; 13 ; 1010110 ; 79 
 1949 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 4 ; Fontan ; 23 
 1950 ; 20 копеек ; 1933 ;  ; Ni ; VF+ ; 9 ; Fontan ; 45 
 1951 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF ; 7 ; Fontan ; 34 
 1952 ; 15 копеек ; 1934 ;  ; Ni ; F+ ; 31 ; AVGUST ; 153 
 1953 ; 15 копеек ; 1931 ;  ; Ni ; F ; 15 ; maks169 ; 153 
 1954 ; 15 копеек ; 1932 ;  ; Ni ; VF+ ; 28 ; miranda ; 204 
 1955 ; 15 копеек ; 1946 ;  ; Ni ; XF ; 24 ; Алексис ; 216 
 1956 ; 15 копеек ; 1936 ;  ; Ni ; VF- ; 25 ; кент ; 44 
 1957 ; 10 копеек ; 1933 ;  ; Ni ; VF+ ; 14 ; AVGUST ; 153 
 1958 ; 10 копеек ; 1932 ;  ; Ni ; VF ; 19 ; Фест ; 153 
 1959 ; 10 копеек ; 1939 ;  ; Ni ; VF ; 29 ; AVGUST ; 362 
 1960 ; 10 копеек ; 1954 ;  ; Ni ; XF+ ; 7 ; 312 ; 30 
 1961 ; 5 копеек ; 1946 ;  ; Br ; F+ ; 14 ; нормировщик9 ; 50 
 1962 ; 5 копеек ; 1955 ;  ; Br ; VF-XF ; 25 ; ОСА ; 159 
 1963 ; 3 копейки ; 1940 ;  ; Br ; VF ; 16 ; Vanomah ; 53 
 1964 ; 3 копейки ; 1938 ;  ; Br ; VF ; 11 ; natalka ; 25 
 1965 ; 3 копейки ; 1930 ;  ; Br ; F+ ; 15 ; AYP ; 18 
 1966 ; 2 копейки ; 1955 ;  ; Br ; VF+ ; 16 ; ОСА ; 59 
 1967 ; 2 копейки ; 1940 ;  ; Br ; XF ; 31 ; Mihu ; 249 
 1968 ; 2 копейки ; 1961 ;  ; Cu-Zn ; XF ; 26 ; Дмитрий475 ; 146 
 1969 ; 1 копейка ; 1963 ;  ; Cu-Zn ; XF ; 22 ; Dadon23 ; 102 
 1970 ; 1 копейка ; 1940 ;  ; Br ; VF ; 12 ; нормировщик9 ; 40 
 1971 ; 1 копейка ; 1937 ;  ; Br ; F-VF ; 78 ; 044# ; 3798 
 1972 ; 10 копеек ; 1970 ;  ; Cu-Ni ; XF ; 8 ; Дима Шухов ; 11 
 1973 ; 1 рубль. Упаковка ; 1988 ;  ; Cu-Ni ; Unc ; 38 ; agent 007 ; 592 
 1974 ; 20 копеек ; 1990 ;  ; Cu-Ni ; XF ; 3 ; cr2952 ; 37 
 1975 ; 20 копеек ; 1991 ; ММД ; Cu-Ni ; XF ; 13 ; cr2952 ; 128 
 1976 ; 10 копеек. Упаковка ; 1988 ;  ; Cu-Ni ; Unc ; 6 ; cr2952 ; 155 
 1977 ; 1 рубль ; 1964 ;  ; Cu-Ni ; AU ; 49 ; dim78 ; 341 
 1978 ; 1 рубль ; 1969 ;  ; Cu-Ni ; XF+ ; 51 ; бонифаций ; 1347 
 1979 ; 1 рубль ; 1977 ;  ; Cu-Ni ; XF ; 52 ; сим1962 ; 1734 
 1980 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 59 ; RFT ; 2877 
 1981 ; 1 рубль ; 1986 ;  ; Cu-Ni ; AU ; 24 ; maximus1968 ; 680 
 1982 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 20 ; кент ; 255 
 1983 ; 50 копеек ; 1978 ;  ; Cu-Ni ; AU ; 27 ; omsk77 ; 567 
 1984 ; 50 копеек ; 1980 ;  ; Cu-Ni ; AU ; 19 ; Запруда ; 306 
 1985 ; 50 копеек ; 1986 ;  ; Cu-Ni ; AU ; 56 ; judge ; 461 
 1986 ; 50 копеек ; 1983 ;  ; Cu-Ni ; AU ; 19 ; 462 ; 224 
 1987 ; 20 копеек ; 1952 ;  ; Ni ; XF- ; 5 ; Mihu ; 100 
 1988 ; 20 копеек ; 1953 ;  ; Ni ; XF+ ; 14 ; Mihu ; 247 
 1889 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 23 ; wwn ; 62 
 1890 ; 5 копеек ; 1940 ;  ; Br ; XF- ; 36 ; urok20 ; 215 
 1891 ; 3 копейки ; 1939 ;  ; Br ; VF-XF ; 49 ; Drusa80 ; 459 
 1892 ; 5 копеек ; 1950 ;  ; Br ; VF- ; 31 ; Technics ; 261 
 1893 ; 15 копеек ; 1939 ;  ; Ni ; VF ; 43 ; диман ; 459 
 1894 ; 1 рубль ; 1979 ;  ; Cu-Ni ; XF+ ; 35 ; ryber ; 1333 
 1895 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 63 ; maximus1968 ; 2232 
 1896 ; 1 рубль ; 1982 ;  ; Cu-Ni ; XF+ ; 43 ; dim78 ; 1487 
 1897 ; 1 рубль ; 1984 ;  ; Cu-Ni ; XF ; 41 ; Дмитрий475 ; 692 
 1898 ; 1 рубль ; 1985 ;  ; Cu-Ni ; VF-XF ; 33 ; Ferros ; 396 
 1899 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; VF-XF ; 35 ; Ferros ; 286 
 1900 ; 5 копеек ; 1978 ;  ; Cu-Zn ; VF-XF ; 23 ; puhetd ; 222 
 1901 ; 3 копейки ; 1941 ;  ; Br ; VF- ; 48 ; диман ; 334 
 1902 ; 2 копейки ; 1930 ;  ; Br ; VF+ ; 28 ; omsk77 ; 352 
 1903 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 23 ; Ferros ; 308 
 1904 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; AU ; 25 ; Каенн ; 426 
 1905 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; AU ; 23 ; Ferros ; 227 
 1906 ; 5 копеек ; 1940 ;  ; Br ; VF+ ; 57 ; mitisson ; 105 
 1907 ; 3 копейки ; 1946 ;  ; Br ; VF ; 13 ; Дмитрий475 ; 37 
 1908 ; 1 рубль ; 1970 ;  ; Cu-Ni ; AU ; 23 ; maximus1968 ; 1538 
 1909 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF ; 19 ; Ferros ; 308 
 1910 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF+ ; 11 ; Ferros ; 156 
 1911 ; 5 копеек ; 1961 ;  ; Cu-Zn ; XF+ ; 16 ; Vebr ; 30 
 1912 ; 1 копейка ; 1976 ;  ; Cu-Zn ; AU ; 23 ; hugo ; 144 
 1913 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF ; 38 ; кент ; 227 
 1914 ; 2 копейки ; 1967 ;  ; Cu-Zn ; AU ; 91 ; maximus1968 ; 1000 
 1915 ; 1 копейка ; 1967 ;  ; Cu-Zn ; AU ; 9 ; urok20 ; 124 
 1916 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF ; 17 ; Серёга 1973 ; 204 
 1917 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; XF ; 23 ; SD315 ; 263 
 1918 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 16 ; loguten ; 171 
 1919 ; 50 копеек ; 1961 ;  ; Cu-Ni ; XF- ; 22 ; judge ; 306 
 1920 ; 50 копеек ; 1990 ;  ; Cu-Ni ; XF ; 74 ; judge ; 735 
 1921 ; 1 копейка ; 1937 ;  ; Br ; XF ; 45 ; miranda ; 351 
 1922 ; 1 копейка ; 1940 ;  ; Br ; XF+ ; 37 ; maximus1968 ; 395 
 1923 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF ; 42 ; dim78 ; 408 
 1924 ; 1 рубль ; 1965 ;  ; Cu-Ni ; XF ; 22 ; Dadon23 ; 255 
 1925 ; 1 рубль ; 1978 ;  ; Cu-Ni ; XF ; 45 ; stas6992 ; 1326 
 1926 ; 1 рубль ; 1979 ;  ; Cu-Ni ; AU ; 39 ; maximus1968 ; 1402 
 1927 ; 1 рубль ; 1984 ;  ; Cu-Ni ; AU ; 34 ; .ИСКАТЕЛЬ. ; 1587 
 1928 ; 10 копеек ; 1935 ;  ; Сu-Ni ; VF-XF ; 52 ; miranda ; 334 
 1929 ; 10 копеек. Деформация ; 1937 ;  ; Ni ; F ; 11 ; maks169 ; 101 
 1930 ; 10 копеек ; 1938 ;  ; Ni ; VF+ ; 32 ; кент ; 355 
 1931 ; 10 копеек ; 1939 ;  ; Ni ; XF ; 24 ; judge ; 592 
 1932 ; 5 копеек ; 1962 ;  ; Cu-Zn ; VF+ ; 29 ; нормировщик9 ; 57 
 1933 ; 15 копеек ; 1938 ;  ; Ni ; VF ; 24 ; yniks2012 ; 412 
 1934 ; 15 копеек ; 1939 ;  ; Ni ; VF ; 29 ; кент ; 237 
 1935 ; 15 копеек ; 1941 ;  ; Ni ; XF ; 37 ; ryber ; 531 
 1936 ; 10 копеек ; 1936 ;  ; Сu-Ni ; XF ; 34 ; Mihu ; 308 
 1937 ; 10 копеек ; 1940 ;  ; Ni ; XF+ ; 25 ; Алексис ; 568 
 1938 ; 10 копеек ; 1941 ;  ; Ni ; XF ; 45 ; 222211 ; 1122 
 1839 ; 1 рубль ; 1979 ;  ; Cu-Ni ; XF+ ; 19 ; denishe ; 1507 
 1840 ; 1 рубль ; 1985 ;  ; Cu-Ni ; AU ; 43 ; maximus1968 ; 612 
 1841 ; 50 копеек ; 1966 ;  ; Cu-Ni ; XF ; 25 ; judge ; 273 
 1842 ; 50 копеек ; 1972 ;  ; Cu-Ni ; XF ; 38 ; judge ; 453 
 1843 ; 50 копеек ; 1973 ;  ; Cu-Ni ; VF-XF ; 18 ; yniks2012 ; 453 
 1844 ; 50 копеек ; 1985 ;  ; Cu-Ni ; AU ; 22 ; dim66 ; 306 
 1845 ; 20 копеек ; 1955 ;  ; Ni ; AU ; 13 ; spblvv ; 226 
 1846 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF+ ; 12 ; heavy_fly ; 114 
 1847 ; 15 копеек ; 1945 ;  ; Ni ; XF ; 85 ; 044# ; 5781 
 1848 ; 5 копеек ; 1940 ;  ; Br ; XF ; 42 ; maximus1968 ; 453 
 1849 ; 5 копеек ; 1941 ;  ; Br ; F-VF ; 18 ; Technics ; 209 
 1850 ; 5 копеек ; 1946 ;  ; Br ; XF ; 28 ; konstk2 ; 79 
 1851 ; 5 копеек ; 1980 ;  ; Cu-Zn ; AU ; 21 ; omsk77 ; 114 
 1852 ; 5 копеек ; 1981 ;  ; Cu-Zn ; AU ; 31 ; 462 ; 340 
 1853 ; 5 копеек ; 1983 ;  ; Cu-Zn ; AU ; 33 ; hugo ; 453 
 1854 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; VF+ ; 51 ; диман ; 793 
 1855 ; 3 копейки ; 1938 ;  ; Br ; VF ; 18 ; konstk2 ; 74 
 1856 ; 3 копейки ; 1941 ;  ; Br ; VF+ ; 50 ; ОСА ; 245 
 1857 ; 3 копейки ; 1955 ;  ; Br ; VF ; 17 ; диман ; 114 
 1858 ; 2 копейки ; 1940 ;  ; Br ; VF ; 10 ; Vanomah ; 114 
 1859 ; 2 копейки ; 1945 ;  ; Br ; VF ; 28 ; кент ; 459 
