 5861 ; Бона иностранная Эквадор ;  ;  ;  ; AU ; 19 ; dmivanych ; 120 
 1766 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 17 ; Heawen ; 174 
 1767 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 21 ; Drill ; 255 
 1768 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 13 ; kotofff ; 200 
 1769 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 16 ; Калуга ; 90 
 1770 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF+ ; 9 ; cr2952 ; 271 
 1771 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 14 ; R.V.R ; 117 
 1772 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 16 ; ялок ; 1548 
 1773 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 50 ; ОМОН10 ; 710 
 1774 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 22 ; Capt2 ; 411 
 1775 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 34 ; QSL ; 1111 
 1676 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 21 ; Oleg73 ; 204 
 1677 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 29 ; vasilyi66 ; 410 
 1678 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 24 ; Vol4en0k ; 206 
 1679 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 27 ; Vol4en0k ; 167 
 1680 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 19 ; сортам70 ; 166 
 1681 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 22 ; stas07 ; 162 
 1682 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 30 ; Инвестор ; 144 
 1683 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 31 ; Drill ; 147 
 1684 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 16 ; Кoчeвниk ; 490 
 1685 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 29 ; сортам70 ; 509 
 1686 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 33 ; karden53 ; 510 
 1687 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF+ ; 30 ; Oleg73 ; 221 
 1688 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 23 ; Leopold36 ; 176 
 1689 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 15 ; spsmaalex ; 62 
 1690 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 8 ; zemlyk2014 ; 102 
 1691 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF+ ; 13 ; Tritiy2 ; 306 
 1692 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF+ ; 9 ; Drill ; 184 
 1693 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 23 ; Калуга ; 95 
 1694 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 37 ; сортам70 ; 191 
 1695 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 18 ; Калуга ; 92 
 1696 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 33 ; Sairam ; 245 
 1697 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 49 ; SergeyAnatoljevich ; 309 
 1698 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 21 ; сортам70 ; 206 
 1699 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 53 ; сортам70 ; 200 
 1700 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 15 ; сортам70 ; 126 
 1701 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 12 ; Maksss163 ; 48 
 1702 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 27 ; murew ; 202 
 1703 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 29 ; Дима Шухов ; 379 
 1704 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Unc ; 25 ; Uri ; 405 
 1705 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 29 ; трынь трынь 4 ; 1539 
 1706 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 27 ; dim66 ; 102 
 1707 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 20 ; Служба тяги ; 133 
 1708 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 9 ; юрий73 ; 153 
 1709 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 11 ; coins77 ; 296 
 1710 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 22 ; ацетон ; 141 
 1711 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 14 ; Служба тяги ; 94 
 1712 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 7 ; Xxzx ; 512 
 1713 ; 1 рубль. В конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Unc/AU ; 12 ; Leopold36 ; 499 
 1714 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 10 ; трынь трынь 4 ; 245 
 1715 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 26 ; vasek ; 3509 
 1716 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 28 ; Служба тяги ; 1373 
 1717 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 24 ; sibirian ; 1002 
 1718 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 10 ; iizikul ; 680 
 1719 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 36 ; Vol4en0k ; 414 
 1720 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 33 ; vasilyi66 ; 501 
 1721 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 25 ; Служба тяги ; 888 
 1722 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 20 ; Служба тяги ; 453 
 1723 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 47 ; Никандр ; 592 
 1724 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 25 ; ацетон ; 132 
 1725 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 11 ; murew ; 153 
 1626 ; Жетон. Министерствол торговли СССР № 12 ;  ;  ; Ж/м ; AU ; 7 ; termin111 ; 128 
 1627 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; XF ; 48 ; sotnik ; 1002 
 1628 ; 50 копеек. Гурт 1987г. Упаковка ; 1988 ; (1987) ; Cu-Ni ; Unc ; 32 ; ser-slava ; 11220 
 1629 ; 20 копеек ; 1975 ;  ; Cu-Ni ; XF- ; 46 ; Инвестор ; 1555 
 1630 ; 20 копеек ; 1980 ; Л/с шт. 3 коп. ; Cu-Ni ; XF- ; 7 ; bva150979 ; 357 
 1631 ; 20 копеек ; 1981 ; Л/с шт. 3 коп. ; Cu-Ni ; XF ; 17 ; Ритм ; 352 
 1632 ; 20 копеек ; 1982 ; Л/с шт. 3 коп. ; Cu-Ni ; XF+ ; 7 ; bva150979 ; 408 
 1633 ; 20 копеек ; 1983 ; Л/с шт. 3 коп. ; Cu-Ni ; XF+ ; 7 ; cr2952 ; 34 
 1634 ; 20 копеек ; 1990 ; Л/с шт. 3 коп. ; Cu-Ni ; XF- ; 19 ; cr2952 ; 816 
 1635 ; 15 копеек ; 1974 ;  ; Cu-Ni ; Unc ; 31 ; TECHNO ; 1589 
 1636 ; 15 копеек ; 1975 ;  ; Cu-Ni ; AU ; 24 ; alitur ; 1893 
 1637 ; 10 копеек ; 1944 ;  ; Ni ; VF ; 46 ; fouli ; 3060 
 1638 ; 5 копеек ; 1966 ;  ; Cu-Zn ; AU ; 26 ; dimass70 ; 2612 
 1639 ; 3 копейки ; 1927 ;  ; Br ; F ; 13 ; Tourist ; 1259 
 1640 ; 3 копейки ; 1967 ; Л/с шт.20 коп.1958 ; Cu-Zn ; AU ; 60 ; dimass70 ; 3853 
 1641 ; 3 копейки ; 1979 ; Л/с шт.20 коп.1973 ; Cu-Zn ; VF+ ; 13 ; cr2952 ; 510 
 1642 ; 3 копейки ; 1980 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 17 ; cr2952 ; 1400 
 1643 ; 3 копейки ; 1982 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 5 ; bva150979 ; 296 
 1644 ; 3 копейки ; 1983 ; Л/с шт.20 коп. ; Cu-Zn ; XF ; 28 ; ser-slava ; 360 
 1645 ; 3 копейки ; 1984 ; Л/с шт.20 коп. ; Cu-Zn ; VF ; 15 ; bva150979 ; 291 
 1646 ; 1 рубль ; 2003 ; СПМД ; Cu-Ni-Zn ; XF+ ; 47 ; capitosha ; 24409 
 1647 ; 20 рублей ; 1993 ; ММД Белый металл (немагнитный) ;  ; AU ; 66 ; ser-slava ; 19385 
 1648 ; 10 рублей. Непрочекан ;  ;  ; Лат/St ; XF+ ; 23 ; Lenchik_2M ; 255 
 1649 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 20 ; YuVV72 ; 357 
 1650 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 24 ; Agava ; 389 
 1651 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 14 ; YuVV72 ; 357 
 1652 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 10 ; ялок ; 301 
 1653 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 30 ; Capt2 ; 352 
 1654 ; 3 рубля. Упаковка ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 24 ; пека17 ; 2746 
 1655 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 19 ; coins77 ; 379 
 1656 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 12 ; опохмелов ; 261 
 1657 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 15 ; 1206 ; 255 
 1658 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 23 ; опохмелов ; 261 
 1659 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 26 ; topzol ; 261 
 1660 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 21 ; coins77 ; 429 
 1661 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 22 ; трынь трынь 4 ; 211 
 1662 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 17 ; трынь трынь 4 ; 161 
 1663 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 21 ; трынь трынь 4 ; 160 
 1664 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 25 ; Никандр ; 340 
 1665 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 13 ; YuVV72 ; 255 
 1666 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 24 ; ялок ; 202 
 1667 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 18 ; трынь трынь 4 ; 306 
 1668 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 17 ; aaa2009 ; 357 
 1669 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 27 ; gdrg2 ; 147 
 1670 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 48 ; Vol4en0k ; 223 
 1671 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 20 ; сортам70 ; 136 
 1672 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 23 ; Leopold36 ; 150 
 1673 ; 1 рубль. Упаковка нарушена ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 18 ; Drill ; 162 
 1674 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 13 ; Leopold36 ; 408 
 1675 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 19 ; murew ; 179 
 1576 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 12 ; Володя ; 114 
 1577 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; XF ; 66 ; SergeyAnatoljevich ; 2142 
 1578 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 13 ; Володя ; 79 
 1579 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 13 ; эдик ; 87 
 1580 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 18 ; vlk_ ; 87 
 1581 ; Полкопейки ; 1925 ;  ; Cu ; XF+ ; 51 ; alexeyre ; 1224 
 1582 ; Полкопейки ; 1925 ;  ; Cu ; F-VF ; 26 ; kuzma-1 ; 567 
 1583 ; Полкопейки ; 1925 ;  ; Cu ; VF ; 19 ; эдик ; 612 
 1584 ; Полкопейки ; 1927 ;  ; Cu ; AU ; 80 ; vlk_ ; 1785 
 1585 ; Полкопейки ; 1928 ;  ; Cu ; XF ; 36 ; кондор ; 4590 
 1586 ; Полкопейки ; 1928 ;  ; Cu ; F-VF ; 27 ; Kama ; 2609 
 1587 ; Жетон. 1 рубль. 70 лет Советскому чекану. Тираж: 299шт ; ММД ;  ; Ag925 ; AU ; 21 ; RUS 78 ; 5307 
 1588 ; Жетон. 5 червонцев. Красная книга. Европейский хариус. Тираж: 200 шт ; 2013ММД ;  ; Ag925 ; Proof ; 34 ; RusScat ; 3400 
 1589 ; Жетон. 5 червонцев. Красная книга. Белый журавль СтерхТираж: 200 шт ; 2013ММД ;  ; Ag925 ; Proof ; 18 ; RusScat ; 3398 
 1590 ; Жетон. 5 червонцев. Красная книга. Гигантская вечерица. Тираж: 200 шт ; 2014ММД ;  ; Ag925 ; Proof ; 13 ; Xxzx ; 3331 
 1591 ; Жетон. 5 червонцев. Красная книга. Рак-богомол. Тираж: 200 шт ; 2014ММД ;  ; Ag925 ; Proof ; 14 ; ДРОВЯНОЙ - 2 ; 3398 
 1592 ; Жетон. 5 червонцев. Красная книга. Манул. Тираж: 200 шт ; 2013ММД ;  ; Ag925 ; Proof ; 14 ; ДРОВЯНОЙ - 2 ; 3398 
 1593 ; Жетон. 5 червонцев. Красная книга. Жук-олень.Тираж: 200 шт ; 2013ММД ;  ; Ag925 ; Proof ; 13 ; Царь001 ; 3330 
 1594 ; Жетон. 5 червонцев. Красная книга. Белый журавль Стерх. Тираж: 1000 шт ; 2013ММД ;  ; Би/м ; Proof ; 23 ; RusScat ; 1247 
 1595 ; Жетон. 5 червонцев. Красная книга. Европейский хариус. Тираж: 1000 шт ; 2013ММД ;  ; Би/м ; Proof ; 11 ; RusScat ; 1247 
 1596 ; Жетон. 5 червонцев. Красная книга. Рак-богомол. Тираж: 1000 шт ; 2014ММД ;  ; Би/м ; Proof ; 16 ; RusScat ; 1247 
 1597 ; Жетон. 5 червонцев. Красная книга. Гигантская вечерица. Тираж: 1000 шт ; 2014ММД ;  ; Би/м ; Proof ; 21 ; RusScat ; 1247 
 1598 ; Жетон. 5 червонцев. Красная книга. Жук-олень.Тираж: 1000 шт ; 2013ММД ;  ; Би/м ; Proof ; 19 ; RusScat ; 1360 
 1599 ; Жетон. 5 червонцев. Красная книга. Манул. Тираж: 1000 шт ; 2013ММД ;  ; Би/м ; Proof ; 23 ; RusScat ; 1326 
 1600 ; Жетон. 5 пядей.  Атаман Ермак Тимофеевич. С современным гербом РФ. Тираж: 1000шт ; 2013ММД ;  ; Cu/Ni ; Proof ; 14 ; Служба тяги ; 717 
 1601 ; Жетон. 5 пядей.  Атаман Ермак Тимофеевич. С  гербом Ивана Грозного Тираж: 500шт ; 2013ММД ;  ; Cu/Ni ; Proof ; 18 ; Служба тяги ; 930 
 1602 ; Жетон. 5 пядей. Князь Григорий Потемкин-Таврический. С гербом Екатерины II. Тираж: 800шт ; 2014ММД ;  ; Cu/Ni ; Proof ; 15 ; bonipari ; 917 
 1603 ; Жетон. 5 пядей. Князь Григорий Потемкин-Таврический. С современным гербом РФ. Тираж: 200 шт ; 2014ММД ;  ; Cu/Ni ; Proof ; 15 ; Служба тяги ; 1634 
 1604 ; Жетон. 5 пядей. Гермоген Албазинский. С современным гербом РФ. Тираж: 200 шт ; 2013ММД ;  ; Cu/Ni ; Proof ; 23 ; kop ; 1765 
 1605 ; Жетон. 5 пядей. Гермоген Албазинский. С гербом Алексея Михайловича. Тираж: 800 шт ; 2013ММД ;  ; Cu/Ni ; Proof ; 15 ; Служба тяги ; 765 
 1606 ; Жетон. 5 пядей. Семен Иванович Дежнев. Тираж: 1000 шт ; 2013ММД ;  ; Cu/Ni ; Proof ; 36 ; sibirian ; 751 
 1607 ; Жетон. 5 пядей. Ерофей Павлович Хабаров. Тираж : 1000 шт ; 2013ММД ;  ; Cu/Ni ; Proof ; 24 ; sibirian ; 752 
 1608 ; Разменный знак 10. Шпицберген. Памяти Нельсона Манделы. Тираж : 900 шт ; 2014СПМД ;  ; Cu/Ni ; Proof ; 59 ; sergeyvma ; 2684 
 1609 ; Разменный знак 10. Шпицберген.  Против терроризма. В память жертв терракта А. Брейвика. Тираж : 900 шт ; 2011СПМД ;  ; Cu/Ni ; Proof ; 30 ; maxm812 ; 2288 
 1610 ; Жетон. Один полтинник. В.В. Терешкова. Тираж : 200шт ; 2013ММД ;  ; Ag ; Proof ; 16 ; QSL ; 3222 
 1611 ; Жетон. Один полтинник. В.В. Терешкова. Тираж : 1000шт ; 2013ММД ;  ; Cu/Ni ; Proof ; 22 ; molodes ; 643 
 1612 ; Жетон. Один полтинник. В.В. Терешкова. Тираж : 300шт ; 2013ММД ;  ; Лат ; Proof ; 15 ; bonipari ; 1489 
 1613 ; Жетон. Один полтинник. Ю.А. Гагаин. Тираж: 1000 шт ; 2011ММД ;  ; Cu/Ni ; Proof ; 15 ; Служба тяги ; 1134 
 1614 ; Жетон. Один полтинник. .Ю.А. Гагаин. Тираж: 300 шт ; 2011ММД ;  ; Лат ; Proof ; 23 ; QSL ; 1867 
 1615 ; Жетон. Один полтинник. Н.С. Хрущев. Тираж: 1000 шт ; 2012ММД ;  ; Лат ; Proof ; 26 ; verunk1 ; 1173 
 1616 ; Жетон. Один Червонец. Тираж: 1000шт ; ММД ;  ; Лат ; Proof ; 13 ; arsenich-s ; 1157 
 1617 ; Жетон. Российский нумизматический форум 2008. Тираж: 270шт ; ММД ;  ; Би/м ; Proof ; 47 ; Служба тяги ; 1111 
 1618 ; Жетон. 1 копейка. Национальная серия "Белоруссия" "Три квадрата". Тираж: 300шт ; 2007ММД ;  ; Cu ; AU ; 21 ; verunk1 ; 1224 
 1619 ; Жетон. 10 копеек. 70 лет Советскому чекану ; ММД ;  ; Cu-Ni ; Proof ; 39 ; TiBuL ; 827 
 1620 ; Жетон. 50 копеек. 70 лет Советскому чекану ; ММд ;  ; Cu-Ni ; Proof ; 27 ; TiBuL ; 835 
 1621 ; Жетон. 1 рубль. 70 лет Советскому чекану ; ММД ;  ; Cu-Ni ; Proof ; 46 ; TiBuL ; 732 
 1622 ; Жетон. 50 экю. Российская Федерация. Тираж: 100 шт ; 1993 ;  ; Ag ; Proof ; 20 ; arsenich-s ; 4080 
 1623 ; Жетон. 10000 рублей. Всероссийский биржевой банк. Тираж: 35шт. В коробке. D-42,5мм. М-31,30гр ; 1991 ;  ; Ag ; Unc ; 41 ; arsenich-s ; 13374 
 1624 ; Жетон. 1 марка. Слава русского оружия. Танк Т-. Сертификат ; 200СМПД ;  ; Жм ; Proof ; 52 ; jjj23 ; 1736 
 1625 ; Жетон. 1 марка. Слава русского оружия. Автомат Калашникова. Сертификат ; 2002СМПД ;  ; Жм ; Proof ; 41 ; jjj23 ; 1844 
 1526 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 22 ; asr5000 ; 450 
 1527 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 15 ; сортам70 ; 422 
 1528 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 35 ; kma066 ; 682 
 1529 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 17 ; сортам70 ; 391 
 1530 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 13 ; DIMA 57 ; 744 
 1531 ; 20 копеек ; 1922 ;  ; Ag ; XF ; 59 ; vlk_ ; 368 
 1532 ; 20 копеек ; 1922 ;  ; Ag ; F ; 9 ; ирренн ; 68 
 1533 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 30 ; Конрос77 ; 337 
 1534 ; 20 копеек ; 1923 ;  ; Ag ; XF- ; 22 ; ирренн ; 111 
 1535 ; 20 копеек ; 1923 ;  ; Ag ; F-VF ; 18 ; ARhimed ; 67 
 1536 ; 20 копеек ; 1923 ;  ; Ag ; F+ ; 9 ; ирренн ; 73 
 1537 ; 20 копеек ; 1923 ;  ; Ag ; F+ ; 3 ; ирренн ; 82 
 1538 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 19 ; ирренн ; 150 
 1539 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 7 ; ирренн ; 102 
 1540 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 21 ; vlk_ ; 184 
