 3235 ; Бона иностранная ;  ;  ;  ;  ; 7 ; у44 ; 42 
 1331 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 13 ; poiskklada ; 227 
 1332 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 25 ; Rober ; 376 
 1333 ; 20 копеек ; 1921 ;  ; Ag ; VF+ ; 37 ; o.k. ; 816 
 1334 ; 20 копеек ; 1922 ;  ; Ag ; XF+ ; 35 ; дима1969 ; 165 
 1335 ; 20 копеек ; 1922 ;  ; Ag ; AU ; 47 ; schnaps ; 478 
 1336 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 36 ; Jimmy ; 123 
 1337 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 45 ; 1968 ; 206 
 1338 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 61 ; avka ; 163 
 1339 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 33 ; poiskklada ; 96 
 1340 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 42 ; 1968 ; 255 
 1341 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 36 ; poiskklada ; 81 
 1342 ; 20 копеек ; 1924 ;  ; Ag ; AU ; 33 ; rizovtpl ; 264 
 1343 ; 20 копеек ; 1924 ;  ; Ag ; XF+ ; 15 ; Jimmy ; 93 
 1344 ; 20 копеек ; 1924 ;  ; Ag ; AU ; 27 ; дима1969 ; 266 
 1345 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 18 ; дима1969 ; 153 
 1346 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 13 ; дима1969 ; 94 
 1347 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 19 ; turist07908 ; 51 
 1348 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 29 ; turist07908 ; 79 
 1349 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 30 ; BobrS ; 94 
 1350 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 3 ; turist07908 ; 41 
 1351 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 10 ; Kosss_2008 ; 113 
 1352 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 38 ; poiskklada ; 82 
 1353 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 34 ; BobrS ; 102 
 1354 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 21 ; art67 ; 107 
 1355 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 6 ; andreyx  ; 87 
 1356 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 25 ; дима1969 ; 129 
 1357 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 24 ; poiskklada ; 81 
 1358 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 11 ; turist07908 ; 77 
 1359 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 12 ; alno51 ; 100 
 1360 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 23 ; turist07908 ; 78 
 1361 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF/XF+ ; 23 ; turist07908 ; 80 
 1362 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 11 ; коваль ; 82 
 1363 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 12 ; карден ; 104 
 1364 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 13 ; andreyx  ; 114 
 1365 ; 20 копеек ; 1929 ;  ; Ag ; AU ; 22 ; igor_r65 ; 123 
 1254 ; Лот значков "Самолеты": 6шт ;  ;  ; Al ; XF+/AU ; 21 ; ghjk ; 73 
 1255 ; Лот значков "Корабли": 10шт ;  ;  ; Al ; XF/AU ; 26 ; zecchin ; 70 
 1256 ; Лот значков: 5шт ;  ;  ; Al ; XF+/AU ; 18 ; Григорий ; 87 
 1257 ; Лот значков: 4шт ;  ;  ; Al ; XF/AU ; 11 ; Григорий ; 34 
 1258 ; Лот значков "Хоккейные клубы": 7шт ;  ;  ; Al ; XF/AU ; 31 ; fanfan ; 111 
 1259 ; Лот значков "Победитель соцсоревнований": 8шт ;  ;  ; Al ; XF+/AU ; 53 ; 542 ; 561 
 1260 ; Лот значков "Футбольные клубы":9шт ;  ;  ; Al ; XF/AU ; 21 ; Sky2 ; 123 
 1273 ; 100 рублей ; 1979 ; ММД Олимпиада-80. Универсальны ; Au ; proof ; 14 ; gorfil ; 17233 
 1274 ; 50 рублей ; 1988 ; ММД Софийский собор в Новгород ; Au ; Proof ; 25 ; титан ; 10825 
 1275 ; 50 рублей ; 1997 ; ЛМД Сцена из балета "Лебединое ; Au ; Proof ; 59 ; woger08 ; 22000 
 1276 ; Монетовидный жетон "Один червонец - 1925 ". Гурт рефление. Тираж 100шт. М-7,8г. D-22,6мм. С сертификатом подлинности ; ММД ;  ; Au999 ; Proof ; 81 ; 11111 ; 47755 
 1277 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиа ; Ag ; Proof ; 46 ; дима1969 ; 918 
 1278 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры  ; Ag ; Proof ; 47 ; sergunya ; 808 
 1279 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках. ; Ag ; Proof ; 17 ; sergunya ; 889 
 1280 ; 10 рублей ; 1980 ; ММД Танец орла и хуреш.Игры XX ; Ag ; Proof ; 43 ; zxcv ; 1140 
 1281 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиа ; Ag ; AU ; 36 ; zxcv ; 722 
 1282 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 43 ; zxcv ; 902 
 1283 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимп ; Ag ; AU ; 46 ; gorfil ; 787 
 1284 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII О ; Ag ; AU ; 43 ; zxcv ; 754 
 1285 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; Proof ; 18 ; schnaps ; 536 
 1286 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 28 ; vladimir232 ; 481 
 1287 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 56 ; vladimir232 ; 498 
 1288 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиа ; Ag ; AU ; 29 ; vladimir232 ; 572 
 1289 ; 3 рубля ; 1996 ; ММД Крейсер "Кузнецов" ; Ag ; Proof ; 65 ; gorfil ; 2274 
 1290 ; 3 рубля ; 1996 ; ЛМД Ледокол "Ермак" ; Ag ; Proof ; 45 ; gorfil ; 3078 
 1291 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Соболь ; Ag ; AU ; 53 ; Man 11 ; 668 
 1292 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 52 ; ДСВ777 ; 444 
 1293 ; 2 рубля ; 1995 ; ММД М.И.Кутузов ; Ag ; Proof ; 65 ; mic61 ; 800 
 1294 ; Рубль ; 1921 ; (АГ) ; Ag ; F-VF ; 39 ; molodes ; 1252 
 1295 ; Рубль ; 1921 ; (АГ) ; Ag ; VF-XF/VF+ ; 16 ; limon1976 ; 1821 
 1296 ; Рубль ; 1922 ; (ПЛ) ; Ag ; XF+ ; 27 ; klimvita ; 10300 
 1297 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 26 ; uin ; 1530 
 1298 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 33 ; waffe_ss ; 1224 
 1299 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+/VF-XF ; 22 ; закрыт ; 819 
 1300 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 20 ; закрыт ; 850 
 1301 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF/AU ; 27 ; wagner ; 1122 
 1302 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF/VF+ ; 29 ; закрыт ; 828 
 1303 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 11 ; uin ; 1530 
 1304 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 36 ; 1921o ; 912 
 1305 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 19 ; ФВС ; 326 
 1306 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF-XF ; 37 ; trubochist ; 363 
 1307 ; 50 копеек. В капсуле NGC ; 1922 ; (АГ) ; Ag ; AU 55 ; 15 ; savlad ; 679 
 1308 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 22 ; alex888 ; 213 
 1309 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 16 ; alex888 ; 213 
 1310 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 9 ; alex888 ; 206 
 1311 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 9 ; alex888 ; 206 
 1312 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 10 ; alex888 ; 202 
 1313 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 29 ; o.k. ; 263 
 1314 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; AU ; 7 ; дима1969 ; 313 
 1315 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 11 ; alex888 ; 212 
 1204 ; Знак. ВСХВ ;  ;  ; Ж/м,эмаль ; XF+ ; 27 ; molodes ; 99 
 1205 ; Членский знак "Общество Трудовые Резервы" ;  ;  ; Ж/м,эмаль ; AU ; 30 ; solder13 ; 169 
 1206 ; Знак. Спортклуб ВМИ ;  ;  ; Ж/м,эмаль ; XF ; 33 ; Mick 1 ; 240 
 1207 ; Знак. Выставка в Брюсселе. Советский павильон ; 1958ЛМД ;  ; Ж/м,эмаль ; AU ; 26 ; Григорий ; 104 
 1208 ; Знак. За мир и дружбу ;  ;  ; Ж/м,эмаль ; AU ; 15 ; st-micke ; 87 
 1209 ; Знак. Отличник советской армии ;  ;  ; Ж/м,эмаль ; VF-XF ; 19 ; francez ; 142 
 1210 ; Знак на заколке ;  ;  ; Ж/м,эмаль ; XF ; 11 ; Григорий ; 34 
 1211 ; Знак. Готов к санитарной обороне СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 25 ; Григорий ; 153 
 1212 ; Знак. Фестиваль. Москва ; 1957 ;  ; Ж/м,эмаль ; XF+ ; 11 ; serg2000 ; 134 
 1213 ; Знак. ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; XF ; 15 ; zecchin ; 101 
 1214 ; Знак. Готов к труду и обороне СССР 2 ступени ;  ;  ; Ж/м,эмаль ; VF-XF ; 25 ; zecchin ; 86 
 1215 ; Знак. Фестиваль ; 1957ЛМД ;  ; Ж/м,эмаль ; XF+ ; 18 ; serg2000 ; 101 
 1216 ; Знак. Юный турист СССР ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 24 ; Григорий ; 53 
 1217 ; Знак. Ленинград. Метро ;  ;  ; Ж/м,эмаль ; XF+ ; 42 ; st-micke ; 101 
 1218 ; Знак. Фестиваль молодежи СССР ; 1957ММД ;  ; Ж/м,эмаль ; XF+ ; 14 ; serg2000 ; 57 
 1219 ; Знак. Флаг ;  ;  ; Ж/м,эмаль ; AU ; 21 ; Григорий ; 77 
 1220 ; Знак. Москва ;  ;  ; Ж/м,эмаль ; AU ; 13 ; serg2000 ; 45 
 1221 ; Знак. Фестиваль молодежи. Киев ; 1956 ;  ; Ж/м,эмаль ; XF ; 13 ; ok1000 ; 208 
 1222 ; Знак. СССР 04.10.1957 ;  ;  ; Ж/м,эмаль ; AU ; 13 ; serg2000 ; 77 
 1223 ; Знак. Турист СССР ;  ;  ; Ж/м,эмаль ; XF+ ; 45 ; igo ; 45 
 1224 ; Знак. Участнику уборки урожая на целине. ЦК ВЛКСМ ; 1958 ;  ; Ж/м,эмаль ; XF+ ; 11 ; Xpress-x8 ; 203 
 1225 ; Знак. Готов к ПВХО. ОСОАВИАХИМ ;  ;  ; Ж/м, эмаль ; VF+ ; 50 ; korovan67 ; 2285 
 1226 ; Знак. 150 лет Кировскому заводу б. Путиловский ; 1951 ;  ; Ж/м,эмаль ; XF+ ; 16 ; serg2000 ; 114 
 1227 ; Знак. Отличник милиции МВД СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 55 ; francez ; 357 
 1228 ; Знак. Спортсмен-парашютист 1 разряд ; ММД ;  ; Ж/м,эмаль ; XF ; 21 ; Mick 1 ; 170 
 1229 ; Знак. Фестиваль. Москва ; 1957 ;  ; Ж/м ; XF+ ; 25 ; serg2000 ; 57 
 1230 ; Знак. Фестиваль ; 1957ЛМД ;  ; Ж/м ; AU ; 8 ; serg2000 ; 47 
 1231 ; Знак. Спутник. СССР ; ЛМД ;  ; Ж/м ; AU ; 12 ; RAPAN ; 79 
 1232 ; Знак. За мир и дружбу ; ЛМД ;  ; Ж/м ; AU ; 33 ; Xpress-x8 ; 51 
 1233 ; Знак. Фестиваль. Москва ;  ;  ; Ж/м ; AU ; 8 ; st-micke ; 57 
 1234 ; Знак. Голубь, фестиваль ; ММД ;  ; Ж/м,Al ; AU ; 7 ; serg2000 ; 113 
 1235 ; Знак. 50 лет первой АПЛ ;  ;  ; Ж/м ; AU ; 7 ; RAPAN ; 55 
 1236 ; Знак. Фронтовик ;  ;  ; Ж/м ; AU ; 18 ; alex995 ; 41 
 1237 ; Знак. ЛЕННАУЧФИЛЬМ ;  ;  ; Ж/м ; AU ; 5 ; Григорий ; 28 
 1238 ; Знак. Отличник гражданской обороны СССР ; ЛМД ;  ; Al ; AU ; 41 ; francez ; 100 
 1239 ; Знак. 60 лет ВВИА имени проф. Н.Е.Жуковского ;  ;  ; Al ; AU ; 8 ; ghjk ; 101 
 1240 ; Знак. Наставник молодежи. ВЦСПС и ЦКВЛКСМ ; ЛМД ;  ; Б/м, ж/м ; AU ; 21 ; baltika13 ; 336 
 1241 ; Знак об окончании ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; AU ; 7 ; o.k. ; 83 
 1242 ; Знак. Гвардия СССР ;  ;  ; Ж/м,эмаль ; XF+ ; 23 ; 689 ; 41 
 1243 ; Знак. Гвардия СССР ;  ;  ; Ж/м,эмаль ; AU ; 13 ; solder13 ; 88 
 1244 ; Знак. Отличник пожарной охраны ;  ;  ; Al ; AU ; 17 ; zecchin ; 77 
 1245 ; Офицерский знак 1 класса ;  ;  ; Ж/м,эмаль ; AU ; 13 ; Rober ; 30 
 1246 ; Знак. 600 лет Отечественной артиллерии ; 1982 ;  ; Al ; AU ; 11 ; st-micke ; 109 
 1247 ; Знак. Отличник народного просвещения ; ЛМД ;  ; Al ; AU ; 30 ; solder13 ; 105 
 1248 ; Знак. Гвардия СССР ;  ;  ; Ж/м,эмаль ; AU ; 4 ; solder13 ; 45 
 1249 ; Лот значков "Ударник": 3шт ;  ;  ; Al ; XF+/AU ; 19 ; costa ; 101 
 1250 ; Лот значков "Окончание ВУЗа": 2шт ; ЛМД ;  ; Al,Ж/м,эма ; XF+/AU ; 56 ; o.k. ; 104 
 1251 ; Лот значков "Малая земля": 7шт ;  ;  ; Al ; AU ; 7 ; poiskklada ; 22 
 1252 ; Лот значков Ленин: 8шт ;  ;  ; Al ; XF-/AU ; 11 ; Rober ; 22 
 1253 ; Лот значков "Байконур": 3шт ;  ;  ; Al ; XF+/AU ; 5 ; SadKo ; 41 
 1154 ; Орден Труда III степени с документом. НРБ ; 80-х гг ;  ; Б/м ; AU ; 67 ; lsp25 ; 640 
 1155 ; Колодка миниатюрных орденов на оригинальной цепочке. Германия ; 1МВ ;  ; Ag,Br,эмал ; AU ; 51 ; crispy-duck ; 3500 
 1156 ; Знак. Гарда. Югославия ;  ;  ; Ж/м,эмаль ; AU ; 85 ; велко ; 203 
 1157 ; Знак. Отрядник. Болгария ;  ;  ; Ж/м,эмаль ; XF- ; 34 ; Григорий ; 90 
 1158 ; Медаль в память Наполеоновских войн. Франция. Очень редкая. М-151,9г ;  ;  ; Ag ; AU ; 50 ; Георг ; 10889 
 1159 ; Медаль в честь кардинала Engelbertus Sterckx. Бельгия. Очень редкая. М-57г ; 1838 ;  ; Ag ; AU ; 15 ; cska ; 6347 
 1160 ; Медаль. Королева Виктория. Великобритания ; 1897 ;  ; Br ; XF ; 37 ; Nico ; 1508 
 1161 ; Медаль в память сопротивления французского народа тиранам. Франция, 1-я Республика Конвент (1792-1795), очень редкая ; 1792 ;  ; Br ; AU ; 54 ; avs ; 4501 
 1162 ; Медаль. 75 лет энциклики папы Льва XIII. Ватикан, Павел VI (1963-1978) ; 1966 ;  ; Ag ; AU ; 24 ; Ромбор ; 1758 
 1163 ; Медаль. Взятиие Фрибурга. Франция,Людовик XV ; конец 19 века ;  ; Br ; VF+ ; 30 ; S1952 ; 714 
 1164 ; Медаль. Референдум в Сааре ;  ;  ; Ag? ; F-VF ; 52 ; 1921o ; 150 
 1165 ; Наградная медаль Министерства сельского хозяйства. Франция, 3-я республика ; 1885 ;  ; Ag ; AU ; 26 ; 1921o ; 1020 
 1166 ; Медаль-жетон. Торговая палата Парижа. Франция, 3-я республика ; 1874 ;  ; Ag ; XF+ ; 44 ; Ромбор ; 1812 
 1167 ; Медаль. Вильгельм II. Германия ;  ;  ; Br ; AU ; 28 ; murka1973 ; 833 
 1168 ; Медаль. На серебряную свадьбу Августы Виктории и Вильгельма II ; 1906 ;  ; Ag950 ; AU ; 46 ; дима1969 ; 3790 
 1169 ; Жетон. Аквитания, Герб Бордо. Франция, Людовик XVI (1774-1793), 1-й вариант ;  ;  ; Ag ; VF+ ; 19 ; Георг ; 800 
 1170 ; Жетон. Нормандия Страхование от пожара. Франция, Луи Филипп I (1830-1848), 2-й вариант ; 1840 ;  ; Ag ; XF ; 12 ; Грант ; 1020 
 1171 ; Жетон. Взаимопощь для работников шёлкового производства. Франция, Луи Наполеон Президент Республики, редкий ; 1850 ;  ; Ag ; XF+ ; 23 ; Грант ; 1122 
 1172 ; Жетон. Профсоюз ткачей департамента Сены. Франция, 2-я республика (1848-1852) ; 1848 ;  ; Ag ; XF+ ; 19 ; кузин ; 1001 
 1173 ; Жетон. Создание Академии Руана в 1744 году. Корнель, Фонтеннель и Пуссен. Франция, Людовик XVI (1774-1793) ;  ;  ; Ag ; XF+ ; 27 ; Георг ; 1020 
 1174 ; Жетон в честь администрации города Брюсселя. Бельгия ; 1859 ;  ; Ag ; AU ; 17 ; S1952 ; 1785 
 1175 ; Жетон в честь администрации города Брюсселя. Бельгия ; 1858 ;  ; Ag ; AU ; 11 ; S1952 ; 1785 
 1176 ; Жетон. Изобретатель лесосплава Жана Руве. Франция, 1-я Республика Консулат (1799-1804), 1-й вариант ;  ;  ; Ag ; XF- ; 16 ; Георг ; 864 
 1177 ; Жетон. Королевская фабрика стекла. Франция, Карл X (1824-1830) ; 1830 ;  ; Ag ; AU ; 23 ; 138246 ; 1020 
 1178 ; Жетон на основание Академии изящных искусств в Стокгольме. Швеция. Медальер Гедлингер. Редкий ; 1735 ;  ; Ag ; XF- ; 23 ; S1952 ; 4082 
 1179 ; Жетон. Франция ; ND ;  ; Ag ; VF-XF ; 16 ; Георг ; 500 
 1180 ; Жетон. Людовик XV. Франция ; 1771 ;  ; Ag ; XF ; 27 ; S1952 ; 1071 
 1181 ; Жетон. Людовик XVI. Франция ; ND ;  ; Ag ; XF+ ; 10 ; misha154137 ; 2334 
 1182 ; Жетон. Новодел. Щит и летящий Меркурий. Французская Америка. Канада ;  ;  ; Cu ; XF+ ; 21 ; overshtag ; 567 
 1183 ; Жетон. Людовик XV. Франция ; 1758 ;  ; Ag ; VF-XF ; 27 ; overshtag ; 714 
 1184 ; Жетон. Людовик XV. Франция ; ND ;  ; Ag ; VF-XF ; 25 ; overshtag ; 528 
 1185 ; Свадебный жетон. Франция, 3-я республика ; конец XIX века ;  ; Ag ; XF+ ; 27 ; дима1969 ; 1062 
 1186 ; Жетон. Иностранный ; 1657 ;  ; Br ; VF ; 73 ; usan ; 1417 
 1187 ; Жетон. Иностранный ; ND ;  ; Br ; F-VF ; 25 ; Григорий ; 26 
 1188 ; Жетон на основание Академии в городе Лунде. Швеция. Медальер Гедлингер. Редкий. Дефект гурта 12 часов ; 1668 ;  ; Br ; XF ; 18 ; Евро ; 1326 
 1189 ; Жетон. Портреты Людовика XIII и Людовика XIV. Франция, Людовик XIV (1643-1715) ; 1644 ;  ; Br ; VF- ; 40 ; usan ; 315 
 1190 ; Жетон. Свадьба Людовика  XIV и Марии-Терезии. Франция, Людовик XIV (1643-1715) ; 1660 ;  ; Br ; VF ; 64 ; Григорий ; 510 
 1191 ; Жетон. За защиту свободы Трансвааля ; 1900 ;  ; Br ; AU ; 23 ; rokada77 ; 128 
 1192 ; Жетон в честь избрания Наполеона III императором. Франция ; 1852 ;  ; Br ; AU ; 17 ; lvovich ; 487 
 1193 ; Жетон. Генерал де Лафайет. Франция ; 1981 ;  ; Ag ; AU ; 3 ; S1952 ; 255 
 1194 ; Жетон. Собор Парижской Богоматери. Франция ; 2009 ;  ; Br ; AU ; 5 ; lakomb ; 200 
 1195 ; Жетон. Царь Александр II ;  ;  ; Б/м ; Proof ; 5 ; lakomb ; 209 
 1196 ; Медаль. Диана принцесса Уэльская. В коробке, с сертификатом подлинности ; 1997 ;  ; Cu-Zn ; AU ; 5 ; swoon ; 400 
 1197 ; Знак. Ударник коммунистического труда ; ЛМД ;  ; Al ; AU ; 51 ; 542 ; 68 
 1198 ; Знак. Отличник Социалистического соревнования ; ММД ;  ; Al ; XF+ ; 80 ; francez ; 275 
 1199 ; Знак "Отличник Социалистического соревнования". Министерство строительства СССР ; ММД ;  ; Al ; AU ; 35 ; francez ; 259 
 1200 ; Знак. Ударник коммунистического труда ;  ;  ; Al ; XF+ ; 21 ; 542 ; 87 
