 4687 ; Бона иностранная ;  ;  ;  ;  ; 12 ; smel ; 150 
 1741 ; 3 копейки ; 1927 ;  ; Br ; VF- ; 88 ; Олег33 ; 2050 
 1742 ; 3 копейки ; 1945 ;  ; Br ; VF- ; 85 ; novikoff12006 ; 835 
 1743 ; 10 рублей. Брак монетного двора. Аверс/реверс ; 1993 ; ЛМД белый металл (магнитный) ; Fe in Br ; AU ; 72 ; 3273 ; 306 
 1744 ; 5 копеек. Без обозначения монетного двора ; 2003 ;  ; Cu/Ni ; AU ; 47 ; K19 ; 1237 
 1745 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 11 ; виталий1 ; 261 
 1746 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 92 ; Sergant ; 146 
 1747 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 34 ; mr.812 ; 160 
 1748 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 76 ; jimmysu ; 104 
 1749 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Unc ; 9 ; igan2268 ; 167 
 1750 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 41 ; Ходор ; 219 
 1751 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 14 ; Ходор ; 192 
 1752 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 79 ; Ходор ; 196 
 1753 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 33 ; kalan ; 518 
 1754 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 54 ; Mango Moris ; 318 
 1755 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 60 ; kalan ; 275 
 1756 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 61 ; veter 9 ; 153 
 1757 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 70 ; molchun ; 88 
 1658 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 21 ; blau ; 336 
 1659 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 40 ; vitapool ; 342 
 1660 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 17 ; волга ; 347 
 1661 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 16 ; vitapool ; 342 
 1662 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 33 ; волга ; 347 
 1663 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 44 ; курепа ; 615 
 1664 ; 20 копеек ; 1922 ;  ; Ag ; XF+ ; 69 ; max.zuzin ; 348 
 1665 ; 20 копеек ; 1922 ;  ; Ag ; VF- ; 31 ; evg ; 93 
 1666 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 83 ; Mango Moris ; 225 
 1667 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 60 ; 281 ; 153 
 1668 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 32 ; Shangr ; 153 
 1669 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 51 ; maremark ; 78 
 1670 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 32 ; maremark ; 85 
 1671 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 33 ; fundamento ; 357 
 1672 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 96 ; xorek016 ; 231 
 1673 ; 15 копеек ; 1922 ;  ; Ag ; XF ; 43 ; DmA ; 195 
 1674 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 68 ; lessnoy ; 200 
 1675 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 67 ; atenom ; 350 
 1676 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 38 ; 281 ; 95 
 1677 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 23 ; evg ; 81 
 1678 ; 15 копеек ; 1924 ;  ; Ag ; XF+ ; 63 ; finger ; 394 
 1679 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 79 ; Vanomah ; 108 
 1680 ; 15 копеек ; 1925 ;  ; Ag ; XF- ; 8 ; 281 ; 82 
 1681 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 45 ; maremark ; 75 
 1682 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 66 ; maremark ; 80 
 1683 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 34 ; Shangr ; 104 
 1684 ; 15 копеек ; 1928 ;  ; Ag ; VF+ ; 24 ; Gorizn ; 83 
 1685 ; 15 копеек ; 1930 ;  ; Ag ; XF+ ; 80 ; spstudio ; 216 
 1686 ; 10 копеек ; 1921 ;  ; Ag ; VF ; 36 ; Gek ; 1030 
 1687 ; 10 копеек ; 1923 ;  ; Ag ; XF ; 82 ; Shangr ; 232 
 1688 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 51 ; spstudio ; 171 
 1689 ; 10 копеек ; 1928 ;  ; Ag ; VF+ ; 25 ; Vanomah ; 101 
 1690 ; 10 копеек ; 1929 ;  ; Ag ; XF ; 69 ; spstudio ; 87 
 1691 ; 10 копеек ; 1929 ;  ; Ag ; VF+ ; 36 ; Mango Moris ; 168 
 1692 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF+/F-VF ; 10 ; 384020 ; 305 
 1693 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 30 ; AVGUST ; 141 
 1694 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 63 ; Wolchara ; 95 
 1695 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 70 ; kochet751 ; 226 
 1696 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 51 ; AVGUST ; 396 
 1697 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 29 ; AVGUST ; 204 
 1698 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF ; 20 ; AVGUST ; 248 
 1699 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 32 ; AVGUST ; 204 
 1700 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; XF ; 19 ; dimass70 ; 532 
 1701 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF ; 25 ; AVGUST ; 159 
 1702 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 20 ; Ратамахатта ; 51 
 1703 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 18 ; AVGUST ; 128 
 1704 ; Полкопейки ; 1925 ;  ; Cu ; XF ; 22 ; карат ; 816 
 1705 ; Полкопейки ; 1927 ;  ; Cu ; VF+ ; 3 ; AVGUST ; 594 
 1706 ; Полкопейки ; 1927 ;  ; Cu ; VF+ ; 50 ; drn137 ; 739 
 1707 ; Полкопейки ; 1928 ;  ; Cu ; VF-XF ; 45 ; dimass70 ; 2081 
 1608 ; 3 рубля ; 2005 ; ММД 60 лет Победы в ВОВ ; Ag ; Proof ; 67 ; Slava28 ; 1752 
 1609 ; 3 рубля ; 2006 ; XX зимние олимпийские игры в Турине, Италия ; Ag ; Proof ; 42 ; свой ; 3408 
 1610 ; 3 рубля ; 2009 ; Одигитриевская церковь. Смоленская обл. ; Ag ; Proof ; 49 ; gtnhjd ; 1881 
 1611 ; 3 рубля ; 2010 ; Боевая башня "Вовнушки" ; Ag ; Proof ; 158 ; wolikaz ; 2752 
 1612 ; 3 рубля ; 2010 ; 1000 лет Ярославлю ; Ag ; Proof ; 57 ; astronom ; 2295 
 1613 ; 3 рубля ; 2010 ; Ансамбль Круглой площади, Петрозаводск ; Ag ; Proof ; 75 ; SANGOLD1 ; 2790 
 1614 ; 3 рубля. Лунный календапь. Год Кролика ; 2011ММД ;  ; Ag ; Proof ; 25 ; SANGOLD1 ; 2819 
 1615 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 30 ; krft ; 435 
 1616 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 53 ; dgekson ; 651 
 1617 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 45 ; Sing ; 1152 
 1618 ; 2 рубля ; 1994 ; ММД И.Е.Репин ; Ag ; Proof ; 101 ; stivenson ; 627 
 1619 ; 2 рубля ; 1995 ; ММД М.И.Кутузов ; Ag ; Proof ; 46 ; rib1959 ; 1213 
 1620 ; 2 рубля ; 1995 ; ММД И.А.Бунин ; Ag ; Proof ; 58 ; novikoff12006 ; 1361 
 1621 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 156 ; мамасмотрияедубезрук ; 800 
 1622 ; 2 рубля ; 1995 ; ЛМД С.А.Есенин ; Ag ; Proof ; 133 ; novikoff12006 ; 860 
 1623 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс ; Ag ; Proof ; 154 ; novikoff12006 ; 813 
 1624 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на аверсе-Кремль ; Ag ; Proof ; 34 ; rib1959 ; 1166 
 1625 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет за столом ; Ag ; Proof ; 147 ; мамасмотрияедубезрук ; 1159 
 1626 ; 2 рубля ; 2000 ; ММД 150 лет со дня рождения С.В.Ковалевской ; Ag ; Proof ; 61 ; мамасмотрияедубезрук ; 2278 
 1627 ; 2 рубля ; 2007 ; СПМД 150 лет со дня рождения В.М.Бехтерева ; Ag ; Proof ; 172 ; Slava28 ; 1197 
 1628 ; 2 рубля ; 2010 ; 200 лет хирургу Н.И.Пирогову ; Ag ; Proof ; 50 ; astronom ; 1300 
 1629 ; 1 рубль ; 1993 ; ЛМД Красная книга. Амурский тигр ; Ag ; Proof ; 56 ; BSV ; 2957 
 1630 ; 1 рубль ; 1993 ; ЛМД Красная книга. Рыбный филин ; Ag ; Proof ; 31 ; maremark ; 1699 
 1631 ; 1 рубль ; 1993 ; ЛМД Красная книга. Винторогий козел ; Ag ; Proof ; 34 ; BSV ; 1768 
 1632 ; 1 рубль ; 1994 ; ЛМД Красная книга. Гималайский медведь ; Ag ; Proof ; 19 ; 2 wise monkey ; 1147 
 1633 ; 1 рубль ; 1994 ; ЛМД Красная книга. Краснозобая казарка ; Ag ; Proof ; 39 ; kalan ; 1316 
 1634 ; 1 рубль ; 1995 ; ЛМД Красная книга. Кавказский тетерев ; Ag ; Proof ; 83 ; Рыба ; 2335 
 1635 ; 1 рубль ; 1995 ; ЛМД Красная книга. Дальневосточный аист ; Ag ; Proof ; 18 ; Ybrjkfif ; 1694 
 1636 ; 1 рубль ; 1996 ; ЛМД Красная книга. Песчаный слепыш ; Ag ; Proof ; 49 ; romario2 ; 2000 
 1637 ; 1 рубль ; 1997 ; ЛМД Красная книга. Зубр ; Ag ; Proof ; 54 ; Artemon ; 2042 
 1638 ; 1 рубль ; 1997 ; ЛМД Красная книга. Джейран. ; Ag ; Proof ; 40 ; vip_Alex777 ; 1689 
 1639 ; 1 рубль ; 1997 ; ММД Храм Христа Спасителя ; Ag ; Proof ; 178 ; мамасмотрияедубезрук ; 1104 
 1640 ; 1 рубль ; 1997 ; ЛМД Футболисты. Чемпионы Олимпиады 1988. ; Ag ; Proof ; 8 ; мамасмотрияедубезрук ; 1003 
 1641 ; 1 рубль ; 1998 ; СПМД Красная книга. Гусь-белошей ; Ag ; Proof ; 49 ; vip_Alex777 ; 2957 
 1642 ; 1 рубль ; 1999 ; СПМД Красная книга. Розовая чайка ; Ag ; Proof ; 47 ; maloy ; 2472 
 1643 ; 1 рубль ; 1999 ; СПМД Красная книга. Кавказская гадюка ; Ag ; Proof ; 41 ; vip_Alex777 ; 4444 
 1644 ; 1 рубль ; 2005 ; СПМД Красная книга. Длинноклювый Пыжик ; Ag ; Proof ; 92 ; luvita ; 1771 
 1645 ; Рубль ; 1921 ; (АГ) ; Ag ; XF-/VF ; 43 ; jimmysu ; 2511 
 1646 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+/VF-XF ; 39 ; John$ ; 1219 
 1647 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 28 ; кашира ; 1830 
 1648 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 72 ; jimmysu ; 1173 
 1649 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 49 ; John$ ; 1209 
 1650 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF ; 149 ; пруха ; 500 
 1651 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 37 ; taa ; 355 
 1652 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 29 ; Shangr ; 361 
 1653 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF- ; 18 ; maremark ; 343 
 1654 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 10 ; blau ; 337 
 1655 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 25 ; maremark ; 346 
 1656 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 78 ; raise ; 346 
 1657 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 42 ; maremark ; 351 
 1558 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 41 ; 1177 ; 3060 
 1559 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 36 ; Artemon ; 2958 
 1560 ; 3 рубля. С сертификатом ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 34 ; isten ; 2502 
 1561 ; 3 рубля. С сертификатом ; 1990 ; ЛМД Встреча в верхах в интересах детей ; Ag ; Proof ; 14 ; temichek ; 2040 
 1562 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 32 ; temichek ; 2289 
 1563 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 44 ; isten ; 2605 
 1564 ; 3 рубля ; 1991 ; ЛМД Большой театр ; Ag ; Proof ; 40 ; Artemon ; 2754 
 1565 ; 3 рубля ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 27 ; rib1959 ; 2200 
 1566 ; 3 рубля ; 1992 ; ММД Академия наук в Санкт-Петербурге ; Ag ; Proof ; 56 ; vesvic ; 1487 
 1567 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 33 ; rib1959 ; 2200 
 1568 ; 3 рубля. С сертификатом ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 59 ; rib1959 ; 3048 
 1569 ; 3 рубля ; 1993 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 18 ; vesvic ; 1265 
 1570 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 34 ; rib1959 ; 2000 
 1571 ; 3 рубля ; 1993 ; ЛМД Рос.футболисты в играх V Олимпиады ; Ag ; Proof ; 16 ; vesvic ; 1381 
 1572 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 41 ; vesvic ; 2228 
 1573 ; 3 рубля ; 1993 ; ЛМД Космонавты ; Ag ; Proof ; 27 ; Artemon ; 1530 
 1574 ; 3 рубля. С сертификатом ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 51 ; dimass70 ; 2185 
 1575 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 27 ; wolikaz ; 1561 
 1576 ; 3 рубля. С сертификатом ; 1994 ; ЛМД Рязанский Кремль ; Ag ; Proof ; 53 ; Сапёр ; 2264 
 1577 ; 3 рубля ; 1994 ; ЛМД Церковь Покрова на Нерли ; Ag ; Proof ; 179 ; rib1959 ; 2300 
 1578 ; 3 рубля ; 1994 ; ЛМД Антарктическая экспедиция ; Ag ; Proof ; 48 ; 1177 ; 2540 
 1579 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. А.А.Иванов ; Ag ; Proof ; 139 ; dimass70 ; 1769 
 1580 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. В.И.Суриков ; Ag ; Proof ; 147 ; Masik ; 1769 
 1581 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 25 ; vesvic ; 1769 
 1582 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 43 ; rib1959 ; 2500 
 1583 ; 3 рубля ; 1994 ; ЛМД Рождественский Собор в Суздале ; Ag ; Proof ; 38 ; rib1959 ; 2550 
 1584 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 48 ; vesvic ; 2244 
 1585 ; 3 рубля ; 1995 ; ММД "Сохраним наш мир". Соболь ; Ag ; AU ; 104 ; kalan ; 1530 
 1586 ; 3 рубля ; 1995 ; ММД Белгород ; Ag ; Proof ; 31 ; Masik ; 1632 
 1587 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 66 ; rib1959 ; 2500 
 1588 ; 3 рубля ; 1995 ; ММД Золотые ворота во Владимире ; Ag ; Proof ; 219 ; rib1959 ; 3042 
 1589 ; 3 рубля ; 1995 ; ММД Экспедиция Р.Амундсена ; Ag ; Proof ; 30 ; vesvic ; 1765 
 1590 ; 3 рубля ; 1995 ; ЛМД Экспедиция Челюскина ; Ag ; Proof ; 158 ; vesvic ; 2040 
 1591 ; 3 рубля ; 1995 ; ММД Спасо-Преобр.собор в Переславле ; Ag ; Proof ; 31 ; scaevola ; 2550 
 1592 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 32 ; vesvic ; 1768 
 1593 ; 3 рубля ; 1995 ; ЛМД Новгородский Кремль ; Ag ; Proof ; 53 ; rib1959 ; 2600 
 1594 ; 3 рубля ; 1996 ; ЛМД Сцена из балета "Щелкунчик". "Бал" ; Ag ; Proof ; 48 ; vesvic ; 1557 
 1595 ; 3 рубля ; 1996 ; ЛМД Сцена из балета "Щелкунчик". "Поединок" ; Ag ; Proof ; 51 ; vesvic ; 1622 
 1596 ; 3 рубля ; 1996 ; ММД Крейсер "Кузнецов" ; Ag ; Proof ; 49 ; rib1959 ; 3187 
 1597 ; 3 рубля ; 1996 ; ЛМД Тобольский Кремль ; Ag ; Proof ; 147 ; 281 ; 1437 
 1598 ; 3 рубля ; 1996 ; ЛМД Поединок Пересвета с Челубеем ; Ag ; Proof ; 53 ; rib1959 ; 2600 
 1599 ; 3 рубля ; 1997 ; ММД "Сохраним наш мир".Бел.медведь ; Ag ; Proof ; 31 ; astronom ; 1658 
 1600 ; 3 рубля ; 1998 ; ММД Сав.-Сторож.мон.в Звенигороде (Звенигород) ; Ag ; Proof ; 265 ; krft ; 15863 
 1601 ; 3 рубля ; 1998 ; ММД Год прав человека в России. Конституция России на фоне карты ; Ag ; Proof ; 78 ; vesvic ; 2142 
 1602 ; 3 рубля ; 1998 ; СПМД Русский музей. Ангел с золотыми волосами ; Ag ; Proof ; 71 ; astronom ; 5098 
 1603 ; 3 рубля ; 1998 ; СПМД Русский музей. Денис Давыдов ; Ag ; Proof ; 59 ; vesvic ; 1852 
 1604 ; 3 рубля ; 1998 ; СПМД Русский музей. Купчиха за чаем ; Ag ; Proof ; 37 ; rib1959 ; 2393 
 1605 ; 3 рубля ; 1999 ; ММД А.С.Пушкин, 200 лет. Болдино ; Ag ; Proof ; 44 ; rib1959 ; 2900 
 1606 ; 3 рубля ; 2000 ; ММД "Сохраним наш мир". Снежный барс ; Ag ; Proof ; 79 ; фы4ит8 ; 6120 
 1607 ; 3 рубля ; 2004 ; XXVIII Летние Олимпийские игры. Игры ; Ag ; Proof ; 27 ; OMT ; 2210 
 1482 ; Лот знаков Грузии и Дагестана (7шт) ;  ;  ; Al ; XF ; 19 ; shurentiy09 ; 100 
 1483 ; Лот значков (ВВМИОЛУ, КСФ, Атомная подлодка): 3шт ;  ;  ; Al ; VF-XF ; 23 ; Novo98 ; 833 
 1484 ; Лот знаков (4шт): Львов, Казань, КПСС, знак классности ;  ;  ; Al ; VF-XF ; 14 ; shurentiy09 ; 38 
 1485 ; Лот значков (Планерист, Парашютист): 2шт ;  ;  ; Al ; VF-XF ; 13 ; soberu ; 77 
 1486 ; Лот значков (Донор): 3шт ;  ;  ; Al ; VF-XF ; 13 ; SANGOLD1 ; 32 
 1487 ; Лот значков (Мастер, За работу без аварий, Инструктор ДОСАФ): 3шт ;  ;  ; Al ; VF/VF-XF ; 12 ; baumanets ; 75 
 1488 ; Лот значков (Туризм Евпропы): 6шт ;  ;  ; Ж/м,эмаль,б/м, ; VF/VF-XF ; 18 ; soberu ; 401 
 1489 ; Лот значков (ГТО): 2шт ;  ;  ; Ж/м,эмаль,б/м ; VF/XF ; 55 ; Lepila ; 925 
 1490 ; Лот значков (Спутник): 5шт ;  ;  ; Ж/м,эмаль,б/м ; VF-XF ; 39 ; soberu ; 441 
