 5991 ; Бона иностранная Венесуэла ;  ;  ;  ; AU ; 28 ; sibirian ; 28 
 1732 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Unc ; 26 ; СЁМА ; 3234 
 1733 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 38 ; kn157736 ; 1371 
 1734 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 12 ; Eliseev ; 459 
 1735 ; 3 рубля. Упаковка ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 15 ; франкенштейн ; 290 
 1736 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 15 ; франкенштейн ; 300 
 1737 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 14 ; Sairam ; 407 
 1738 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 18 ; dinkini ; 420 
 1739 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Unc ; 10 ; VAZ-2107 ; 394 
 1740 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 14 ; igorchek ; 453 
 1741 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 7 ; гоша334 ; 408 
 1742 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 28 ; 1 минута ; 956 
 1743 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 12 ; 1 минута ; 611 
 1744 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 22 ; hanim ; 800 
 1745 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Unc ; 47 ; pol75 ; 650 
 1746 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 25 ; evgen7777777 ; 1011 
 1747 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 11 ; cobrasok ; 2100 
 1748 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 45 ; cobrasok ; 2098 
 1749 ; 1 рубль. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 9 ; Eliseev ; 300 
 1750 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Unc ; 20 ; Eliseev ; 485 
 1751 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 19 ; франкенштейн ; 332 
 1752 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 14 ; Sairam ; 284 
 1753 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 29 ; сортам70 ; 381 
 1754 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 25 ; франкенштейн ; 329 
 1755 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 45 ; Eliseev ; 1386 
 1756 ; 1 рубль. Новодел. Упаковка ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 35 ; лосики ; 867 
 1757 ; 1 рубль. Новодел. Упаковка ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 25 ; Volok ; 800 
 1758 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 35 ; Volok ; 800 
 1759 ; 1 рубль. Новодел. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 21 ; Victory-2001 ; 969 
 1760 ; 1 рубль. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 28 ; Eliseev ; 1618 
 1761 ; 1 рубль. Новодел. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 21 ; 1 минута ; 629 
 1762 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 17 ; 1 минута ; 558 
 1763 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 11 ; Eliseev ; 216 
 1764 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 7 ; psion22 ; 227 
 1765 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 15 ; Eliseev ; 306 
 1766 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 20 ; vasilyi66 ; 501 
 1767 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 9 ; Dex_51 ; 216 
 1768 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 11 ; бонифаций ; 214 
 1769 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 11 ; 1 минута ; 267 
 1770 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 11 ; mixey ; 215 
 1771 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 10 ; posad ; 301 
 1672 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 20 ; Notgelder ; 357 
 1673 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 15 ; спартак 30 ; 380 
 1674 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 16 ; NAS2012 ; 226 
 1675 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 21 ; o_ruslan ; 466 
 1676 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 20 ; archontbk ; 303 
 1677 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 21 ; igorchek ; 514 
 1678 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 18 ; pol75 ; 405 
 1679 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 21 ; gola78 ; 616 
 1680 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 45 ; sibirian ; 682 
 1681 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 21 ; serega67 ; 453 
 1682 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 29 ; aibolit15 ; 1125 
 1683 ; 3 рубля ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 35 ; dinkini ; 926 
 1684 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 27 ; vasek ; 2123 
 1685 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 19 ; vasek ; 2058 
 1686 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 19 ; Oleg73 ; 969 
 1687 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; AU ; 31 ; yourius ; 784 
 1688 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 20 ; evgen7777777 ; 453 
 1689 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 23 ; kok59 ; 403 
 1690 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; AU ; 13 ; XF ; 389 
 1691 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; AU ; 32 ; dimon46 ; 611 
 1692 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; AU ; 15 ; XF ; 388 
 1693 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 28 ; vasek ; 1940 
 1694 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 11 ; 13--13 ; 309 
 1695 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 14 ; 13--13 ; 180 
 1696 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 17 ; 13--13 ; 185 
 1697 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 11 ; 13--13 ; 156 
 1698 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 10 ; sotonn ; 201 
 1699 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF ; 26 ; Служба тяги ; 70 
 1700 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF ; 13 ; nemeshika ; 75 
 1701 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF ; 33 ; Служба тяги ; 51 
 1702 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 28 ; Служба тяги ; 62 
 1703 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 19 ; Служба тяги ; 21 
 1704 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 6 ; 13--13 ; 108 
 1705 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 6 ; viv1957 ; 189 
 1706 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 14 ; 13--13 ; 143 
 1707 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 10 ; 13--13 ; 126 
 1708 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 4 ; 13--13 ; 108 
 1709 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 45 ; 01020304 ; 1827 
 1710 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 38 ; igorchek ; 387 
 1711 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 8 ; 13--13 ; 108 
 1712 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; AU ; 28 ; ZOLTAN333 ; 1122 
 1713 ; 1 рубль. Новодел ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 7 ; Victory-2001 ; 603 
 1714 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 13 ; posad ; 405 
 1715 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 15 ; NAS2012 ; 187 
 1716 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 14 ; 13--13 ; 206 
 1717 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 12 ; 13--13 ; 206 
 1718 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 18 ; 13--13 ; 196 
 1719 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 6 ; 13--13 ; 159 
 1720 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 22 ; cobrasok ; 334 
 1721 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 18 ; viv1957 ; 357 
 1622 ; 5 копеек ; 1951 ;  ; Br ; VF ; 22 ; coincoll ; 572 
 1623 ; 5 копеек ; 1972 ;  ; Cu-Zn ; VF ; 37 ; coincoll ; 2661 
 1624 ; 3 копейки ; 1927 ;  ; Br ; VF ; 52 ; lesnik1 ; 3385 
 1625 ; 3 копейки ; 1930 ;  ; Br ; VF- ; 53 ; stasson ; 248 
 1626 ; 3 копейки ; 1945 ;  ; Br ; VF ; 15 ; psion22 ; 765 
 1627 ; 3 копейки ; 1965 ; Л/с шт.20 коп.1958 ; Cu-Zn ; XF ; 98 ; judge ; 2484 
 1628 ; 3 копейки ; 1966 ; Л/с шт.20 коп.1958 ; Cu-Zn ; XF ; 30 ; judge ; 1444 
 1629 ; 3 копейки ; 1979 ; Л/с шт.20 коп.1973 ; Cu-Zn ; XF ; 21 ; judge ; 1326 
 1630 ; 3 копейки ; 1989 ; Л/с шт.20 коп. ; Cu-Zn ; XF ; 10 ; 3051234 ; 327 
 1631 ; 1 рубль. Широкий кант ; 1997ММД ;  ; Cu/Ni ; XF- ; 53 ; Serg104 ; 6368 
 1632 ; 5 копеек. Гальваническое покрытие ; 2008 ;  ;  ; XF ; 17 ; бонифаций ; 159 
 1633 ; 50 копеек. Гальваническое покрытие ; 2008 ;  ;  ; XF ; 27 ; бонифаций ; 159 
 1634 ; 5 копеек. Б/б ; 2003 ;  ; Cu-Ni ; VF-XF ; 38 ; SERG53 ; 2638 
 1635 ; 10 рублей. Непрочекан ;  ;  ; Лат/St ; AU ; 6 ; cr2952 ; 196 
 1636 ; 3 копейки. Аверс/Реверс 45 градусов ; 1979 ;  ; Cu-Zn ; VF ; 7 ; cr2952 ; 302 
 1637 ; 10 рублей. Аверс/Реверс 90 градусов ; 1993 ; ММД белый металл (магнитный) ; Cu-Ni ; VF-XF ; 39 ; leks ; 174 
 1638 ; 50 копеек. Аверс/Реверс 170 градусов ; 2012 ;  ; Cu/Zn ; VF+ ; 35 ; всыня ; 138 
 1639 ; 5 рублей. Аверс/Реверс 80 градусов ; 1997 ; СПМД ; Cu in Cu-Ni ; VF+ ; 61 ; leks ; 119 
 1640 ; 10 копеек. Аверс/Реверс 85 градусов ; 2005 ; М ; Br ; VF-XF ; 25 ; всыня ; 130 
 1641 ; 1 рубль. Аверс/Реверс 90 градусов ; 1992 ; М ; Fe в Cu-Zn ; VF-XF ; 73 ; 1010110 ; 269 
 1642 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; Proof ; 43 ; бонифаций ; 1948 
 1643 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 37 ; Arlekino82 ; 216 
 1644 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 77 ; сортам70 ; 972 
 1645 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 40 ; сортам70 ; 407 
 1646 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 29 ; Arlekino82 ; 215 
 1647 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 37 ; Arlekino82 ; 200 
 1648 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 19 ; сортам70 ; 178 
 1649 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 15 ; сортам70 ; 180 
 1650 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 18 ; сортам70 ; 184 
 1651 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 34 ; сортам70 ; 194 
 1652 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 19 ; сортам70 ; 163 
 1653 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 24 ; Dex_51 ; 204 
 1654 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 15 ; Dex_51 ; 204 
 1655 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 11 ; сортам70 ; 156 
 1656 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 30 ; Dex_51 ; 300 
 1657 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 63 ; o_ruslan ; 446 
 1658 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 34 ; sibirian ; 433 
 1659 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 54 ; o_ruslan ; 969 
 1660 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 33 ; dinkini ; 809 
 1661 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 24 ; cobrasok ; 317 
 1662 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 19 ; спартак 30 ; 411 
 1663 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 24 ; pol75 ; 345 
 1664 ; 5 рублей. В пластиковой капсуле ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 37 ; didisister ; 459 
 1665 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 26 ; mitisson ; 362 
 1666 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 11 ; nikolai77 ; 215 
 1667 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 11 ; kost ; 235 
 1668 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 34 ; kn157736 ; 952 
 1669 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Unc ; 21 ; Notgelder ; 408 
 1670 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Unc/AU ; 30 ; kn157736 ; 714 
 1671 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 5 ; kansk ; 204 
 1572 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 19 ; 000SABik ; 51 
 1573 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 55 ; _Владимир_ ; 79 
 1574 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF ; 32 ; 1999 ; 95 
 1575 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 10 ; igorchek ; 31 
 1576 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 24 ; слот ; 28 
 1577 ; 1 копейка ; 1925 ; Гурт рубчатый ; Cu ; VF ; 77 ; judge ; 7445 
 1578 ; Полкопейки ; 1925 ;  ; Cu ; VF- ; 23 ; Orlov1504 ; 400 
 1579 ; Полкопейки ; 1928 ;  ; Cu ; F+ ; 19 ; (*Сергей*) ; 612 
 1580 ; Полкопейки ; 1928 ;  ; Cu ; VF-XF ; 70 ; Ustin ; 4469 
 1581 ; 20 копеек ; 1934 ; Тувинская Народная Республика ;  ; F-VF ; 61 ; кве ; 3186 
 1582 ; 10 копеек ; 1934 ; Тувинская Народная Республика ;  ; VF- ; 38 ; кве ; 3832 
 1583 ; 5 копеек ; 1934 ; Тувинская Народная Республика ;  ; VF ; 117 ; кве ; 6697 
 1584 ; Жетон. 5 червонцев. Красная книга. Сахалинская кабарга ; 2014ММД ;  ; Би/м ; Proof-Like ; 9 ; Прокуроров ; 816 
