 151 ; Медаль "За храбрость". Новодел. D-28мм ;  ;  ; Cu ; VF-XF ; 31 ; 222211 ; 2833 
 1743 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 28 ; Evka ; 490 
 1744 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 34 ; Harlock ; 355 
 1745 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 9 ; каламбурчик ; 459 
 1746 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 25 ; каламбурчик ; 532 
 1747 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 20 ; Harlock ; 417 
 1748 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 27 ; Mango Moris ; 918 
 1749 ; 3 рубля. Упаковка ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 12 ; Harlock ; 625 
 1750 ; 1 рубль. Пластиковая капсула ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 8 ; isten ; 227 
 1751 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 42 ; KMTKMP ; 144 
 1752 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 24 ; evgen177309 ; 145 
 1753 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 15 ; Mango Moris ; 101 
 1754 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 10 ; A_coin ; 129 
 1755 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 12 ; Sphinx999 ; 117 
 1756 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Unc ; 12 ; KMTKMP ; 67 
 1757 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 14 ; elefant1965 ; 126 
 1758 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 24 ; nbvv ; 157 
 1759 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 43 ; KMTKMP ; 100 
 1760 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 8 ; борисыч ; 114 
 1761 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Unc ; 24 ; KMTKMP ; 83 
 1762 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Unc ; 27 ; Harlock ; 92 
 1763 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 13 ; борисыч ; 128 
 1764 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 28 ; ruslanrs ; 104 
 1765 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Unc ; 19 ; Downgold ; 83 
 1766 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 4 ; vitalik72v ; 103 
 1767 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 30 ; Harlock ; 240 
 1768 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Unc ; 16 ; Downgold ; 86 
 1769 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 28 ; KMTKMP ; 79 
 1670 ; Разменный знак 10. Шпицберген. Подъем подлодки "Курск". С надписью.  Упаковка ; 2001 ;  ; Б/м ; Proof ; 9 ; sergey8 ; 2267 
 1671 ; Разменный знак 10. Шпицберген. Против терроризма. С надписью. Упаковка ; 2001 ;  ; Б/м ; Proof ; 47 ; topzol ; 1733 
 1672 ; Разменный знак 10. Шпицберген. Цунами Юго-Восточная Азия ; 2005СПМД ;  ; Б/м ; Proof ; 34 ; 64-1252 ; 720 
 1673 ; Разменный знак 10. Шпицберген. Наводнение-Центр Европы ; 2002СПМД ;  ; Б/м ; Proof ; 28 ; Krechet ; 727 
 1674 ; Разменный знак 10. Шпицберген. Наводнение-Юг России ; 202СПМД ;  ; Б/м ; Proof ; 29 ; Krechet ; 724 
 1675 ; Разменный знак 10. Шпицберген. Сход ледника-трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Б/м ; Proof ; 25 ; isten ; 625 
 1676 ; Разменный знак 10. Шпицберген. Пртив терроризма ; 2002СПМД ;  ; Б/м ; Proof ; 29 ; isten ; 609 
 1677 ; Разменный знак. 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Кончина папы Иоанна Павла II ; 2005СПМД ;  ; Cu-Ni ; Proof ; 37 ; coin123 ; 2220 
 1678 ; Разменный знак 10. Остров Шпицберген. Артикуголь. С надписью "разменный знак". Наводнение - юг России ; 2002СПМД ;  ; Cu-Ni ; Proof ; 61 ; Krechet ; 601 
 1679 ; Разменный знак 10. Остров Шпицберген. Артикуголь. С надписью "разменный знак". Наводнение - центр Европы ; 2002СПМД ;  ; Cu-Ni ; Proof ; 50 ; Krechet ; 601 
 1680 ; 100 рублей ; 1993 ; о.Шпицберген ;  ; VF-XF ; 45 ; patap100 ; 277 
 1681 ; 15 копеек ; 1946 ; о.Шпицберген ; Вr ; VF+ ; 48 ; karnishon1 ; 3307 
 1682 ; 100 рублей ; 1993 ; о.Шпицберген ; Ж/м ; XF+ ; 33 ; trigl ; 300 
 1683 ; 50 рублей ; 1993 ; о.Шпицберген ; Б/м ; XF+ ; 50 ; Harlock ; 285 
 1684 ; 25 рублей ; 1993 ; о.Шпицберген ; Б/м ; AU ; 65 ; GEV ; 296 
 1685 ; 10 рублей ; 1993 ; о.Шпицберген ; Б/м ; AU ; 62 ; Harlock ; 292 
 1686 ; 5. Проба.  В другом металле ; 1998 ; о.Шпицберген ; Латунь ; VF-XF ; 48 ; kaper ; 2958 
 1687 ; 0,1. Проба. В другом металле ; 1998 ; о.Шпицберген ; Латунь ; XF+ ; 63 ; kaper ; 3366 
 1688 ; Жетон Министерство торговли СССР. 13. Цифры прямоугольной формы, обротная строна ребристая ;  ;  ; Ж/м ; VF+ ; 34 ; grisha2401 ; 90 
 1689 ; Жетон Министерство торговли СССР. 1. Цифры прямоугольной формы, обротная строна гладкая ;  ;  ; Ж/м ; VF- ; 94 ; mishanya ; 2571 
 1690 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои.Дата 1990 вместо 1991 ; Cu-Ni ; XF ; 3 ; 64-1252 ; 1646 
 1691 ; 50 копеек ; 1975 ;  ; Cu-Ni ; VF-XF ; 52 ; сибиряк29 ; 1100 
 1692 ; 20 копеек ; 1950 ;  ; Ni ; F-VF ; 16 ; фы4ит8 ; 420 
 1693 ; 20 копеек ; 1973 ;  ; Cu-Ni ; VF-XF ; 90 ; sergey8 ; 4087 
 1694 ; 15 копеек ; 1965 ;  ; Cu-Ni ; VF+ ; 95 ; suhua ; 1800 
 1695 ; 15 копеек ; 1972 ;  ; Cu-Ni ; VF+ ; 42 ; vitketedd ; 3108 
 1696 ; 15 копеек ; 1965 ;  ; Cu-Ni ; AU ; 43 ; Опятор ; 1152 
 1697 ; 10 копеек ; 1934 ;  ; Ni ; VF+ ; 37 ; 1117 ; 724 
 1698 ; 10 копеек ; 1938 ;  ; Ni ; VF ; 43 ; фы4ит8 ; 306 
 1699 ; 5 копеек ; 1927 ;  ; Br ; VF- ; 65 ; kykoff ; 4148 
 1700 ; 5 копеек ; 1929 ;  ; Br ; VF- ; 10 ; Ходор ; 510 
 1701 ; 5 копеек ; 1937 ;  ; Br ; VF- ; 90 ; kykoff ; 612 
 1702 ; 5 копеек ; 1938 ;  ; Br ; F-VF ; 40 ; lielais ; 227 
 1703 ; 5 копеек ; 1939 ;  ; Br ; VF- ; 47 ; albar ; 225 
 1704 ; 5 копеек ; 1945 ;  ; Br ; VF+ ; 67 ; dali ; 1507 
 1705 ; 5 копеек ; 1967 ;  ; Cu-Zn ; VF- ; 26 ; albar ; 400 
 1706 ; 5 копеек ; 1972 ;  ; Cu-Zn ; VF ; 42 ; etalon ; 1406 
 1707 ; 3 копейки ; 1945 ;  ; Br ; F ; 62 ; zid200 ; 203 
 1708 ; 3 копейки ; 1965 ;  ; Cu-Zn ; AU ; 26 ; Ходор ; 533 
 1709 ; 2 копейки ; 1933 ;  ; Br ; VF ; 44 ; kykoff ; 485 
 1710 ; 1 копейка ; 1930 ;  ; Br ; VF ; 26 ; off ; 489 
 1711 ; 15 копеек. Дефект чеканки ; 1990 ;  ; Cu-Ni ; XF ; 21 ; derbnik ; 100 
 1712 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 18 ; Harlock ; 204 
 1713 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 12 ; romna1977 ; 204 
 1714 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 17 ; avig67 ; 234 
 1715 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 44 ; A_coin ; 244 
 1716 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 16 ; Harlock ; 135 
 1717 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 6 ; kgu ; 150 
 1718 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 16 ; KMTKMP ; 129 
 1719 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 14 ; solder13 ; 133 
 1620 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 115 ; babichyv ; 233 
 1621 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 30 ; KMTKMP ; 117 
 1622 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 36 ; KMTKMP ; 117 
 1623 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 34 ; satyrn1 ; 120 
 1624 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 10 ; Harlock ; 114 
 1625 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 27 ; Harlock ; 67 
 1626 ; 15 копеек ; 1924 ;  ; Ag ; XF+ ; 26 ; борисыч ; 279 
 1627 ; 15 копеек ; 1925 ;  ; Ag ; AU ; 11 ; babichyv ; 261 
 1628 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 7 ; vfuflfy49 ; 126 
 1629 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 43 ; KMTKMP ; 113 
 1630 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 22 ; RAF ; 153 
 1631 ; 15 копеек ; 1927 ;  ; Ag ; AU ; 45 ; babichyv ; 174 
 1632 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 35 ; 2262н ; 126 
 1633 ; 15 копеек ; 1927 ;  ; Ag ; VF+ ; 20 ; 2262н ; 100 
 1634 ; 15 копеек ; 1928 ;  ; Ag ; AU ; 32 ; RAF ; 174 
 1635 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 29 ; 2262н ; 128 
 1636 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 72 ; StanislavAK ; 95 
 1637 ; 15 копеек ; 1928 ;  ; Ag ; VF+ ; 72 ; KMTKMP ; 97 
 1638 ; 15 копеек ; 1929 ;  ; Ag ; XF+ ; 31 ; kykoff ; 222 
 1639 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 12 ; Дядя Саша ; 178 
 1640 ; 15 копеек ; 1930 ;  ; Ag ; VF ; 18 ; www62 ; 108 
 1641 ; 15 копеек ; 1930 ;  ; Ag ; VF ; 23 ; KMTKMP ; 92 
 1642 ; 10 копеек ; 1922 ;  ; Ag ; VF-XF ; 72 ; 206811 ; 146 
 1643 ; 10 копеек ; 1923 ;  ; Ag ; XF ; 55 ; Turist33 ; 204 
 1644 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 50 ; chkoff ; 113 
 1645 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 94 ; RAF ; 420 
 1646 ; 10 копеек ; 1925 ;  ; Ag ; VF-/VF+ ; 46 ; KMTKMP ; 101 
 1647 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 13 ; chkoff ; 100 
 1648 ; 10 копеек ; 1927 ;  ; Ag ; XF+ ; 60 ; taa ; 104 
 1649 ; 10 копеек ; 1927 ;  ; Ag ; VF-XF ; 33 ; chkoff ; 102 
 1650 ; 10 копеек ; 1928 ;  ; Ag ; AU ; 52 ; каламбурчик ; 665 
 1651 ; 10 копеек ; 1928 ;  ; Ag ; XF- ; 96 ; polant ; 229 
 1652 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 35 ; RAF ; 367 
 1653 ; 10 копеек ; 1929 ;  ; Ag ; XF- ; 37 ; KMTKMP ; 133 
 1654 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 51 ; taa ; 134 
 1655 ; 10 копеек ; 1930 ;  ; Ag ; XF ; 37 ; 2262н ; 141 
 1656 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF+ ; 64 ; Gorizn ; 357 
 1657 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 17 ; alek99 ; 33 
 1658 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 49 ; Gorizn ; 69 
 1659 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 10 ; Gorizn ; 18 
 1660 ; 1 копейка. Деформация ; 1924 ; Гурт рубчатый ; Cu ; F ; 4 ; Юрий ; 7 
 1661 ; Полкопейки ; 1925 ;  ; Cu ; F+ ; 14 ; борисыч ; 243 
 1662 ; Полкопейки ; 1927 ;  ; Cu ; F ; 12 ; Harlock ; 237 
 1663 ; Полкопейки ; 1927 ;  ; Cu ; F ; 14 ; Harlock ; 259 
 1664 ; Полкопейки ; 1928 ;  ; Cu ; F-VF ; 19 ; Harlock ; 1062 
 1665 ; Жетон. 1 рубль. 70 лет Советскому чекану ; ММД ;  ; Ag ; AU ; 43 ; 64-1252 ; 3400 
 1666 ; Жетон. 70 лет Советскому чекану. Краснокамский Монетный двор (1941-1946) ; ММД ;  ; Ag ; Proof ; 19 ; 64-1252 ; 2761 
 1667 ; Жетон. 70 лет Советскому чекану. ГКЧП ; СПМД ;  ; Ag ; Proof ; 22 ; rib1959 ; 5086 
 1668 ; Жетон. 1 рубль. 70 лет Советскому чекану ; СПМД ;  ; Ag ; Proof ; 43 ; rib1959 ; 2067 
 1669 ; Жетон. 1 полтинник. Ю. Гагарин ; 2011 ;  ; Cu/Ni ; Proof ; 26 ; rib1959 ; 1102 
 1570 ; 1 рубль ; 2002 ; ММД Министерство экономического развития ; Ag ; Proof ; 39 ; LEXAI ; 2165 
 1571 ; 1 рубль ; 2002 ; ММД Министерство образования ; Ag ; Proof ; 27 ; LEXAI ; 2025 
 1572 ; 1 рубль ; 2002 ; ММД Министерство юстиции ; Ag ; Proof ; 64 ; alexx863 ; 2334 
 1573 ; Рубль. Полуточка ; 1921 ; (АГ) ; Ag ; XF ; 39 ; orfei ; 3417 
 1574 ; Рубль ; 1921 ; (АГ) ; Ag ; VF ; 55 ; kykoff ; 2381 
 1575 ; Рубль. Полуточка ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 84 ; serg07_67 ; 10200 
 1576 ; Рубль ; 1922 ; (АГ) ; Ag ; VF+ ; 101 ; serg07_67 ; 15300 
 1577 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 52 ; romul ; 1362 
 1578 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 52 ; orfei ; 1428 
 1579 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 16 ; dmitrij76 ; 1428 
 1580 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 35 ; ML ; 1428 
 1581 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 14 ; монета-с ; 1084 
 1582 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 12 ; монета-с ; 1204 
 1583 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 49 ; lielais ; 727 
 1584 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF+ ; 22 ; chkoff ; 765 
 1585 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 31 ; hemiechinus ; 467 
 1586 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 27 ; KMTKMP ; 417 
 1587 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 5 ; jimmysu ; 373 
 1588 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 11 ; jimmysu ; 367 
 1589 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF+ ; 21 ; Дядя Саша ; 495 
 1590 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 21 ; zev ; 400 
 1591 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 26 ; ML ; 452 
 1592 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 17 ; trigl ; 354 
 1593 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 6 ; trigl ; 343 
 1594 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 18 ; chkoff ; 544 
 1595 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 18 ; etalon ; 420 
 1596 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 81 ; kush07 ; 820 
 1597 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 28 ; Ходор ; 547 
 1598 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; F-VF ; 22 ; etalon ; 550 
 1599 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 63 ; lielais ; 2317 
 1600 ; 20 копеек ; 1922 ;  ; Ag ; AU ; 66 ; atenom ; 1032 
 1601 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 40 ; Harlock ; 178 
 1602 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 40 ; babichyv ; 200 
 1603 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 29 ; vfuflfy49 ; 97 
 1604 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 39 ; KMTKMP ; 91 
 1605 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 21 ; satyrn1 ; 91 
 1606 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 20 ; Drunja33 ; 108 
 1607 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 30 ; 2262н ; 138 
 1608 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 53 ; vfuflfy49 ; 124 
 1609 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 24 ; vfuflfy49 ; 113 
 1610 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 142 ; RAF ; 514 
 1611 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 45 ; RAF ; 174 
 1612 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 23 ; 2262н ; 138 
 1613 ; 20 копеек ; 1928 ;  ; Ag ; VF- ; 37 ; KMTKMP ; 128 
 1614 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 11 ; vfuflfy49 ; 133 
 1615 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 26 ; vfuflfy49 ; 135 
 1616 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 94 ; babichyv ; 367 
 1617 ; 15 копеек ; 1921 ;  ; Ag ; F-VF ; 41 ; каламбур ; 555 
 1618 ; 15 копеек ; 1922 ;  ; Ag ; AU ; 46 ; lielais ; 530 
 1619 ; 15 копеек ; 1922 ;  ; Ag ; VF ; 40 ; www62 ; 141 
 1328 ; Лот значков: 3шт ;  ;  ; Al ; XF-/XF ; 11 ; allur65 ; 21 
 1329 ; Лот иностранных знаков (5шт) ;  ;  ; Ж/м,Б/м, эмаль ; F+/VF- ; 18 ; baumanets ; 183 
 1330 ; Лот значков (Мао Цзедун): 3шт ;  ;  ; Al ; VF/VF- ; 14 ; derbnik ; 116 
 1331 ; Лот значков (Отличник): 4шт ;  ;  ; Al ; XF-/XF ; 27 ; koolinz ; 502 
 1332 ; Лот жетонов (7шт) ;  ;  ; Б/м,Ж/м, пластм ; VF-/VF ; 17 ; KMTKMP ; 94 
 1333 ; Лот жетонов (4шт) ;  ;  ; Al, б/м ; VF+/XF ; 17 ; Greenfields ; 90 
 1334 ; Лот знаков Олимпиада 1971,1974 (4шт) ;  ;  ; Al ; VF/XF ; 18 ; УФА ; 41 
 1335 ; Лот знаков (4шт): БГТО, Дружинник, ВДПО, Ленинградское ДПО ;  ;  ; Al ; XF-/XF ; 6 ; koolinz ; 50 
 1336 ; Лот знаков (2шт): юный турист, Турист СССР ;  ;  ; Al ; VF ; 6 ; мурик ; 11 
 1337 ; Лот знаков (3шт): ЛГМТУ, Адмиралтейство, Морской знак ;  ;  ; Ж/м,Al ; VF/XF- ; 23 ; Lasto4kaSPB ; 160 
 1338 ; Лот знаков Блокада (5шт) ;  ;  ; Al ; XF/XF+ ; 40 ; УФА ; 40 
 1339 ; Лот медалей (2шт): Родившимся в Ленинграде. D-45мм ;  ;  ; Al ; VF/VF+ ; 2 ; Десна ; 102 
 1340 ; Лот медалей (2шт): в память о Юбилее 50 лет. D-79мм, В честь спуска заказа Адмирал флота Лобов. D-55мм ;  ;  ; Ж/м, Al ; VF+/XF ; 8 ; RAPAN ; 230 
