 5463 ; Лот бон иностранных 8 шт ;  ;  ;  ;  ; 20 ; TiBuL ; 68 
 1723 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 32 ; Stopol ; 1578 
 1724 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 10 ; Mike! ; 176 
 1725 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 12 ; Mike! ; 140 
 1726 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 12 ; Gerasim ; 1500 
 1727 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 8 ; Mike! ; 459 
 1728 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 22 ; Mike! ; 324 
 1729 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 20 ; Mike! ; 752 
 1730 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 23 ; Mike! ; 476 
 1731 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 11 ; Mike! ; 419 
 1732 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; XF ; 12 ; Mike! ; 388 
 1733 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 13 ; ТРОЛ ; 998 
 1734 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; AU ; 17 ; Mike! ; 487 
 1735 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; AU ; 40 ; Mic1977 ; 983 
 1736 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 21 ; Mike! ; 819 
 1737 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 23 ; Gad45 ; 750 
 1738 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 7 ; MolchSer5 ; 101 
 1739 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 48 ; кузьмич ; 300 
 1740 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 9 ; CMSpb ; 139 
 1741 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 37 ; xkjr ; 276 
 1742 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 16 ; krim37 ; 131 
 1743 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 8 ; MoscowFox ; 160 
 1744 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 35 ; МММ ; 306 
 1745 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF ; 43 ; smapd ; 300 
 1746 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 12 ; Fontan ; 108 
 1747 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 8 ; MoscowFox ; 170 
 1748 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 10 ; Maks87 ; 91 
 1749 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 21 ; 1968ac ; 152 
 1750 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 28 ; Tazer ; 313 
 1651 ; 5 рублей Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 12 ; taa ; 208 
 1652 ; 5 рублей Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; AU ; 15 ; domovoy ; 761 
 1653 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 38 ; Olegg333 ; 830 
 1654 ; 3 рубля. Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 20 ; Flagman ; 545 
 1655 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 17 ; kop ; 802 
 1656 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; AU ; 18 ; xxxl ; 286 
 1657 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 38 ; VladimirZ ; 918 
 1658 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 17 ; BSG ; 1054 
 1659 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 13 ; MoscowFox ; 342 
 1660 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 18 ; vrncoins ; 369 
 1661 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 15 ; rusin ; 357 
 1662 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 14 ; flutter ; 139 
 1663 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 24 ; rom11 ; 476 
 1664 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 13 ; sax ; 177 
 1665 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 48 ; krim37 ; 282 
 1666 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 19 ; krim37 ; 181 
 1667 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 19 ; krim37 ; 181 
 1668 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 13 ; krim37 ; 104 
 1669 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 8 ; xkjr ; 100 
 1670 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; AU ; 39 ; кот баюн ; 271 
 1671 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 9 ; Vanha ; 99 
 1672 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 9 ; sibirian ; 100 
 1673 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 8 ; krim37 ; 101 
 1674 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; VF-XF ; 10 ; 1728 ; 13 
 1675 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 38 ; xkjr ; 276 
 1676 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF ; 10 ; Vanha ; 34 
 1677 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 11 ; ANGEL 23 ; 123 
 1678 ; 1 рубль. Новодел ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 29 ; Wulf ; 601 
 1679 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 17 ; stabs ; 430 
 1680 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; AU ; 23 ; Глубина ; 1002 
 1681 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 16 ; stabs ; 430 
 1682 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 23 ; Ср - чв ; 695 
 1683 ; 50 копеек. 50 лет Советской власти. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 14 ; tdp ; 296 
 1684 ; 20 копеек. 50 лет Советской власти. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 27 ; sax ; 336 
 1685 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 34 ; kn157736 ; 1661 
 1686 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 22 ; sdasda ; 1842 
 1687 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 42 ; kn157736 ; 2157 
 1688 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 54 ; vlad_49 ; 1658 
 1689 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 23 ; Wally ; 1694 
 1690 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 48 ; света1973 ; 2650 
 1691 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 11 ; kn157736 ; 522 
 1692 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 9 ; света1973 ; 167 
 1693 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 13 ; света1973 ; 194 
 1694 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 12 ; kn157736 ; 199 
 1695 ; 1 рубль. Упаковка ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 21 ; sax ; 1070 
 1696 ; 1 рубль. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; AU ; 18 ; kn157736 ; 823 
 1697 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 27 ; света1973 ; 167 
 1698 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 15 ; света1973 ; 173 
 1699 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 23 ; kn157736 ; 215 
 1700 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 7 ; света1973 ; 165 
 1601 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 8 ; алекс02 ; 175 
 1602 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 83 ; 1968ac ; 209 
 1603 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 14 ; н_у_м_и_з_м_а_т ; 255 
 1604 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 12 ; кузьмич ; 224 
 1605 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 6 ; СANI ; 155 
 1606 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 9 ; numis197 ; 165 
 1607 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского."пруф", без знака МД ; Cu-Ni ; Proof ; 68 ; kn157736 ; 3147 
 1608 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 15 ; Гарыныч ; 216 
 1609 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 27 ; н_у_м_и_з_м_а_т ; 1303 
 1610 ; 1 рубль. Новодел ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 22 ; маек ; 915 
 1611 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 16 ; kost ; 1135 
 1612 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 19 ; Глубина ; 900 
 1613 ; 1 рубль. Новодел ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 22 ; sgd ; 656 
 1614 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 7 ; кузьмич ; 153 
 1615 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 18 ; СANI ; 261 
 1616 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 18 ; taa ; 163 
 1617 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 24 ; REC ; 736 
 1618 ; 1 рубль. Новодел ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 25 ; pluto ; 754 
 1619 ; 1 рубль. Новодел ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 18 ; Wulf ; 510 
 1620 ; 1 рубль. Новодел ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 11 ; Wulf ; 501 
 1621 ; 1 рубль. Новодел ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 10 ; Wulf ; 501 
 1622 ; 1 рубль. Новодел ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 15 ; Wulf ; 601 
 1623 ; 1 рубль. Новодел ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 20 ; Wulf ; 568 
 1624 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 12 ; Александр007 ; 507 
 1625 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 45 ; Александр007 ; 550 
 1626 ; 1 рубль. Конверт, марка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 9 ; Гарыныч ; 510 
 1627 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 18 ; kn157736 ; 466 
 1628 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 13 ; Левин А ; 746 
 1629 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 13 ; kn157736 ; 182 
 1630 ; 1 рубль. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 39 ; JoyS ; 545 
 1631 ; 1 рубль. Упаковка ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 58 ; alexeyre ; 39417 
 1632 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 10 ; Ср - чв ; 695 
 1633 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 15 ; kn157736 ; 670 
 1634 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 11 ; stroke ; 182 
 1635 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 9 ; трюффель ; 143 
 1636 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 14 ; СANI ; 148 
 1637 ; 1 рубль. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 25 ; kacnelbogen ; 1499 
 1638 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 29 ; metallolom ; 165 
 1639 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 14 ; nik41 ; 138 
 1640 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 18 ; taa ; 187 
 1641 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 12 ; rem ; 167 
 1642 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 9 ; rem ; 107 
 1643 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 55 ; nik41 ; 340 
 1644 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 12 ; Anat-tall ; 176 
 1645 ; 5 рублей Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; AU ; 20 ; Wulf ; 674 
 1646 ; 5 рублей Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 10 ; MoscowFox ; 164 
 1647 ; 5 рублей Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; AU ; 34 ; vasi4919 ; 3000 
 1648 ; 5 рублей Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 10 ; valerdon ; 247 
 1649 ; 5 рублей Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 19 ; serenki ; 771 
 1650 ; 5 рублей Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 24 ; NAG ; 833 
 1551 ; 10 рублей. Чеченская Республика ; 2010 ;  ; Би/м ; AU ; 20 ; Gad45 ; 9182 
 1552 ; 5 копеек ; 1971 ;  ; Cu-Zn ; AU ; 41 ; metallolom ; 5008 
 1553 ; Жетон Министерство торговли СССР. 12. Цифры прямоугольной формы, о/с ребристая ;  ;  ; Ж/м ; XF ; 12 ; Mike! ; 77 
 1554 ; Жетон Министерство торговли СССР 11. О/с ребристая, цифры прямоугольной формы ;  ;  ; Ж/м ; VF+ ; 37 ; Московский ; 331 
 1555 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; XF ; 21 ; amigoka ; 2267 
 1556 ; 5 копеек ; 1967 ;  ; Cu-Zn ; AU ; 35 ; NAG ; 2550 
 1557 ; 5 копеек ; 1934 ;  ; Br ; F ; 60 ; xxxl ; 2660 
 1558 ; 1 рубль Упаковка ; 1989 ;  ; Cu-Ni ; AU ; 29 ; kotolev1 ; 906 
 1559 ; 15 копеек Упаковка ; 1989 ;  ; Cu-Ni ; AU ; 9 ; Wulf ; 101 
 1560 ; 5 копеек Упаковка ; 1989 ;  ; Cu-Zn ; AU ; 6 ; Wulf ; 57 
 1561 ; 3 копейки Упаковка ; 1989 ;  ; Cu-Zn ; AU ; 13 ; Wulf ; 77 
 1562 ; 1 копейка Упаковка ; 1989 ;  ; Cu-Zn ; AU ; 15 ; Wulf ; 25 
 1563 ; 20 рублей ; 1993 ; ММД Белый металл (магнитный) ;  ; VF ; 45 ; Мотя ; 134 
 1564 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 20 ; СANI ; 147 
 1565 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 15 ; kn157736 ; 193 
 1566 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 16 ; алекс02 ; 208 
 1567 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 13 ; rem ; 159 
 1568 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 9 ; ANGEL 23 ; 174 
 1569 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 17 ; stroke ; 190 
 1570 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 23 ; kn157736 ; 670 
 1571 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 19 ; kuznetsow1 ; 253 
 1572 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 13 ; rem ; 165 
 1573 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 19 ; СANI ; 161 
 1574 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 18 ; K.Viktor ; 222 
 1575 ; 5 рублей. Упаковка ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 24 ; MolchSer5 ; 208 
