 3536 ; Бона иностранная ;  ;  ;  ;  ; 25 ; brindamur ; 46 
 1215 ; Знак. Дежурный. Размеры: 79 на 95мм ;  ;  ; Al ; AU ; 13 ; dimon46 ; 73 
 1216 ; Знак. Отличник советской торговли СССР. В коробке ;  ;  ; Ж/м,эмаль ; XF- ; 51 ; kont ; 1019 
 1217 ; Знак. Отличник нефтеперерабатывающей и нефтехимической промышленности СССР. С документом ; ЛМД ;  ; Al ; AU ; 59 ; costa ; 540 
 1218 ; Знак. Отличник Министерства нефтеперерабатывающей и нефтехимической промышленности СССР. С удостоверением ;  ;  ; Al ; AU ; 51 ; costa ; 484 
 1219 ; Знак. Пролетарии всех стран соединяйтесь. Отверстие ;  ;  ; Ж/м ; F-VF ; 54 ; никсер ; 517 
 1220 ; Знак. КГБ ФСБ. Почетный сотрудник ;  ;  ; Ж/м ; AU ; 48 ; Sveta ; 1550 
 1221 ; Знак. КГБ ФСБ. Особые отделы ;  ;  ; Ж/м ; AU ; 40 ; Sveta ; 1505 
 1222 ; Спортивный знак. 3 разряд ;  ;  ; Ж/м,эмаль ; VF-XF ; 15 ; fillin ; 105 
 1223 ; Знак. Пробег за приз газеты "Вечерний Ленинград". Пушкин. Ленинград 1962г ;  ;  ; Al ; AU ; 17 ; vic2 ; 51 
 1224 ; Знак. За честь и славу Родины. Корабль "Безудержный" ;  ;  ; Ж/м ; XF ; 60 ; See956 ; 338 
 1225 ; Знак. Главное управление министерства юстиции РФ по СПБ и Лен обл. 200 лет ; 2002 ;  ; Ж/м ; AU ; 57 ; ANDREYMAG ; 104 
 1226 ; Знак. КАБУКИ ; 1987 ;  ; Ж/м,эмаль ; XF ; 14 ; RAPAN ; 51 
 1227 ; Знак. Готов к труду и обороне СССР 1 ступени ;  ;  ; Ж/м,сер,эм ; VF+ ; 39 ; alek99 ; 575 
 1228 ; Морской знак ;  ;  ; Ж/м ; AU ; 77 ; aa_ras ; 139 
 1229 ; Знак. Фестиваль. Москва ; 1957 ;  ; Ж/м ; VF ; 50 ; derbnik ; 50 
 1230 ; Знак. Зенит ; 1999 ;  ; Ж/м ; XF+ ; 79 ; Sveta ; 239 
 1231 ; Знак. 100 лет Кренгольму ; 1957 ;  ; Ж/м,эмаль ; VF ; 14 ; RAPAN ; 78 
 1232 ; Знак. 50 лет (1917-1967гг) ;  ;  ; Б/м,эмаль ; VF ; 13 ; derbnik ; 50 
 1233 ; Знак. Плевен ;  ;  ; Ж/м,эмаль ; VF+ ; 35 ; RAPAN ; 36 
 1234 ; Знак. Участнику ликвидации последствий ЧС ;  ;  ; Б/м ; AU ; 27 ; zodiak ; 171 
 1235 ; Знак. Москва ; 1957 ;  ; Ж/м,эмаль ; VF- ; 66 ; RAPAN ; 225 
 1236 ; Знак. Отличник озеленения Москвы ;  ;  ; Ж/м,эмаль ; VF+ ; 74 ; arakara ; 552 
 1237 ; Знак. Львов ;  ;  ; Б/м,эмаль ; VF+ ; 17 ; derbnik ; 47 
 1238 ; Знак. Спартакиада школьников СССР ; 1961 ;  ; Ж/м,эмаль ; VF ; 99 ; murew ; 241 
 1239 ; Знак. Отличник бытового обслуживания населения ; ММД ;  ; Ж/м ; AU ; 50 ; mirumir ; 436 
 1240 ; Знак. Ударник коммунистического труда ;  ;  ; Ж/м,эмаль ; VF ; 78 ; RAPAN ; 531 
 1241 ; Знак. Ударник коммунистического труда ;  ;  ; Ж/м,эмаль ; VF+ ; 96 ; alex09 ; 413 
 1242 ; Знакоб окончании БГАРФ ; ЛМД ;  ; Al ; AU ; 21 ; ANDREYMAG ; 126 
 1243 ; Знак. 320 ВПМО ;  ;  ; Ж/м ; AU ; 42 ; RAPAN ; 457 
 1244 ; Знак. Почетный автотранспортник ;  ;  ; Ж/м ; AU ; 51 ; aa_ras ; 585 
 1245 ; Знак. Заготовитель. ГЛАВВТОРСЫРЬЕ ГОСМЕСТПРОМА РСФСР ;  ;  ; Ж/м,эмаль ; XF- ; 63 ; arakara ; 1028 
 1246 ; Знак. XII турнир памяти заслуженного тренера России П.А.Литвиненко. Самбо. Нижневартовск ; 2006 ;  ; Ж/м ; AU ; 20 ; baumanets ; 128 
 1247 ; Знак. Корабль "Бесстрашный" ;  ;  ; Б/м ; AU ; 21 ; Xagen ; 135 
 1248 ; Знак. Корабль "Беспокойный" ;  ;  ; Ж/м ; XF+ ; 48 ; See956 ; 266 
 1249 ; Знак. Корабль "Задорный" ;  ;  ; Б/м ; AU ; 42 ; See956 ; 362 
 1250 ; Знак. Почетный электросиловец ;  ;  ; Б/м ; XF ; 15 ; derbnik ; 72 
 1251 ; Знак. МОСОБЛСПОРТСОВЕТ МК ВЛКСМ. Юный пловец ;  ;  ; Ж/м,эмаль ; VF+ ; 63 ; murew ; 327 
 1252 ; Знак "Динамо" ;  ;  ; Ж/м,сер,эм ; VF ; 98 ; Drakon ; 469 
 1153 ; Жетон. Гамбринус. Германия. D-21мм ; сер 18 века ;  ; Br ; VF+ ; 5 ; von_Schwarz ; 306 
 1154 ; Медаль. Олимпийские игры XXVII. Сидней. D-49мм ; 2000 ;  ; Ag ; AU ; 51 ; brent ; 612 
 1155 ; Медаль. Иоанн Павел II. Рим ;  ;  ; Б/м ; AU ; 30 ; vitapool ; 102 
 1156 ; Медаль. Всемирная выставка в Лондоне в 1903г в Кристал Паласе. D-57мм ;  ;  ; Br,позолот ; XF+ ; 81 ; von_Schwarz ; 306 
 1157 ; Жетон "Торговая палата Марселя". Франция ; 1775 ;  ; Ag, золоче ; XF+ ; 67 ; priorat13 ; 2185 
 1158 ; Жетон в честь 100летия трибунала г. Сены. Франция. D-36мм ; 1900 ;  ; Ag ; XF+ ; 43 ; mishchka ; 1300 
 1159 ; Медаль за 4-е место от Парижского общества пения канареек. Франция. D-36мм ; 1896 ;  ; Ag ; AU ; 27 ; shais1 ; 1071 
 1160 ; Жетон "Страховая компания Миди" г. Марселя. Франция. D-32мм ;  ;  ; Br ; AU ; 29 ; warmrain ; 612 
 1161 ; Медаль соревнований средних учебных заведений в Будапеште. Венгрия ; 1911 ;  ; Br ; VF-XF ; 34 ; goba ; 105 
 1162 ; Почётная медаль немецкого красного креста. Германия. В оригинальной коробке. D-80мм ;  ;  ; Br ; AU ; 21 ; smaci ; 395 
 1163 ; Медаль. Фридрих II ;  ;  ; Ж/м ; AU ; 65 ; Sveta ; 200 
 1164 ; Медаль. Людовик XIV  и Мария Терезия ;  ;  ; Br ; AU ; 77 ; Sveta ; 1964 
 1165 ; Медаль. Польша. Йозеф Пилсудский ;  ;  ; Ж/м ; VF-XF ; 36 ; gelind ; 273 
 1166 ; Медаль. Польша. 150 лет со дня рождения Ф. Дзержинского (1834-1984). D-70мм ;  ;  ; Ж/м ; AU ; 39 ; costa ; 378 
 1167 ; Медаль почёта национального общества стрельбы. Франция ;  ;  ; Br ; VF+ ; 14 ; люда ; 408 
 1168 ; Медаль. M.K.CIURLIONIS (1875-1911гг). Медальер G.JOKUBONIS. D-60мм ; 1975ЛМД ;  ; Ж/м ; AU ; 53 ; 7070 ; 1037 
 1169 ; Медаль немецкого стрелкового союза. Мюнхен. D-40мм. М-28гр ; 1927 ;  ; Ag925 ; AU ; 14 ; Грант ; 2210 
 1170 ; Знак. Пионер. ГДР ; 1960 ;  ; Ж/м,эмаль ; VF ; 32 ; dimon46 ; 45 
 1171 ; Знак. ГДР ;  ;  ; Ж/м ; VF ; 32 ; veektor ; 31 
 1172 ; Знак. Национальная народная армия. ГДР ;  ;  ; Ж/м ; VF- ; 42 ; aa_ras ; 41 
 1173 ; Знак. Венгрия ;  ;  ; Ж/м,эмаль ; VF- ; 31 ; derbnik ; 31 
 1174 ; Знак. Хусейн.  60 лет ;  ;  ; Ж/м,эмаль ; XF- ; 21 ; dimon46 ; 79 
 1175 ; Знак иностранный ;  ;  ; Ж/м,эмаль ; VF+ ; 30 ; никсер ; 35 
 1176 ; Знак. Т.В. Кореневская. Гравировка ; 1918 ;  ; Б/м, эмаль ; VF-XF ; 41 ; vasm ; 2966 
 1177 ; Знак комплекса ГТО I ступени № Е48552. С булавкой ; 1936-1940 ;  ; Br, посер, ; VF-XF ; 80 ; А_еЧъ ; 4960 
 1178 ; Знак комплекса ГТО (ЦИК СССР ВСФК) №214410 ; 1931-1936 ;  ; Br, эмаль ; VF+ ; 50 ; QSCl ; 5391 
 1179 ; Знак комплекса ГТО II ступени №13156 ; 1940-1941 МД ;  ; Ag, эмаль ; XF ; 41 ; korovan67 ; 4188 
 1180 ; Знак "Ворошиловский стрелок" I ступени № 1044813. Р-ры: 38х30мм ; 1934-1941 ;  ; Br,эмаль ; VF-XF ; 78 ; QSCl ; 4910 
 1181 ; Знак "Готов к ПВХО" I ступени (1 тип) №546224. D-35мм ; 1935-1939 ;  ; Br, эмаль ; VF+ ; 40 ; А_еЧъ ; 2550 
 1182 ; Знак "Готов к ПВХО" I ступени (1 тип) №Г46522. D-32мм ; 1935-1939 ;  ; Br, эмаль ; VF+ ; 54 ; mirumir ; 2661 
 1183 ; Знак "Готов к ПВХО" I ступени (1 тип). D-26мм ; 1935-1939 ;  ; Br, эмаль ; VF+ ; 43 ; Grosh ; 1527 
 1184 ; Знак. "Парашютист-отличник ВС СССР 10" (2 тип) ; с 1968 ;  ; Латунь, эм ; XF+ ; 93 ; daniz ; 510 
 1185 ; Знак "Парашютист" (2 тип) ; с 1936 ;  ; Латунь, эм ; VF-XF ; 47 ; xvost ; 1102 
 1186 ; Знак "Альпинист СССР " I ступени №31974. Альпеншток накладной ;  ;  ; Br, эмаль ; VF+ ; 14 ; Терехин ; 1561 
 1187 ; Знак "За стрельбу". Гравировка ;  ;  ; Ag?, эмаль ; XF ; 63 ; korovan67 ; 13467 
 1188 ; Знак "За отличную стрельбу" 1929г. Гравировка ;  ;  ; Ag?, эмаль ; VF-XF ; 41 ; alex09 ; 9078 
 1189 ; Знак "Приз за отличную стрельбу" 1927г. Гравировка ;  ;  ; Ag?, эмаль ; VF+ ; 65 ; AB85 ; 5634 
 1190 ; Знак. Отличник Социалистического соревнования Наркомобщмаша СССР №579. МД ; 1939-1941 ;  ; Ag, эмаль ; VF-XF ; 121 ; alex09 ; 18220 
 1191 ; Знак. За достижения в самодеятельном художественном творчестве. Министерство культуры СССР ; ММД ;  ; Ж/м ; XF+ ; 9 ; goba ; 61 
 1192 ; Знак. За высокий урожай кукурузы ЦК ВЛКСМ ; ЛМД ;  ; Ж/м ; VF+ ; 85 ; Sky2 ; 949 
 1193 ; Знак об окончании Военной Академии Транспорта Связи (ВАТС) ;  ;  ; Ag,эмаль ; XF+ ; 47 ; costa ; 4533 
 1194 ; Знак об окончании Военного Института ;  ;  ; Ag,эмаль ; XF- ; 36 ; лена ; 4227 
 1195 ; Знак об окончании Военного Факультета Медицинского Института ;  ;  ; Ag,эмаль ; VF-XF ; 52 ; costa ; 5045 
 1196 ; Знак об окончании Артиллерийской Академии имени Дзержинского ;  ;  ; Ag,эмаль ; VF-XF ; 63 ; costa ; 4496 
 1197 ; Знак об окончании ВТА ;  ;  ; Ag,эмаль ; XF+ ; 53 ; Andrak ; 4318 
 1198 ; Знак об окончании ВВИУ ;  ;  ; Ag,эмаль ; XF- ; 33 ; costa ; 3106 
 1199 ; Знак об окончании ЛКВВИА ;  ;  ; Ag,эмаль ; VF-XF ; 66 ; costa ; 4717 
 1200 ; Знак за окончание Военной академии и других высших военно-учебных заведений с 1957г ;  ;  ; Ag,эмаль ; XF+ ; 46 ; mirumir ; 2074 
 1201 ; Знак за окончание Военного ВУЗа ;  ;  ; Б/м,эмаль ; XF+ ; 25 ; fanil ; 769 
 1202 ; Знак  об окончании СВУ СССР ; с 1958г ;  ; Br,эмаль ; VF-XF ; 52 ; Shadow13 ; 906 
 1103 ; Крест Гинденбурга с мечами, на оригинальной колодке. Германия ;  ;  ; Br ; VF-XF ; 126 ; Sveta ; 1020 
 1104 ; Крест за заслуги, на оригинальной ленте. Германия ;  ;  ; Zn ; VF-XF ; 41 ; smaci ; 1211 
 1105 ; Медаль Красный крест. Пруссия. На оригинальной ленте ;  ;  ; Fe ; VF-XF ; 51 ; sssppp ; 918 
 1106 ; Медаль "50 лет членства" в союзе ветеранов Пруссии. Германия ;  ;  ; Br,сер, эм ; AU ; 39 ; murew ; 1022 
 1107 ; Медаль стрелкового союза Саксонии, на оригинальной ленте. Германия. D-28мм ;  ;  ; Ag ; XF+ ; 47 ; warmrain ; 1037 
 1108 ; Знак. Талер.  Победа над Францией . Пруссия. Припаяно крепление 3 и 9 часов ;  ;  ; Ag ; VF+ ; 65 ; von_Schwarz ; 456 
 1109 ; Миниатюрная медаль за Франко-Прусскую войну. Германия. D-20мм ;  ;  ; Br ; XF- ; 65 ; люда ; 312 
 1110 ; Медаль в честь 100-летия учреждения ордена "Железный крест". Пруссия. D-34мм ;  ;  ; Ag ; VF-XF ; 33 ; daniz ; 3429 
 1111 ; Медаль в честь 100-летия победы над Наполеоном. Портрет Наполеона и Вильгельма II. Германия. D-34мм ;  ;  ; Ag ; VF+ ; 13 ; кузин ; 3001 
 1112 ; Медаль Фридриха-Августа, на оригинальной ленте. Саксония ;  ;  ; Br ; AU ; 55 ; Alks75 ; 1000 
 1113 ; Орден Красного Креста за 1МВ. Пруссия. D-50*30мм ;  ;  ; Ag,эмаль ; XF ; 58 ; XO ; 3314 
 1114 ; Колодка с 2-мя наградами за 1МВ. Германия ;  ;  ; Б/м ; VF-XF ; 69 ; 439 ; 2812 
 1115 ; Медаль. Венгрия ; 1940 ;  ; Zn ; VF- ; 37 ; k212 ; 533 
 1116 ; Крест в память войны 1916-1918гг. Румыния ; 1918 ;  ; Br ; VF+ ; 41 ; VR62 ; 816 
 1117 ; Медаль "За воинскую доблесть" "серебряная". Королевство Италия ;  ;  ; Б/м ; VF-XF ; 29 ; 542 ; 850 
 1118 ; Медаль "За долголетнюю службу" "золотая". Итальянская Республика ;  ;  ; Ж/м ; AU ; 125 ; Sveta ; 469 
 1119 ; Медаль "За долголетнюю службу" "серебряная". Итальянская Республика ;  ;  ; Б/м ; XF+ ; 29 ; Sveta ; 260 
 1120 ; Медаль. За службу во Вьетнаме. США ;  ;  ; Br ; AU ; 33 ; kozlevich ; 561 
 1121 ; Медаль. За защиту нации. США ;  ;  ; Br ; AU ; 15 ; vlad19 ; 340 
 1122 ; Медаль. За гуманитарную службу. США ;  ;  ; Br ; AU ; 54 ; vlad19 ; 250 
 1123 ; Медаль национальной гвардии г Вирджинии. США ;  ;  ; Br ; AU ; 10 ; vlad19 ; 340 
 1124 ; Медаль. В память 100-летия национальной независимости ;  ;  ; Ag ; XF+ ; 33 ; smaci ; 804 
 1125 ; Медаль военнопленного. Бельгия ; 2МВ ;  ; Br ; AU ; 23 ; dmitrij-donskoy ; 691 
 1126 ; Медаль в память 1МВ. Бельгия ; 1МВ ;  ; Br ; VF-XF ; 17 ; smaci ; 500 
 1127 ; Медаль в память 2МВ. Бельгия ; 2МВ ;  ; Br ; XF- ; 38 ; dmitrij-donskoy ; 587 
 1128 ; Медаль Ордена Леопольда II 1 степени. Бельгия ;  ;  ; Br ; XF- ; 39 ; никсер ; 347 
 1129 ; Медаль на шейной ленте. Густав VI Адольф. Швеция. В коробке ; 1951 ;  ; Ag ; AU ; 31 ; smaci ; 1300 
 1130 ; Медаль в память войны 1914-1915гг. Бельгия ; 1МВ ;  ; Br ; VF+ ; 22 ; smaci ; 412 
 1131 ; Медаль. В память войны 1940-1945гг. Бельгия ; 2МВ ;  ; Br ; VF-XF ; 27 ; vlad19 ; 450 
 1132 ; Медаль Кампании по защите Америки. США ;  ;  ; Br ; XF- ; 38 ; kozlevich ; 503 
 1133 ; Медаль За Заслуги. Болгария, Фердинанд ; 1908-1918 ;  ; Ж/м ; XF- ; 22 ; daniz ; 1304 
 1134 ; Орден Красное знамя № 8320. Болгария ; 1950-егг ;  ; Ж/м, эмаль ; XF- ; 23 ; велко ; 612 
 1135 ; Медаль За боевые заслуги. Болгария ; 1950-егг ;  ; Ж/м ; XF+ ; 72 ; k212 ; 368 
 1136 ; Медаль. 30 лет победы над фашистской Германией. Болгария. Ремонт ушка ;  ;  ; Ж/м ; XF ; 41 ; goba ; 125 
 1137 ; Медаль. 40 лет победы над фашистской Германией. Болгария ;  ;  ; Ж/м ; XF ; 22 ; daniz ; 165 
 1138 ; Медаль. 30 лет победы над фашистской Германией. Югославия ;  ;  ; Ж/м ; XF- ; 47 ; daniz ; 309 
 1139 ; Школьная медаль за отличные успехи и примерное поведение. Болгария ;  ;  ; Б/м ; XF+ ; 74 ; Sky2 ; 806 
 1140 ; Орден За заслуги перед народом III ст. № 164081. Югославия ; 1950-егг ;  ; Ag ; XF+ ; 84 ; aa_ras ; 1723 
 1141 ; Фрачник Ордена народной армии II ст. Югославия ; 1970-1980е гг ;  ; Ж/м ; AU ; 15 ; Sky2 ; 532 
 1142 ; Орден Труда II ст. Албания ; 1950-е гг ;  ; Б/м, Ж/м ; XF+ ; 84 ; Sky2 ; 2125 
 1143 ; Знак НАТО ;  ;  ; Ж/м ; AU ; 62 ; dimon46 ; 70 
 1144 ; Кокарда для пилотки полиции Югославии ;  ;  ; Б/м, эмаль ; AU ; 24 ; aa_ras ; 136 
 1145 ; Знак. Участник сопротивления против фашизма и капитализма ;  ;  ; Ж/м, эмаль ; VF-XF ; 49 ; aa_ras ; 378 
 1146 ; Медаль. Вакансия свободна перед выборами папы Павла VI. Ватикан. D-38мм ; 1963 ;  ; Ag ; AU ; 5 ; shais1 ; 918 
 1147 ; Медаль. За службу. Карл I. Австро-Венгрия. D-32мм ; ND ;  ; Ag ; VF-XF ; 31 ; SadKo ; 679 
 1148 ; Медаль. Олимпийские игры в Берлине. Германия. 3 рейх. D-37мм ; 1936 ;  ; Ag ; AU ; 69 ; vasm ; 5100 
 1149 ; Медаль. Мир с Британией. Франциск I Валуа (1515-1547гг). Франция. D-55мм. М-58г ; сер 19 века ;  ; Ag ; XF+ ; 50 ; lvovich ; 2856 
 1150 ; Медаль. Рождение герцога Бургундии Феликса XIII. Людовик XV. Франция. D-41мм ; кон 19 века ;  ; Br ; AU ; 14 ; wl-petr ; 1428 
 1151 ; Жетон. Нотариусы Тура. Наполеон III (1852-1871гг). Франция. D-31мм ; ND ;  ; Ag ; XF ; 36 ; vadim60 ; 995 
