 351 ; Медаль "За труды и храбрость при взятии Праги 24 октября 1794г" Екатерина II Новодел ;  ;  ; Br ; XF ; 38 ; Брат ; 20000 
 2204 ; 10 копеек ; 1931 ;  ; Ni ; VF+ ; 25 ; shknikolay ; 363 
 2205 ; 2 копейки ; 1931 ;  ; Br ; F ; 3 ; Андрей/Пермь ; 8 
 2206 ; 1 рубль ; 1982 ;  ; Cu-Ni ; AU ; 19 ; СтасМонеты ; 1690 
 2207 ; 1 рубль ; 1987 ;  ; Cu-Ni ; AU ; 15 ; Moryak ; 1019 
 2208 ; 1 рубль ; 1988 ;  ; Cu-Ni ; VF+ ; 28 ; кандрат ; 123 
 2209 ; 1 рубль ; 1985 ;  ; Cu-Ni ; VF-XF ; 25 ; Pavel_KH ; 221 
 2210 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF ; 14 ; Сергей11 ; 276 
 2211 ; 1 рубль ; 1988 ;  ; Cu-Ni ; VF+ ; 32 ; drn137 ; 129 
 2212 ; 50 копеек ; 1989 ;  ; Cu-Ni ; XF ; 41 ; Moryak ; 347 
 2213 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; XF+ ; 41 ; айсмен ; 140 
 2214 ; 20 копеек ; 1932 ;  ; Ni ; XF ; 40 ; Сашок 1959 ; 144 
 2215 ; 5 копеек ; 1943 ;  ; Br ; VF+ ; 42 ; Сашок 1959 ; 101 
 2216 ; 3 копейки ; 1937 ;  ; Br ; VF ; 41 ; Сашок 1959 ; 92 
 2217 ; 20 рублей ; 1993 ; ММД Белый металл (магнитный) ;  ; XF ; 31 ; сортам70 ; 57 
 2218 ; 20 рублей ; 1993 ; ММД Белый металл (магнитный) ;  ; XF ; 14 ; Почта России ; 79 
 2219 ; 3 копейки ; 1957 ; В венке герба 15 лент ; Br ; F-VF ; 3 ; сортам70 ; 8 
 2220 ; 2 копейки ; 1962 ;  ; Cu-Zn ; VF ; 23 ; Moryak ; 75 
 2221 ; 10 копеек ; 1952 ;  ; Ni ; XF ; 9 ; Habs777 ; 49 
 2222 ; 2 копейки ; 1965 ;  ; Cu-Zn ; AU ; 53 ; Moryak ; 787 
 2223 ; 2 копейки ; 1966 ;  ; Cu-Zn ; AU ; 24 ; Moryak ; 787 
 2224 ; 2 копейки ; 1970 ;  ; Cu-Zn ; AU ; 13 ; Habs777 ; 78 
 2225 ; 2 копейки ; 1983 ;  ; Cu-Zn ; AU ; 9 ; politin ; 59 
 2226 ; 2 копейки ; 1984 ;  ; Cu-Zn ; AU ; 13 ; Habs777 ; 46 
 2127 ; 2 копейки ; 1940 ;  ; Br ; VF ; 20 ; eugraphus ; 49 
 2128 ; 1 копейка ; 1928 ;  ; Br ; VF ; 16 ; Spanish.archer ; 134 
 2129 ; 1 копейка ; 1930 ;  ; Br ; VF- ; 36 ; салаир ; 291 
 2130 ; 1 копейка ; 1931 ;  ; Br ; VF ; 19 ; keryn67 ; 100 
 2131 ; 1 копейка ; 1937 ;  ; Br ; VF- ; 16 ; Holder31 ; 126 
 2132 ; 1 копейка ; 1949 ;  ; Br ; XF- ; 5 ; coinsru.de ; 44 
 2133 ; 1 копейка ; 1952 ;  ; Br ; VF+ ; 10 ; 21011984andrei ; 55 
 2134 ; 10 копеек ; 1954 ;  ; Ni ; AU ; 58 ; GhjhH ; 333 
 2135 ; 5 копеек ; 1954 ;  ; Br ; XF ; 18 ; Moryak ; 300 
 2136 ; 2 копейки ; 1932 ;  ; Br ; XF ; 37 ; Holder31 ; 384 
 2137 ; 2 копейки ; 1971 ;  ; Cu-Zn ; XF+ ; 10 ; Al1964 ; 57 
 2138 ; 1 копейка ; 1974 ;  ; Cu-Zn ; AU ; 16 ; NNN ; 22 
 2139 ; 1 копейка ; 1932 ;  ; Br ; VF ; 51 ; NNN ; 220 
 2140 ; 1 копейка ; 1948 ;  ; Br ; XF ; 29 ; oleg1129 ; 95 
 2141 ; 1 копейка ; 1955 ;  ; Br ; XF- ; 9 ; NNN ; 64 
 2142 ; 100 рублей ; 1992 ; ЛМД Биметалл ; Cu-Ni/Cu-Zn ; XF+ ; 6 ; NNN ; 39 
 2143 ; 1 рубль ; 1983 ;  ; Cu-Ni ; AU ; 40 ; Сашок 1959 ; 1821 
 2144 ; 1 рубль ; 1974 ;  ; Cu-Ni ; XF ; 20 ; Varco ; 1417 
 2145 ; 1 рубль ; 1982 ;  ; Cu-Ni ; XF ; 37 ; Varco ; 1850 
 2146 ; 1 рубль ; 1981 ;  ; Cu-Ni ; AU ; 23 ; Волчек ; 1798 
 2147 ; 1 рубль ; 1980 ;  ; Cu-Ni ; AU ; 31 ; Волчек ; 1813 
 2148 ; 1 рубль ; 1968 ;  ; Cu-Ni ; AU ; 11 ; mordvin ; 1138 
 2149 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; F-VF ; 5 ; drn137 ; 55 
 2150 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 22 ; Уася ; 184 
 2151 ; 20 копеек ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 31 ; Meshok ; 197 
 2152 ; 20 копеек ; 1944 ;  ; Ni ; VF ; 15 ; Kudma ; 201 
 2153 ; 15 копеек ; 1941 ;  ; Ni ; VF ; 11 ; an17s ; 153 
 2154 ; 15 копеек ; 1940 ;  ; Ni ; VF ; 5 ; Kudma ; 106 
 2155 ; 15 копеек ; 1945 ;  ; Ni ; VF ; 9 ; dunkan2018 ; 156 
 2156 ; 15 копеек ; 1944 ;  ; Ni ; F+ ; 38 ; огонь71 ; 234 
 2157 ; 15 копеек ; 1935 ;  ; Ni ; F-VF ; 7 ; Мерен ; 34 
 2158 ; 15 копеек ; 1951 ;  ; Ni ; VF ; 31 ; горный ; 337 
 2159 ; 15 копеек ; 1939 ;  ; Ni ; VF-XF ; 59 ; lx ; 407 
 2160 ; 15 копеек ; 1949 ;  ; Ni ; VF-XF ; 33 ; Мерен ; 438 
 2161 ; 10 копеек ; 1940 ;  ; Ni ; XF ; 86 ; lx ; 441 
 2162 ; 10 копеек ; 1936 ;  ; Ni ; VF-XF ; 17 ; kultan ; 95 
 2163 ; 10 копеек ; 1945 ;  ; Ni ; VF- ; 61 ; anurys ; 302 
 2164 ; 10 копеек ; 1951 ;  ; Ni ; VF ; 22 ; sovmin ; 175 
 2165 ; 5 копеек ; 1938 ;  ; Br ; VF- ; 40 ; CMSpb ; 434 
 2166 ; 5 копеек ; 1939 ;  ; Br ; VF ; 15 ; an17s ; 216 
 2167 ; 5 копеек ; 1950 ;  ; Br ; VF- ; 27 ; anurys ; 363 
 2168 ; 5 копеек ; 1943 ;  ; Br ; VF ; 23 ; Чапай ; 46 
 2169 ; 3 копейки ; 1943 ;  ; Br ; VF ; 39 ; politin ; 113 
 2170 ; 3 копейки ; 1934 ;  ; Br ; VF ; 29 ; dunkan2018 ; 129 
 2171 ; 3 копейки ; 1933 ;  ; Br ; VF+ ; 30 ; Мерен ; 138 
 2172 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; VF ; 17 ; Мерен ; 91 
 2173 ; 3 копейки ; 1941 ;  ; Br ; VF-XF ; 21 ; CMSpb ; 143 
 2174 ; 3 копейки ; 1935 ;  ; Br ; VF ; 59 ; CMSpb ; 239 
 2175 ; 2 копейки ; 1941 ;  ; Br ; VF+ ; 34 ; Meshok ; 113 
 2176 ; 2 копейки ; 1945 ;  ; Br ; VF ; 24 ; shilo2 ; 161 
 2077 ; 20 копеек ; 1951 ;  ; Ni ; F ; 19 ; yuve ; 33 
 2078 ; 5 копеек ; 1975 ;  ; Cu-Zn ; XF+ ; 29 ; Moryak ; 373 
 2079 ; 1 копейка ; 1949 ;  ; Br ; VF+ ; 13 ; трутень ; 46 
 2080 ; 3 копейки ; 1989 ; Л/с шт.20 коп. ; Cu-Zn ; VF+ ; 3 ; Meshok ; 4 
 2081 ; 5 копеек ; 1930 ;  ; Br ; VF ; 9 ; Снежный Барс ; 10 
 2082 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 27 ; Lafeto55 ; 189 
 2083 ; 1 копейка ; 1940 ;  ; Br ; XF ; 13 ; РО ; 72 
 2084 ; 15 копеек ; 1935 ;  ; Ni ; VF+ ; 44 ; Lafeto55 ; 466 
 2085 ; 20 копеек ; 1950 ;  ; Ni ; VF+ ; 43 ; sovmin ; 1538 
 2086 ; 15 копеек ; 1937 ;  ; Ni ; VF ; 46 ; yuve ; 510 
 2087 ; 3 копейки ; 1961 ;  ; Cu-Zn ; XF+ ; 19 ; Fedorovich ; 125 
 2088 ; 2 копейки ; 1976 ;  ; Cu-Zn ; AU ; 41 ; lx ; 123 
 2089 ; 2 копейки ; 1976 ;  ; Cu-Zn ; AU ; 20 ; kultan ; 111 
 2090 ; 5 рублей ; 2008 ; СПМД ; Cu in Cu-Ni ; VF+ ; 7 ; plut ; 9 
 2091 ; 1 рубль ; 1997 ; ММД ; Cu-Ni-Zn ; AU ; 29 ; Русские не сдаются ; 113 
 2092 ; 1 рубль ; 1998 ; СПМД ; Cu-Ni-Zn ; AU ; 12 ; Gerasim ; 53 
 2093 ; 1 рубль ; 1999 ; СПМД ; Cu-Ni-Zn ; AU ; 26 ; Русские не сдаются ; 133 
 2094 ; 2 копейки. Выкус ; 1991 ; ММД ; Cu-Zn ; AU ; 36 ; dunkan2018 ; 124 
 2095 ; 5 рублей ; 1998 ; СПМД ; Cu in Cu-Ni ; VF+ ; 28 ; alex7879 ; 206 
 2096 ; 5 рублей.  Аверс/реверс 100 градусов ; 1997 ; СПМД ; Cu in Cu-Ni ; VF ; 48 ; alex7879 ; 206 
 2097 ; 2 рубля ; 1997 ; СПМД ; Cu-Ni-Zn ; VF ; 24 ; alex7879 ; 206 
 2098 ; 2 рубля. Аверс/реверс 90 градусов ; 1997 ; СПМД ; Cu-Ni-Zn ; VF ; 32 ; psrjdf1863 ; 159 
 2099 ; 2 копейки ; 1976 ;  ; Cu-Zn ; AU ; 43 ; kultan ; 116 
 2100 ; 2 копейки ; 1976 ;  ; Cu-Zn ; AU ; 30 ; politin ; 119 
 2101 ; 1 копейка ; 1945 ;  ; Br ; VF ; 17 ; vink ; 204 
 2102 ; 5 копеек ; 1930 ;  ; Br ; VF ; 46 ; CMSpb ; 57 
 2103 ; 3 копейки ; 1951 ;  ; Br ; VF- ; 33 ; A2KOT ; 553 
 2104 ; 10 копеек с уступом ; 1982 ;  ; Cu-Ni ; AU ; 66 ; GhjhH ; 726 
 2105 ; 10 копеек с уступом ; 1987 ;  ; Cu-Ni ; AU ; 65 ; GhjhH ; 809 
 2106 ; 10 копеек ; 1935 ;  ; Ni ; VF-XF ; 46 ; Holder31 ; 332 
 2107 ; 2 копейки ; 1941 ;  ; Br ; VF ; 40 ; Logistik ; 156 
 2108 ; 2 рубля ; 1999 ; ММД ; Cu-Ni-Zn ; AU ; 75 ; nivva ; 2318 
 2109 ; 1 копейка В капсуле PCGS ; 1946 ;  ; Br ;  ; 41 ; dsidorov ; 1138 
 2110 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; F+ ; 15 ; Alexdav ; 159 
 2111 ; 3 копейки ; 1943 ;  ; Br ; F- ; 1 ; Donald ; 50 
 2112 ; 2 копейки ; 1940 ;  ; Br ; VF- ; 6 ; psrjdf1863 ; 46 
 2113 ; 1 копейка ; 1933 ;  ; Br ; VF ; 6 ; keryn67 ; 77 
 2114 ; 1 копейка ; 1939 ;  ; Br ; VF ; 3 ; Donald ; 50 
 2115 ; 1 копейка ; 1940 ;  ; Br ; VF ; 1 ; Donald ; 30 
 2116 ; 1 копейка ; 1949 ;  ; Br ; AU ; 25 ; DVD67 ; 153 
 2117 ; 2 копейки ; 1970 ;  ; Cu-Zn ; AU ; 14 ; politin ; 114 
 2118 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 21 ; kultan ; 79 
 2119 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 20 ; огонь71 ; 95 
 2120 ; 3 копейки ; 1949 ;  ; Br ; VF ; 17 ; вольдемарW ; 57 
 2121 ; 2 копейки ; 1926 ;  ; Br ; VF- ; 27 ; металлург ; 63 
 2122 ; 2 копейки ; 1928 ;  ; Br ; VF ; 38 ; Kudma ; 126 
 2123 ; 2 копейки ; 1931 ;  ; Br ; F+ ; 12 ; cfev ; 42 
 2124 ; 2 копейки ; 1935 ;  ; Br ; F+ ; 51 ; dunkan2018 ; 95 
 2125 ; 2 копейки ; 1935 ;  ; Br ; F-VF ; 38 ; dunkan2018 ; 142 
 2126 ; 2 копейки ; 1936 ;  ; Br ; VF- ; 25 ; kultan ; 42 
 2027 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 16 ; apach ; 114 
 2028 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 23 ; skylink ; 113 
 2029 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 13 ; сержик67 ; 203 
 2030 ; 10 рублей ; 2009 ; Выборг (XIII в), Ленинградская область ; биметалл ; AU ; 38 ; gentlemandk ; 181 
 2031 ; 10 рублей ; 2009 ; Калуга (XIV в) ; биметалл ; AU ; 29 ; buben ; 128 
 2032 ; 10 рублей ; 2009 ; В. Новгород ; биметалл ; AU ; 41 ; Niko750 ; 181 
 2033 ; 10 рублей ; 2009 ; Галич (XII в), Костромская область ; биметалл ; AU ; 22 ; buben ; 128 
 2034 ; 25 рублей. Бременские музыканты ; 2019 ;  ; Cu-Ni ; AU ; 28 ; Gerasim ; 459 
 2035 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 9 ; Sk-masshtab ; 255 
 2036 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 32 ; SupERGood ; 357 
 2037 ; 1 рубль. Раскол штемпеля ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 27 ; bolek ; 175 
 2038 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 38 ; alexvoron ; 104 
 2039 ; 10 рублей ; 2014 ; Пензенская область ; биметалл ; XF+ ; 9 ; бибигон ; 16 
 2040 ; 10 рублей ; 2014 ; Пензенская область ; биметалл ; XF+ ; 3 ; бибигон ; 21 
 2041 ; 10 рублей ; 2014 ; Пензенская область ; биметалл ; XF+ ; 3 ; бибигон ; 16 
 2042 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 19 ; Sk-masshtab ; 211 
 2043 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 15 ; Sk-masshtab ; 211 
 2044 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 13 ; Sk-masshtab ; 201 
 2045 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 15 ; Sk-masshtab ; 216 
 2046 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 16 ; axelhartman ; 255 
 2047 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 10 ; Timakros ; 245 
 2048 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 36 ; Dinar02 ; 2295 
 2049 ; 10 рублей.  Раскол штемпеля ; 2010 ; Ненецкий автономный округ ; биметалл ; AU ; 40 ; f65 ; 294 
 2050 ; 5 копеек. Упаковка ; 1973 ;  ; Cu-Zn ; AU ; 47 ; 464 ; 933 
 2051 ; 2 копейки ; 1962 ;  ; Cu-Zn ; VF ; 17 ; gentlemandk ; 36 
 2052 ; 1 копейка ; 1961 ;  ; Cu-Zn ; VF+ ; 18 ; cfev ; 143 
 2053 ; 3 копейки ; 1945 ;  ; Br ; VF+ ; 42 ; suomi ; 1324 
 2054 ; 50 копеек ; 1989 ;  ; Cu-Ni ; VF-XF ; 37 ; Barsergei ; 173 
 2055 ; 20 копеек ; 1948 ;  ; Ni ; F+ ; 4 ; drn137 ; 9 
 2056 ; 2 копейки ; 1935 ;  ; Br ; VF- ; 46 ; 640 ; 370 
 2057 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF ; 27 ; Moryak ; 536 
 2058 ; 2 копейки ; 1966 ;  ; Cu-Zn ; VF ; 61 ; gentlemandk ; 102 
 2059 ; 2 копейки ; 1965 ;  ; Cu-Zn ; VF ; 35 ; dunkan2018 ; 102 
 2060 ; 2 копейки ; 1928 ;  ; Br ; VF-XF ; 30 ; yuve ; 131 
 2061 ; 10 копеек ; 1939 ;  ; Ni ; VF-XF ; 44 ; Уася ; 395 
 2062 ; 20 копеек ; 1931 ;  ; Ni ; VF+ ; 6 ; 1313 ; 123 
 2063 ; 20 копеек ; 1932 ;  ; Ni ; VF- ; 6 ; 1313 ; 102 
 2064 ; 10 копеек ; 1932 ;  ; Ni ; VF ; 3 ; гром ; 155 
 2065 ; 20 копеек ; 1933 ;  ; Ni ; VF ; 5 ; CMSpb ; 131 
 2066 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; VF ; 3 ; гром ; 80 
 2067 ; 20 копеек ; 1940 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF- ; 5 ; гром ; 125 
 2068 ; 20 копеек ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F ; 17 ; Meshok ; 183 
 2069 ; 15 копеек ; 1939 ;  ; Ni ; F ; 6 ; yuve ; 128 
 2070 ; 10 копеек ; 1940 ;  ; Ni ; VF ; 3 ; гром ; 450 
 2071 ; 10 копеек ; 1936 ;  ; Ni ; F ; 3 ; гром ; 100 
 2072 ; 10 копеек ; 1946 ;  ; Ni ; VF ; 8 ; yuve ; 87 
 2073 ; 10 рублей Раскол штемпеля ; 2013 ; ММД ; сталь+латунь ; VF ; 11 ; psrjdf1863 ; 51 
 2074 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 19 ; огонь71 ; 96 
 2075 ; 20 копеек ; 1956 ;  ; Ni ; XF ; 9 ; alexvoron ; 10 
 2076 ; 5 рублей ; 1991 ; ММД ; Cu-Ni ; XF ; 41 ; Pavel_KH ; 228 
 1977 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Unc ; 38 ; prostor.71 ; 199 
 1978 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 9 ; zsv ; 101 
 1979 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 24 ; Al1964 ; 161 
 1980 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 17 ; student241 ; 118 
 1981 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 18 ; maorly ; 117 
 1982 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 11 ; Al1964 ; 118 
 1983 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 15 ; Al1964 ; 114 
 1984 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 16 ; speshil ; 117 
 1985 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 18 ; student241 ; 146 
 1986 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 43 ; SupERGood ; 365 
 1987 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 18 ; maorly ; 252 
 1988 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 57 ; Юкс ; 2258 
 1989 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 13 ; PK101975 ; 473 
 1990 ; 5 рублей. Упаковка ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 42 ; speshil ; 465 
 1991 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Unc ; 31 ; 1874 ; 2213 
 1992 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 20 ; aleks1753 ; 124 
 1993 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 38 ; SupERGood ; 363 
 1994 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 33 ; Timakros ; 400 
 1995 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 23 ; Snoop ; 327 
 1996 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 29 ; SupERGood ; 714 
 1997 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 29 ; Snoop ; 567 
 1998 ; 1 рубль. Упаковка ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Proof ; 32 ; Волчек ; 885 
 1999 ; 1 рубль. Конверт ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 19 ; Hermes ; 357 
 2000 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 15 ; student241 ; 252 
 2001 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.А.Тимирязева ; Cu-Ni ; Proof ; 39 ; kvs ; 1131 
 2002 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 34 ; Юкс ; 1218 
 2003 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Unc ; 13 ; U2 ; 296 
 2004 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Unc ; 30 ; SupERGood ; 534 
 2005 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 59 ; stas78 ; 645 
 2006 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; Proof ; 37 ; karhu ; 1111 
 2007 ; 1 рубль. Упаковка ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 8 ; сортам70 ; 115 
 2008 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 31 ; Юкс ; 1307 
 2009 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 14 ; alexvoron ; 104 
 2010 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 34 ; rom11 ; 1499 
 2011 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 15 ; 1874 ; 1381 
 2012 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 13 ; Dinar02 ; 1315 
 2013 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 12 ; Волчек ; 363 
 2014 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; AU ; 38 ; Волчек ; 695 
 2015 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 25 ; SupERGood ; 487 
 2016 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 21 ; Волчек ; 642 
 2017 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Proof ; 28 ; 1874 ; 1401 
 2018 ; 1 рубль ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Proof ; 28 ; 1874 ; 1440 
 2019 ; 1 рубль. Новодел ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 20 ; Волчек ; 505 
 2020 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 37 ; Волчек ; 441 
 2021 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 24 ; сержик67 ; 101 
 2022 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 12 ; Timakros ; 308 
 2023 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 13 ; prostor.71 ; 251 
 2024 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 13 ; Timakros ; 308 
 2025 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 13 ; Дмитрий 1208 ; 249 
 2026 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 10 ; alexvoron ; 50 
 1927 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 12 ; bamia67 ; 72 
 1928 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 37 ; student241 ; 148 
