 4851 ; Бона иностранная Германия ; 1919 ;  ;  ;  ; 15 ; sikachai ; 159 
 1850 ; 10 копеек ; 1988 ;  ; Cu-Ni ; AU ; 4 ; RTG063 ; 22 
 1751 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF-XF ; 16 ; RTG063 ; 100 
 1752 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF-XF ; 11 ; wasp69 ; 100 
 1753 ; 1 рубль ; 1969 ;  ; Cu-Ni ; XF- ; 19 ; лисица ; 335 
 1754 ; 1 рубль ; 1978 ;  ; Cu-Ni ; XF- ; 8 ; лисица ; 400 
 1755 ; 1 рубль ; 1978 ;  ; Cu-Ni ; XF- ; 17 ; Алексей11 ; 316 
 1756 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF- ; 19 ; лисица ; 108 
 1757 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF- ; 18 ; RTG063 ; 83 
 1758 ; 1 рубль ; 1988 ;  ; Cu-Ni ; XF- ; 20 ; RTG063 ; 82 
 1759 ; 20 копеек ; 1961 ;  ; Cu-Ni ; AU ; 15 ; novikoff12006 ; 408 
 1760 ; 20 копеек ; 1962 ;  ; Cu-Ni ; AU ; 21 ; svv ; 793 
 1761 ; 20 копеек ; 1977 ;  ; Cu-Ni ; AU ; 26 ; лисица ; 357 
 1762 ; 20 копеек ; 1978 ;  ; Cu-Ni ; AU ; 5 ; ASA19V ; 26 
 1763 ; 20 копеек ; 1978 ;  ; Cu-Ni ; AU ; 13 ; ASA19V ; 58 
 1764 ; 20 копеек ; 1979 ;  ; Cu-Ni ; AU ; 5 ; shknikolay ; 26 
 1765 ; 20 копеек ; 1979 ;  ; Cu-Ni ; AU ; 21 ; shknikolay ; 35 
 1766 ; 20 копеек ; 1980 ;  ; Cu-Ni ; AU ; 5 ; shknikolay ; 19 
 1767 ; 20 копеек ; 1981 ;  ; Cu-Ni ; AU ; 11 ; novikoff12006 ; 510 
 1768 ; 20 копеек ; 1982 ;  ; Cu-Ni ; AU ; 5 ; Bonyf ; 19 
 1769 ; 20 копеек ; 1982 ;  ; Cu-Ni ; AU ; 13 ; valeron ; 186 
 1770 ; 20 копеек ; 1983 ;  ; Cu-Ni ; AU ; 7 ; valeron ; 45 
 1771 ; 20 копеек ; 1984 ;  ; Cu-Ni ; AU ; 11 ; danila ; 19 
 1772 ; 20 копеек ; 1984 ;  ; Cu-Ni ; AU ; 7 ; Uncle ; 237 
 1773 ; 20 копеек ; 1985 ;  ; Cu-Ni ; AU ; 11 ; bonipari ; 138 
 1774 ; 20 копеек ; 1985 ;  ; Cu-Ni ; AU ; 9 ; novikoff12006 ; 62 
 1775 ; 20 копеек ; 1986 ;  ; Cu-Ni ; AU ; 5 ; valeron ; 19 
 1776 ; 20 копеек ; 1986 ;  ; Cu-Ni ; AU ; 48 ; danila ; 453 
 1777 ; 20 копеек ; 1987 ;  ; Cu-Ni ; AU ; 11 ; valeron ; 237 
 1778 ; 20 копеек ; 1987 ;  ; Cu-Ni ; AU ; 3 ; matehev ; 6 
 1779 ; 20 копеек ; 1989 ;  ; Cu-Ni ; AU ; 5 ; valeron ; 186 
 1780 ; 20 копеек ; 1988 ;  ; Cu-Ni ; AU ; 1 ; valeron ; 2 
 1781 ; 20 копеек ; 1989 ;  ; Cu-Ni ; AU ; 5 ; ввп ; 19 
 1782 ; 20 копеек ; 1989 ;  ; Cu-Ni ; AU ; 3 ; matehev ; 6 
 1783 ; 20 копеек ; 1990 ;  ; Cu-Ni ; AU ; 5 ; matehev ; 11 
 1784 ; 20 копеек ; 1991 ; ММД ; Cu-Ni ; XF+ ; 39 ; bonipari ; 255 
 1785 ; 20 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 17 ; novikoff12006 ; 261 
 1786 ; 15 копеек ; 1961 ;  ; Cu-Ni ; AU ; 15 ; svv ; 441 
 1787 ; 15 копеек ; 1962 ;  ; Cu-Ni ; AU ; 17 ; novikoff12006 ; 306 
 1788 ; 15 копеек ; 1976 ;  ; Cu-Ni ; AU ; 27 ; Repz ; 229 
 1789 ; 15 копеек ; 1976 ;  ; Cu-Ni ; AU ; 18 ; Repz ; 102 
 1790 ; 15 копеек ; 1977 ;  ; Cu-Ni ; AU ; 9 ; ASA19V ; 63 
 1791 ; 15 копеек ; 1977 ;  ; Cu-Ni ; AU ; 11 ; terner230 ; 58 
 1792 ; 15 копеек ; 1977 ;  ; Cu-Ni ; AU ; 21 ; valeron ; 102 
 1793 ; 15 копеек ; 1978 ;  ; Cu-Ni ; AU ; 11 ; novikoff12006 ; 72 
 1794 ; 15 копеек ; 1978 ;  ; Cu-Ni ; AU ; 7 ; ASA19V ; 39 
 1795 ; 15 копеек ; 1979 ;  ; Cu-Ni ; AU ; 5 ; Wasabi ; 36 
 1796 ; 15 копеек ; 1979 ;  ; Cu-Ni ; AU ; 3 ; valeron ; 37 
 1797 ; 15 копеек ; 1980 ;  ; Cu-Ni ; AU ; 7 ; valeron ; 19 
 1798 ; 15 копеек ; 1981 ;  ; Cu-Ni ; AU ; 5 ; Antromis ; 6 
 1799 ; 15 копеек ; 1981 ;  ; Cu-Ni ; AU ; 7 ; boroda-273 ; 329 
 1800 ; 15 копеек ; 1982 ;  ; Cu-Ni ; AU ; 7 ; valeron ; 90 
 1701 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF ; 19 ; jimmysu ; 62 
 1702 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 11 ; POSHEXON ; 56 
 1703 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 14 ; POSHEXON ; 54 
 1704 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 6 ; сортам70 ; 48 
 1705 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 14 ; ВАР1959 ; 161 
 1706 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 12 ; jimmysu ; 48 
 1707 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; XF ; 11 ; cvetlana1 ; 41 
 1708 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF ; 24 ; ZET ; 233 
 1709 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 11 ; said ; 88 
 1710 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 16 ; Ник 2 ; 126 
 1711 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 26 ; ВАР1959 ; 251 
 1712 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 14 ; ВАР1959 ; 251 
 1713 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 14 ; Ник 2 ; 153 
 1714 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 25 ; АЛЬБЕРТ ; 186 
 1715 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 17 ; Ник 2 ; 113 
 1716 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 27 ; АЛЬБЕРТ ; 225 
 1717 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 19 ; brat52 ; 110 
 1718 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF ; 22 ; parasit ; 155 
 1719 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 17 ; said ; 113 
 1720 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 25 ; АЛЬБЕРТ ; 186 
 1721 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 22 ; АЛЬБЕРТ ; 160 
 1722 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 21 ; parasit ; 130 
 1723 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 15 ; brat52 ; 102 
 1724 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 28 ; LexaXa ; 129 
 1725 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU/XF ; 17 ; westof ; 59 
 1726 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU/XF ; 26 ; сортам70 ; 72 
 1727 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 18 ; сортам70 ; 48 
 1728 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 14 ; westof ; 31 
 1729 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 13 ; KASTRO-RUS ; 48 
 1730 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 25 ; Fordik508 ; 163 
 1731 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 20 ; cvetlana1 ; 41 
 1732 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 16 ; ВАР1959 ; 204 
 1733 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 13 ; ВАР1959 ; 194 
 1734 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 27 ; Fordik508 ; 194 
 1735 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 14 ; сортам70 ; 54 
 1736 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 18 ; cvetlana1 ; 57 
 1737 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 13 ; POSHEXON ; 54 
 1738 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 21 ; antiquar ; 201 
 1739 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 13 ; POSHEXON ; 57 
 1740 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 13 ; POSHEXON ; 54 
 1741 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 19 ; LexaXa ; 73 
 1742 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF- ; 11 ; cvetlana1 ; 36 
 1743 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF- ; 19 ; vjacha ; 36 
 1744 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF- ; 8 ; Ivanss ; 36 
 1745 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF- ; 22 ; vjacha ; 36 
 1746 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; VF-XF ; 7 ; cvetlana1 ; 18 
 1747 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF-XF ; 22 ; Ressol ; 133 
 1748 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 9 ; Darhik ; 51 
 1749 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF-XF ; 12 ; terner230 ; 60 
 1750 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF-XF ; 7 ; D.F.C. ; 102 
 1651 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 14 ; 7755 ; 41 
 1652 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 15 ; ВАР1959 ; 308 
 1653 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 22 ; жулик ; 918 
 1654 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 24 ; D.F.C. ; 666 
 1655 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 18 ; 01020304 ; 684 
 1656 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 12 ; ship-nik ; 608 
 1657 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; XF+ ; 26 ; Darhik ; 156 
 1658 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 41 ; vas12 ; 153 
 1659 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 21 ; vas12 ; 153 
 1660 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 20 ; Uri ; 102 
 1661 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; AU ; 11 ; спарта ; 72 
 1662 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 12 ; shiraliv ; 204 
 1663 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; XF+ ; 38 ; vas12 ; 123 
 1664 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 32 ; АЛЬБЕРТ ; 184 
 1665 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 24 ; АЛЬБЕРТ ; 112 
 1666 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 29 ; vas12 ; 122 
 1667 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 26 ; vas12 ; 102 
 1668 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF ; 36 ; ZET ; 304 
 1669 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 21 ; АЛЬБЕРТ ; 225 
 1670 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 16 ; jimmysu ; 187 
 1671 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 21 ; cvetlana1 ; 54 
 1672 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 12 ; westof ; 87 
 1673 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 13 ; cvetlana1 ; 57 
 1674 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 24 ; mml6 ; 69 
 1675 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 22 ; Omeron ; 63 
 1676 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 31 ; Roman24 ; 183 
 1677 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 25 ; jimmysu ; 151 
 1678 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 25 ; ZET ; 199 
 1679 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 15 ; brat52 ; 84 
 1680 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 16 ; jimmysu ; 52 
 1681 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 21 ; jimmysu ; 48 
 1682 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 31 ; antiquar ; 102 
 1683 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 27 ; cvetlana1 ; 68 
 1684 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; AU ; 24 ; ZET ; 153 
 1685 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 14 ; jimmysu ; 157 
 1686 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF ; 24 ; vas12 ; 102 
 1687 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 22 ; vas12 ; 102 
 1688 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 31 ; Omeron ; 113 
 1689 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 21 ; vas12 ; 77 
 1690 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 13 ; vas12 ; 48 
 1691 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 12 ; ZET ; 87 
 1692 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 69 ; ZET ; 184 
 1693 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU/XF ; 14 ; ВАР1959 ; 167 
 1694 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 11 ; jimmysu ; 48 
 1695 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; XF ; 16 ; KVU ; 257 
 1696 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF ; 18 ; ВАР1959 ; 220 
 1697 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 10 ; LexaXa ; 62 
 1698 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 18 ; Darhik ; 68 
 1699 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 17 ; Omeron ; 64 
 1700 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 15 ; LexaXa ; 62 
 1601 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF ; 7 ; сортам70 ; 51 
 1602 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 25 ; Trien ; 102 
 1603 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF+ ; 19 ; klop123 ; 90 
 1604 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; XF ; 9 ; ВАР1959 ; 102 
 1605 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 11 ; klop123 ; 54 
 1606 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 23 ; Fordik508 ; 220 
 1607 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 17 ; LexaXa ; 77 
 1608 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF ; 21 ; jimmysu ; 143 
 1609 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 13 ; jimmysu ; 44 
 1610 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 20 ; jimmysu ; 148 
 1611 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 23 ; POSHEXON ; 95 
 1612 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 25 ; жулик ; 259 
 1613 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; XF ; 23 ; POSHEXON ; 54 
 1614 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF ; 17 ; klimvita ; 19 
 1615 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 15 ; cvetlana1 ; 90 
 1616 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 9 ; LexaXa ; 66 
 1617 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; AU ; 20 ; Roman24 ; 143 
 1618 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 17 ; jimmysu ; 37 
 1619 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 21 ; shiraliv ; 124 
 1620 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 16 ; ZET ; 72 
 1621 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF ; 17 ; jimmysu ; 139 
 1622 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 21 ; westof ; 60 
 1623 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 15 ; LexaXa ; 61 
 1624 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF ; 14 ; jimmysu ; 193 
 1625 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 25 ; Roman24 ; 306 
 1626 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 18 ; POSHEXON ; 95 
 1627 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF ; 9 ; brat52 ; 59 
 1628 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 10 ; westof ; 59 
 1629 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 24 ; kless ; 161 
 1630 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 42 ; АЛЬБЕРТ ; 216 
 1631 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 14 ; 7755 ; 57 
 1632 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF ; 17 ; Omeron ; 64 
 1633 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 28 ; Omeron ; 184 
 1634 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 45 ; POSHEXON ; 58 
 1635 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 35 ; alexeyat ; 160 
 1636 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF ; 16 ; jimmysu ; 51 
 1637 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 12 ; ВАР1959 ; 133 
 1638 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 16 ; LexaXa ; 67 
 1639 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 21 ; Roman24 ; 99 
 1640 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 25 ; said ; 62 
 1641 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 4 ; shvv69 ; 68 
 1642 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 4 ; shvv69 ; 57 
 1643 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 22 ; Trien ; 108 
 1644 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 9 ; rik ; 66 
 1645 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 5 ; LexaXa ; 59 
 1646 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 3 ; Mike! ; 123 
 1647 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 3 ; Mike! ; 111 
 1648 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 18 ; terner230 ; 408 
 1649 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 41 ; Mike! ; 1000 
 1650 ; 1 рубль ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 38 ; patron86 ; 380 
 1551 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 57 ; Maz ; 1145 
 1552 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 29 ; EVZa ; 508 
 1553 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 31 ; Ходор ; 767 
 1554 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 33 ; Ходор ; 724 
 1555 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 20 ; yuri.gruzdev ; 124 
 1556 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 25 ; yuri.gruzdev ; 134 
 1557 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 21 ; yuri.gruzdev ; 195 
 1558 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 15 ; yuri.gruzdev ; 102 
 1559 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 17 ; yuri.gruzdev ; 112 
 1560 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 25 ; yuri.gruzdev ; 159 
 1561 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 56 ; Дядя Саша ; 1176 
 1562 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 47 ; Doca ; 1143 
 1563 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 24 ; сортам70 ; 125 
 1564 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 20 ; cvetlana1 ; 79 
 1565 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; VF-XF ; 25 ; rbmamba ; 48 
 1566 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF- ; 23 ; KASTRO-RUS ; 38 
 1567 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; VF-XF ; 11 ; 7755 ; 34 
