 251 ; Полушка ; 1850 ; ЕМ ; Cu ; XF ; 27 ; sax ; 3400 
 1588 ; 1 рубль. В конверте ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 40 ; Mango Moris ; 393 
 1589 ; 1 рубль. В конверте ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 34 ; verunk1 ; 381 
 1590 ; 1 рубль. В конверте ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 107 ; Mango Moris ; 373 
 1591 ; 5 рублей. Упаковка ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 45 ; Lasto4kaSPB ; 555 
 1592 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 74 ; hugo ; 3293 
 1593 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 32 ; ruslanrs ; 1769 
 1594 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 40 ; evgen177309 ; 713 
 1595 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF- ; 58 ; kol78 ; 108 
 1596 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 43 ; Вяч ; 867 
 1597 ; 1 рубль ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Proof ; 53 ; карат ; 725 
 1598 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Метание копья ; Cu-Ni ; Proof ; 60 ; олег45 ; 1560 
 1599 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Прыжки в длину ; Cu-Ni ; Proof ; 38 ; nivas ; 898 
 1600 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Proof ; 59 ; nivas ; 781 
 1601 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Велосипед ; Cu-Ni ; Proof ; 37 ; KRASLAVA ; 1869 
 1602 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; XF+ ; 65 ; Andron79 ; 169 
 1603 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 37 ; lgvspb ; 181 
 1504 ; Полкопейки ; 1928 ;  ; Cu ; F-VF ; 82 ; POUL ; 1120 
 1505 ; 100 рублей ; 1993 ; о.Шпицберген ; Ж/м ; AU ; 32 ; Glen ; 461 
 1506 ; 50 рублей ; 1993 ; о.Шпицберген ; Б/м ; AU ; 15 ; Ритм ; 402 
 1507 ; 25 рублей ; 1993 ; о.Шпицберген ; Б/м ; AU ; 51 ; Glen ; 712 
 1508 ; 10 рублей ; 1993 ; о.Шпицберген ; Б/м ; AU ; 28 ; kns ; 695 
 1509 ; 5 ; 1998 ; о.Шпицберген ;  ; AU ; 88 ; Ритм ; 605 
 1510 ; 2 ; 1998 ; о.Шпицберген ;  ; AU ; 25 ; etalon ; 759 
 1511 ; 1 ; 1998 ; о.Шпицберген ;  ; AU ; 33 ; etalon ; 716 
 1512 ; 0,5 ; 1998 ; о.Шпицберген ;  ; AU ; 32 ; Ритм ; 619 
 1513 ; 0,25 ; 1998 ; о.Шпицберген ;  ; AU ; 44 ; Ритм ; 628 
 1514 ; 0,1 ; 1998 ; о.Шпицберген ;  ; AU ; 23 ; Ритм ; 628 
 1515 ; Разменный знак 10. Шпицберген. Подъем подлодки "Курск". С надписью. Пробный выпуск ; 2001СПМД ;  ; Латунь ; Proof ; 13 ; Sandello ; 10302 
 1516 ; 3 марки. Калининград. Слава русского оружия. Вертолет К-50 "Черная акула". Образец. С удостоверением ; 2003СПМД ;  ; Ag ; Proof ; 23 ; ryber ; 2929 
 1517 ; Жетон. 3 марки. Калининград. Слава Русского оружия. Гв. Миномет "Катюша". Образец. С удостоверением ; 2003СПМД ;  ; Ag ; Proof ; 18 ; ryber ; 2703 
 1518 ; Разменный знак 10. Шпицберген. Кончина папы Иоанна Павла II. Образец. С удостоверением ; 2005СПМД ;  ; Б/м ; Proof ; 25 ; ryber ; 2988 
 1519 ; Жетон. 1 марка. Калининград. Слава Русского оружия. Крейсер "Варяг" ; 2004СПМД ;  ; Ж/м ; Proof ; 44 ; Рыба ; 755 
 1520 ; Жетон. 1 марка. Калининград. Слава Русского оружия. Танк "Т-34" ; 2003СПМД ;  ; Ж/м ; Proof ; 39 ; elefant1965 ; 740 
 1521 ; Жетон. 1 марка. Калининград. Слава Русского оружия. Автомат Калашникова ; 2002СПМД ;  ; Ж/м ; Proof ; 49 ; Danila-56 ; 745 
 1522 ; Жетон. 1 марка. Калининград. Слава Русского оружия. Вертолет К-50 "Черная акула" ; 2003СПМД ;  ; Ж/м ; Proof ; 34 ; Рыба ; 771 
 1523 ; Жетон. 1 марка. Слава русского оружия. Гв. Миномет "Катюша" ; 2003 ;  ; Ж/м ; Proof ; 65 ; 4ward ; 765 
 1524 ; Жетон. 1 марка. Слава русского оружия. Истребитель "МИГ-29" ; 2003 ;  ; Ж/м ; Proof ; 107 ; Рыба ; 786 
 1525 ; Жетон. Один рубль. 70 лет Советскому чекану ; ММД ;  ; Ag ; AU ; 23 ; dali ; 2185 
 1526 ; Жетон. 70 лет Советскому чекану. Краснокамский монетный двор. 10 копеек ; ММД ;  ; Ag ; Proof ; 39 ; SKV ; 2565 
 1527 ; Жетон. 70 лет Советскому чекану. Краснокамский монетный двор ; ММД ;  ; Ag ; Proof ; 41 ; 104 кг ; 2514 
 1528 ; Жетон. Один полтинник. Ю. Гагарин ; 2011 ;  ; Cu/Ni ; Proof ; 97 ; двугривенный ; 915 
 1529 ; Жетон. Один полтинник. Гагарин ; ММД ;  ; Ag925 ; Proof ; 61 ; dali ; 2244 
 1530 ; Разменный знак 10. Шпицберген. Сход ледника-трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Cu-Ni ; Proof ; 45 ; света ; 578 
 1531 ; Разменный знак 10. Шпицберген. Наводнение-Юг России ; 2002СПМД ;  ; Cu-Ni ; Proof ; 26 ; света ; 578 
 1532 ; Разменный знак 10. Шпицберген. Против терроризма ; 2002СПМД ;  ; Cu-Ni ; Proof ; 34 ; света ; 578 
 1533 ; Разменный знак 10. Шпицберген. Наводнение-центр Европы ; 2002СПМД ;  ; Cu-Ni ; Proof ; 24 ; xorek016 ; 696 
 1534 ; Разменный знак 10. Шпицберген.Против терроризма. Упаковка ; 2001 ;  ; Cu-Ni ; Proof ; 19 ; qwe1000 ; 1899 
 1535 ; Разменный знак 10. Шпицберген.Подъем подлодки "Курск". Упаковка ; 2001 ;  ; Cu-Ni ; Proof ; 22 ; dali ; 1983 
 1536 ; Разменный знак 10. Шпицберген.Кончина папы Иоанна Павла II ; 2005СПМД ;  ; Cu-Ni ; Proof ; 39 ; qwe1000 ; 2014 
 1537 ; Разменный знак 10. Шпицберген.Цунами-Юго-Восточная Азия ; 2005СПМД ;  ; Cu-Ni ; Proof ; 5 ; 104 кг ; 1141 
 1538 ; Жетон "70 лет Советскому чекану - полтинник". D-27мм. Тираж 1200шт ; 2006ММД ;  ; Нейзильбер ; Proof ; 60 ; mep58 ; 1357 
 1539 ; Жетон "70 лет Советскому чекану - гривенник". D-27мм. Тираж 1500шт ; 2007ММД ;  ; Нейзильбер ; Proof ; 47 ; mep58 ; 1330 
 1540 ; Жетон "70 лет Советскому чекану - гривенник". D-27мм. Тираж 2000шт ; 2003ММД ;  ; Нейзильбер ; AU ; 25 ; dali ; 1069 
 1541 ; Жетон "70 лет Советскому чекану. ГКЧП". D-27мм. Тираж 1000шт ; 2006ММД ;  ; Томпак ; Proof ; 50 ; 104 кг ; 1632 
 1542 ; Жетон "70 лет Советскому чекану. Краснокамский монетный двор". D-27мм ; ММД ;  ; Ag925 ; Proof ; 13 ; Советы ; 2654 
 1543 ; Жетон "Традиция".Российский нумизматический форум ; 2009ММД ;  ; Би/м ; Proof ; 76 ; dali ; 1670 
 1544 ; Жетон "Традиция".Российский нумизматический форум ; 2009ММД ;  ; Ag925 ; Proof ; 187 ; dali ; 2142 
 1545 ; Жетон "Монеты и медали" ; ММД ;  ; Ж/м ; AU ; 25 ; дутик ; 444 
 1546 ; Разменный знак. 10. Остров шпицберген. Арктикуголь. Без надписи "разменный знак". Против терроризма. 11 сентября. Тираж 1000шт. Упаковка ; 2001СПМД ;  ; Cu-Ni ; Proof ; 82 ; mep58 ; 3860 
 1547 ; Жетон. Министерство торговли СССР. 26. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF ; 44 ; sereg81 ; 125 
 1548 ; Жетон. Министерство торговли СССР. 25. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF- ; 7 ; sonegr ; 153 
 1549 ; Жетон. Министерство торговли СССР. 20. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF ; 12 ; sereg81 ; 125 
 1550 ; Жетон. Министерство торговли СССР. 19. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF ; 17 ; Rober ; 111 
 1551 ; Жетон. Министерство торговли СССР. 15. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; XF ; 26 ; benc ; 660 
 1552 ; Жетон. Министерство торговли СССР. 13. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; XF- ; 17 ; madgestic ; 108 
 1553 ; Жетон. Министерство торговли СССР. 12. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; VF+ ; 40 ; stas007 ; 51 
 1454 ; 20 копеек. Деформация ; 1930 ;  ; Ag ; VF+ ; 18 ; Gorizn ; 92 
 1455 ; 15 копеек ; 1921 ;  ; Ag ; VF- ; 58 ; romario2 ; 1005 
 1456 ; 15 копеек ; 1922 ;  ; Ag ; XF+ ; 51 ; romario2 ; 277 
 1457 ; 15 копеек ; 1922 ;  ; Ag ; VF+ ; 92 ; боец1 ; 214 
 1458 ; 15 копеек ; 1922 ;  ; Ag ; VF ; 12 ; lgvspb ; 132 
 1459 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 113 ; LexaBankir ; 306 
 1460 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 37 ; кабан ; 120 
 1461 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 19 ; Евгений_075 ; 100 
 1462 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 34 ; Юрий ; 92 
 1463 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 21 ; military ; 92 
 1464 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 27 ; djessy ; 94 
 1465 ; 15 копеек ; 1923 ;  ; Ag ; VF+ ; 20 ; cotangens ; 92 
 1466 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 12 ; t_v_v ; 82 
 1467 ; 15 копеек ; 1924 ;  ; Ag ; XF+ ; 60 ; боец1 ; 204 
 1468 ; 15 копеек ; 1924 ;  ; Ag ; XF- ; 62 ; крабик ; 174 
 1469 ; 15 копеек ; 1925 ;  ; Ag ; AU ; 110 ; Kotoff ; 255 
 1470 ; 15 копеек ; 1925 ;  ; Ag ; XF ; 26 ; Kotoff ; 97 
 1471 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 16 ; Дак ; 97 
 1472 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 11 ; Евгений_075 ; 92 
 1473 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 9 ; t_v_v ; 90 
 1474 ; 15 копеек ; 1925 ;  ; Ag ; F-VF ; 26 ; Юрий ; 92 
 1475 ; 15 копеек ; 1927 ;  ; Ag ; XF+ ; 85 ; ss13 ; 144 
 1476 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 44 ; taa ; 120 
 1477 ; 15 копеек ; 1927 ;  ; Ag ; VF+ ; 32 ; Евгений_075 ; 99 
 1478 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 72 ; боец1 ; 126 
 1479 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 13 ; westof ; 101 
 1480 ; 10 копеек ; 1921 ;  ; Ag ; VF ; 23 ; Vb[fksx ; 1016 
 1481 ; 10 копеек ; 1923 ;  ; Ag ; AU ; 96 ; лесной ; 1183 
 1482 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 51 ; боец1 ; 102 
 1483 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 31 ; taa ; 100 
 1484 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 13 ; t_v_v ; 79 
 1485 ; 10 копеек ; 1923 ;  ; Ag ; VF- ; 29 ; military ; 92 
 1486 ; 10 копеек ; 1923 ;  ; Ag ; F-VF ; 23 ; t_v_v ; 74 
 1487 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 35 ; Евгений_075 ; 101 
 1488 ; 10 копеек ; 1925 ;  ; Ag ; VF- ; 47 ; lgvspb ; 92 
 1489 ; 10 копеек ; 1927 ;  ; Ag ; XF ; 43 ; taa ; 100 
 1490 ; 10 копеек ; 1927 ;  ; Ag ; VF-XF ; 27 ; Евгений_075 ; 111 
 1491 ; 10 копеек ; 1927 ;  ; Ag ; VF- ; 16 ; lgvspb ; 105 
 1492 ; 10 копеек ; 1928 ;  ; Ag ; XF+ ; 90 ; Kotoff ; 306 
 1493 ; 10 копеек ; 1928 ;  ; Ag ; F-VF ; 65 ; Юрий ; 96 
 1494 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 136 ; Kotoff ; 405 
 1495 ; 10 копеек ; 1929 ;  ; Ag ; VF-XF ; 58 ; боец1 ; 181 
 1496 ; 10 копеек ; 1929 ;  ; Ag ; VF+ ; 89 ; drn137 ; 387 
 1497 ; 10 копеек ; 1930 ;  ; Ag ; AU ; 7 ; кошак ; 224 
 1498 ; 10 копеек ; 1930 ;  ; Ag ; VF- ; 32 ; lgvspb ; 96 
 1499 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F ; 32 ; POUL ; 453 
 1500 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 89 ; POUL ; 208 
 1501 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 83 ; POUL ; 218 
 1502 ; Полкопейки ; 1925 ;  ; Cu ; F ; 99 ; ввп ; 228 
 1503 ; Полкопейки ; 1927 ;  ; Cu ; F ; 30 ; Арарат ; 224 
 1404 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF- ; 94 ; jimmysu ; 361 
 1405 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF- ; 115 ; Евгений_075 ; 404 
 1406 ; 50 копеек ; 1921 ; (АГ) ; Ag ; F ; 68 ; alex70168 ; 364 
 1407 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 150 ; dgekson ; 513 
 1408 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 29 ; кабан ; 507 
 1409 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 19 ; 5169 ; 400 
 1410 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 31 ; Limbus ; 378 
 1411 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF- ; 109 ; 5169 ; 363 
 1412 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; F-VF ; 82 ; Евгений_075 ; 343 
 1413 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; F-VF ; 78 ; Евгений_075 ; 381 
 1414 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; F-VF ; 28 ; jimmysu ; 336 
 1415 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 87 ; zelya ; 405 
 1416 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 27 ; Ghjcnj ; 334 
 1417 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 23 ; alex70168 ; 338 
 1418 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF- ; 28 ; say ; 337 
 1419 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 31 ; 5169 ; 369 
 1420 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 19 ; MBP ; 355 
 1421 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F ; 54 ; волга ; 310 
 1422 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 12 ; vitalik72v ; 689 
 1423 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 6 ; ld74 ; 373 
 1424 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 65 ; jimmysu ; 371 
 1425 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 20 ; Vasya1211 ; 444 
 1426 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 42 ; jimmysu ; 333 
 1427 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 79 ; vitalik72v ; 615 
 1428 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 46 ; Vasya1211 ; 400 
 1429 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 11 ; SSS200 ; 371 
 1430 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 43 ; jimmysu ; 350 
 1431 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 41 ; alex70168 ; 350 
 1432 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; XF ; 49 ; vitalik72v ; 853 
 1433 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 54 ; kgu ; 650 
 1434 ; 20 копеек ; 1922 ;  ; Ag ; XF ; 84 ; lekso ; 462 
 1435 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 49 ; никсер ; 203 
 1436 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 90 ; Vasya1211 ; 128 
 1437 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 24 ; taa ; 102 
 1438 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 65 ; dgekson ; 153 
 1439 ; 20 копеек ; 1923 ;  ; Ag ; F-VF ; 51 ; Юрий ; 96 
 1440 ; 20 копеек ; 1923 ;  ; Ag ; F-VF ; 56 ; uharius ; 92 
 1441 ; 20 копеек ; 1924 ;  ; Ag ; XF/AU ; 81 ; atenom ; 179 
 1442 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 39 ; Ghjcnj ; 92 
 1443 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 42 ; siw03 ; 96 
 1444 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 15 ; max.zuzin ; 200 
 1445 ; 20 копеек ; 1925 ;  ; Ag ; XF/AU ; 56 ; 27 ; 145 
 1446 ; 20 копеек ; 1925 ;  ; Ag ; VF+ ; 68 ; дутик ; 92 
 1447 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 15 ; t_v_v ; 82 
 1448 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 59 ; t_v_v ; 90 
 1449 ; 20 копеек ; 1927 ;  ; Ag ; F-VF ; 68 ; боец1 ; 125 
 1450 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 87 ; МК ; 204 
 1451 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 49 ; Vasya1211 ; 123 
 1452 ; 20 копеек ; 1928 ;  ; Ag ; VF-XF ; 27 ; Юрий ; 94 
 1453 ; 20 копеек ; 1930 ;  ; Ag ; VF+ ; 44 ; Евгений_075 ; 100 
 1354 ; 3 рубля ; 1999 ; ММД Российская Академия наук (Петр I, Ломоносов, Эйлер) ; Ag ; Proof ; 113 ; astronom ; 10777 
 1355 ; 3 рубля ; 2000 ; ММД Нижегородский Кремль ; Ag ; Proof ; 283 ; etalon ; 7274 
 1356 ; 3 рубля ; 2000 ; СПМД Переход через перевал Сен-Готар ; Ag ; Proof ; 89 ; astronom ; 6908 
 1357 ; 3 рубля ; 2000 ; ММД 140 лет Госбанку России ; Ag ; Proof ; 318 ; SKV ; 16524 
 1358 ; 3 рубля ; 2002 ; СПМД Дионисий ; Ag ; Proof ; 60 ; мамасмотрияедубезрук ; 3388 
 1359 ; 3 рубля ; 2004 ; ММД Историческая серия. Феофан Грек ; Ag ; Proof ; 272 ; OMT ; 5750 
 1360 ; 3 рубля ; 2008 ; Столицы стран ЕвроАзЭС. Москва ; Ag ; Proof ; 22 ; shais1 ; 1872 
 1361 ; 3 рубля ; 2009 ; Одигитриевская церковь. Смоленская обл. ; Ag ; Proof ; 37 ; brumer ; 2300 
 1362 ; 3 рубля ; 2010 ; Ансамбль Круглой площади, Петрозаводск ; Ag ; Proof ; 40 ; Alexitmo ; 2298 
 1363 ; 3 рубля ; 2010 ; 1000 лет Ярославлю ; Ag ; Proof ; 231 ; Резон ; 2243 
 1364 ; 3 рубля ; 2010 ; Боевая башня "Вовнушки" ; Ag ; Proof ; 13 ; say ; 2046 
 1365 ; 3 рубля. Фигуристы Л. Пахомова и А. Горшков. В буклете ; 2010СПМД ;  ; Ag ; Proof ; 188 ; vip_Alex777 ; 6841 
 1366 ; 3 рубля. Фигуристы. И. Роднина и А. Зайцев. В буклете ; 2010СПМД ;  ; Ag ; Proof ; 48 ; OMT ; 5508 
 1367 ; 2 рубля ; 1995 ; ЛМД С.А.Есенин ; Ag ; Proof ; 32 ; gurtov ; 1365 
 1368 ; 2 рубля ; 1995 ; ММД И.А.Бунин ; Ag ; Proof ; 64 ; stivenson ; 841 
 1369 ; 2 рубля ; 1996 ; ММД Н.А.Некрасов ; Ag ; Proof ; 56 ; мамасмотрияедубезрук ; 1247 
 1370 ; 2 рубля ; 1997 ; ММД А.Н.Скрябин ; Ag ; Proof ; 67 ; Ghjcnj ; 1389 
