 251 ; Медаль. Майя Плисецкая. " D - 40mm ;  ;  ; Ag ; AU ; 35 ; Karhu ; 9000 
 1827 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 10 ; Cuff ; 36 
 1828 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 15 ; С Урала ; 37 
 1829 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 14 ; svo6oda ; 35 
 1830 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF ; 15 ; С Урала ; 41 
 1831 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 13 ; kma1296svu ; 136 
 1832 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 40 ; купидон ; 219 
 1833 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 19 ; Толяныч ; 151 
 1834 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 14 ; kma1296svu ; 137 
 1835 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 4 ; Gorizn ; 161 
 1836 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 87 ; yuri.gruzdev ; 139 
 1837 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 31 ; kma1296svu ; 57 
 1838 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 30 ; pixel ; 57 
 1739 ; Разменный знак. 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Против терроризма. Нью-Йорк. Упаковка ; 2001СПМД ;  ; Cu-Ni ; Proof ; 22 ; kma1296svu ; 1824 
 1740 ; Разменный знак. 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Подъем подлодки "Курск". Упаковка ; 2001СПМД ;  ; Cu-Ni ; Proof ; 17 ; kma1296svu ; 2000 
 1741 ; Разменный знак. 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Против терроризма. Сход ледника - трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Cu-Ni ; Proof ; 13 ; sssrr ; 615 
 1742 ; Разменный знак. 10. Остров Шпицберген. Артикуголь. С надписью "разменный знак". Наводнение - юг России ; 2002СПМД ;  ; Cu-Ni ; Proof ; 16 ; fillin ; 638 
 1743 ; Разменный знак. 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Цунами-Юго-Восточная Азия ; 2005СПМД ;  ; Cu-Ni ; Proof ; 17 ; sssrr ; 1062 
 1744 ; Разменный знак. 10 Шпицберген. Кончина папы Иоанна Павла II ; 2005 ;  ; Cu/Ni ; Proof ; 8 ; kma1296svu ; 1989 
 1745 ; Жетон. Министерство торговли СССР. № 12 ;  ;  ; Ж/м ; XF ; 25 ; madgestic ; 95 
 1746 ; 20 копеек ; 1950 ;  ; Ni ; VF ; 30 ; albar ; 535 
 1747 ; 20 копеек ; 1977 ; Л/с шт. 3 коп. ; Cu-Ni ; AU ; 53 ; garsn ; 655 
 1748 ; 10 копеек ; 1942 ;  ; Ni ; F ; 133 ; etalon ; 3578 
 1749 ; 5 копеек. Деформация ; 1933 ;  ; Br ; F ; 89 ; zid200 ; 2313 
 1750 ; 5 копеек ; 1938 ;  ; Br ; VF- ; 19 ; kent01 ; 273 
 1751 ; 5 копеек ; 1939 ;  ; Br ; VF ; 64 ; revun ; 188 
 1752 ; 5 копеек ; 1965 ;  ; Cu-Zn ; AU ; 76 ; konstk2 ; 2428 
 1753 ; 5 копеек ; 1968 ;  ; Cu-Zn ; AU ; 56 ; verunk1 ; 903 
 1754 ; 5 копеек ; 1969 ;  ; Cu-Zn ; AU ; 119 ; Egorka ; 1536 
 1755 ; 3 копейки ; 1979 ; Л/с шт.20 коп.1973 ; Cu-Zn ; AU ; 152 ; KolobovS ; 410 
 1756 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 1 ; kma1296svu ; 150 
 1757 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 5 ; vadsob ; 163 
 1758 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 21 ; Юрий ; 229 
 1759 ; 3 рубля. Упаковка ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 33 ; Gorizn ; 396 
 1760 ; 3 рубля. Упаковка ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 79 ; taigist ; 360 
 1761 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 8 ; Georgiy ; 163 
 1762 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 5 ; vladm804 ; 159 
 1763 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 14 ; Georgiy ; 126 
 1764 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 10 ; Sky2 ; 128 
 1765 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 51 ; Mikle777 ; 150 
 1766 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; AU ; 58 ; Gorizn ; 239 
 1767 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 114 ; Gorizn ; 248 
 1768 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 40 ; sibons ; 261 
 1769 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 44 ; jimmysu ; 65 
 1770 ; 5 рублей. Упаковка ; 1993 ; Древний Мерв ; Cu-Ni ; Unc ; 34 ; Олег33 ; 1469 
 1771 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 58 ; Gorizn ; 543 
 1772 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 49 ; kol78 ; 204 
 1773 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 49 ; E.C. ; 2034 
 1774 ; 3 рубля ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 9 ; кошак ; 2652 
 1775 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 66 ; боец1 ; 752 
 1776 ; 1 рубль. Ошибка на циферблате часов вместо IV часов - VI ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 30 ; KolobovS ; 161 
 1777 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF- ; 63 ; kdn7 ; 70 
 1778 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 20 ; veter 9 ; 143 
 1779 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Proof ; 27 ; Gorizn ; 269 
 1780 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 23 ; Gorizn ; 289 
 1781 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 19 ; Gorizn ; 820 
 1782 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 11 ; Толяныч ; 163 
 1783 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; AU ; 58 ; Gorizn ; 777 
 1784 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; AU ; 28 ; Юрий ; 189 
 1785 ; 1 рубль. В конверте ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 49 ; rsmmm ; 403 
 1786 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 61 ; veter 9 ; 700 
 1787 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 18 ; sssrr ; 956 
 1788 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 49 ; Foreigner ; 463 
 1689 ; 15 копеек ; 1921 ;  ; Ag ; VF ; 56 ; albar ; 1093 
 1690 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 33 ; joper69 ; 235 
 1691 ; 15 копеек ; 1922 ;  ; Ag ; XF+ ; 57 ; tigris ; 153 
 1692 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 71 ; bu ; 153 
 1693 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 13 ; kdn7 ; 150 
 1694 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 15 ; kdn7 ; 150 
 1695 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 22 ; kdn7 ; 150 
 1696 ; 15 копеек ; 1924 ;  ; Ag ; XF ; 101 ; vowa ; 245 
 1697 ; 15 копеек ; 1925 ;  ; Ag ; XF ; 80 ; vowa ; 108 
 1698 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 11 ; Vanomah ; 128 
 1699 ; 15 копеек ; 1925 ;  ; Ag ; VF ; 13 ; С Урала ; 102 
 1700 ; 15 копеек ; 1925 ;  ; Ag ; VF- ; 13 ; Vanomah ; 102 
 1701 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 17 ; С Урала ; 105 
 1702 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 80 ; bu ; 108 
 1703 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 11 ; MNE1 ; 100 
 1704 ; 15 копеек ; 1928 ;  ; Ag ; VF+ ; 12 ; С Урала ; 102 
 1705 ; 15 копеек ; 1928 ;  ; Ag ; VF ; 31 ; С Урала ; 104 
 1706 ; 15 копеек ; 1929 ;  ; Ag ; AU ; 21 ; atenom ; 707 
 1707 ; 15 копеек ; 1930 ;  ; Ag ; AU ; 68 ; lessnoy ; 328 
 1708 ; 15 копеек ; 1930 ;  ; Ag ; VF-XF ; 22 ; kingarold ; 101 
 1709 ; 10 копеек ; 1921 ;  ; Ag ; F-VF ; 47 ; albar ; 1019 
 1710 ; 10 копеек ; 1921 ;  ; Ag ; F+ ; 48 ; застава ; 1109 
 1711 ; 10 копеек ; 1922 ;  ; Ag ; VF+ ; 94 ; dimass70 ; 255 
 1712 ; 10 копеек ; 1923 ;  ; Ag ; XF ; 98 ; bu ; 189 
 1713 ; 10 копеек ; 1925 ;  ; Ag ; XF+ ; 84 ; joper69 ; 213 
 1714 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 14 ; MNE1 ; 100 
 1715 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 14 ; MNE1 ; 92 
 1716 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 10 ; MNE1 ; 100 
 1717 ; 10 копеек ; 1925 ;  ; Ag ; VF- ; 12 ; BarSan ; 101 
 1718 ; 10 копеек ; 1925 ;  ; Ag ; F-VF ; 44 ; С Урала ; 102 
 1719 ; 10 копеек ; 1928 ;  ; Ag ; VF ; 47 ; termin111 ; 104 
 1720 ; 10 копеек ; 1928 ;  ; Ag ; VF- ; 28 ; Vanomah ; 107 
 1721 ; 10 копеек ; 1929 ;  ; Ag ; VF- ; 51 ; MNE1 ; 99 
 1722 ; 10 копеек ; 1930 ;  ; Ag ; XF+ ; 87 ; dgekson ; 131 
 1723 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 152 ; uz ; 625 
 1724 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F+ ; 36 ; Gorizn ; 114 
 1725 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF ; 92 ; uz ; 450 
 1726 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 35 ; Юбер ; 124 
 1727 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 3 ; С Урала ; 14 
 1728 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 26 ; riga1979 ; 75 
 1729 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 15 ; Юбер ; 28 
 1730 ; Полкопейки ; 1925 ;  ; Cu ; VF-XF ; 136 ; FED ; 860 
 1731 ; Полкопейки ; 1925 ;  ; Cu ; VF+ ; 117 ; FED ; 808 
 1732 ; Полкопейки ; 1927 ;  ; Cu ; VF ; 39 ; ML ; 850 
 1733 ; Полкопейки ; 1927 ;  ; Cu ; VF- ; 35 ; Юрий ; 338 
 1734 ; Жетон. 3 марки. Слава Русского оружия. К-50 "Черная акула". Образец. С удостоверением ; 2003 ;  ; Ag ; Proof ; 20 ; tdp ; 2605 
 1735 ; Жетон. 70 лет Советскому чекану. Краснокамский монетный двор (1941-1946) ; ММД ;  ; Ag ; Proof ; 35 ; sssrr ; 2179 
 1736 ; Жетон. Один полтинник. Ю. Гагарин ; 2011ММД ;  ; Cu/Ni ; Proof ; 61 ; ruslanrs ; 691 
 1737 ; Разменный знак. 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Против терроризма. Норд-Ост ; 2002СПМД ;  ; Cu-Ni ; Proof ; 16 ; kma1296svu ; 700 
 1738 ; Разменный знак. 10. Остров Шпицберген. Артикуголь. С надписью "разменный знак". Наводнение - центр Европы ; 2002СПМД ;  ; Cu-Ni ; Proof ; 8 ; Harlock ; 651 
 1639 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 61 ; Великий Новгород ; 380 
 1640 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; F-VF ; 39 ; maremark ; 338 
 1641 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 20 ; Wolfram ; 350 
 1642 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 38 ; 206811 ; 357 
 1643 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 80 ; orel ; 446 
 1644 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 20 ; ALEXXXANGEL ; 347 
 1645 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 15 ; Великий Новгород ; 350 
 1646 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 6 ; Великий Новгород ; 350 
 1647 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 67 ; Wolfram ; 338 
 1648 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 45 ; Wolfram ; 341 
 1649 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 39 ; Harlock ; 330 
 1650 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; F-VF ; 51 ; maremark ; 334 
 1651 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 33 ; joper69 ; 465 
 1652 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 17 ; bu ; 365 
 1653 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 45 ; 130678 ; 367 
 1654 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 73 ; 130678 ; 379 
 1655 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 28 ; Exctas ; 352 
 1656 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF- ; 6 ; Великий Новгород ; 350 
 1657 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 28 ; Барыга ; 442 
 1658 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 16 ; 206811 ; 381 
 1659 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 15 ; Sky2 ; 388 
 1660 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF- ; 62 ; коллекционер3_ ; 378 
 1661 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF ; 101 ; MBP ; 801 
 1662 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 56 ; 130678 ; 876 
 1663 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; VF ; 45 ; крабик ; 716 
 1664 ; 20 копеек ; 1921 ;  ; Ag ; F-VF ; 53 ; albar ; 960 
 1665 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 32 ; MNE1 ; 169 
 1666 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 37 ; bu ; 236 
 1667 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 105 ; MNE1 ; 184 
 1668 ; 20 копеек ; 1923 ;  ; Ag ; XF- ; 27 ; cotangens ; 111 
 1669 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 17 ; С Урала ; 105 
 1670 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 19 ; StanislavAK ; 104 
 1671 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 35 ; MNE1 ; 100 
 1672 ; 20 копеек ; 1923 ;  ; Ag ; VF- ; 25 ; MNE1 ; 100 
 1673 ; 20 копеек ; 1923 ;  ; Ag ; F-VF ; 17 ; С Урала ; 102 
 1674 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 25 ; termin111 ; 157 
 1675 ; 20 копеек ; 1924 ;  ; Ag ; VF- ; 44 ; BarSan ; 123 
 1676 ; 20 копеек ; 1924 ;  ; Ag ; F-VF ; 16 ; StanislavAK ; 105 
 1677 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 110 ; lessnoy ; 293 
 1678 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 19 ; MNE1 ; 100 
 1679 ; 20 копеек ; 1925 ;  ; Ag ; VF- ; 9 ; MNE1 ; 100 
 1680 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 24 ; Барыга ; 123 
 1681 ; 20 копеек ; 1927 ;  ; Ag ; XF ; 39 ; termin111 ; 185 
 1682 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 34 ; lessnoy ; 395 
 1683 ; 20 копеек ; 1928 ; в СССР С округлые, шт. 3 коп.1926 ; Ag ; VF+ ; 138 ; dimon46 ; 4533 
 1684 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 15 ; Georgiy ; 102 
 1685 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 28 ; Барыга ; 107 
 1686 ; 20 копеек. Аверс/Реверс 40 градусов ; 1930 ;  ; Ag ; XF+ ; 29 ; atenom ; 336 
 1687 ; 20 копеек ; 1930 ;  ; Ag ; XF- ; 62 ; dgekson ; 153 
 1688 ; 20 копеек ; 1930 ;  ; Ag ; VF- ; 15 ; С Урала ; 105 
 1589 ; 1 рубль ; 1995 ; ЛМД Красная книга. Кавказский тетерев ; Ag ; Proof ; 49 ; niko1968 ; 1150 
 1590 ; 1 рубль ; 1995 ; ЛМД Красная книга. Дальневосточный аист ; Ag ; Proof ; 43 ; avllk ; 1199 
 1591 ; 1 рубль ; 1995 ; ЛМД Красная книга. Черноморская афалина ; Ag ; Proof ; 37 ; niko1968 ; 1510 
 1592 ; 1 рубль ; 1996 ; ЛМД Красная книга. Сапсан ; Ag ; Proof ; 44 ; bdv ; 3053 
 1593 ; 1 рубль ; 1996 ; ЛМД Красная книга. Туркменский эублефар ; Ag ; Proof ; 41 ; smax621 ; 1147 
 1594 ; 1 рубль ; 1996 ; ЛМД Красная книга. Песчаный слепыш ; Ag ; Proof ; 31 ; Ybrjkfif ; 1409 
 1595 ; 1 рубль ; 1997 ; ЛМД Красная книга. Фламинго. ; Ag ; Proof ; 65 ; smax621 ; 1001 
 1596 ; 1 рубль ; 1997 ; ЛМД Красная книга. Джейран. ; Ag ; Proof ; 85 ; Ybrjkfif ; 1163 
 1597 ; 1 рубль ; 1997 ; ЛМД Красная книга. Фламинго. ; Ag ; Proof ; 48 ; niko1968 ; 1133 
 1598 ; 1 рубль ; 1997 ; ЛМД Красная книга. Зубр ; Ag ; Proof ; 36 ; Ybrjkfif ; 1504 
 1599 ; 1 рубль ; 1998 ; СПМД Красная книга. Гусь-белошей ; Ag ; Proof ; 36 ; gabbels ; 8491 
 1600 ; 1 рубль ; 1998 ; СПМД Красная книга. Лаптевский морж ; Ag ; Proof ; 67 ; gabbels ; 2876 
 1601 ; 1 рубль ; 1998 ; СПМД Красная книга. Дальневосточный сцинк ; Ag ; Proof ; 32 ; gabbels ; 2642 
 1602 ; 1 рубль ; 1999 ; СПМД Красная книга. Даурский еж ; Ag ; Proof ; 53 ; gabbels ; 4429 
 1603 ; 1 рубль ; 1999 ; СПМД Красная книга. Кавказская гадюка ; Ag ; Proof ; 74 ; gabbels ; 9532 
 1604 ; 1 рубль ; 1999 ; СПМД Красная книга. Розовая чайка ; Ag ; Proof ; 47 ; gabbels ; 3344 
 1605 ; 1 рубль ; 2000 ; СПМД Красная книга. Выхухоль ; Ag ; Proof ; 39 ; свой ; 14362 
 1606 ; 1 рубль ; 2000 ; СПМД Красная книга. Леопардовый полоз ; Ag ; Proof ; 33 ; свой ; 14135 
 1607 ; 1 рубль ; 2000 ; СПМД Красная книга. Черный журавль ; Ag ; Proof ; 35 ; свой ; 14935 
 1608 ; 1 рубль ; 2001 ; СПМД Красная книга. Западносибирский бобр ; Ag ; Proof ; 49 ; niko1968 ; 1204 
 1609 ; 1 рубль ; 2001 ; СПМД Красная книга. Сахалинский осетр ; Ag ; Proof ; 46 ; крабик ; 2914 
 1610 ; 1 рубль ; 2001 ; СПМД Красная книга. Алтайский горный баран ; Ag ; Proof ; 41 ; фы4ит8 ; 2043 
 1611 ; 1 рубль ; 2002 ; СПМД Красная книга. Амурский горал ; Ag ; Proof ; 60 ; voldemar56 ; 1187 
 1612 ; 1 рубль ; 2002 ; СПМД Красная книга. Беркут ; Ag ; Proof ; 43 ; niko1968 ; 2489 
 1613 ; 1 рубль ; 2002 ; СПМД Красная книга. Сейвал ; Ag ; Proof ; 19 ; avllk ; 1227 
 1614 ; 1 рубль ; 2003 ; СПМД Красная книга. Командорский голубой писец ; Ag ; Proof ; 33 ; фы4ит8 ; 2345 
 1615 ; 1 рубль ; 2003 ; СПМД Красная книга. Малый баклан ; Ag ; Proof ; 24 ; Рыба ; 1589 
 1616 ; 1 рубль ; 2003 ; СПМД Красная книга. Дальневосточная черепаха ; Ag ; Proof ; 29 ; Ybrjkfif ; 2345 
 1617 ; 1 рубль ; 2004 ; Красная книга. Амурский лесной кот ; Ag ; Proof ; 33 ; Рыба ; 1600 
 1618 ; 1 рубль ; 2004 ; Красная книга. Камышовая жаба ; Ag ; Proof ; 29 ; pol75 ; 1457 
 1619 ; 1 рубль ; 2004 ; Красная книга. Дрофа ; Ag ; Proof ; 20 ; свой ; 2267 
 1620 ; 1 рубль ; 2007 ; СПМД Красная книга. Краснопоясный динодон ; Ag ; Proof ; 39 ; avllk ; 1122 
 1621 ; 1 рубль ; 2007 ; СПМД Красная книга. Степной лунь ; Ag ; Proof ; 43 ; vova10 ; 1299 
 1622 ; 1 рубль ; 2007 ; СПМД Красная книга. Кольчатая нерпа ; Ag ; Proof ; 40 ; avllk ; 1133 
 1623 ; 1 рубль ; 2006 ; СПМД Красная книга. Сухонос (гусь) ; Ag ; Proof ; 31 ; Алексей Сомелье ; 1140 
 1624 ; 1 рубль ; 2006 ; СПМД Красная книга. Дзерен (газель) ; Ag ; Proof ; 50 ; www62 ; 1227 
 1625 ; 1 рубль ; 2005 ; СПМД Красная книга. Волховский Сиг ; Ag ; Proof ; 75 ; mep58 ; 3246 
 1626 ; 1 рубль ; 2005 ; СПМД Красная книга. Красный Волк ; Ag ; Proof ; 89 ; Рыба ; 3570 
 1627 ; 1 рубль ; 2005 ; СПМД Красная книга. Длинноклювый Пыжик ; Ag ; Proof ; 46 ; mep58 ; 3348 
 1628 ; 1 рубль ; 2006 ; СПМД Красная книга. Уссурийский когтистый тритон ; Ag ; Proof ; 41 ; Алексей Сомелье ; 1226 
 1629 ; Рубль ; 1921 ; (АГ) ; Ag ; XF+ ; 35 ; 130678 ; 3794 
 1630 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 48 ; коллекционер3_ ; 1398 
 1631 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 27 ; коллекционер3_ ; 1122 
 1632 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 44 ; коллекционер3_ ; 1530 
 1633 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 40 ; GUGA ; 1581 
 1634 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF-XF ; 53 ; коллекционер3_ ; 1507 
 1635 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 34 ; каламбурчик ; 564 
 1636 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 23 ; коллекционер3_ ; 376 
 1637 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 11 ; Великий Новгород ; 380 
 1638 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 44 ; дантес ; 371 
 1539 ; 3 рубля ; 1993 ; ЛМД Собор Покрова на Рву ; Ag ; Proof ; 51 ; Alexitmo ; 2148 
 1540 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 58 ; www62 ; 1575 
