 5644 ; Бона иностранная. Греция ;  ;  ;  ;  ; 7 ; sifirot ; 35 
 2295 ; 15 копеек ; 1937 ;  ; Ni ; VF+ ; 50 ; Ратамахатта ; 918 
 2296 ; 15 копеек ; 1944 ;  ; Ni ; VF+ ; 62 ; geracon2009 ; 1122 
 2297 ; 1 копейка ; 1956 ;  ; Br ; VF ; 21 ; gelo ; 47 
 2298 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 21 ; Alex821 ; 255 
 2299 ; 10 копеек ; 1932 ;  ; Ni ; VF-XF ; 15 ; electra ; 181 
 2300 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 26 ; Pionier ; 144 
 2301 ; 20 копеек ; 1948 ;  ; Ni ; VF+ ; 5 ; don Pacheko ; 42 
 2302 ; 15 копеек ; 1950 ;  ; Ni ; VF-XF ; 80 ; elac ; 346 
 2303 ; 15 копеек ; 1946 ;  ; Ni ; XF- ; 40 ; alexkz2010 ; 71 
 2304 ; 10 копеек ; 1940 ;  ; Ni ; F ; 18 ; buben ; 46 
 2305 ; 1 рубль ; 1987 ;  ; Cu-Ni ; XF ; 31 ; karrus ; 516 
 2306 ; 50 копеек ; 1991 ; ЛМД ; Cu-Ni ; AU ; 11 ; murman ; 117 
 2307 ; 3 копейки ; 1952 ;  ; Br ; XF ; 28 ; electra ; 306 
 2308 ; 1 копейка ; 1949 ;  ; Br ; VF+ ; 11 ; avilych ; 79 
 2309 ; 1 копейка ; 1951 ;  ; Br ; F+ ; 15 ; yourius ; 161 
 2310 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; VF+ ; 14 ; miranda ; 104 
 2311 ; 20 копеек ; 1939 ;  ; Ni ; VF ; 25 ; agent 007 ; 404 
 2312 ; 20 копеек ; 1944 ;  ; Ni ; VF+ ; 46 ; paul196262 ; 563 
 2313 ; 20 копеек ; 1956 ;  ; Ni ; XF+ ; 23 ; mechanik ; 100 
 2314 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 17 ; Palich ; 26 
 2315 ; 15 копеек ; 1936 ;  ; Ni ; VF ; 14 ; advokatovl5 ; 128 
 2316 ; 15 копеек ; 1931 ;  ; Ni ; VF+ ; 51 ; don Pacheko ; 485 
 2317 ; 15 копеек ; 1952 ;  ; Ni ; VF+ ; 24 ; paul196262 ; 130 
 2318 ; 15 копеек ; 1937 ;  ; Ni ; VF ; 17 ; bagsy ; 837 
 2319 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF- ; 24 ; chapay1959 ; 51 
 2320 ; 15 копеек ; 1939 ;  ; Ni ; VF ; 22 ; lelik13821 ; 410 
 2321 ; 15 копеек ; 1941 ;  ; Ni ; VF ; 13 ; murman ; 153 
 2322 ; 15 копеек ; 1943 ;  ; Ni ; VF ; 17 ; ZEN ; 157 
 2323 ; 10 копеек ; 1931 ;  ; Ni ; VF-XF ; 51 ; Запруда ; 1043 
 2324 ; 10 копеек ; 1932 ;  ; Ni ; VF+ ; 12 ; Pionier ; 161 
 2325 ; 10 копеек ; 1935 ;  ; Сu-Ni ; VF+ ; 43 ; elac ; 696 
 2326 ; 10 копеек ; 1933 ;  ; Ni ; VF-XF ; 38 ; paul196262 ; 474 
 2327 ; 10 копеек ; 1936 ;  ; Сu-Ni ; VF ; 17 ; ZH32 ; 255 
 2328 ; 10 копеек ; 1937 ;  ; Ni ; VF-XF ; 22 ; Гарыныч ; 1360 
 2329 ; 10 копеек ; 1940 ;  ; Ni ; VF+ ; 23 ; AntonOm ; 324 
 2330 ; 10 копеек ; 1943 ;  ; Ni ; VF- ; 17 ; geracon2009 ; 455 
 2331 ; 10 копеек ; 1948 ;  ; Ni ; XF ; 74 ; Копатель 972 ; 456 
 2332 ; 10 копеек ; 1955 ;  ; Ni ; XF ; 5 ; ZEN ; 27 
 2333 ; 10 копеек ; 1956 ; В венке герба 16 лент ; Ni ; XF ; 3 ; ZEN ; 27 
 2334 ; 10 копеек ; 1961 ;  ; Cu-Ni ; XF+ ; 11 ; dali ; 34 
 2335 ; 5 копеек ; 1933 ;  ; Br ; F+ ; 38 ; elac ; 13828 
 2236 ; 5 копеек ; 1948 ;  ; Br ; VF ; 19 ; lelik13821 ; 327 
 2237 ; 3 копейки ; 1945 ;  ; Br ; F-VF ; 44 ; nik2678 ; 475 
 2238 ; 3 копейки ; 1926 ;  ; Br ; VF ; 28 ; gelo ; 157 
 2239 ; 3 копейки ; 1927 ;  ; Br ; VF ; 51 ; bagsy ; 4256 
 2240 ; 3 копейки ; 1928 ;  ; Br ; VF ; 20 ; ssss ; 73 
 2241 ; 3 копейки ; 1929 ;  ; Br ; F-VF ; 30 ; gelo ; 101 
 2242 ; 3 копейки ; 1930 ;  ; Br ; VF ; 13 ; gelo ; 80 
 2243 ; 3 копейки ; 1931 ;  ; Br ; VF+ ; 31 ; бонифаций ; 61 
 2244 ; 3 копейки ; 1932 ;  ; Br ; VF ; 15 ; paul196262 ; 57 
 2245 ; 3 копейки ; 1933 ;  ; Br ; VF+ ; 34 ; vitab ; 378 
 2246 ; 3 копейки ; 1934 ;  ; Br ; VF ; 47 ; paul196262 ; 378 
 2247 ; 3 копейки ; 1935 ;  ; Br ; VF+ ; 34 ; Запруда ; 211 
 2248 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; VF+ ; 52 ; Запруда ; 918 
 2249 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; VF/VF+ ; 22 ; ssss ; 80 
 2250 ; 3 копейки ; 1937 ;  ; Br ; VF+ ; 38 ; paul196262 ; 142 
 2251 ; 3 копейки ; 1938 ;  ; Br ; VF- ; 11 ; buben ; 27 
 2252 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF- ; 31 ; rolan1 ; 185 
 2253 ; 1 рубль ; 1967 ;  ; Cu-Ni ; XF+ ; 25 ; жора ; 1509 
 2254 ; 1 рубль ; 1970 ;  ; Cu-Ni ; XF+ ; 45 ; Ser_doh ; 2026 
 2255 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF ; 41 ; arh375 ; 1650 
 2256 ; 1 рубль ; 1974 ;  ; Cu-Ni ; XF ; 33 ; Ser_doh ; 1581 
 2257 ; 1 рубль ; 1978 ;  ; Cu-Ni ; VF+ ; 19 ; Ser_doh ; 1836 
 2258 ; 1 рубль ; 1980 ;  ; Cu-Ni ; XF ; 33 ; GV ; 2601 
 2259 ; 1 рубль ; 1983 ;  ; Cu-Ni ; XFXF ; 52 ; starfed49 ; 1950 
 2260 ; 1 рубль ; 1981 ;  ; Cu-Ni ; XF ; 41 ; GV ; 2165 
 2261 ; 1 рубль ; 1986 ;  ; Cu-Ni ; XF ; 29 ; advokatovl5 ; 320 
 2262 ; 1 рубль ; 1987 ;  ; Cu-Ni ; XF ; 61 ; vitab ; 809 
 2263 ; 1 рубль ; 1989 ;  ; Cu-Ni ; XF ; 17 ; Snikers ; 227 
 2264 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF+ ; 48 ; don Pacheko ; 213 
 2265 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; XF ; 40 ; Kostet2008 ; 201 
 2266 ; 1 рубль ; 1991 ; ЛМД ; Cu-Ni ; XF ; 29 ; don Pacheko ; 238 
 2267 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF ; 21 ; collector64 ; 169 
 2268 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF+ ; 24 ; don Pacheko ; 173 
 2269 ; 1 рубль ; 1964 ;  ; Cu-Ni ; VF ; 10 ; кузяка ; 9 
 2270 ; 1 рубль ; 1965 ;  ; Cu-Ni ; VF- ; 21 ; мотыль ; 242 
 2271 ; 1 рубль ; 1968 ;  ; Cu-Ni ; VF- ; 52 ; GV ; 2040 
 2272 ; 1 рубль ; 1972 ;  ; Cu-Ni ; VF- ; 45 ; GV ; 2739 
 2273 ; 1 рубль ; 1975 ;  ; Cu-Ni ; VF- ; 30 ; GV ; 1372 
 2274 ; 1 рубль ; 1979 ;  ; Cu-Ni ; VF ; 34 ; Ser_doh ; 1541 
 2275 ; 1 рубль ; 1984 ;  ; Cu-Ni ; VF+ ; 64 ; yourius ; 338 
 2276 ; 1 рубль ; 1985 ;  ; Cu-Ni ; VF+ ; 9 ; 13 ; 255 
 2277 ; 1 рубль ; 1986 ;  ; Cu-Ni ; VF ; 23 ; мотыль ; 376 
 2278 ; 1 рубль ; 1988 ;  ; Cu-Ni ; VF-XF ; 23 ; veselkov ; 225 
 2279 ; 1 рубль ; 1989 ;  ; Cu-Ni ; VF-XF ; 18 ; Матроскин ; 147 
 2280 ; 20 копеек ; 1974 ; Л/с шт. 3 коп. ; Cu-Ni ; XF+ ; 53 ; Тормоз ; 13827 
 2281 ; 5 копеек ; 1946 ;  ; Br ; F+ ; 8 ; kvs ; 53 
 2282 ; 5 копеек ; 1962 ;  ; Cu-Zn ; VF ; 30 ; advokatovl5 ; 65 
 2283 ; 1 копейка ; 1933 ;  ; Br ; VF- ; 16 ; kvs ; 66 
 2284 ; 1 копейка ; 1955 ;  ; Br ; XF ; 37 ; electra ; 123 
 2285 ; 2 копейки ; 1928 ;  ; Br ; F- ; 5 ; kvs ; 27 
 2186 ; 2 копейки ; 1935 ;  ; Br ; F-VF ; 15 ; Дмитрий475 ; 317 
 2187 ; 50 копеек ; 1974 ;  ; Cu-Ni ; VF-XF ; 17 ; SANGOLD1 ; 79 
 2188 ; 50 копеек ; 1981 ;  ; Cu-Ni ; VF-XF ; 9 ; POUL ; 57 
 2189 ; 50 копеек ; 1982 ;  ; Cu-Ni ; XF+ ; 19 ; agent 007 ; 86 
 2190 ; 50 копеек ; 1983 ;  ; Cu-Ni ; VF+ ; 4 ; SadKo ; 27 
 2191 ; 50 копеек ; 1977 ;  ; Cu-Ni ; VF+ ; 10 ; S.A.I. ; 59 
 2192 ; 50 копеек ; 1979 ;  ; Cu-Ni ; XF ; 10 ; FAKTOR ; 56 
 2193 ; 50 копеек ; 1984 ;  ; Cu-Ni ; XF ; 20 ; SadKo ; 41 
 2194 ; 50 копеек ; 1980 ;  ; Cu-Ni ; XF ; 23 ; Nastrom ; 45 
 2195 ; 50 копеек ; 1985 ;  ; Cu-Ni ; XF- ; 6 ; SadKo ; 27 
 2196 ; 50 копеек ; 1986 ;  ; Cu-Ni ; VF-XF ; 12 ; Nastrom ; 45 
 2197 ; 50 копеек ; 1987 ;  ; Cu-Ni ; XF- ; 6 ; ssss ; 45 
 2198 ; 50 копеек ; 1988 ;  ; Cu-Ni ; VF-XF ; 19 ; murman ; 114 
 2199 ; 50 копеек ; 1990 ;  ; Cu-Ni ; XF ; 57 ; S.A.I. ; 525 
 2200 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; XF ; 15 ; XF ; 117 
 2201 ; 1 рубль ; 1985 ;  ; Cu-Ni ; VF-XF ; 16 ; pos ; 363 
 2202 ; 1 рубль ; 1986 ;  ; Cu-Ni ; VF-XF ; 15 ; ReSeRVeD ; 308 
 2203 ; 1 рубль ; 1984 ;  ; Cu-Ni ; VF+ ; 27 ; lelik13821 ; 318 
 2204 ; 1 копейка ; 1945 ;  ; Br ; VF ; 32 ; paul196262 ; 376 
 2205 ; 1 копейка ; 1934 ;  ; Br ; F ; 19 ; lva08 ; 125 
 2206 ; 1 копейка ; 1962 ;  ; Cu-Zn ; AU ; 16 ; hanim ; 104 
 2207 ; 1 копейка ; 1962 ;  ; Cu-Zn ; AU ; 20 ; Гарыныч ; 153 
 2208 ; 1 копейка ; 1945 ;  ; Br ; F-VF ; 55 ; miranda ; 383 
 2209 ; 2 копейки ; 1968 ;  ; Cu-Zn ; XF ; 22 ; taa ; 27 
 2210 ; 1 копейка ; 1963 ;  ; Cu-Zn ; XF+ ; 38 ; advokatovl5 ; 137 
 2211 ; 1 копейка ; 1955 ;  ; Br ; XF ; 34 ; AntonOm ; 86 
 2212 ; 2 копейки ; 1926 ;  ; Br ; VF ; 32 ; puhetv ; 232 
 2213 ; 5 копеек ; 1991 ; ММД ; Cu-Zn ; XF+ ; 10 ; Alekss_27 ; 36 
 2214 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; XF+ ; 40 ; sub215 ; 149 
 2215 ; 1 копейка ; 1964 ;  ; Cu-Zn ; F+ ; 15 ; mongol64 ; 107 
 2216 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; AU ; 15 ; Alex821 ; 257 
 2217 ; 5 копеек ; 1975 ;  ; Cu-Zn ; XF+ ; 34 ; каламбурчик ; 164 
 2218 ; 1 копейка ; 1961 ;  ; Cu-Zn ; XF+ ; 51 ; advokatovl5 ; 222 
 2219 ; 20 копеек ; 1932 ;  ; Ni ; F ; 5 ; SANGOLD1 ; 6 
 2220 ; 5 копеек ; 1990 ;  ; Cu-Zn ; XF+ ; 4 ; Alekss_27 ; 26 
 2221 ; 10 копеек ; 1946 ;  ; Ni ; XF ; 55 ; kornum ; 213 
 2222 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; XF ; 21 ; ssss ; 22 
 2223 ; 3 копейки ; 1945 ;  ; Br ; F-VF ; 19 ; Ратамахатта ; 765 
 2224 ; 1 копейка ; 1930 ;  ; Br ; F+ ; 15 ; Дмитрий475 ; 153 
 2225 ; 3 копейки ; 1975 ;  ; Cu-Zn ; VF ; 4 ; EAL34 ; 59 
 2226 ; 3 копейки ; 1966 ;  ; Cu-Zn ; F+ ; 24 ; ReSeRVeD ; 212 
 2227 ; 10 копеек ; 1941 ;  ; Ni ; VF ; 34 ; taa ; 612 
 2228 ; 3 копейки ; 1962 ;  ; Cu-Zn ; F-VF ; 15 ; gelo ; 93 
 2229 ; 10 копеек ; 1940 ;  ; Ni ; VF ; 19 ; gelo ; 224 
 2230 ; 1 копейка ; 1927 ;  ; Br ; F ; 7 ; valerdon ; 114 
 2231 ; 1 копейка ; 1937 ;  ; Br ; VF- ; 35 ; Vanomah ; 161 
 2232 ; 5 копеек ; 1940 ;  ; Br ; VF- ; 36 ; л842 ; 55 
 2233 ; 5 копеек ; 1946 ;  ; Br ; VF- ; 5 ; ssss ; 27 
 2234 ; 20 копеек ; 1932 ;  ; Ni ; VF ; 27 ; electra ; 225 
 2235 ; 15 копеек ; 1957 ; В венке герба 15 лент ; Ni ; VF+ ; 22 ; sub215 ; 22 
 2136 ; 50 копеек ; 1966 ;  ; Cu-Ni ; XF ; 21 ; Alekss_27 ; 106 
 2137 ; 1 рубль ; 1967 ;  ; Cu-Ni ; XF+ ; 37 ; Запруда ; 1554 
 2138 ; 1 копейка ; 1932 ;  ; Br ; F ; 47 ; paul196262 ; 389 
 2139 ; 5 копеек ; 1946 ;  ; Br ; F+ ; 7 ; buben ; 29 
 2140 ; 3 копейки ; 1938 ;  ; Br ; VF- ; 11 ; buben ; 28 
 2141 ; 3 копейки ; 1936 ; Л/с звезда фигурная ; Br ; VF- ; 7 ; lelik13821 ; 33 
 2142 ; 5 копеек ; 1930 ;  ; Br ; VF ; 14 ; ssss ; 90 
 2143 ; 20 копеек ; 1982 ; Л/с шт. 3 коп. ; Cu-Ni ; XF ; 17 ; Drusa80 ; 330 
 2144 ; 20 копеек ; 1991 ; ЛМД Л/с шт. 3 коп. ; Cu-Ni ; XF ; 19 ; djham ; 505 
 2145 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF ; 9 ; Матроскин ; 152 
 2146 ; 1 рубль ; 1991 ; ММД ; Cu-Ni ; XF+ ; 17 ; Kostet2008 ; 156 
 2147 ; 50 копеек ; 1961 ;  ; Cu-Ni ; VF ; 63 ; sergeyklimoff ; 313 
 2148 ; 50 копеек ; 1991 ; ММД ; Cu-Ni ; XF+ ; 16 ; avilych ; 120 
 2149 ; 1 копейка ; 1933 ;  ; Br ; VF ; 48 ; paul196262 ; 469 
 2150 ; 1 рубль ; 1990 ;  ; Cu-Ni ; XF ; 21 ; Матроскин ; 147 
 2151 ; 10 копеек ; 1974 ;  ; Cu-Ni ; XF+ ; 13 ; avilych ; 51 
 2152 ; 10 копеек ; 1976 ;  ; Cu-Ni ; XF+ ; 4 ; FAKTOR ; 18 
 2153 ; 1 копейка ; 1966 ;  ; Cu-Zn ; XF ; 30 ; lva08 ; 206 
 2154 ; 25 рублей. Олимпиада в Сочи. Упаковка ; 2013СПМД ;  ; Cu/Ni ; Unc ; 17 ; Alex821 ; 90 
 2155 ; 25 рублей. Олимпиада в Сочи. Упаковка ; 2014СПМД ;  ; Cu/Ni ; Unc ; 20 ; Alex821 ; 123 
 2156 ; 5 копеек ; 1974 ;  ; Cu-Zn ; XF+ ; 23 ; avilych ; 112 
 2157 ; 5 копеек ; 1984 ;  ; Cu-Zn ; XF ; 57 ; Mihu ; 522 
 2158 ; 2 копейки ; 1937 ;  ; Br ; VF- ; 3 ; valerdon ; 33 
 2159 ; 3 копейки ; 1945 ;  ; Br ; F ; 43 ; сега ; 668 
 2160 ; 5 копеек ; 1941 ;  ; Br ; F ; 31 ; NAG ; 411 
 2161 ; 2 копейки ; 1930 ;  ; Br ; F+ ; 16 ; 312 ; 17 
 2162 ; 1 копейка ; 1928 ;  ; Br ; F ; 3 ; valerdon ; 31 
 2163 ; 1 копейка ; 1937 ;  ; Br ; F ; 7 ; valerdon ; 21 
 2164 ; 1 копейка ; 1949 ;  ; Br ; VF- ; 17 ; ssss ; 22 
 2165 ; 1 копейка ; 1941 ;  ; Br ; F ; 46 ; lva08 ; 203 
 2166 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; F+ ; 14 ; collector64 ; 87 
 2167 ; 5 копеек ; 1974 ;  ; Cu-Zn ; VF- ; 5 ; collector64 ; 11 
 2168 ; 10 копеек ; 1949 ;  ; Ni ; F ; 4 ; lva08 ; 27 
 2169 ; 5 копеек ; 1974 ;  ; Cu-Zn ; VF- ; 7 ; collector64 ; 8 
 2170 ; 5 копеек ; 1974 ;  ; Cu-Zn ; VF ; 7 ; ssss ; 18 
 2171 ; 2 копейки ; 1928 ;  ; Br ; F ; 27 ; alexkz2010 ; 27 
 2172 ; 3 копейки ; 1962 ;  ; Cu-Zn ; F-VF ; 45 ; Ser_doh ; 187 
 2173 ; 3 копейки ; 1962 ;  ; Cu-Zn ; VF- ; 26 ; bagsy ; 207 
 2174 ; 2 копейки ; 1962 ;  ; Cu-Zn ; VF- ; 39 ; Палыч61 ; 42 
 2175 ; 2 копейки ; 1945 ;  ; Br ; F ; 15 ; murman ; 123 
 2176 ; 2 копейки ; 1926 ;  ; Br ; F ; 6 ; 312 ; 20 
 2177 ; 1 копейка ; 1949 ;  ; Br ; VF-XF ; 14 ; POUL ; 62 
 2178 ; 5 рублей ; 1991 ; ММД ; Cu-Ni ; VF-XF ; 9 ; sts ; 95 
 2179 ; 5 рублей ; 1992 ; ММД ; Fe в Cu-Zn ; XF- ; 43 ; chest ; 203 
 2180 ; 5 рублей ; 1991 ; ММД ; Cu-Ni ; VF-XF ; 14 ; sts ; 155 
 2181 ; 5 рублей ; 1991 ; ММД ; Cu-Ni ; VF-XF ; 13 ; sts ; 99 
 2182 ; 1 копейка ; 1951 ;  ; Br ; F-VF ; 18 ; paul196262 ; 288 
 2183 ; 3 копейки ; 1951 ;  ; Br ; F-VF ; 48 ; bagsy ; 741 
 2184 ; 1 рубль ; 1961 ;  ; Cu-Ni ; VF-XF ; 46 ; collector64 ; 151 
 2185 ; 50 копеек ; 1972 ;  ; Cu-Ni ; VF-XF ; 30 ; Ser_doh ; 340 
 2086 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; XF ; 23 ; [Nik] ; 108 
 2087 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 29 ; Колька ; 2244 
 2088 ; 5 рублей. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 21 ; корса ; 4000 
 2089 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 19 ; USS ; 271 
 2090 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 19 ; forserg ; 261 
 2091 ; 5 рублей. В капсуле PCGS ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; MS64 ; 12 ; Kooodd ; 638 
 2092 ; 5 рублей. В капсуле PCGS ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; MS64 ; 6 ; Kooodd ; 567 
 2093 ; 1 рубль. В капсуле PCGS ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; MS64 ; 12 ; восемь ; 485 
 2094 ; 1 рубль. В капсуле PCGS ; 1981 ; Дружба навеки ; Cu-Ni ; Unc Details ; 18 ; Rober ; 564 
 2095 ; 1 рубль. В капсуле PCGS ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Unc Details ; 11 ; восемь ; 522 
 2096 ; 1 рубль. В капсуле PCGS ; 1986 ; Международный год мира ; Cu-Ni ; Unc Details ; 11 ; xxxl ; 363 
 2097 ; 1 рубль. В капсуле PCGS ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Unc Details ; 12 ; Kooodd ; 499 
 2098 ; 1 рубль. В капсуле PCGS ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 20 ; alfvolkov ; 1018 
 2099 ; 1 рубль. В капсуле PCGS ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Unc Details ; 26 ; Кицул ; 773 
 2100 ; 10 копеек. 50 лет Советской власти. В капсуле PCGS ; 1967 ;  ; Cu-Ni ; AU Details ; 22 ; alfvolkov ; 637 
 2101 ; 20 копеек. В капсуле NGC ; 1936 ; Л/с звезда плоская ; Ni ; MS63 ; 32 ; verunk1 ; 1632 
 2102 ; 20 копеек. В капсуле NGC ; 1948 ;  ; Ni ; MS62 ; 32 ; alfvolkov ; 1058 
 2103 ; 15 копеек. В капсуле NGC ; 1946 ;  ; Ni ; MS62 ; 9 ; 75SA ; 781 
 2104 ; 10 копеек. В капсуле NGC ; 1931 ;  ; Ni ; Unc DETAILS ; 33 ; werasis ; 1586 
 2105 ; 20 копеек. В капсуле NGC ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; MS62 ; 19 ; alfvolkov ; 1057 
 2106 ; 20 копеек. В капсуле NGC ; 1957 ; В венке герба 15 лент ; Ni ; MS63 ; 13 ; alfvolkov ; 936 
 2107 ; 20 копеек. В капсуле NGC ; 1955 ;  ; Ni ; MS63 ; 17 ; alfvolkov ; 1326 
 2108 ; 20 копеек. В капсуле NGC ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; AU58 ; 33 ; alfvolkov ; 1259 
 2109 ; 15 копеек. В капсуле NGC ; 1948 ;  ; Ni ; MS62 ; 24 ; alfvolkov ; 918 
 2110 ; 10 копеек. 50 лет Советской власти. В капсуле NGC ; 1967 ;  ; Cu-Ni ; AU DETAILS ; 19 ; alfvolkov ; 637 
 2111 ; 1 рубль ; 1966 ;  ; Cu-Ni ; XF ; 75 ; GV ; 2988 
 2112 ; 1 рубль ; 1971 ;  ; Cu-Ni ; XF+ ; 51 ; Ser_doh ; 2040 
 2113 ; 1 рубль ; 1982 ;  ; Cu-Ni ; XF+ ; 25 ; GV ; 2135 
 2114 ; 1 рубль ; 1983 ;  ; Cu-Ni ; XF+ ; 40 ; ooooo1961 ; 2113 
 2115 ; 50 копеек ; 1973 ;  ; Cu-Ni ; XF+ ; 27 ; konstk2 ; 514 
 2116 ; 50 копеек ; 1974 ;  ; Cu-Ni ; AU ; 25 ; Alex821 ; 306 
 2117 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF+ ; 62 ; don Pacheko ; 365 
 2118 ; 20 копеек ; 1952 ;  ; Ni ; XF+ ; 21 ; rolan1 ; 257 
 2119 ; 10 копеек ; 1946 ;  ; Ni ; XF ; 44 ; paul196262 ; 300 
 2120 ; 2 копейки ; 1946 ;  ; Br ; XF- ; 33 ; Запруда ; 357 
 2121 ; 2 копейки ; 1962 ;  ; Cu-Zn ; XF+ ; 20 ; rolan1 ; 239 
 2122 ; 2 копейки ; 1946 ;  ; Br ; VF- ; 33 ; gremlyn ; 32 
 2123 ; 10 копеек ; 1932 ;  ; Ni ; VF-XF ; 18 ; nik2678 ; 114 
 2124 ; 50 копеек ; 1965 ;  ; Cu-Ni ; VF+ ; 42 ; GV ; 499 
 2125 ; 1 рубль ; 1961 ;  ; Cu-Ni ; XF ; 35 ; Kostet2008 ; 201 
 2126 ; 1 рубль ; 1987 ;  ; Cu-Ni ; XF- ; 31 ; жора ; 847 
 2127 ; 50 копеек ; 1987 ;  ; Cu-Ni ; XF- ; 17 ; POUL ; 91 
 2128 ; 15 копеек ; 1977 ;  ; Cu-Ni ; XF+ ; 22 ; agent 007 ; 80 
 2129 ; 20 копеек ; 1977 ;  ; Cu-Ni ; XF+ ; 56 ; rolan1 ; 459 
 2130 ; 5 копеек ; 1974 ;  ; Cu-Zn ; XF- ; 3 ; gelo ; 36 
 2131 ; 3 копейки ; 1976 ;  ; Cu-Zn ; XF+ ; 28 ; FAKTOR ; 124 
 2132 ; 5 копеек ; 1946 ;  ; Br ; VF ; 8 ; ssss ; 68 
 2133 ; 3 копейки ; 1990 ;  ; Cu-Zn ; XF ; 2 ; don Pacheko ; 3 
 2134 ; 3 копейки ; 1926 ;  ; Br ; VF+ ; 33 ; Allex 73 ; 438 
 2135 ; 15 копеек ; 1931 ;  ; Ni ; F ; 21 ; alexkz2010 ; 114 
 2036 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 17 ; star54 ; 250 
 2037 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 19 ; nik2678 ; 278 
 2038 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 16 ; ssss ; 211 
 2039 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 15 ; nik2678 ; 217 
 2040 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 13 ; ONOR ; 193 
 2041 ; 1 рубль. Новодел ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 19 ; корса ; 716 
 2042 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; XF+ ; 19 ; Nastrom ; 155 
 2043 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; XF ; 29 ; killer777 ; 191 
 2044 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 37 ; maner73 ; 1176 
 2045 ; 1 рубль. Новодел ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 26 ; FoxSF ; 643 
 2046 ; 1 рубль. Новодел ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 19 ; fillin ; 500 
 2047 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 18 ; сортам70 ; 207 
 2048 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 20 ; ONOR ; 206 
 2049 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 16 ; ONOR ; 193 
 2050 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 18 ; Alex821 ; 161 
