 3644 ; Бона иностранная ;  ;  ;  ;  ; 17 ; nik23455 ; 42 
 1513 ; Лот значков (Корабль "Дружный" и 90 лет УКОПП) ;  ;  ; Al ; XF-/XF+ ; 7 ; vasm ; 383 
 1514 ; Лот значков (30 лет победы, Плавание, Дон-Кихот, 50 лет ЛЭМСТ, ЕРПИ): 7шт ;  ;  ; Al ; XF/AU ; 17 ; Григорий ; 21 
 1515 ; Лот значков (Самолеты ВОВ): 9шт ;  ;  ; Al ; XF-/XF+ ; 72 ; shknikolay ; 276 
 1516 ; Лот значков (Корабли): 9шт ;  ;  ; Al ; VF+/XF+ ; 56 ; RAPAN ; 815 
 1517 ; Лот значков ВДВ и За боевое траление: 2шт ;  ;  ; Al ; XF-/XF+ ; 98 ; RAPAN ; 255 
 1518 ; Лот значков (Почетный знак гражданской обороны СССР, Готов к гражданской обороне СССР, Отличник гражданской обороны СССР): 4шт ;  ;  ; Al ; XF-/XF+ ; 29 ; zodiak ; 379 
 1519 ; Лот значков (Хоккей):21шт ;  ;  ; Al ; XF/AU ; 69 ; ANNT4 ; 368 
 1520 ; Лот значков (Ленин): 21шт ;  ;  ; Al ; VF/XF ; 49 ; himik121 ; 297 
 1421 ; Знак. Суворовское училище ;  ;  ; Ж/м ; AU ; 30 ; smirnoff ; 473 
 1422 ; Знак. МГТУ им Н.Э.Баумана ;  ;  ; Ж/м ; AU ; 24 ; XO ; 223 
 1423 ; Знак об окончании Высшего Военного училища ;  ;  ; Ж/м,эмаль ; XF+ ; 47 ; smirnoff ; 375 
 1424 ; Знак. Геодезическая служба СССР ;  ;  ; Ж/м,эмаль ; XF+ ; 30 ; RAPAN ; 131 
 1425 ; Знак об окончании медицинского ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; XF- ; 90 ; LAB-A ; 284 
 1426 ; Знак. Спецназ ВДВ. Республика Беларусь ;  ;  ; Ж/м,эмаль ; XF ; 82 ; dimon46 ; 133 
 1427 ; Знак. 25 лет Краснодарскому Юридическому институту МВД РФ ;  ;  ; Ж/м ; XF+ ; 22 ; XO ; 165 
 1428 ; Знак. ДВМУ (Дальневосточное мореходное училище) ;  ;  ; Al ; VF+ ; 54 ; sd ; 500 
 1429 ; Знак. Красный крест? ;  ;  ; Ж/м,эмаль ; F-VF ; 39 ; miha ; 235 
 1430 ; Знак об окончании ВУЗа ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 23 ; mirumir ; 162 
 1431 ; Знак. Высшее курсы МВД СССР ; ЛМД ;  ; Ж/м ; AU ; 44 ; daniz ; 744 
 1432 ; Знак. Ленин ; ММД ;  ; Ж/м,эмаль ; XF ; 27 ; Pak ; 113 
 1433 ; Знак. VII спартакиада профсоюзов СССР ; 1961 ;  ; Б/м,эмаль ; VF-XF ; 23 ; 7752157 ; 354 
 1434 ; Знак. Шахтерская слава 3 степени ; ЛМД ;  ; Ж/м,эмаль ; AU ; 24 ; Luka78 ; 347 
 1435 ; Знак. Участнику спартакиады народов СССР ; 1959 ;  ; Ж/м,эмаль ; F+ ; 52 ; 7752157 ; 520 
 1436 ; Знак ЦК ВЛКСМ. Молодому передовику животноводства ; ММД ;  ; Б/м,ж/м ; VF+ ; 16 ; xabib ; 522 
 1437 ; Знак. МВД СССР ; ММД ;  ; Ж/м,эмаль ; XF+ ; 112 ; XO ; 695 
 1438 ; Знак ЦК ЛКСМУ. За строительство шахт ; ЛМД ;  ; Ж/м ; XF- ; 100 ; alex09 ; 204 
 1439 ; Знак. Олимпиада СССР ; ММД ;  ; Ж/м,эмаль ; F+ ; 20 ; alex09 ; 104 
 1440 ; Знак. Футбольный клуб "Спартак" ; 1935 ;  ; Ж/м,эмаль ; VF ; 95 ; Snuppy ; 4659 
 1441 ; Знак. Первенство города 2 место Казахская ССР ;  ;  ; Ж/м,эмаль ; F-VF ; 27 ; 7752157 ; 315 
 1442 ; Знак. VI спартакиада профсоюзов СССР ; 1958ММД ;  ; Ж/м,эмаль ; F-VF ; 50 ; 7752157 ; 301 
 1443 ; Знак. XXIV городская партийная конференция Орехово-Зуево ; 1974 ;  ; Ж/м,эмаль ; VF ; 14 ; alex09 ; 148 
 1444 ; Знак. Гребной клуб ;  ;  ; Ж/м,эмаль ; VF ; 76 ; RAPAN ; 200 
 1445 ; Знак ВЦ СПС ЦК ВЛКСМ "Наставник молодежи" ;  ;  ; Б/м,ж/м ; XF- ; 73 ; QSL ; 726 
 1446 ; Знак ЦК ЛКСМУ. За строительство ГЭС ; ЛМД ;  ; Ж/м ; XF ; 31 ; alex09 ; 389 
 1447 ; Знак. Спортклуб "Старт" ;  ;  ; Ж/м,эмаль ; VF+ ; 79 ; Alexei ; 169 
 1448 ; Знак. Участник сапартакиады народов СССР. Сломана заколка ;  ;  ; Ж/м,эмаль ; VF- ; 88 ; alex09 ; 513 
 1449 ; Знак "За успехи в развитии животноводства" ЦК ВЛКСМ ;  ;  ; Ж/м,эмаль ; VF+ ; 37 ; xabib ; 607 
 1450 ; Знак ЦК ВЛКСМ "Мастер золотые руки" ; ММД ;  ; Ж/м,б/мэма ; VF-XF ; 16 ; 7752157 ; 511 
 1451 ; Знак. Альпинист СССР ;  ;  ; Ж/м,эмаль ; VF- ; 49 ; RAPAN ; 221 
 1452 ; Знак ЦК ВЛКСМ "За отличие в труде ;  ;  ; Al ; AU ; 19 ; alex09 ; 82 
 1453 ; Знак ЦК ВЛКСМ "За отличную учебу" ;  ;  ; Al ; XF ; 21 ; alex09 ; 63 
 1454 ; Знак ЦК ВЛКСМ "Лучшему учителю - комсомольцу" ;  ;  ; Ж/м,эмаль ; AU ; 64 ; alex09 ; 394 
 1455 ; Знак. Лесоторговый склад Союзлесторга №216 ;  ;  ; Ж/м, эмаль ; F-VF ; 79 ; korovan67 ; 3071 
 1456 ; Знак. Министерство торговли СССР. Главдорресторан Юга ;  ;  ; Ж/м, эмаль ; F+ ; 119 ; falerist ; 2600 
 1457 ; Знак.20 лет революции (1905-1925) ;  ;  ; Ж/м, посер ; F-VF ; 94 ; alex09 ; 4046 
 1458 ; Знак. Другу инвалида Всерокомпом ;  ;  ; Ag, эмаль ; VF- ; 124 ; evgen00 ; 13794 
 1459 ; Знак. Министерство рыбной промышленности СССР. Главрыбсбыт ;  ;  ; Ж/м, эмаль ; F+ ; 59 ; korovan67 ; 3071 
 1460 ; Знак. Главрыбторг ТСССР. Утеряна закрутка ;  ;  ; Б/м, эмаль ; VF- ; 83 ; falerist ; 3010 
 1461 ; Знак. Готов к санитарной обороне СССР ;  ;  ; Б/м, эмаль ; F+ ; 96 ; OMT ; 1610 
 1462 ; Знак. МОПР ;  ;  ; Ж/м, эмаль ; F+ ; 32 ; dimikum ; 816 
 1463 ; Знак. МОПР ;  ;  ; Ж/м, эмаль ; F ; 37 ; dimikum ; 663 
 1464 ; Знак. Красный флаг. Утеряна заколка ;  ;  ; Ж/м, эмаль ; F ; 89 ; Snuppy ; 320 
 1465 ; Знак. Красный флаг ;  ;  ; Ж/м, эмаль ; F ; 121 ; fillin ; 624 
 1466 ; Знак "Да здравствует свободная Россия". Утеряна заколка ;  ;  ; Ж/м ; F ; 56 ; vicder ; 1532 
 1467 ; Знак. ППД СССР №30580 ;  ;  ; Ж/м, посер ; VF- ; 87 ; evgen00 ; 2000 
 1468 ; Знак. ППД СССР №32707 ;  ;  ; Ж/м, посер ; VF ; 110 ; Сапёр ; 2430 
 1469 ; Знак. Готов к ПВХО ;  ;  ; Б/м, эмаль ; F-VF ; 64 ; 1822 ; 2040 
 1470 ; Знак красноармейца ;  ;  ; Ж/м ; F ; 48 ; korovan67 ; 793 
 1371 ; Жетон. Мартин Лютер (1483-1546). 400 лет лютеранству. D-28мм ;  ;  ; Ж/м ; VF+ ; 12 ; gelind ; 206 
 1372 ; Жетон. Верди. Аргентина. D-26мм ;  ;  ; Ag? ; VF- ; 59 ; Георг ; 355 
 1373 ; Медаль. Музыкальное и хоровое общество. Франция ;  ;  ; Ж/м ; VF+ ; 27 ; Григорий ; 143 
 1374 ; Медаль. Яначек (1854-1928). Чехословакия. Медальер: Форманек. D-40мм ; 1983 ;  ; Ж/м ; XF+ ; 37 ; Георг ; 185 
 1375 ; Жетон. 150 лет Ордену "За заслуги". ФРГ. D-39мм ;  ;  ; Б/м ; Proof ; 6 ; ik1962 ; 165 
 1376 ; Жетон. Северные ворота.  ФРГ. D-39мм ;  ;  ; Б/м ; Proof ; 6 ; ik1962 ; 165 
 1377 ; Жетон. Миллениум. Винсент ван Гог ; 2000 ;  ; Cu-Ni ; AU ; 11 ; andreyM ; 44 
 1378 ; Медаль. Таллин. D-80мм ;  ;  ; Б/м, покры ; XF ; 44 ; ALEX-S ; 45 
 1379 ; Спортивная медаль. Гимнастика. Финляндия. D-34мм ; 1905 ;  ; Ag ; XF- ; 43 ; ZOLTAN333 ; 920 
 1380 ; Спортивный жетон. Финляндия. Размеры: 30 на 44мм ; 1906 ;  ; Ag813 ; VF-XF ; 42 ; marson2010 ; 320 
 1381 ; Спортивный жетон. Финляндия. Размеры: 39 на 31мм ; 1909 ;  ; Ag813 ; VF-XF ; 59 ; ZOLTAN333 ; 459 
 1382 ; Спортивный жетон. Финляндия. Размеры: 38 на 51мм ; 1910 ;  ; Ag ; XF- ; 67 ; ZOLTAN333 ; 1122 
 1383 ; 1/2 унции чистого серебра. Размеры: 17 на 31мм ;  ;  ; Ag999 ; AU ; 17 ; кошак ; 532 
 1384 ; Медаль. 100 лет Мельбурну - столице штата Виктория в Австралии 1835-1935гг. D-27мм ;  ;  ; Б/м ; XF- ; 39 ; Ромбор ; 220 
 1385 ; Медаль в честь Бисмарка. Германия. D-50мм ;  ;  ; Br, серебр ; VF-XF ; 92 ; Георг ; 2036 
 1386 ; Медаль в честь строителя дирижаблей Хуго Экера. Германия. D-32мм ; 1924 ;  ; Ag ; VF-XF ; 99 ; cvet71 ; 1600 
 1387 ; Медаль в честь 75-летия угольной шахты Нидербург. Германия. D-50мм ;  ;  ; Br, серебр ; VF+ ; 29 ; Rober ; 128 
 1388 ; Медаль в честь обряда "Конфирмации". Германия. D-40мм ;  ;  ; Ag ; Proof ; 28 ; Ромбор ; 1104 
 1389 ; Жетон города Парижа. Франция ; 1777 ;  ; Ag ; VF-XF ; 50 ; Георг ; 1271 
 1390 ; Медаль. Хумпердинк. Германия. Медальер: Авес Мюнцен. D-60мм ;  ;  ; Ж/м ; AU ; 73 ; dimikum ; 257 
 1391 ; Медаль. Артур Рубинштейн (1886-1982). Польша. Медальер: Йозеф Маркиевич. D-70мм ; 1983 ;  ; Ж/м ; XF ; 117 ; кузин ; 266 
 1392 ; Настольная медаль "Красный крест 30 лет безвозмездной отдачи крови". Болгария. D-60мм ; 1989 ;  ; Ж/м ; XF+ ; 58 ; OMT ; 328 
 1393 ; Медаль. Кардинал Мерсье. D-37мм ; 1914 ;  ; Ж/м ; XF+ ; 53 ; gelind ; 133 
 1394 ; Медаль стрелкового союза Франкфурта. Германия. D-40мм ; 1912 ;  ; Ag ; XF+ ; 78 ; Георг ; 3985 
 1395 ; Медаль стрелкового союза Гамбурга. Германия. D-40мм ; 1909 ;  ; Ag ; XF+ ; 86 ; Георг ; 3342 
 1396 ; Жетон. Испанские Нидерланды ; ND ;  ; Cu ; VF+ ; 40 ; dym ; 1510 
 1397 ; Жетон. Людовик XV. Франция ; 1754 ;  ; Ag ; VF-XF ; 49 ; Tche ; 1338 
 1398 ; Знак с миниатюрой. 25 лет торгово-промышленной палате. Финляндия. В коробке ; 1971 ;  ; Ag ; XF/AU ; 68 ; Searcher ; 1249 
 1399 ; Знак. Финляндия ? ; 1960-1961 ;  ; Br ; XF ; 17 ; dimikum ; 136 
 1400 ; Стрелковый армейский знак. Финляндия ; 1930-ег ;  ; Б/м ; VF+ ; 32 ; antik ; 1122 
 1401 ; Знак "Завоевал паспорт трудовой славы". Болгария ;  ;  ; Б/м ; XF- ; 9 ; Alks75 ; 87 
 1402 ; Знак "За многолетний добросовестный труд". Болгария ;  ;  ; Ж/м,эмаль ; VF+ ; 9 ; Григорий ; 67 
 1403 ; Знак "Победитель научно-технических соревнований". Болгария ;  ;  ; Al ; XF ; 11 ; Григорий ; 77 
 1404 ; Кокарда. Болгарские железные дороги (для фуражки). Болгария ; 60-х гг ;  ; Б/м,ж/м,эм ; XF ; 81 ; lvovich ; 257 
 1405 ; Знак. SCSP ;  ;  ; Ж/м ; XF ; 6 ; Григорий ; 21 
 1406 ; Знак № 123. Китай ;  ;  ; Б/м, эмаль ; F-VF ; 27 ; antiquar ; 288 
 1407 ; Знак . LGD. Латвия ;  ;  ; Ж/м, эмаль ; VF ; 79 ; XO ; 1020 
 1408 ; Знак. VEF. Рига ;  ;  ; Ж/м ; VF- ; 12 ; RAPAN ; 132 
 1409 ; Знак-эмблема ДОБРОЛЕТа. Утеряна закрутка ; 1920-егг ;  ; Ag, эмаль ; VF-XF ; 140 ; alex09 ; 12240 
 1410 ; Членский знак. Общество друзей Воздушного Флота СССР ; 1923-1925 ;  ; Br, эмаль, ; VF+ ; 186 ; грос79 ; 4703 
 1411 ; Знак. Союз с/х и лесных рабочих СССР. Сломан винт ;  ;  ; Б/м,эмаль ; F-VF ; 66 ; evgen00 ; 2550 
 1412 ; Знак. Отличный понтонер. Утеряна закрутка ;  ;  ; Ж/м,эмаль ; VF- ; 67 ; lucy ; 7878 
 1413 ; Знак. Готов к труду и обороне СССР 2 ступени №А60691 ;  ;  ; Ж/м,эмаль ; VF+ ; 172 ; XO ; 822 
 1414 ; Знак. Отличный пограничник ;  ;  ; Ж/м,эмаль ; VF- ; 93 ; lucy ; 1557 
 1415 ; Знак. Ворошиловский стрелок ОСОАВИАХИМ ;  ;  ; Ж/м,эмаль ; F-VF ; 77 ; 1822 ; 1825 
 1416 ; Малая серебряная медаль ВСХВ. С крестом на радиаторе, без номера. D-25мм ; 1955 ;  ; Ag ; VF-XF ; 139 ; mishanya ; 1500 
 1417 ; Знак. Ветеран Балтийского морского пар-ва ;  ;  ; Al ; AU ; 55 ; bdd48 ; 148 
 1418 ; Знак. 100 лет Владивостокской таможне 1901-2001гг ;  ;  ; Ж/м ; XF+ ; 39 ; XO ; 123 
 1419 ; Знак. 80 лет Военному университету ;  ;  ; Ж/м ; AU ; 37 ; XO ; 450 
 1420 ; Знак. Волжское Казачье войско ;  ;  ; Al ; VF-XF ; 53 ; }|{ивотное ; 167 
 1321 ; Медаль "В память освобождения родины". КНДР ;  ;  ; Al ; VF+ ; 66 ; Sky2 ; 367 
 1322 ; Орден Сопротивления Америке 1955-1973гг. Лаос ;  ;  ; Al ; AU ; 27 ; Searcher ; 368 
 1323 ; Крест "За церковь и Папу" (в "золоте"). Ватикан ;  ;  ; Ж/м ; AU ; 26 ; nemo67 ; 2652 
 1324 ; Медаль "За участие в боевых действиях". Саудовская Аравия ;  ;  ; Ж/м ; AU ; 75 ; Kurkul ; 726 
 1325 ; Орден Солдатской Славы 1 степени с планкой. Вьетнам ;  ;  ; Al ; AU ; 32 ; veektor ; 476 
 1326 ; Орден Солдатской Славы 2 степени с планкой. Вьетнам ;  ;  ; Al ; AU ; 55 ; veektor ; 417 
 1327 ; Орден Солдатской Славы 3 степени с планкой. Вьетнам ;  ;  ; Al ; XF/AU ; 21 ; veektor ; 411 
 1328 ; Почетная медаль ВС 1 степени. Республика Вьетнам ;  ;  ; Ж/м ; AU ; 39 ; Pikulin67 ; 635 
 1329 ; Победная медаль с 3-мя планками. США ;  ;  ; Br ; VF+ ; 27 ; daniz ; 2942 
 1330 ; Медаль "Пурпурное сердце". США ;  ;  ; Br,эмаль ; AU ; 44 ; alexander9595 ; 2142 
 1331 ; Медаль ВС "За службу". США ;  ;  ; Br ; AU ; 46 ; kozlevich ; 381 
 1332 ; Медаль Национальной гвардии "За службу". США ;  ;  ; Б/м ; AU ; 28 ; antik ; 365 
 1333 ; Почетная медаль Национальной гвардии Вирджинии. США ;  ;  ; Br ; AU ; 63 ; olvl_78 ; 357 
 1334 ; Медаль "За гуманитарную службу". США ;  ;  ; Br ; AU ; 44 ; a_kog ; 337 
 1335 ; Бронзовая медаль "За доблесть" (воздушный патруль). США ;  ;  ; Br ; VF-XF ; 66 ; kozlevich ; 752 
 1336 ; Медаль "За достижения" национальной гвардии округа Колумбии ;  ;  ; Б/м ; AU ; 34 ; a_kog ; 367 
 1337 ; Медаль "40 лет победы над фашизмом". Болгария ;  ;  ; Ж/м ; XF+ ; 74 ; дутик ; 114 
 1338 ; Медаль "Красный крест 30 лет безвозмездной отдачи крови". Болгария ; 1989 ;  ; Ж/м ; VF-XF ; 43 ; Григорий ; 94 
 1339 ; Медаль. 20- год правления. Ватикан, Папа Пий XII (1939-1958). D-44мм ; 1958 ;  ; Ag ; AU ; 12 ; Searcher ; 1890 
 1340 ; Медаль свадебная. Франция, 3-я республика. Гуртовая надпись. D-40мм ; 1885 ;  ; Ag ; AU ; 41 ; кошак ; 1560 
 1341 ; Медаль. Серия "1200 лет денежного обращения Германии". Карл Великий. Денар 800 года. Германия. D-40мм ; Конец XXв. ;  ; Ag999, Au9 ; Proof ; 52 ; Maks777 ; 1763 
 1342 ; Медаль. Серия "1200 лет денежного обращения Германии". Оттон Великий. Пфеннинг. Германия. D-40мм ; Конец XXв. ;  ; Ag999, Au9 ; Proof ; 34 ; kortik ; 1803 
 1343 ; Медаль. 6-й год правления. Папская область, Папа Урбан VIII (1623-1644). D-41мм ; Конец XVIIIв. ;  ; Br ; VF-XF ; 42 ; voffka112 ; 1635 
 1344 ; Медаль. Успехи науки и искусства. Франция, Людовик XIV. D-41мм ; Конец XIXв. ;  ; Br ; XF- ; 14 ; ealiev ; 1224 
 1345 ; Медаль религиозная. Ватикан, Лев XIII (1878-1903). D-26мм ; Конец XIXв. ;  ; Би/м ; XF+ ; 50 ; S1952 ; 146 
 1346 ; Медаль религиозная. Ватикан, Лев XIII (1878-1903). D-26мм ; 1888 ;  ; Br ; XF ; 43 ; stunnaman ; 294 
 1347 ; Медаль религиозная. Ватикан. D-30мм ; Начало ХХв. ;  ; Б/м ; VF+ ; 14 ; Ромбор ; 306 
 1348 ; Жетон. Префектура Сены. Улей с пчёлами у ног Сены. Имперский орёл. Франция, Наполеон I. D-32мм ; 1804 ;  ; Ag ; VF+ ; 104 ; Sonic ; 2754 
 1349 ; Жетон. Иль-де Франс. Муниципальные конференции округа Со. Франция, Луи Филипп I (1830-1848). D-30мм ;  ;  ; Ag ; VF-XF ; 37 ; 2742 ; 1438 
 1350 ; Жетон. 600 лет битва при Воррингене за Лимбургское наследство. ФРГ. D-30мм ; 1988 ;  ; Ag ; AU/XF ; 6 ; S1952 ; 612 
 1351 ; Медаль. Германия. Прощание с маркой (1948-2001). D-40мм ;  ;  ; Cu/Ni ; Proof ; 7 ; evgen00 ; 359 
 1352 ; Медаль. Германия. Вильгельм II (1859-1941).D-40мм ;  ;  ; Cu/Ni ; Proof ; 19 ; ik1962 ; 201 
 1353 ; Жетон. Европа. D-36мм ;  ;  ; Би/м ; Proof ; 31 ; habenti ; 117 
 1354 ; Медаль. Бавария. D-35мм ;  ;  ; Би/м ; Proof ; 5 ; ik1962 ; 147 
 1355 ; Медаль. Германия. 1000 лет Потсдаму (993-1993). D-40мм ;  ;  ; Cu/Ni ; AU ; 9 ; kotyamoi ; 175 
 1356 ; Жетон. Германия. Конрад Аденауэр (1876-1967). D-30мм ;  ;  ; Cu/Ni ; Proof ; 8 ; ik1962 ; 171 
 1357 ; Медаль. Германия. Олимпийский факел Мюнхен 1972г. D-40мм ; 1993 ;  ; Cu/Ni ; Proof ; 14 ; sveta6369 ; 146 
 1358 ; Медаль. Германия. Футбол 1974г. D-40мм ; 1993 ;  ; Cu/Ni ; Proof ; 8 ; sveta6369 ; 104 
 1359 ; Медаль. Германия. Немецкое отечество. D-40мм ; 1993 ;  ; Cu/Ni ; Proof ; 5 ; Опятор ; 100 
 1360 ; Медаль. Германия. Немецкое отечество. D-40мм ; 1993 ;  ; Cu/Ni ; Proof ; 5 ; валери ; 163 
 1361 ; Медаль. Германия. Ричард Вагнер (1813-1883). D-40мм ; 1993 ;  ; Cu/Ni ; Proof ; 15 ; gelind ; 157 
 1362 ; Медаль. Германия. Немецкий футбол 1954г. D-40мм ; 1993 ;  ; Cu/Ni ; Proof ; 15 ; sveta6369 ; 97 
 1363 ; Медаль. ГДР. Берлин. D-36мм ;  ;  ; Cu/Ni ; AU ; 5 ; Опятор ; 56 
 1364 ; Жетон.ГДР (1949-1990). D-30мм ;  ;  ; Cu/Ni ; Proof ; 45 ; dimon masskva ; 122 
 1365 ; Жетон. Германия. Отто фон Бисмарк (1815-1898). D-30мм ;  ;  ; Cu/Ni ; Proof ; 22 ; gelind ; 120 
 1366 ; Медаль. Германия. 1000 лет Потсдаму (993-1993). D-40мм ;  ;  ; Cu/Ni ; AU ; 5 ; sasa1369 ; 77 
 1367 ; Медаль. Германия. Валюта Европы. D-40мм ;  ;  ; Cu/Ni ; Proof ; 25 ; Григорий ; 147 
 1368 ; Медаль. Германия. Вильгельм II (1859-1941).D-40мм ;  ;  ; Cu/Ni ; Proof ; 9 ; Lena6975 ; 153 
 1369 ; Медаль за заслуги. Баден, Фридрих II. D-38мм ;  ;  ; Б/м ; VF ; 27 ; Barabek ; 315 
