 3263 ; 50 рублей ; 1919 ;  ;  ;  ; 56 ; vanamo ; 194 
 1421 ; Знак. Ленинградская филармония им. Д.Д.Шостаковича ;  ;  ; Ж/м,эмаль ; XF+ ; 41 ; SANTA ; 75 
 1422 ; Знак. Отличник социалистического соревнования с/х РСФСР ; ЛМД ;  ; Al ; AU ; 6 ; SANTA ; 116 
 1423 ; Знак. Ударник XII пятилетки ;  ;  ; Al ; XF+ ; 33 ; SadKo ; 65 
 1424 ; Знак. Ветерану 1 Гвардейской Пролетарской Московско-Минской МСД ;  ;  ; Al ; XF- ; 34 ; smoker ; 111 
 1425 ; Знак. Отличник соцсоревнования цветной металлургии СССР ; ММД ;  ; Al ; XF+ ; 97 ; кашира ; 152 
 1426 ; Знак. Молодой гвардеец XI пятилетки ВЛКСМ ;  ;  ; Al ; XF ; 31 ; SANTA ; 49 
 1427 ; Знак. Готов к гражданской обороне СССР ;  ;  ; Al ; XF ; 15 ; molodes ; 24 
 1428 ; Знак. Киев ;  ;  ; Al ; VF-XF ; 30 ; RAPAN ; 184 
 1429 ; Знак. Отличник микробиологической промышленности СССР ;  ;  ; Al ; XF ; 80 ; derbnik ; 102 
 1430 ; Знак. Спуск РМБ "Посьет" Ленинград ;  ;  ; Al ; VF-XF ; 41 ; RAPAN ; 79 
 1431 ; Знак. Молодой гвардеец пятилетки ВЛКСМ ;  ;  ; Al ; XF+ ; 38 ; кашира ; 104 
 1432 ; Знак. Первенство области РСФСР. 2-е место ;  ;  ; Al ; XF ; 33 ; Rober ; 28 
 1433 ; Знак. Первенство области РСФСР. 3-е место ;  ;  ; Al ; XF+ ; 28 ; alex995 ; 26 
 1434 ; Знак. Первенство области РСФСР. 3-е место ;  ;  ; Al ; AU ; 11 ; Rober ; 27 
 1435 ; Знак. Отличник военного строительства ;  ;  ; Ж/м,эмаль ; XF- ; 52 ; СВл ; 340 
 1436 ; Знак. Отличник социалистического соревнования коммунального хозяйства РСФСР ;  ;  ; Ж/м,эмаль ; XF- ; 131 ; Sjfia ; 3909 
 1437 ; Знак. Почетный радист СССР ; ММД ;  ; Ж/м,эмаль ; XF- ; 120 ; СВл ; 1983 
 1438 ; Знак. Дорожный техникум Восточного Аймага ;  ;  ; Ж/м ; VF-XF ; 32 ; Григорий ; 31 
 1439 ; Знак. Войска страны ПВО ; ЛМД ;  ; Ж/м,эмаль ; XF- ; 19 ; Sjfia ; 207 
 1440 ; Знак. Почетный механизатор угольной промышлености ;  ;  ; Al ; VF-XF ; 36 ; ВКС ; 93 
 1441 ; Знак. Отличник социалистического соревнования строительства электростанций ; ММД ;  ; Ж/м,эмаль ; VF-XF ; 84 ; Sjfia ; 2786 
 1442 ; Знак. Всесоюзная коллегия судей по спорту ; ММД ;  ; Ж/м,эмаль ; XF- ; 24 ; Sjfia ; 148 
 1443 ; Знак. Почетный мастер заготовок леса и лесосплава ; ММД ;  ; Ж/м,эмаль ; VF-XF ; 85 ; Sjfia ; 2652 
 1444 ; Знак. Отличник социалистического соревнования. УРСР. №5332 ;  ;  ; Ж/м,эмаль ; VF-XF ; 193 ; СВл ; 3538 
 1445 ; Знак. Отличник профессионально-технического образования ; ЛМД ;  ; Al ; AU ; 39 ; Kapitonov ; 434 
 1446 ; Знак. Юному отличнику санитарной обороны СССР ;  ;  ; Al ; VF+ ; 47 ; кашира ; 77 
 1447 ; Знак. За успехи в социалистическом сельском хозяйстве. Всесоюзная выставка с/х ;  ;  ; Ag ? ; XF ; 6 ; Mike! ; 1184 
 1448 ; Знак. В. И. Ленин ;  ;  ; Б/м ; VF-XF ; 26 ; Синоптик ; 100 
 1449 ; Знак. Отличный артиллерист ;  ;  ; Ж/м,эмаль ; VF- ; 24 ; smirnoff ; 1224 
 1450 ; Знак Шахтёрская слава. 3 степени ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 2 ; Mike! ; 333 
 1451 ; Медаль. Почётная грамота Президиума Верховной Рады УРСР ; ММД ;  ; Ж/м ; AU ; 32 ; ladograd ; 738 
 1452 ; Знак. ЦК ВЛКСМ ; ММД ;  ; Ж/м, Б/м ; AU ; 15 ; Григорий ; 163 
 1453 ; Знак. 50 лет освобождения Украины ;  ;  ; Ж/м ; XF- ; 6 ; Антошка ; 62 
 1454 ; Знак. ППД СССР. Номерной ;  ;  ; Ж/м,эмаль ; VF- ; 86 ; fanil ; 2996 
 1355 ; Медаль. 1100 лет. Германия ; 1976 ;  ; Б/м ; XF ; 23 ; mishanya ; 75 
 1356 ; Жетон ;  ;  ; Б/м ; XF+ ; 65 ; von_Schwarz ; 363 
 1357 ; Жетон. Национальная галерея. Берлин. ГДР ;  ;  ; Б/м ; AU ; 52 ; mishanya ; 63 
 1358 ; Жетон ;  ;  ; Al ; AU ; 13 ; nat89 ; 238 
 1359 ; Медаль. Ветряная мельница. Германия ;  ;  ; Ж/м ; AU ; 15 ; Скрудж ; 256 
 1360 ; Жетон ; 1974 ;  ; Б/м ; AU ; 3 ; Григорий ; 116 
 1361 ; Жетон в честь Фридриха II Великого. Германия ;  ;  ; Br ; AU ; 15 ; Barabek ; 529 
 1362 ; Жетон. Новодел. 1 су для Французских колоний в Америке. Людовик XV ;  ;  ; Ag ; AU ; 41 ; Parkevich ; 214 
 1363 ; Жетон. Новодел. 1 су для Французских колоний в Америке. Людовик XV ;  ;  ; Br ; AU ; 62 ; Lena6975 ; 204 
 1364 ; Медаль. Кайзер Вильгельм II. Германия ; 1970-е годы ;  ; Никелин ; AU ; 38 ; S1952 ; 255 
 1365 ; Медаль. Пауль фон Гинденбург. Германия ; 1970-е годы ;  ; Никелин ; AU ; 36 ; gelind ; 294 
 1366 ; Медаль в честь 250-летия Прусской гвардии. Германия ; 1740-1990 ;  ; Br ; AU ; 20 ; gelind ; 227 
 1367 ; Лот значков: Ударник пятилетки (2шт) ;  ;  ; Al ; XF-/XF+ ; 10 ; sveta6369 ; 45 
 1368 ; Лот значков "За работу без аварий": 3шт ;  ;  ; Al ; XF-/XF+ ; 64 ; кашира ; 77 
 1369 ; Лот значков: Участнику уборки урожая на целине (2шт) ; 1957-1958ММД ;  ; Ж/м, эмаль ; VF/XF ; 53 ; СВл ; 312 
 1370 ; Лот значков: 60 лет СССР, юный техник СССР, Главмосстрой, ударник летней четверти (4шт) ;  ;  ; Al ; XF-/XF+ ; 25 ; кашира ; 111 
 1371 ; Лот значков: Юный лесовод, юный друг природыы России (2шт) ;  ;  ; Al ; XF ; 25 ; pal ; 51 
 1372 ; Лот значков: ВЛКСМ, Турист СССР, Всегда готов, ДОССАФ СССР (8шт) ;  ;  ; Al ; VF/XF ; 3 ; vic-dmitrievic ; 40 
 1373 ; Лот значков: Спорт (10шт) ;  ;  ; Al ; XF-/XF+ ; 3 ; kraizer ; 126 
 1374 ; Лот значков: Города ;  ;  ; Al ; XF-/XF ; 50 ; кашира ; 78 
 1375 ; Лот значков: Отличник пожарной охраны, 3-й слет ударников ком. Труда, за активную работу в профруппе, МВД СССР, отличник соцсоревнования, 60 лет КСФ (7шт) ;  ;  ; Al ; VF/XF+ ; 50 ; vlad-rom ; 357 
 1376 ; Лот значков: Гербы городов (10шт) ;  ;  ; Al ; XF-/XF+ ; 41 ; vlad-rom ; 157 
 1377 ; Лот значков: Победитель соцсоревнования ; 1973-1979 ;  ; Al ; XF ; 94 ; sveta6369 ; 153 
 1378 ; Лот значков: Древние гербы (10шт) ;  ;  ; Al ; AU ; 56 ; кашира ; 603 
 1379 ; Знак. Почетному железнодорожнику, с удостоверением. №45711 ;  ;  ; Ж/м,эмаль ; VF ; 109 ; Kapitonov ; 6743 
 1380 ; Знак. Отличник социалистического соревнования РСФСР ; ММД ;  ; Al ; AU ; 10 ; Антошка ; 65 
 1381 ; Знак. 75 лет ВДВ ;  ;  ; Ж/м ; XF+ ; 62 ; Григорий ; 108 
 1382 ; Знак. 25 лет. Барс ;  ;  ; Ж/м ; VF-XF ; 139 ; See956 ; 483 
 1383 ; Знак. Отличник погранвойск ; ММД ;  ; Ж/м ; XF+ ; 74 ; Синоптик ; 567 
 1384 ; Знак. Инструктор ДОСААФ ;  ;  ; Ж/м,эмаль ; XF ; 58 ; qwe1000 ; 104 
 1385 ; Почетный знак. За активную работу по подготовке и проведению игр XXII Олимпиады. Москва 1980 ;  ;  ; Б/м,эмаль ; VF- ; 149 ; RAPAN ; 588 
 1386 ; Знак. Первенство вооруженных сил СССР III место ;  ;  ; Al ; VF+ ; 30 ; Rober ; 57 
 1387 ; Знак. Об окончании БГАРФ ; ЛМД ;  ; Al,эмаль ; AU ; 24 ; кашира ; 204 
 1388 ; Знак ММФ. Гидрография. 40 лет ;  ;  ; Ж/м,эмаль ; VF-XF ; 47 ; derbnik ; 336 
 1389 ; Знак. 75 лет ВДВ. Воронеж. Родина ВДВ ; 2005 ;  ; Ж/м ; XF ; 89 ; анеп ; 209 
 1390 ; Знак на закрутке ;  ;  ; Ж/м,эмаль ; VF+ ; 60 ; ladograd ; 1593 
 1391 ; Знак на закрутке ; 1990 ;  ; Ж/м,эмаль ; VF-XF ; 74 ; smirnoff ; 163 
 1392 ; Знак. Гвардия СССР ;  ;  ; Ж/м,эмаль ; AU ; 4 ; sveta6369 ; 58 
 1393 ; Знак. Об окончании технического ВУЗа ; ЛМД ;  ; Al,эмаль ; XF+ ; 10 ; iVi ; 67 
 1394 ; Знак. Контрольно спасательная служба ;  ;  ; Al ; XF ; 14 ; pal ; 51 
 1395 ; Знак Ветеран. Крснознаменная каспийская флотилия ;  ;  ; Ж/м ; VF-XF ; 123 ; See956 ; 531 
 1396 ; Знак. 70 лет ВДВ ;  ;  ; Ж/м ; XF- ; 69 ; fanil ; 201 
 1397 ; Знак. ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; VF ; 45 ; qwe1000 ; 216 
 1398 ; Знак. Всесоюзное объединение клубов нумизматов ;  ;  ; Ж/м ; VF ; 96 ; Parkevich ; 386 
 1399 ; Знак. 80 лет ; 1998 ;  ; Ж/м ; XF ; 90 ; кашира ; 510 
 1400 ; Знак. Офицерская классность. 2 класс ;  ;  ; Ж/м,эмаль ; XF+ ; 1 ; Mike! ; 52 
 1401 ; Знак. Офицерская классность.1 класс ;  ;  ; Ж/м,эмаль ; XF ; 1 ; Mike! ; 52 
 1402 ; Знак "Золотой колос" ЦК ВЛКСМ ; ММД ;  ; Б/м ; XF+ ; 32 ; Антошка ; 139 
 1403 ; Знак. Городская спартакиада. Ленинград ;  ;  ; Ж/м ; VF+ ; 28 ; tonic ; 48 
 1404 ; Знак. Крснознаменная каспийская флотилия. 70 лет ;  ;  ; Ж/м ; VF-XF ; 83 ; See956 ; 496 
 1305 ; Медаль в честь победы Наполеона Бонапарта над Пруссией. Франция. ; Новодел к. XIX - н.  ;  ; Br ; AU ; 27 ; crispy-duck ; 3323 
 1306 ; Медаль в честь стрелкового фестиваля. Швейцария ; 1891 ;  ; Br ; XF+ ; 16 ; Sky2 ; 1566 
 1307 ; Медаль. Королевская Академия медицины. Гиппократ. Франция, Луи Филипп I ; 1832-1841 ;  ; Ag ; AU ; 58 ; G.R.O.S.S. ; 1563 
 1308 ; Медаль. Конкурс по стрельбе 91-го пехотного полка. Франция, 3-я республика ; Конец XIX века ;  ; Ag ; VF ; 58 ; Георг ; 1771 
 1309 ; Медаль. Рыцарский турнир 1662 г. Франция. Людовик XIV ; Конец XIX века ;  ; Br ; VF ; 15 ; vlad-rom ; 1805 
 1310 ; Медаль. 50 лет ; 1861 ;  ; Б/м ; VF- ; 9 ; derbnik ; 567 
 1311 ; Медаль. Замок Херренкимзее. Людвиг II. Бавария. М-30,06г ; 1864-1882 ;  ; Ag ; XF- ; 35 ; Nico ; 1847 
 1312 ; Медаль в честь стрелкового фестиваля. Швейцария ; 1900 ;  ; Ag ; AU ; 67 ; Георг ; 2764 
 1313 ; Медаль члена Красного Креста. Япония ;  ;  ; Ag ; VF ; 46 ; Sky2 ; 447 
 1314 ; Медаль. ПЛОВДИВ ;  ;  ; Ж/м ; XF ; 32 ; ФРАНКИНШТЕЙН ; 80 
 1315 ; Медаль. 8-1 год правления. Ватикан, Павел VI (1963-1978). В футляре ; 1970 ;  ; Ag ; AU ; 16 ; кузин ; 1501 
 1316 ; Медаль. Болонья. Италия ;  ;  ; Br ; AU ; 21 ; wwii-soldat ; 136 
 1317 ; Наградная медаль за спасение жизни. Германия. В оригинальной коробке ;  ;  ; Br,золочен ; AU ; 17 ; Григорий ; 161 
 1318 ; Медаль. 125-летие дворца  и парка Тиргартен в Берлине. Германия. На оригинальной ленте ; 1861-1986 ;  ; Б/м ; AU ; 34 ; vlad-rom ; 102 
 1319 ; Медаль в честь Вильгельма II. Германия. В оригинальной коробке, с сертификатом ;  ;  ; нейзильбер ; AU ; 24 ; Lena6975 ; 227 
 1320 ; Медаль в честь 500-летия Гейдельбергского университета. Германия. Редкая. М-183,4гр ;  ;  ; Br ; XF/AU ; 18 ; А_еЧъ ; 3966 
 1321 ; Медаль промышленнику Иозефу Метунеру за заслуги в развитии г. Вены. Австрия. М-99,1гр ; 1880-1930 ;  ; Ag ; AU ; 43 ; Георг ; 3753 
 1322 ; Медаль в честь австрийского поэта Фердинанда фон Заар. Австрия ; 1903 ;  ; Br ; AU ; 25 ; Грант ; 742 
 1323 ; Жетон. Генерал Jean Rouvet - основатель лесосплава. Снабжение Парижа ; 1813 ;  ; Ag ; AU ; 60 ; overshtag ; 2046 
 1324 ; Жетон. Королевская казна. Людовик XV. Франция ; 1729 ;  ; Ag ; VF+ ; 73 ; overshtag ; 1487 
 1325 ; Жетон. Академия литературы Парижа. Франция, Людовик XIV ; 1704 ;  ; Ag ; VF- ; 40 ; radion ; 744 
 1326 ; Жетон. Военный орден Святого Людовика. Франция, Людовик XV (1715-1774) ;  ;  ; Ag ; VF ; 20 ; radion ; 746 
 1327 ; Жетон в честь генерала Марсо-Дегравье. Франция, 1-я республика. Убрано ушко 12 часов ; Конец XVIII века ;  ; Br ; VF ; 31 ; vlad-rom ; 408 
 1328 ; Жетон департамента здравоохранения полиции Франции. Франция ;  ;  ; Ag ; AU ; 61 ; не надо ля-ля ; 2142 
 1329 ; Жетон департамента здравоохранения полиции Франции. Франция. 2-й тип. Редок ;  ;  ; Ag ; AU ; 39 ; Георг ; 2142 
 1330 ; Жетон администрации г. Парижа. Франция ;  ;  ; Ag ; AU ; 16 ; S1952 ; 2142 
 1331 ; Свадебный жетон. Франция ;  ;  ; Ag ; AU ; 17 ; Синоптик ; 1403 
 1332 ; Крестильный жетон. Франция ;  ;  ; Ag ; AU ; 18 ; S1952 ; 524 
 1333 ; Жетон ;  ;  ; Ag ; XF+ ; 50 ; von_Schwarz ; 1204 
 1334 ; Жетон. Людовик XVI. Франция ;  ;  ; Ж/м ; VF- ; 31 ; 015 ; 206 
 1335 ; Жетон. Испания ; ND ;  ; Cu ; F+ ; 31 ; mishanya ; 250 
 1336 ; Жетон. Император Франц II. Австрийская Бельгия ; 1793 ;  ; Cu ; VF-XF ; 25 ; SV2009 ; 418 
 1337 ; Жетон. Брауншвейг и Люнебург. Георг I. Большой герб Англии ; ND ;  ; Br,серебр ; VF+ ; 17 ; overshtag ; 413 
 1338 ; Жетон. Восток ;  ;  ; Ж/м ; VF- ; 2 ; Mike! ; 113 
 1339 ; Жетон. Герб Парижа. Корабль. Павлин Франция ; ND ;  ; Cu ; F-VF ; 28 ; mishanya ; 300 
 1340 ; Жетон в память больших манёвров Кайзера Вильгельма. Пруссия ; 1885 ;  ; Br,серебре ; AU ; 42 ; ШВС59 ; 1953 
 1341 ; Жетон в честь Папы Пия XI. Ватикан ;  ;  ; Br,серебре ; AU ; 31 ; batalino ; 357 
 1342 ; Жетон в честь Папы Пия XII. Ватикан ;  ;  ; Br,серебре ; XF- ; 21 ; batalino ; 345 
 1343 ; Жетон в память о Жанне Д Арк. Франция, Луи Филипп I ; 20 век ;  ; Ag? ; XF+ ; 10 ; Ag999 ; 794 
 1344 ; Баварский военный жетон. Германия ; 1895 ;  ; Ag ; AU ; 85 ; Ag999 ; 1314 
 1345 ; Медаль. Восток. Гурт убрана напайка 12 часов ;  ;  ; Ж/м ; F-VF ; 19 ; Григорий ; 82 
 1346 ; Жетон. Франция ; 1883 ;  ; Ж/м ; F-VF ; 36 ; mishanya ; 114 
 1347 ; Жетон. Восток ; 1327лх ;  ; Ж/м ; VF+ ; 14 ; Григорий ; 113 
 1348 ; Жетон (шпиль-марка) игровой. Портрет Виктории. Брауншвейг и Люнебург ; ND ;  ; Br ; VF- ; 13 ; rokada77 ; 77 
 1349 ; Жетон овальный. Великобритания. Георг VI ; ND ;  ; Cu-Ni ; AU ; 40 ; wwii-soldat ; 203 
 1350 ; Жетон ;  ;  ; Ж/м ; VF+ ; 30 ; Token_2009 ; 61 
 1351 ; Жетон. Английский военный корабль "Победа". Лорд Нельсон ;  ;  ; Ж/м ; VF+ ; 19 ; mishanya ; 100 
 1352 ; Жетон. Фрегат "Санта-Мария". Христофор Колумб ;  ;  ; Б/м ; VF-XF ; 7 ; mishanya ; 80 
 1353 ; Жетон. Фрегат "Баунти". Капитан Блай ;  ;  ; Ж/м ; VF-XF ; 15 ; Rober ; 82 
 1354 ; Жетон. Международная выставка "Обработки металлов". Бирмингем ;  ;  ; Б/м ; VF- ; 60 ; Коллекционер ; 95 
 1255 ; Медаль фронта национального освобождения. Бельгия ; 2МВ ;  ; Ж/м ; AU/XF ; 65 ; daniz ; 1642 
 1256 ; Медаль. 25 лет народной власти. Болгария ;  ;  ; Ж/м ; XF+ ; 14 ; allur65 ; 112 
 1257 ; Бронзовая медаль Карла "За храьрость". Австро-Венгрия ;  ;  ; Br ; VF-XF ; 68 ; daniz ; 1915 
 1258 ; Почетная медаль ;  ;  ; Ж/м ; XF ; 36 ; vitapool ; 389 
 1259 ; Медаль. 60 лет Монгольской народной революции ;  ;  ; Ж/м,эмаль ; XF- ; 21 ; Sofia ; 203 
 1260 ; Медаль за 20 лет пожарной службы. Венгрия ; 1958 ;  ; Ж/м ; XF ; 36 ; costa ; 526 
 1261 ; Медаль. 40 лет Социалистической Болгарии. Болгария ;  ;  ; Ж/м ; XF+ ; 21 ; allur65 ; 101 
 1262 ; Орден Льва с розеткой. Финляндия ;  ;  ; Ag,эмаль ; XF+ ; 64 ; lvovich ; 3366 
 1263 ; Орден Белой Розы. Финляндия ;  ;  ; Ag,эмаль ; AU ; 70 ; loshuligan ; 6005 
 1264 ; Огненный крест. Бельгия ; 1МВ ;  ; Ж/м ; AU/XF ; 27 ; daniz ; 2052 
 1265 ; Медаль "За заслуги в охране общественного порядка" I степени. Польша ;  ;  ; Ж/м ; XF- ; 67 ; daniz ; 1134 
 1266 ; Медаль "За заслуги в охране общественного порядка" II степени. Польша ;  ;  ; Б/м ; XF- ; 15 ; costa ; 286 
 1267 ; Медаль "За заслуги в охране общественного порядка" III степени. Польша ;  ;  ; Ж/м ; VF-XF ; 42 ; costa ; 114 
 1268 ; Медаль "На службе народу XXX лет". Польша ;  ;  ; Ж/м ; VF-XF ; 51 ; daniz ; 740 
 1269 ; Медаль "На службе народу X лет". Польша ;  ;  ; Br ; VF-XF ; 25 ; daniz ; 727 
 1270 ; Медаль 4-го типа. Чехословацкая революция. Чехословакия ; 1МВ ;  ; Ж/м ; XF ; 77 ; Ag999 ; 1745 
 1271 ; Медаль за IIМВ Англия. На оригинальной ленте ;  ;  ; Б/м ; XF+ ; 34 ; a_kog ; 1316 
 1272 ; Медаль за Индию. Англия. На оригинальной ленте ;  ;  ; Б/м ; VF-XF ; 22 ; alexander9595 ; 888 
 1273 ; Медаль боеготовности ВВС США. Уменьшенная копия, на оригинальной ленте. США ;  ;  ; Br ; XF+ ; 24 ; pompeius ; 250 
 1274 ; Миниатюрная медаль в память 2МВ с 3-мя планками. Бельгия ;  ;  ; Br ; XF+ ; 28 ; John16 ; 465 
 1275 ; Миниатюрная гражданская медаль сопротивления 2МВ. Бельгия ;  ;  ; Br ; XF- ; 36 ; alexander9595 ; 227 
