 5556 ; Почтовая карточка Будапешт ; 1932 ;  ;  ;  ; 26 ; Приор ; 255 
 3255 ; 10 сентимес. Франция. Токен ; 1920 ;  ; Al ; VF+ ; 19 ; 220W ; 159 
 3256 ; 10 сентимес. Франция. Токен ; 1922 ;  ; Al ; VF+ ; 17 ; to-to ; 438 
 3257 ; 5 сентимес. Франция. Токен ; 1921 ;  ; Al ; VF+ ; 17 ; kuzun ; 459 
 3258 ; 5 сентимес. Франция. Токен ;  ;  ; Al ; VF+ ; 14 ; vb96 ; 215 
 3159 ; 1 доллар. Канада. Калгари ; 1975 ;  ; Ag ; XF+ ; 11 ; Mike! ; 579 
 3160 ; 1 доллар. Канада. Ванкувер ; 1986 ;  ; Ag ; XF+/AU ; 17 ; Balagur ; 807 
 3161 ; 500 марок. Финляндия. Олимпиада ; 1952 ;  ; Ag ; XF ; 16 ; заяц побегаец ; 561 
 3162 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 21 ; cfif24 ; 522 
 3163 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; XF ; 18 ; StasStas ; 201 
 3164 ; 1/2 кроны. Великобритания ; 1939 ;  ; Ag ; VF- ; 6 ; тикси3 ; 204 
 3165 ; 10 марок. Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 18 ; заяц побегаец ; 389 
 3166 ; 10 марок. Финляндия. Кекконен ; 1975 ;  ; Ag ; XF+ ; 30 ; shuman71 ; 397 
 3167 ; 1/2 кроны. Великобритания ; 1937 ;  ; Ag ; VF ; 25 ; Elephant ; 223 
 3168 ; 1/2 кроны. Великобритания ; 1928 ;  ; Ag ; VF ; 16 ; жора ; 350 
 3169 ; 1/2 кроны. Великобритания ; 1922 ;  ; Ag ; VF+ ; 15 ; StasStas ; 410 
 3170 ; 1/2 доллара. США ; 1968D ;  ; Ag ; XF ; 13 ; modul ; 249 
 3171 ; 1/2 доллара. США ; 1967 ;  ; Ag ; VF ; 11 ; modul ; 249 
 3172 ; 1/2 доллара. США ; 1967 ;  ; Ag ; XF ; 16 ; modul ; 249 
 3173 ; 1/2 доллара. США ; 1967 ;  ; Ag ; VF-XF ; 11 ; modul ; 250 
 3174 ; 1/2 доллара. США ; 1968D ;  ; Ag ; XF ; 15 ; modul ; 250 
 3175 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; XF- ; 19 ; StasStas ; 184 
 3176 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; XF ; 60 ; pref ; 182 
 3177 ; 100 марок. Финляндия ; 1957 ;  ; Ag ; AU ; 10 ; StasStas ; 184 
 3178 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; AU ; 9 ; StasStas ; 184 
 3179 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 9 ; modul ; 180 
 3180 ; 500 марок. Финляндия. Олимпиада ; 1952 ;  ; Ag ; VF+ ; 15 ; заяц побегаец ; 560 
 3181 ; 100 марок. Финляндия ; 1958 ;  ; Ag ; AU ; 12 ; modul ; 180 
 3182 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; XF+ ; 11 ; StasStas ; 184 
 3183 ; 500 марок. Финляндия. Олимпиада ; 1952 ;  ; Ag ; XF- ; 26 ; Jeff ; 551 
 3184 ; 1 шиллинг. Австралия ; 1952 ;  ; Ag ; VF ; 16 ; El dinero ; 142 
 3185 ; 1 шиллинг. Австралия ; 1952 ;  ; Ag ; VF- ; 7 ; shuman71 ; 101 
 3186 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 13 ; modul ; 180 
 3187 ; 1 шиллинг. Австралия ; 1952 ;  ; Ag ; VF- ; 17 ; modul ; 142 
 3188 ; 1 шиллинг. Австралия ; 1948 ;  ; Ag ; VF- ; 10 ; modul ; 101 
 3189 ; 200 марок. Финляндия ; 1957 ;  ; Ag ; XF+ ; 15 ; Noble ; 184 
 3190 ; 200 марок. Финляндия ; 1956 ;  ; Ag ; XF ; 11 ; StasStas ; 184 
 3191 ; 10 марок. Финляндия. Кекконен ; 1975 ;  ; Ag ; AU ; 20 ; Мандарин ; 397 
 3192 ; 100 марок. Финляндия ; 1956 ;  ; Ag ; AU ; 9 ; StasStas ; 159 
 3193 ; 500 марок. Финляндия. Олимпиада ; 1952 ;  ; Ag ; VF+ ; 41 ; заяц побегаец ; 679 
 3194 ; 10 марок. Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 23 ; Мандарин ; 397 
 3195 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 15 ; фрегат ; 617 
 3196 ; 2 кроны. Австрия ; 1912 ;  ; Ag ; XF ; 24 ; shuman71 ; 603 
 3197 ; 2 кроны. Австрия ; 1913 ;  ; Ag ; VF-XF ; 19 ; CMSpb ; 535 
 3198 ; 1 шиллинг. Австрия. Венский парламент ; 1925 ;  ; Ag ; XF+ ; 23 ; kostya12.04.1994 ; 214 
 3199 ; 100 йен. Япония. Олимпиада в Токио ; 1964 ;  ; Ag ; XF+ ; 25 ; Недорого ; 141 
 3200 ; 100 йен. Япония. Олимпиада в Токио ; 1964 ;  ; Ag ; XF+ ; 19 ; shuman71 ; 142 
 3201 ; 100 йен. Япония ; 1964 ;  ; Ag ; XF ; 18 ; жора ; 151 
 3202 ; 10 центов. Канада ; 1907 ;  ; Ag ; VF- ; 15 ; El dinero ; 116 
 3203 ; 10 центов. Канада ; 1914 ;  ; Ag ; VF+ ; 21 ; матрос1973 ; 156 
 3204 ; 5 центов. Канада ; 1918 ;  ; Ag ; VF+ ; 9 ; El dinero ; 169 
 3205 ; 3 пенса. Австралия ; 1911 ;  ; Ag ; VF+ ; 30 ; cboker ; 234 
 3206 ; 3 пенса. Великобритания ; 1891 ;  ; Ag ; VF ; 25 ; zx123 ; 266 
 3207 ; 3 пенса. Южная Африка ; 1927 ;  ; Ag ; VF+ ; 28 ; El dinero ; 190 
 3208 ; 5 центов. Ньюфаундленд ; 1929 ;  ; Ag ; VF+ ; 34 ; Magger ; 361 
 3109 ; 10 марок. ФРГ. 750 лет монастырю Св. Екатерины. 50 лет музею моря в Штральзунде. Упаковка ; 2001D ;  ; Ag ; Proof ; 29 ; magpie ; 775 
 3110 ; 10 марок. ФРГ. 750 лет монастырю Св. Екатерины. 50 лет музею моря в Штральзунде. Упаковка ; 2001A ;  ; Ag ; Proof ; 15 ; denisl ; 619 
 3111 ; 10 марок. ФРГ. Кирха в Дрездене. Упаковка ; 1995J ;  ; Ag ; Proof ; 25 ; sergeyy ; 658 
 3112 ; 10 марок. ФРГ. 750 лет Берлину. Упаковка ; 1987J ;  ; Ag ; Proof ; 22 ; sergeyy ; 624 
 3113 ; 10 марок. ФРГ. 1000 лет Потсдаму. Упаковка ; 1993F ;  ; Ag ; Proof ; 28 ; sergeyy ; 623 
 3114 ; 10 марок. ФРГ. Артур Шопенгауэр. Упаковка ; 1988D ;  ; Ag ; Proof ; 20 ; denisl ; 600 
 3115 ; 10 марок. ФРГ. 30 лет Римскому договору ; 1987G ;  ; Ag ; Proof ; 29 ; denisl ; 605 
 3116 ; 10 марок. ФРГ. 50 лет покушения на Гитлера. Упаковка ; 1994А ;  ; Ag ; Proof ; 22 ; Elephant ; 520 
 3117 ; 10 марок. ФРГ. Вильям Рентген. Упаковка ; 1995D ;  ; Ag ; Proof ; 33 ; sergeyy ; 624 
 3118 ; 10 марок. ФРГ. Роберт Кох. Упаковка ; 1993J ;  ; Ag ; Proof ; 19 ; sergeyy ; 486 
 3119 ; 10 марок. ФРГ.  150 лет основания колпингнизма. Упаковка ; 1996А ;  ; Ag ; Proof ; 22 ; denisl ; 555 
 3120 ; 10 марок. ФРГ. Иоганн Гердер. Упаковка ; 1994G ;  ; Ag ; Proof ; 22 ; Noble ; 611 
 3121 ; 5 марок. ФРГ. Отто Ханн. Упаковка нарушена ; 1979G ;  ; Cu/Ni ; Proof ; 24 ; л842 ; 297 
 3122 ; 5 марок. ФРГ. Феликс Бартольди. Упаковка ; 1984J ;  ; Cu/Ni ; Proof ; 21 ; л842 ; 303 
 3123 ; 5 марок. ФРГ. Карл Маркс. Упаковка ; 1983J ;  ; Cu/Ni ; Proof ; 27 ; Holder31 ; 363 
 3124 ; 5 марок. ФРГ. Готхольд Лессинг. Упаковка ; 1981J ;  ; Cu/Ni ; Proof ; 22 ; л842 ; 303 
 3125 ; 5 марок. ФРГ. 600 лет университету Хайдельберга. Упаковка ; 1986D ;  ; Cu/Ni ; Proof ; 29 ; sergeyy ; 334 
 3126 ; 5 марок. ФРГ. Карл фон Штейн. Упаковка ; 1981G ;  ; Cu/Ni ; Proof ; 16 ; chief com ; 171 
 3127 ; 5 марок. ФРГ. Кельнский собор. Упаковка ; 1980F ;  ; Cu/Ni ; Proof ; 30 ; л842 ; 297 
 3128 ; 5 марок. ФРГ. 150 лет образования немецкого таможенного союза. Упаковка ; 1984D ;  ; Cu/Ni ; Proof ; 12 ; sibirian ; 153 
 3129 ; 5 марок. ФРГ. Альберт Швейтцер. Упаковка ; 1975G ;  ; Ag ; Proof ; 15 ; denisl ; 359 
 3130 ; 5 марок. ФРГ. Год защиты памятников. Упаковка ; 1975F ;  ; Ag ; Proof ; 16 ; denisl ; 305 
 3131 ; 5 марок. ФРГ. Густав Штрессманн. Упаковка ; 1978D ;  ; Ag ; Proof ; 21 ; Holder31 ; 357 
 3132 ; 5 марок. ФРГ. Гриммельсгаузен. Упаковка ; 1976D ;  ; Ag ; Proof ; 17 ; denisl ; 317 
 3133 ; 5 марок. ФРГ. Николай Коперник. Упаковка ; 1973J ;  ; Ag ; Proof ; 31 ; 3ТЭП75 ; 360 
 3134 ; 5 марок. ФРГ. Карл Фридрих Гусс. Упаковка ; 1977J ;  ; Ag ; Proof ; 26 ; an78gg ; 357 
 3135 ; 5 марок. ФРГ. Фридрих ; 1986F ;  ; Cu/Ni ; Proof ; 30 ; л842 ; 302 
 3136 ; 5 марок. ФРГ. 150 лети железной дороге ; 1985G ;  ; Cu/Ni ; Proof ; 19 ; л842 ; 296 
 3137 ; 10 евро. Германия ; 2009A ;  ; Ag ; XF+ ; 16 ; Mike! ; 793 
 3138 ; 10 евро. Франция. ; 2009 ;  ; Ag ; AU ; 11 ; Mike! ; 725 
 3139 ; 1 доллар. Канада. 100 лет Виннипегу ; 1974 ;  ; Ag ; AU ; 9 ; Mike! ; 567 
 3140 ; 1 доллар Канада. Универсиада в Эдмонтоне ; 1983 ;  ; Ag ; Proof ; 14 ; Mike! ; 536 
 3141 ; 1 доллар Канада. Британская Колумбия ; 1971 ;  ; Ag ; Proof ; 9 ; Mike! ; 484 
 3142 ; 8 евро. Португалия ; 2005 ;  ; Ag ; XF ; 12 ; Mike! ; 578 
 3143 ; 1 доллар. Канада. 100 лет Конфедерации ; 1967 ;  ; Ag ; XF ; 11 ; Mike! ; 634 
 3144 ; 100 шиллингов Австрия. Олимпиада ; 1976 ;  ; Ag ; Proof ; 24 ; Mike! ; 722 
 3145 ; 1 гульден. Данциг ; 1923 ;  ; Ag ; VF+ ; 60 ; Mike! ; 2243 
 3146 ; 10 крон. Чехословакия ; 1931 ;  ; Ag ; VF- ; 20 ; El dinero ; 400 
 3147 ; 100 шиллингов. Австрия ; 1975 ;  ; Ag ; XF+ ; 5 ; Mike! ; 627 
 3148 ; 100 крон. Чехословакия. Карловский университет ; 1948 ;  ; Ag ; XF ; 27 ; Mike! ; 461 
 3149 ; 20 крон. Чехословакия ; 1937 ;  ; Ag ; XF+ ; 23 ; Mike! ; 601 
 3150 ; 10 шиллингов. Австрия ; 1959 ;  ; Ag ; XF- ; 16 ; Mike! ; 165 
 3151 ; 1 шиллинг. Австрия ; 1925 ;  ; Ag ; VF+ ; 18 ; Mike! ; 255 
 3152 ; 5 франков. Франция ; 1839 ;  ; Ag ; F ; 22 ; Mike! ; 946 
 3153 ; 5 пенго. Венгрия. ; 1938 ;  ; Ag ; XF ; 37 ; razum0610 ; 2099 
 3154 ; 2 фунта. Великобритания ; 2013 ;  ; Ag ; AU ; 24 ; didisister ; 2001 
 3155 ; 25 центов. Канада ; 1968 ;  ; Ag ; VF- ; 11 ; Mike! ; 147 
 3156 ; 5 пенго. Венгрия ; 1938 ;  ; Ag ; XF+ ; 14 ; Mike! ; 2000 
 3157 ; 1 доллар. Канада. Грифон ; 1979 ;  ; Ag ; AU ; 23 ; Mike! ; 634 
 3158 ; 1 доллар. Канада. Калгари ; 1975 ;  ; Ag ; XF+ ; 22 ; Balagur ; 864 
 3059 ; 100 крон. Чехословакия. 100 лет Национальному театру в Праге ; 1983 ;  ; Ag ; AU ; 9 ; Schwer ; 589 
 3060 ; 25 крон. Чехословакия. 10 лет Словакскому восстанию ; 1954 ;  ; Ag ; XF ; 12 ; CMSpb ; 569 
 3061 ; 10 крон. Чехословакия. 10 лет Словакскому восстанию ; 1954 ;  ; Ag ; XF ; 18 ; Elephant ; 461 
 3062 ; 20 крон. Чехословакия ; 1933 ;  ; Ag ; VF ; 22 ; shuman71 ; 416 
 3063 ; 100 крон. Чехословакия. 100 лет Карловскому университету ; 1948 ;  ; Ag ; XF ; 25 ; папашаГарпагон ; 408 
 3064 ; 10 крон. Чехословакия. 10 лет освобождения Германии ; 1955 ;  ; Ag ; XF ; 25 ; CMSpb ; 459 
 3065 ; 50 крон. Чехословакия. Словакское восстание ; 1947 ;  ; Ag ; XF+ ; 11 ; Schwer ; 410 
 3066 ; 1 крона. Австрия ; 1915 ;  ; Ag ; XF- ; 32 ; luchano ; 340 
 3067 ; 1 крона. Австрия ; 1914 ;  ; Ag ; XF+ ; 29 ; luchano ; 493 
 3068 ; 10 евро. Германия. ФИФА ; 2003 ;  ; Ag ; AU ; 13 ; sibirian ; 725 
 3069 ; Лот снят ;  ;  ;  ;  ; 0 ;  ; 0 
 3070 ; 1 доллар. Самоа. Рождество ; 2013 ;  ; Cu-Ni,серебрени ; Proof ; 39 ; istleman ; 332 
 3071 ; 10 марок. ФРГ. Генрих Гейне. Упаковка ; 1997J ;  ; Ag ; Proof ; 34 ; Noble ; 677 
 3072 ; 10 марок. ФРГ. 100 лет дизельному мотору. Упаковка ; 1997J ;  ; Ag ; Proof ; 40 ; Фома ; 649 
 3073 ; 10 марок. ФРГ. Филипп Меланхтон. Упаковка ; 1997J ;  ; Ag ; Proof ; 42 ; chief com ; 787 
 3074 ; 10 марок. ФРГ. Кейт Колвитц. Упаковка нарушена ; 1992G ;  ; Ag ; Proof ; 29 ; denisl ; 611 
 3075 ; 10 марок. ФРГ Орден Pour le Merite. Упаковка ; 1992D ;  ; Ag ; Proof ; 21 ; denisl ; 603 
 3076 ; 10 марок. ФРГ. Генрих Лев. Упаковка ; 1995А ;  ; Ag ; Proof ; 22 ; partanen ; 603 
 3077 ; 10 марок. ФРГ. Альберт Густав Лорцинг. Упаковка ; 2001J ;  ; Ag ; Proof ; 19 ; denisl ; 619 
 3078 ; 10 марок. ФРГ. Альберт Густав Лорцинг. Упаковка ; 2001G ;  ; Ag ; Proof ; 32 ; Фома ; 714 
 3079 ; 10 марок. ФРГ. Альберт Густав Лорцинг. Упаковка ; 2001F ;  ; Ag ; Proof ; 25 ; Holder31 ; 658 
 3080 ; 10 марок. ФРГ. Альберт Густав Лорцинг. Упаковка ; 2001D ;  ; Ag ; Proof ; 20 ; Фома ; 692 
 3081 ; 10 марок. ФРГ. Альберт Густав Лорцинг. Упаковка ; 2001A ;  ; Ag ; Proof ; 24 ; Фома ; 711 
 3082 ; 10 марок. ФРГ. 10 лет объединения Германии. Упаковка ; 2000J ;  ; Ag ; Proof ; 39 ; magpie ; 794 
 3083 ; 10 марок. ФРГ. 10 лет объединения Германии. Упаковка ; 2000G ;  ; Ag ; Proof ; 21 ; Фома ; 713 
 3084 ; 10 марок. ФРГ. 10 лет объединения Германии. Упаковка ; 2000F ;  ; Ag ; Proof ; 15 ; Фома ; 632 
 3085 ; 10 марок. ФРГ. 10 лет объединения Германии. Упаковка ; 2000D ;  ; Ag ; Proof ; 20 ; Фома ; 645 
 3086 ; 10 марок. ФРГ. 10 лет объединения Германии. Упаковка ; 2000A ;  ; Ag ; Proof ; 18 ; magpie ; 645 
 3087 ; 10 марок. ФРГ. 50 лет федеральному  конституционному суду Германии. Упаковка ; 2001J ;  ; Ag ; Proof ; 26 ; magpie ; 777 
 3088 ; 10 марок. ФРГ. 50 лет федеральному  конституционному суду Германии. Упаковка ; 2001G ;  ; Ag ; Proof ; 21 ; Фома ; 700 
 3089 ; 10 марок. ФРГ. 50 лет федеральному  конституционному суду Германии. Упаковка ; 2001F ;  ; Ag ; Proof ; 24 ; magpie ; 731 
 3090 ; 10 марок. ФРГ. 50 лет федеральному  конституционному суду Германии. Упаковка ; 2001D ;  ; Ag ; Proof ; 23 ; magpie ; 700 
 3091 ; 5 марок. ФРГ. Герхард Меркатор. Упаковка ; 1969F ;  ; Ag ; AU ; 24 ; 3ТЭП75 ; 300 
 3092 ; 5 марок. ФРГ. Рейхстаг. Упаковка ; 1971G ;  ; Ag ; AU ; 22 ; артега ; 344 
 3093 ; 5 марок. ФРГ. Людвиг Бетховен. Упаковка ; 1970F ;  ; Ag ; AU ; 19 ; артега ; 282 
 3094 ; 5 марок. ФРГ. Теодор Фонтане. Упаковка ; 1969G ;  ; Ag ; AU ; 21 ; артега ; 305 
 3095 ; 5 марок. ФРГ. Фридрих Эберт. Упаковка ; 1975J ;  ; Ag ; Proof ; 23 ; an78gg ; 340 
 3096 ; 5 марок. ФРГ. Генрих фон Кляйст. Упаковка ; 1977G ;  ; Ag ; Proof ; 27 ; bubel ; 466 
 3097 ; 5 марок. ФРГ. Парламент. Упаковка ; 1973G ;  ; Ag ; Proof ; 21 ; denisl ; 306 
 3098 ; 5 марок. ФРГ. Археологический институт в Германии. Упаковка ; 1979J ;  ; Ag ; Proof ; 27 ; Holder31 ; 397 
 3099 ; 5 марок. ФРГ. 25 лет конституции. Упаковка ; 1974F ;  ; Ag ; Proof ; 24 ; 3ТЭП75 ; 340 
 3100 ; 5 марок. ФРГ. Альбрехт Дюрер. Упаковка ; 1971D ;  ; Ag ; Proof ; 37 ; sergeyy ; 407 
 3101 ; 5 марок. ФРГ. Иммануил Кант. Упаковка ; 1974D ;  ; Ag ; Proof ; 26 ; sergeyy ; 345 
 3102 ; 5 марок. ФРГ. Бальтазар Ньюманн. Упаковка ; 1978F ;  ; Ag ; Proof ; 20 ; rem ; 312 
 3103 ; 5 марок. ФРГ. Европейский год музыки. Упаковка нарушена ; 1985F ;  ; Cu/Ni ; Proof ; 25 ; артега ; 326 
 3104 ; 5 марок. ФРГ. Иоганн Гете. Упаковка ; 1982D ;  ; Cu/Ni ; Proof ; 23 ; bubel ; 160 
 3105 ; 10 марок. ФРГ. 50 лет федеральному  конституционному суду Германии. Упаковка ; 2001A ;  ; Ag ; Proof ; 15 ; Vanka ; 606 
 3106 ; 10 марок. ФРГ. 750 лет монастырю Св. Екатерины. 50 лет музею моря в Штральзунде. Упаковка ; 2001J ;  ; Ag ; Proof ; 28 ; magpie ; 775 
 3107 ; 10 марок. ФРГ. 750 лет монастырю Св. Екатерины. 50 лет музею моря в Штральзунде. Упаковка ; 2001G ;  ; Ag ; Proof ; 25 ; salim ; 752 
 3108 ; 10 марок. ФРГ. 750 лет монастырю Св. Екатерины. 50 лет музею моря в Штральзунде. Упаковка ; 2001F ;  ; Ag ; Proof ; 29 ; magpie ; 809 
 3009 ; 500 милс. Кипр ; 1970 ;  ; Cu-Ni ; AU ; 39 ; avvas ; 322 
 3010 ; 4 доллара. Барбадос. F.A.O ; 1970 ;  ; Cu-Ni ; XF+ ; 22 ; Плутос ; 508 
 3011 ; 20 бат. Таиланд ; 1963 ;  ; Ag ; XF ; 67 ; кве ; 1763 
 3012 ; 50 сатанг-1/2 бата. Таиланд ; 1929 ;  ; Ag ; XF+ ; 113 ; кве ; 4590 
 3013 ; 1/4 бата. Таиланд ; 20в ;  ; Ag ; VF- ; 27 ; ufa ; 444 
 3014 ; 1/8 бата. Таиланд ; 20в ;  ; Ag ; VF+ ; 49 ; mkm1968 ; 784 
 3015 ; Монета. Восток ;  ;  ; Ag ; F- ; 28 ; Плутос ; 762 
 3016 ; 1 унция серебра. США. Свобода ;  ;  ; Ag ; AU ; 38 ; 8888 ; 1681 
 3017 ; 5 долларов. Канада. 1 унция серебра. Супермен ; 2016 ;  ; Ag ; AU ; 19 ; Мотя ; 1483 
 3018 ; 2 фунта. Великобритания. 1 унция серебра ; 2017 ;  ; Ag ; AU ; 25 ; SergeyAnatoljevich ; 2042 
 3019 ; 10 юаней. Китай. Панда ; 2017 ;  ; Ag ; AU ; 51 ; didisister ; 1878 
 3020 ; 10 франков. Демократическая Республика Конго. 1 унция серебра. "Жизнь в розовом цвете" ; 2001 ;  ; Ag ; Proof-Like ; 33 ; miranda ; 2176 
 3021 ; 20 злотых. Польша. Иван Купала ; 2006 ;  ; Ag ; Proof-Like ; 45 ; маняня ; 1290 
 3022 ; 1 доллар. Ниуэ. Год дракона. Сертификат ; 2012 ;  ; Ag ; Proof ; 30 ; Ostriy ; 1746 
 3023 ; 20 рублей. Белоруссия. Амур и Психея ; 2010 ;  ; Ag ; Proof ; 22 ; dsp ; 1551 
 3024 ; 10 динаров. Андорра. Леонардо Да Винчи ; 2008 ;  ; Ag ; Proof ; 29 ; Мотя ; 1469 
 3025 ; 10 долларов. Острова Кука. 1 унция серебра. Джон Рокфеллер Ст. ; 2008 ;  ; Ag ; AU ; 18 ; sileng ; 1588 
 3026 ; 5 франков. Франция ; 1844 ;  ; Ag ; VF ; 10 ; ДУНКАН МАКЛАУД ; 1127 
 3027 ; 5 франков. Франция ; 1849 ;  ; Ag ; VF- ; 19 ; универсал ; 999 
 3028 ; 5 франков. Франция ; 1875 ;  ; Ag ; VF- ; 9 ; S1952 ; 955 
 3029 ; 10 франков. Густав Климт. Сертификат ; 1997 ;  ; Ag ; Proof ; 21 ; LEXAI ; 1314 
 3030 ; 100 франков. Франция. Пантеон ; 1983 ;  ; Ag ; XF ; 9 ; жора ; 609 
 3031 ; 1 франк. Франция. ; 1917 ;  ; Ag ; XF+ ; 20 ; StasStas ; 250 
 3032 ; 5 франков. Бельгия ; 1873 ;  ; Ag ; VF+ ; 9 ; arcadymer ; 1200 
 3033 ; 1/2 доллара. США ; 1967 ;  ; Ag ; VF+ ; 15 ; d.plotnikov ; 271 
 3034 ; 1 крона. Британские Бермуды ; 1964 ;  ; Ag ; XF ; 27 ; митяй ; 1054 
 3035 ; 1 доллар. Канада. 100 лет конной полиции ; 1973 ;  ; Ag ; AU ; 12 ; Markgraf ; 609 
 3036 ; 1 доллар. Канада. Трансконтинентальная ж/д ; 1981 ;  ; Ag ; Proof ; 9 ; Balagur ; 741 
 3037 ; 10 марок. Финляндия. Чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 17 ; denisey57 ; 399 
 3038 ; 10 марок. Финляндия. Чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 19 ; denisey57 ; 399 
 3039 ; 10 марок. Финляндия. Чемпионат по атлетике ; 1971 ;  ; Ag ; AU ; 17 ; denisey57 ; 391 
 3040 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 19 ; cfif24 ; 509 
 3041 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 22 ; Walther ; 612 
 3042 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 24 ; cfif24 ; 509 
 3043 ; 10 марок. Финляндия. 50 лет независимости ; 1967 ;  ; Ag ; AU ; 23 ; denisey57 ; 509 
 3044 ; 10 марок Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 19 ; denisey57 ; 401 
 3045 ; 10 марок Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 21 ; denisey57 ; 419 
 3046 ; 10 марок Финляндия. Паасикиви ; 1970 ;  ; Ag ; AU ; 24 ; SER 888 ; 390 
 3047 ; 1 доллар. Австралия. Коала ; 2014 ;  ; Ag ; AU ; 43 ; ДУНКАН МАКЛАУД ; 1325 
 3048 ; 1 онза. Мексика ; 2014 ;  ; Ag ; AU ; 47 ; dim66 ; 1379 
 3049 ; 100 шиллингов. Сомали. Слон ; 2014 ;  ; Ag ; Proof ; 21 ; cfif24 ; 1172 
 3050 ; 10 евро. Германия. 100 лет Международной экспозиции воздухоплавания ; 2009D ;  ; Ag ; AU ; 12 ; sibirian ; 746 
 3051 ; 10 евро. Германия. Юстус фон Либих ; 2003J ;  ; Ag ; XF+ ; 11 ; sibirian ; 731 
 3052 ; 10 евро. Германия. Робер Шуманн ; 2010J ;  ; Ag ; XF+ ; 9 ; sibirian ; 731 
 3053 ; 50 шиллингов. Австрия. 125 лет ; 1974 ;  ; Ag ; Proof ; 19 ; water spirit ; 604 
