 5905 ; Бона иностранная ;  ;  ;  ; AU ; 20 ; Папа с рацией ; 82 
 1711 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 13 ; karden5 ; 114 
 1712 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 10 ; zemlyk2014 ; 89 
 1713 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 10 ; zemlyk2014 ; 114 
 1714 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 12 ; av45621 ; 119 
 1715 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 21 ; ростов ; 267 
 1716 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 12 ; Дима Шухов ; 117 
 1717 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 11 ; t_v_v ; 91 
 1718 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 8 ; zemlyk2014 ; 91 
 1719 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 20 ; stark-2006 ; 383 
 1720 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 10 ; aaa2009 ; 216 
 1721 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 23 ; sasevasa ; 2500 
 1722 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 26 ; Bonyf ; 128 
 1723 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF ; 10 ; paranoy ; 112 
 1724 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 6 ; BillBerri ; 55 
 1725 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 15 ; iizikul ; 465 
 1726 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 28 ; шахтер-61 ; 616 
 1727 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 16 ; трынь трынь 2 ; 375 
 1728 ; 5 рублей. Упаковка ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 28 ; трынь трынь 2 ; 300 
 1729 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 13 ; josska ; 121 
 1730 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 14 ; paranoy ; 123 
 1731 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 16 ; кузнец ; 140 
 1732 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 14 ; кузнец ; 139 
 1733 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 14 ; KhS ; 142 
 1734 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 13 ; arsenich-s ; 139 
 1635 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 16 ; Val1978 ; 157 
 1636 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 25 ; malshy ; 1538 
 1637 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 18 ; malshy ; 1029 
 1638 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 31 ; нионила ; 1561 
 1639 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 42 ; Armando ; 2797 
 1640 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 11 ; malshy ; 179 
 1641 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 21 ; AVP86 ; 187 
 1642 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 26 ; Дима Шухов ; 202 
 1643 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 21 ; malshy ; 773 
 1644 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 16 ; сортам70 ; 171 
 1645 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 16 ; кузнец ; 179 
 1646 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 18 ; malshy ; 194 
 1647 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 22 ; Sairam ; 266 
 1648 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 20 ; malshy ; 208 
 1649 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 20 ; кузнец ; 174 
 1650 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 23 ; кузнец ; 174 
 1651 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 19 ; сортам70 ; 189 
 1652 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 14 ; KhS ; 162 
 1653 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 15 ; malshy ; 208 
 1654 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 17 ; malshy ; 306 
 1655 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 21 ; KhS ; 140 
 1656 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Unc ; 15 ; Val1978 ; 126 
 1657 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 41 ; Дмитрий1 ; 126 
 1658 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 26 ; Val1978 ; 152 
 1659 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 20 ; karden5 ; 149 
 1660 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 28 ; Val1978 ; 172 
 1661 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 18 ; karden5 ; 149 
 1662 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 14 ; karden5 ; 146 
 1663 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 14 ; karden5 ; 143 
 1664 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 12 ; karden5 ; 114 
 1665 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 14 ; karden5 ; 138 
 1666 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 14 ; karden5 ; 138 
 1667 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 17 ; Sairam ; 152 
 1668 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 27 ; malshy ; 193 
 1669 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 33 ; malshy ; 230 
 1670 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 18 ; malshy ; 193 
 1671 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 50 ; stark-2006 ; 252 
 1672 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 15 ; мехельсон ; 261 
 1673 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 17 ; malshy ; 232 
 1674 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 14 ; сортам70 ; 152 
 1675 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 17 ; KhS ; 179 
 1676 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 19 ; karden5 ; 182 
 1677 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 12 ; сортам70 ; 162 
 1678 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 16 ; KhS ; 176 
 1679 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 16 ; KhS ; 179 
 1680 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 24 ; stark-2006 ; 200 
 1681 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 15 ; сортам70 ; 152 
 1682 ; 1 рубль. Новодел ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 30 ; evRoman7 ; 308 
 1683 ; 1 рубль. Новодел ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 16 ; Mahfey ; 306 
 1684 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 27 ; 01020304 ; 561 
 1585 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 15 ; KhS ; 178 
 1586 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; Proof ; 20 ; сортам70 ; 201 
 1587 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 25 ; AVP86 ; 194 
 1588 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 22 ; sibirian ; 1002 
 1589 ; 1 рубль. Новодел ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 24 ; Gorood ; 371 
 1590 ; 1 рубль. Новодел ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 29 ; arsenich-s ; 459 
 1591 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; Unc ; 39 ; timob ; 1299 
 1592 ; 1 рубль. Новодел ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 31 ; Gorood ; 419 
 1593 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 32 ; Gorood ; 419 
 1594 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Proof ; 44 ; 111111 ; 4355 
 1595 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Proof ; 45 ; mebius ; 18360 
 1596 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Proof ; 34 ; пека17 ; 2106 
 1597 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Proof ; 37 ; kornum ; 2395 
 1598 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Proof ; 30 ; mebius ; 2867 
 1599 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Proof ; 30 ; mebius ; 2867 
 1600 ; 1 рубль. Новодел ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 40 ; Sairam ; 510 
 1601 ; 1 рубль. Новодел ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 33 ; arsenich-s ; 523 
 1602 ; 1 рубль. Новодел ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 27 ; arsenich-s ; 369 
 1603 ; 1 рубль. Новодел ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 35 ; virtualman ; 527 
 1604 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 26 ; Gorood ; 419 
 1605 ; 1 рубль. Новодел ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 19 ; Gorood ; 419 
 1606 ; 1 рубль. Новодел ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 18 ; persep ; 459 
 1607 ; 1 рубль. Новодел ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 21 ; Gorood ; 393 
 1608 ; 1 рубль. Новодел ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 35 ; Gorood ; 417 
 1609 ; 1 рубль. Новодел ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 18 ; zsefvg ; 554 
 1610 ; 1 рубль. Новодел ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 29 ; magpie ; 505 
 1611 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 22 ; Gorood ; 385 
 1612 ; 1 рубль. Новодел ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 23 ; Gorood ; 471 
 1613 ; 1 рубль. Новодел ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 30 ; arsenich-s ; 503 
 1614 ; 1 рубль. Новодел ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 33 ; Gorood ; 514 
 1615 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 38 ; sla ; 223 
 1616 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 14 ; stark-2006 ; 138 
 1617 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 17 ; stark-2006 ; 148 
 1618 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 17 ; karden5 ; 148 
 1619 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 13 ; karden5 ; 148 
 1620 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 14 ; karden5 ; 148 
 1621 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 37 ; Val1978 ; 255 
 1622 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 12 ; StrongTrading ; 150 
 1623 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 12 ; karden5 ; 148 
 1624 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 23 ; Val1978 ; 247 
 1625 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 12 ; karden5 ; 143 
 1626 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 18 ; андрей1957 ; 204 
 1627 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 20 ; karden5 ; 148 
 1628 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 14 ; karden5 ; 148 
 1629 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 21 ; Лира Н ; 273 
 1630 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 14 ; karden5 ; 148 
 1631 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 15 ; karden5 ; 148 
 1632 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 10 ; радон ; 152 
 1633 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 17 ; AVP86 ; 153 
 1634 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 14 ; karden5 ; 148 
 1535 ; 100 рублей ; 1993 ; о.Шпицберген ; Лат ; AU ; 10 ; кондор ; 1134 
 1536 ; 50 рублей ; 1993 ; о.Шпицберген ; Cu/Ni ; AU ; 9 ; virtualman ; 918 
 1537 ; 25 рублей ; 1993 ; о.Шпицберген ; Cu/Ni ; AU ; 15 ; virtualman ; 1037 
 1538 ; 10 рублей ; 1993 ; о.Шпицберген ; Cu/Ni ; AU ; 16 ; virtualman ; 1037 
 1539 ; 5 ; 1998 ; о.Шпицберген ; Cu/Ni ; AU ; 18 ; bva150979 ; 2020 
 1540 ; 2 ; 1998 ; о.Шпицберген ; Лат ; XF+ ; 19 ; bva150979 ; 2120 
 1541 ; 1 ; 1998 ; о.Шпицберген ; Лат ; AU ; 17 ; ZOLTAN333 ; 2123 
 1542 ; 0,5 ; 1998 ; о.Шпицберген ; Al ; XF+/AU ; 19 ; bonipari ; 2052 
 1543 ; 0,25 ; 1998 ; о.Шпицберген ; Al ; XF+/AU ; 19 ; bonipari ; 2052 
 1544 ; 0,1 ; 1998 ; о.Шпицберген ; Al ; XF+/AU ; 21 ; igor26 ; 2061 
 1545 ; Жетон. Традиция. Москва. Российский нумизматический форум ; 2008ММД ;  ; Би/м ; Proof ; 28 ; arsenich-s ; 980 
 1546 ; Жетон. Традиция. Москва. Российский нумизматический форум ; 2009ММД ;  ; Би/м ; Proof ; 17 ; Советы ; 1182 
 1547 ; 5 копеек. Серия "Вперед". Тираж 300шт ; 2005ММД ;  ; Cu ; Proof ; 27 ; bonipari ; 1926 
 1548 ; 5 копеек. Серия "Девиз". Тираж 300шт ; 2005ММД ;  ; Cu ; Proof ; 30 ; verunk1 ; 2752 
 1549 ; 70 лет Советскому чекану - Один рубль. Тираж 2000шт ; 2003ММД ;  ; Cu-Ni ; AU ; 28 ; bonipari ; 453 
 1550 ; 70 лет Советскому чекану - Один рубль. Тираж 300шт ; 2004СПМД ;  ; Ag ; AU ; 97 ; verunk1 ; 3570 
 1551 ; 70 лет Советскому чекану - Полтинник. Тираж 1200шт ; 2006ММД ;  ; Cu-Ni ; Proof ; 35 ; verunk1 ; 1020 
 1552 ; 70 лет Советскому чекану - ГКЧП. Тираж 1000шт ; 2006ММД ;  ; Томпак ; Proof ; 20 ; bonipari ; 2550 
 1553 ; 70 лет Советскому чекану - Гривенник. Тираж 1500шт ; 2007ММД ;  ; Cu-Ni ; Proof ; 30 ; kvm64 ; 612 
 1554 ; Жетон. Министерство торговли СССР. № 12 ;  ;  ;  ; VF ; 19 ; serg07_67 ; 114 
 1555 ; Жетон. Министерство торговли СССР. № 4 ;  ;  ;  ; VF-XF ; 28 ; Alef1 ; 350 
 1556 ; Жетон. Министерство торговли СССР. № 3 ;  ;  ;  ; VF+ ; 30 ; Alef1 ; 311 
 1557 ; 20 копеек ; 1967 ;  ; Cu-Ni ; XF- ; 14 ; Al1964 ; 847 
 1558 ; 15 копеек ; 1965 ;  ; Cu-Ni ; VF-XF ; 35 ; maleevsw ; 11276 
 1559 ; 15 копеек ; 1966 ;  ; Cu-Ni ; VF+ ; 51 ; CASABLANCA ; 3238 
 1560 ; 15 копеек ; 1967 ;  ; Cu-Ni ; XF+ ; 27 ; ирренн ; 1275 
