 6007 ; Лот бон иностранных  Индонезия 5 шт. ;  ;  ;  ; AU ; 24 ; кент ; 179 
 1467 ; 2 рубля. Храм Подворье Святителя Чудотворца Николая. Сертификат ; 2011 ;  ; Ag ; Proof ; 22 ; TaraskaPeter ; 2301 
 1368 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 25 ; ed1 ; 1493 
 1369 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 34 ; ML144 ; 1440 
 1370 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 29 ; bob375 ; 1561 
 1371 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; AU ; 35 ; -1- ; 1428 
 1372 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 21 ; себер ; 1326 
 1373 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; AU ; 30 ; ML144 ; 1428 
 1374 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; AU ; 28 ; andrei71 ; 1479 
 1375 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; AU ; 28 ; -1- ; 1361 
 1376 ; 10 рублей ; 1980 ; ЛМД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; AU ; 32 ; bob375 ; 1715 
 1377 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 32 ; astksu ; 818 
 1378 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 29 ; Serg78 ; 914 
 1379 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпиады ; Ag ; AU ; 26 ; miskir254 ; 1000 
 1380 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 32 ; птичкин ; 826 
 1381 ; 5 рублей ; 1978 ; ММД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; AU ; 26 ; Грач ; 800 
 1382 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; AU ; 29 ; grisha2401 ; 902 
 1383 ; 5 рублей ; 1978 ; ММД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; AU ; 85 ; жулик ; 1091 
 1384 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 57 ; andrei71 ; 809 
 1385 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII Олимпиады ; Ag ; AU ; 18 ; grisha2401 ; 816 
 1386 ; 5 рублей ; 1979 ; ЛМД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 35 ; -1- ; 1068 
 1387 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; AU ; 42 ; grisha2401 ; 1000 
 1388 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; AU ; 19 ; 12457801 ; 826 
 1389 ; 5 рублей ; 1980 ; ЛМД Гимнастика.Игры XXII Олимпиады ; Ag ; AU ; 36 ; rav69 ; 925 
 1390 ; 5 рублей ; 1980 ; ЛМД Стрельба из лука.Игры XXII Олимпиады ; Ag ; AU ; 31 ; жулик ; 1020 
 1391 ; 5 рублей. В коробке на 28 монет ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 40 ; Mihai6 ; 4590 
 1392 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; Proof ; 23 ; боец1 ; 1020 
 1393 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 42 ; TaraskaPeter ; 3612 
 1394 ; 3 рубля ; 1991 ; ЛМД Большой театр ; Ag ; Proof ; 31 ; S.P. ; 2762 
 1395 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 45 ; TaraskaPeter ; 3087 
 1396 ; 3 рубля ; 1991 ; ММД Триумфальная арка ; Ag ; Proof ; 33 ; vania1981 ; 2968 
 1397 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 57 ; TaraskaPeter ; 2817 
 1398 ; 3 рубля ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 118 ; andrei71 ; 2023 
 1399 ; 3 рубля ; 1993 ; ММД Русский балет. Танцующая пара, UNC ; Ag ; AU ; 29 ; andrei71 ; 1386 
 1400 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавания ; Ag ; Proof ; 49 ; TaraskaPeter ; 2464 
 1401 ; 3 рубля ; 1994 ; ЛМД Смольный институт в С-Пб ; Ag ; Proof ; 71 ; sileng ; 2556 
 1402 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 42 ; TaraskaPeter ; 2354 
 1403 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая пара ; Ag ; Proof ; 48 ; аеслитак ; 1991 
 1404 ; 3 рубля ; 1995 ; ЛМД Национальная библиотека ; Ag ; Proof ; 74 ; Akatava ; 2840 
 1405 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Соболь ; Ag ; XF ; 27 ; нормировщик9 ; 1428 
 1406 ; 3 рубля ; 1997 ; ЛМД Танец маленьких лебедей ; Ag ; Proof ; 58 ; TaraskaPeter ; 3449 
 1407 ; 3 рубля ; 2006 ; ММД Государственный банк в Нижнем Новгороде ; Ag ; Proof ; 42 ; KHODOVNV77 ; 3070 
 1408 ; 3 рубля ; 2007 ; ММД Международный полярный год ; Ag ; Proof ; 65 ; TaraskaPeter ; 2826 
 1409 ; 3 рубля. Сертификат ; 2008 ; ММД Градоякутский Никольский собор, г. Якутск ; Ag ; Proof ; 37 ; TaraskaPeter ; 2875 
 1410 ; 3 рубля. Сертификат ; 2008 ; ММД Успенская Адмиралтейская церковь. г. Воронеж ; Ag ; Proof ; 45 ; Ferros ; 2865 
 1411 ; 3 рубля. Сертификат ; 2009 ; ММД История денежного обращения в России ; Ag ; Proof ; 35 ; TaraskaPeter ; 2538 
 1412 ; 3 рубля ; 2009 ; СПМД Георгий Победоносец ; Ag ; AU ; 38 ; Bolshoi2013 ; 1989 
 1413 ; 3 рубля ; 2010 ; СПМД Георгий Победоносец ; Ag ; AU ; 17 ; Bolshoi2013 ; 1587 
 1414 ; 3 рубля. Сертификат ; 2010 ; ММД 39-я Всемирная шахматная Олимпиада ; Ag ; Proof ; 58 ; borisovich ; 2968 
 1415 ; 3 рубля. Сертификат ; 2011 ; СПМД Великий шелковый путь (программа стран ЕврАзЭС) ; Ag ; Proof ; 31 ; TaraskaPeter ; 2859 
 1416 ; 3 рубля. Ферапонтов Лужецкий монастырьт ; 2012 ;  ; Ag ; Proof ; 43 ; TaraskaPeter ; 2885 
 1417 ; 3 рубля. Храм Святого Мартина Исповедника. Сертификат ; 2012 ;  ; Ag ; Proof ; 33 ; TaraskaPeter ; 3064 
 1148 ; Знак. Педагогический институт. Прибалтика ;  ;  ; Ж/м, эмаль ; VF+ ; 36 ; vv2805 ; 1275 
 1149 ; Знак. Химический факультет технологического института им. Ленсовета ;  ;  ; Al ; XF ; 7 ; VitorioVeneto ; 78 
 1150 ; Знак. 1961г ;  ;  ; Ж/м ; VF ; 3 ; sports ; 102 
 1151 ; Знак. ДСО "Спартак" ;  ;  ; Ж/м, эмаль ; XF ; 40 ; Client 337 ; 1019 
 1152 ; Знак. Спартакиада I место ;  ;  ; Ж/и ; VF ; 6 ; nikolas13 ; 51 
 1153 ; Знак.  Союз ветеранов Шуцкор. Финляндия ;  ;  ; Ag, эмаль ; XF ; 21 ; nikfed ; 996 
 1154 ; Знак. Скоростной спуск. Финляндия ;  ;  ; Ж/м ; VF+ ; 5 ; sports ; 79 
 1155 ; Знак. Общество рыболовов и охотников ЛатССР ;  ;  ; Ж/м, эмаль ; XF ; 15 ; ЕГОР-2009 ; 397 
 1156 ; Знак. ДСО "Намунас" ЛитССР ;  ;  ; Ж/м, эмаль ; XF ; 18 ; Client 337 ; 203 
 1157 ; Знак. ДСО "Сталинец" ;  ;  ; Ж/м, эмаль ; XF ; 48 ; Fliege1 ; 1657 
 1158 ; Проездной жетон на май. Городской автобус. D-35мм ;  ;  ; Al ; VF+ ; 22 ; Potap ; 310 
 1159 ; Жетон. 60 лет метрополитену ;  ;  ; Ж/м ; XF+ ; 16 ; greka131 ; 61 
 1160 ; Медаль. Созвездие городов России. Селигер. D-40мм ;  ;  ; Б/м ; AU ; 21 ; Bronco ; 257 
 1161 ; Медаль. Созвездие городов России. Архангельск. D-40мм ;  ;  ; Б/м ; AU ; 20 ; Bronco ; 258 
 1162 ; Медаль. Созвездие городов России. Нижний Новгород. D-40мм ;  ;  ; Б/м ; AU ; 18 ; solder13 ; 276 
 1163 ; Медаль. Созвездие городов России. Петрозаводск. D-40мм ;  ;  ; Б/м ; AU ; 16 ; solder13 ; 274 
 1164 ; Набор жетонов: 6шт. Петергоф ; СПМД ;  ; Ж/м ; AU ; 15 ; LEXAI ; 456 
 1165 ; Лот из медали и 5 франков 1989г.. Посвящены строительству Эйфелевой башни (2шт) ;  ;  ; Б/м, Cu/Ni ; VF/XF ; 15 ; VitorioVeneto ; 1019 
 1166 ; Набор из медали и знака (Университет Бригама Янга). США ;  ;  ; Ж/м ; AU/XF ; 6 ; aziya11 ; 159 
 1167 ; Лот медалей (300 лет Российскому флоту. Потемкин): 3шт ; ММД ;  ; Cu-Ni ; Proof ; 25 ; igor26 ; 1386 
 1168 ; Лот жетонов и плакеток Швеции: 5шт ;  ;  ; Б/м,ж/м ; XF/VF-XF ; 15 ; sneg ; 155 
 1169 ; Лот спортивных плакеток: 5шт ;  ;  ; Ж/м ; XF ; 17 ; Папа с рацией ; 499 
 1170 ; Лот спортивных плакеток: 5шт ;  ;  ; Ж/м ; XF ; 21 ; K90 ; 250 
 1171 ; Лот спортивных плакеток: 4шт ;  ;  ; Ж/м ; VF ; 11 ; цеховик ; 223 
 1172 ; Лот значков (Бранденбургские ворота): 2шт ;  ;  ; Ж/м,эмаль ; VF-XF ; 19 ; schwab ; 3400 
 1173 ; Лот значков (Красный крест): 8шт ;  ;  ; Al ; VF-XF ; 9 ; bonus ; 104 
 1174 ; Лот значков (Фестиваль): 3шт ;  ;  ; Б/мЖ/м,эмаль ; VF-XF ; 18 ; mongol64 ; 473 
 1175 ; Лот значков (ДОСААФ СССР): 4шт ;  ;  ; Ж/м,эмаль,Al ; VF/XF ; 9 ; bonus ; 184 
 1176 ; Лот знаков Внутренние войска России (5шт) ;  ;  ; Al ; XF ; 11 ; alkona ; 406 
 1177 ; Лот значков (Спутник): 7шт ;  ;  ; Al ; VF+/XF ; 34 ; VitorioVeneto ; 230 
 1178 ; Лот значков (Спутник): 7шт ;  ;  ; Al ; XF ; 22 ; VitorioVeneto ; 227 
 1179 ; Лот значков (Омская Высшая школа, Подводникам, Депутаты, Партизанское движение): 5шт ;  ;  ; Al ; VF/XF ; 15 ; bonus ; 138 
 1180 ; Лот знаков (17шт) ;  ;  ; Al ; XF ; 19 ; VitorioVeneto ; 359 
 1181 ; Лот значков (классность МВД): 3шт ;  ;  ; Al ; XF ; 35 ; куля ; 291 
 1182 ; Лот спортивных знаков (11шт) ;  ;  ; Al ; VF-XF ; 32 ; 312 ; 100 
 1183 ; Лот значков (Корабли): 10шт ;  ;  ; Al ; XF ; 19 ; акто_то ; 241 
 1184 ; Лот жетонов (5шт) ;  ;  ; Б/м,Ж/м ; VF/XF ; 21 ; sos1 ; 138 
 1185 ; Лот жетонов: 27шт ;  ;  ; Б/м,ж/м ; VF-XF ; 43 ; sos1 ; 510 
 1186 ; Лот жетонов: 15шт ;  ;  ; ж/М ; VF-XF ; 5 ; Helssten ; 114 
 1357 ; Один червонец. М-8,6г ; 1982 ; ММД ; Au ; AU ; 30 ; Grafov ; 27550 
 1358 ; 50 рублей ; 2009 ; СПМД Георгий Победоносец ; Au ; AU ; 18 ; S.P. ; 17578 
 1359 ; 100 рублей. М-17,27г ; 1993 ; ММД Россия и мировая культура. П.И.Чайковский ; Au ; Proof ; 60 ; TaraskaPeter ; 40616 
 1360 ; 100 рублей ; 2008 ; СПМД Сохраним наш мир. Речной бобр ; Au ; Proof ; 26 ; Я машина ; 40188 
 1361 ; 50 рублей ; 1988 ; ММД Софийский собор в Новгороде ; Au ; Proof ; 23 ; TaraskaPeter ; 20447 
 1362 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; AU ; 31 ; andrei71 ; 1529 
 1363 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; AU ; 42 ; ed1 ; 1502 
 1364 ; 10 рублей ; 1978 ; ММД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 24 ; ябывдул ; 1411 
 1365 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 37 ; kvs ; 1383 
 1366 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 19 ; Новик ; 1353 
 1367 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 30 ; wwn ; 1338 
 1098 ; Знак Спартакиада дружественных армий ; 1962 ;  ; Ж/м,эмаль ; VF-XF ; 5 ; mongol64 ; 81 
 1099 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; VF ; 9 ; bonus ; 159 
 1100 ; Знак Покорение полюса ;  ;  ; Ж/м ; XF ; 9 ; mask ; 88 
 1101 ; Знак Юный турист. Болгария ;  ;  ; Ж/м,эмаль ; VF ; 13 ; СЁМА ; 90 
 1102 ; Знак. Областное первенство 3 место "Динамо" ;  ;  ; Ж/м, эмаль ; VF+ ; 46 ; VitorioVeneto ; 185 
 1103 ; Знак. ТВТИ ;  ;  ; Б/м ; XF+ ; 21 ; vladimirov ; 125 
 1104 ; Знак. Тольяттинская таможня (1987-2007) ;  ;  ; Ж/м ; XF ; 24 ; VitorioVeneto ; 159 
 1105 ; Знак. Общественный инспектор по охране природы ;  ;  ; Al ; XF ; 13 ; всыня ; 82 
 1106 ; Знак Корабль ;  ;  ; Б/м ; VF ; 7 ; Botsman ; 367 
 1107 ; Знак НЛМЗ ;  ;  ; Ж/м ; XF ; 18 ; lalula ; 90 
 1108 ; Знак ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 15 ; zodiak ; 161 
 1109 ; Знак Воздушные войска ;  ;  ; Ж/м ; VF+ ; 13 ; Botsman ; 258 
 1110 ; Знак СК Новолипецк ;  ;  ; Ж/м ; XF ; 20 ; Neva ; 31 
 1111 ; Знак Ветерану труда. Коммунарский завод ;  ;  ; Ж/м ; VF ; 8 ; Botsman ; 16 
 1112 ; Знак. Член общества Даугава+удостоверение ;  ;  ; Ж/м, эмаль ; VF+ ; 21 ; sten ; 204 
 1113 ; Знак. Покорение космоса ;  ;  ; Ж/м, эмаль ; XF ; 15 ; куля ; 239 
 1114 ; Знак. Краснознаменный Балтийский флот ;  ;  ; Ж/м, эмаль ; XF- ; 12 ; lalula ; 191 
 1115 ; Знак. 15 лет выслуги пожарной охраны ;  ;  ; Ж/м ; VF+ ; 7 ; sneg ; 55 
 1116 ; Знак. 20 лет выслуги пожарной охраны ;  ;  ; Ж/м ; VF+ ; 7 ; sneg ; 55 
 1117 ; Знак. Спартакиада по футболу. Латвия ;  ;  ; Ж/м, эмаль ; VF+ ; 17 ; nike400 ; 100 
 1118 ; Знак ВЛКСМ. "Мы как прежде в строю 1974г ВЭФ" ;  ;  ; Ж/м ; XF ; 20 ; Папа с рацией ; 193 
 1119 ; Знак. Первенство района УзССР 1 место ;  ;  ; Ж/м, эмаль ; XF- ; 33 ; куля ; 459 
 1120 ; Знак. Нурекская ГЭС 1974г ;  ;  ; Ж/м ; VF+ ; 27 ; kaa65 ; 139 
 1121 ; Знак. Всесоюзное первенство ;  ;  ; Ж/м ; XF- ; 13 ; solder13 ; 153 
 1122 ; Знак. В.И. Ульянов ; ММД ;  ; Ж/м, эмаль ; VF ; 44 ; TaraskaPeter ; 276 
 1123 ; Знак. РСФСР ДСО "Урожай" Чемпион ;  ;  ; Al ; XF ; 5 ; dtnth ; 32 
 1124 ; Знак. Спартакиада коллективов 1960г ВЦС ПС ;  ;  ; Ж/м, эмаль ; XF ; 25 ; куля ; 247 
 1125 ; Знак  "Спартак" 2 место ;  ;  ; Ж/м, эмаль ; XF- ; 66 ; torbey ; 383 
 1126 ; Знак. Отличник 3 место ;  ;  ; Ж/м, эмаль ; VF ; 10 ; nikolas13 ; 204 
 1127 ; Знак. ОСОАВИАХИМ СССР ;  ;  ; Ж/м, эмаль ; F ; 30 ; Хаа ; 1181 
 1128 ; Знак. Московская академия гражданской авиации ;  ;  ; Al, пластик ; VF ; 23 ; Папа с рацией ; 55 
 1129 ; Знак. Спартакиада 1959г ; ЛМД ;  ; Ж/м ; VF ; 15 ; mask ; 101 
 1130 ; Знак. Отличник области 1 место ;  ;  ; Ж/м, эмаль ; XF ; 9 ; goscha ; 209 
 1131 ; Знак. Народное ополчение Ленинграда ; ЛМД ;  ; Al ; XF- ; 18 ; RAPAN ; 139 
 1132 ; Знак. Первенство города КазахССР . Чемпион ;  ;  ; Ж/м, эмаль ; XF ; 21 ; nikolas13 ; 192 
 1133 ; Знак. За активное участие в подготовке и проведении VI всемирного фестиваля 1957г ;  ;  ; Ж/м, эмаль ; VF-XF ; 41 ; Neva ; 1274 
 1134 ; Знак. 25 лет соединению ;  ;  ; Al ; XF ; 20 ; Папа с рацией ; 255 
 1135 ; Знак. На память о службе. Новороссийск ;  ;  ; Ж/м ; XF ; 41 ; VitorioVeneto ; 714 
 1136 ; Знак  об окончании военно-морской академии ;  ;  ; Б/м, эмаль ; VF-XF ; 19 ; dtnth ; 714 
 1137 ; Знак. 30 лет победы (1945-1975) ;  ;  ; Ж/м, эмаль ; VF+ ; 24 ; vowa ; 185 
 1138 ; Знак. Рижское морское училище 1953г ;  ;  ; Ж/м, эмаль ; VF+ ; 28 ; vv2805 ; 1427 
 1139 ; Знак. ДСО "Даугава" Лат ССР ;  ;  ; Ж/м ; VF+ ; 20 ; goscha ; 226 
 1140 ; Знак. Коллегия судей по спорту 3 место ;  ;  ; Ж/м, эмаль ; XF ; 33 ; solder13 ; 225 
 1141 ; Знак. Ударник коммунистического труда ;  ;  ; Al ; XF ; 5 ; flotskij ; 108 
 1142 ; Знак. 40 лет РСД ;  ;  ; Ж/м, эмаль ; XF- ; 7 ; sports ; 28 
 1143 ; Знак. Федероация акробатики. Финляндия ;  ;  ; ж/м ; VF+ ; 13 ; sports ; 18 
 1144 ; Знак. Институт гражданской авиации. Прибалтика ;  ;  ; Ж/м, эмаль ; XF ; 52 ; vv2805 ; 6368 
 1145 ; Знак. Сельхозинститут ; ЛМД ;  ; Al ; VF ; 20 ; omsk77 ; 227 
 1146 ; Знак. Мурманское высшее инженерное морское училище рыбной промышленности ;  ;  ; Ж/м, эмаль ; XF- ; 13 ; VitorioVeneto ; 1352 
 1147 ; Знак. Мореходное училище. Прибалтика ;  ;  ; Б/м, эмаль ; VF+ ; 63 ; PIVon ; 1918 
 1048 ; Знак ДСО "Темп" ;  ;  ; Ж/м,эмаль ; VF-XF ; 58 ; sports ; 5102 
 1049 ; Знак КИМ ;  ;  ; Б/м,эмаль ; VF-XF ; 53 ; Vb[fksx ; 4355 
 1050 ; Знак КИМ ;  ;  ; Ж/м,эмаль ; VF-XF ; 23 ; Andr89 ; 4578 
 1051 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; VF-XF ; 22 ; Vova1950 ; 1609 
 1052 ; Знак KJI ;  ;  ; Ж/м,эмаль ; VF-XF ; 66 ; СТЕПАШКА ; 9393 
 1053 ; Знак ДСО "Пищевик" ;  ;  ; Ж/м,эмаль ; XF ; 31 ; Client 337 ; 1040 
 1054 ; Знак ДСО "Большевик" ;  ;  ; Ж/м,эмаль ; XF ; 100 ; Client 337 ; 8157 
 1055 ; Знак Отличник соц с/х НКЗ СССР ;  ;  ; Ж/м,эмаль ; XF ; 26 ; vv2805 ; 3900 
 1056 ; Знак Динамо. Спартакиада 1938 ;  ;  ; Ж/м,эмаль ; VF-XF ; 34 ; sports ; 6630 
 1057 ; Знак Отличнику здравоохранения ;  ;  ; Ж/м,эмаль ; XF ; 25 ; инструктор ; 3480 
 1058 ; Знак Ворошиловский стрелок ;  ;  ; Б/м,эмаль ; XF ; 31 ; шарик ; 4498 
 1059 ; Знак Ворошиловский стрелок (малый) ;  ;  ; Б/м,эмаль ; XF- ; 59 ; sports ; 9182 
 1060 ; Знак Отличнику здравоохранения ;  ;  ; Ж/м,эмаль ; VF ; 59 ; Neva ; 1703 
 1061 ; Знак СГИФК ;  ;  ; Ж/м,эмаль ; XF ; 13 ; Bonyf ; 1530 
 1062 ; Знак Трудовые резервы. Чемпион 1956 ;  ;  ; Ж/м,эмаль ; XF ; 22 ; alex09 ; 3060 
 1063 ; Знак ДСО Йыуд ;  ;  ; Ж/м,эмаль ; XF ; 17 ; doc2 ; 1179 
 1064 ; Знак ЛГУ Кросс ;  ;  ; Ж/м,эмаль ; VF-XF ; 33 ; Vova1950 ; 1530 
 1065 ; Знак ДСО Даугава яхткл ;  ;  ; Ж/м,эмаль ; VF-XF ; 35 ; Vova1950 ; 781 
 1066 ; Знак Дсо "Красная Роза" ;  ;  ; Ж/м,эмаль ; VF-XF ; 70 ; sports ; 8162 
 1067 ; Знак Ворошиловский стрелок ;  ;  ; Ж/м,эмаль ; VF ; 48 ; Для души ; 4785 
 1068 ; Знак Динамо. Первенство 2 место 1948 ;  ;  ; Ж/м,эмаль ; VF-XF ; 44 ; sports ; 6120 
 1069 ; Знак Гвардия СССР ;  ;  ; Ж/м,эмаль ; VF-XF ; 28 ; Oleht ; 567 
 1070 ; Знак Отличнику сан оброны СССР ;  ;  ; Ж/м,эмаль ; XF ; 22 ; vowa ; 4080 
 1071 ; Знак. Ветеран спорта РСФСР ;  ;  ; Ж/м ; XF+ ; 25 ; alkona ; 222 
