 3207 ; Бона иностранная ;  ;  ;  ;  ; 50 ; Him ; 348 
 1386 ; 10 копеек. Аверс/Реверс 20 градусов ; 1930 ;  ; Ag ; VF+ ; 20 ; Dom Perignon ; 42 
 1387 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 29 ; кабан ; 144 
 1388 ; 100 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 52 ; Tosha ; 261 
 1389 ; 10 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 27 ; Tosha ; 227 
 1390 ; 20 копеек ; 1980 ; л/с шт.3 коп. ; Cu-Ni ; VF ; 7 ; alskr ; 57 
 1391 ; 20 копеек ; 1981 ; л/с шт.3 коп. ; Cu-Ni ; VF+ ; 18 ; Рэп-6 ; 79 
 1392 ; 20 копеек ; 1982 ; л/с шт.3 коп. ; Cu-Ni ; VF-XF ; 16 ; avp ; 77 
 1393 ; 20 копеек ; 1983 ; л/с шт.3 коп. ; Cu-Ni ; XF+ ; 41 ; solder13 ; 82 
 1394 ; 20 копеек ; 1984 ; л/с шт.3 коп. ; Cu-Ni ; XF ; 5 ; solder13 ; 68 
 1395 ; 20 копеек ; 1985 ; л/с шт.3 коп. ; Cu-Ni ; VF-XF ; 9 ; strapeznikov ; 89 
 1396 ; 20 копеек ; 1986 ; л/с шт.3 коп. ; Cu-Ni ; VF-XF ; 28 ; partner ; 103 
 1397 ; 50 копеек ; 1975 ;  ; Cu-Ni ; AU ; 22 ; MAYSIC ; 832 
 1398 ; 20 копеек ; 1950 ;  ; Ni ; VF+ ; 11 ; ten137 ; 555 
 1399 ; 20 копеек ; 1975 ;  ; Cu-Ni ; AU ; 9 ; ziko ; 885 
 1400 ; 15 копеек ; 1975 ;  ; Cu-Ni ; AU ; 65 ; ziko ; 714 
 1401 ; 10 копеек ; 1990 ; М ; Cu-Ni ; AU ; 10 ; ARTY79 ; 3421 
 1402 ; 1 копейка ; 1930 ;  ; Br ; VF+ ; 109 ; partner ; 481 
 1403 ; 10 копеек. Брак чеканки 8 часов ; 1982 ;  ; Cu-Ni ; VF-XF ; 4 ; imi ; 73 
 1404 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне. Бег ; Cu-Ni ; Unc ; 77 ; 76ss76 ; 524 
 1405 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Прыжки в ; Cu-Ni ; Unc ; 33 ; MishanD ; 463 
 1406 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Борьба ; Cu-Ni ; Unc ; 37 ; геш ; 354 
 1407 ; 1 рубль. Упаковка ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Unc ; 39 ; o.k. ; 412 
 1308 ; 3 рубля ; 2000 ; СПМД 55 лет Победы ; Ag ; Proof ; 57 ; Igorek81 ; 3853 
 1309 ; 3 рубля ; 2001 ; СПМД Большой театр. "Иван Суса ; Ag ; Proof ; 60 ; gelo ; 1525 
 1310 ; 3 рубля ; 2002 ; СПМД Валдайско-Иверский монаст ; Ag ; Proof ; 42 ; zenith_ka ; 2448 
 1311 ; 3 рубля ; 2005 ; ММД 1000-летие Казани.Театр оп ; Ag ; Proof ; 9 ; shais1 ; 1298 
 1312 ; 3 рубля ; 2005 ; ММД МГУ ; Ag ; Proof ; 36 ; Igorek81 ; 1489 
 1313 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 37 ; Alex67DeViS ; 396 
 1314 ; 2 рубля ; 1994 ; ЛМД П.П.Бажов ; Ag ; Proof ; 18 ; orel.l.8 ; 453 
 1315 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 40 ; orel.l.8 ; 985 
 1316 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 56 ; Graphic ; 762 
 1317 ; 2 рубля ; 1994 ; ММД Н.В.Гоголь ; Ag ; Proof ; 24 ; orel.l.8 ; 1000 
 1318 ; 2 рубля ; 1995 ; ММД А.С.Грибоедов ; Ag ; Proof ; 39 ; Эдуард812 ; 1020 
 1319 ; 2 рубля ; 1995 ; ЛМД Нюрнбергский процесс ; Ag ; Proof ; 49 ; Эдуард812 ; 900 
 1320 ; 2 рубля ; 1995 ; ЛМД Парад Победы (флаги), на а ; Ag ; Proof ; 15 ; Эдуард812 ; 1200 
 1321 ; 2 рубля ; 1995 ; ММД Парад Победы (Жуков на кон ; Ag ; Proof ; 18 ; Эдуард812 ; 1200 
 1322 ; 2 рубля ; 1996 ; ММД Н.А.Некрасов ; Ag ; Proof ; 48 ; alex_bryansk ; 1226 
 1323 ; 2 рубля ; 1996 ; ЛМД Ф.М.Достоевский ; Ag ; Proof ; 45 ; alex_bryansk ; 1134 
 1324 ; 2 рубля ; 1997 ; ММД А.К.Саврасов ; Ag ; Proof ; 48 ; Эдуард812 ; 1200 
 1325 ; 2 рубля ; 1997 ; ЛМД Афанасий Никитин в Индии ; Ag ; Proof ; 41 ; Ромбор ; 2168 
 1326 ; 2 рубля ; 1998 ; СПМД К.С.Станиславский. Портре ; Ag ; Proof ; 55 ; СанЭД ; 2319 
 1327 ; 2 рубля ; 1999 ; СПМД Н.К.Рерих. Портрет ; Ag ; Proof ; 8 ; orel.l.8 ; 1111 
 1328 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет за стол ; Ag ; Proof ; 49 ; gorfil ; 1506 
 1329 ; 2 рубля ; 1999 ; ММД И.П.Павлов.Портрет с собак ; Ag ; Proof ; 45 ; СанЭД ; 1134 
 1330 ; 2 рубля ; 2002 ; СПМД Стрелец ; Ag ; Proof ; 32 ; ДСВ777 ; 1489 
 1331 ; 2 рубля ; 2003 ; СПМД Водолей ; Ag ; Proof ; 18 ; nikolay ; 1247 
 1332 ; 2 рубля ; 2003 ; СПМД Телец ; Ag ; Proof ; 16 ; nikolay ; 1379 
 1333 ; 2 рубля ; 2003 ; СПМД Рак ; Ag ; Proof ; 52 ; ДСВ777 ; 1352 
 1334 ; 2 рубля ; 2006 ; ММД 150 лет со дня рождения М. ; Ag ; Proof ; 25 ; ship ; 1420 
 1335 ; 2 рубля ; 2006 ; 100 лет со дня рождения Д.Д.Шо ; Ag ; Proof ; 28 ; ship ; 1134 
 1336 ; 1 рубль ; 1994 ; ЛМД Красная книга. Краснозобая ; Ag ; Proof ; 43 ; Эдуард812 ; 1134 
 1337 ; 1 рубль ; 1995 ; ЛМД Красная книга. Кавказский  ; Ag ; Proof ; 24 ; nikolay ; 1157 
 1338 ; 1 рубль ; 1995 ; ЛМД Красная книга. Дальневосто ; Ag ; Proof ; 47 ; СанЭД ; 1134 
 1339 ; 1 рубль ; 1995 ; ЛМД Красная книга. Черноморска ; Ag ; Proof ; 24 ; nikolay ; 1134 
 1340 ; 1 рубль ; 1996 ; ЛМД Красная книга. Песчаный сл ; Ag ; Proof ; 9 ; nikolay ; 956 
 1341 ; 1 рубль ; 1999 ; СПМД Красная книга. Даурский е ; Ag ; Proof ; 45 ; gelo ; 1322 
 1342 ; 1 рубль ; 2002 ; СПМД Красная книга. Беркут ; Ag ; Proof ; 16 ; nikolay ; 1179 
 1343 ; 1 рубль ; 2002 ; СПМД Красная книга. Амурский г ; Ag ; Proof ; 25 ; orel.l.8 ; 1022 
 1344 ; 1 рубль ; 2003 ; СПМД Изобр.сфинкса у здания Ак ; Ag ; Proof ; 18 ; nikolay ; 1134 
 1345 ; 2 рубля. Дозорщик-император ; 2008СПМД ;  ; Ag925 ; Proof ; 29 ; зело ; 1134 
 1346 ; 2 рубля. Азово-Черноморская шемая ; 2008СПМД ;  ; Ag925 ; Proof ; 22 ; зело ; 1158 
 1347 ; 2 рубля. Прибайкальский черношапочный сурок ; 2008СПМД ;  ; Ag925 ; Proof ; 25 ; зело ; 1134 
 1348 ; Рубль ; 1921 ; (АГ) ; Ag ; XF ; 29 ; kingarold ; 2020 
 1349 ; Рубль ; 1921 ; (АГ) ; Ag ; XF ; 112 ; o.k. ; 1726 
 1350 ; Рубль ; 1921 ; (АГ) ; Ag ; VF+ ; 53 ; Dave ; 1411 
 1351 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 7 ; ddddd ; 1585 
 1352 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 23 ; Полянка ; 1134 
 1353 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF+ ; 31 ; kostya12.04.1994 ; 357 
 1354 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 29 ; карден ; 204 
 1355 ; 20 копеек ; 1922 ;  ; Ag ; F-VF ; 13 ; juchok_93rus ; 57 
 1356 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 95 ; andreyx  ; 1532 
 1357 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 19 ; MishanD ; 55 
 1252 ; Лот значков "Корабли" (6шт) ;  ;  ; Al ; XF/AU ; 9 ; radion ; 20 
 1253 ; Лот значков "Участнику уборки урожая на целине. ЦК ВЛКСМ" (2шт) ; 1957,1958 ;  ; Ж/м ; XF ; 23 ; Григорий ; 155 
 1254 ; Лот значков "Футбол" (7шт) ;  ;  ; Al ; XF+ ; 3 ; radion ; 24 
 1255 ; Лот значков "В.И.Ленин" (5шт) ;  ;  ; AI ; XF+ ; 3 ; Ksandor ; 21 
 1256 ; Лот значков "Спорт" (10шт) ;  ;  ; Al ; XF/AU ; 11 ; radion ; 46 
 1257 ; Лот значков  (10шт) ;  ;  ; Al ; XF ; 11 ; alex995 ; 12 
 1258 ; Лот значков "Олимпиада" (9шт) ;  ;  ; Al ; XF/AU ; 3 ; radion ; 14 
 1259 ; Лот значков "Хоккей" (10шт) ;  ;  ; Al ; XF/AU ; 3 ; radion ; 34 
 1260 ; Лот значков "Спортивные разряды" (7шт) ;  ;  ; Al ; XF/AU ; 16 ; koga ; 45 
 1267 ; 25 рублей. Упаковка ; 1993 ; ММД Русский балет. Балерина (т ; Au ; Unc/AU ; 24 ; gelo ; 4909 
 1268 ; 25 рублей. В коробке, с сертификатом ; 1993 ; ЛМД Русский балет. Танцующая п ; Ag ; Proof ; 3 ; alex_bryansk ; 5667 
 1269 ; Набор монет "Игры XXII Олимпиады": 10 рублей, 5 рублей (28шт). Коробка ; 1977-1980ЛМД,ММД ;  ; Ag ; Unc/AU ; 27 ; diesel ; 14150 
 1270 ; Набор монет СССР "Олимпиада 1980г" (6шт): 10р, 5р. В коробке ; 1977 ;  ; Ag ; Unc/AU ; 49 ; Ромбор ; 3036 
 1271 ; Набор монет СССР "Олимпиада 1980г" (5шт): 10р, 5р. В коробке ; 1978 ;  ; Ag ; Unc/AU ; 59 ; Ромбор ; 3044 
 1272 ; Набор монет "Олимпиада 1980г" (5шт): 10р,5р. В коробке с сертификатом ; 1978-1979 ;  ; Ag ; Proof ; 34 ; Ромбор ; 3070 
 1273 ; Набор монет СССР "Олимпиада 1980г" (5шт): 10р, 5р. В коробке ; 1978-1979 ;  ; Ag ; Unc/AU ; 39 ; Ромбор ; 3033 
 1274 ; Набор монет СССР "Олимпиада 1980г" (5шт): 10р, 5р. В коробке ; 1979-1980 ;  ; Ag ; Unc/AU ; 30 ; world1 ; 2415 
 1275 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Proof ; 22 ; Man 11 ; 640 
 1276 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII О ; Ag ; Proof ; 20 ; SS20 ; 646 
 1277 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 15 ; alno51 ; 628 
 1278 ; 5 рублей ; 1979 ; ЛМД Метание молота.Игры XXII О ; Ag ; Proof ; 27 ; alno51 ; 663 
 1279 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII ; Ag ; Proof ; 31 ; alno51 ; 682 
 1280 ; 3 рубля ; 1988 ; ММД Софийский собор в Киеве ; Ag ; Proof ; 93 ; hermit ; 2074 
 1281 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 55 ; alno51 ; 1200 
 1282 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 73 ; zenith_ka ; 1505 
 1283 ; 3 рубля ; 1990 ; ЛМД Встреча в верхах в интерес ; Ag ; Proof ; 58 ; woger08 ; 835 
 1284 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америк ; Ag ; Proof ; 75 ; alno51 ; 1534 
 1285 ; 3 рубля ; 1991 ; ЛМД Форт Росс ; Ag ; Proof ; 54 ; alno51 ; 1249 
 1286 ; 3 рубля ; 1992 ; ЛМД Троицкий собор ; Ag ; Proof ; 39 ; Эдуард812 ; 1347 
 1287 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 67 ; Claver ; 850 
 1288 ; 3 рубля ; 1994 ; ЛМД Русский балет. Танцующая п ; Ag ; Proof ; 81 ; Igorek81 ; 1377 
 1289 ; 3 рубля ; 1994 ; ММД "Сохраним наш мир". Соболь ; Ag ; Proof ; 23 ; gelo ; 2040 
 1290 ; 3 рубля ; 1995 ; ЛМД 50 лет ООН ; Ag ; Proof ; 34 ; gelo ; 918 
 1291 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Рысь ; Ag ; Proof ; 26 ; Эдуард812 ; 1298 
 1292 ; 3 рубля ; 1995 ; ЛМД "Сохраним наш мир". Соболь ; Ag ; AU ; 47 ; Эдуард812 ; 826 
 1293 ; 3 рубля ; 1995 ; ММД Смоленский Кремль ; Ag ; Proof ; 116 ; zenith_ka ; 1622 
 1294 ; 3 рубля ; 1996 ; ММД Казанский Кремль ; Ag ; Proof ; 73 ; zenith_ka ; 2750 
 1295 ; 3 рубля ; 1996 ; ММД Церковь Ильи Пророка в Яро ; Ag ; Proof ; 28 ; zenith_ka ; 1925 
 1296 ; 3 рубля ; 1996 ; ММД Крейсер "Кузнецов" ; Ag ; Proof ; 20 ; shais1 ; 2414 
 1297 ; 3 рубля ; 1997 ; ЛМД Танец маленьких лебедей ; Ag ; Proof ; 67 ; Igorek81 ; 1335 
 1298 ; 3 рубля ; 1997 ; ММД "Сохраним наш мир".Бел.мед ; Ag ; Proof ; 49 ; АЦТЕК ; 1879 
 1299 ; 3 рубля ; 1998 ; СПМД Русский музей. Денис Давы ; Ag ; Proof ; 28 ; Dave ; 1658 
 1300 ; 3 рубля ; 1999 ; ММД Российская Академия наук ( ; Ag ; Proof ; 106 ; Igorek81 ; 11520 
 1301 ; 3 рубля ; 1999 ; СПМД Уфа. Монумент дружбы ; Ag ; Proof ; 54 ; zenith_ka ; 10202 
 1302 ; 3 рубля ; 1999 ; ММД Балет "Раймонда". Похищени ; Ag ; Proof ; 101 ; Sc ; 1621 
 1303 ; 3 рубля ; 1999 ; СПМД 50 лет дружбы СССР и КНР ; Ag ; Proof ; 19 ; SNV ; 13974 
 1304 ; 3 рубля ; 1999 ; ММД Балет "Раймонда". "Поедино ; Ag ; Proof ; 89 ; Sc ; 1515 
 1305 ; 3 рубля ; 1999 ; ММД Мечеть "Марджани" в Казани ; Ag ; Proof ; 36 ; Igorek81 ; 3366 
 1306 ; 3 рубля ; 2000 ; ММД Николо-Угрешский монастырь ; Ag ; Proof ; 46 ; gorfil ; 5721 
 1307 ; 3 рубля ; 2000 ; СПМД Переход через перевал Сен ; Ag ; Proof ; 45 ; gelo ; 4601 
 1202 ; Жетон "На память обо мне". Франция, Париж ; 1841 ;  ; Б/м ; XF ; 60 ; Седой ; 309 
 1203 ; Религиозный жетон. Франция, 3-я республика ; 1913 ;  ; Ag ; VF+ ; 11 ; Ромбор ; 396 
 1204 ; Жетон. 10-летие атлетическому клубу. Франция, 3-я республика ; 1914 ;  ; Ag ; VF+ ; 13 ; S1952 ; 254 
 1205 ; Медаль. Объединенные нации. XXV лет UNPA ; 1976 ;  ; Ag ; Proof ; 43 ; alex1959 ; 688 
 1206 ; Медаль. Германия. 1000 лет Потсдаму (993-1993) ; 1993 ;  ; Б/м ; Proof-Like ; 37 ; Ромбор ; 156 
 1207 ; Медаль. Германия. 40 лет немецкой нумизматике ; 1991 ;  ; Ж/м ; Proof ; 27 ; elitov ; 121 
 1208 ; Медаль. Бургомистр Вилли Брандт. Берлин ; 1966 ;  ; Ag ; AU ; 16 ; 542 ; 750 
 1209 ; Медаль. 8-ая олимпиада в Сеуле. С сертификатом ; 1988 ;  ; Ag ; Proof ; 22 ; Mike! ; 403 
 1210 ; Жетон "AEG" ;  ;  ; Ж/м ; XF- ; 29 ; keldish ; 63 
 1211 ; Жетон "Stade" ;  ;  ; Ж/м ; AU ; 11 ; Man 11 ; 31 
 1212 ; Набор медалей XXIX Олимпиада в Китае (2шт). В оригинальной коробке ; 2008 ;  ; Б/м, Ж/м ; Proof ; 22 ; ANDREYMAG ; 1022 
 1213 ; Знак. Отличник социалистического соревнования сельского хозяйства РСФСР. В коробке ; ЛМД ;  ; Al,эмаль ; Unc/AU ; 9 ; Alks75 ; 116 
 1214 ; Знак. Отличник социалистического соревнования СССР. В коробке ; ММД ;  ; Al,эмаль ; Unc/AU ; 13 ; st-micke ; 153 
 1215 ; Знак об окончании Гуманитарного училища ; ЛМД ;  ; Al,эмаль ; AU ; 1 ; Mike! ; 72 
 1216 ; Знак. ЦК ВЛКСМ ;  ;  ; Б/м,Ж/м ; AU ; 15 ; o.k. ; 164 
 1217 ; Офицерский знак 1 класса ;  ;  ; Ж/м,эмаль ; XF ; 1 ; Mike! ; 72 
 1218 ; Знак. ГТО №1444 332 ;  ;  ; Ж/м, эмаль ; VF+ ; 52 ; antik ; 1457 
 1219 ; Знак. Войска ПВО страны ; ЛМД ;  ; Ж/м, эмаль ; XF+ ; 42 ; st-micke ; 357 
 1220 ; Знак за отличие в службе ВВ МВД России ;  ;  ; Ж/м ; AU ; 23 ; smirnoff ; 146 
 1221 ; Знак. Ударник Сталинского призыва ;  ;  ; Ж/м, эмаль ; VF ; 116 ; SUNNY67 ; 700 
 1222 ; Знак об окончании Парашютного ВУ ;  ;  ; Ж/м, эмаль ; AU ; 33 ; kulibin2 ; 921 
 1223 ; Знак об окончании Танкового ВУ ;  ;  ; Ж/м, эмаль ; AU ; 33 ; kulibin2 ; 969 
 1224 ; Знак. 50 лет школе юнг ВМФ ;  ;  ; Ж/м ; AU ; 23 ; зело ; 171 
 1225 ; Знак. Всесоюзная коллегия судей по спорту. СССР. № 20269 ; ММД ;  ; Ж/м, эмаль ; XF+ ; 40 ; Sky2 ; 257 
 1226 ; Знак. Академия Наук СССР ; ЛМД ;  ; Ж/м ; AU ; 35 ; kazan ; 510 
 1227 ; Знак. Дорожный техникум ;  ;  ; Ж/м ; VF ; 9 ; SOFIA ; 49 
 1228 ; Знак. 300 летие воссоединеия Украины с Россией ;  ;  ; Ж/м,эмаль ; XF ; 18 ; SUNNY67 ; 227 
 1229 ; Знак. Отличный дружинник ;  ;  ; Al,эмаль ; XF- ; 16 ; Григорий ; 19 
 1230 ; Знак. Всесоюзная перепись населения СССР ; 1970ЛМД ;  ; Al,эмаль ; AU ; 35 ; Sky2 ; 186 
 1231 ; Знак. ДОСААФ. 5-я областная спартакиада ; 1970 ;  ; Al,эмаль ; XF+ ; 11 ; alex995 ; 12 
 1232 ; Знак. Всесоюзный смотр художественной деятельности. ВЦСПС ; 1956ММД ;  ; Ж/м,эмаль ; XF+ ; 14 ; RAPAN ; 217 
 1233 ; Знак. За отличную учёбу. ДОСААФ СССР ;  ;  ; Al,эмаль ; XF ; 16 ; Григорий ; 19 
 1234 ; Знак. ИСТ ;  ;  ; Ж/м,эмаль ; XF+ ; 13 ; RAPAN ; 172 
 1235 ; Знак. Летчик-инструктор. На закрутке ;  ;  ; Al,эмаль ; AU ; 8 ; RAPAN ; 62 
 1236 ; Знак. Ударник коммунистического труда. Кузбасс ;  ;  ; Al ; VF-XF ; 13 ; Григорий ; 32 
 1237 ; Знак. Участнику уборки урожая на целине. ЦК ВЛКСМ ; 1957ММД ;  ; Ж/м,эмаль ; VF-XF ; 7 ; Григорий ; 46 
 1238 ; Знак. Участнику уборки урожая на целине. ЦК ВЛКСМ ; 1958 ;  ; Ж/м,эмаль ; XF ; 23 ; Бендер ; 87 
 1239 ; Знак. ДОСААФ СССР ;  ;  ; Ж/м,эмаль ; VF ; 13 ; Mike! ; 53 
 1240 ; Знак. Отличник пожарной охраны ;  ;  ; Al,эмаль ; AU ; 28 ; Григорий ; 59 
 1241 ; Знак. Депутат районного совета ;  ;  ; Al,эмаль ; XF+ ; 12 ; koga ; 13 
 1242 ; Знак. Ветеран спорта РСФСР ;  ;  ; Al ; XF+ ; 24 ; ВКС ; 29 
 1243 ; Знак. ПДП СССР ;  ;  ; Ж/м,эмаль ; VF+ ; 75 ; starplay ; 1259 
 1244 ; Знак. НТО СССР ; ММД ;  ; Ж/м,эмаль ; XF- ; 7 ; kazan ; 28 
 1245 ; Знак. Отличник ГТО 2 ступени ;  ;  ; Ж/м,эмаль ; AU ; 30 ; зело ; 251 
 1246 ; Знак. Всесоюзная перепись населения СССР ; 1989ЛМД ;  ; Al,эмаль ; AU ; 11 ; 002 ; 28 
 1247 ; Знак. XVIII съезд профсоюзов СССР ; М ;  ; Al,эмаль ; AU ; 13 ; Григорий ; 14 
 1248 ; Знак. Судоводитель любитель ;  ;  ; Al ; AU ; 30 ; Xpress-x8 ; 169 
 1249 ; Знак. Инструктор общественник СССР ;  ;  ; Al,эмаль ; AU ; 14 ; Григорий ; 15 
 1250 ; Знак. Пограничнику ;  ;  ; Б/м ; AU ; 34 ; kazan ; 386 
 1251 ; Лот значков "ГТО" (7шт) ;  ;  ; Al ; XF+ ; 14 ; Григорий ; 37 
 1152 ; Медаль Звезд ВВС с 3-мя зведами. Тайвань. С планкой ;  ;  ; Ж/м, эмаль ; AU ; 9 ; Sundi ; 510 
 1153 ; Медаль победы во II МВ. США ; 1941-1954 ;  ; Ж/м ; XF ; 29 ; alexander9595 ; 630 
 1154 ; Армейская почетная медаль Славы. I класса. Тайвань с планкой ;  ;  ; Ж/м, эмаль ; AU ; 39 ; costa ; 744 
 1155 ; Унтер-офицерский крест за выслугу на ленте с планкой. Бельгия ;  ;  ; Ж/м ; AU ; 53 ; KVit68 ; 1134 
 1156 ; Медаль за заслуги в сельском хозяйстве. КНДР ;  ;  ; Б/м ; XF ; 46 ; 542 ; 906 
 1157 ; Медаль за военные заслуги. КНДР. Тип 1970-х гг ;  ;  ; Б/м ; XF ; 36 ; costa ; 499 
 1158 ; Медаль за военные заслуги. КНДР. Тип 1949н ;  ;  ; Б/м ; VF-XF ; 23 ; daniz ; 1689 
 1159 ; Медаль в память освобождения Отечества. КНДР ;  ;  ; Б/м ; VF-XF ; 21 ; daniz ; 2444 
 1160 ; Медаль. 30 лет Халхин-Гольской победы. Монголия ;  ;  ; Ж/м ; XF- ; 47 ; lee ; 567 
 1161 ; Медаль на ленте. Бавария ;  ;  ; Б/м ; VF- ; 18 ; a_kog ; 550 
 1162 ; Медаль. Атомная бомба в Херосиме ;  ;  ; Ж/м ; VF+ ; 28 ; vlad-rom ; 227 
 1163 ; Медаль в память военных действий в Немецкой Западной Африке ;  ;  ; Б/м ; VF ; 59 ; von_Schwarz ; 1399 
 1164 ; Жетон. Фридрих III кайзер Германии ; 1888 ;  ; Б/м ; VF+ ; 27 ; vlad-rom ; 376 
 1165 ; Жетон в честь голосования в рейхстаг ; 1890 ;  ; Ж/м ; VF+ ; 57 ; gelind ; 334 
 1166 ; Медаль. Вильгельм II кайзер Германии ;  ;  ; Al ; VF-XF ; 26 ; lvovich ; 396 
 1167 ; Жетон за похвальную работу. 40 лет ;  ;  ; Ж/м ; VF+ ; 7 ; koga ; 132 
 1168 ; Жетон за родину. Финляндия ; 1941 ;  ; Ж/м ; XF ; 39 ; daniz ; 508 
 1169 ; Медаль. 36 горная регата ; 1951 ;  ; Ж/м ; VF-XF ; 17 ; koga ; 145 
 1170 ; Спортивная медаль ; 1959 ;  ; Ж/м ; VF- ; 29 ; koga ; 125 
 1171 ; Миниатюрный крест за войну 1940-1945, на оригинальной ленте с лавровой ветвью. Бельгия ;  ;  ; Br ; AU ; 17 ; antik ; 510 
 1172 ; Миниатюрный орден за заслуги в сельском хозяйстве, на оригинальной ленте. Бельгия ;  ;  ; Br,серебр, ; AU ; 8 ; crispy-duck ; 183 
 1173 ; Миниатюрный орден политических заключенных 2-й мировой войны, на оригинальной ленте. Бельгия ;  ;  ; Br,серебр, ; AU ; 23 ; crispy-duck ; 208 
 1174 ; Миниатюрный медаль сопротивления, на оригинальной ленте ; II M.B. ;  ; Br ; AU ; 32 ; vitapool ; 181 
 1175 ; Миниатюрный медаль "За победу во 2-й мировой войне", на оригинальной ленте с 3-мя планками. Бельгия ;  ;  ; Br ; AU ; 22 ; vitapool ; 153 
 1176 ; Знак. 16 лет ГДР. ГДР ;  ;  ; Ж/м ; VF ; 14 ; Григорий ; 15 
 1177 ; Лот из 2-х значков ГДР ;  ;  ; Ж/м,эмаль ; VF-XF ; 13 ; Григорий ; 14 
 1178 ; Медаль в честь бельгийского короля Альберта. Бельгия. Уникальный авторский экземпляр ;  ;  ; Br ; AU ; 28 ; cska ; 2354 
 1179 ; Медаль. 13-й год правления. Ватикан, Павел VI (1963-1978). В футляре ; 1975 ;  ; Ag ; AU ; 22 ; vlad-rom ; 1473 
