 5516 ; Открытка "Советская Антарктическая экспедиция" 70 лет М.М.Сомова 7.04.78 ;  ;  ;  ;  ; 7 ; doc2 ; 102 
 2101 ; 1 рубль. Упаковка нарушена ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Proof ; 34 ; hanim ; 2392 
 2102 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 18 ; jek31 ; 272 
 2103 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 12 ; jek31 ; 257 
 2104 ; 1 рубль. Упаковка нарушена ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 68 ; pvv50 ; 873 
 2105 ; 1 рубль. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF ; 7 ; mityay ; 112 
 2106 ; 1 рубль. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF ; 10 ; forconros ; 90 
 2007 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; AU ; 69 ; Light_Surf ; 410 
 2008 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; XF ; 24 ; diskus72 ; 269 
 2009 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 21 ; А.А.Д ; 102 
 2010 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 21 ; Airin_ri ; 73 
 2011 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 49 ; Варечка ; 146 
 2012 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 87 ; Александр007 ; 315 
 2013 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 50 ; Vitaly26 ; 101 
 2014 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 14 ; ShYrik_RUS ; 57 
 2015 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 22 ; stanis.bogdanoff ; 60 
 2016 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF+ ; 34 ; Grizli69 ; 283 
 2017 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; XF+ ; 30 ; я! ; 55 
 2018 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 33 ; stanis.bogdanoff ; 68 
 2019 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 41 ; mityay ; 100 
 2020 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 35 ; Александр007 ; 157 
 2021 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 29 ; mityay ; 83 
 2022 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 23 ; Четырехлистник ; 102 
 2023 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF+ ; 21 ; Airin_ri ; 50 
 2024 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 19 ; вавилон ; 69 
 2025 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 36 ; G-O-R ; 92 
 2026 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 30 ; stanis.bogdanoff ; 157 
 2027 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 32 ; Boroddd ; 91 
 2028 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 16 ; Russman ; 86 
 2029 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF+ ; 33 ; циркус ; 93 
 2030 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 25 ; циркус ; 83 
 2031 ; 5 рублей. Упаковка ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 14 ; Siwec ; 184 
 2032 ; 5 рублей. Упаковка ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 42 ; Wulf ; 215 
 2033 ; 3 рубля. Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 23 ; pelmen761 ; 405 
 2034 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 23 ; goro-vovka ; 226 
 2035 ; 3 рубля. Упаковка ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 41 ; Shved ; 385 
 2036 ; 3 рубля. Упаковка ; 1992 ; "19-21 августа" ; Cu-Ni ; Proof ; 33 ; Дункан ; 1020 
 2037 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 18 ; Wulf ; 161 
 2038 ; 3 рубля. Упаковка ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 34 ; сержик67 ; 999 
 2039 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 24 ; Val1982 ; 200 
 2040 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 24 ; Wulf ; 746 
 2041 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 39 ; SuperLex ; 242 
 2042 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 37 ; Wulf ; 251 
 2043 ; 1 рубль. Упаковка нарушена. ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 27 ; trio ; 532 
 2044 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 27 ; вмонетав ; 783 
 2045 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 10 ; trio ; 306 
 2046 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 35 ; Val1982 ; 257 
 2047 ; 3 рубля. Упаковка нарушена ; 1989 ; Землетрясение в Армении ; Cu-Ni ; Proof ; 21 ; Wulf ; 201 
 2048 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 20 ; jek31 ; 262 
 2049 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 16 ; jek31 ; 141 
 2050 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 18 ; jek31 ; 216 
 2051 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 28 ; jek31 ; 179 
 2052 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 27 ; rem ; 156 
 2053 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Коласа ; Cu-Ni ; Proof ; 16 ; trio ; 563 
 2054 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 20 ; durmanik ; 204 
 2055 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 30 ; Четырехлистник ; 251 
 2056 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 22 ; yniks2012 ; 276 
 1957 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; XF+ ; 36 ; bcg ; 132 
 1958 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 21 ; сортам70 ; 163 
 1959 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 12 ; сортам70 ; 169 
 1960 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 18 ; qwer2 ; 184 
 1961 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 8 ; сортам70 ; 160 
 1962 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 16 ; durmanik ; 148 
 1963 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 13 ; alexyola ; 102 
 1964 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 11 ; квв76 ; 200 
 1965 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 6 ; BUMER1986 ; 148 
 1966 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 5 ; квв76 ; 226 
 1967 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 11 ; yniks2012 ; 226 
 1968 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 21 ; Четырехлистник ; 184 
 1969 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 8 ; BUMER1986 ; 138 
 1970 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 35 ; rem ; 138 
 1971 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 25 ; Варечка ; 96 
 1972 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 33 ; Airin_ri ; 95 
 1973 ; 3 рубля ; 1989 ; Землетрясение в Армении ; Cu-Ni ; AU ; 29 ; Airin_ri ; 113 
 1974 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 20 ; trio ; 308 
 1975 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 55 ; stanis.bogdanoff ; 133 
 1976 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 22 ; alexyola ; 107 
 1977 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 41 ; alexyola ; 99 
 1978 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 29 ; trio ; 809 
 1979 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 34 ; pelmen761 ; 415 
 1980 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Proof ; 18 ; сортам70 ; 210 
 1981 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 18 ; trio ; 340 
 1982 ; 3 рубля ; 1994 ; 50 лет освобождения Севастополя ; Cu-Ni ; Proof ; 110 ; viv007 ; 3723 
 1983 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 31 ; trio ; 667 
 1984 ; 3 рубля ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 56 ; AnatolS ; 1838 
 1985 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 43 ; trio ; 1011 
 1986 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 49 ; ev7entim ; 2115 
 1987 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 45 ; trio ; 2246 
 1988 ; 3 рубля ; 1995 ; Взятие Берлина ; Cu-Ni ; Proof ; 69 ; scaniawolf ; 3081 
 1989 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 36 ; Wulf ; 851 
 1990 ; 3 рубля ; 1995 ; 50 лет освобождения Праги ; Cu-Ni ; Proof ; 40 ; SRN ; 2380 
 1991 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 30 ; trio ; 1913 
 1992 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 50 ; Vilich ; 2246 
 1993 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 63 ; trio ; 3062 
 1994 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 14 ; goro-vovka ; 212 
 1995 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; AU ; 31 ; goro-vovka ; 124 
 1996 ; 3 рубля ; 1995 ; Встреча на Эльбе. ; Cu-Ni ; Proof ; 58 ; Wulf ; 2429 
 1997 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; AU ; 26 ; вавилон ; 102 
 1998 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU ; 35 ; вавилон ; 112 
 1999 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 60 ; scaniawolf ; 2392 
 2000 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; AU ; 23 ; вавилон ; 185 
 2001 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 34 ; Shved ; 126 
 2002 ; 1 рубль ; 1967 ; 50 лет Советской власти ; Cu-Ni ; XF+ ; 15 ; forconros ; 118 
 2003 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF+ ; 23 ; mityay ; 250 
 2004 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 12 ; крлкв ; 61 
 2005 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 22 ; qwer2 ; 41 
 2006 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 11 ; Light_Surf ; 53 
 1907 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; XF+ ; 36 ; agent283 ; 337 
 1908 ; 1 рубль. Новодел ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 16 ; никсер ; 1020 
 1909 ; 1 рубль. Новодел ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 36 ; никсер ; 815 
 1910 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 21 ; никсер ; 833 
 1911 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 19 ; никсер ; 191 
 1912 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 27 ; miha5855 ; 301 
 1913 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 15 ; mityay ; 226 
 1914 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 20 ; никсер ; 1226 
 1915 ; 1 рубль. Упаковка нарушена ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 54 ; Wulf ; 376 
 1916 ; 1 рубль. Новодел. Упаковка нарушена ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 15 ; Andrew1978 ; 665 
 1917 ; 25 рублей. Сочи-2014. Упаковка ; 2014 ;  ; Cu-Ni ; Unc ; 10 ; dmitriix ; 31 
 1918 ; 25 рублей. Сочи-2014 ; 2011 ;  ; Cu-Ni ; AU ; 14 ; asus ; 102 
 1919 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; XF+ ; 9 ; asus ; 257 
 1920 ; 1 рубль. Новодел. Упаковка нарушена ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 13 ; Wulf ; 611 
 1921 ; 1 рубль. Новодел. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 23 ; Ната ; 685 
 1922 ; 1 рубль. Новодел. Упаковка ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 20 ; Wulf ; 679 
 1923 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 13 ; Andrew1978 ; 716 
 1924 ; 1 рубль. Новодел. Упаковка ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 28 ; ev7entim ; 960 
 1925 ; 1 рубль. Новодел. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 18 ; Ната ; 852 
 1926 ; 1 рубль. Новодел. Упаковка нарушена ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 14 ; AH2012 ; 752 
 1927 ; 1 рубль. Упаковка нарушена ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 12 ; Wulf ; 662 
 1928 ; 1 рубль. Новодел. Упаковка нарушена ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 18 ; Wulf ; 634 
 1929 ; 1 рубль. Новодел. Упаковка ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 21 ; Kamsky ; 844 
 1930 ; 1 рубль. Упаковка нарушена ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 17 ; Val1982 ; 716 
 1931 ; 1 рубль. Новодел. Упаковка ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 29 ; Kamsky ; 722 
 1932 ; 1 рубль. Новодел. Упаковка нарушена ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 18 ; Andrew1978 ; 736 
 1933 ; 1 рубль. Новодел. Упаковка ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 24 ; rendom9 ; 826 
 1934 ; 1 рубль. Новодел. Упаковка нарушена ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 22 ; SuperLex ; 772 
 1935 ; 1 рубль. Новодел. Упаковка нарушена ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 15 ; ev7entim ; 722 
 1936 ; 1 рубль. Новодел. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 18 ; AH2012 ; 1173 
 1937 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 18 ; Vilich ; 1687 
 1938 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 15 ; trio ; 1860 
 1939 ; 3 рубля ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 42 ; Vilich ; 1937 
