 3566 ; 50 копеек ; 1915 ; Разменные (казнач.)билеты ;  ;  ; 1 ; грос79 ; 22 
 1060 ; Шпанга с 5-ю наградами за 1М.В. Германия ;  ;  ; ж/м,б/м ; F-VF/XF+ ; 40 ; BADDY ; 3570 
 1061 ; Колодка на 2 награды за 1МВ с соответствующей шпангой и документами. Германия ;  ;  ; Br,Fe в Ag ; VF+/XF- ; 83 ; musik ; 2535 
 1062 ; Медаль "За успехи", на оригинальной ленте. Франция. В оригинальной коробке ;  ;  ; Br,золоч,  ; XF+ ; 79 ; John16 ; 573 
 1063 ; Крест за заслуги, на оригинальной ленте. Австрия. В оригинальной коробке ;  ;  ; Br,серебр, ; AU ; 99 ; Грант ; 3774 
 1064 ; Орден почётного легиона, на оригинальной ленте. Франция. В оригинальной коробке ;  ;  ; Br,золоч,  ; AU ; 90 ; B-52 ; 5001 
 1065 ; Крест I ст. за многолетнюю службу, на оригинальной ленте. Бельгия ;  ;  ; Br,золоч,  ; XF ; 25 ; smaci ; 906 
 1066 ; Крест за заслуги в охране здоровья нации, на оригинальной ленте. Бельгия ;  ;  ; Br, серебр ; XF+ ; 55 ; zodiak ; 941 
 1067 ; Медаль за службу при короле Альберте I, на оригинальной ленте. Бельгия ; 1909-1934 ;  ; Br ; AU ; 38 ; daniz ; 1019 
 1068 ; Медаль ордена Леопольда II, на оригинальной ленте. Бельгия ;  ;  ; Br ; XF+ ; 22 ; John16 ; 625 
 1069 ; Медаль в память участия во Франко-Прусской войне 1870-1871гг, на оригинальной ленте. Бельгия ;  ;  ; Br ; XF+ ; 28 ; daniz ; 1224 
 1070 ; Религиозный орден на оригинальной ленте. Швейцария ;  ;  ; Br, эмаль ; VF-XF ; 43 ; zodiak ; 712 
 1071 ; Медаль в память участия в 1МВ, на оригинальной ленте. Бельгия ; 1914-1918 ;  ; Br ; VF-XF ; 65 ; cska ; 757 
 1072 ; Орден Леопольда II. На оригинальной ленте. Бельгия ;  ;  ; Br,серебр, ; XF+ ; 60 ; kozlevich ; 1836 
 1073 ; Медаль в честь 100 летия независимости Бельгии (1830-1930), на оригинальной ленте. Бельгия ;  ;  ; Br, серебр ; XF+ ; 43 ; John16 ; 711 
 1074 ; Крест за Заслуги, на оригинальной ленте. Пруссия ; 1МВ ;  ; Zn ; XF- ; 56 ; BADDY ; 1497 
 1075 ; Наградная пряжка на оригинальной ленте. Германия. Отсутствует крепление ;  ;  ; ж/м ; VF+ ; 29 ; lvovich ; 105 
 1076 ; Медаль в память 20летия 1МВ, на оригинальной ленте. Чехословакия ; 1938 ;  ; Br ; VF-XF ; 29 ; daniz ; 1020 
 1077 ; Медаль за храбрость перед врагом, на оригинальной ленте. Чехословакия (Правительство в изгнании) ;  ;  ; Br, серебр ; VF-XF ; 22 ; daniz ; 1814 
 1078 ; Медаль "За войну против Дании 1864", на оригинальной ленте. Германия ;  ;  ; Br ; VF-XF ; 36 ; daniz ; 2514 
 1079 ; Медаль Олимпиады 1936г в Берлине. Германия ;  ;  ; Br, серебр ; VF+ ; 95 ; lvovich ; 1041 
 1080 ; Медаль Министерства внутренних дел, на оригинальной ленте. Франция ; 1921 ;  ; Ag ; XF- ; 45 ; lvovich ; 665 
 1081 ; Медаль стрелкового фестиваля. Германия ; 1925 ;  ; Ag ; VF ; 72 ; qwe1000 ; 1303 
 1082 ; Крест за 1МВ на оригинальной ленте с планкой. Брауншвейг ;  ;  ; Br ; VF-XF ; 32 ; daniz ; 5610 
 1083 ; Ганзейский крест  на оригинальной ленте. Гамбург ;  ;  ; Br,серебр, ; XF+ ; 49 ; орден ; 3570 
 1084 ; Медаль за 1М.В., на оригинальной ленте. Германия. С документом ;  ;  ; Ж/м ; XF- ; 32 ; Грант ; 816 
 1085 ; Медаль в память победы в 1МВ. США ;  ;  ; Br ; AU ; 16 ; ОВМ ; 722 
 1086 ; Медаль за  отличную стрельбу ;  ;  ; Ж/м ; VF- ; 126 ; никсер ; 309 
 1087 ; Орден труда III ст. Болгария ; 1970-е ;  ; Б/м ; AU ; 24 ; allur65 ; 619 
 1088 ; Орден Кирилла и Мефодия III ст. Болгария ; 1970-е ;  ; Б/м ; XF+ ; 22 ; Mick 1 ; 462 
 1089 ; Крест за храбрость IV ст.(солдатский). Болгария ; 1915 ;  ; Б/м ; XF ; 81 ; daniz ; 1530 
 1090 ; Медаль за участие в первой Балканской войне 1912. Сербия ; 1920-е ;  ; Латунь ; XF ; 23 ; Alks75 ; 967 
 1091 ; Орден за военные заслуги III ст. Югославия (5 факелов). М-67.00гр ; 1950-е ;  ; Ag ; XF+ ; 57 ; Grosh ; 4794 
 1092 ; Кокарда полиции для пилотки. Югославия ;  ;  ; Б/м, эмаль ; AU ; 20 ; SadKo ; 129 
 1093 ; Орден за венную доблесть и заслуги II ст. Болгария. В коробке ; 1970-е ;  ; Б/м,эмаль ; AU ; 61 ; Mick 1 ; 994 
 1094 ; Медаль. В память императоров. Германия ; 19 век ;  ; Ж/м ; VF ; 116 ; BADDY ; 363 
 1095 ; Крест Гинденбурга с мечами. Германия ; 1МВ ;  ; Б/м ; XF ; 41 ; aspt ; 428 
 1096 ; Военный крест. Франция ; 1МВ ;  ; Br ; VF-XF ; 43 ; Pankratov ; 1147 
 1097 ; Крест бойца. Франция ;  ;  ; Ж/м ; XF ; 37 ; daniz ; 804 
 1098 ; Медаль. В память 1МВ. Бельгия ; 1МВ ;  ; Ж/м ; VF+ ; 51 ; Filin77 ; 724 
 1099 ; Победная медаль. Бельгия ;  ;  ; Ж/м ; VF ; 19 ; Filin77 ; 628 
 1100 ; Звезда 1939-1945гг. Великобритания ;  ;  ; Ж/м ; XF+ ; 55 ; smaci ; 399 
 1001 ; Медаль. 250 лет Академии Наук (1724-1974). D-60мм ; 1974ЛМД ;  ; Ж/м ; VF-XF ; 22 ; Sacha777 ; 206 
 1002 ; Медаль. Памятник Шалаш. D-57мм ;  ;  ; Al ; AU ; 21 ; Fox-52 ; 102 
 1003 ; Медаль. Памятник Шалаш. D-57мм ;  ;  ; Al ; AU ; 10 ; Так!!! ; 50 
 1004 ; Медаль. Скульптура Летнего сада. Архитектура. D-57мм ; ЛМД ;  ; Al ; XF ; 8 ; Rober ; 37 
 1005 ; Медаль. За второе место в первенстве Ленинграда. D-57мм ;  ;  ; Al ; XF/AU ; 4 ; отдайте! ; 4 
 1006 ; Медаль. За третье место в первенстве Ленинграда. D-57мм ;  ;  ; Al ; VF-XF ; 4 ; отдайте! ; 4 
 1007 ; Медаль. А.К.Саврасов. Медальер А.Леонова. D-59мм ; 1981ЛМД ;  ; Br ; AU ; 28 ; Sacha777 ; 408 
 1008 ; Медаль. А.В.Щусев. Медальер Д.И.Народицкий. D-59мм ; 1976ЛМД ;  ; Br ; AU ; 28 ; qwesda ; 363 
 1009 ; Медаль. Ленинград. Памятник Петру I. D-59мм ; 1958ЛМД ;  ; Ж/м ; AU ; 39 ; Sacha777 ; 1496 
 1010 ; Медаль. Ленинград. Памятник Петру I. D-58мм ; 1958ЛМД ;  ; Al ; XF ; 29 ; 7070 ; 209 
 1011 ; Медаль.50 лет Великого Октября. В.И. Ленин. D-60мм ; 1967ММД ;  ; Ж/м ; AU ; 54 ; Vasana ; 1004 
 1012 ; Медаль. Булочно-кондитерский комбинат "Красный пекарь". D-60мм ; 1985ЛМД ;  ; Ж/м ; AU ; 11 ; 7070 ; 612 
 1013 ; Медаль.Памятники Ленинграда. Памятник В.И. Ленину на Московской площади D-60мм ; 1985ЛМД ;  ; Al ; XF- ; 16 ; Vasana ; 211 
 1014 ; Медаль.Памятники Ленинграда. Памятник А.С. Грибоедову. D-60мм ; 1990ЛМД ;  ; Al ; VF+ ; 4 ; Vasana ; 204 
 1015 ; Медаль.Памятники Ленинграда. Памятник И.Ф. Крузенштерну. D-60мм ; 1990ЛМД ;  ; Al ; VF-XF ; 14 ; Vasana ; 306 
 1016 ; Медаль.Памятники Ленинграда. Памятник В. И. Ленину.  D-60мм ; 1990ЛМД ;  ; Al ; VF-XF ; 13 ; Vasana ; 215 
 1017 ; Медаль.Памятники Ленинграда. Памятник М. Ю. Лермонтову. D-60мм ; 1990ЛМД ;  ; Al ; XF- ; 4 ; Vasana ; 204 
 1018 ; Медаль. Космический перелет "Европа-Америка". D-60мм ; 1992ЛМД ;  ; Ж/м ; AU ; 4 ; 7070 ; 225 
 1019 ; Медаль. 50 лет Челюскинской эпопее. D-60мм ; 1984ЭТПК Москва ;  ; Al ; XF- ; 11 ; Совеmы ; 306 
 1020 ; Медаль. Эскадрилья "Нормандия - Неман". Медальер Albert David. D-68мм ;  ;  ; Ж/м ; XF ; 58 ; L445 ; 693 
 1021 ; Медаль. Бела Барток (1881-1945гг). D-55мм ;  ;  ; Ж/м ; XF/AU ; 23 ; 50на50 ; 550 
 1022 ; Медаль. Л.Н.Толстой (1828-1910гг). Медальер Н.А.Соколов. D-36мм ; 1977ЛМД ;  ; Ж/м ; AU ; 40 ; 50на50 ; 137 
 1023 ; Медаль. Н.В.Гоголь (1809-1852гг). Медальер А.И.Южакова. D-36мм ; 1977ЛМД ;  ; Ж/м ; AU ; 20 ; 50на50 ; 171 
 1024 ; Медаль. 30 лет победы в ВОВ. D-69мм ;  ;  ; Б/м ; AU ; 34 ; molodes ; 104 
 1025 ; Медаль. 25 лет освобождения Феодосии. D-71мм ;  ;  ; Ж/м ; XF- ; 32 ; and ; 113 
 1026 ; Медаль. 40 лет победы в ВОВ. Медальер Корнилов С.А. D-66мм ; ЛМД ;  ; Ж/м ; XF/AU ; 18 ; 439 ; 612 
 1027 ; Медаль. В.Ульянов - студент. Медальер М.Манизер. D-70мм ;  ;  ; Ж/м ; XF ; 10 ; Sacha777 ; 317 
 1028 ; Медаль. Договор об Антарктике. 30 лет. Медальер. D-64мм ; ЛМД ;  ; Ж/м ; AU ; 39 ; Совеmы ; 577 
 1029 ; Медаль. 25 лет освобождения Кишинева от фашистских захватчиков. D-64мм ;  ;  ; Ж/м ; XF ; 12 ; Sterh ; 11 
 1030 ; Медаль. В ознаменование 25-летия с начала освоения целинных и залежных земель. D-59мм ;  ;  ; Ж/м ; XF- ; 10 ; Sacha777 ; 230 
 1031 ; Медаль. Столица СССР. Москва. D-60мм ;  ;  ; Ж/м ; AU ; 63 ; and ; 308 
 1032 ; Медаль. В.И.Баженов (1738-1799гг). Медальер А.С.Карташев. D-60мм ; 1988ЛМД ;  ; Ж/м ; AU ; 10 ; Sacha777 ; 317 
 1033 ; Медаль. 40 лет победы в ВОВ. Медальер Бакланов. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 63 ; Vasana ; 1611 
 1034 ; Медаль. 35 лет разгрома Немецко-фашистских войск на Курской дуге. Медальер Дургамов А.Н. D-60мм ; 1978ЛМД ;  ; Ж/м ; AU ; 30 ; Sacha777 ; 615 
 1035 ; Медаль. Бакинский филиал центрального музея В.И.Ленина. Медальеры: Т.Титов и А.Рустамов. D-59мм ; ЛМД ;  ; Ж/м ; AU ; 70 ; 987 ; 2805 
 1036 ; Медаль. 150 лет. Кобзарь. Медальер В.Попов. D-60мм ; 1990ЛМД ;  ; Ж/м ; AU ; 15 ; costa ; 555 
 1037 ; Медаль. Посвящается открытию аэровокзального комплекса. Медальер Р.Харитонов. D-65мм ; 1972ЛМД ;  ; Al ; AU ; 33 ; Vasana ; 536 
 1038 ; Медаль. Эжен Потье (1816-1887гг). Медальер Н.Носов. D-64мм ; 1976ЛМД ;  ; Al ; XF ; 16 ; XXX777 ; 308 
 1039 ; Медаль. Микельанджело (1475-1564гг). Медальер Шагин. D-64мм ; 1976ЛМД ;  ; Al ; AU ; 11 ; daniz ; 165 
 1040 ; Медаль. Ленинградский Технологический институт им.Ленсовета. Медальер А.Королюк. D-65мм ; ЛМД ;  ; Ж/м ; AU ; 58 ; XXX777 ; 1428 
 1041 ; Медаль. 125 лет. Константин Эдуардович Циолковский. D-49мм ; ЛМД ;  ; Ж/м ; AU ; 37 ; 50на50 ; 975 
 1042 ; Медаль. Ямгород. 600 лет. Кингисепп. D-65мм ; ЛМД ;  ; Ж/м ; AU ; 55 ; ВВС ; 1632 
 1043 ; Медаль. Московский институт Народного хозяйства им.Г.В.Плеханова. 75 лет. D-65мм ; 1982ММД ;  ; Ж/м ; AU ; 36 ; 50на50 ; 980 
 1044 ; Медаль. Ф.П.Гааз (1780-1853гг). D-59мм ; ЛМД ;  ; Ж/м ; AU ; 20 ; Sacha777 ; 444 
 1045 ; Медаль. 125 лет со дня рождения А.К.Лядова. D-60мм ; 1981ЛМД ;  ; Ж/м ; AU ; 32 ; XXX777 ; 485 
 1046 ; Медаль. Вальтер Скотт (1771-1832гг). Медальер А.Королюк. D-60мм ; 1972ЛМД ;  ; Ж/м ; AU ; 26 ; Sacha777 ; 397 
 1047 ; Медаль. Роза Люксембург и Карл Либкнехт. Медальер М.Сальман. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 24 ; XXX777 ; 485 
 1048 ; Медаль. 100 лет периодического закона химических элементов. Медальер О.П.Барановская. D-65мм ;  ;  ; Ж/м ; AU ; 29 ; Vasana ; 707 
 1049 ; Медаль. Ленинградская Духовная Академия и Семинария. Медальеры: Ю.Архипова и А.Архипов. D-75мм ; ЛМД ;  ; Ж/м ; XF+/AU ; 43 ; XXX777 ; 400 
 1050 ; Медаль. 250 лет Павлодару. Медальер Федотов А.Г. D-65мм ;  ;  ; Ж/м ; AU ; 23 ; L445 ; 975 
 917 ; Талер. Сакс-Веймар. М-28,47г ; 1607 ;  ; Ag ; F-VF ; 57 ; Оттар ; 7000 
 918 ; 1 DINHEIRO-BOLHAO. Португалия. Денис I Трудолюбивый (1279-1325) 1 династия. М-0,7г ; ND ;  ; Ag ; F+ ; 35 ; alno51 ; 1683 
 919 ; 1 стерлинг. Английская территория во Франции. Аквитания. Бордо. Эдуард - черный принц (1362-1372). 100-летняя война. М-0,94г ; ND ;  ; Ag ; F-VF ; 79 ; alno51 ; 1712 
 920 ; Полторак. Польша, Сигизмунд III. Деформация ; 1624 ;  ; Ag ; F+ ; 40 ; Rober ; 62 
 921 ; Солид. Ливония, Густав Адольф ; первая треть XVII в ;  ; Ag ; F+ ; 31 ; Fusion ; 45 
 922 ; 1/2 пенни. Англия. Вильгельм III. Gulielmus Tertius ; 1697 ;  ; Cu ; F+ ; 59 ; Ramzess ; 340 
 923 ; 1/4 эре. Швеция ; 1635 ;  ; Cu ; F-VF ; 29 ; rachkowsky ; 132 
 924 ; 10 шу "дацюань уши", гладкий. Почерк чжуань. Узурпатор Ван Ман. Китай, Синь. D-27мм ;  ;  ; Br ; F-VF ; 16 ; Slava O ; 465 
 925 ; 5 цяней "синчао тунбао" "у ли". Китай, Восстания XVII в. D-34мм ; 1649-1655 ;  ; Br ; F-VF ; 108 ; Slava O ; 372 
 926 ; 1 цянь "шуньчжи тунбао" "боо циовань". Министерство финансов (монетный двор Бэйян). Китай, Цин. D-27мм ; 1644-1661 ;  ; Br ; F-VF ; 10 ; Slava O ; 156 
 927 ; 1 цянь "сяньфэн тунбао" "боо циовань". Министерство финансов (монетный двор Бэйян). Китай, Цин. D-25мм ; 1851-1861 ;  ; Fe ; F-VF ; 17 ; Slava O ; 306 
 928 ; 1 цянь "гуансюй тунбао" "боо у". Провинция Хубэй (Учан). Китай, Цин. D-24мм ; 1875-1908 ;  ; Br ; F-VF ; 45 ; Slava O ; 59 
 929 ; 1 цянь "гуансюй тунбао" "боо цзянь". Провинция Фуцзянь (Фуцзянь). Китай, Цин. D-20мм ; 1875-1908 ;  ; Br ; F-VF ; 8 ; Slava O ; 167 
 930 ; 1 мун "чанпин тунбао" "ху лю" солнце 3ч. Министерство финансов. Корея. D-25мм ; 1757 ;  ; Br ; VF- ; 13 ; Jakob Sprenger ; 101 
 931 ; 1 мун "чанпин тунбао" "ху ба" солнце 3ч. Министерство финансов. Корея. D-25мм ; 1757 ;  ; Br ; F-VF ; 23 ; murka1973 ; 209 
 932 ; 1 мун "чанпин тунбао" "ху цзю" солнце 3ч. Министерство финансов. Корея. D-25мм ; 1757 ;  ; Br ; VF- ; 11 ; S1952 ; 63 
 967 ; Медаль. В память царствования Александра III. D-28мм ; 1894 ;  ; Ag ; XF- ; 29 ; habenti ; 4006 
 968 ; Медаль в честь 300-летия Дома Романовых (1613-1913). D-28мм ;  ;  ; Br ; F-VF ; 146 ; Ohotnik ; 456 
 969 ; Медаль. 300 лет Дому Романовых. D-28мм ; 1913 ;  ; Br ; F-VF ; 61 ; Ohotnik ; 607 
 970 ; Жетон. На коронацию Николая I ; 1826 ;  ; Ag ; VF-XF ; 76 ; S1952 ; 3876 
 971 ; Жетон склада императрицы. Для участников войны 1913-1915гг ;  ;  ; Br,золоч., ; XF ; 47 ; 31 ; 3985 
 972 ; Медаль. Церковь Смоленской иконы Божьей Матери. 200 лет. Медальер А.Бакланов. D-60мм ; ЛМД ;  ; Ж/м ; AU ; 32 ; galun ; 950 
 973 ; Медаль. В.А.Антонов-Овсеенко (1883-1939гг). Медальер А.К. D-60мм ; 1985ЛМД ;  ; Ж/м ; XF+ ; 52 ; Sacha777 ; 412 
 974 ; Медаль. Бажов (1879-1950гг). Медальер Филиппова А.Н. D-60мм ; 1980ЛМД ;  ; Ж/м ; AU ; 14 ; Vasana ; 361 
 975 ; Медаль. Путешественнику, литератору, ученому В.К. Арсеньеву. Медальер Барановская. D-60мм ; 1973ЛМД ;  ; Ж/м ; XF+ ; 20 ; XXX777 ; 526 
 976 ; Медаль. А.С.Пушкин (1799-1837гг). Медальер М.Шмаков. D-60мм ; 1974ЛМД ;  ; Ж/м ; AU ; 30 ; Sacha777 ; 796 
 977 ; Медаль. М.С.Щепкину - великому русскому актеру. Медальер О.П.Барановская. D-60мм ; 1988ЛМД ;  ; Ж/м ; AU ; 10 ; Vasana ; 332 
 978 ; Медаль. Валерий Брюсов (1873-1924гг). Медальер М.Шмаков. D-60мм ; 1976ЛМД ;  ; Ж/м ; AU ; 29 ; Vasana ; 443 
 979 ; Медаль. В.А.Веснену - основателю школы Архитектурно-промышлнных сооружений. Медальер Барановская. D-60мм ; 1983ЛМД ;  ; Ж/м ; AU ; 25 ; Sacha777 ; 450 
 980 ; Медаль. Орест Кипренский (1782-1836гг). D-60мм ; 1983ЛМД ;  ; Ж/м ; AU ; 15 ; Sacha777 ; 411 
 981 ; Медаль. 70 лет Великой Октябрьской революции. D-54мм ; ЛМД ;  ; Б/м ; XF/AU ; 25 ; Vasana ; 317 
 982 ; Медаль. Институт управления и экономики. Лауреат премии "За заслуги" в номинации "менеджер года".  D-59мм ;  ;  ; Ж/м ; AU ; 30 ; kont ; 408 
