 6032 ; Бона иностранная Камбоджия ;  ;  ;  ; AU ; 16 ; джон08 ; 42 
 1982 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 19 ; Serg78 ; 92 
 1983 ; 1 рубль. Новодел ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 25 ; lbah1 ; 591 
 1984 ; 1 рубль. Новодел. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 13 ; lbah1 ; 693 
 1985 ; 1 рубль. Новодел. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 18 ; lbah1 ; 669 
 1986 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; VF+ ; 17 ; cr2952 ; 125 
 1987 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF ; 15 ; Heritage ; 183 
 1988 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 9 ; lers ; 153 
 1989 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; VF-XF ; 9 ; lers ; 51 
 1990 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; AU/XF ; 11 ; Heritage ; 183 
 1991 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; XF ; 17 ; Руслан531 ; 67 
 1992 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF ; 17 ; lers ; 51 
 1993 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF- ; 7 ; Heritage ; 125 
 1994 ; 1 рубль ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; XF- ; 26 ; можетмнесгодиться ; 94 
 1995 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 9 ; Serg78 ; 83 
 1996 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 20 ; kop ; 184 
 1997 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 6 ; Heritage ; 255 
 1998 ; 1 рубль. Новодел ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 13 ; gdrg2 ; 510 
 1999 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 118 ; solder13 ; 280 
 1900 ; 5 копеек ; 1934 ; Тувинская Народная Республика ; Br ; F+ ; 44 ; RusScat ; 2940 
 1901 ; 100 рублей ; 1993 ; о.Шпицберген ;  ; VF-XF ; 17 ; RusScat ; 510 
 1902 ; 50 рублей ; 1993 ; о.Шпицберген ;  ; VF-XF ; 26 ; RusScat ; 365 
 1903 ; 10 рублей ; 1993 ; о.Шпицберген ;  ; VF-XF ; 33 ; RusScat ; 628 
 1904 ; 25 рублей ; 1993 ; о.Шпицберген ;  ; VF-XF ; 15 ; RusScat ; 363 
 1905 ; 100 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 41 ; Для души ; 621 
 1906 ; Жетон Министерство торговли СССР 12. Оборотная строна плоская. Цифры прямоугольной формы ;  ;  ; Ж/м ; VF+ ; 73 ; kuzen ; 1836 
 1907 ; Министерство торговли СССР № 12 ;  ;  ; Ж/м ; XF+ ; 15 ; А вот вам здрасте.... ; 97 
 1908 ; 10 рублей ; 2010 ; Пермский край ; биметалл ; AU ; 33 ; андрык ; 4297 
 1909 ; 10 рублей ; 2010 ; Пермский край ; биметалл ; XF+ ; 11 ; NAG ; 4168 
 1910 ; 10 рублей. Северная Осетия-Алания (Магнитная) ; 2013 ;  ; Би/м ; AU ; 32 ; tim111 ; 3800 
 1911 ; 5 копеек ; 2003 ; б/б ; St in Ni ; XF ; 51 ; ooooo1961 ; 2605 
 1912 ; 3 марки. Западный анклав России. Калинград. Слава русского оружия. Крейсер "Варяг" ; 2004СПМД ;  ; Ag925 ; Proof ; 41 ; samos ; 1619 
 1913 ; 3 марки. Западный анклав России. Калинград. Слава русского оружия. Истребитель "МИГ-29" ; 2003СПМД ;  ; Ag925 ; Proof ; 34 ; samos ; 1587 
 1914 ; 3 марки. Западный анклав России. Калинград. Слава русского оружия. Танк "Т-34" ; 2003СПМД ;  ; Ag925 ; Proof ; 32 ; samos ; 1587 
 1915 ; 3 марки. Западный анклав России. Калинград. Слава русского оружия. "45-мм противотанковая пушка" ; 2004СПМД ;  ; Ag925 ; Proof ; 32 ; samos ; 1587 
 1916 ; 3 марки. Западный анклав России. Калинград. Слава русского оружия. "подводная лодка с-13" ; 2004СПМД ;  ; Ag925 ; Proof ; 24 ; samos ; 1566 
 1917 ; 5 копеек ; 1927 ;  ; Br ; F ; 79 ; Калуга59 ; 5087 
 1918 ; 5 копеек ; 1929 ;  ; Br ; F-VF ; 22 ; lsp25 ; 385 
 1919 ; 5 копеек ; 1934 ;  ; Br ; F ; 48 ; coolpeppers ; 4000 
 1920 ; 20 копеек ; 1942 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF ; 24 ; валенок ; 355 
 1921 ; 15 копеек ; 1937 ;  ; Ni ; VF ; 27 ; Skilfulsun ; 918 
 1922 ; 15 копеек ; 1944 ;  ; Ni ; VF ; 38 ; miranda ; 1326 
 1923 ; 10 копеек ; 1944 ;  ; Ni ; F ; 37 ; denishe ; 1391 
 1924 ; 5 копеек ; 1945 ;  ; Br ; VF+ ; 32 ; ввп ; 1686 
 1925 ; 10 рублей ; 1993 ; ММД белый металл (немагнитный) ; Cu-Ni ; XF+ ; 53 ; Калуга59 ; 8491 
 1926 ; 5 копеек ; 1935 ;  ; Br ; F ; 55 ; dim78 ; 2056 
 1927 ; 5 копеек ; 1936 ;  ; Br ; F-VF ; 59 ; dimon46 ; 856 
 1928 ; 5 копеек ; 1937 ;  ; Br ; F ; 36 ; Skilfulsun ; 459 
 1929 ; 5 копеек ; 1951 ;  ; Br ; VF+ ; 22 ; Skilfulsun ; 1462 
 1930 ; 5 копеек ; 1967 ;  ; Cu-Zn ; VF+ ; 43 ; Technics ; 928 
 1931 ; 5 копеек ; 1971 ;  ; Cu-Zn ; VF+ ; 53 ; dim78 ; 2798 
 1932 ; 5 копеек ; 1972 ;  ; Cu-Zn ; VF+ ; 50 ; ooooo1961 ; 2917 
 1933 ; 3 копейки ; 1927 ;  ; Br ; F+ ; 39 ; brigadir ; 1530 
 1934 ; 3 копейки ; 1935 ; Л/с звезда фигурная ; Br ; F ; 33 ; borisovich ; 171 
 1935 ; 3 копейки ; 1935 ;  ; Br ; F ; 12 ; borisovich ; 153 
 1936 ; 3 копейки ; 1951 ;  ; Br ; F-VF ; 41 ; Skilfulsun ; 538 
 1937 ; 3 копейки ; 1966 ;  ; Cu-Zn ; XF ; 18 ; 222211 ; 569 
 1938 ; 2 копейки ; 1945 ;  ; Br ; VF ; 16 ; Геолог ; 357 
 1939 ; 2 копейки ; 1964 ;  ; Cu-Zn ; VF+ ; 69 ; RAMA ; 569 
 1940 ; 100 рублей ; 1992 ; ММД Биметалл ; Cu-Ni/Cu-Zn ; AU ; 35 ; RFT ; 1530 
 1941 ; 50 рублей ; 1992 ; ММД Биметалл ; Cu-Zn/Cu-Ni ; XF+ ; 18 ; borisovich ; 1019 
 1942 ; 3 копейки ; 1930 ; В СССР С вытянуты, шт.20 коп.1924 ; Br ; F- ; 22 ; страус ; 567 
 1943 ; 3 копейки ; 1945 ;  ; Br ; F+ ; 18 ; Skilfulsun ; 615 
 1944 ; 2 копейки ; 1935 ;  ; Br ; VF ; 34 ; borisovich ; 284 
 1945 ; 3 копейки ; 1951 ;  ; Ni ; VF ; 33 ; диман ; 677 
 1946 ; 15 копеек ; 1934 ;  ; Ni ; VF+ ; 27 ; borisovich ; 1365 
 1947 ; 10 копеек ; 1931 ;  ; Ni ; XF ; 50 ; Восток ; 1530 
 1948 ; 20 копеек ; 1974 ; Л/с шт. 3 коп. ; Cu-Ni ; XF ; 56 ; konstk2 ; 14762 
 1949 ; 20 копеек ; 1991 ; ММД Л/с шт. 3 коп. ; Cu-Ni ; VF-XF ; 43 ; nivva ; 3231 
 1850 ; 10 копеек ; 1923 ;  ; Ag ; VF- ; 16 ; Ctap4e ; 102 
 1851 ; 10 копеек ; 1923 ;  ; Ag ; AU ; 75 ; 222211 ; 821 
 1852 ; 10 копеек ; 1923 ;  ; Ag ; F+ ; 24 ; NAG ; 133 
 1853 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 48 ; miranda ; 223 
 1854 ; 10 копеек ; 1924 ;  ; Ag ; VF+ ; 22 ; NAG ; 347 
 1855 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 5 ; ANGEL 23 ; 111 
 1856 ; 10 копеек ; 1925 ;  ; Ag ; XF+ ; 15 ; 222211 ; 177 
 1857 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 5 ; ANGEL 23 ; 95 
 1858 ; 10 копеек ; 1925 ;  ; Ag ; XF- ; 17 ; NAG ; 107 
 1859 ; 10 копеек ; 1925 ;  ; Ag ; XF ; 7 ; Heritage ; 102 
 1860 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 18 ; jon78 ; 102 
 1861 ; 10 копеек ; 1927 ;  ; Ag ; XF- ; 21 ; Alekss_27 ; 223 
 1862 ; 10 копеек ; 1927 ;  ; Ag ; XF ; 25 ; m1940 ; 255 
 1863 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 20 ; 222211 ; 357 
 1864 ; 10 копеек ; 1929 ;  ; Ag ; VF-XF ; 18 ; tanker1975 ; 167 
 1865 ; 10 копеек ; 1929 ;  ; Ag ; VF-XF ; 17 ; 222211 ; 255 
 1866 ; 10 копеек ; 1929 ;  ; Ag ; XF ; 24 ; jon78 ; 174 
 1867 ; 10 копеек ; 1930 ;  ; Ag ; XF+ ; 27 ; 222211 ; 318 
 1868 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F ; 7 ; gola78 ; 138 
 1869 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F ; 36 ; gola78 ; 183 
 1870 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 45 ; 8800 ; 196 
 1871 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 11 ; почему ; 36 
 1872 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 15 ; NAG ; 150 
 1873 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 11 ; RusManson ; 41 
 1874 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 6 ; почему ; 31 
 1875 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 13 ; stok ; 26 
 1876 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF+ ; 38 ; scorso66 ; 918 
 1877 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 25 ; yer67ty ; 36 
 1878 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF ; 52 ; borisovich ; 561 
 1879 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F+ ; 16 ; glazo ; 41 
 1880 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F ; 8 ; yer67ty ; 100 
 1881 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 10 ; нормировщик9 ; 72 
 1882 ; 1 копейка ; 1925 ; Гурт рубчатый ; Cu ; F ; 29 ; lsp25 ; 2154 
 1883 ; Полкопейки ; 1925 ;  ; Cu ; F-VF ; 31 ; SSK ; 510 
 1884 ; Полкопейки ; 1927 ;  ; Cu ; F+ ; 29 ; nikolas13 ; 286 
 1885 ; Полкопейки ; 1927 ;  ; Cu ; VF-XF ; 45 ; borisovich ; 1813 
 1886 ; Полкопейки ; 1927 ;  ; Cu ; VF-XF ; 30 ; nikolaj.vernik ; 1479 
 1887 ; Полкопейки ; 1928 ;  ; Cu ; F ; 72 ; SSK ; 2197 
 1888 ; 10 рублей. Красная книга. Среднеазиатская кобра ; 1992 ;  ; Би/м ; AU ; 23 ; gdrg2 ; 1106 
 1889 ; 10 рублей. Красная книга. Амурский тигр ; 1992 ;  ; Би/м ; AU ; 33 ; Для души ; 1505 
 1890 ; 10 рублей. Красная книга. Краснозобая казарка ; 1992 ;  ; Би/м ; AU ; 21 ; gavrspb ; 1071 
 1891 ; 10 рублей. Красная книга. Среднеазиатская кобра ; 1992 ;  ; биметалл ; AU ; 33 ; Для души ; 1229 
 1892 ; 10 рублей. Красная книга. Краснозобая казарка ; 1992 ;  ; биметалл ; AU ; 19 ; torbey ; 1121 
 1893 ; 10 рублей. Красная книга. Амурский тигр ; 1992 ;  ; Би/м ; AU ; 25 ; Drusa80 ; 1430 
 1894 ; 10 рублей. Красная книга. Краснозобая казарка ; 1992 ;  ; Би/м ; AU ; 29 ; demodex ; 1020 
 1895 ; Жетон. Один полтинник. Гагарин ; ММД ;  ; Ag ; Proof ; 35 ; ger_ostrat ; 3876 
 1896 ; Жетон. 70 лет Советскому чекану ; ММД ;  ; Cu-Ni ; Proof ; 36 ; Rober ; 505 
 1897 ; Жетон 70 лет Советскому чекану. 1 рубль ; СПМД ;  ; Ag ; XF ; 31 ; samos ; 922 
 1898 ; 5 рублей ; 1993 ; Древний Мерв ; Cu-Ni ; Proof ; 47 ; Vol4en0k ; 3936 
 1899 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои.Дата 1990 вместо 1991 ; Cu-Ni ; XF ; 16 ; Vol4en0k ; 4440 
 1800 ; 20 копеек ; 1922 ;  ; Ag ; F+ ; 39 ; yniks2012 ; 208 
 1801 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 16 ; jon78 ; 102 
 1802 ; 20 копеек ; 1923 ;  ; Ag ; XF- ; 21 ; jon78 ; 106 
 1803 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 23 ; 222211 ; 279 
 1804 ; 20 копеек ; 1923 ;  ; Ag ; F-VF ; 13 ; Orlov1504 ; 88 
 1805 ; 20 копеек ; 1923 ;  ; Ag ; VF+ ; 23 ; NAG ; 104 
 1806 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 13 ; cotangens ; 87 
 1807 ; 20 копеек ; 1923 ;  ; Ag ; VF ; 9 ; boroda ; 101 
 1808 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 17 ; NAG ; 150 
 1809 ; 20 копеек ; 1924 ;  ; Ag ; AU ; 54 ; 462 ; 1700 
 1810 ; 20 копеек ; 1924 ;  ; Ag ; VF- ; 17 ; ANGEL 23 ; 105 
 1811 ; 15 копеек ; 1924 ;  ; Ag ; XF ; 44 ; tanker1975 ; 219 
 1812 ; 20 копеек ; 1924 ;  ; Ag ; VF ; 7 ; Ctap4e ; 80 
 1813 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 13 ; jon78 ; 106 
 1814 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 44 ; 222211 ; 175 
 1815 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 40 ; NAG ; 227 
 1816 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 13 ; Ctap4e ; 97 
 1817 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 23 ; Стасыч ; 669 
 1818 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 70 ; lers ; 176 
 1819 ; 20 копеек ; 1927 ;  ; Ag ; XF+ ; 33 ; miranda ; 295 
 1820 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 14 ; 222211 ; 429 
 1821 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 17 ; jon78 ; 109 
 1822 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 13 ; moneta1924 ; 187 
 1823 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 14 ; 222211 ; 191 
 1824 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 24 ; m1940 ; 219 
 1825 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 13 ; Alias ; 199 
 1826 ; 20 копеек ; 1930 ;  ; Ag ; XF ; 24 ; m1940 ; 223 
 1827 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 19 ; miranda ; 275 
 1828 ; 15 копеек ; 1921 ;  ; Ag ; F-VF ; 67 ; сир ; 1364 
 1829 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 29 ; Sporti84 ; 185 
 1830 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 11 ; jon78 ; 105 
 1831 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 27 ; NAG ; 204 
 1832 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 10 ; Rober ; 79 
 1833 ; 15 копеек ; 1924 ;  ; Ag ; F+ ; 36 ; NAG ; 237 
 1834 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 8 ; 222211 ; 104 
 1835 ; 15 копеек ; 1925 ;  ; Ag ; XF+ ; 13 ; moneta1924 ; 115 
 1836 ; 15 копеек ; 1925 ;  ; Ag ; XF ; 10 ; NAG ; 104 
 1837 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 20 ; moneta1924 ; 77 
 1838 ; 15 копеек ; 1925 ;  ; Ag ; VF ; 5 ; Eilenau ; 89 
 1839 ; 15 копеек ; 1925 ;  ; Ag ; VF ; 17 ; R.E.V. ; 77 
 1840 ; 15 копеек ; 1927 ;  ; Ag ; VF ; 9 ; Heritage ; 77 
 1841 ; 15 копеек ; 1928 ;  ; Ag ; XF+ ; 16 ; Alias ; 198 
 1842 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 31 ; 222211 ; 234 
 1843 ; 15 копеек ; 1928 ;  ; Ag ; VF ; 9 ; 312 ; 68 
 1844 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 16 ; tanker1975 ; 178 
 1845 ; 15 копеек ; 1929 ;  ; Ag ; VF+ ; 71 ; pallmall ; 2478 
 1846 ; 15 копеек ; 1930 ;  ; Ag ; VF+ ; 27 ; asus ; 231 
 1847 ; 10 копеек. Деформация ; 1921 ;  ; Ag ; F ; 66 ; никсер ; 947 
 1848 ; 10 копеек ; 1921 ;  ; Ag ; VF ; 52 ; ОСА ; 2833 
 1849 ; 10 копеек ; 1923 ;  ; Ag ; F+ ; 10 ; boroda ; 79 
 1750 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 36 ; Affliction ; 421 
 1751 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 28 ; kmk ; 566 
 1752 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 29 ; Стасыч ; 602 
 1753 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 12 ; Affliction ; 520 
 1754 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 14 ; Olimpia ; 526 
 1755 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 15 ; нв1975 ; 584 
 1756 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 28 ; stok ; 478 
 1757 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 22 ; Стасыч ; 602 
 1758 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 21 ; stok ; 482 
 1759 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 23 ; stok ; 475 
 1760 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 18 ; stok ; 469 
 1761 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 10 ; stok ; 466 
 1762 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 11 ; stok ; 469 
 1763 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 9 ; Affliction ; 456 
 1764 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF- ; 9 ; Affliction ; 421 
 1765 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 12 ; Koroed ; 492 
 1766 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 9 ; Affliction ; 481 
 1767 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 14 ; wwn ; 465 
 1768 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 16 ; wwn ; 466 
 1769 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF ; 17 ; Affliction ; 421 
 1770 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 13 ; Affliction ; 421 
 1771 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 19 ; Affliction ; 421 
 1772 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 18 ; Affliction ; 421 
 1773 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 36 ; wwn ; 475 
 1774 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 11 ; Affliction ; 421 
 1775 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 24 ; Koroed ; 468 
 1776 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 10 ; Affliction ; 421 
 1777 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 19 ; Orlov1504 ; 480 
 1778 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 10 ; Affliction ; 421 
 1779 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 17 ; Affliction ; 421 
 1780 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 12 ; Affliction ; 421 
 1781 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 7 ; Affliction ; 421 
 1782 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 19 ; NAG ; 600 
 1783 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 23 ; Affliction ; 455 
 1784 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 15 ; wwn ; 465 
 1785 ; Один полтинник. Гурт-1924 года ; 1925 ; (ПЛ 9 грамм. 2з. 10,5 д.) ; Ag ; XF/AU ; 81 ; igors1969 ; 30288 
 1786 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF ; 7 ; Affliction ; 421 
 1787 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 7 ; Affliction ; 421 
