 4816 ; 2 доллара. США ; 1917 ;  ;  ;  ; 53 ; lamazo ; 2521 
 1715 ; 10 копеек ; 1923 ;  ; Ag ; VF ; 27 ; andrej888 ; 100 
 1716 ; 10 копеек ; 1929 ;  ; Ag ; AU ; 99 ; atenom ; 255 
 1717 ; 10 копеек ; 1929 ;  ; Ag ; XF+ ; 54 ; Харитон Платонович ; 128 
 1718 ; 10 копеек ; 1930 ;  ; Ag ; XF ; 20 ; kalan ; 114 
 1719 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F-VF ; 19 ; Gera_K ; 46 
 1720 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 43 ; порт ; 150 
 1721 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 23 ; kalan ; 53 
 1722 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F ; 2 ; BIgor81 ; 21 
 1723 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; VF-XF ; 61 ; qaz21qaz ; 361 
 1724 ; Полкопейки ; 1925 ;  ; Cu ; XF ; 53 ; rahmn ; 531 
 1725 ; Полкопейки ; 1925 ;  ; Cu ; F-VF ; 2 ; donskoy77 ; 227 
 1726 ; Полкопейки ; 1927 ;  ; Cu ; VF ; 105 ; Хакас ; 854 
 1727 ; Полкопейки ; 1928 ;  ; Cu ; VF+ ; 53 ; gabbels ; 4080 
 1728 ; 500 рублей ; (1920-1922) ; Хорезмская народная республика. Кружок меньше. ; Ж/м ; VF- ; 63 ; sergey8 ; 4928 
 1729 ; 5 ; 1998 ; о.Шпицберген ; Б/м ; XF ; 18 ; nordbolivar ; 510 
 1730 ; Жетон. 1 полтинник. "Дверям закрытым-грош цена!". Ю. Гагарин ; 2011 ;  ; Б/м ; Proof ; 76 ; dali ; 618 
 1731 ; Разменный знак. 10. Арктикуголь. Остров Шпицберген. С надписью "разменный знак". Сход ледника - трагедия в Кармадонском ущелье ; 2002СПМД ;  ; Cu-Ni ; Proof ; 137 ; 12345sasha ; 513 
 1732 ; Разменный знак. 10. Арктикуголь. Остров Шпицберген. С надписью "разменный знак". Против терроризма ; 2002СПМД ;  ; Cu-Ni ; Proof ; 123 ; kalan ; 527 
 1733 ; Разменный знак 10. Шпицберген. Наводнение-Юг России ; 2002СПМД ;  ; Б/м ; Proof ; 23 ; Инвестор ; 603 
 1734 ; Разменный знак 10. Шпицберген. Наводнение- центр Европы ; 2002СПМД ;  ; Б/м ; Proof ; 73 ; Инвестор ; 647 
 1735 ; Жетон. Министерство торговли СССР. 13. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 15 ; PolAn ; 131 
 1736 ; Жетон. Министерство торговли СССР. 12. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 22 ; derbnik ; 110 
 1737 ; Жетон. Министерство торговли СССР. 10. Цифры прямоугольной формы, оборотная сторона ребристая ;  ;  ; Ж/м ; AU ; 97 ; Vb[fksx ; 186 
 1738 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; AU ; 16 ; sasha14 ; 556 
 1739 ; 50 копеек ; 1967 ;  ; Cu-Ni ; AU ; 62 ; hugo ; 793 
 1740 ; 50 копеек ; 1970 ;  ; Cu-Ni ; VF+ ; 25 ; sergey8 ; 4080 
 1741 ; 50 копеек ; 1971 ;  ; Cu-Ni ; AU ; 37 ; hugo ; 4420 
 1742 ; 50 копеек ; 1975 ;  ; Cu-Ni ; VF ; 57 ; ZOLTAN333 ; 1196 
 1743 ; 50 копеек ; 1976 ;  ; Cu-Ni ; XF- ; 84 ; СЁМА ; 416 
 1744 ; 20 копеек ; 1939 ;  ; Ni ; VF- ; 46 ; alex2209 ; 226 
 1745 ; 20 копеек ; 1965 ;  ; Cu-Ni ; AU ; 58 ; Vasya ; 1393 
 1746 ; 20 копеек ; 1966 ;  ; Cu-Ni ; AU ; 24 ; Андрей Т 81000 ; 1604 
 1747 ; 20 копеек. Упаковка ; 1967 ;  ; Cu-Ni ; AU ; 151 ; verunk1 ; 440 
 1748 ; 20 копеек ; 1968 ;  ; Cu-Ni ; AU ; 30 ; hugo ; 625 
 1749 ; 20 копеек ; 1969 ;  ; Cu-Ni ; AU ; 65 ; Vasya ; 1166 
 1750 ; 20 копеек ; 1970 ;  ; Cu-Ni ; VF+ ; 35 ; Андрей Т 81000 ; 3053 
 1751 ; 20 копеек ; 1971 ;  ; Cu-Ni ; AU ; 36 ; qaz21qaz ; 2958 
 1752 ; 20 копеек ; 1972 ;  ; Cu-Ni ; XF ; 47 ; свой ; 3122 
 1753 ; 20 копеек ; 1973 ;  ; Cu-Ni ; XF ; 47 ; свой ; 3954 
 1754 ; 20 копеек ; 1974 ;  ; Cu-Ni ; XF- ; 39 ; ryber ; 1303 
 1755 ; 20 копеек ; 1975 ;  ; Cu-Ni ; XF- ; 29 ; ryber ; 1146 
 1756 ; 20 копеек ; 1976 ;  ; Cu-Ni ; AU ; 25 ; serg07_67 ; 2843 
 1757 ; 15 копеек ; 1937 ;  ; Ni ; VF ; 58 ; TECHNO ; 312 
 1758 ; 15 копеек ; 1944 ;  ; Ni ; VF+ ; 27 ; denvers78 ; 313 
 1759 ; 15 копеек ; 1949 ;  ; Ni ; VF- ; 50 ; VINS ; 555 
 1760 ; 15 копеек ; 1965 ;  ; Cu-Ni ; AU ; 34 ; hugo ; 1513 
 1661 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 29 ; lamazo ; 411 
 1662 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 25 ; Gera_K ; 365 
 1663 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF ; 17 ; vitapool ; 365 
 1664 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 27 ; Гурий ; 392 
 1665 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; XF ; 29 ; Авдей ; 417 
 1666 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 20 ; Eddy ; 431 
 1667 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 62 ; Гурий ; 392 
 1668 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 18 ; vitapool ; 340 
 1669 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 6 ; Гурий ; 380 
 1670 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 35 ; Гурий ; 376 
 1671 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 26 ; Гурий ; 382 
 1672 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF- ; 9 ; Гурий ; 370 
 1673 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 25 ; vitapool ; 324 
 1674 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; F-VF ; 27 ; Shangr ; 328 
 1675 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 15 ; Александр611 ; 419 
 1676 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 19 ; mr.812 ; 455 
 1677 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 35 ; Wolchara ; 408 
 1678 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 60 ; avig67 ; 1249 
 1679 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 16 ; vitapool ; 355 
 1680 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 50 ; Гурий ; 376 
 1681 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 22 ; Гурий ; 377 
 1682 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF ; 8 ; vitapool ; 351 
 1683 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 48 ; rahmn ; 1487 
 1684 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 88 ; kalan ; 157 
 1685 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 50 ; atenom ; 513 
 1686 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 26 ; Харитон Платонович ; 253 
 1687 ; 20 копеек ; 1924 ;  ; Ag ; XF- ; 30 ; Wolchara ; 166 
 1688 ; 20 копеек ; 1924 ;  ; Ag ; VF+ ; 74 ; kalan ; 111 
 1689 ; 20 копеек ; 1924 ;  ; Ag ; VF- ; 20 ; donskoy77 ; 81 
 1690 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 46 ; kalan ; 104 
 1691 ; 20 копеек ; 1925 ;  ; Ag ; XF- ; 40 ; spstudio ; 108 
 1692 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 14 ; spstudio ; 101 
 1693 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 16 ; Sept09 ; 77 
 1694 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 39 ; kalan ; 99 
 1695 ; 20 копеек ; 1927 ;  ; Ag ; XF- ; 1 ; djekson ; 100 
 1696 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 30 ; Харитон Платонович ; 275 
 1697 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 2 ; djekson ; 120 
 1698 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 21 ; kalan ; 101 
 1699 ; 20 копеек ; 1929 ;  ; Ag ; VF-XF ; 2 ; djekson ; 120 
 1700 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 27 ; Злой 2 ; 324 
 1701 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 93 ; kalan ; 143 
 1702 ; 20 копеек ; 1930 ;  ; Ag ; XF ; 3 ; djekson ; 120 
 1703 ; 15 копеек ; 1922 ;  ; Ag ; VF ; 87 ; kalan ; 144 
 1704 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 89 ; kalan ; 131 
 1705 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 48 ; Сухов ; 123 
 1706 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 60 ; Харитон Платонович ; 116 
 1707 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 50 ; spstudio ; 116 
 1708 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 45 ; kalan ; 101 
 1709 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 70 ; Sept09 ; 94 
 1710 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 38 ; kalan ; 90 
 1611 ; 3 рубля ; 2003 ; ММД "Ипатьевский монастырь" Кострома ; Ag ; Proof ; 47 ; dali ; 2878 
 1612 ; 3 рубля ; 2003 ; ММД Свято-Данилов монастырь (Москва) ; Ag ; Proof ; 29 ; RU95 ; 3661 
 1613 ; 3 рубля ; 2003 ; ММД Серафимо-Девеевский монастырь ; Ag ; Proof ; 25 ; свой ; 3900 
 1614 ; 3 рубля ; 2004 ; СПМД Церковь Знамения Богородицы ; Ag ; Proof ; 57 ; zhang3 ; 4445 
 1615 ; 3 рубля ; 2004 ; ММД Богоявленский собор ; Ag ; Proof ; 14 ; свой ; 2395 
 1616 ; 3 рубля ; 2004 ; ММД Томск ; Ag ; Proof ; 31 ; ЕВС ; 3468 
 1617 ; 3 рубля ; 2004 ; СПМД Церковь Рождества Богородицы ; Ag ; Proof ; 29 ; свой ; 4776 
 1618 ; 3 рубля ; 2004 ; ММД Историческая серия. Феофан Грек ; Ag ; Proof ; 92 ; Dr.Goodwin ; 3636 
 1619 ; 3 рубля ; 2004 ; ММД Богоявленский собор ; Ag ; Proof ; 52 ; свой ; 2914 
 1620 ; 3 рубля ; 2008 ; Дмитриевский собор. г. Владимир ; Ag ; Proof ; 35 ; Artemon ; 2288 
 1621 ; 3 рубля ; 2009 ; 50 лет начала исследований Луны ; Ag ; Proof ; 64 ; Skit ; 3825 
 1622 ; 3 рубля. Фигуристы Л. Пахомова и А. Горшков. В буклете, с сертификатом ; 2010СПМД ;  ; Ag ; Proof ; 27 ; ЕВС ; 5000 
 1623 ; 3 рубля. Фигуристы А. Зайцев и И. Роднина. В буклете ; 2010СПМД ;  ; Ag ; Proof ; 26 ; ЕВС ; 5000 
 1624 ; 2 рубля ; 1997 ; ЛМД Афанасий Никитин в Индии ; Ag ; Proof ; 58 ; dali ; 1891 
 1625 ; 2 рубля ; 1998 ; СПМД В.М.Васнецов.Картина "Аленушка" ; Ag ; Proof ; 55 ; vrncoins ; 2956 
 1626 ; 2 рубля ; 1998 ; СПМД В.М.Васнецов.Картина "Три богатыря" ; Ag ; Proof ; 54 ; Artemon ; 2591 
 1627 ; 2 рубля ; 2000 ; ММД 150 лет со дня рождения С.В.Ковалевской ; Ag ; Proof ; 43 ; kondor300 ; 4164 
 1628 ; 2 рубля ; 2000 ; СПМД 200 лет со дня рождения Е.А.Баратынского ; Ag ; Proof ; 19 ; krft ; 3222 
 1629 ; 2 рубля ; 2000 ; ММД 150 лет со дня рождения Ф.А.Васильева ; Ag ; Proof ; 14 ; Artemon ; 3006 
 1630 ; 2 рубля ; 2000 ; СПМД 150 лет со дня рождения М.И,Чигорина ; Ag ; Proof ; 20 ; dali ; 4811 
 1631 ; 2 рубля ; 2003 ; СПМД Овен ; Ag ; Proof ; 17 ; Slava28 ; 1000 
 1632 ; 2 рубля ; 2003 ; ММД Рыбы ; Ag ; Proof ; 34 ; Slava28 ; 1019 
 1633 ; 2 рубля ; 2004 ; ММД 200 лет со дня рождения М.И.Глинки ; Ag ; Proof ; 27 ; monge ; 787 
 1634 ; 2 рубля ; 2006 ; СПМД 200 лет со дня рождения А.А.Иванова ; Ag ; Proof ; 46 ; В1951 ; 899 
 1635 ; 2 рубля ; 2007 ; ММД 300 лет со дня рождения Леонардо Эйлера ; Ag ; Proof ; 62 ; Sacha86 ; 2141 
 1636 ; 2 рубля ; 2007 ; ММД 150 лет со дня рождения К.Э.Циолковского ; Ag ; Proof ; 34 ; Sacha86 ; 1040 
 1637 ; 2 рубля ; 2007 ; СПМД 100 лет со дня рождения В.П.Соловьева-Седого ; Ag ; Proof ; 27 ; avc ; 833 
 1638 ; 2 рубля ; 2008 ; СПМД 100 лет со дня рождения Н.Н. Носова ; Ag ; Proof ; 34 ; niko1968 ; 1613 
 1639 ; 1 рубль ; 1997 ; ММД Хоккей на льду. Зимняя олимпиада в Нагано 1998 г. ; Ag ; Proof ; 54 ; Ybrjkfif ; 933 
 1640 ; 1 рубль ; 1997 ; ЛМД Футболисты. Франция ; Ag ; Proof ; 189 ; novikoff12006 ; 1133 
 1641 ; 1 рубль ; 1997 ; ММД Биатлон.  Зимняя олимпиада в Нагано 1998 г. ; Ag ; Proof ; 77 ; Ybrjkfif ; 1134 
 1642 ; 1 рубль ; 1997 ; ММД Большой театр. Москва ; Ag ; Proof ; 97 ; dwwb ; 1020 
 1643 ; 1 рубль ; 1997 ; ЛМД Собор Казанской Божьей Матери ; Ag ; Proof ; 57 ; viktorB77 ; 937 
 1644 ; 1 рубль ; 1997 ; ЛМД МГУ. Москва ; Ag ; Proof ; 46 ; dwwb ; 996 
 1645 ; 1 рубль ; 1997 ; ММД Храм Христа Спасителя ; Ag ; Proof ; 100 ; dwwb ; 1037 
 1646 ; 1 рубль ; 1997 ; ЛМД Герб Москвы ; Ag ; Proof ; 90 ; dwwb ; 1037 
 1647 ; 1 рубль ; 1997 ; ММД Воскресенские ворота ; Ag ; Proof ; 28 ; Sept09 ; 1428 
 1648 ; 1 рубль ; 2002 ; СПМД Красная книга. Сейвал ; Ag ; Proof ; 63 ; avc ; 1171 
 1649 ; Рубль ; 1921 ; (АГ) ; Ag ; VF-XF ; 50 ; gabbels ; 2534 
 1650 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 53 ; pavlova-92 ; 1692 
 1651 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 26 ; gabbels ; 1547 
 1652 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 44 ; o.k. ; 1114 
 1653 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 50 ; rogalik ; 1065 
 1654 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF+ ; 49 ; Skit ; 1155 
 1655 ; Рубль ; 1924 ; (ПЛ) ; Ag ; VF ; 40 ; vitapool ; 1020 
 1656 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 39 ; o.k. ; 458 
 1657 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 53 ; Shangr ; 495 
 1658 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF ; 36 ; Авдей ; 468 
 1659 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF ; 20 ; o.k. ; 459 
 1660 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 58 ; Selez ; 714 
 1561 ; 5 рублей ; 1977 ; ЛМД Минск.Игры XXII Олимпиады ; Ag ; AU ; 15 ; stivenson ; 801 
 1562 ; 5 рублей ; 1978 ; ЛМД Плавание.Игры XXII Олимпиады ; Ag ; Proof ; 28 ; nils5 ; 1224 
 1563 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 20 ; AlexFil ; 996 
 1564 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; Proof ; 25 ; AlexFil ; 1024 
 1565 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; Proof ; 33 ; nils5 ; 1113 
 1566 ; 5 рублей ; 1979 ; ММД Метание молота.Игры XXII Олимпиады ; Ag ; Proof ; 28 ; AlexFil ; 1016 
 1567 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; Proof ; 27 ; AlexFil ; 1016 
 1568 ; 5 рублей ; 1979 ; ЛМД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 20 ; Gera_K ; 816 
 1569 ; 5 рублей ; 1980 ; ЛМД Стрельба из лука.Игры XXII Олимпиады ; Ag ; AU ; 65 ; shneyder ; 1673 
 1570 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; AU ; 22 ; Gera_K ; 816 
 1571 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 56 ; isten ; 2081 
 1572 ; 3 рубля ; 1990 ; ЛМД Эксп.Кука в Русскую Америку ; Ag ; Proof ; 70 ; isten ; 2243 
 1573 ; 3 рубля ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 43 ; RU95 ; 2631 
 1574 ; 3 рубля ; 1991 ; ЛМД Большой театр ; Ag ; Proof ; 52 ; LVIMU ; 1655 
 1575 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 44 ; viktorB77 ; 2040 
 1576 ; 3 рубля ; 1993 ; ЛМД Анна Павлова ; Ag ; Proof ; 37 ; Artemon ; 1699 
 1577 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 43 ; Artemon ; 1723 
 1578 ; 3 рубля ; 1994 ; ЛМД Россия и мировая культура. В.И.Суриков ; Ag ; Proof ; 29 ; Artemon ; 1599 
 1579 ; 3 рубля ; 1994 ; ММД Россия и мировая культура. А.А.Иванов ; Ag ; Proof ; 31 ; novikoff12006 ; 1497 
 1580 ; 3 рубля ; 1996 ; ЛМД Дворцовая площадь. Санкт-Петербург ; Ag ; Proof ; 70 ; RU95 ; 3530 
 1581 ; 3 рубля. С сертификатом ; 1996 ; ММД Церковь Ильи Пророка в Ярославле ; Ag ; Proof ; 91 ; свой ; 4200 
 1582 ; 3 рубля. С сертификатом ; 1996 ; ЛМД Поединок Пересвета с Челубеем ; Ag ; Proof ; 64 ; Masik ; 2044 
 1583 ; 3 рубля. С сертификатом ; 1996 ; ММД Казанский Кремль ; Ag ; Proof ; 228 ; RU95 ; 3777 
 1584 ; 3 рубля ; 1996 ; ЛМД Дворцовая площадь. Санкт-Петербург ; Ag ; Proof ; 69 ; свой ; 2229 
 1585 ; 3 рубля. С сертификатом ; 1997 ; ММД Свято-Введен.монаст.в Ярославле ; Ag ; Proof ; 22 ; RU95 ; 4503 
 1586 ; 3 рубля ; 1997 ; ММД Соловецкий монастырь ; Ag ; Proof ; 42 ; RU95 ; 3994 
 1587 ; 3 рубля ; 1997 ; ММД Портрет  С.Ю.Витте ; Ag ; Proof ; 44 ; Sept09 ; 1767 
 1588 ; 3 рубля. С сертификатом ; 1998 ; СПМД Русский музей. Ангел с золотыми волосами ; Ag ; Proof ; 66 ; SANGOLD1 ; 4452 
 1589 ; 3 рубля ; 1999 ; СПМД Юрьев монаст.в Новгороде 19 в. ; Ag ; Proof ; 22 ; kondor300 ; 4458 
 1590 ; 3 рубля ; 1999 ; ММД Российская Академия наук (Петр I, Ломоносов, Эйлер) ; Ag ; Proof ; 34 ; krft ; 7960 
 1591 ; 3 рубля ; 1999 ; СПМД Уфа. Монумент дружбы ; Ag ; Proof ; 56 ; ЕВС ; 12792 
 1592 ; 3 рубля ; 1999 ; ММД Мечеть "Марджани" в Казани, 18 в. ; Ag ; Proof ; 33 ; OMT ; 3204 
 1593 ; 3 рубля ; 1999 ; СПМД 50 лет дружбы СССР и КНР ; Ag ; Proof ; 42 ; Mike! ; 8535 
 1594 ; 3 рубля ; 1999 ; СПМД Университет, Санкт-Петербург (Мендел.,Смирн.,Ухтомс.,Фок) ; Ag ; Proof ; 49 ; Skit ; 1631 
 1595 ; 3 рубля ; 2000 ; ММД Нижегородский Кремль ; Ag ; Proof ; 43 ; zhang3 ; 7037 
 1596 ; 3 рубля ; 2000 ; СПМД Пушкин.Дворц.-парк.ансамбль ; Ag ; Proof ; 29 ; Mike! ; 6834 
 1597 ; 3 рубля ; 2000 ; ММД Николо-Угрешский монастырь ; Ag ; Proof ; 30 ; RU95 ; 5098 
 1598 ; 3 рубля ; 2000 ; ММД Россия на рубеже тысячелетий. Наука ; Ag ; Proof ; 30 ; konstantinp ; 2863 
 1599 ; 3 рубля ; 2000 ; ММД Россия на рубеже тысячелетий. Промышленность ; Ag ; Proof ; 17 ; свой ; 2409 
 1600 ; 3 рубля ; 2000 ; ММД "Сохраним наш мир". Снежный барс ; Ag ; Proof ; 25 ; ЕВС ; 5667 
 1601 ; 3 рубля ; 2000 ; СПМД Переход через перевал Сен-Готар ; Ag ; Proof ; 25 ; konstantinp ; 6018 
 1602 ; 3 рубля ; 2000 ; ММД XXVII Олимпийские игры. Сидней ; Ag ; Proof ; 33 ; Ybrjkfif ; 4248 
 1603 ; 3 рубля ; 2000 ; ММД Чемп. Европы по футболу 2000 ; Ag ; Proof ; 21 ; свой ; 2805 
 1604 ; 3 рубля ; 2000 ; СПМД Чемпионат мира по хоккею 2000 ; Ag ; Proof ; 46 ; Mike! ; 9294 
 1605 ; 3 рубля ; 2001 ; СПМД Навигацкая школа ; Ag ; Proof ; 67 ; konstantinp ; 3417 
 1606 ; 3 рубля ; 2001 ; ММД Освоение Сибири ; Ag ; Proof ; 43 ; konstantinp ; 3626 
