 5868 ; Бона иностранная ;  ;  ;  ;  ; 33 ; VOLKODAVS5 ; 147 
 1777 ; 1 рубль. Упаковка разорвана ; 1977 ; 60 лет Советской власти ; Cu-Ni ; AU ; 43 ; shaker1980 ; 564 
 1778 ; 1 рубль. Упаковка нарушена ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 30 ; тпруф ; 306 
 1779 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; VF+ ; 20 ; iizikul ; 88 
 1780 ; 1 рубль. Упаковка нарушена ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc/AU ; 55 ; WOLSCHARA ; 158 
 1781 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 15 ; Mukoved ; 305 
 1782 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 22 ; aaa2009 ; 178 
 1783 ; 1 рубль ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; XF ; 49 ; cherenko-1982 ; 99 
 1784 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; AU ; 34 ; coins77 ; 329 
 1785 ; 1 рубль ; 1976 ;  ; Cu-Ni ; AU ; 44 ; victorsa ; 2056 
 1786 ; 50 копеек ; 1976 ;  ; Cu-Ni ; AU ; 35 ; tdp ; 2247 
 1787 ; 20 копеек ; 1976 ;  ; Cu-Ni ; AU ; 30 ; victorsa ; 2984 
 1788 ; 15 копеек ; 1976 ;  ; Cu-Ni ; AU ; 20 ; victorsa ; 867 
 1789 ; 5 копеек ; 1976 ;  ; Cu-Zn ; AU ; 27 ; victorsa ; 235 
 1790 ; 3 копейки ; 1976 ;  ; Cu-Zn ; AU ; 18 ; victorsa ; 234 
 1791 ; 20 копеек ; 1931 ;  ; Ni ; XF- ; 47 ; Zubrstroy ; 516 
 1792 ; 20 копеек ; 1932 ;  ; Ni ; VF-XF ; 16 ; alik434 ; 124 
 1793 ; 20 копеек ; 1933 ;  ; Ni ; VF-XF ; 9 ; judge ; 114 
 1794 ; 20 копеек ; 1935 ; Л/с звезда плоская ; Ni ; VF+ ; 3 ; judge ; 125 
 1795 ; 20 копеек ; 1936 ; Л/с звезда плоская ; Ni ; XF ; 9 ; judge ; 77 
 1796 ; 20 копеек ; 1937 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF ; 10 ; maximus1968 ; 612 
 1797 ; 20 копеек ; 1943 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; XF- ; 59 ; judge ; 180 
 1798 ; 20 копеек ; 1944 ;  ; Ni ; XF- ; 11 ; Сергей 60 ; 501 
 1799 ; 20 копеек ; 1946 ; Л/с звезда плоская, шт. 20 коп. ; Ni ; VF-XF ; 9 ; ddimitris77 ; 34 
 1800 ; 20 копеек ; 1948 ;  ; Ni ; VF+ ; 11 ; indexio ; 49 
 1801 ; 20 копеек ; 1952 ;  ; Ni ; VF-XF ; 7 ; wadimaks ; 77 
 1802 ; 20 копеек ; 1953 ;  ; Ni ; XF- ; 8 ; Тульма ; 53 
 1803 ; 20 копеек ; 1954 ;  ; Ni ; XF- ; 15 ; Тульма ; 53 
 1804 ; 20 копеек ; 1955 ;  ; Ni ; XF- ; 8 ; Тульма ; 53 
 1805 ; 20 копеек ; 1956 ;  ; Ni ; XF ; 7 ; ddimitris77 ; 26 
 1806 ; 20 копеек ; 1957 ; В венке герба 15 лент ; Ni ; AU ; 33 ; Sing ; 75 
 1807 ; 15 копеек ; 1931 ;  ; Ni ; VF+ ; 20 ; димон 71 ; 306 
 1808 ; 15 копеек ; 1932 ;  ; Ni ; XF- ; 37 ; димон 71 ; 318 
 1809 ; 15 копеек ; 1933 ;  ; Ni ; VF-XF ; 14 ; димон 71 ; 378 
 1710 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; XF ; 14 ; drn137 ; 145 
 1711 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 25 ; shurik2 ; 348 
 1712 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; XF+ ; 16 ; fon geller ; 313 
 1713 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 11 ; coins77 ; 320 
 1714 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 20 ; ALEX150 ; 315 
 1715 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; AU ; 25 ; mira16 ; 310 
 1716 ; 1 рубль ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; AU ; 13 ; coins77 ; 320 
 1717 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; AU ; 9 ; sergeyvma ; 368 
 1718 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 23 ; ALEX150 ; 320 
 1719 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 46 ; iizikul ; 160 
 1720 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; AU ; 13 ; coins77 ; 320 
 1721 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 12 ; iizikul ; 116 
 1722 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 30 ; iizikul ; 125 
 1723 ; 1 рубль ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; XF+ ; 19 ; Agava ; 297 
 1724 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU ; 14 ; coins77 ; 355 
 1725 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF+ ; 12 ; prius ; 115 
 1726 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; AU ; 15 ; ANDREYMAG ; 91 
 1727 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 30 ; iizikul ; 114 
 1728 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; XF+ ; 22 ; iizikul ; 119 
 1729 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; XF+ ; 19 ; Agava ; 227 
 1730 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; XF+ ; 19 ; cherenko-1982 ; 111 
 1731 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 17 ; iizikul ; 104 
 1732 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 18 ; fouli ; 261 
 1733 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 14 ; prius ; 115 
 1734 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 11 ; daloz2013 ; 322 
 1735 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 15 ; koppolo ; 113 
 1736 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 25 ; aaa2009 ; 153 
 1737 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 15 ; cherenko-1982 ; 121 
 1738 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 24 ; радон ; 373 
 1739 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; XF+ ; 21 ; АИ-63 ; 133 
 1740 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 20 ; 200800 ; 129 
 1741 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; XF+ ; 22 ; iizikul ; 117 
 1742 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; XF+ ; 26 ; радон ; 216 
 1743 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 13 ; zoro ; 306 
 1744 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 15 ; numic ; 281 
 1745 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 21 ; numic ; 281 
 1746 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 15 ; JanPol ; 233 
 1747 ; 1 рубль. Новодел ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 20 ; daloz2013 ; 501 
 1748 ; 1 рубль. Новодел ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 9 ; koppolo ; 338 
 1749 ; 1 рубль. Новодел ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 9 ; cr2952 ; 350 
 1750 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 21 ; zoro ; 465 
 1751 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 16 ; daloz2013 ; 211 
 1752 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 9 ; daloz2013 ; 225 
 1753 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 15 ; daloz2013 ; 156 
 1754 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 15 ; daloz2013 ; 173 
 1755 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 13 ; daloz2013 ; 322 
 1756 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 17 ; chebeer ; 361 
 1757 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 27 ; sotnik ; 201 
 1758 ; 1 рубль. Упаковка ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 19 ; daloz2013 ; 151 
 1759 ; 1 рубль. Новодел. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 10 ; daloz2013 ; 461 
 1660 ; 1 рубль. Упаковка нарушена ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc/AU ; 12 ; WOLSCHARA ; 204 
 1661 ; 1 рубль. Упаковка нарушена ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc/AU ; 9 ; wadimaks ; 216 
 1662 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 11 ; sergeyvma ; 314 
 1663 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; AU ; 92 ; ирренн ; 321 
 1664 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 21 ; wadimaks ; 185 
 1665 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 13 ; jimmysu ; 253 
 1666 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 21 ; ANDREYMAG ; 225 
 1667 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 13 ; coins77 ; 276 
 1668 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 13 ; coins77 ; 260 
 1669 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 21 ; 1974 ; 1634 
 1670 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 13 ; Закрыт ; 139 
 1671 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 20 ; koppolo ; 152 
 1672 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 18 ; Юрий ; 357 
 1673 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; AU ; 18 ; Mukoved ; 303 
 1674 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 22 ; cherenko-1982 ; 114 
 1675 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 17 ; prius ; 160 
 1676 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 16 ; koppolo ; 102 
 1677 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; AU ; 13 ; Vahka ; 113 
 1678 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; AU ; 11 ; coins77 ; 125 
 1679 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 16 ; ANDREYMAG ; 126 
 1680 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 13 ; cherenko-1982 ; 120 
 1681 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; XF+ ; 11 ; ANDREYMAG ; 110 
 1682 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 16 ; Mukoved ; 323 
 1683 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; AU ; 9 ; iizikul ; 113 
 1684 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 14 ; koppolo ; 122 
 1685 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 7 ; Vahka ; 113 
 1686 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; AU ; 59 ; coins77 ; 101 
 1687 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 12 ; Agava ; 213 
 1688 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 13 ; Vahka ; 128 
 1689 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 21 ; wadimaks ; 217 
 1690 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 17 ; koppolo ; 128 
 1691 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 15 ; prius ; 114 
 1692 ; 5 рублей ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF ; 25 ; ANTON1979 ; 1700 
 1693 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; AU ; 58 ; fouli ; 275 
 1694 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; XF+ ; 17 ; fouli ; 250 
 1695 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; XF ; 31 ; Sky2 ; 222 
 1696 ; 5 рублей ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; XF+ ; 30 ; Sky2 ; 302 
 1697 ; 5 рублей ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; AU ; 47 ; ga2012 ; 340 
 1698 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; XF+ ; 55 ; cherenko-1982 ; 254 
 1699 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; AU ; 24 ; Dont ; 159 
 1700 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 18 ; Закрыт ; 139 
 1701 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 22 ; Dont ; 144 
 1702 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 15 ; koppolo ; 159 
 1703 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 20 ; ANDREYMAG ; 157 
 1704 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 22 ; Dont ; 163 
 1705 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; AU ; 11 ; Закрыт ; 139 
 1706 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 21 ; 200800 ; 216 
 1707 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 15 ; syslik ; 72 
 1708 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF ; 20 ; cherenko-1982 ; 114 
 1709 ; 1 рубль ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; XF+ ; 20 ; ardgir ; 122 
 1610 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 15 ; zoro ; 281 
 1611 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 12 ; numic ; 255 
 1612 ; 1 рубль ; 1991 ; Олимпиада в Барселоне.Штанга ; Cu-Ni ; Proof ; 25 ; seawolf_111 ; 1259 
 1613 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 15 ; 7755 ; 257 
 1614 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 14 ; zoro ; 220 
 1615 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 17 ; zoro ; 1037 
 1616 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 21 ; zoro ; 714 
 1617 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 14 ; Rober ; 344 
 1618 ; 1 рубль ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; AU ; 37 ; tikhomirius ; 355 
 1619 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 22 ; zoro ; 348 
 1620 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 13 ; zoro ; 714 
 1621 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 23 ; zoro ; 331 
 1622 ; 5 рублей ; 1992 ; Мавзолей-мечеть Ахмеда Ясави ; Cu-Ni ; Proof ; 25 ; ВячеславД ; 826 
 1623 ; 3 рубля ; 1989 ; Землятресение в Армении ; Cu-Ni ; Proof ; 14 ; daloz2013 ; 262 
 1624 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 47 ; zoro ; 712 
 1625 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 27 ; zoro ; 738 
 1626 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 49 ; Sky2 ; 1911 
 1627 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 10 ; zoro ; 2040 
 1628 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 21 ; alik434 ; 1275 
 1629 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 11 ; zoro ; 918 
 1630 ; 3 рубля. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 29 ; zoro ; 515 
 1631 ; 1 рубль Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 22 ; тпруф ; 221 
 1632 ; 1 рубль. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 21 ; zoro ; 1016 
 1633 ; 1 рубль. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 26 ; zoro ; 1085 
 1634 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 25 ; zoro ; 371 
 1635 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 14 ; Ксения ; 203 
 1636 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 17 ; Avid ; 257 
 1637 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 5 ; Hozdvor ; 510 
 1638 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 11 ; Avid ; 257 
 1639 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 29 ; klimvita ; 572 
 1640 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 15 ; Ксения ; 410 
 1641 ; 1 рубль ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; AU ; 9 ; wadimaks ; 203 
 1642 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 13 ; ANDREYMAG ; 131 
 1643 ; 1 рубль ; 1981 ; Дружба навеки ; Cu-Ni ; AU ; 18 ; coins77 ; 352 
 1644 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF+ ; 15 ; ANDREYMAG ; 83 
 1645 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 10 ; coins77 ; 324 
 1646 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 13 ; Sky2 ; 153 
 1647 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 9 ; ANDREYMAG ; 120 
 1648 ; 1 рубль ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; AU ; 15 ; iizikul ; 119 
 1649 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 9 ; Agava ; 306 
 1650 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 9 ; ANDREYMAG ; 104 
 1651 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 18 ; Sky2 ; 427 
 1652 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; AU ; 12 ; АИ-63 ; 115 
 1653 ; 1 рубль. Новодел ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 65 ; пека17 ; 561 
 1654 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 31 ; zoro ; 465 
 1655 ; 1 рубль ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 31 ; sibons ; 936 
 1656 ; 1 рубль ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 42 ; alexgp ; 1000 
 1657 ; 1 рубль ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 35 ; sibons ; 750 
 1658 ; 1 рубль ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 53 ; Avid ; 1275 
 1659 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 63 ; zoro ; 1427 
 1560 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 19 ; zoro ; 816 
 1561 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 15 ; zoro ; 816 
 1562 ; 3 рубля. Упаковка ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 64 ; zoro ; 2045 
 1563 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 41 ; zoro ; 956 
 1564 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 25 ; zoro ; 1122 
 1565 ; 3 рубля ; 1995 ; 50 лет освобождения Варшавы ; Cu-Ni ; Proof ; 29 ; Nikolay75 ; 2144 
