 5824 ; Ценная бумага Германия ;  ;  ;  ;  ; 14 ; tikhomirius ; 141 
 1534 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 11 ; jimmysu ; 77 
 1535 ; 20 копеек ; 1928 ; в СССР С округлые, шт. 3 коп.1926 ; Ag ; XF- ; 27 ; Майкл ; 4533 
 1536 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 21 ; dimer ; 91 
 1537 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 18 ; олег45 ; 102 
 1538 ; 20 копеек ; 1929 ;  ; Ag ; XF- ; 50 ; олег45 ; 153 
 1539 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 34 ; konstk2 ; 816 
 1540 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 33 ; dimon46 ; 126 
 1541 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 31 ; SD315 ; 133 
 1542 ; 15 копеек ; 1923 ;  ; Ag ; VF- ; 11 ; апосум ; 63 
 1543 ; 15 копеек ; 1925 ;  ; Ag ; XF ; 17 ; johnsilver09 ; 153 
 1544 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 14 ; fouli ; 102 
 1545 ; 15 копеек ; 1925 ;  ; Ag ; VF ; 3 ; said ; 79 
 1546 ; 15 копеек ; 1925 ;  ; Ag ; VF ; 15 ; Sam ; 75 
 1547 ; 15 копеек ; 1925 ;  ; Ag ; F+ ; 16 ; апосум ; 63 
 1548 ; 15 копеек ; 1927 ;  ; Ag ; XF- ; 27 ; dimer ; 189 
 1549 ; 15 копеек ; 1927 ;  ; Ag ; VF+ ; 30 ; олег45 ; 178 
 1550 ; 15 копеек ; 1928 ;  ; Ag ; XF- ; 24 ; fouli ; 114 
 1551 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 17 ; олег45 ; 114 
 1552 ; 15 копеек ; 1928 ;  ; Ag ; VF-XF ; 12 ; konus ; 110 
 1553 ; 15 копеек ; 1929 ;  ; Ag ; XF ; 27 ; олег45 ; 267 
 1554 ; 10 копеек ; 1923 ;  ; Ag ; AU ; 76 ; Zam ; 1326 
 1555 ; 10 копеек ; 1923 ;  ; Ag ; VF- ; 26 ; олег45 ; 105 
 1556 ; 10 копеек ; 1925 ;  ; Ag ; XF+ ; 23 ; Майкл ; 182 
 1557 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 17 ; Геолог ; 151 
 1458 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; AU ; 25 ; dec9 ; 1148 
 1459 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; AU ; 31 ; volkov ; 1316 
 1460 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; Proof ; 31 ; АЛАН-ШИРЕР ; 918 
 1461 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; AU ; 34 ; Baikal ; 1140 
 1462 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; AU ; 35 ; Baikal ; 1115 
 1463 ; 10 рублей ; 1980 ; ММД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; AU ; 43 ; slait ; 1500 
 1464 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; AU ; 43 ; Turist33 ; 1470 
 1465 ; 10 рублей ; 1977 ; ММД Москва. Игры XXII Олимпиады ; Ag ; AU ; 41 ; alex995 ; 1247 
 1466 ; 5 рублей ; 1977 ; ЛМД Киев.Игры XXII Олимпиады ; Ag ; AU ; 38 ; gerber68 ; 925 
 1467 ; 5 рублей ; 1977 ; ЛМД Таллин.Игры XXII Олимпиады ; Ag ; AU ; 19 ; гоша334 ; 906 
 1468 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; AU ; 33 ; гоша334 ; 1156 
 1469 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на лошади.Игры XXII Олимпиады ; Ag ; Proof ; 28 ; гоша334 ; 867 
 1470 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII Олимпиады ; Ag ; Proof ; 26 ; гоша334 ; 816 
 1471 ; 5 рублей ; 1979 ; ММД Штанга.Игры XXII Олимпиады ; Ag ; AU ; 42 ; Вяч ; 1040 
 1472 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; Proof ; 17 ; moscowmen ; 638 
 1473 ; 5 рублей ; 1980 ; ММД Стрельба из лука.Игры XXII Олимпиады ; Ag ; Proof ; 17 ; volkov ; 821 
 1474 ; 3 рубля ; 1989 ; ЛМД Первые общерусские монеты ; Ag ; Proof ; 38 ; Koms ; 2040 
 1475 ; 3 рубля ; 1990 ; ММД Флот Петра Великого ; Ag ; Proof ; 25 ; sikachai ; 2608 
 1476 ; 3 рубля. В коробке, с сертификатом ; 1990 ; ЛМД Петропавловская крепость ; Ag ; Proof ; 27 ; yurrgen ; 2081 
 1477 ; 3 рубля. В коробке, с сертификатом ; 1993 ; ММД Федор Шаляпин ; Ag ; Proof ; 45 ; kulon1 ; 1758 
 1478 ; 3 рубля ; 1995 ; ЛМД Кижи ; Ag ; Proof ; 42 ; Valeriy ; 2142 
 1479 ; 3 рубля ; 1996 ; ММД Казанский Кремль ; Ag ; Proof ; 33 ; zoloto ; 1951 
 1480 ; 3 рубля ; 1997 ; ЛМД Танец маленьких лебедей ; Ag ; Proof ; 38 ; Bizon6055 ; 2601 
 1481 ; 3 рубля ; 1997 ; ЛМД "Лебединое озеро". Ротбарт и Зигфрид ; Ag ; Proof ; 30 ; Sasha25 ; 2601 
 1482 ; 3 рубля ; 1997 ; ММД Свято-Введен.монаст.в Ярославле ; Ag ; Proof ; 22 ; Bizon6055 ; 2607 
 1483 ; 3 рубля ; 2003 ; ММД Весы ; Ag ; Proof ; 31 ; Bizon6055 ; 2604 
 1484 ; 3 рубля ; 2003 ; ММД Свято-Данилов монастырь (Москва) ; Ag ; Proof ; 32 ; Bizon6055 ; 2166 
 1485 ; 3 рубля ; 2004 ; СПМД Рак ; Ag ; Proof ; 38 ; murzik20 ; 2651 
 1486 ; 3 рубля ; 2005 ; ММД Лунный календарь. Петух ; Ag ; Proof ; 44 ; Bizon6055 ; 2346 
 1487 ; 3 рубля ; 2007 ; Международный полярный год ; Ag ; Proof ; 39 ; Bizon6055 ; 2166 
 1488 ; 2 рубля ; 1996 ; ЛМД Ф.М.Достоевский ; Ag ; Proof ; 24 ; И58 ; 1260 
 1489 ; Рубль. В капсуле NGC ; 1924 ; (ПЛ) ; Ag ; Unc details ; 51 ; leff ; 6243 
 1490 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 46 ; elefant1965 ; 3774 
 1491 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 52 ; kornum ; 2244 
 1492 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF ; 44 ; За державу обидно ; 1632 
 1493 ; 50 копеек ; 1921 ; (АГ) ; Ag ; AU ; 42 ; Harlock ; 1037 
 1494 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF+ ; 57 ; Юстас ; 802 
 1495 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 16 ; Harlock ; 800 
 1496 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 18 ; Harlock ; 512 
 1497 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF- ; 26 ; Baisel ; 458 
 1498 ; 50 копеек ; 1922 ; (АГ) ; Ag ; XF- ; 53 ; Sky2 ; 1756 
 1499 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; VF-XF ; 11 ; понять) и ппростить ; 416 
 1500 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 15 ; апосум ; 397 
 1501 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF- ; 20 ; NILOV ; 401 
 1502 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF-XF ; 15 ; Harlock ; 439 
 1503 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF+ ; 15 ; Harlock ; 510 
 1504 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 21 ; NILOV ; 431 
 1505 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 16 ; джон007 ; 408 
 1506 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 31 ; трейдер2 ; 412 
 1507 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 13 ; Harlock ; 465 
 1276 ; Медаль почета ЛатССР ;  ;  ; Б/м, эмаль ; XF ; 19 ; slavka ; 152 
 1277 ; Знак охотника. Эстония ;  ;  ; Ж/м ; VF-XF ; 47 ; ZOLTAN333 ; 1106 
 1278 ; Знак. Всесоюзный парад физкультурников 1947г ;  ;  ; Ж/м, эмаль ; F-VF ; 14 ; спорт13 ; 362 
 1279 ; Знак. Латвийский университет ;  ;  ; Ж/м, эмаль ; XF- ; 15 ; bdd48 ; 122 
 1280 ; Знак. Ветеран общества красного креста ;  ;  ; Б/м, эмаль ; XF ; 13 ; doc2 ; 300 
 1281 ; Знак. 2-ой юношеский разряд ;  ;  ; Ж/м, эмаль ; XF- ; 23 ; flotskij ; 306 
 1282 ; Фрачник. Шуцкор. Финляндия ;  ;  ; Ж/м, эмаль ; XF- ; 14 ; FTM ; 180 
 1283 ; Знак. Ветеран голубых касок. Финляндия ;  ;  ; Б/м ; XF ; 12 ; Emv ; 61 
 1284 ; Знак. 1-ый юношеский разряд ;  ;  ; Ж/м, эмаль ; XF- ; 49 ; Neva ; 510 
 1285 ; Знак. 3-ий юношеский разряд ;  ;  ; Ж/м, эмаль ; XF- ; 45 ; mebius ; 497 
 1286 ; Фрачник ордена Розы. Финляндия ;  ;  ; Ж/м, эмаль ; XF ; 6 ; FTM ; 79 
 1287 ; Фрачник. Ветеран войны. Финляндия ;  ;  ; Ж/м ; XF- ; 16 ; alexander9595 ; 193 
 1288 ; Знак. ВСХВ ;  ;  ; Ж/м, эмаль ; XF ; 11 ; lalula ; 191 
 1289 ; Знак. Депутат обл. Совета ЛитССР ;  ;  ; Ж/м, эмаль ; XF ; 24 ; doc2 ; 340 
 1290 ; Медаль. Зенит-обладатель кубка УЕФА 2008г. D-40мм ; 2013 ;  ; Cu/Ni, эмаль ; AU ; 29 ; Буарон1925 ; 663 
 1291 ; Жетон. Выдающийся оружейный конструктор. Н.Ф.Макаров. Буклет ; СПМД ;  ; Латунь ; AU/XF ; 14 ; Baikal ; 424 
 1292 ; Жетон. Выдающийся оружейный конструктор. М.Т.Калашников. Буклет ; СПМД ;  ; Латунь ; AU/XF ; 19 ; Буарон1925 ; 433 
 1293 ; Жетон. Воткинск. Великий русский композитор П.И. Чайковский ; СПМД ;  ; Латунь ; XF ; 12 ; Буарон1925 ; 378 
 1294 ; Транспортный жетон г. Ташкент ; 2013 ;  ; Al ; XF ; 7 ; Man 11 ; 102 
 1295 ; Жетон. Традиция. Москва ; 2008ММД ;  ; Би/м ; Proof ; 12 ; Xxzx ; 517 
 1296 ; Жетон. Монеты и медали ; ММД ;  ; Томпак ; Proof ; 26 ; Xxzx ; 551 
 1297 ; Лотерейный жетон "Зеленый попугай" ;  ;  ; Ag ; VF+ ; 29 ; mikol05 ; 247 
 1298 ; Жетон. Российская палата предпринимателей. D-28мм. Упаковка ;  ;  ; Br ; AU ; 11 ; Шмейхель ; 159 
 1299 ; Жетон. Ресторан "Витязь" ;  ;  ; Ж/м ; VF ; 57 ; Dмитрий ; 896 
 1300 ; Медаль в память посещения выставки. Ровенщина 84 ;  ;  ; Ж/м ; VF ; 19 ; Буарон1925 ; 79 
 1301 ; Медаль школьная Украина ;  ;  ; Б/м ; VF+ ; 23 ; Буарон1925 ; 255 
 1302 ; Лот жетонов "300 лет СПб" (3шт): Петропавловская крепость, Адмиралтейство, Исаакиевский собор. В буклете ; СПМД ;  ; Латунь ; AU/XF ; 33 ; aziya11 ; 185 
 1303 ; Лот иностранных знаков (5шт) ;  ;  ; Ж/м ; VF/XF ; 12 ; 13331 ; 38 
 1304 ; Лот знаков. Умею плавать (4шт) ;  ;  ; Al ; XF ; 11 ; Ratmen ; 101 
 1305 ; Лот знаков об окончании юридического института и техникума (2шт) ;  ;  ; Al, эмаль ; XF ; 47 ; aziya11 ; 204 
 1306 ; Лот знаков Почта (4шт) ;  ;  ; Al ; XF-/XF ; 25 ; Gera_K ; 122 
 1307 ; Лот знаков ДОСААФ (4шт) ;  ;  ; Al ; VF/XF ; 27 ; Mart71 ; 300 
 1308 ; Лот значков (Выставки): 3шт ;  ;  ; Al ; XF/AU ; 13 ; kvs ; 43 
 1309 ; Лот армейских стрелковых знаков (1,2,3 ст). Швеция ;  ;  ; Б/м,Ж/м ; VF+/XF ; 26 ; shustman ; 773 
 1310 ; Знак резервистов с миниатюрой. Швеция ;  ;  ; Br ; XF ; 13 ; FTM ; 160 
 1311 ; Лот значков (Авиация СССР): 8шт ;  ;  ; Al ; XF ; 55 ; lalula ; 293 
 1312 ; Лот значков (Корабли): 12шт ;  ;  ; Al ; XF/AU ; 47 ; kvs ; 293 
 1313 ; Лот значков (для офицеров. Классность): 4шт ;  ;  ; Ж/м,эмаль ; XF ; 25 ; hodgaevvv ; 293 
 1314 ; Лот жетонов (6шт) ;  ;  ; Ж/м, Al, пластм ; VF/VF+ ; 28 ; Шмейхель ; 474 
 1447 ; 50 рублей. М-8,68г ; 1992 ; ЛМД 360 лет Якутии в России. Снежный баран "Чубуку" ; Au ; Proof ; 19 ; ЖИГУЛЬ ; 12195 
 1448 ; 50 рублей. Георгий Победоносец. М-7,78г ; 2010СПМД ;  ; Au ; AU ; 25 ; Valeriy ; 13807 
 1449 ; 25 рублей ; 1995 ; ММД Станция "Северный полюс", экипаж Чкалова ; Ag ; Proof ; 39 ; RAPAN ; 9180 
 1450 ; 25 рублей ; 1997 ; ЛМД "Сохраним наш мир". Белый медведь ; Ag ; Proof ; 40 ; Harlock ; 9384 
 1451 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; XF ; 30 ; soouo ; 906 
 1452 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; AU ; 32 ; kv1v ; 1106 
 1453 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; AU ; 33 ; Baikal ; 1106 
 1454 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; AU ; 31 ; Turist33 ; 1224 
 1455 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; AU ; 33 ; Turist33 ; 1587 
 1456 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; AU ; 33 ; Turist33 ; 1247 
 1457 ; 10 рублей ; 1979 ; ЛМД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; AU ; 32 ; Turist33 ; 1632 
 1226 ; Знак Первые зимние студенческие игры ; 1956 ;  ; Ж/м ; VF+ ; 15 ; sorus ; 714 
 1227 ; Знак Турист СССР ;  ;  ; Ж/м,эмаль ; XF ; 23 ; Mart71 ; 459 
 1228 ; Знак РУВТ ;  ;  ; Al ; VF- ; 23 ; sorus ; 403 
 1229 ; Знак ДОСАВ Авиамоделист ;  ;  ; Ж/м,эмаль ; VF ; 26 ; sorus ; 1187 
 1230 ; Знак. Клуб армии. Монголия ;  ;  ; Ж/м, эмаль ; VF ; 20 ; НЭРИ ; 510 
 1231 ; Знак. Военный ветеран. Монголия ;  ;  ; Ж/м ; VF+ ; 11 ; НЭРИ ; 158 
 1232 ; Знак . Защитник отечества. Монголия ;  ;  ; Ж/м ; VF+ ; 9 ; НЭРИ ; 114 
 1233 ; Знак. Министерство энергетики и горной промышленности. Монголия ;  ;  ; Ж/м ; XF ; 5 ; НЭРИ ; 91 
 1234 ; Знак . Защитник отечества. Монголия ;  ;  ; Ж/м, эмаль ; VF ; 17 ; НЭРИ ; 663 
 1235 ; Знак. Отличник "Профсоюза" № 20189. Монголия ;  ;  ; Ж/м, эмаль ; VF- ; 33 ; НЭРИ ; 197 
 1236 ; Знак. "Мужество рождается в борьбе" ;  ;  ; Ж/м, эмаль ; XF- ; 16 ; sorus ; 510 
 1237 ; Знак ВСХВ ; ЛМД ;  ; Ж/м,эмаль ; XF ; 53 ; rem16 ; 268 
 1238 ; Знак ГТО 1 ступени ;  ;  ; Ж/м,эмаль ; XF ; 48 ; Vova1950 ; 340 
 1239 ; Знак ВЛКСМ ;  ;  ; Ж/м,эмаль ; XF- ; 38 ; kvs ; 104 
 1240 ; Знак ВЛКСМ ; ЛМД ;  ; Ж/м,эмаль ; XF+ ; 16 ; kvs ; 51 
 1241 ; Знак Победитель соц соревнования ; 1974 ;  ; Al ; AU ; 50 ; kvs ; 228 
 1242 ; Знак Ударник коммунистического труда ;  ;  ; Al ; XF ; 8 ; kvs ; 12 
 1243 ; Знак СО ; ЛМД ;  ; Al ; AU ; 30 ; igorpuzir ; 75 
 1244 ; Знак 50 лет пограничный отряд ; ЛМД ;  ; Al ; AU ; 39 ; sorus ; 283 
 1245 ; Знак. Отличник военного строительства ;  ;  ; Ж/м,эмаль ; XF+ ; 14 ; andreygrishinspb ; 90 
 1246 ; Знак Никополь. Р-ры: 50 на 60мм ;  ;  ; Al ; VF ; 12 ; Gera_K ; 87 
 1247 ; Знак Специалист-мастер ;  ;  ; Ж/м,эмаль ; XF ; 28 ; Antoschka ; 51 
 1248 ; Медаль Министерство обороны РФ "За трудовую доблесть" ;  ;  ; Ж/м ; AU ; 17 ; серж 78 ; 261 
 1249 ; Медаль 3-я дивизия атомных подлодок "За службу отечеству". ;  ;  ; Ж/м ; XF ; 16 ; slavka ; 352 
 1250 ; Медаль Политехнический институт СПб ;  ;  ; Ж/м ; AU ; 33 ; slavka ; 119 
 1251 ; Медаль Морские стратегические ядерные силы "За службу отечеству" ;  ;  ; Ж/м ; AU ; 17 ; slavka ; 352 
 1252 ; Медаль 100 лет автомодильным войскам России ;  ;  ; Ж/м ; XF ; 13 ; bdd48 ; 262 
 1253 ; Знак. 50 лет строителям КСФ ;  ;  ; Al ; XF ; 13 ; Gera_K ; 144 
 1254 ; Знак. ЭМ "Современный" ; ЛМД ;  ; Al ; XF+ ; 14 ; FTM ; 168 
 1255 ; Знак. Корабль "Калинин" ;  ;  ; Ж/м ; XF ; 19 ; 13331 ; 252 
 1256 ; Знак. Морской флот 3  0 лет 1951г ; ЛМД ;  ; Ж/м, эмаль ; XF- ; 33 ; sorus ; 836 
 1257 ; Знак . Отличник ВВС ;  ;  ; Ж/м, эмаль ; XF ; 15 ; Emv ; 122 
 1258 ; Знак . Кандидат в мастера спорта СССР ;  ;  ; Б/м ; XF- ; 17 ; solder13 ; 107 
 1259 ; Знак. Российская транспортная инспекция ;  ;  ; Ж/м, эмаль ; XF ; 15 ; Виталий 64 ; 588 
 1260 ; Знак. Отличник советской армии ;  ;  ; Ж/м, эмаль ; XF ; 8 ; 13331 ; 125 
 1261 ; Знак. Корабль "Киев" ;  ;  ; Al ; XF- ; 8 ; RAPAN ; 108 
 1262 ; Знак. Ленинградский санитарно-гигиенический медицинский институт (1911-1986) ;  ;  ; Ж/м, эмаль ; XF- ; 25 ; 收集者 ; 197 
 1263 ; Знак. За сверхурочную службу в ВМФ ;  ;  ; Ж/м, эмаль ; VF+ ; 38 ; Виталий 64 ; 301 
 1264 ; Знак. Инструктор ДОСААФ ; ММДЖ ;  ; Ж/м ; VF-XF ; 26 ; серж 78 ; 160 
 1265 ; Знак. ЮДПД ;  ;  ; Ж/м, эмаль ; XF- ; 12 ; alexander9595 ; 191 
 1266 ; Знак. Чемпион АССР ;  ;  ; Ж/м,эмаль ; XF ; 38 ; sorus ; 468 
 1267 ; Знак. Парашютист ;  ;  ; Ж/м, эмаль ; XF- ; 43 ; mebius ; 500 
 1268 ; Знак.Участнику в создании. Корабль "Москва" ;  ;  ; Al ; XF ; 12 ; sorus ; 159 
 1269 ; Знак. Военный летчик 3 класса ;  ;  ; Ж/м, эмаль ; VF+ ; 18 ; Виталий 64 ; 351 
 1270 ; Знак. Медицинская помощь. ГДР ;  ;  ; Ж/м ; XF- ; 14 ; 76 ; 201 
 1271 ; Знак. Депутат горсовета ЛитССР ;  ;  ; Ж/м, жмаль ; XF ; 25 ; doc2 ; 340 
 1272 ; Знак. День работников морского и речного флота ;  ;  ; Al ; XF ; 20 ; Gera_K ; 132 
 1273 ; Знак "Здельвейс" Высокие Татры ;  ;  ; Б/м, эмаль ; XF- ; 68 ; Dr.Bartolo ; 1427 
 1274 ; Знак ГТО I ст с планкой повторного выполнения ;  ;  ; Ж/м, эмаль ; XF ; 18 ; ZOLTAN333 ; 1836 
