 6620 ; Пуговица ;  ;  ; Б/м ;  ; 22 ; stilsb ; 249 
 2079 ; 2 копейки ; 1935 ;  ; Br ; F ; 16 ; kvs ; 17 
 2080 ; 2 копейки ; 1949 ;  ; Br ; VF ; 18 ; kvs ; 51 
 2081 ; 1 копейка ; 1957 ; В венке герба 15 лент ; Br ; AU ; 42 ; Женя50 ; 75 
 2082 ; 1 копейка ; 1949 ;  ; Br ; VF ; 10 ; ГраF ; 28 
 2083 ; 1 копейка ; 1954 ;  ; Br ; VF ; 35 ; ЖИГУЛЬ ; 75 
 1984 ; 10 рублей ; 2007 ; Гдов. Древние города России ; биметалл ; XF ; 24 ; лисёнок ; 235 
 1985 ; 10 рублей ; 2007 ; Великий Устюг. Древние города России ; биметалл ; XF ; 29 ; Тульма ; 291 
 1986 ; 10 рублей ; 2007 ; Гдов. Древние города России ; биметалл ; XF ; 30 ; bcg ; 261 
 1987 ; 10 рублей ; 2008 ; Древние города России. Смоленск ; биметалл ; AU ; 31 ; Holder31 ; 266 
 1988 ; 10 рублей ; 2007 ; Великий Устюг. Древние города России ; биметалл ; XF ; 25 ; лисёнок ; 329 
 1989 ; 10 рублей ; 2009 ; Выборг (XIII в), Ленинградская область ; биметалл ; AU ; 12 ; SupERGood ; 210 
 1990 ; 10 рублей ; 2008 ; Свердловская область ; биметалл ; XF ; 10 ; NANDRE ; 159 
 1991 ; 10 рублей ; 2008 ; Древние города России. Приозерск ; биметалл ; XF ; 21 ; NANDRE ; 203 
 1992 ; 10 рублей ; 2008 ; Древние города России. Азов ; биметалл ; AU ; 18 ; NANDRE ; 255 
 1993 ; 10 рублей ; 2008 ; Древние города России. Смоленск ; биметалл ; AU ; 7 ; Holder31 ; 210 
 1994 ; 10 рублей ; 2008 ; Древние города России. Приозерск ; биметалл ; AU ; 13 ; NANDRE ; 192 
 1995 ; 10 рублей ; 2008 ; Древние города России. Азов ; биметалл ; AU ; 18 ; NANDRE ; 286 
 1996 ; 10 рублей ; 2008 ; Древние города России. Владимир ; биметалл ; AU ; 38 ; NANDRE ; 316 
 1997 ; 10 рублей ; 2008 ; Древние города России. Владимир ; биметалл ; AU ; 17 ; лисёнок ; 305 
 1998 ; 10 рублей ; 2008 ; Кабардино-Балкарская республика ; биметалл ; AU ; 28 ; NANDRE ; 61 
 1999 ; 10 рублей ; 2009 ; Выборг (XIII в), Ленинградская область ; биметалл ; AU ; 17 ; лисёнок ; 203 
 2000 ; 10 рублей ; 2009 ; В. Новгород ; биметалл ; AU ; 20 ; bcg ; 261 
 2001 ; 10 рублей ; 2009 ; Еврейская АО ; биметалл ; AU ; 57 ; Тульма ; 76 
 2002 ; 10 рублей ; 2009 ; Республика Адыгея ; биметалл ; XF ; 16 ; bcg ; 60 
 2003 ; 10 рублей ; 2006 ; Белгород ; биметалл ; XF ; 21 ; Тульма ; 48 
 2004 ; 10 рублей ; 2006 ; Каргополь ; биметалл ; VF-XF ; 50 ; NANDRE ; 77 
 2005 ; 10 рублей ; 2006 ; Торжок ; биметалл ; XF ; 18 ; $KoKoS$ ; 41 
 2006 ; 10 рублей ; 2003 ; ММД Дорогобуж ; биметалл ; XF ; 15 ; evgidj ; 90 
 2007 ; 10 рублей ; 2004 ; ММД Ряжск ; биметалл ; VF-XF ; 37 ; evgidj ; 80 
 2008 ; 10 рублей ; 2004 ; ММД Дмитров ; биметалл ; VF-XF ; 39 ; Тульма ; 57 
 2009 ; 10 рублей ; 2004 ; СПМД Кемь ; биметалл ; VF-XF ; 47 ; evgidj ; 79 
 2010 ; 10 рублей ; 2002 ; ММД Дербент ; биметалл ; VF-XF ; 30 ; NANDRE ; 92 
 2011 ; 10 рублей ; 2002 ; СПМД Кострома ; биметалл ; VF-XF ; 36 ; Сашок 1959 ; 69 
 2012 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 15 ; Рой ; 114 
 2013 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 18 ; Рой ; 114 
 2014 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 30 ; Yustas69 ; 145 
 2015 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; AU ; 48 ; ACDC ; 321 
 2016 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 7 ; Матроскин ; 211 
 2017 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; AU ; 16 ; ACDC ; 93 
 2018 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; AU ; 18 ; volga64 ; 110 
 2019 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; AU ; 20 ; volga64 ; 107 
 2020 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 15 ; volga64 ; 113 
 2021 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 22 ; горный ; 171 
 2022 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 17 ; горный ; 171 
 2023 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 17 ; семь ; 175 
 2024 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; AU ; 8 ; горный ; 65 
 2025 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; AU ; 13 ; volga64 ; 67 
 2026 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; XF ; 7 ; Рой ; 62 
 2027 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 11 ; aleks1753 ; 65 
 2028 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; XF ; 23 ; горный ; 89 
 2029 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; AU ; 9 ; горный ; 71 
 2030 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 10 ; Рой ; 91 
 2031 ; 1 рубль ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; XF ; 35 ; ACDC ; 243 
 2032 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; AU ; 5 ; volga64 ; 57 
 2033 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 8 ; Рой ; 63 
 1934 ; 25 рублей. Оружие Великой Победы. Т-34. М.И. Кошкин ; 2019 ;  ; Cu-Ni ; AU ; 40 ; flutter ; 333 
 1935 ; 25 рублей. Оружие Великой Победы. М-30. Ф.Ф. Петров ; 2019 ;  ; Cu-Ni ; AU ; 32 ; flutter ; 320 
 1936 ; 25 рублей. Оружие Великой Победы. "Щука" Б.М. Малинин ; 2019 ;  ; Cu-Ni ; XF ; 42 ; flutter ; 368 
 1937 ; 25 рублей. Оружие Великой Победы. ПЕ-2. В.М. Петляков ; 2019 ;  ; Cu-Ni ; AU ; 44 ; krass ; 225 
 1938 ; 25 рублей. Оружие Великой Победы. У-2(ПО-2) Н.Н. Поликарпов ; 2019 ;  ; Cu-Ni ; AU ; 41 ; krass ; 250 
 1939 ; 25 рублей. Оружие Великой Победы. ПТРС Образца 1941г. С.Г. Симонов ; 2019 ;  ; Cu-Ni ; AU ; 39 ; krass ; 340 
 1940 ; 25 рублей. Оружие Великой Победы. ИС-2. Ж.Я. Котин ; 2019 ;  ; Cu-Ni ; XF+ ; 38 ; krass ; 230 
 1941 ; 25 рублей. Оружие Великой Победы. ППШ-41. Г.С. Шпагин ; 2019 ;  ; Cu-Ni ; XF+/AU ; 32 ; krass ; 235 
 1942 ; 25 рублей. Бременские музыканты ; 2019 ;  ; Cu-Ni ; AU ; 51 ; Abdolbi ; 450 
 1943 ; 25 рублей. Дед Мороз и лето ; 2019 ;  ; Cu-Ni ; AU ; 52 ; Vol4en0k ; 458 
 1944 ; 3 рубля ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; XF+ ; 32 ; Сhatsky ; 179 
 1945 ; 3 рубля. Упаковка ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 7 ; гром ; 500 
 1946 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 28 ; maximus8404 ; 1683 
 1947 ; 1 рубль ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; AU ; 8 ; volga64 ; 226 
 1948 ; 25 рублей Бременские музыканты ; 2019 ;  ; Cu-Ni ; AU ; 38 ; Abdolbi ; 450 
 1949 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 41 ; Holder31 ; 257 
 1950 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 15 ; Yustas69 ; 119 
 1951 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 11 ; Чапай ; 67 
 1952 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; AU ; 40 ; Дмитрий 1208 ; 793 
 1953 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 14 ; focus ; 71 
 1954 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 10 ; горный ; 89 
 1955 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; AU ; 13 ; Spanish.archer ; 81 
 1956 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; AU ; 16 ; aleks1753 ; 85 
 1957 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; AU ; 13 ; rusin ; 87 
 1958 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; XF+ ; 37 ; Рой ; 245 
 1959 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; XF+ ; 12 ; volga64 ; 81 
 1960 ; 1 рубль ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; AU ; 39 ; горный ; 249 
 1961 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 22 ; kvs ; 148 
 1962 ; 5 рублей ; 1991 ; Здание Госбанка СССР в Москве ; Cu-Ni ; Proof ; 24 ; kvs ; 177 
 1963 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 25 ; ACDC ; 273 
 1964 ; 3 рубля Упаковка ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 52 ; Alex72 ; 786 
 1965 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 21 ; kvs ; 111 
 1966 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 12 ; kvs ; 108 
 1967 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 13 ; kvs ; 110 
 1968 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 14 ; kvs ; 116 
 1969 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 14 ; kvs ; 116 
 1970 ; 1 рубль ; 1988 ; 160 лет со дня рождения Л.Н.Толстого ; Cu-Ni ; Proof ; 16 ; kvs ; 116 
 1971 ; 10 рублей ; 2012 ; Белозерск, Вологодская область ; биметалл ; AU ; 38 ; LIS80 ; 150 
 1972 ; 10 рублей ; 2011 ; Соликамск, Пермский край ; биметалл ; AU ; 39 ; NANDRE ; 180 
 1973 ; 10 рублей ; 2010 ; Брянск ; биметалл ; AU ; 41 ; kvs ; 175 
 1974 ; 10 рублей ; 2011 ; Елец, Липецкая область ; биметалл ; AU ; 32 ; LIS80 ; 155 
 1975 ; 25 рублей. Ну, Погоди! ; 2018ММД ;  ; Cu/Ni ; AU ; 43 ; Vol4en0k ; 602 
 1976 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; AU/XF ; 44 ; крлкв ; 204 
 1977 ; 1 рубль ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 22 ; крлкв ; 112 
 1978 ; 50 копеек 50 лет Советской власти ; 1967 ;  ; Cu-Ni ; AU ; 31 ; PRS ; 101 
 1979 ; 25 рублей. Бременские музыканты ; 2019 ;  ; Cu-Ni ; AU ; 26 ; Abdolbi ; 444 
 1980 ; 25 рублей. Дед Мороз и лето ; 2019 ;  ; Cu-Ni ; AU ; 38 ; kvs ; 453 
 1981 ; 25 рублей. 75 лет полного освобождения Ленинграда ; 2019 ;  ; Cu-Ni ; AU ; 34 ; Valera G ; 65 
 1982 ; 10 рублей ; 2007 ; Вологда. Древние города России ; биметалл ; AU ; 39 ; bcg ; 291 
 1983 ; 10 рублей ; 2007 ; Вологда. Древние города России ; биметалл ; XF ; 22 ; NANDRE ; 265 
 1884 ; 50 рублей ; 1993 ; ЛМД Дальневосточный аист ; биметалл ; AU ; 44 ; ВЯЗЪ ; 910 
 1885 ; 50 рублей ; 1993 ; ЛМД Черноморская афалина ; биметалл ; AU ; 40 ; SupERGood ; 903 
 1886 ; 50 рублей ; 1993 ; ЛМД Кавказский тетерев ; биметалл ; AU ; 41 ; SupERGood ; 856 
 1887 ; 50 рублей ; 1993 ; ЛМД Туркменский зублефар ; биметалл ; AU ; 36 ; marSal8Q ; 596 
 1888 ; 10 рублей ; 1992 ; ЛМД Амурский Тигр ; биметалл ; AU ; 37 ; nika17.94 ; 1220 
 1889 ; 10 рублей ; 1992 ; ЛМД Краснозобая казарка ; биметалл ; AU ; 20 ; Дмитрий 1208 ; 1300 
 1890 ; 10 рублей ; 1992 ; ЛМД Среднеазиатская кобра ; биметалл ; AU ; 20 ; Ceregga ; 1024 
 1891 ; 5 рублей ; 1991 ; ЛМД Винторогий козел ; биметалл ; AU ; 37 ; bamia67 ; 669 
 1892 ; 50 рублей ; 1994 ; ЛМД Песчаный слепыш ; биметалл ; AU ; 38 ; Вадим17 ; 1618 
 1893 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 39 ; ACDC ; 259 
 1894 ; 3 рубля Упаковка ; 1992 ; Международный год космоса ; Cu-Ni ; AU ; 30 ; CMSpb ; 275 
 1895 ; 5 рублей. Упаковка ; 1989 ; Ансамбль Регистан в Самарканде ; Cu-Ni ; Proof ; 21 ; ACDC ; 288 
 1896 ; 1 рубль ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF+ ; 34 ; rvsru888 ; 359 
 1897 ; 1 рубль. Упаковка ; 1992 ; 200 лет со дня рождения Н.И.Лобачевского ; Cu-Ni ; Unc ; 40 ; eotan ; 714 
 1898 ; 5 рублей ; 1991 ; Архангельский собор в Москве ; Cu-Ni ; Proof ; 22 ; aleks1753 ; 211 
 1899 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; AU ; 25 ; шахтер-61 ; 267 
 1900 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 7 ; volga64 ; 69 
 1901 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; AU ; 12 ; volga64 ; 73 
 1902 ; 1 рубль ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; XF- ; 11 ; volga64 ; 69 
 1903 ; 1 рубль ; 1977 ; 60 лет Советской власти ; Cu-Ni ; XF ; 12 ; Рой ; 69 
 1904 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 28 ; семь ; 1381 
 1905 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 30 ; stas78 ; 672 
 1906 ; 5 рублей ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 33 ; sasas ; 236 
 1907 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 21 ; aleks1753 ; 161 
 1908 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 28 ; U2 ; 149 
 1909 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 36 ; sasas ; 907 
 1910 ; 1 рубль. Новодел ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 17 ; vasilekd ; 516 
 1911 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 30 ; Сhatsky ; 169 
 1912 ; 1 рубль. Ошибка в циферблате ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF- ; 17 ; dimam_kz ; 111 
 1913 ; 1 рубль. Ошибка в циферблате ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; XF ; 30 ; jj ; 91 
 1914 ; 1 рубль. Ошибка в циферблате ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 22 ; Рой ; 206 
 1915 ; 10 рублей ; 2002 ; СПМД Старая Руса ; биметалл ; VF-XF ; 32 ; Сашок 1959 ; 73 
 1916 ; 10 рублей ; 2003 ; СПМД Муром ; биметалл ; VF-XF ; 29 ; Сашок 1959 ; 70 
 1917 ; 10 рублей ; 2003 ; СПМД Псков ; биметалл ; VF-XF ; 25 ; Сhatsky ; 56 
 1918 ; 10 рублей ; 2003 ; СПМД Касимов ; биметалл ; VF-XF ; 20 ; Тульма ; 82 
 1919 ; 10 рублей ; 2005 ; СПМД Казань ; биметалл ; XF ; 33 ; evgidj ; 104 
 1920 ; 10 рублей ; 2005 ; СПМД Мценск ; биметалл ; VF-XF ; 10 ; Сhatsky ; 46 
 1921 ; 10 рублей ; 2005 ; ММД Калининград ; биметалл ; XF- ; 20 ; NANDRE ; 57 
 1922 ; 10 рублей ; 2005 ; СПМД Боровск ; биметалл ; XF ; 30 ; evgidj ; 53 
 1923 ; 10 рублей ; 2010 ; Всероссийская перепись населения ; биметалл ; AU ; 12 ; Niko750 ; 309 
 1924 ; 10 рублей ; 2010 ; Ненецкий автономный округ ; биметалл ; AU ; 12 ; NANDRE ; 309 
 1925 ; 10 рублей ; 2010 ; Ненецкий автономный округ ; биметалл ; XF ; 23 ; Meshok ; 257 
 1926 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; AU ; 47 ; Ceregga ; 147 
 1927 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; AU ; 5 ; volga64 ; 101 
 1928 ; 25 рублей. Армейские международные игры ; 2018 ;  ; Cu-Ni ; AU ; 40 ; apach ; 346 
 1929 ; 25 рублей. Армейские международные игры ; 2018 ;  ; Cu-Ni ; AU ; 27 ; Vol4en0k ; 353 
 1930 ; 25 рублей. Дед Мороз и лето ; 2019 ;  ; Cu-Ni ; AU ; 49 ; сургут ; 610 
 1931 ; 25 рублей. Бременские музыканты ; 2019 ;  ; Cu-Ni ; AU ; 32 ; Vol4en0k ; 455 
 1932 ; 25 рублей. Бременские музыканты ; 2019 ;  ; Cu-Ni ; AU ; 30 ; Abdolbi ; 446 
 1933 ; 25 рублей. Оружие Великой Победы. ЗИС-3. В.Г. Грабин ; 2019 ;  ; Cu-Ni ; XF+ ; 37 ; flutter ; 327 
 1834 ; 15 копеек. Упаковка ; 1966 ;  ; Cu-Ni ; AU ; 84 ; гравицапа ; 6536 
 1835 ; 5 копеек. Упаковка слоится ; 1966 ;  ; Cu-Zn ; AU ; 76 ; ФЛЕШ ; 4050 
 1836 ; 1 рубль ; 2002 ; СПМД только в наборе ; Cu-Ni-Zn ; AU ; 69 ; AIII ; 5610 
 1837 ; 5 копеек ; 1926 ;  ; Br ; F- ; 24 ; scaar ; 255 
 1838 ; 10 рублей ; 2010 ; Ямало-Ненецкий АО ; биметалл ; AU ; 36 ; balbasina ; 12250 
 1839 ; 15 копеек ; 1974 ;  ; Cu-Ni ; AU ; 25 ; Rjym gtlfkmysq ; 2129 
 1840 ; Односторонний оттиск. 500-летие Единого Русского государства. Полтавская битва 1709г. ;  ;  ; Б/м ; XF/Proof ; 111 ; gelo ; 3157 
 1841 ; 10 рублей ; 2010 ; Всероссийская перепись населения ; биметалл ; AU ; 32 ; Niko750 ; 323 
 1842 ; Разменный знак 10. Остров Шпицберген. Взрыв метеорита над Челябинском ; 2013СПМД ;  ; Cu-Ni ; Proof ; 27 ; ssbb333 ; 792 
 1843 ; Разменный знак 10. Остров Шпицберген. "Конец света"-по календарю майя ; 2012СПМД ;  ; Cu-Ni ; Proof ; 24 ; an78gg ; 808 
 1844 ; Разменный знак 10. Остров Шпицберген. Памяти  Нельсона  Манделы ; 2014СПМД ;  ; Cu-Ni ; Proof ; 39 ; ryber ; 735 
 1845 ; Разменный знак 10. Остров Шпицберген. Приток мигрантов в страны Евросоюза ; 2015СПМД ;  ; Cu-Ni ; Proof ; 24 ; ryber ; 759 
 1846 ; Разменный знак 10. Остров Шпицберген. Извержение вулкана Эйяфьядлайекудль ; 2010СПМД ;  ; Cu-Ni ; Proof ; 33 ; Sandello ; 1102 
 1847 ; Разменный знак 10. Остров Шпицберген. Борьба с эпидемией лихорадки  эбола ; 2015СПМД ;  ; Cu-Ni ; Proof ; 23 ; Гномр ; 793 
 1848 ; Разменный знак 10. Остров Шпицберген. Против терроризма. В память жертв теракта А. Брейвика ; 2011СПМД ;  ; Cu-Ni ; Proof ; 20 ; ssbb333 ; 777 
 1849 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Наводнение - Центр Европы ; 2002СПМД ;  ; Cu-Ni ; Proof ; 14 ; an78gg ; 440 
 1850 ; Разменный знак 10. Остров Шпицберген. Арктикуголь. С надписью "разменный знак". Наводнение - Юг России ; 2002СПМД ;  ; Cu-Ni ; Proof ; 13 ; an78gg ; 441 
 1851 ; 10 рублей ; 2010 ; Всероссийская перепись населения ; биметалл ; XF ; 24 ; balbasina ; 327 
 1852 ; 50 рублей ; 1993 ; ММД о.Шпицберген ; сталь/Ni ; AU ; 16 ; SupERGood ; 226 
 1853 ; 50 рублей ; 1994 ; ЛМД Фламинго ; биметалл ; AU ; 72 ; bcg ; 2142 
 1854 ; 50 рублей ; 1993 ; ЛМД Гималайский медведь ; биметалл ; AU ; 19 ; dimass70 ; 830 
 1855 ; 10 рублей ; 1992 ; ЛМД Амурский Тигр ; биметалл ; AU ; 36 ; assesor ; 1084 
 1856 ; 50 рублей ; 1993 ; ЛМД Черноморская афалина ; биметалл ; AU ; 21 ; ВЯЗЪ ; 765 
 1857 ; 10 рублей ; 1992 ; ЛМД Среднеазиатская кобра ; биметалл ; AU ; 34 ; dimass70 ; 969 
 1858 ; 5 червонцев. Красная Книга СССР - Гигантская бурозубка ; 2019ММД ;  ; Би/м ; AU ; 24 ; and1972 ; 375 
 1859 ; 10 рублей ; 1991 ; ММД Биметалл ; Cu-Zn/Cu-Ni ; XF+ ; 92 ; nicola59 ; 14847 
 1860 ; 20 копеек Упаковка ; 1973 ;  ; Cu-Ni ; AU ; 25 ; dimass70 ; 7100 
 1861 ; 15 копеек Упаковка ; 1973 ;  ; Cu-Ni ; AU ; 61 ; lva08 ; 5461 
 1862 ; 10 копеек Упаковка ; 1973 ;  ; Cu-Ni ; AU ; 16 ; Виталий74 ; 153 
 1863 ; 10 рублей Выкус ; 1992 ; ЛМД белый металл (немагнитный) ; Cu-Ni ; VF-XF ; 46 ; konstk2 ; 343 
 1864 ; 2 копейки Выкус ; 1990 ;  ; Cu-Zn ; VF- ; 26 ; konstk2 ; 259 
 1865 ; 5 рублей ; 1991 ; ЛМД Рыбный филин ; биметалл ; AU ; 24 ; SupERGood ; 579 
 1866 ; 10 рублей ; 2010 ; Чеченская республика ; биметалл ; AU ; 15 ; Дмитрий 1208 ; 5185 
 1867 ; 10 рублей ; 2010 ; Пермский край ; биметалл ; XF ; 30 ; сургут ; 2948 
 1868 ; 10 рублей ; 2010 ; Ненецкий автономный округ ; биметалл ; XF+/AU ; 21 ; Meshok ; 294 
 1869 ; 50 копеек ; 1967 ;  ; Cu-Ni ; VF ; 53 ; Babasya ; 1938 
