 5888 ; Бона иностранная 2 шт ;  ;  ;  ;  ; 11 ; doiu33 ; 339 
 1695 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; XF ; 30 ; hodgaevvv ; 101 
 1696 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; AU ; 11 ; hodgaevvv ; 94 
 1697 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; AU ; 24 ; Andrew1978 ; 123 
 1698 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; AU ; 15 ; msm ; 128 
 1599 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 18 ; Никандр ; 280 
 1600 ; 5 рублей ; 1990 ; Успенский собор в Москве ; Cu-Ni ; Proof ; 38 ; KOPOJIbPVP ; 308 
 1601 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 34 ; 45500 ; 306 
 1602 ; 5 рублей ; 1993 ; Сергиев Посад ; Cu-Ni ; Proof ; 27 ; xladon ; 628 
 1603 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 17 ; fouli ; 294 
 1604 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 13 ; _Zona_ ; 341 
 1605 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; AU ; 17 ; dim66 ; 417 
 1606 ; 3 рубля ; 1993 ; 50 лет освобождения Киева ; Cu-Ni ; Proof ; 19 ; xladon ; 1247 
 1607 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 66 ; stas07 ; 1022 
 1608 ; 3 рубля ; 1994 ; Партизаны в ВОВ ; Cu-Ni ; Proof ; 31 ; 45500 ; 910 
 1609 ; 1 рубль. Новодел. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 18 ; генерал222 ; 420 
 1610 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 24 ; Andrew1978 ; 351 
 1611 ; 1 рубль. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 49 ; Молот ; 1847 
 1612 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 17 ; Новик ; 245 
 1613 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 25 ; сортам70 ; 145 
 1614 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 22 ; сортам70 ; 143 
 1615 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 27 ; Andrew1978 ; 164 
 1616 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 41 ; Vanusha ; 180 
 1617 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 22 ; Hozdvor ; 218 
 1618 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 25 ; Andrew1978 ; 159 
 1619 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 33 ; Hozdvor ; 206 
 1620 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 16 ; Hozdvor ; 191 
 1621 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 28 ; Andrew1978 ; 151 
 1622 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 21 ; Mahfey ; 336 
 1623 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 21 ; Mahfey ; 147 
 1624 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 17 ; 06031983 ; 267 
 1625 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 13 ; Megatronik ; 177 
 1626 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 22 ; Vanusha ; 408 
 1627 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 10 ; majkl ; 170 
 1628 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 16 ; Никандр ; 200 
 1629 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 35 ; Isengrim ; 585 
 1630 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 21 ; Paradox76 ; 501 
 1631 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 27 ; sibirian ; 402 
 1632 ; 1 рубль ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 17 ; 06031983 ; 421 
 1633 ; 1 рубль ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 22 ; EvgenySPB ; 612 
 1634 ; 1 рубль ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 38 ; stas07 ; 510 
 1635 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 31 ; september ; 908 
 1636 ; 5 рублей ; 1991 ; Памятник Давиду Сасунскому в Ереване ; Cu-Ni ; XF ; 19 ; Закрыт ; 143 
 1637 ; 1 рубль ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; XF ; 18 ; Megatronik ; 253 
 1638 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; AU ; 24 ; geracon2009 ; 235 
 1639 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 21 ; KOPOJIbPVP ; 250 
 1640 ; 5 рублей ; 1990 ; Большой дворец в Петродворце ; Cu-Ni ; Proof ; 28 ; Никандр ; 237 
 1641 ; 5 рублей ; 1990 ; Матенадаран.Ереван ; Cu-Ni ; Proof ; 33 ; 45500 ; 189 
 1642 ; 3 рубля ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; AU ; 23 ; Megatronik ; 178 
 1643 ; 3 рубля ; 1992 ; Международный год космоса ; Cu-Ni ; Proof ; 44 ; majkl ; 305 
 1644 ; 3 рубля. Упаковка ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 19 ; ББосс ; 327 
 1645 ; 3 рубля ; 1994 ; 50 лет прорыва блокады Ленинграда ; Cu-Ni ; Proof ; 20 ; sergeyvma ; 1019 
 1646 ; 1 рубль ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Proof ; 23 ; kornum ; 2502 
 1647 ; 1 рубль. Упаковка ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 34 ; Andrew1978 ; 273 
 1648 ; 1 рубль. Новодел ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 14 ; Mahfey ; 407 
 1549 ; 1 рубль. Новодел. Упаковка ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 18 ; BratecZu ; 714 
 1550 ; 1 рубль. Новодел. Упаковка ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 16 ; BratecZu ; 714 
 1551 ; 1 рубль. Новодел. Упаковка ; 1983 ; 165 лет со дня рождения К.Маркса ; Cu-Ni ; Proof ; 14 ; BratecZu ; 572 
 1552 ; 1 рубль. Новодел. Упаковка ; 1984 ; 125 лет со дня рождения А.С.Попова ; Cu-Ni ; Proof ; 71 ; BratecZu ; 813 
 1553 ; 1 рубль. Новодел. Упаковка ; 1981 ; 20 лет полета в космос Ю.Гагарина ; Cu-Ni ; Proof ; 23 ; BratecZu ; 569 
 1554 ; 1 рубль. Новодел. Упаковка ; 1985 ; 115 лет со дня рождения В.И.Ленина ; Cu-Ni ; Proof ; 25 ; BratecZu ; 906 
 1555 ; 1 рубль. Новодел. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 16 ; BratecZu ; 569 
 1556 ; 1 рубль. Новодел. Упаковка ; 1985 ; 165 лет со дня рождения Ф.Энгельса ; Cu-Ni ; Proof ; 24 ; BratecZu ; 561 
 1557 ; 1 рубль. Новодел. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 24 ; BratecZu ; 714 
 1558 ; 1 рубль. Новодел. Упаковка ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 18 ; BratecZu ; 443 
 1559 ; 1 рубль. Новодел. Упаковка ; 1983 ; 400 лет со дня смерти И.Федорова 1510-1583 ; Cu-Ni ; Proof ; 14 ; BratecZu ; 643 
 1560 ; 1 рубль. Новодел. Упаковка ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 42 ; likerkka ; 1020 
 1561 ; 1 рубль. Новодел. Упаковка ; 1986 ; Международный год мира ; Cu-Ni ; Proof ; 5 ; BratecZu ; 674 
 1562 ; 1 рубль. Новодел. Упаковка ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 22 ; BratecZu ; 516 
 1563 ; 1 рубль. Новодел. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 22 ; BratecZu ; 663 
 1564 ; 1 рубль. Новодел. Упаковка ; 1984 ; 185 лет со дня рождения А.С.Пушкина ; Cu-Ni ; Proof ; 27 ; BratecZu ; 793 
 1565 ; 1 рубль. Новодел. Упаковка ; 1983 ; 20 лет полета в космос В.Терешковой ; Cu-Ni ; Proof ; 18 ; BratecZu ; 765 
 1566 ; 1 рубль. Упаковка ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 20 ; zsefvg ; 521 
 1567 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 16 ; BratecZu ; 306 
 1568 ; 1 рубль. Упаковка ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 24 ; Vanusha ; 159 
 1569 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 29 ; Gorood ; 234 
 1570 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 23 ; iizikul ; 265 
 1571 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 14 ; loguten ; 176 
 1572 ; 1 рубль. Упаковка ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 34 ; ivan116 ; 343 
 1573 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 29 ; Gorood ; 240 
 1574 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 21 ; TECHNO ; 174 
 1575 ; 1 рубль. Упаковка ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 7 ; zsefvg ; 225 
 1576 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 16 ; Gorood ; 266 
 1577 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 11 ; 06031983 ; 165 
 1578 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 18 ; Gorood ; 245 
 1579 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 25 ; acad ; 306 
 1580 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 22 ; acad ; 260 
 1581 ; 1 рубль ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Proof ; 24 ; Молот ; 1683 
 1582 ; 3 рубля ; 1995 ; 50 лет освобождения Вены ; Cu-Ni ; Proof ; 56 ; Михалыч57 ; 1247 
 1583 ; 3 рубля ; 1995 ; Разгром Квантунской армии в Маньчжурии ; Cu-Ni ; Proof ; 103 ; vel2010 ; 1064 
 1584 ; 5 рублей ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 32 ; RAPAN ; 270 
 1585 ; 3 рубля ; 1994 ; 50 лет освобождения Белграда ; Cu-Ni ; Proof ; 31 ; 45500 ; 1247 
 1586 ; 3 рубля ; 1995 ; Капитуляция Японии ; Cu-Ni ; Proof ; 24 ; Rober ; 1392 
 1587 ; 3 рубля. Упаковка ; 1995 ; 50 лет освобождения Будапешта ; Cu-Ni ; Proof ; 54 ; ryber ; 1478 
 1588 ; 3 рубля ; 1995 ; 50 лет освобождения Кенигсберга. ; Cu-Ni ; Proof ; 18 ; Михалыч57 ; 1247 
 1589 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 36 ; Hozdvor ; 160 
 1590 ; 3 рубля ; 1995 ; Капитуляция Германии ; Cu-Ni ; Proof ; 23 ; Armando ; 1455 
 1591 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 27 ; сортам70 ; 155 
 1592 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 12 ; tanmar86 ; 455 
 1593 ; 3 рубля ; 1993 ; 50 лет победы на Курской дуге ; Cu-Ni ; Proof ; 22 ; Isengrim ; 521 
 1594 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 73 ; ryber ; 2444 
 1595 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 20 ; Mahfey ; 255 
 1596 ; 1 рубль. Упаковка ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 34 ; skrudz ; 1023 
 1597 ; 3 рубля ; 1992 ; "Северный конвой" ; Cu-Ni ; Proof ; 62 ; Paradox76 ; 575 
 1598 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 28 ; zsefvg ; 350 
 1499 ; 100 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 28 ; нормировщик9 ; 421 
 1500 ; 50 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 18 ; нормировщик9 ; 421 
 1501 ; 25 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 8 ; нормировщик9 ; 421 
 1502 ; 10 рублей ; 1993 ; о.Шпицберген ;  ; AU ; 7 ; нормировщик9 ; 421 
 1503 ; 5 копеек ; 1922 ; Николо-Павдиевский кооператив (Екатеринбург, 1922 г.) ;  ; F+ ; 32 ; купи-продай ; 8246 
 1504 ; 1 рубль ; 1922 ; Николо-Павдиевский кооператив (Екатеринбург, 1922 г.) ;  ; F-VF ; 27 ; шев ; 7933 
 1505 ; 50 копеек ; 1946 ; о.Шпицберген ; б.м. ; VF-XF ; 42 ; daim ; 4533 
 1506 ; 10 копеек ; 1946 ; о.Шпицберген ; Br ; VF-XF ; 67 ; lvd ; 3573 
 1507 ; 10 копеек ; 1934 ; Тувинская Народная Республика ;  ; F ; 18 ; win.gradoff ; 3400 
 1508 ; 3 копейки ; 1934 ; Тувинская Народная Республика ;  ; F ; 53 ; ryber ; 1377 
 1509 ; Жетон. 5 червонцев. Красная книга. Европейский хариус. Тираж: 1000шт. ; 2013ММД ;  ; Би/м ; Proof ; 32 ; Gillur ; 929 
 1510 ; Жетон. 5 червонцев. Красная книга. Гигантская вечерница. Тираж: 1000шт. ; 2014ММД ;  ; Би/м ; Proof ; 29 ; etalon ; 1360 
 1511 ; Жетон. 5 червонцев. Красная книга. Гигантская вечерница. Тираж: 200шт. ; 2014ММД ;  ; Ag925 ; Proof ; 17 ; etalon ; 3239 
 1512 ; Жетон. 5 пядей. Ерофей Павлович Хабаров. Тираж: 1000 шт. ; 2013ММД ;  ; Cu/Ni ; Proof ; 10 ; Новик ; 777 
 1513 ; 50 копеек ; 1922 ; Вторая государственная шорно-футлярная и чемоданная фабрика (Петроград) ; Al ; VF+ ; 43 ; sergey8 ; 22232 
 1514 ; Жетон. 50. Ресторан "Метрополь" ;  ;  ; Б/м ; VF+ ; 33 ; lvd ; 3333 
 1515 ; Жетон. Министерство торговли СССР № 32 ;  ;  ; Ж/м ; VF-XF ; 41 ; alex241 ; 235 
 1516 ; Жетон. Министерство торговли СССР № 28 ;  ;  ; Ж/м ; VF ; 22 ; alex241 ; 261 
 1517 ; Жетон. Министерство торговли СССР № 26 ;  ;  ; Ж/м ; VF+ ; 35 ; alex241 ; 261 
 1518 ; Жетон. Министерство торговли СССР № 20 ;  ;  ; Ж/м ; VF-XF ; 25 ; Ferros ; 144 
 1519 ; Жетон. Министерство торговли СССР № 19 ;  ;  ; Ж/м ; VF-XF ; 20 ; alex241 ; 204 
 1520 ; Жетон. Министерство торговли СССР № 13 ;  ;  ; Ж/м ; XF- ; 27 ; Ferros ; 175 
 1521 ; Жетон. Министерство торговли СССР № 12 ;  ;  ; Ж/м ; XF ; 10 ; Ferros ; 181 
 1522 ; 20 копеек ; 1950 ;  ; Ni ; VF+ ; 25 ; wadimaks ; 1275 
 1523 ; 20 копеек  Упаковка нарушена ; 1967 ;  ; Cu-Ni ; AU ; 26 ; maleevsw ; 1121 
 1524 ; 20 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 32 ; Trien ; 1064 
 1525 ; 20 копеек. Упаковка ; 1976 ;  ; Cu-Ni ; AU ; 36 ; ss13 ; 3938 
 1526 ; 20 копеек. Упаковка нарушена ; 1977 ; Л/с шт. 3 коп. ; Cu-Ni ; AU ; 23 ; venividivici ; 510 
 1527 ; 20 копеек ; 1979 ; Л/с шт. 3 коп. ; Cu-Ni ; AU ; 24 ; venividivici ; 612 
 1528 ; 20 копеек ; 1982 ; Л/с шт. 3 коп. ; Cu-Ni ; AU ; 17 ; venividivici ; 510 
 1529 ; 20 копеек. Упаковка ; 1988 ; Л/с шт. 3 коп. ; Cu-Ni ; AU ; 32 ; Drusa80 ; 744 
 1530 ; 15 копеек  Упаковка нарушена ; 1967 ;  ; Cu-Ni ; AU ; 20 ; happy ; 859 
 1531 ; 15 копеек. Упаковка ; 1968 ;  ; Cu-Ni ; AU ; 21 ; ryber ; 996 
 1532 ; 10 копеек  Упаковка нарушена ; 1967 ;  ; Cu-Ni ; AU ; 24 ; happy ; 936 
 1533 ; 5 копеек ; 1945 ;  ; Br ; F+ ; 15 ; kozlevich ; 937 
 1534 ; 5 копеек ; 1951 ;  ; Br ; VF-XF ; 21 ; shknikolay ; 999 
 1535 ; 5 копеек  Упаковка нарушена ; 1967 ;  ; Cu-Zn ; AU ; 51 ; maleevsw ; 1467 
 1536 ; 3 копейки. Деформация ; 1945 ;  ; Br ; F+ ; 52 ; никсер ; 270 
 1537 ; 3 копейки ; 1991 ; Л/с шт.20 коп. ; Cu-Zn ; XF+ ; 47 ; Drusa80 ; 680 
 1538 ; 10 рублей. Немагнитные (редкие) ; 1993ЛМД ;  ; Б/м ; XF+ ; 57 ; jek31 ; 30600 
 1539 ; 10 копеек ; 1991 ; Без букв ; Cu-Ni ; XF ; 28 ; ss13 ; 1848 
 1540 ; 5 копеек ; 2003 ; б/б ; St in Ni ; XF ; 37 ; kozlevich ; 2168 
 1541 ; 20 копеек. Брак монетного двора (аверс/реверс 190 градусов) ; 1990 ;  ; Cu-Ni ; VF-XF ; 28 ; fillin ; 944 
 1542 ; 10 рублей. Аверс/Реверс 90 градусов ; 2010 ;  ; Лат/St ; XF- ; 35 ; fillin ; 302 
 1543 ; 5 рублей. Аверс/Реверс 100 градусов ; 1997 ; СПМД ; Cu in Cu-Ni ; VF-XF ; 31 ; cr2952 ; 222 
 1544 ; 2 рубля. Аверс/Реверс 30 градусов ; 1998 ; СПМД ; Cu-Ni-Zn ; XF- ; 5 ; fillin ; 31 
 1545 ; 5 копеек. Смещение ; 1930 ;  ; Br ; VF+ ; 25 ; ДИМОН1990 ; 309 
 1546 ; 50 рублей. Смещение ; 1992 ; ЛМД Биметалл ; Cu-Zn/Cu-Ni ; XF ; 16 ; fillin ; 94 
 1547 ; 1 рубль. Новодел. Упаковка ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; Proof ; 35 ; ZET ; 1020 
 1548 ; 1 рубль. Новодел. Упаковка ; 1981 ; Дружба навеки ; Cu-Ni ; Proof ; 20 ; BratecZu ; 714 
 1449 ; 15 копеек ; 1922 ;  ; Ag ; XF- ; 21 ; 06031983 ; 301 
 1450 ; 15 копеек ; 1922 ;  ; Ag ; VF- ; 49 ; Ferros ; 193 
 1451 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 8 ; nikotin_usm ; 157 
 1452 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 18 ; ДИМОН1990 ; 201 
 1453 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 14 ; dimon46 ; 100 
 1454 ; 15 копеек ; 1923 ;  ; Ag ; XF- ; 11 ; nikotin_usm ; 90 
 1455 ; 15 копеек ; 1923 ;  ; Ag ; VF ; 11 ; nikotin_usm ; 90 
 1456 ; 15 копеек ; 1925 ;  ; Ag ; AU ; 15 ; apiko ; 286 
 1457 ; 15 копеек ; 1925 ;  ; Ag ; VF-XF ; 24 ; vladimirusof ; 204 
 1458 ; 15 копеек ; 1925 ;  ; Ag ; VF+ ; 11 ; Hozdvor ; 123 
 1459 ; 15 копеек ; 1925 ;  ; Ag ; F-VF ; 17 ; kvs ; 90 
 1460 ; 15 копеек ; 1927 ;  ; Ag ; VF-XF ; 26 ; Ferros ; 204 
 1461 ; 15 копеек ; 1928 ;  ; Ag ; XF ; 29 ; apiko ; 254 
 1462 ; 15 копеек ; 1930 ;  ; Ag ; XF ; 34 ; Trien ; 395 
 1463 ; 10 копеек ; 1922 ;  ; Ag ; VF-XF ; 27 ; 06031983 ; 301 
 1464 ; 10 копеек ; 1922 ;  ; Ag ; XF ; 43 ; Запруда ; 471 
 1465 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 17 ; Yes ; 164 
 1466 ; 10 копеек ; 1923 ;  ; Ag ; VF-XF ; 21 ; ДИМОН1990 ; 201 
 1467 ; 10 копеек ; 1923 ;  ; Ag ; VF+ ; 25 ; Megatronik ; 114 
 1468 ; 10 копеек ; 1923 ;  ; Ag ; VF- ; 18 ; VancheZ ; 101 
 1469 ; 10 копеек ; 1924 ;  ; Ag ; XF ; 44 ; 06031983 ; 385 
 1470 ; 10 копеек ; 1925 ;  ; Ag ; AU ; 87 ; Trien ; 308 
 1471 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 15 ; vitapool ; 98 
 1472 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 11 ; vitapool ; 90 
 1473 ; 10 копеек ; 1925 ;  ; Ag ; VF-XF ; 11 ; dimon46 ; 120 
 1474 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 9 ; nikotin_usm ; 90 
 1475 ; 10 копеек ; 1925 ;  ; Ag ; VF+ ; 9 ; nikotin_usm ; 89 
 1476 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 11 ; VancheZ ; 88 
 1477 ; 10 копеек ; 1927 ;  ; Ag ; AU ; 27 ; DmA ; 439 
 1478 ; 10 копеек ; 1927 ;  ; Ag ; XF/AU ; 24 ; Ferros ; 196 
 1479 ; 10 копеек ; 1927 ;  ; Ag ; VF- ; 10 ; Kama ; 100 
