 5865 ; Бона иностранная. Перу ;  ;  ;  ; AU ; 63 ; mart_si ; 223 
 1476 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 32 ; saturn ; 203 
 1477 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 16 ; iizikul ; 171 
 1478 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 29 ; viplong ; 172 
 1479 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 21 ; viplong ; 169 
 1480 ; 1 рубль. Упаковка ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 17 ; iizikul ; 175 
 1481 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 23 ; viplong ; 157 
 1482 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 23 ; viplong ; 219 
 1483 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 26 ; viplong ; 250 
 1484 ; 1 рубль ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 17 ; viplong ; 200 
 1485 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 18 ; андрей1957 ; 203 
 1486 ; 1 рубль. Упаковка ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 28 ; Gorood ; 510 
 1487 ; 1 рубль. Упаковка ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 21 ; андрей1957 ; 183 
 1488 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 15 ; юрий73 ; 138 
 1489 ; 1 рубль. Упаковка ; 1991 ; 125 лет со дня рождения П.Н.Лебедева ; Cu-Ni ; Proof ; 20 ; лом45 ; 192 
 1490 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 18 ; sergey35 ; 185 
 1491 ; 1 рубль. Упаковка ; 1992 ; "Суверенитет, демократия, возрождение" ; Cu-Ni ; Proof ; 44 ; Avid ; 3174 
 1492 ; 1 рубль. Упаковка ; 1992 ; 110 лет со дня рождения Я.Купалы ; Cu-Ni ; Proof ; 22 ; Carbon ; 432 
 1493 ; 1 рубль ; 1993 ; 100 лет со дня рождения В.В.Маяковского ; Cu-Ni ; AU ; 39 ; evRoman7 ; 1156 
 1494 ; 1 рубль ; 1993 ; 110 лет со дня смерти И.С.Тургенева ; Cu-Ni ; Unc ; 15 ; лом45 ; 975 
 1495 ; 1 рубль ; 1993 ; 250 лет со дня рождения Г.Р.Державина ; Cu-Ni ; Unc ; 32 ; goram ; 835 
 1496 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Unc ; 23 ; Ferros ; 436 
 1497 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Unc ; 31 ; coins77 ; 1381 
 1498 ; 1 рубль. Упаковка ; 1993 ; 110 лет со дня рождения А.П.Бородина ; Cu-Ni ; Unc ; 31 ; coins77 ; 1062 
 1499 ; 1 рубль. Упаковка ; 1977 ; Олимпиада 80.Эмблема Олимпийских игр ; Cu-Ni ; Unc ; 26 ; опохмелов ; 209 
 1500 ; 5 рублей. Упаковка ; 1988 ; Памятник в Новгороде "Тысячелетие России" ; Cu-Ni ; Proof ; 22 ; трынь трынь 3 ; 273 
 1501 ; 5 рублей. Упаковка ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 35 ; трынь трынь 3 ; 317 
 1502 ; 5 рублей. Упаковка ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 17 ; трынь трынь 3 ; 273 
 1503 ; 1 рубль. Упаковка ; 1992 ; 190 лет со дня рождения П.С.Нахимова ; Cu-Ni ; Proof ; 32 ; трынь трынь 3 ; 677 
 1504 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 25 ; Androgard ; 510 
 1505 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; AU ; 26 ; gdrg2 ; 139 
 1506 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Unc ; 27 ; denzelovic ; 140 
 1507 ; 1 рубль. Упаковка ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 19 ; трейдер2 ; 461 
 1508 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Здание МГУ ; Cu-Ni ; Unc ; 17 ; трейдер2 ; 461 
 1509 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Здание Моссовета ; Cu-Ni ; Unc ; 9 ; coins77 ; 306 
 1510 ; 1 рубль. Упаковка ; 1979 ; Олимпиада 80.Обелиск покорителям космоса ; Cu-Ni ; Unc ; 33 ; coins77 ; 287 
 1511 ; 1 рубль. Упаковка ; 1980 ; Олимпиада 80.Олимпийский факел ; Cu-Ni ; Unc ; 32 ; evRoman7 ; 305 
 1512 ; 1 рубль. В конверте, с маркой ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Unc ; 27 ; Malysh ; 501 
 1513 ; 1 рубль. Новодел ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 44 ; Vol4en0k ; 612 
 1514 ; 1 рубль. Конверт ; 1965 ; 20 лет победы над Германией ; Cu-Ni ; AU ; 21 ; трынь трынь 3 ; 204 
 1515 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; AU ; 11 ; юрий73 ; 114 
 1416 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 22 ; vlk_ ; 203 
 1417 ; 20 копеек ; 1930 ;  ; Ag ; XF+ ; 47 ; vlk_ ; 428 
 1418 ; 20 копеек ; 1930 ;  ; Ag ; VF ; 25 ; Юрий.. ; 122 
 1419 ; 15 копеек ; 1921 ;  ; Ag ; VF- ; 15 ; ЛАВ-13 ; 797 
 1420 ; 15 копеек ; 1922 ;  ; Ag ; VF ; 26 ; mezy1969 ; 306 
 1421 ; 15 копеек ; 1923 ;  ; Ag ; AU ; 72 ; An12 ; 1530 
 1422 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 34 ; R.V.R ; 207 
 1423 ; 15 копеек ; 1925 ;  ; Ag ; VF ; 15 ; buben ; 55 
 1424 ; 10 копеек ; 1925 ;  ; Ag ; VF ; 17 ; paranoy ; 76 
 1425 ; 15 копеек ; 1928 ;  ; Ag ; VF ; 25 ; vlk_ ; 143 
 1426 ; 10 копеек ; 1921 ;  ; Ag ; F ; 20 ; сортам70 ; 582 
 1427 ; 10 копеек ; 1922 ;  ; Ag ; XF+ ; 51 ; mars6307 ; 939 
 1428 ; 10 копеек ; 1923 ;  ; Ag ; XF+ ; 49 ; mars6307 ; 722 
 1429 ; 10 копеек ; 1923 ;  ; Ag ; F+ ; 14 ; msm ; 62 
 1430 ; 10 копеек ; 1923 ;  ; Ag ; F ; 5 ; сортам70 ; 55 
 1431 ; 10 копеек ; 1925 ;  ; Ag ; XF+ ; 12 ; vlk_ ; 123 
 1432 ; 10 копеек ; 1925 ;  ; Ag ; F-VF ; 10 ; Дима Шухов ; 65 
 1433 ; 10 копеек ; 1930 ;  ; Ag ; XF+ ; 12 ; tanker1975 ; 123 
 1434 ; 10 копеек. Аверс/Реверс 30 градусов ; 1930 ;  ; Ag ; VF- ; 6 ; bva150979 ; 101 
 1435 ; 10 копеек ; 1930 ;  ; Ag ; F ; 14 ; buben ; 53 
 1436 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VF+ ; 51 ; vlk_ ; 1317 
 1437 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 21 ; ГдРъ ; 272 
 1438 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; F+ ; 15 ; кондор ; 300 
 1439 ; 5 копеек ; 1924 ; Гурт гладкий ; Cu ; VG ; 7 ; t_v_v ; 68 
 1440 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 18 ; gogo ; 53 
 1441 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 6 ; iizikul ; 68 
 1442 ; 3 копейки ; 1924 ; Гурт гладкий ; Cu ; F ; 33 ; кондор ; 301 
 1443 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; VF- ; 42 ; DmitriPartei ; 133 
 1444 ; 2 копейки ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 34 ; DmitriPartei ; 83 
 1445 ; 2 копейки ; 1924 ; Гурт гладкий ; Cu ; F+ ; 21 ; кондор ; 1122 
 1446 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 13 ; Володя ; 72 
 1447 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 22 ; Володя ; 72 
 1448 ; 1 копейка ; 1924 ; Гурт рубчатый ; Cu ; F-VF ; 23 ; Володя ; 80 
 1449 ; Полкопейки ; 1925 ;  ; Cu ; XF+ ; 33 ; SSK ; 577 
 1450 ; Полкопейки ; 1925 ;  ; Cu ; VF ; 36 ; vlk_ ; 493 
 1451 ; Полкопейки ; 1927 ;  ; Cu ; VF ; 39 ; SSK ; 888 
 1452 ; Полкопейки ; 1928 ;  ; Cu ; F ; 35 ; Ferros ; 1129 
 1453 ; 1 рубль ; 1986 ; Международный год мира.В рубле Л в виде шалаша. ; Cu-Ni ; VF-XF ; 31 ; vania1981 ; 1018 
 1454 ; 20 копеек ; 1981 ; Л/с шт. 3 коп. ; Cu-Ni ; XF- ; 9 ; bva150979 ; 509 
 1455 ; 20 копеек ; 1982 ; Л/с шт. 3 коп. ; Cu-Ni ; XF- ; 28 ; cr2952 ; 429 
 1456 ; 20 копеек ; 1983 ; Л/с шт. 3 коп. ; Cu-Ni ; XF+ ; 7 ; 5470 ; 323 
 1457 ; 20 копеек ; 1984 ; Л/с шт. 3 коп. ; Cu-Ni ; XF ; 19 ; 5470 ; 416 
 1458 ; 20 копеек ; 1986 ; Л/с шт. 3 коп. ; Cu-Ni ; XF ; 13 ; 5470 ; 542 
 1459 ; 5 копеек ; 1937 ;  ; Br ; F-VF ; 18 ; Alexgar ; 816 
 1460 ; 5 копеек ; 1951 ;  ; Br ; F ; 25 ; Alexgar ; 462 
 1461 ; 3 копейки ; 1927 ;  ; Br ; F-VF ; 24 ; Ferros ; 1819 
 1462 ; 3 копейки ; 1983 ; Л/с шт.20 коп. ; Cu-Zn ; XF ; 21 ; bva150979 ; 403 
 1463 ; 3 копейки ; 1984 ; Л/с шт.20 коп. ; Cu-Zn ; XF ; 31 ; Guerras ; 525 
 1464 ; 3 копейки ; 1987 ; Л/с шт.20 коп. ; Cu-Zn ; XF ; 23 ; gtycbjyth ; 625 
 1465 ; 2 рубля ; 2003 ; СПМД ; Cu-Ni-Zn ; XF- ; 67 ; maxm812 ; 25113 
 1366 ; 5 рублей ; 1979 ; ММД Метание молота.Игры XXII Олимпиады ; Ag ; Unc/AU ; 18 ; ter ; 930 
 1367 ; 5 рублей ; 1979 ; ЛМД Штанга.Игры XXII Олимпиады ; Ag ; Unc/AU ; 21 ; ter ; 873 
 1368 ; 5 рублей ; 1980 ; ЛМД Гимнастика.Игры XXII Олимпиады ; Ag ; Proof ; 31 ; solder13 ; 1536 
 1369 ; 5 рублей ; 1980 ; ЛМД Гимнастика.Игры XXII Олимпиады ; Ag ; Unc/AU ; 22 ; apiko ; 733 
 1370 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; Proof ; 21 ; apiko ; 1000 
 1371 ; 5 рублей ; 1980 ; ЛМД Городки.Игры XXII Олимпиады ; Ag ; Unc/AU ; 13 ; zoloto ; 694 
 1372 ; 5 рублей ; 1980 ; ЛМД Стрельба из лука.Игры XXII Олимпиады ; Ag ; Proof ; 36 ; solder13 ; 1530 
 1373 ; 5 рублей ; 1980 ; ЛМД Стрельба из лука.Игры XXII Олимпиады ; Ag ; Unc/AU ; 15 ; apiko ; 930 
 1374 ; 5 рублей ; 1980 ; ЛМД Конно-спортивная игра "Исинди".Игры XXII Олимпиады ; Ag ; Unc/AU ; 28 ; apiko ; 975 
 1375 ; 3 рубля ; 1991 ; ЛМД Памятник Гагарину в Москве ; Ag ; Proof ; 60 ; borisovich ; 4000 
 1376 ; 3 рубля ; 1993 ; ЛМД Космонавты ; Ag ; Proof ; 58 ; viplong ; 1596 
 1377 ; 3 рубля ; 1996 ; ММД Казанский Кремль ; Ag ; Proof ; 53 ; kavi54 ; 1630 
 1378 ; 3 рубля ; 2003 ; ММД Серафимо-Девеевский монастырь ; Ag ; Proof ; 39 ; hero ; 3051 
 1379 ; 3 рубля ; 2010 ; СПМД Георгий Победоносец ; Ag ; AU ; 25 ; амося ; 1192 
 1380 ; 2 рубля ; 1994 ; ММД Ф.Ф.Ушаков ; Ag ; Proof ; 13 ; Banderas ; 816 
 1381 ; 2 рубля ; 2008 ; СПМД 100 лет со дня рождения Н.Н. Носова ; Ag ; Proof ; 28 ; borisovich ; 2703 
 1382 ; 2 рубля ; 2009 ; ММД 175 лет со дня рождения Д.И. Менделеева ; Ag ; Proof ; 18 ; borisovich ; 2703 
 1383 ; 2 рубля ; 2010 ; СПМД Красная книга. Белоспинный альбатрос ; Ag ; Proof ; 58 ; viplong ; 2070 
 1384 ; 2 рубля ; 2010 ; СПМД Красная книга. Уссурийский пятнистый олень ; Ag ; Proof ; 50 ; viplong ; 2123 
 1385 ; 2 рубля ; 2010 ; СПМД Красная книга. Гюрза ; Ag ; Proof ; 75 ; viplong ; 2081 
 1386 ; 2 рубля ; 2012 ; СПМД 150 лет со дня рождения М.В. Нестерова ; Ag ; Proof ; 54 ; 111111 ; 6687 
 1387 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 41 ; double ; 3060 
 1388 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 16 ; YSV_HYDRO ; 3500 
 1389 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 34 ; hero ; 2629 
 1390 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 32 ; rom-yang ; 465 
 1391 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 41 ; msm ; 446 
 1392 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF ; 39 ; сортам70 ; 430 
 1393 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; XF ; 21 ; YSV_HYDRO ; 500 
 1394 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF-XF ; 21 ; Affliction ; 410 
 1395 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 14 ; Affliction ; 408 
 1396 ; Один полтинник ; 1924 ; (ТР 2з. 10,5 д. 9 грамм) ; Ag ; VF ; 18 ; Affliction ; 364 
 1397 ; Один полтинник ; 1924 ; (ПЛ 2 з.10,5 д.9 грамм) ; Ag ; VF+ ; 19 ; 21011984andrei ; 415 
 1398 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF+ ; 16 ; boris64 ; 489 
 1399 ; 20 копеек ; 1921 ;  ; Ag ; VF ; 65 ; Для души ; 1788 
 1400 ; 20 копеек ; 1921 ;  ; Ag ; VF- ; 19 ; ZH32 ; 1353 
 1401 ; 20 копеек ; 1922 ;  ; Ag ; XF+ ; 55 ; hero ; 365 
 1402 ; 20 копеек ; 1922 ;  ; Ag ; VF ; 25 ; Ferros ; 181 
 1403 ; 20 копеек ; 1922 ;  ; Ag ; F-VF ; 16 ; SPBSPB ; 116 
 1404 ; 20 копеек ; 1923 ;  ; Ag ; AU ; 53 ; An12 ; 1000 
 1405 ; 20 копеек ; 1923 ;  ; Ag ; XF+ ; 26 ; BohUm ; 252 
 1406 ; 20 копеек ; 1923 ;  ; Ag ; XF- ; 13 ; SPBSPB ; 104 
 1407 ; 20 копеек ; 1923 ;  ; Ag ; F-VF ; 14 ; SPBSPB ; 73 
 1408 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 14 ; boris64 ; 139 
 1409 ; 20 копеек ; 1924 ;  ; Ag ; VF-XF ; 11 ; mezy1969 ; 130 
 1410 ; 20 копеек ; 1924 ;  ; Ag ; F+ ; 8 ; boroda ; 57 
 1411 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 12 ; BohUm ; 184 
 1412 ; 20 копеек ; 1925 ;  ; Ag ; XF ; 19 ; vlk_ ; 110 
 1413 ; 20 копеек ; 1925 ;  ; Ag ; VF ; 9 ; sergey35 ; 53 
 1414 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 12 ; boris64 ; 153 
 1415 ; 20 копеек ; 1928 ;  ; Ag ; VF+ ; 23 ; Юрий.. ; 104 
 1312 ; Жетон. Монетный двор Санкт-Петербурга. D-23мм ;  ;  ; Cu-Ni ; AU ; 14 ; prince1959 ; 217 
 1313 ; Жетон. Российская палата предпринимателей. Упаковка ;  ;  ; Ж/м ; AU ; 8 ; глориа ; 121 
 1314 ; Лот знаков (спасатель. Красный крест). Франция: 2шт ;  ;  ; Ж/м, пластмасса ; XF ; 11 ; ga2012 ; 83 
 1315 ; Лот значков (Ленин)3шт ;  ;  ; Al,Ж/м ; XF ; 20 ; gola78 ; 253 
 1316 ; Лот значков (Всероссийское общество охраны природы): 2шт ;  ;  ; Al ; XF ; 24 ; фанто-мас ; 169 
 1317 ; Лот жетонов и знаков: 4шт. Сломано крепление ;  ;  ; Ж/м ; F-VF/VF-XF ; 12 ; persik ; 22 
 1318 ; Лот значков ГДР: 4шт ;  ;  ; Ж/м ; VF-XF ; 9 ; Livon ; 102 
 1319 ; Лот жетонов: 5шт ;  ;  ; Б/м,ж/м ; VF/XF ; 35 ; НЭРИ ; 197 
 1320 ; Лот жетонов метрополитена (4шт) ;  ;  ; Ж/м ; VF ; 19 ; НЭРИ ; 48 
 1325 ; 100 рублей ; 1979 ; ММД Олимпиада-80. Универсальный спортивный зал "Дружба" ; Au ; Proof ; 42 ; 1023oxana ; 30658 
 1326 ; 50 рублей ; 1990 ; ММД Церковь Архангела Гавриила в Москве ; Au ; Proof ; 28 ; всыня ; 14500 
 1327 ; Один червонец. М-8,6гр ; 1980 ; ММД ; Au ; AU ; 26 ; capitosha ; 16258 
 1328 ; 10 рублей. В коробке на 28 шт ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; Unc/AU ; 25 ; kinlon ; 4500 
 1329 ; 10 рублей ; 1977 ; ЛМД Карта СССР. Игры XXII Олимпиады ; Ag ; Proof ; 30 ; ter ; 1303 
 1330 ; 10 рублей ; 1977 ; ЛМД Москва. Игры XXII Олимпиады ; Ag ; Unc/AU ; 27 ; ter ; 1185 
 1331 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; Proof ; 41 ; ter ; 1412 
 1332 ; 10 рублей ; 1978 ; ЛМД Велосипед. Игры XXII Олимпиады ; Ag ; Unc/AU ; 17 ; ASTRAL ; 1428 
 1333 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; Proof ; 22 ; ter ; 1093 
 1334 ; 10 рублей ; 1978 ; ММД Прыжки с шестом.Игры XXII Олимпиады ; Ag ; Unc/AU ; 23 ; tamsimun ; 1122 
 1335 ; 10 рублей ; 1978 ; ММД Гребля.Игры XXII Олимпиады ; Ag ; Unc/AU ; 23 ; AleKyzn ; 1071 
 1336 ; 10 рублей ; 1978 ; ММД Догони девушку.Игры XXII Олимпиады ; Ag ; Unc/AU ; 20 ; Володя ; 1093 
 1337 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Proof ; 29 ; SPBSPB ; 1334 
 1338 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпиады ; Ag ; Unc/AU ; 17 ; donsokolov ; 1072 
 1339 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; Proof ; 27 ; ter ; 1303 
 1340 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; Unc/AU ; 20 ; Northman ; 1485 
 1341 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; Proof ; 30 ; ter ; 1435 
 1342 ; 10 рублей ; 1979 ; ЛМД Поднятие гири.Игры XXII Олимпиады ; Ag ; Unc/AU ; 23 ; Northman ; 1473 
 1343 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; Proof ; 12 ; AleKyzn ; 1071 
 1344 ; 10 рублей ; 1979 ; ЛМД Волейбол.Игры XXII Олимпиады ; Ag ; Unc/AU ; 14 ; Northman ; 1093 
 1345 ; 10 рублей ; 1979 ; ММД Борьба дзюдо.Игры XXII Олимпиады ; Ag ; Unc/AU ; 26 ; ter ; 1357 
 1346 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; Proof ; 23 ; крот655 ; 1581 
 1347 ; 10 рублей ; 1980 ; ЛМД Гонки на оленьих упряжках.Игры XXII Олимпиады ; Ag ; Unc/AU ; 17 ; Northman ; 1485 
 1348 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; Proof ; 20 ; Ferros ; 1561 
 1349 ; 10 рублей ; 1980 ; ЛМД Перетягивание каната.Игры XXII Олимпиады ; Ag ; Unc/AU ; 25 ; ter ; 1303 
 1350 ; 10 рублей ; 1980 ; ЛМД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; Proof ; 14 ; крот655 ; 1613 
 1351 ; 10 рублей ; 1980 ; ММД Танец орла и хуреш.Игры XXII Олимпиады ; Ag ; Unc/AU ; 23 ; крот655 ; 1698 
