 3563 ; 10 рублей ; 1923 ;  ;  ;  ; 45 ; ka20 ; 152 
 1627 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; AU ; 38 ; Бендер ; 713 
 1628 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 89 ; sforza ; 226 
 1629 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 37 ; alann ; 230 
 1630 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 36 ; o.k. ; 221 
 1631 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF ; 40 ; Guron ; 267 
 1632 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; XF- ; 10 ; jimmysu ; 216 
 1633 ; Один полтинник ; 1925 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 6 ; algoritm ; 224 
 1634 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; AU ; 31 ; 8248 ; 359 
 1635 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF+ ; 38 ; algoritm ; 518 
 1636 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; XF ; 53 ; kvm64 ; 236 
 1637 ; Один полтинник ; 1926 ; (ПЛ 9 грамм) ; Ag ; VF-XF ; 47 ; algoritm ; 355 
 1638 ; Один полтинник ; 1927 ; (ПЛ 9 грамм) ; Ag ; AU ; 70 ; hyhtr ; 1020 
 1639 ; 20 копеек ; 1922 ;  ; Ag ; AU/XF ; 53 ; shknikolay ; 148 
 1640 ; 20 копеек ; 1922 ;  ; Ag ; VF+ ; 42 ; Guron ; 94 
 1641 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 35 ; solder13 ; 79 
 1642 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 23 ; vova4244 ; 81 
 1643 ; 20 копеек ; 1923 ;  ; Ag ; XF ; 26 ; Sandello ; 87 
 1644 ; 20 копеек ; 1923 ;  ; Ag ; VF-XF ; 17 ; Masik ; 77 
 1645 ; 20 копеек ; 1924 ;  ; Ag ; XF ; 59 ; Guron ; 84 
 1646 ; 20 копеек ; 1925 ;  ; Ag ; AU ; 25 ; Balula ; 159 
 1647 ; 20 копеек ; 1925 ;  ; Ag ; XF+ ; 40 ; Полянка ; 104 
 1648 ; 20 копеек ; 1925 ;  ; Ag ; VF-XF ; 8 ; maximus121282 ; 59 
 1649 ; 20 копеек ; 1927 ;  ; Ag ; AU ; 38 ; makarovmo ; 180 
 1650 ; 20 копеек ; 1928 ;  ; Ag ; AU ; 27 ; algoritm ; 123 
 1651 ; 20 копеек ; 1928 ;  ; Ag ; XF+ ; 18 ; Полянка ; 100 
 1652 ; 20 копеек ; 1928 ;  ; Ag ; XF ; 8 ; Aless ; 60 
 1653 ; 20 копеек ; 1928 ;  ; Ag ; XF- ; 1 ; maximus121282 ; 50 
 1654 ; 20 копеек ; 1929 ;  ; Ag ; AU/XF ; 36 ; algoritm ; 102 
 1655 ; 20 копеек ; 1929 ;  ; Ag ; AU/XF ; 9 ; kozlevich ; 81 
 1656 ; 20 копеек ; 1929 ;  ; Ag ; XF+ ; 26 ; Патриот ; 79 
 1657 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 41 ; sergei88 ; 71 
 1658 ; 20 копеек ; 1929 ;  ; Ag ; XF ; 20 ; Bratak ; 73 
 1659 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 82 ; zenit-spb ; 185 
 1660 ; 20 копеек ; 1930 ;  ; Ag ; AU ; 14 ; piterline ; 120 
 1661 ; 15 копеек ; 1923 ;  ; Ag ; XF+ ; 18 ; химик ; 109 
 1662 ; 15 копеек ; 1923 ;  ; Ag ; XF ; 57 ; Guron ; 84 
 1663 ; 15 копеек ; 1923 ;  ; Ag ; VF-XF ; 29 ; algoritm ; 64 
 1664 ; 15 копеек ; 1924 ;  ; Ag ; VF-XF ; 51 ; Олег33 ; 114 
 1665 ; 15 копеек ; 1925 ;  ; Ag ; AU/XF ; 15 ; vova4244 ; 85 
 1666 ; 15 копеек ; 1927 ;  ; Ag ; XF+ ; 12 ; sforza ; 80 
 1667 ; 15 копеек ; 1927 ;  ; Ag ; XF ; 21 ; NORG40 ; 53 
 1568 ; 3 рубля ; 2000 ; СПМД Переход через перевал Сен ; Ag ; Proof ; 60 ; ЕВС ; 5821 
 1569 ; 3 рубля ; 2000 ; СПМД Чемпионат мира по хоккею  ; Ag ; Proof ; 25 ; yrik ; 14427 
 1570 ; 3 рубля ; 2002 ; СПМД Валдайско-Иверский монаст ; Ag ; Proof ; 46 ; qqq ; 3500 
 1571 ; 3 рубля ; 2002 ; ММД Церковь Спаса Нерукотворно ; Ag ; Proof ; 79 ; qqq ; 5500 
 1572 ; 3 рубля ; 2003 ; ММД Свято-Данилов монастырь (М ; Ag ; Proof ; 11 ; gelo ; 2591 
 1573 ; 3 рубля ; 2004 ; ММД Богоявленский собор ; Ag ; Proof ; 26 ; Agava ; 3570 
 1574 ; 3 рубля ; 2004 ; ММД "Сохраним наш мир". Северн ; Ag ; Proof ; 45 ; Jet_Dee ; 1944 
 1575 ; 3 рубля ; 2004 ; XXVIII Летние Олимпийские игры ; Ag ; Proof ; 28 ; shais1 ; 1438 
 1576 ; 3 рубля ; 2005 ; ММД Свято-Никольский собор. Ка ; Ag ; Proof ; 16 ; qqq ; 2209 
 1577 ; 3 рубля. В коробке ; 2006 ; Государственный банк в Нижнем  ; Ag ; Proof ; 12 ; qqq ; 2500 
 1578 ; 3 рубля. Невьянская башня. В коробке ; 2007СПМД ;  ; Ag925 ; Proof ; 25 ; qqq ; 2166 
 1579 ; 3 рубля. Международный полярный год ; 2007СПМД ;  ; Ag925 ; Proof ; 71 ; Agava ; 1530 
 1580 ; 3 рубля. Башкортостан ; 2007ММД ;  ; Ag925 ; Proof ; 37 ; ori ; 1859 
 1581 ; 2 рубля ; 1994 ; ЛМД И.А.Крылов ; Ag ; Proof ; 19 ; maximus121282 ; 510 
 1582 ; 2 рубля ; 1995 ; ЛМД С.А.Есенин ; Ag ; Proof ; 81 ; kom ; 1224 
 1583 ; 2 рубля ; 1996 ; ММД Н.А.Некрасов ; Ag ; Proof ; 35 ; Всадник без плаща ; 820 
 1584 ; 2 рубля ; 1996 ; ЛМД Ф.М.Достоевский ; Ag ; Proof ; 42 ; Всадник без плаща ; 835 
 1585 ; 2 рубля ; 2000 ; ММД 150 лет со дня рождения Ф. ; Ag ; Proof ; 112 ; kondor300 ; 5205 
 1586 ; 2 рубля ; 2000 ; СПМД 150 лет со дня рождения М ; Ag ; Proof ; 65 ; kondor300 ; 5310 
 1587 ; 2 рубля ; 2001 ; ММД В.И.Даль - 200 лет ; Ag ; Proof ; 16 ; imi ; 1176 
 1588 ; 2 рубля ; 2005 ; СПМД 100 лет со дня рождения М ; Ag ; Proof ; 57 ; sergunya ; 1042 
 1589 ; 2 рубля ; 2006 ; ММД 100 лет со дня рождения О. ; Ag ; Proof ; 44 ; Всадник без плаща ; 714 
 1590 ; 2 рубля. Леонард Эйлер ; 2007ММД ;  ; Ag925 ; Proof ; 32 ; В1951 ; 755 
 1591 ; 2 рубля ; 2007 ; 150 лет со дня рождения В.М.Бе ; Ag ; Proof ; 51 ; Всадник без плаща ; 946 
 1592 ; 2 рубля ; 2007 ; 150 лет со дня рождения К.Э.Ци ; Ag ; Proof ; 54 ; В1951 ; 776 
 1593 ; 2 рубля ; 2007 ; 100 лет со дня рождения В.П.Со ; Ag ; Proof ; 46 ; ori ; 1200 
 1594 ; 2 рубля. В.И.Немирович-Данченко ; 2008ММД ;  ; Ag925 ; Proof ; 89 ; sergunya ; 1274 
 1595 ; 2 рубля. Е.В. Вучетич ; 2008СПМД ;  ; Ag925 ; Proof ; 27 ; gcab ; 1131 
 1596 ; 1 рубль ; 2001 ; СПМД Красная книга. Сахалински ; Ag ; Proof ; 89 ; ЕВС ; 3003 
 1597 ; 1 рубль ; 2005 ; ММД Морская пехота.Эмблема ВМФ ; Ag ; Proof ; 17 ; algoritm ; 566 
 1598 ; Рубль ; 1921 ; (АГ) ; Ag ; AU ; 57 ; alex0223 ; 3579 
 1599 ; Рубль ; 1921 ; (АГ) ; Ag ; XF ; 74 ; POUL ; 1989 
 1600 ; Рубль ; 1922 ; (ПЛ) ; Ag ; F-VF/VF- ; 38 ; POUL ; 8160 
 1601 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 73 ; algoritm ; 1102 
 1602 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 30 ; algoritm ; 1325 
 1603 ; Рубль ; 1924 ; (ПЛ) ; Ag ; AU ; 38 ; zavadskiyoa ; 1259 
 1604 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 24 ; algoritm ; 996 
 1605 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF+ ; 28 ; alann ; 895 
 1606 ; Рубль ; 1924 ; (ПЛ) ; Ag ; XF- ; 35 ; avrelian ; 814 
 1607 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF+ ; 38 ; algoritm ; 522 
 1608 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF+ ; 15 ; algoritm ; 408 
 1609 ; 50 копеек ; 1921 ; (АГ) ; Ag ; XF ; 55 ; химик ; 568 
 1610 ; 50 копеек ; 1921 ; (АГ) ; Ag ; VF ; 62 ; kvm64 ; 255 
 1611 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 66 ; alann ; 372 
 1612 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 55 ; algoritm ; 680 
 1613 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 102 ; algoritm ; 1009 
 1614 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU ; 72 ; algoritm ; 797 
 1615 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; AU/XF ; 9 ; algoritm ; 332 
 1616 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF/AU ; 3 ; maximus121282 ; 313 
 1617 ; 50 копеек ; 1922 ; (ПЛ) ; Ag ; XF+ ; 21 ; росвет ; 302 
 1465 ; Знак. УРСР ;  ;  ; Ж/м,эмаль ; VF-XF ; 61 ; KUKURUZA ; 603 
 1466 ; Знак. Отличник социалистического с/х НКЗ СССР ;  ;  ; Ж/м,эмаль ; XF- ; 15 ; KUKURUZA ; 2979 
 1467 ; Знак. Отличный танкист. Военного времени ;  ;  ; Латунь, эм ; VF ; 10 ; daniz ; 2155 
 1468 ; Знак. Отличник санитарной службы. Военного времени ;  ;  ; Латунь, эм ; VF ; 28 ; ворон_2009 ; 3086 
 1469 ; Знак. ЛЗСА. 1898-1973 ;  ;  ; Ж/м,эмаль ; VF ; 10 ; jef688 ; 57 
 1470 ; Знак. ШОТА. Руставели ;  ;  ; Al ; AU ; 7 ; allur65 ; 12 
 1471 ; Знак. Славянская ГРЭС 20 лет ;  ;  ; Al ; AU ; 3 ; allur65 ; 4 
 1472 ; Знак. 1945-1975 ;  ;  ; Al ; VF-XF ; 1 ; veterok1 ; 2 
 1473 ; Знак. ЭИС Им. А.С.Попова ;  ;  ; Al ; AU ; 24 ; vasm ; 31 
 1474 ; Знак. Готов к труду и обороне 1 ступени ;  ;  ; Ж/м,эмаль ; VF+ ; 77 ; mishanya ; 225 
 1475 ; Знак. Служба участковых инспекторов ; ММД ;  ; Ж/м,б/м ; XF ; 31 ; Майкл ; 529 
 1476 ; Знак. Кандидат мастер спорта СССР ;  ;  ; Б/м ; XF ; 20 ; ОГоша ; 82 
 1477 ; Знак. Б.Н.М.А.У 1-е место ;  ;  ; Ж/м,эмаль ; AU ; 90 ; Бендер ; 260 
 1478 ; Знак. Б.Н.М.А.У 2-е место ;  ;  ; Ж/м,эмаль ; AU ; 54 ; Бендер ; 263 
 1479 ; Знак. Гвардия СССР ; ММД ;  ; Ж/м,эмаль ; AU ; 12 ; NORG40 ; 55 
 1480 ; Знак. 2-е место по бегу ;  ;  ; Ж/м,эмаль ; AU ; 35 ; Sky2 ; 46 
 1481 ; Знак. 125 лет МВТУ ;  ;  ; Ж/м,эмаль ; XF+ ; 63 ; 58901 ; 1120 
 1482 ; Знак. Почетному железнодорожнику №81484 ;  ;  ; Ж/м,эмаль ; VF+ ; 69 ; sergant83 ; 2708 
 1483 ; Знак. Отличник социалистического соревнования РСФСР ; ММД ;  ; Al ; AU ; 11 ; NORG40 ; 43 
 1537 ; Один червонец. М-8,6г ; 1975 ;  ; Au ; AU ; 20 ; est4o ; 10137 
 1538 ; Один червонец. М-8,6г ; 1976 ;  ; Au ; AU ; 12 ; makarovmo ; 10086 
 1539 ; Один червонец. М-8,6г ; 1977 ; ЛМД ; Au ; AU ; 22 ; makarovmo ; 10086 
 1540 ; Один червонец. М-8,6г ; 1978 ; ММД ; Au ; AU ; 13 ; POUL ; 10086 
 1541 ; Один червонец. М-8,6г ; 1980 ; ММД ; Au ; AU ; 10 ; shais1 ; 9888 
 1542 ; 50 рублей ; 2002 ; ММД Чемпионат мира по футболу  ; Au ; Proof ; 45 ; POUL ; 12833 
 1543 ; 25 рублей. Козерог. М-3,11г ; 2005ММД ;  ; Au999 ; AU ; 46 ; POUL ; 4080 
 1544 ; 10 рублей ; 1978 ; ЛМД Прыжки с шестом.Игры XXII  ; Ag ; Proof ; 14 ; Alex74-74 ; 765 
 1545 ; 10 рублей ; 1979 ; ЛМД Баскетбол.Игры XXII Олимпи ; Ag ; Proof ; 29 ; Alex74-74 ; 890 
 1546 ; 10 рублей ; 1979 ; ЛМД Бокс.Игры XXII Олимпиады ; Ag ; Proof ; 7 ; volkav ; 739 
 1547 ; 5 рублей ; 1977 ; ЛМД Ленинград.Игры XXII Олимпи ; Ag ; Proof ; 34 ; ВВС ; 1152 
 1548 ; 5 рублей ; 1978 ; ЛМД Бег.Игры XXII Олимпиады ; Ag ; Proof ; 41 ; kom ; 1014 
 1549 ; 5 рублей ; 1978 ; ЛМД Преодолевание барьера на л ; Ag ; Proof ; 14 ; kom ; 693 
 1550 ; 5 рублей ; 1978 ; ЛМД Прыжки в высоту.Игры XXII  ; Ag ; Proof ; 10 ; Alex74-74 ; 612 
 1551 ; 3 рубля ; 1989 ; ММД Московский Кремль ; Ag ; Proof ; 47 ; qqq ; 2251 
 1552 ; 3 рубля ; 1993 ; ЛМД Колокольня Ивана Великого ; Ag ; Proof ; 47 ; qqq ; 2393 
 1553 ; 3 рубля ; 1993 ; ММД "Сохраним наш мир". Бурый  ; Ag ; Proof ; 87 ; zavadskiyoa ; 11764 
 1554 ; 3 рубля ; 1993 ; ЛМД Кругосветка. Карта плавани ; Ag ; Proof ; 16 ; shais1 ; 1201 
 1555 ; 3 рубля ; 1994 ; ЛМД Мост через Обь ; Ag ; Proof ; 47 ; shais1 ; 2142 
 1556 ; 3 рубля. Упаковка ; 1995 ; ЛМД "Сохраним наш мир". Соболь ; Ag ; Unc ; 10 ; kondor300 ; 1016 
 1557 ; 3 рубля ; 1996 ; ЛМД Картина "Троица" Рублева ; Ag ; Proof ; 61 ; algoritm ; 3996 
 1558 ; 3 рубля ; 1997 ; ММД Свято-Введен.монаст.в Ярос ; Ag ; Proof ; 67 ; Jet_Dee ; 3944 
 1559 ; 3 рубля ; 1997 ; ЛМД 850 лет Москве. Московский ; Ag ; Proof ; 65 ; qqq ; 2397 
 1560 ; 3 рубля ; 1997 ; ММД 850 лет Москве. Древние зо ; Ag ; Proof ; 52 ; ori ; 2521 
 1561 ; 3 рубля ; 1997 ; ММД Соловецкий монастырь ; Ag ; Proof ; 61 ; Jet_Dee ; 4562 
 1562 ; 3 рубля ; 1998 ; СПМД Русский музей. Купчиха за ; Ag ; Proof ; 45 ; Jet_Dee ; 2346 
 1563 ; 3 рубля ; 1998 ; СПМД Русский музей. Денис Давы ; Ag ; Proof ; 50 ; Agava ; 1497 
 1564 ; 3 рубля ; 1998 ; СПМД Русский музей. Русский Сц ; Ag ; Proof ; 44 ; ЕВС ; 1326 
 1565 ; 3 рубля ; 1998 ; СПМД Русский музей. Ангел с зо ; Ag ; Proof ; 32 ; algoritm ; 5653 
 1566 ; 3 рубля ; 2000 ; СПМД 55 лет Победы ; Ag ; Proof ; 23 ; Jet_Dee ; 4571 
 1567 ; 3 рубля ; 2000 ; ММД "Сохраним наш мир". Снежны ; Ag ; Proof ; 48 ; ЕВС ; 7254 
 1415 ; Медаль "В память Испанской войны". США ;  ;  ; Br ; XF+ ; 12 ; veektor ; 227 
 1416 ; Экспедиционная медаль корпуса морской пехоты. США ;  ;  ; Br ; XF ; 10 ; veektor ; 227 
 1417 ; Национальная гвардия "За службу на Аляске". США ;  ;  ; Б/м ; XF+ ; 5 ; SUGIF77 ; 216 
 1418 ; Поощрительная медаль. США ;  ;  ; Br ; XF+ ; 14 ; KUKURUZA ; 324 
 1419 ; Набор медалей в коробке "1000-летие России". Германия: 9шт. С сертификатом ;  ;  ; Ag999 ; Proof ; 56 ; Kato ; 8501 
 1420 ; Стрелковая медаль. Швейцария. Берн ; 1897 ;  ; Ag ; VF- ; 45 ; fillin ; 1031 
 1421 ; Медаль с лентой. Карлсберг. В коробке ; 1847-1881 ;  ; Ag ; AU ; 80 ; RAPAN ; 3106 
 1422 ; Медаль. Выставка в Чикаго ;  ;  ; Б/м ; Proof-Like ; 36 ; Ромбор ; 1581 
 1423 ; Медаль. Турнир по стрельбе. Франция, 3-я республика ; 1891 ;  ; Ag ; VF-XF ; 36 ; RAPAN ; 2081 
 1424 ; Медаль. Поездка Вильгельма II по Европе. Германия, 2-й рейх ; 1888 ;  ; Ag ; AU ; 39 ; Георг ; 4058 
 1425 ; Медаль. 100 лет со дня смерти Шуберта. Веймарская республика ; 1928 ;  ; Ag ; AU ; 25 ; Георг ; 1938 
 1426 ; Медаль. 85 лет со дня рождения Гинденбурга. Веймарская республика ; 1932 ;  ; Ag ; VF+ ; 51 ; Георг ; 3009 
 1427 ; Медаль. Муссолини. Италия. М-19,7гр ; 1943 ;  ; Ag ; AU ; 26 ; prostoFila ; 1227 
 1428 ; Медаль. Успехи Короля-Миротворца. Франция, Людовик XIV ; Конец XIXв. ;  ; Br ; AU ; 25 ; warmrain ; 1224 
 1429 ; Медаль. Опровержение Нантского эдикта. Франция, Людовик XIV ; Конец XIXв. ;  ; Br ; F-VF ; 13 ; Lena6975 ; 545 
 1430 ; Жетон. Нотариусы департамента Сена. Франция, Наполеон I (1804-1815) ; ND ;  ; Ag ; VF ; 16 ; титан ; 1504 
 1431 ; Жетон. Нотариусы Руана. Франция, 3-я республика ; 1877 ;  ; Ag ; AU ; 19 ; титан ; 1630 
 1432 ; Крестильная медаль. Германия ; Середина XIX в. ;  ; Ag ; VF-XF ; 40 ; RAPAN ; 809 
 1433 ; Крестильная медаль. Германия ; ХХ в. ;  ; Б/м ; VF+ ; 42 ; 13alex ; 105 
 1434 ; Крестильная медаль. Германия ; ХХ в. ;  ; Br,серебре ; XF- ; 43 ; 13alex ; 255 
 1435 ; Крестильная медаль. Германия ; 1977 ;  ; Б/м ; AU ; 44 ; 13alex ; 105 
 1436 ; Медаль. 4-й год правления. Ватикан, Иоанн Павел II (1978-2005). В футляре ; 1981 ;  ; Ag ; AU ; 12 ; prostoFila ; 1474 
 1437 ; Памятная медаль стрелкового фестиваля. Германия. М-34,7гр. ; 1902 ;  ; Ag ; VF- ; 24 ; Ag999 ; 2040 
 1438 ; Памятная медаль стрелкового фестиваля. Германия. М-19,1гр. ; 1909 ;  ; Ag ; XF ; 31 ; olo3olo3 ; 2123 
 1439 ; Памятная медаль в честь Хильдеберта (511-558гг.). Франция. М-57,2гр ; XIX век ;  ; Br ; AU ; 24 ; cska ; 1579 
 1440 ; Памятная медаль в честь Хлотаира I (558-561гг.). Франция. М-56,2гр ; XIX век ;  ; Br ; AU ; 39 ; cska ; 1548 
 1441 ; Памятная медаль в честь Хариберта (562-567гг.). Франция. М-62,3гр ; XIX век ;  ; Br ; AU ; 12 ; cska ; 1593 
 1442 ; Памятная медаль в честь Хильдерика (458-481гг.). Франция. М-58,7гр ; XIX век ;  ; Br ; AU ; 8 ; cska ; 1593 
 1443 ; Памятная медаль в честь Хлодвига (481-511гг). Франция. М-63,7гр ; XIX век ;  ; Br ; AU ; 8 ; cska ; 1600 
 1444 ; Памятная медаль в честь Меровея (448-457гг.). Франция. М-62,4гр ; XIX век ;  ; Br ; AU ; 18 ; cska ; 1615 
 1445 ; Памятная медаль в честь Хлодиона (423-448гг.). Франция. М-62,4гр ; XIX век ;  ; Br ; AU ; 8 ; cska ; 1616 
 1446 ; Памятная медаль в честь Хильперика I (567-583гг.). Франция. М-61,4гр ; XIX век ;  ; Br ; AU ; 8 ; cska ; 1616 
 1447 ; Памятная медаль в честь Хлотарь II (584-628гг.). Франция. М-57,6гр ; XIX век ;  ; Br ; AU ; 8 ; cska ; 1616 
 1448 ; Памятная медаль в честь Фарамонда из династии Меровингов. Франция. М-70,6гр ; XIX век ;  ; Br ; AU ; 17 ; cska ; 1636 
 1449 ; Медаль 1-го чемпионата Голландии по голубиной почте. Голландия. Гравировка ;  ;  ; Br ; VF-XF ; 71 ; volkav ; 499 
 1450 ; Медаль. Юниорский чемпионат. Баскетбольная Ассоциация. Категория 125 LB ; 1967 ;  ; Ж/м ; VF+ ; 17 ; Sjho ; 232 
 1451 ; Жетон. Общество земледелия. Франция ; 1828 ;  ; Ag ; VF-XF ; 30 ; титан ; 1624 
 1452 ; Жетон. Правосудие. Франция ; 1713 ;  ; Ag ; XF ; 40 ; S1952 ; 2267 
 1453 ; Медаль. Олимпиада. Москва 1980 ;  ;  ; Б/м ; Proof ; 4 ; чукча ; 118 
 1454 ; Жетон. Первый человек в космосе. Гагарин ; 1961 ;  ; Al ; XF+ ; 15 ; mishanya ; 225 
 1455 ; Знак иностранный ;  ;  ; Al ; VF ; 13 ; vasm ; 35 
 1456 ; Орден "Матиринская слава" 1 степени №45142. Монголия ;  ;  ; Ж/м,эмаль ; VF ; 11 ; pristav61 ; 611 
 1457 ; Орден "Матиринская слава" 2 степени №107766. Монголия ;  ;  ; Ж/м,эмаль ; XF ; 21 ; pristav61 ; 612 
 1458 ; Памятная серебряная медаль. 125 лет Всероссийскому театральному обществу ;  ;  ; Ag999 ; XF+ ; 34 ; foma71 ; 2249 
 1459 ; Знак. Министерство обороны СССР. ВОО ;  ;  ; Al ; XF ; 44 ; SadKo ; 55 
 1460 ; Знак. Восток-2 ;  ;  ; Ж/м,эмаль ; VF+ ; 37 ; alek99 ; 107 
 1461 ; Знак ППД СССР №42095 ;  ;  ; Ж/м,сереб, ; F-VF ; 49 ; alex09 ; 1124 
 1462 ; Знак. ОСВОД РСФСР. Юный осводовец ;  ;  ; Al ; XF ; 17 ; alex995 ; 16 
 1463 ; Знак. 50 лет КАСКР ;  ;  ; Al ; XF ; 52 ; ghjk ; 55 
 1464 ; Знак. 10 лет ;  ;  ; Al ; XF- ; 8 ; ghjk ; 65 
 1365 ; Медаль . Красный крест. I степени и миниатюрный знак.  Венгрия ;  ;  ; Ж/м,эмаль ; AU ; 26 ; Sky2 ; 340 
