 5644 ; Акция. США ;  ;  ;  ;  ; 6 ; магаз ; 69 
 2147 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 5 ; Чуйкин ; 141 
 2148 ; 1 рубль ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 5 ; Чуйкин ; 99 
 2149 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 7 ; Чуйкин ; 101 
 2150 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 9 ; ВВЛ ; 144 
 2151 ; 1 рубль ; 1989 ; 150 лет со дня рождения М.П.Мусоргского ; Cu-Ni ; Proof ; 3 ; Чуйкин ; 99 
 2152 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 15 ; apach ; 247 
 2153 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 5 ; Чуйкин ; 114 
 2154 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 7 ; Чуйкин ; 99 
 2155 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 4 ; Чуйкин ; 100 
 2156 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 3 ; Чуйкин ; 99 
 2157 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 3 ; ВВЛ ; 124 
 2158 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 3 ; Чуйкин ; 141 
 2159 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 3 ; Чуйкин ; 101 
 2060 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 6 ; gola78 ; 122 
 2061 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; AU ; 17 ; Andy M ; 101 
 2062 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 18 ; an17s ; 408 
 2063 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 13 ; нехочуха ; 419 
 2064 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 15 ; нехочуха ; 419 
 2065 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 14 ; an17s ; 410 
 2066 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 31 ; кс ; 1011 
 2067 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 10 ; an17s ; 408 
 2068 ; 1 рубль. Упаковка ; 1993 ; 100 лет со дня рождения К.Л.Тимирязева ; Cu-Ni ; Proof ; 33 ; molodal2017 ; 1053 
 2069 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 7 ; Чуйкин ; 121 
 2070 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 5 ; Чуйкин ; 123 
 2071 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 7 ; сортам70 ; 100 
 2072 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 5 ; TDV ; 100 
 2073 ; 1 рубль. Упаковка ; 1993 ; 130 лет со дня рождения В.И.Вернадского ; Cu-Ni ; Proof ; 6 ; an17s ; 408 
 2074 ; 1 рубль. Новодел. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 15 ; serenki ; 665 
 2075 ; 1 рубль. Новодел. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; Proof ; 13 ; Wulf ; 647 
 2076 ; 1 рубль. Новодел ; 1984 ; 150 лет со дня рождения Д.И.Менделеева ; Cu-Ni ; Proof ; 25 ; Зощев ; 352 
 2077 ; 1 рубль. Новодел ; 1986 ; 275 лет со дня рождения М.В.Ломоносова ; Cu-Ni ; Proof ; 39 ; ialaiola ; 550 
 2078 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 4 ; shelbyroush ; 100 
 2079 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 11 ; se170661 ; 144 
 2080 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; AU ; 13 ; 11nn ; 81 
 2081 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 7 ; Чуйкин ; 169 
 2082 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 15 ; Чуйкин ; 243 
 2083 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 14 ; se170661 ; 244 
 2084 ; 1 рубль ; 1990 ; Маршал СССР Г.К.Жуков ; Cu-Ni ; Proof ; 13 ; VVX ; 247 
 2085 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 11 ; сортам70 ; 100 
 2086 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 5 ; Чуйкин ; 89 
 2087 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; Unc ; 12 ; klimvita ; 186 
 2088 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 3 ; Чуйкин ; 90 
 2089 ; 1 рубль ; 1991 ; 850 лет со дня рождения Низами Гянджеви ; Cu-Ni ; Proof ; 5 ; Чуйкин ; 88 
 2090 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 9 ; Чуйкин ; 109 
 2091 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 9 ; Чуйкин ; 177 
 2092 ; 1 рубль ; 1978 ; Олимпиада 80.Московский Кремль ; Cu-Ni ; AU ; 6 ; Чуйкин ; 50 
 2093 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; AU ; 10 ; S.A.I. ; 79 
 2094 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 11 ; se170661 ; 144 
 2095 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 7 ; ТАБУ ; 142 
 2096 ; 1 рубль ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 16 ; ТАБУ ; 144 
 2097 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 4 ; gola78 ; 101 
 2098 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 5 ; сортам70 ; 100 
 2099 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 4 ; gola78 ; 101 
 2100 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Unc ; 13 ; Чуйкин ; 76 
 2101 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 7 ; Чуйкин ; 99 
 2102 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 9 ; Чуйкин ; 79 
 2103 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 3 ; Чуйкин ; 99 
 2104 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 15 ; Max1976 ; 395 
 2105 ; 1 рубль. Новодел ; 1985 ; Фестиваль молодежи и студентов в Москве ; Cu-Ni ; Proof ; 7 ; Зощев ; 357 
 2106 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Proof ; 18 ; se170661 ; 255 
 2107 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 16 ; страус ; 225 
 2108 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 15 ; страус ; 225 
 2109 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; AU ; 14 ; страус ; 225 
 2010 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 27 ; Valery6776 ; 114 
 2011 ; 1 рубль. Упаковка ; 1985 ; 40 лет Победы над Германией ; Cu-Ni ; Proof ; 36 ; sotnik ; 1022 
 2012 ; 1 рубль. Упаковка ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 8 ; ТАБУ ; 126 
 2013 ; 1 рубль. Упаковка ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 8 ; gola78 ; 110 
 2014 ; 1 рубль. Упаковка ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 17 ; ТАБУ ; 120 
 2015 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения А.Н.Толстого ; Cu-Ni ; Proof ; 14 ; jek31 ; 114 
 2016 ; 1 рубль. Упаковка ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 18 ; vad52 ; 126 
 2017 ; 1 рубль. Упаковка ; 1989 ; 100 лет со дня смерти Эминеску ; Cu-Ni ; Proof ; 21 ; gola78 ; 151 
 2018 ; 1 рубль. Упаковка нарушена ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 15 ; Max1976 ; 105 
 2019 ; 1 рубль. Упаковка ; 1988 ; 160 лет со дня рождения Л.Н.Толстого ; Cu-Ni ; Proof ; 17 ; Max1976 ; 111 
 2020 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 14 ; gola78 ; 123 
 2021 ; 1 рубль. Упаковка нарушена ; 1989 ; 100 лет со дня рождения Ниязи ; Cu-Ni ; Proof ; 16 ; ТАБУ ; 144 
 2022 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 5 ; сортам70 ; 105 
 2023 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 8 ; сортам70 ; 104 
 2024 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 5 ; gola78 ; 101 
 2025 ; 1 рубль ; 1987 ; 175 лет Бородино (барельеф) ; Cu-Ni ; Proof ; 7 ; gola78 ; 101 
 2026 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 10 ; Чуйкин ; 116 
 2027 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 7 ; hhmm ; 123 
 2028 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 7 ; Чуйкин ; 114 
 2029 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 3 ; star54 ; 100 
 2030 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; XF ; 45 ; Andy M ; 144 
 2031 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 10 ; Зощев ; 150 
 2032 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 6 ; Чуйкин ; 88 
 2033 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 8 ; Зощев ; 150 
 2034 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 7 ; Чуйкин ; 114 
 2035 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 3 ; star54 ; 100 
 2036 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 3 ; star54 ; 100 
 2037 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 4 ; gola78 ; 101 
 2038 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 5 ; gola78 ; 101 
 2039 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 5 ; gola78 ; 101 
 2040 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 10 ; Зощев ; 150 
 2041 ; 1 рубль ; 1987 ; 175 лет Бородино (обелиск) ; Cu-Ni ; Proof ; 12 ; Чуйкин ; 117 
 2042 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 5 ; Чуйкин ; 120 
 2043 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 8 ; Чуйкин ; 113 
 2044 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 3 ; Чуйкин ; 101 
 2045 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 16 ; Чуйкин ; 114 
 2046 ; 1 рубль ; 1989 ; 175 лет со дня рождения Т.Г.Шевченко ; Cu-Ni ; Proof ; 7 ; Чуйкин ; 121 
 2047 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 16 ; Чуйкин ; 122 
 2048 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 4 ; Зощев ; 150 
 2049 ; 1 рубль ; 1991 ; Махтумкули ; Cu-Ni ; Proof ; 8 ; Зощев ; 150 
 2050 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 5 ; Чуйкин ; 114 
 2051 ; 1 рубль ; 1991 ; 101 год со дня рождения К.В.Иванова ; Cu-Ni ; Proof ; 5 ; Чуйкин ; 114 
 2052 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; AU ; 21 ; Andy M ; 101 
 2053 ; 1 рубль ; 1990 ; 125 лет со дня рождения Я.Райниса ; Cu-Ni ; Proof ; 3 ; Чуйкин ; 99 
 2054 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 3 ; Чуйкин ; 79 
 2055 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 12 ; сортам70 ; 134 
 2056 ; 1 рубль ; 1987 ; 70 лет Октябрьской революции ; Cu-Ni ; Proof ; 5 ; Чуйкин ; 114 
 2057 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 13 ; gola78 ; 124 
 2058 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 5 ; gola78 ; 122 
 2059 ; 1 рубль ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 14 ; Чуйкин ; 121 
 1960 ; 1 рубль ; 1991 ; 100 лет со дня рождения С.Прокофьева ; Cu-Ni ; Proof ; 21 ; сортам70 ; 104 
 1961 ; 1 рубль ; 1991 ; 550 лет со дня рождения А.Навои ; Cu-Ni ; Proof ; 15 ; Tchourine ; 108 
 1962 ; 1 рубль ; 1989 ; 175 лет со дня рождения М.Ю.Лермонтова ; Cu-Ni ; Proof ; 41 ; star54 ; 104 
 1963 ; 1 рубль. Новодел ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 26 ; ialaiola ; 323 
 1964 ; 1 рубль ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 12 ; сортам70 ; 88 
 1965 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; Proof ; 9 ; Maksss163 ; 156 
 1966 ; 5 рублей ; 1988 ; Памятник Петру I в Ленинграде ; Cu-Ni ; Proof ; 13 ; flutter ; 206 
 1967 ; 3 рубля ; 1993 ; 50 лет победы в Сталинградской битве ; Cu-Ni ; Proof ; 32 ; bcg ; 275 
 1968 ; 3 рубля ; 1994 ; 50 лет открытия Второго фронта ; Cu-Ni ; Proof ; 26 ; RAMA ; 2013 
 1969 ; 1 рубль. Новодел ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 31 ; ialaiola ; 450 
 1970 ; 1 рубль ; 1990 ; 500 лет со дня рождения Ф.Скорины ; Cu-Ni ; Proof ; 14 ; сортам70 ; 90 
 1971 ; 1 рубль. Новодел ; 1977 ; 60 лет Советской власти ; Cu-Ni ; Proof ; 9 ; TDV ; 193 
 1972 ; 1 рубль ; 1988 ; 120 лет со дня рождения А.М.Горького ; Cu-Ni ; Proof ; 9 ; Skrudge ; 67 
 1973 ; 1 рубль. Упаковка ; 1990 ; 150 лет со дня рождения П.И.Чайковского ; Cu-Ni ; Proof ; 12 ; gola78 ; 131 
 1974 ; 1 рубль. Упаковка ; 1990 ; 130 лет со дня рождения А.П.Чехова ; Cu-Ni ; Proof ; 7 ; gola78 ; 131 
 1975 ; 5 рублей. Упаковка ; 1989 ; Благовещенский собор в Москве ; Cu-Ni ; Proof ; 31 ; se170661 ; 265 
 1976 ; 5 рублей. Упаковка ; 1989 ; Собор Покрова на рву в Москве ; Cu-Ni ; Proof ; 20 ; Tchourine ; 318 
 1977 ; 1 рубль ; 1987 ; 130 лет со дня рождения К.Э.Циолковского ; Cu-Ni ; XF ; 23 ; evgens1 ; 51 
 1978 ; 1 рубль ; 1970 ; 100 лет со дня рождения В.И.Ленина ; Cu-Ni ; XF ; 10 ; fotogram ; 21 
 1979 ; 1 рубль ; 1986 ; Международный год мира ; Cu-Ni ; XF+ ; 21 ; Tchourine ; 148 
 1980 ; 5 рублей ; 1988 ; Софийский собор в Киеве ; Cu-Ni ; Proof ; 7 ; цуца ; 216 
 1981 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 9 ; andrei71 ; 223 
 1982 ; 3 рубля ; 1992 ; 750 лет победы А.Невского ; Cu-Ni ; Unc ; 10 ; andrei71 ; 225 
 1983 ; 3 рубля. Упаковка с надрывом ; 1991 ; 50 лет победы под Москвой ; Cu-Ni ; Unc ; 5 ; редкая ; 161 
 1984 ; 1 рубль. Новодел. Упаковка ; 1967 ; 50 лет Советской власти ; Cu-Ni ; Proof ; 12 ; Lafeto55 ; 651 
 1985 ; 1 рубль ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 15 ; тяга ; 68 
 1986 ; 1 рубль. Упаковка нарушена ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF ; 7 ; kop ; 100 
 1987 ; 1 рубль. Упаковка нарушена ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 9 ; kop ; 123 
 1988 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; XF+ ; 11 ; kop ; 100 
 1989 ; 1 рубль. Упаковка ; 1975 ; 30 лет Победы в войне 1941-1945 ; Cu-Ni ; AU ; 15 ; лосики ; 115 
 1990 ; 1 рубль. В упаковке на 5 монет ; 1982 ; 60 лет образования СССР ; Cu-Ni ; Proof ; 24 ; jek31 ; 1010 
